context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: Why?\Well, I thought I'd visit before the school festival.\Look, Ayu! Roll cakes and steamed bread!\The chocolate one is mine!\Cute...\Thief!\Hey, you two, don't fight!\What? You glutton! response:	You were just gloomily doodling until a second ago!
context: Well, I thought I'd visit before the school festival.\Look, Ayu! Roll cakes and steamed bread!\The chocolate one is mine!\Cute...\Thief!\Hey, you two, don't fight!\What? You glutton!\You were just gloomily doodling until a second ago! response:	I want a broach of a little bird
context: Look, Ayu! Roll cakes and steamed bread!\The chocolate one is mine!\Cute...\Thief!\Hey, you two, don't fight!\What? You glutton!\You were just gloomily doodling until a second ago!\I want a broach of a little bird response:	Like this
context: The chocolate one is mine!\Cute...\Thief!\Hey, you two, don't fight!\What? You glutton!\You were just gloomily doodling until a second ago!\I want a broach of a little bird\Like this response:	I-I wasn't gloomy!
context: Cute...\Thief!\Hey, you two, don't fight!\What? You glutton!\You were just gloomily doodling until a second ago!\I want a broach of a little bird\Like this\I-I wasn't gloomy! response:	You were! Your work hasn't been progressing at all lately!
context: Thief!\Hey, you two, don't fight!\What? You glutton!\You were just gloomily doodling until a second ago!\I want a broach of a little bird\Like this\I-I wasn't gloomy!\You were! Your work hasn't been progressing at all lately! response:	What happened to your usual pace?
context: Hey, you two, don't fight!\What? You glutton!\You were just gloomily doodling until a second ago!\I want a broach of a little bird\Like this\I-I wasn't gloomy!\You were! Your work hasn't been progressing at all lately!\What happened to your usual pace? response:	Now! An opening!
context: What? You glutton!\You were just gloomily doodling until a second ago!\I want a broach of a little bird\Like this\I-I wasn't gloomy!\You were! Your work hasn't been progressing at all lately!\What happened to your usual pace?\Now! An opening! response:	My roll cake...
context: You were just gloomily doodling until a second ago!\I want a broach of a little bird\Like this\I-I wasn't gloomy!\You were! Your work hasn't been progressing at all lately!\What happened to your usual pace?\Now! An opening!\My roll cake... response:	Mayama-san, may I open this bag of steamed bread?
context: I want a broach of a little bird\Like this\I-I wasn't gloomy!\You were! Your work hasn't been progressing at all lately!\What happened to your usual pace?\Now! An opening!\My roll cake...\Mayama-san, may I open this bag of steamed bread? response:	Could it be that they haven't eaten dinner yet?
context: Like this\I-I wasn't gloomy!\You were! Your work hasn't been progressing at all lately!\What happened to your usual pace?\Now! An opening!\My roll cake...\Mayama-san, may I open this bag of steamed bread?\Could it be that they haven't eaten dinner yet? response:	Probably.
context: I-I wasn't gloomy!\You were! Your work hasn't been progressing at all lately!\What happened to your usual pace?\Now! An opening!\My roll cake...\Mayama-san, may I open this bag of steamed bread?\Could it be that they haven't eaten dinner yet?\Probably. response:	9:55 PM... We'll barely make it for Kinka.
context: You were! Your work hasn't been progressing at all lately!\What happened to your usual pace?\Now! An opening!\My roll cake...\Mayama-san, may I open this bag of steamed bread?\Could it be that they haven't eaten dinner yet?\Probably.\9:55 PM... We'll barely make it for Kinka. response:	Here. You have a minute to decide. My treat.
context: What happened to your usual pace?\Now! An opening!\My roll cake...\Mayama-san, may I open this bag of steamed bread?\Could it be that they haven't eaten dinner yet?\Probably.\9:55 PM... We'll barely make it for Kinka.\Here. You have a minute to decide. My treat. response:	Chinese Food Delivery Oshinagaki Kinka
context: Now! An opening!\My roll cake...\Mayama-san, may I open this bag of steamed bread?\Could it be that they haven't eaten dinner yet?\Probably.\9:55 PM... We'll barely make it for Kinka.\Here. You have a minute to decide. My treat.\Chinese Food Delivery Oshinagaki Kinka response:	What? Really?
context: My roll cake...\Mayama-san, may I open this bag of steamed bread?\Could it be that they haven't eaten dinner yet?\Probably.\9:55 PM... We'll barely make it for Kinka.\Here. You have a minute to decide. My treat.\Chinese Food Delivery Oshinagaki Kinka\What? Really? response:	Really?
context: Mayama-san, may I open this bag of steamed bread?\Could it be that they haven't eaten dinner yet?\Probably.\9:55 PM... We'll barely make it for Kinka.\Here. You have a minute to decide. My treat.\Chinese Food Delivery Oshinagaki Kinka\What? Really?\Really? response:	For real?
context: Could it be that they haven't eaten dinner yet?\Probably.\9:55 PM... We'll barely make it for Kinka.\Here. You have a minute to decide. My treat.\Chinese Food Delivery Oshinagaki Kinka\What? Really?\Really?\For real? response:	Mayama? Why?
context: Probably.\9:55 PM... We'll barely make it for Kinka.\Here. You have a minute to decide. My treat.\Chinese Food Delivery Oshinagaki Kinka\What? Really?\Really?\For real?\Mayama? Why? response:	Because I'm a working man now.
context: 9:55 PM... We'll barely make it for Kinka.\Here. You have a minute to decide. My treat.\Chinese Food Delivery Oshinagaki Kinka\What? Really?\Really?\For real?\Mayama? Why?\Because I'm a working man now. response:	Oh, hello?
context: Here. You have a minute to decide. My treat.\Chinese Food Delivery Oshinagaki Kinka\What? Really?\Really?\For real?\Mayama? Why?\Because I'm a working man now.\Oh, hello? response:	Are you still open? Can I place an order for delivery?
context: Chinese Food Delivery Oshinagaki Kinka\What? Really?\Really?\For real?\Mayama? Why?\Because I'm a working man now.\Oh, hello?\Are you still open? Can I place an order for delivery? response:	I want roast pork ramen!
context: What? Really?\Really?\For real?\Mayama? Why?\Because I'm a working man now.\Oh, hello?\Are you still open? Can I place an order for delivery?\I want roast pork ramen! response:	I want a fu rong bowl!
context: Really?\For real?\Mayama? Why?\Because I'm a working man now.\Oh, hello?\Are you still open? Can I place an order for delivery?\I want roast pork ramen!\I want a fu rong bowl! response:	U-Um, I want Japanese-style fried rice!
context: For real?\Mayama? Why?\Because I'm a working man now.\Oh, hello?\Are you still open? Can I place an order for delivery?\I want roast pork ramen!\I want a fu rong bowl!\U-Um, I want Japanese-style fried rice! response:	I love you, Senpai!
context: Mayama? Why?\Because I'm a working man now.\Oh, hello?\Are you still open? Can I place an order for delivery?\I want roast pork ramen!\I want a fu rong bowl!\U-Um, I want Japanese-style fried rice!\I love you, Senpai! response:	I love you, too!
context: Because I'm a working man now.\Oh, hello?\Are you still open? Can I place an order for delivery?\I want roast pork ramen!\I want a fu rong bowl!\U-Um, I want Japanese-style fried rice!\I love you, Senpai!\I love you, too! response:	So please...!
context: Oh, hello?\Are you still open? Can I place an order for delivery?\I want roast pork ramen!\I want a fu rong bowl!\U-Um, I want Japanese-style fried rice!\I love you, Senpai!\I love you, too!\So please...! response:	I should also say it like everyone...
context: Are you still open? Can I place an order for delivery?\I want roast pork ramen!\I want a fu rong bowl!\U-Um, I want Japanese-style fried rice!\I love you, Senpai!\I love you, too!\So please...!\I should also say it like everyone... response:	I love you! I love you! Okay! Okay!
context: I want roast pork ramen!\I want a fu rong bowl!\U-Um, I want Japanese-style fried rice!\I love you, Senpai!\I love you, too!\So please...!\I should also say it like everyone...\I love you! I love you! Okay! Okay! response:	M-Mayama...
context: I want a fu rong bowl!\U-Um, I want Japanese-style fried rice!\I love you, Senpai!\I love you, too!\So please...!\I should also say it like everyone...\I love you! I love you! Okay! Okay!\M-Mayama... response:	Okay! Fine!
context: U-Um, I want Japanese-style fried rice!\I love you, Senpai!\I love you, too!\So please...!\I should also say it like everyone...\I love you! I love you! Okay! Okay!\M-Mayama...\Okay! Fine! response:	Um, I am, too.
context: I love you, Senpai!\I love you, too!\So please...!\I should also say it like everyone...\I love you! I love you! Okay! Okay!\M-Mayama...\Okay! Fine!\Um, I am, too. response:	Fine, I told you already!
context: I love you, too!\So please...!\I should also say it like everyone...\I love you! I love you! Okay! Okay!\M-Mayama...\Okay! Fine!\Um, I am, too.\Fine, I told you already! response:	Don't think about it too hard.
context: So please...!\I should also say it like everyone...\I love you! I love you! Okay! Okay!\M-Mayama...\Okay! Fine!\Um, I am, too.\Fine, I told you already!\Don't think about it too hard. response:	Me too!
context: I should also say it like everyone...\I love you! I love you! Okay! Okay!\M-Mayama...\Okay! Fine!\Um, I am, too.\Fine, I told you already!\Don't think about it too hard.\Me too! response:	I-I really...
context: I love you! I love you! Okay! Okay!\M-Mayama...\Okay! Fine!\Um, I am, too.\Fine, I told you already!\Don't think about it too hard.\Me too!\I-I really... response:	Just casually...
context: M-Mayama...\Okay! Fine!\Um, I am, too.\Fine, I told you already!\Don't think about it too hard.\Me too!\I-I really...\Just casually... response:	Why?
context: Okay! Fine!\Um, I am, too.\Fine, I told you already!\Don't think about it too hard.\Me too!\I-I really...\Just casually...\Why? response:	Everyone is saying it so easily.
context: Um, I am, too.\Fine, I told you already!\Don't think about it too hard.\Me too!\I-I really...\Just casually...\Why?\Everyone is saying it so easily. response:	Why...
context: Fine, I told you already!\Don't think about it too hard.\Me too!\I-I really...\Just casually...\Why?\Everyone is saying it so easily.\Why... response:	Mayama!
context: Don't think about it too hard.\Me too!\I-I really...\Just casually...\Why?\Everyone is saying it so easily.\Why...\Mayama! response:	There... you... go!
context: Me too!\I-I really...\Just casually...\Why?\Everyone is saying it so easily.\Why...\Mayama!\There... you... go! response:	W-What the...?
context: I-I really...\Just casually...\Why?\Everyone is saying it so easily.\Why...\Mayama!\There... you... go!\W-What the...? response:	Yamada... Hey, Yamada...
context: Just casually...\Why?\Everyone is saying it so easily.\Why...\Mayama!\There... you... go!\W-What the...?\Yamada... Hey, Yamada... response:	Ayu!
context: Why?\Everyone is saying it so easily.\Why...\Mayama!\There... you... go!\W-What the...?\Yamada... Hey, Yamada...\Ayu! response:	Are you all right?
context: Everyone is saying it so easily.\Why...\Mayama!\There... you... go!\W-What the...?\Yamada... Hey, Yamada...\Ayu!\Are you all right? response:	M-Mayama's so close.
context: Why...\Mayama!\There... you... go!\W-What the...?\Yamada... Hey, Yamada...\Ayu!\Are you all right?\M-Mayama's so close. response:	I-I-I'm all right.
context: Mayama!\There... you... go!\W-What the...?\Yamada... Hey, Yamada...\Ayu!\Are you all right?\M-Mayama's so close.\I-I-I'm all right. response:	H-His voice... His hands...
context: There... you... go!\W-What the...?\Yamada... Hey, Yamada...\Ayu!\Are you all right?\M-Mayama's so close.\I-I-I'm all right.\H-His voice... His hands... response:	Mayama-san! Morita-san ran away!
context: W-What the...?\Yamada... Hey, Yamada...\Ayu!\Are you all right?\M-Mayama's so close.\I-I-I'm all right.\H-His voice... His hands...\Mayama-san! Morita-san ran away! response:	My roll cakes!
context: Yamada... Hey, Yamada...\Ayu!\Are you all right?\M-Mayama's so close.\I-I-I'm all right.\H-His voice... His hands...\Mayama-san! Morita-san ran away!\My roll cakes! response:	Are you all right? Eat slowly.
context: Ayu!\Are you all right?\M-Mayama's so close.\I-I-I'm all right.\H-His voice... His hands...\Mayama-san! Morita-san ran away!\My roll cakes!\Are you all right? Eat slowly. response:	Ayu, get a hold of yourself.
context: Are you all right?\M-Mayama's so close.\I-I-I'm all right.\H-His voice... His hands...\Mayama-san! Morita-san ran away!\My roll cakes!\Are you all right? Eat slowly.\Ayu, get a hold of yourself. response:	O-Okay.
context: M-Mayama's so close.\I-I-I'm all right.\H-His voice... His hands...\Mayama-san! Morita-san ran away!\My roll cakes!\Are you all right? Eat slowly.\Ayu, get a hold of yourself.\O-Okay. response:	Isn't this the key to the material room?
context: I-I-I'm all right.\H-His voice... His hands...\Mayama-san! Morita-san ran away!\My roll cakes!\Are you all right? Eat slowly.\Ayu, get a hold of yourself.\O-Okay.\Isn't this the key to the material room? response:	Morita-san left something so important here?
context: H-His voice... His hands...\Mayama-san! Morita-san ran away!\My roll cakes!\Are you all right? Eat slowly.\Ayu, get a hold of yourself.\O-Okay.\Isn't this the key to the material room?\Morita-san left something so important here? response:	I'll return it on my way back.
context: Mayama-san! Morita-san ran away!\My roll cakes!\Are you all right? Eat slowly.\Ayu, get a hold of yourself.\O-Okay.\Isn't this the key to the material room?\Morita-san left something so important here?\I'll return it on my way back. response:	I want to go get some scrap wood.
context: My roll cakes!\Are you all right? Eat slowly.\Ayu, get a hold of yourself.\O-Okay.\Isn't this the key to the material room?\Morita-san left something so important here?\I'll return it on my way back.\I want to go get some scrap wood. response:	Thanks for the meal, Mayama-san.
context: Are you all right? Eat slowly.\Ayu, get a hold of yourself.\O-Okay.\Isn't this the key to the material room?\Morita-san left something so important here?\I'll return it on my way back.\I want to go get some scrap wood.\Thanks for the meal, Mayama-san. response:	I'm off!
context: Ayu, get a hold of yourself.\O-Okay.\Isn't this the key to the material room?\Morita-san left something so important here?\I'll return it on my way back.\I want to go get some scrap wood.\Thanks for the meal, Mayama-san.\I'm off! response:	I-I'm sorry.
context: O-Okay.\Isn't this the key to the material room?\Morita-san left something so important here?\I'll return it on my way back.\I want to go get some scrap wood.\Thanks for the meal, Mayama-san.\I'm off!\I-I'm sorry. response:	I'm eating so slowly.
