context: The One-Eyed Transfer Student response:	Next Time
context: boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto response:	futari hikari no fune ni noru
context: sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru response:	kaze no hajimari no oto kanadeyou
context: naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou response:	Even if you're scared
context: kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared response:	Just live your life, don't give up now, keep moving on
context: nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on response:	And I'll come for you over and over and over again
context: zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again response:	We'll find each other soon enough
context: kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough response:	By the faintest glimmer of starlight
context: soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight response:	I know you, I know you
context: futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you response:	It's been billions of years, but now we can open the door to our legend
context: kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend response:	I crossed over the deep blue void
context: Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void response:	so I could burn to ash along with you
context: Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you response:	I've had a long journey on the vast wheel of fate, gathering sorrows along the way
context: And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way response:	I'm not perfect, but I'm giving all I have
context: We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have response:	If I open my fragile heart to you, I know I'll bleed...
context: By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed... response:	But I'll always be with you, always be in your arms
context: I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms response:	We'll get on a shining ship of light
context: It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light response:	And call forth the wind with our voices
context: I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices response:	The sound is just slightly impure.
context: so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\The sound is just slightly impure. response:	But this piano should be perfectly tuned.
context: I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\The sound is just slightly impure.\But this piano should be perfectly tuned. response:	This is your new classmate.
context: I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\The sound is just slightly impure.\But this piano should be perfectly tuned.\This is your new classmate. response:	Akbarjin Batbayar.
context: If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\The sound is just slightly impure.\But this piano should be perfectly tuned.\This is your new classmate.\Akbarjin Batbayar. response:	Nice to meet you.
context: But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\The sound is just slightly impure.\But this piano should be perfectly tuned.\This is your new classmate.\Akbarjin Batbayar.\Nice to meet you. response:	Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program.
context: We'll get on a shining ship of light\And call forth the wind with our voices\The sound is just slightly impure.\But this piano should be perfectly tuned.\This is your new classmate.\Akbarjin Batbayar.\Nice to meet you.\Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program. response:	He is an Element candidate, and we expect him to be a reserve pilot.
context: And call forth the wind with our voices\The sound is just slightly impure.\But this piano should be perfectly tuned.\This is your new classmate.\Akbarjin Batbayar.\Nice to meet you.\Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program.\He is an Element candidate, and we expect him to be a reserve pilot. response:	Be nice to him.
context: The sound is just slightly impure.\But this piano should be perfectly tuned.\This is your new classmate.\Akbarjin Batbayar.\Nice to meet you.\Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program.\He is an Element candidate, and we expect him to be a reserve pilot.\Be nice to him. response:	Is he from there?
context: But this piano should be perfectly tuned.\This is your new classmate.\Akbarjin Batbayar.\Nice to meet you.\Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program.\He is an Element candidate, and we expect him to be a reserve pilot.\Be nice to him.\Is he from there? response:	I hope he'll pull his weight.
context: This is your new classmate.\Akbarjin Batbayar.\Nice to meet you.\Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program.\He is an Element candidate, and we expect him to be a reserve pilot.\Be nice to him.\Is he from there?\I hope he'll pull his weight. response:	A-Are these...
context: Akbarjin Batbayar.\Nice to meet you.\Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program.\He is an Element candidate, and we expect him to be a reserve pilot.\Be nice to him.\Is he from there?\I hope he'll pull his weight.\A-Are these... response:	real live...
context: Nice to meet you.\Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program.\He is an Element candidate, and we expect him to be a reserve pilot.\Be nice to him.\Is he from there?\I hope he'll pull his weight.\A-Are these...\real live... response:	Rare Iguras?
context: Mr. Akba... Akbarjin scored excellently in the Meso-Asiatic training program.\He is an Element candidate, and we expect him to be a reserve pilot.\Be nice to him.\Is he from there?\I hope he'll pull his weight.\A-Are these...\real live...\Rare Iguras? response:	You think he likes holes? I hope so!
context: He is an Element candidate, and we expect him to be a reserve pilot.\Be nice to him.\Is he from there?\I hope he'll pull his weight.\A-Are these...\real live...\Rare Iguras?\You think he likes holes? I hope so! response:	I guess.
context: Be nice to him.\Is he from there?\I hope he'll pull his weight.\A-Are these...\real live...\Rare Iguras?\You think he likes holes? I hope so!\I guess. response:	Huh. He's pretty cute.
context: Is he from there?\I hope he'll pull his weight.\A-Are these...\real live...\Rare Iguras?\You think he likes holes? I hope so!\I guess.\Huh. He's pretty cute. response:	He's a bottom. I'm sure of it.
context: I hope he'll pull his weight.\A-Are these...\real live...\Rare Iguras?\You think he likes holes? I hope so!\I guess.\Huh. He's pretty cute.\He's a bottom. I'm sure of it. response:	Wait, what if he's a top and just looks like a bottom?
context: A-Are these...\real live...\Rare Iguras?\You think he likes holes? I hope so!\I guess.\Huh. He's pretty cute.\He's a bottom. I'm sure of it.\Wait, what if he's a top and just looks like a bottom? response:	Ooh!
context: real live...\Rare Iguras?\You think he likes holes? I hope so!\I guess.\Huh. He's pretty cute.\He's a bottom. I'm sure of it.\Wait, what if he's a top and just looks like a bottom?\Ooh! response:	It's just a new boy. Don't lose your head over it.
context: Rare Iguras?\You think he likes holes? I hope so!\I guess.\Huh. He's pretty cute.\He's a bottom. I'm sure of it.\Wait, what if he's a top and just looks like a bottom?\Ooh!\It's just a new boy. Don't lose your head over it. response:	What are you staring at?
context: You think he likes holes? I hope so!\I guess.\Huh. He's pretty cute.\He's a bottom. I'm sure of it.\Wait, what if he's a top and just looks like a bottom?\Ooh!\It's just a new boy. Don't lose your head over it.\What are you staring at? response:	You're interested in boys like him?
context: I guess.\Huh. He's pretty cute.\He's a bottom. I'm sure of it.\Wait, what if he's a top and just looks like a bottom?\Ooh!\It's just a new boy. Don't lose your head over it.\What are you staring at?\You're interested in boys like him? response:	That's not it. I just remembered...
context: Huh. He's pretty cute.\He's a bottom. I'm sure of it.\Wait, what if he's a top and just looks like a bottom?\Ooh!\It's just a new boy. Don't lose your head over it.\What are you staring at?\You're interested in boys like him?\That's not it. I just remembered... response:	I was a transfer student too.
context: He's a bottom. I'm sure of it.\Wait, what if he's a top and just looks like a bottom?\Ooh!\It's just a new boy. Don't lose your head over it.\What are you staring at?\You're interested in boys like him?\That's not it. I just remembered...\I was a transfer student too. response:	Was your training site coed?
context: Wait, what if he's a top and just looks like a bottom?\Ooh!\It's just a new boy. Don't lose your head over it.\What are you staring at?\You're interested in boys like him?\That's not it. I just remembered...\I was a transfer student too.\Was your training site coed? response:	Oh, cut it out. You can look that up.
context: Ooh!\It's just a new boy. Don't lose your head over it.\What are you staring at?\You're interested in boys like him?\That's not it. I just remembered...\I was a transfer student too.\Was your training site coed?\Oh, cut it out. You can look that up. response:	So, what kind of music do you listen to?
context: It's just a new boy. Don't lose your head over it.\What are you staring at?\You're interested in boys like him?\That's not it. I just remembered...\I was a transfer student too.\Was your training site coed?\Oh, cut it out. You can look that up.\So, what kind of music do you listen to? response:	What's with him?
context: What are you staring at?\You're interested in boys like him?\That's not it. I just remembered...\I was a transfer student too.\Was your training site coed?\Oh, cut it out. You can look that up.\So, what kind of music do you listen to?\What's with him? response:	What a creep.
context: You're interested in boys like him?\That's not it. I just remembered...\I was a transfer student too.\Was your training site coed?\Oh, cut it out. You can look that up.\So, what kind of music do you listen to?\What's with him?\What a creep. response:	What am I supposed to do?
context: That's not it. I just remembered...\I was a transfer student too.\Was your training site coed?\Oh, cut it out. You can look that up.\So, what kind of music do you listen to?\What's with him?\What a creep.\What am I supposed to do? response:	I have to observe.
context: I was a transfer student too.\Was your training site coed?\Oh, cut it out. You can look that up.\So, what kind of music do you listen to?\What's with him?\What a creep.\What am I supposed to do?\I have to observe. response:	Have you checked out the school?
context: Was your training site coed?\Oh, cut it out. You can look that up.\So, what kind of music do you listen to?\What's with him?\What a creep.\What am I supposed to do?\I have to observe.\Have you checked out the school? response:	We'll show you around if you want.
context: Oh, cut it out. You can look that up.\So, what kind of music do you listen to?\What's with him?\What a creep.\What am I supposed to do?\I have to observe.\Have you checked out the school?\We'll show you around if you want. response:	Observe... observe...
context: So, what kind of music do you listen to?\What's with him?\What a creep.\What am I supposed to do?\I have to observe.\Have you checked out the school?\We'll show you around if you want.\Observe... observe... response:	Observe...
context: What's with him?\What a creep.\What am I supposed to do?\I have to observe.\Have you checked out the school?\We'll show you around if you want.\Observe... observe...\Observe... response:	Eww!
context: What a creep.\What am I supposed to do?\I have to observe.\Have you checked out the school?\We'll show you around if you want.\Observe... observe...\Observe...\Eww! response:	I'm going to show you around the school.
context: What am I supposed to do?\I have to observe.\Have you checked out the school?\We'll show you around if you want.\Observe... observe...\Observe...\Eww!\I'm going to show you around the school. response:	Follow me.
context: I have to observe.\Have you checked out the school?\We'll show you around if you want.\Observe... observe...\Observe...\Eww!\I'm going to show you around the school.\Follow me. response:	That's the Berlin.
context: Have you checked out the school?\We'll show you around if you want.\Observe... observe...\Observe...\Eww!\I'm going to show you around the school.\Follow me.\That's the Berlin. response:	For a long time, the wall separated Neo-Deava Academy into two areas based on gender.
context: We'll show you around if you want.\Observe... observe...\Observe...\Eww!\I'm going to show you around the school.\Follow me.\That's the Berlin.\For a long time, the wall separated Neo-Deava Academy into two areas based on gender. response:	But part of the wall was broken
context: Observe... observe...\Observe...\Eww!\I'm going to show you around the school.\Follow me.\That's the Berlin.\For a long time, the wall separated Neo-Deava Academy into two areas based on gender.\But part of the wall was broken response:	Can you at least look? I'm trying to tell you something.
context: Observe...\Eww!\I'm going to show you around the school.\Follow me.\That's the Berlin.\For a long time, the wall separated Neo-Deava Academy into two areas based on gender.\But part of the wall was broken\Can you at least look? I'm trying to tell you something. response:	Can you even see? Your hair's all over your face.
context: Eww!\I'm going to show you around the school.\Follow me.\That's the Berlin.\For a long time, the wall separated Neo-Deava Academy into two areas based on gender.\But part of the wall was broken\Can you at least look? I'm trying to tell you something.\Can you even see? Your hair's all over your face. response:	Don't touch me!
context: I'm going to show you around the school.\Follow me.\That's the Berlin.\For a long time, the wall separated Neo-Deava Academy into two areas based on gender.\But part of the wall was broken\Can you at least look? I'm trying to tell you something.\Can you even see? Your hair's all over your face.\Don't touch me! response:	I can see. Really.
context: Follow me.\That's the Berlin.\For a long time, the wall separated Neo-Deava Academy into two areas based on gender.\But part of the wall was broken\Can you at least look? I'm trying to tell you something.\Can you even see? Your hair's all over your face.\Don't touch me!\I can see. Really. response:	This place is the center of Neo-Deava.
context: That's the Berlin.\For a long time, the wall separated Neo-Deava Academy into two areas based on gender.\But part of the wall was broken\Can you at least look? I'm trying to tell you something.\Can you even see? Your hair's all over your face.\Don't touch me!\I can see. Really.\This place is the center of Neo-Deava. response:	It stores all the data on the Elements' powers,
context: For a long time, the wall separated Neo-Deava Academy into two areas based on gender.\But part of the wall was broken\Can you at least look? I'm trying to tell you something.\Can you even see? Your hair's all over your face.\Don't touch me!\I can see. Really.\This place is the center of Neo-Deava.\It stores all the data on the Elements' powers, response:	and commands Aquarion's strategies and tactics.
context: But part of the wall was broken\Can you at least look? I'm trying to tell you something.\Can you even see? Your hair's all over your face.\Don't touch me!\I can see. Really.\This place is the center of Neo-Deava.\It stores all the data on the Elements' powers,\and commands Aquarion's strategies and tactics. response:	What's Aquarion?
context: Can you at least look? I'm trying to tell you something.\Can you even see? Your hair's all over your face.\Don't touch me!\I can see. Really.\This place is the center of Neo-Deava.\It stores all the data on the Elements' powers,\and commands Aquarion's strategies and tactics.\What's Aquarion? response:	Look as much as you wish.
context: Can you even see? Your hair's all over your face.\Don't touch me!\I can see. Really.\This place is the center of Neo-Deava.\It stores all the data on the Elements' powers,\and commands Aquarion's strategies and tactics.\What's Aquarion?\Look as much as you wish. response:	If you bear no insincerity, you will see things as they truly are.
context: Don't touch me!\I can see. Really.\This place is the center of Neo-Deava.\It stores all the data on the Elements' powers,\and commands Aquarion's strategies and tactics.\What's Aquarion?\Look as much as you wish.\If you bear no insincerity, you will see things as they truly are. response:	You said Aquarion? What is that?
context: I can see. Really.\This place is the center of Neo-Deava.\It stores all the data on the Elements' powers,\and commands Aquarion's strategies and tactics.\What's Aquarion?\Look as much as you wish.\If you bear no insincerity, you will see things as they truly are.\You said Aquarion? What is that? response:	You don't know? I thought you passed training.
context: This place is the center of Neo-Deava.\It stores all the data on the Elements' powers,\and commands Aquarion's strategies and tactics.\What's Aquarion?\Look as much as you wish.\If you bear no insincerity, you will see things as they truly are.\You said Aquarion? What is that?\You don't know? I thought you passed training. response:	It's the new name for the Aquaria.
context: It stores all the data on the Elements' powers,\and commands Aquarion's strategies and tactics.\What's Aquarion?\Look as much as you wish.\If you bear no insincerity, you will see things as they truly are.\You said Aquarion? What is that?\You don't know? I thought you passed training.\It's the new name for the Aquaria. response:	The Machine Angel?
context: and commands Aquarion's strategies and tactics.\What's Aquarion?\Look as much as you wish.\If you bear no insincerity, you will see things as they truly are.\You said Aquarion? What is that?\You don't know? I thought you passed training.\It's the new name for the Aquaria.\The Machine Angel? response:	That's Aquarion right there.
context: What's Aquarion?\Look as much as you wish.\If you bear no insincerity, you will see things as they truly are.\You said Aquarion? What is that?\You don't know? I thought you passed training.\It's the new name for the Aquaria.\The Machine Angel?\That's Aquarion right there. response:	If you're going to be a guide, you have to be nice.
context: Look as much as you wish.\If you bear no insincerity, you will see things as they truly are.\You said Aquarion? What is that?\You don't know? I thought you passed training.\It's the new name for the Aquaria.\The Machine Angel?\That's Aquarion right there.\If you're going to be a guide, you have to be nice. response:	I am being nice.
context: If you bear no insincerity, you will see things as they truly are.\You said Aquarion? What is that?\You don't know? I thought you passed training.\It's the new name for the Aquaria.\The Machine Angel?\That's Aquarion right there.\If you're going to be a guide, you have to be nice.\I am being nice. response:	So nice I want to puke.
context: You said Aquarion? What is that?\You don't know? I thought you passed training.\It's the new name for the Aquaria.\The Machine Angel?\That's Aquarion right there.\If you're going to be a guide, you have to be nice.\I am being nice.\So nice I want to puke. response:	Shut it!
context: You don't know? I thought you passed training.\It's the new name for the Aquaria.\The Machine Angel?\That's Aquarion right there.\If you're going to be a guide, you have to be nice.\I am being nice.\So nice I want to puke.\Shut it! response:	Hey, no need to get violent!
context: It's the new name for the Aquaria.\The Machine Angel?\That's Aquarion right there.\If you're going to be a guide, you have to be nice.\I am being nice.\So nice I want to puke.\Shut it!\Hey, no need to get violent! response:	You think I'd get violent just because this kid mouthed off a little?
context: The Machine Angel?\That's Aquarion right there.\If you're going to be a guide, you have to be nice.\I am being nice.\So nice I want to puke.\Shut it!\Hey, no need to get violent!\You think I'd get violent just because this kid mouthed off a little? response:	You grabbed me by the collar when you were my guide!
context: That's Aquarion right there.\If you're going to be a guide, you have to be nice.\I am being nice.\So nice I want to puke.\Shut it!\Hey, no need to get violent!\You think I'd get violent just because this kid mouthed off a little?\You grabbed me by the collar when you were my guide! response:	Because you were making a move on Mikono!
context: If you're going to be a guide, you have to be nice.\I am being nice.\So nice I want to puke.\Shut it!\Hey, no need to get violent!\You think I'd get violent just because this kid mouthed off a little?\You grabbed me by the collar when you were my guide!\Because you were making a move on Mikono! response:	No, I wasn't! Well, before, I
context: I am being nice.\So nice I want to puke.\Shut it!\Hey, no need to get violent!\You think I'd get violent just because this kid mouthed off a little?\You grabbed me by the collar when you were my guide!\Because you were making a move on Mikono!\No, I wasn't! Well, before, I response:	Before? So you are now?
context: So nice I want to puke.\Shut it!\Hey, no need to get violent!\You think I'd get violent just because this kid mouthed off a little?\You grabbed me by the collar when you were my guide!\Because you were making a move on Mikono!\No, I wasn't! Well, before, I\Before? So you are now? response:	That's not what I meant!
context: Shut it!\Hey, no need to get violent!\You think I'd get violent just because this kid mouthed off a little?\You grabbed me by the collar when you were my guide!\Because you were making a move on Mikono!\No, I wasn't! Well, before, I\Before? So you are now?\That's not what I meant! response:	Hey...
context: Hey, no need to get violent!\You think I'd get violent just because this kid mouthed off a little?\You grabbed me by the collar when you were my guide!\Because you were making a move on Mikono!\No, I wasn't! Well, before, I\Before? So you are now?\That's not what I meant!\Hey... response:	Where did that kid go?
context: You think I'd get violent just because this kid mouthed off a little?\You grabbed me by the collar when you were my guide!\Because you were making a move on Mikono!\No, I wasn't! Well, before, I\Before? So you are now?\That's not what I meant!\Hey...\Where did that kid go? response:	A hangar?
context: You grabbed me by the collar when you were my guide!\Because you were making a move on Mikono!\No, I wasn't! Well, before, I\Before? So you are now?\That's not what I meant!\Hey...\Where did that kid go?\A hangar? response:	So those are the machines that form the Machine Angel.
context: Because you were making a move on Mikono!\No, I wasn't! Well, before, I\Before? So you are now?\That's not what I meant!\Hey...\Where did that kid go?\A hangar?\So those are the machines that form the Machine Angel. response:	Steal the Machine Angel?
context: No, I wasn't! Well, before, I\Before? So you are now?\That's not what I meant!\Hey...\Where did that kid go?\A hangar?\So those are the machines that form the Machine Angel.\Steal the Machine Angel? response:	You don't have to bring back the whole thing.
context: Before? So you are now?\That's not what I meant!\Hey...\Where did that kid go?\A hangar?\So those are the machines that form the Machine Angel.\Steal the Machine Angel?\You don't have to bring back the whole thing. response:	At least get us one of the component machines.
context: That's not what I meant!\Hey...\Where did that kid go?\A hangar?\So those are the machines that form the Machine Angel.\Steal the Machine Angel?\You don't have to bring back the whole thing.\At least get us one of the component machines. response:	This might be a little over my head.
context: Hey...\Where did that kid go?\A hangar?\So those are the machines that form the Machine Angel.\Steal the Machine Angel?\You don't have to bring back the whole thing.\At least get us one of the component machines.\This might be a little over my head. response:	Only do it if you can.
context: Where did that kid go?\A hangar?\So those are the machines that form the Machine Angel.\Steal the Machine Angel?\You don't have to bring back the whole thing.\At least get us one of the component machines.\This might be a little over my head.\Only do it if you can. response:	Your top priority is to investigate Rare Iguras that could serve as the true Eve.
context: A hangar?\So those are the machines that form the Machine Angel.\Steal the Machine Angel?\You don't have to bring back the whole thing.\At least get us one of the component machines.\This might be a little over my head.\Only do it if you can.\Your top priority is to investigate Rare Iguras that could serve as the true Eve. response:	We're celebrating the news of your survival.
context: So those are the machines that form the Machine Angel.\Steal the Machine Angel?\You don't have to bring back the whole thing.\At least get us one of the component machines.\This might be a little over my head.\Only do it if you can.\Your top priority is to investigate Rare Iguras that could serve as the true Eve.\We're celebrating the news of your survival. response:	Finish your mission and get back as soon as you can.
context: Steal the Machine Angel?\You don't have to bring back the whole thing.\At least get us one of the component machines.\This might be a little over my head.\Only do it if you can.\Your top priority is to investigate Rare Iguras that could serve as the true Eve.\We're celebrating the news of your survival.\Finish your mission and get back as soon as you can. response:	You could just come and get me if you're so worried.
context: You don't have to bring back the whole thing.\At least get us one of the component machines.\This might be a little over my head.\Only do it if you can.\Your top priority is to investigate Rare Iguras that could serve as the true Eve.\We're celebrating the news of your survival.\Finish your mission and get back as soon as you can.\You could just come and get me if you're so worried. response:	What?
context: At least get us one of the component machines.\This might be a little over my head.\Only do it if you can.\Your top priority is to investigate Rare Iguras that could serve as the true Eve.\We're celebrating the news of your survival.\Finish your mission and get back as soon as you can.\You could just come and get me if you're so worried.\What? response:	Nothing.
context: This might be a little over my head.\Only do it if you can.\Your top priority is to investigate Rare Iguras that could serve as the true Eve.\We're celebrating the news of your survival.\Finish your mission and get back as soon as you can.\You could just come and get me if you're so worried.\What?\Nothing. response:	Just establish yourself in Neo-Deava.
