context: Second Dish response:	Episode 1
context: Excuse me.\Yukihira Soma.\Try your best to make it through the rounds.\It'd be quite a downer if you were to fail in the very first round.\So, who am I going up against?\The 43rd Autumn Elections\The Following Day Getten Hall\Thank you for your patience! response:	The main tournament of the Autumn Elections is finally here!
context: Yukihira Soma.\Try your best to make it through the rounds.\It'd be quite a downer if you were to fail in the very first round.\So, who am I going up against?\The 43rd Autumn Elections\The Following Day Getten Hall\Thank you for your patience!\The main tournament of the Autumn Elections is finally here! response:	We will begin with the first match in round one!
context: Try your best to make it through the rounds.\It'd be quite a downer if you were to fail in the very first round.\So, who am I going up against?\The 43rd Autumn Elections\The Following Day Getten Hall\Thank you for your patience!\The main tournament of the Autumn Elections is finally here!\We will begin with the first match in round one! response:	Judges
context: It'd be quite a downer if you were to fail in the very first round.\So, who am I going up against?\The 43rd Autumn Elections\The Following Day Getten Hall\Thank you for your patience!\The main tournament of the Autumn Elections is finally here!\We will begin with the first match in round one!\Judges response:	Academy Director Nakiri Senzaemon
context: So, who am I going up against?\The 43rd Autumn Elections\The Following Day Getten Hall\Thank you for your patience!\The main tournament of the Autumn Elections is finally here!\We will begin with the first match in round one!\Judges\Academy Director Nakiri Senzaemon response:	Our first contestant is Candidate Yukihira Soma,
context: The 43rd Autumn Elections\The Following Day Getten Hall\Thank you for your patience!\The main tournament of the Autumn Elections is finally here!\We will begin with the first match in round one!\Judges\Academy Director Nakiri Senzaemon\Our first contestant is Candidate Yukihira Soma, response:	who was tied for second place in Block A preliminaries.
context: The Following Day Getten Hall\Thank you for your patience!\The main tournament of the Autumn Elections is finally here!\We will begin with the first match in round one!\Judges\Academy Director Nakiri Senzaemon\Our first contestant is Candidate Yukihira Soma,\who was tied for second place in Block A preliminaries. response:	All right!
context: Thank you for your patience!\The main tournament of the Autumn Elections is finally here!\We will begin with the first match in round one!\Judges\Academy Director Nakiri Senzaemon\Our first contestant is Candidate Yukihira Soma,\who was tied for second place in Block A preliminaries.\All right! response:	Good luck, Yukihira!
context: The main tournament of the Autumn Elections is finally here!\We will begin with the first match in round one!\Judges\Academy Director Nakiri Senzaemon\Our first contestant is Candidate Yukihira Soma,\who was tied for second place in Block A preliminaries.\All right!\Good luck, Yukihira! response:	And his opponent is Candidate Nakiri Alice,
context: We will begin with the first match in round one!\Judges\Academy Director Nakiri Senzaemon\Our first contestant is Candidate Yukihira Soma,\who was tied for second place in Block A preliminaries.\All right!\Good luck, Yukihira!\And his opponent is Candidate Nakiri Alice, response:	who was the undisputed winner of the Block B preliminaries!
context: Judges\Academy Director Nakiri Senzaemon\Our first contestant is Candidate Yukihira Soma,\who was tied for second place in Block A preliminaries.\All right!\Good luck, Yukihira!\And his opponent is Candidate Nakiri Alice,\who was the undisputed winner of the Block B preliminaries! response:	Nakiri Alice.
context: Academy Director Nakiri Senzaemon\Our first contestant is Candidate Yukihira Soma,\who was tied for second place in Block A preliminaries.\All right!\Good luck, Yukihira!\And his opponent is Candidate Nakiri Alice,\who was the undisputed winner of the Block B preliminaries!\Nakiri Alice. response:	Granddaughter to the Academy Director, Nakiri Senzaemon,
context: Our first contestant is Candidate Yukihira Soma,\who was tied for second place in Block A preliminaries.\All right!\Good luck, Yukihira!\And his opponent is Candidate Nakiri Alice,\who was the undisputed winner of the Block B preliminaries!\Nakiri Alice.\Granddaughter to the Academy Director, Nakiri Senzaemon, response:	and the grand champion of a countless international competitions.
context: who was tied for second place in Block A preliminaries.\All right!\Good luck, Yukihira!\And his opponent is Candidate Nakiri Alice,\who was the undisputed winner of the Block B preliminaries!\Nakiri Alice.\Granddaughter to the Academy Director, Nakiri Senzaemon,\and the grand champion of a countless international competitions. response:	A prodigy, she is called the darling of molecular gastronomy.
context: All right!\Good luck, Yukihira!\And his opponent is Candidate Nakiri Alice,\who was the undisputed winner of the Block B preliminaries!\Nakiri Alice.\Granddaughter to the Academy Director, Nakiri Senzaemon,\and the grand champion of a countless international competitions.\A prodigy, she is called the darling of molecular gastronomy. response:	Her curry dish, which received the highest score in the preliminaries,
context: Good luck, Yukihira!\And his opponent is Candidate Nakiri Alice,\who was the undisputed winner of the Block B preliminaries!\Nakiri Alice.\Granddaughter to the Academy Director, Nakiri Senzaemon,\and the grand champion of a countless international competitions.\A prodigy, she is called the darling of molecular gastronomy.\Her curry dish, which received the highest score in the preliminaries, response:	made use of cutting edge techniques, and had great impact.
context: And his opponent is Candidate Nakiri Alice,\who was the undisputed winner of the Block B preliminaries!\Nakiri Alice.\Granddaughter to the Academy Director, Nakiri Senzaemon,\and the grand champion of a countless international competitions.\A prodigy, she is called the darling of molecular gastronomy.\Her curry dish, which received the highest score in the preliminaries,\made use of cutting edge techniques, and had great impact. response:	How will you counter that, Yukihira?
context: who was the undisputed winner of the Block B preliminaries!\Nakiri Alice.\Granddaughter to the Academy Director, Nakiri Senzaemon,\and the grand champion of a countless international competitions.\A prodigy, she is called the darling of molecular gastronomy.\Her curry dish, which received the highest score in the preliminaries,\made use of cutting edge techniques, and had great impact.\How will you counter that, Yukihira? response:	Yukihira-kun, today, I'll make your knees buckle with my cooking.
context: Nakiri Alice.\Granddaughter to the Academy Director, Nakiri Senzaemon,\and the grand champion of a countless international competitions.\A prodigy, she is called the darling of molecular gastronomy.\Her curry dish, which received the highest score in the preliminaries,\made use of cutting edge techniques, and had great impact.\How will you counter that, Yukihira?\Yukihira-kun, today, I'll make your knees buckle with my cooking. response:	Wow!
context: Granddaughter to the Academy Director, Nakiri Senzaemon,\and the grand champion of a countless international competitions.\A prodigy, she is called the darling of molecular gastronomy.\Her curry dish, which received the highest score in the preliminaries,\made use of cutting edge techniques, and had great impact.\How will you counter that, Yukihira?\Yukihira-kun, today, I'll make your knees buckle with my cooking.\Wow! response:	It's the newest in cooking equipment!
context: and the grand champion of a countless international competitions.\A prodigy, she is called the darling of molecular gastronomy.\Her curry dish, which received the highest score in the preliminaries,\made use of cutting edge techniques, and had great impact.\How will you counter that, Yukihira?\Yukihira-kun, today, I'll make your knees buckle with my cooking.\Wow!\It's the newest in cooking equipment! response:	Even sitting in the audience,
context: A prodigy, she is called the darling of molecular gastronomy.\Her curry dish, which received the highest score in the preliminaries,\made use of cutting edge techniques, and had great impact.\How will you counter that, Yukihira?\Yukihira-kun, today, I'll make your knees buckle with my cooking.\Wow!\It's the newest in cooking equipment!\Even sitting in the audience, response:	I can feel the tingling tension on my skin.
context: Her curry dish, which received the highest score in the preliminaries,\made use of cutting edge techniques, and had great impact.\How will you counter that, Yukihira?\Yukihira-kun, today, I'll make your knees buckle with my cooking.\Wow!\It's the newest in cooking equipment!\Even sitting in the audience,\I can feel the tingling tension on my skin. response:	I can't believe he has to face one of the Nakiris in this atmosphere.
context: made use of cutting edge techniques, and had great impact.\How will you counter that, Yukihira?\Yukihira-kun, today, I'll make your knees buckle with my cooking.\Wow!\It's the newest in cooking equipment!\Even sitting in the audience,\I can feel the tingling tension on my skin.\I can't believe he has to face one of the Nakiris in this atmosphere. response:	Yeah, I wonder how much pressure Yukihira's in right now.
context: How will you counter that, Yukihira?\Yukihira-kun, today, I'll make your knees buckle with my cooking.\Wow!\It's the newest in cooking equipment!\Even sitting in the audience,\I can feel the tingling tension on my skin.\I can't believe he has to face one of the Nakiris in this atmosphere.\Yeah, I wonder how much pressure Yukihira's in right now. response:	I deeply regret
context: Yukihira-kun, today, I'll make your knees buckle with my cooking.\Wow!\It's the newest in cooking equipment!\Even sitting in the audience,\I can feel the tingling tension on my skin.\I can't believe he has to face one of the Nakiris in this atmosphere.\Yeah, I wonder how much pressure Yukihira's in right now.\I deeply regret response:	that I'll only be able to see your cooking once on this great stage.
context: Wow!\It's the newest in cooking equipment!\Even sitting in the audience,\I can feel the tingling tension on my skin.\I can't believe he has to face one of the Nakiris in this atmosphere.\Yeah, I wonder how much pressure Yukihira's in right now.\I deeply regret\that I'll only be able to see your cooking once on this great stage. response:	If you lose, you can keep watching my cooking from the audience.
context: It's the newest in cooking equipment!\Even sitting in the audience,\I can feel the tingling tension on my skin.\I can't believe he has to face one of the Nakiris in this atmosphere.\Yeah, I wonder how much pressure Yukihira's in right now.\I deeply regret\that I'll only be able to see your cooking once on this great stage.\If you lose, you can keep watching my cooking from the audience. response:	Oh, I doubt that could ever happen.
context: Even sitting in the audience,\I can feel the tingling tension on my skin.\I can't believe he has to face one of the Nakiris in this atmosphere.\Yeah, I wonder how much pressure Yukihira's in right now.\I deeply regret\that I'll only be able to see your cooking once on this great stage.\If you lose, you can keep watching my cooking from the audience.\Oh, I doubt that could ever happen. response:	Antiquated ideas and workmanship that rely on circus theatrics
context: I can feel the tingling tension on my skin.\I can't believe he has to face one of the Nakiris in this atmosphere.\Yeah, I wonder how much pressure Yukihira's in right now.\I deeply regret\that I'll only be able to see your cooking once on this great stage.\If you lose, you can keep watching my cooking from the audience.\Oh, I doubt that could ever happen.\Antiquated ideas and workmanship that rely on circus theatrics response:	are not sufficient to overcome the limits of culinary knowledge.
context: I can't believe he has to face one of the Nakiris in this atmosphere.\Yeah, I wonder how much pressure Yukihira's in right now.\I deeply regret\that I'll only be able to see your cooking once on this great stage.\If you lose, you can keep watching my cooking from the audience.\Oh, I doubt that could ever happen.\Antiquated ideas and workmanship that rely on circus theatrics\are not sufficient to overcome the limits of culinary knowledge. response:	Oh, you didn't get a good night's rest?
context: Yeah, I wonder how much pressure Yukihira's in right now.\I deeply regret\that I'll only be able to see your cooking once on this great stage.\If you lose, you can keep watching my cooking from the audience.\Oh, I doubt that could ever happen.\Antiquated ideas and workmanship that rely on circus theatrics\are not sufficient to overcome the limits of culinary knowledge.\Oh, you didn't get a good night's rest? response:	Oh, I was up pretty late testing my dish.
context: I deeply regret\that I'll only be able to see your cooking once on this great stage.\If you lose, you can keep watching my cooking from the audience.\Oh, I doubt that could ever happen.\Antiquated ideas and workmanship that rely on circus theatrics\are not sufficient to overcome the limits of culinary knowledge.\Oh, you didn't get a good night's rest?\Oh, I was up pretty late testing my dish. response:	It was dawn before I realized the time.
context: that I'll only be able to see your cooking once on this great stage.\If you lose, you can keep watching my cooking from the audience.\Oh, I doubt that could ever happen.\Antiquated ideas and workmanship that rely on circus theatrics\are not sufficient to overcome the limits of culinary knowledge.\Oh, you didn't get a good night's rest?\Oh, I was up pretty late testing my dish.\It was dawn before I realized the time. response:	But don't worry,
context: If you lose, you can keep watching my cooking from the audience.\Oh, I doubt that could ever happen.\Antiquated ideas and workmanship that rely on circus theatrics\are not sufficient to overcome the limits of culinary knowledge.\Oh, you didn't get a good night's rest?\Oh, I was up pretty late testing my dish.\It was dawn before I realized the time.\But don't worry, response:	this is just a normal day for me.
context: Oh, I doubt that could ever happen.\Antiquated ideas and workmanship that rely on circus theatrics\are not sufficient to overcome the limits of culinary knowledge.\Oh, you didn't get a good night's rest?\Oh, I was up pretty late testing my dish.\It was dawn before I realized the time.\But don't worry,\this is just a normal day for me. response:	Foodie customers with high expectations,
context: Antiquated ideas and workmanship that rely on circus theatrics\are not sufficient to overcome the limits of culinary knowledge.\Oh, you didn't get a good night's rest?\Oh, I was up pretty late testing my dish.\It was dawn before I realized the time.\But don't worry,\this is just a normal day for me.\Foodie customers with high expectations, response:	shining knives honed to a razor edge,
context: are not sufficient to overcome the limits of culinary knowledge.\Oh, you didn't get a good night's rest?\Oh, I was up pretty late testing my dish.\It was dawn before I realized the time.\But don't worry,\this is just a normal day for me.\Foodie customers with high expectations,\shining knives honed to a razor edge, response:	and an array of ingredients...
context: Oh, you didn't get a good night's rest?\Oh, I was up pretty late testing my dish.\It was dawn before I realized the time.\But don't worry,\this is just a normal day for me.\Foodie customers with high expectations,\shining knives honed to a razor edge,\and an array of ingredients... response:	The only thing that's different
context: Oh, I was up pretty late testing my dish.\It was dawn before I realized the time.\But don't worry,\this is just a normal day for me.\Foodie customers with high expectations,\shining knives honed to a razor edge,\and an array of ingredients...\The only thing that's different response:	is that I have a formidable business rival in front of me.
context: It was dawn before I realized the time.\But don't worry,\this is just a normal day for me.\Foodie customers with high expectations,\shining knives honed to a razor edge,\and an array of ingredients...\The only thing that's different\is that I have a formidable business rival in front of me. response:	I'll gain a lot today
context: But don't worry,\this is just a normal day for me.\Foodie customers with high expectations,\shining knives honed to a razor edge,\and an array of ingredients...\The only thing that's different\is that I have a formidable business rival in front of me.\I'll gain a lot today response:	from winning against you.
context: this is just a normal day for me.\Foodie customers with high expectations,\shining knives honed to a razor edge,\and an array of ingredients...\The only thing that's different\is that I have a formidable business rival in front of me.\I'll gain a lot today\from winning against you. response:	I'll use all that I'll gain to grow even stronger!
context: Foodie customers with high expectations,\shining knives honed to a razor edge,\and an array of ingredients...\The only thing that's different\is that I have a formidable business rival in front of me.\I'll gain a lot today\from winning against you.\I'll use all that I'll gain to grow even stronger! response:	On to the first match!
context: shining knives honed to a razor edge,\and an array of ingredients...\The only thing that's different\is that I have a formidable business rival in front of me.\I'll gain a lot today\from winning against you.\I'll use all that I'll gain to grow even stronger!\On to the first match! response:	Autumn Elections Main Tournament
context: and an array of ingredients...\The only thing that's different\is that I have a formidable business rival in front of me.\I'll gain a lot today\from winning against you.\I'll use all that I'll gain to grow even stronger!\On to the first match!\Autumn Elections Main Tournament response:	The topic is bento.
context: The only thing that's different\is that I have a formidable business rival in front of me.\I'll gain a lot today\from winning against you.\I'll use all that I'll gain to grow even stronger!\On to the first match!\Autumn Elections Main Tournament\The topic is bento. response:	Round 1 Bento
context: is that I have a formidable business rival in front of me.\I'll gain a lot today\from winning against you.\I'll use all that I'll gain to grow even stronger!\On to the first match!\Autumn Elections Main Tournament\The topic is bento.\Round 1 Bento response:	The time limit is two hours!
context: I'll gain a lot today\from winning against you.\I'll use all that I'll gain to grow even stronger!\On to the first match!\Autumn Elections Main Tournament\The topic is bento.\Round 1 Bento\The time limit is two hours! response:	Let the cooking begin!
context: from winning against you.\I'll use all that I'll gain to grow even stronger!\On to the first match!\Autumn Elections Main Tournament\The topic is bento.\Round 1 Bento\The time limit is two hours!\Let the cooking begin! response:	Standby Room
