context: Signs response:	Opening 1st Frame
context: I see.\He's gonna wind up getting dissected for sure this time.\Either way, I just hope things work out so they'll seal the gates.\What?! Did you just say seal the gates?\Do you want to further defile our gods with lowly human meddling?!\Maria! Rose! Sina!\How dare you even suggest desecrating our three sacred goddesses?!\He's one of those crazies who worship the Walls as gods. response:	Just ignore him.
context: He's gonna wind up getting dissected for sure this time.\Either way, I just hope things work out so they'll seal the gates.\What?! Did you just say seal the gates?\Do you want to further defile our gods with lowly human meddling?!\Maria! Rose! Sina!\How dare you even suggest desecrating our three sacred goddesses?!\He's one of those crazies who worship the Walls as gods.\Just ignore him. response:	Indeed... Those freaks still exist...
context: Either way, I just hope things work out so they'll seal the gates.\What?! Did you just say seal the gates?\Do you want to further defile our gods with lowly human meddling?!\Maria! Rose! Sina!\How dare you even suggest desecrating our three sacred goddesses?!\He's one of those crazies who worship the Walls as gods.\Just ignore him.\Indeed... Those freaks still exist... response:	It's the Walls! The Walls and nothing else are our protectors!
context: What?! Did you just say seal the gates?\Do you want to further defile our gods with lowly human meddling?!\Maria! Rose! Sina!\How dare you even suggest desecrating our three sacred goddesses?!\He's one of those crazies who worship the Walls as gods.\Just ignore him.\Indeed... Those freaks still exist...\It's the Walls! The Walls and nothing else are our protectors! response:	Damn it.
context: Do you want to further defile our gods with lowly human meddling?!\Maria! Rose! Sina!\How dare you even suggest desecrating our three sacred goddesses?!\He's one of those crazies who worship the Walls as gods.\Just ignore him.\Indeed... Those freaks still exist...\It's the Walls! The Walls and nothing else are our protectors!\Damn it. response:	You're finally up.
context: Maria! Rose! Sina!\How dare you even suggest desecrating our three sacred goddesses?!\He's one of those crazies who worship the Walls as gods.\Just ignore him.\Indeed... Those freaks still exist...\It's the Walls! The Walls and nothing else are our protectors!\Damn it.\You're finally up. response:	You looked so scary in your sleep nobody dared to wake you up.
context: How dare you even suggest desecrating our three sacred goddesses?!\He's one of those crazies who worship the Walls as gods.\Just ignore him.\Indeed... Those freaks still exist...\It's the Walls! The Walls and nothing else are our protectors!\Damn it.\You're finally up.\You looked so scary in your sleep nobody dared to wake you up. response:	Sorry, Annie.
context: He's one of those crazies who worship the Walls as gods.\Just ignore him.\Indeed... Those freaks still exist...\It's the Walls! The Walls and nothing else are our protectors!\Damn it.\You're finally up.\You looked so scary in your sleep nobody dared to wake you up.\Sorry, Annie. response:	You've been slacking off a lot recently.
context: Just ignore him.\Indeed... Those freaks still exist...\It's the Walls! The Walls and nothing else are our protectors!\Damn it.\You're finally up.\You looked so scary in your sleep nobody dared to wake you up.\Sorry, Annie.\You've been slacking off a lot recently. response:	What? Are you mad?
context: Indeed... Those freaks still exist...\It's the Walls! The Walls and nothing else are our protectors!\Damn it.\You're finally up.\You looked so scary in your sleep nobody dared to wake you up.\Sorry, Annie.\You've been slacking off a lot recently.\What? Are you mad? response:	How are we supposed to get along?
context: It's the Walls! The Walls and nothing else are our protectors!\Damn it.\You're finally up.\You looked so scary in your sleep nobody dared to wake you up.\Sorry, Annie.\You've been slacking off a lot recently.\What? Are you mad?\How are we supposed to get along? response:	Leave her be. She's from Trost, remember.
context: Damn it.\You're finally up.\You looked so scary in your sleep nobody dared to wake you up.\Sorry, Annie.\You've been slacking off a lot recently.\What? Are you mad?\How are we supposed to get along?\Leave her be. She's from Trost, remember. response:	She's the only person in this branch with any actual combat experience.
context: You're finally up.\You looked so scary in your sleep nobody dared to wake you up.\Sorry, Annie.\You've been slacking off a lot recently.\What? Are you mad?\How are we supposed to get along?\Leave her be. She's from Trost, remember.\She's the only person in this branch with any actual combat experience. response:	Of course she can't smile cheerfully when she's just returned from hell.
context: You looked so scary in your sleep nobody dared to wake you up.\Sorry, Annie.\You've been slacking off a lot recently.\What? Are you mad?\How are we supposed to get along?\Leave her be. She's from Trost, remember.\She's the only person in this branch with any actual combat experience.\Of course she can't smile cheerfully when she's just returned from hell. response:	Oh, I get it. So you like her?
context: Sorry, Annie.\You've been slacking off a lot recently.\What? Are you mad?\How are we supposed to get along?\Leave her be. She's from Trost, remember.\She's the only person in this branch with any actual combat experience.\Of course she can't smile cheerfully when she's just returned from hell.\Oh, I get it. So you like her? response:	I wonder what you see in her.
context: You've been slacking off a lot recently.\What? Are you mad?\How are we supposed to get along?\Leave her be. She's from Trost, remember.\She's the only person in this branch with any actual combat experience.\Of course she can't smile cheerfully when she's just returned from hell.\Oh, I get it. So you like her?\I wonder what you see in her. response:	Hitch... There's only one way a dimwitted chick like you gets into the Military Police.
context: What? Are you mad?\How are we supposed to get along?\Leave her be. She's from Trost, remember.\She's the only person in this branch with any actual combat experience.\Of course she can't smile cheerfully when she's just returned from hell.\Oh, I get it. So you like her?\I wonder what you see in her.\Hitch... There's only one way a dimwitted chick like you gets into the Military Police. response:	What's that? I wouldn't know.
context: How are we supposed to get along?\Leave her be. She's from Trost, remember.\She's the only person in this branch with any actual combat experience.\Of course she can't smile cheerfully when she's just returned from hell.\Oh, I get it. So you like her?\I wonder what you see in her.\Hitch... There's only one way a dimwitted chick like you gets into the Military Police.\What's that? I wouldn't know. response:	Tell me?
context: Leave her be. She's from Trost, remember.\She's the only person in this branch with any actual combat experience.\Of course she can't smile cheerfully when she's just returned from hell.\Oh, I get it. So you like her?\I wonder what you see in her.\Hitch... There's only one way a dimwitted chick like you gets into the Military Police.\What's that? I wouldn't know.\Tell me? response:	Shut up, you two.
context: She's the only person in this branch with any actual combat experience.\Of course she can't smile cheerfully when she's just returned from hell.\Oh, I get it. So you like her?\I wonder what you see in her.\Hitch... There's only one way a dimwitted chick like you gets into the Military Police.\What's that? I wouldn't know.\Tell me?\Shut up, you two. response:	Don't bother.
context: Of course she can't smile cheerfully when she's just returned from hell.\Oh, I get it. So you like her?\I wonder what you see in her.\Hitch... There's only one way a dimwitted chick like you gets into the Military Police.\What's that? I wouldn't know.\Tell me?\Shut up, you two.\Don't bother. response:	Today you'll be doing something other than your usual chores.
context: Oh, I get it. So you like her?\I wonder what you see in her.\Hitch... There's only one way a dimwitted chick like you gets into the Military Police.\What's that? I wouldn't know.\Tell me?\Shut up, you two.\Don't bother.\Today you'll be doing something other than your usual chores. response:	That's why I ordered you to assemble here.
context: I wonder what you see in her.\Hitch... There's only one way a dimwitted chick like you gets into the Military Police.\What's that? I wouldn't know.\Tell me?\Shut up, you two.\Don't bother.\Today you'll be doing something other than your usual chores.\That's why I ordered you to assemble here. response:	A unit from the Recon Corps has been summoned by the King.
context: Hitch... There's only one way a dimwitted chick like you gets into the Military Police.\What's that? I wouldn't know.\Tell me?\Shut up, you two.\Don't bother.\Today you'll be doing something other than your usual chores.\That's why I ordered you to assemble here.\A unit from the Recon Corps has been summoned by the King. response:	They're passing through the city's main street today.
context: What's that? I wouldn't know.\Tell me?\Shut up, you two.\Don't bother.\Today you'll be doing something other than your usual chores.\That's why I ordered you to assemble here.\A unit from the Recon Corps has been summoned by the King.\They're passing through the city's main street today. response:	Escorting them to the capitol is Military Police HQ's responsibility,
context: Tell me?\Shut up, you two.\Don't bother.\Today you'll be doing something other than your usual chores.\That's why I ordered you to assemble here.\A unit from the Recon Corps has been summoned by the King.\They're passing through the city's main street today.\Escorting them to the capitol is Military Police HQ's responsibility, response:	so we only need to accompany them as they pass through town.
context: Shut up, you two.\Don't bother.\Today you'll be doing something other than your usual chores.\That's why I ordered you to assemble here.\A unit from the Recon Corps has been summoned by the King.\They're passing through the city's main street today.\Escorting them to the capitol is Military Police HQ's responsibility,\so we only need to accompany them as they pass through town. response:	The use of 3D Maneuver Gear will be temporarily permitted within city limits.
context: Don't bother.\Today you'll be doing something other than your usual chores.\That's why I ordered you to assemble here.\A unit from the Recon Corps has been summoned by the King.\They're passing through the city's main street today.\Escorting them to the capitol is Military Police HQ's responsibility,\so we only need to accompany them as they pass through town.\The use of 3D Maneuver Gear will be temporarily permitted within city limits. response:	You will guard the convoy in tandem with their own security.
context: Today you'll be doing something other than your usual chores.\That's why I ordered you to assemble here.\A unit from the Recon Corps has been summoned by the King.\They're passing through the city's main street today.\Escorting them to the capitol is Military Police HQ's responsibility,\so we only need to accompany them as they pass through town.\The use of 3D Maneuver Gear will be temporarily permitted within city limits.\You will guard the convoy in tandem with their own security. response:	You'll travel by barge to the mission starting point.
context: That's why I ordered you to assemble here.\A unit from the Recon Corps has been summoned by the King.\They're passing through the city's main street today.\Escorting them to the capitol is Military Police HQ's responsibility,\so we only need to accompany them as they pass through town.\The use of 3D Maneuver Gear will be temporarily permitted within city limits.\You will guard the convoy in tandem with their own security.\You'll travel by barge to the mission starting point. response:	May I ask a question?
context: A unit from the Recon Corps has been summoned by the King.\They're passing through the city's main street today.\Escorting them to the capitol is Military Police HQ's responsibility,\so we only need to accompany them as they pass through town.\The use of 3D Maneuver Gear will be temporarily permitted within city limits.\You will guard the convoy in tandem with their own security.\You'll travel by barge to the mission starting point.\May I ask a question? response:	What?
context: They're passing through the city's main street today.\Escorting them to the capitol is Military Police HQ's responsibility,\so we only need to accompany them as they pass through town.\The use of 3D Maneuver Gear will be temporarily permitted within city limits.\You will guard the convoy in tandem with their own security.\You'll travel by barge to the mission starting point.\May I ask a question?\What? response:	What are we protecting the convoy from?
context: Escorting them to the capitol is Military Police HQ's responsibility,\so we only need to accompany them as they pass through town.\The use of 3D Maneuver Gear will be temporarily permitted within city limits.\You will guard the convoy in tandem with their own security.\You'll travel by barge to the mission starting point.\May I ask a question?\What?\What are we protecting the convoy from? response:	I'm unaware of any people within this Wall who'd oppose the King.
context: so we only need to accompany them as they pass through town.\The use of 3D Maneuver Gear will be temporarily permitted within city limits.\You will guard the convoy in tandem with their own security.\You'll travel by barge to the mission starting point.\May I ask a question?\What?\What are we protecting the convoy from?\I'm unaware of any people within this Wall who'd oppose the King. response:	Even if we've overlooked some petty criminals,
context: The use of 3D Maneuver Gear will be temporarily permitted within city limits.\You will guard the convoy in tandem with their own security.\You'll travel by barge to the mission starting point.\May I ask a question?\What?\What are we protecting the convoy from?\I'm unaware of any people within this Wall who'd oppose the King.\Even if we've overlooked some petty criminals, response:	truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall.
context: You will guard the convoy in tandem with their own security.\You'll travel by barge to the mission starting point.\May I ask a question?\What?\What are we protecting the convoy from?\I'm unaware of any people within this Wall who'd oppose the King.\Even if we've overlooked some petty criminals,\truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall. response:	Why would anyone even try such a thing in the first place?
context: You'll travel by barge to the mission starting point.\May I ask a question?\What?\What are we protecting the convoy from?\I'm unaware of any people within this Wall who'd oppose the King.\Even if we've overlooked some petty criminals,\truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall.\Why would anyone even try such a thing in the first place? response:	Oh, well aren't you clever?
context: May I ask a question?\What?\What are we protecting the convoy from?\I'm unaware of any people within this Wall who'd oppose the King.\Even if we've overlooked some petty criminals,\truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall.\Why would anyone even try such a thing in the first place?\Oh, well aren't you clever? response:	I'm putting you in charge.
context: What?\What are we protecting the convoy from?\I'm unaware of any people within this Wall who'd oppose the King.\Even if we've overlooked some petty criminals,\truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall.\Why would anyone even try such a thing in the first place?\Oh, well aren't you clever?\I'm putting you in charge. response:	The details are all here.
context: What are we protecting the convoy from?\I'm unaware of any people within this Wall who'd oppose the King.\Even if we've overlooked some petty criminals,\truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall.\Why would anyone even try such a thing in the first place?\Oh, well aren't you clever?\I'm putting you in charge.\The details are all here. response:	We officers are really busy. You can handle this yourselves.
context: I'm unaware of any people within this Wall who'd oppose the King.\Even if we've overlooked some petty criminals,\truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall.\Why would anyone even try such a thing in the first place?\Oh, well aren't you clever?\I'm putting you in charge.\The details are all here.\We officers are really busy. You can handle this yourselves. response:	Just don't screw it up.
context: Even if we've overlooked some petty criminals,\truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall.\Why would anyone even try such a thing in the first place?\Oh, well aren't you clever?\I'm putting you in charge.\The details are all here.\We officers are really busy. You can handle this yourselves.\Just don't screw it up. response:	Sorry for the wait, guys. Where were we?
context: truly organized opposition would be unimaginable, unless they had a stronghold outside the Wall.\Why would anyone even try such a thing in the first place?\Oh, well aren't you clever?\I'm putting you in charge.\The details are all here.\We officers are really busy. You can handle this yourselves.\Just don't screw it up.\Sorry for the wait, guys. Where were we? response:	Whose turn is it?
context: Why would anyone even try such a thing in the first place?\Oh, well aren't you clever?\I'm putting you in charge.\The details are all here.\We officers are really busy. You can handle this yourselves.\Just don't screw it up.\Sorry for the wait, guys. Where were we?\Whose turn is it? response:	Those damn bastards!
context: Oh, well aren't you clever?\I'm putting you in charge.\The details are all here.\We officers are really busy. You can handle this yourselves.\Just don't screw it up.\Sorry for the wait, guys. Where were we?\Whose turn is it?\Those damn bastards! response:	Yeah... The Military Police are even more rotten than I imagined.
context: I'm putting you in charge.\The details are all here.\We officers are really busy. You can handle this yourselves.\Just don't screw it up.\Sorry for the wait, guys. Where were we?\Whose turn is it?\Those damn bastards!\Yeah... The Military Police are even more rotten than I imagined. response:	That's why I picked being an MP, but still...
context: The details are all here.\We officers are really busy. You can handle this yourselves.\Just don't screw it up.\Sorry for the wait, guys. Where were we?\Whose turn is it?\Those damn bastards!\Yeah... The Military Police are even more rotten than I imagined.\That's why I picked being an MP, but still... response:	They force us rookies to handle everything.
context: We officers are really busy. You can handle this yourselves.\Just don't screw it up.\Sorry for the wait, guys. Where were we?\Whose turn is it?\Those damn bastards!\Yeah... The Military Police are even more rotten than I imagined.\That's why I picked being an MP, but still...\They force us rookies to handle everything. response:	I didn't expect that.
context: Just don't screw it up.\Sorry for the wait, guys. Where were we?\Whose turn is it?\Those damn bastards!\Yeah... The Military Police are even more rotten than I imagined.\That's why I picked being an MP, but still...\They force us rookies to handle everything.\I didn't expect that. response:	Scumbags. They can't think of anything but themselves.
context: Sorry for the wait, guys. Where were we?\Whose turn is it?\Those damn bastards!\Yeah... The Military Police are even more rotten than I imagined.\That's why I picked being an MP, but still...\They force us rookies to handle everything.\I didn't expect that.\Scumbags. They can't think of anything but themselves. response:	Fucking scumbags.
context: Whose turn is it?\Those damn bastards!\Yeah... The Military Police are even more rotten than I imagined.\That's why I picked being an MP, but still...\They force us rookies to handle everything.\I didn't expect that.\Scumbags. They can't think of anything but themselves.\Fucking scumbags. response:	What are you talking about, Marlo?
context: Those damn bastards!\Yeah... The Military Police are even more rotten than I imagined.\That's why I picked being an MP, but still...\They force us rookies to handle everything.\I didn't expect that.\Scumbags. They can't think of anything but themselves.\Fucking scumbags.\What are you talking about, Marlo? response:	You joined the Police too. You're no better.
context: Yeah... The Military Police are even more rotten than I imagined.\That's why I picked being an MP, but still...\They force us rookies to handle everything.\I didn't expect that.\Scumbags. They can't think of anything but themselves.\Fucking scumbags.\What are you talking about, Marlo?\You joined the Police too. You're no better. response:	I'm not the same. I'm not scum like you guys.
context: That's why I picked being an MP, but still...\They force us rookies to handle everything.\I didn't expect that.\Scumbags. They can't think of anything but themselves.\Fucking scumbags.\What are you talking about, Marlo?\You joined the Police too. You're no better.\I'm not the same. I'm not scum like you guys. response:	I came here to correct the Military Police!
context: They force us rookies to handle everything.\I didn't expect that.\Scumbags. They can't think of anything but themselves.\Fucking scumbags.\What are you talking about, Marlo?\You joined the Police too. You're no better.\I'm not the same. I'm not scum like you guys.\I came here to correct the Military Police! response:	Impressive, Marlo! So that's how you roll?
context: I didn't expect that.\Scumbags. They can't think of anything but themselves.\Fucking scumbags.\What are you talking about, Marlo?\You joined the Police too. You're no better.\I'm not the same. I'm not scum like you guys.\I came here to correct the Military Police!\Impressive, Marlo! So that's how you roll? response:	And how will you fix things?
context: Scumbags. They can't think of anything but themselves.\Fucking scumbags.\What are you talking about, Marlo?\You joined the Police too. You're no better.\I'm not the same. I'm not scum like you guys.\I came here to correct the Military Police!\Impressive, Marlo! So that's how you roll?\And how will you fix things? response:	I'll have to work my way to the top.
context: Fucking scumbags.\What are you talking about, Marlo?\You joined the Police too. You're no better.\I'm not the same. I'm not scum like you guys.\I came here to correct the Military Police!\Impressive, Marlo! So that's how you roll?\And how will you fix things?\I'll have to work my way to the top. response:	When I'm in charge, I will enforce the rules and punish corruption.
context: What are you talking about, Marlo?\You joined the Police too. You're no better.\I'm not the same. I'm not scum like you guys.\I came here to correct the Military Police!\Impressive, Marlo! So that's how you roll?\And how will you fix things?\I'll have to work my way to the top.\When I'm in charge, I will enforce the rules and punish corruption. response:	It's that simple.
context: You joined the Police too. You're no better.\I'm not the same. I'm not scum like you guys.\I came here to correct the Military Police!\Impressive, Marlo! So that's how you roll?\And how will you fix things?\I'll have to work my way to the top.\When I'm in charge, I will enforce the rules and punish corruption.\It's that simple. response:	I'll make the Police a place for normal people again.
context: I'm not the same. I'm not scum like you guys.\I came here to correct the Military Police!\Impressive, Marlo! So that's how you roll?\And how will you fix things?\I'll have to work my way to the top.\When I'm in charge, I will enforce the rules and punish corruption.\It's that simple.\I'll make the Police a place for normal people again. response:	That's all.
context: I came here to correct the Military Police!\Impressive, Marlo! So that's how you roll?\And how will you fix things?\I'll have to work my way to the top.\When I'm in charge, I will enforce the rules and punish corruption.\It's that simple.\I'll make the Police a place for normal people again.\That's all. response:	The way humans are meant to be!
context: Impressive, Marlo! So that's how you roll?\And how will you fix things?\I'll have to work my way to the top.\When I'm in charge, I will enforce the rules and punish corruption.\It's that simple.\I'll make the Police a place for normal people again.\That's all.\The way humans are meant to be! response:	Holy shit, you're the real deal!
context: And how will you fix things?\I'll have to work my way to the top.\When I'm in charge, I will enforce the rules and punish corruption.\It's that simple.\I'll make the Police a place for normal people again.\That's all.\The way humans are meant to be!\Holy shit, you're the real deal! response:	Here I thought you were a total bore! So sorry!
context: I'll have to work my way to the top.\When I'm in charge, I will enforce the rules and punish corruption.\It's that simple.\I'll make the Police a place for normal people again.\That's all.\The way humans are meant to be!\Holy shit, you're the real deal!\Here I thought you were a total bore! So sorry! response:	What a noble goal you have. Do your best.
context: When I'm in charge, I will enforce the rules and punish corruption.\It's that simple.\I'll make the Police a place for normal people again.\That's all.\The way humans are meant to be!\Holy shit, you're the real deal!\Here I thought you were a total bore! So sorry!\What a noble goal you have. Do your best. response:	I wonder.
context: It's that simple.\I'll make the Police a place for normal people again.\That's all.\The way humans are meant to be!\Holy shit, you're the real deal!\Here I thought you were a total bore! So sorry!\What a noble goal you have. Do your best.\I wonder. response:	If a good person like you controlled the system,
context: I'll make the Police a place for normal people again.\That's all.\The way humans are meant to be!\Holy shit, you're the real deal!\Here I thought you were a total bore! So sorry!\What a noble goal you have. Do your best.\I wonder.\If a good person like you controlled the system, response:	that'd be the end for us, I think.
context: That's all.\The way humans are meant to be!\Holy shit, you're the real deal!\Here I thought you were a total bore! So sorry!\What a noble goal you have. Do your best.\I wonder.\If a good person like you controlled the system,\that'd be the end for us, I think. response:	What? You can actually speak?
context: The way humans are meant to be!\Holy shit, you're the real deal!\Here I thought you were a total bore! So sorry!\What a noble goal you have. Do your best.\I wonder.\If a good person like you controlled the system,\that'd be the end for us, I think.\What? You can actually speak? response:	I think you're right.
context: Holy shit, you're the real deal!\Here I thought you were a total bore! So sorry!\What a noble goal you have. Do your best.\I wonder.\If a good person like you controlled the system,\that'd be the end for us, I think.\What? You can actually speak?\I think you're right. response:	You say all the correct things.
context: Here I thought you were a total bore! So sorry!\What a noble goal you have. Do your best.\I wonder.\If a good person like you controlled the system,\that'd be the end for us, I think.\What? You can actually speak?\I think you're right.\You say all the correct things. response:	I know another person much like you.
context: What a noble goal you have. Do your best.\I wonder.\If a good person like you controlled the system,\that'd be the end for us, I think.\What? You can actually speak?\I think you're right.\You say all the correct things.\I know another person much like you. response:	You need a lot of courage to go against the greater flow.
context: I wonder.\If a good person like you controlled the system,\that'd be the end for us, I think.\What? You can actually speak?\I think you're right.\You say all the correct things.\I know another person much like you.\You need a lot of courage to go against the greater flow. response:	I can respect that.
context: If a good person like you controlled the system,\that'd be the end for us, I think.\What? You can actually speak?\I think you're right.\You say all the correct things.\I know another person much like you.\You need a lot of courage to go against the greater flow.\I can respect that. response:	But that doesn't mean you're not an idiot.
context: that'd be the end for us, I think.\What? You can actually speak?\I think you're right.\You say all the correct things.\I know another person much like you.\You need a lot of courage to go against the greater flow.\I can respect that.\But that doesn't mean you're not an idiot. response:	Maybe it's just that the other person you know is an idiot.
context: What? You can actually speak?\I think you're right.\You say all the correct things.\I know another person much like you.\You need a lot of courage to go against the greater flow.\I can respect that.\But that doesn't mean you're not an idiot.\Maybe it's just that the other person you know is an idiot. response:	I'm different from him!
context: I think you're right.\You say all the correct things.\I know another person much like you.\You need a lot of courage to go against the greater flow.\I can respect that.\But that doesn't mean you're not an idiot.\Maybe it's just that the other person you know is an idiot.\I'm different from him! response:	We've wasted too much time talking.
context: You say all the correct things.\I know another person much like you.\You need a lot of courage to go against the greater flow.\I can respect that.\But that doesn't mean you're not an idiot.\Maybe it's just that the other person you know is an idiot.\I'm different from him!\We've wasted too much time talking. response:	Let's move out!
context: I know another person much like you.\You need a lot of courage to go against the greater flow.\I can respect that.\But that doesn't mean you're not an idiot.\Maybe it's just that the other person you know is an idiot.\I'm different from him!\We've wasted too much time talking.\Let's move out! response:	The convoy will pass through the outer gate in 45 minutes.
context: You need a lot of courage to go against the greater flow.\I can respect that.\But that doesn't mean you're not an idiot.\Maybe it's just that the other person you know is an idiot.\I'm different from him!\We've wasted too much time talking.\Let's move out!\The convoy will pass through the outer gate in 45 minutes. response:	Once we're there, everyone confirm your designated positions.
context: I can respect that.\But that doesn't mean you're not an idiot.\Maybe it's just that the other person you know is an idiot.\I'm different from him!\We've wasted too much time talking.\Let's move out!\The convoy will pass through the outer gate in 45 minutes.\Once we're there, everyone confirm your designated positions. response:	Got it?
context: But that doesn't mean you're not an idiot.\Maybe it's just that the other person you know is an idiot.\I'm different from him!\We've wasted too much time talking.\Let's move out!\The convoy will pass through the outer gate in 45 minutes.\Once we're there, everyone confirm your designated positions.\Got it? response:	Yeah, yeah.
context: Maybe it's just that the other person you know is an idiot.\I'm different from him!\We've wasted too much time talking.\Let's move out!\The convoy will pass through the outer gate in 45 minutes.\Once we're there, everyone confirm your designated positions.\Got it?\Yeah, yeah. response:	Hey!
context: I'm different from him!\We've wasted too much time talking.\Let's move out!\The convoy will pass through the outer gate in 45 minutes.\Once we're there, everyone confirm your designated positions.\Got it?\Yeah, yeah.\Hey! response:	What's going on?
context: We've wasted too much time talking.\Let's move out!\The convoy will pass through the outer gate in 45 minutes.\Once we're there, everyone confirm your designated positions.\Got it?\Yeah, yeah.\Hey!\What's going on? response:	Aren't those ours?
context: Let's move out!\The convoy will pass through the outer gate in 45 minutes.\Once we're there, everyone confirm your designated positions.\Got it?\Yeah, yeah.\Hey!\What's going on?\Aren't those ours? response:	They must be taking them to the Inner District.
context: The convoy will pass through the outer gate in 45 minutes.\Once we're there, everyone confirm your designated positions.\Got it?\Yeah, yeah.\Hey!\What's going on?\Aren't those ours?\They must be taking them to the Inner District. response:	Even so, having the merchants involved is unusual.
context: Once we're there, everyone confirm your designated positions.\Got it?\Yeah, yeah.\Hey!\What's going on?\Aren't those ours?\They must be taking them to the Inner District.\Even so, having the merchants involved is unusual. response:	What are they up to?
context: Got it?\Yeah, yeah.\Hey!\What's going on?\Aren't those ours?\They must be taking them to the Inner District.\Even so, having the merchants involved is unusual.\What are they up to? response:	They're selling our emergency backups?!
context: Yeah, yeah.\Hey!\What's going on?\Aren't those ours?\They must be taking them to the Inner District.\Even so, having the merchants involved is unusual.\What are they up to?\They're selling our emergency backups?! response:	Wait, what about the mission?
context: Hey!\What's going on?\Aren't those ours?\They must be taking them to the Inner District.\Even so, having the merchants involved is unusual.\What are they up to?\They're selling our emergency backups?!\Wait, what about the mission? response:	Holy shit, he really is the real deal!
context: What's going on?\Aren't those ours?\They must be taking them to the Inner District.\Even so, having the merchants involved is unusual.\What are they up to?\They're selling our emergency backups?!\Wait, what about the mission?\Holy shit, he really is the real deal! response:	Guess we'll see if that's for better or for worse...
context: Aren't those ours?\They must be taking them to the Inner District.\Even so, having the merchants involved is unusual.\What are they up to?\They're selling our emergency backups?!\Wait, what about the mission?\Holy shit, he really is the real deal!\Guess we'll see if that's for better or for worse... response:	For now let's just enjoy the show.
context: They must be taking them to the Inner District.\Even so, having the merchants involved is unusual.\What are they up to?\They're selling our emergency backups?!\Wait, what about the mission?\Holy shit, he really is the real deal!\Guess we'll see if that's for better or for worse...\For now let's just enjoy the show. response:	Let's grab a drink then.
