context: Mom... Mom... response:	Miss Rize...
context: She would always say she's struggling financially,\and ask my mom for money.\Part-time work during the day, garbage collection by night,\and work at home during her free time. Mom never stopped working.\Mom? Are you okay?\I'm fine.\And then?\And then... response:	She overworked herself.
context: and ask my mom for money.\Part-time work during the day, garbage collection by night,\and work at home during her free time. Mom never stopped working.\Mom? Are you okay?\I'm fine.\And then?\And then...\She overworked herself. response:	I was all alone after that.
context: Part-time work during the day, garbage collection by night,\and work at home during her free time. Mom never stopped working.\Mom? Are you okay?\I'm fine.\And then?\And then...\She overworked herself.\I was all alone after that. response:	I had no place to live anymore.
context: and work at home during her free time. Mom never stopped working.\Mom? Are you okay?\I'm fine.\And then?\And then...\She overworked herself.\I was all alone after that.\I had no place to live anymore. response:	Hey, Kaneki! How long are you gonna stay home?!
context: Mom? Are you okay?\I'm fine.\And then?\And then...\She overworked herself.\I was all alone after that.\I had no place to live anymore.\Hey, Kaneki! How long are you gonna stay home?! response:	-Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one...
context: I'm fine.\And then?\And then...\She overworked herself.\I was all alone after that.\I had no place to live anymore.\Hey, Kaneki! How long are you gonna stay home?!\-Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one... response:	Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2?
context: And then?\And then...\She overworked herself.\I was all alone after that.\I had no place to live anymore.\Hey, Kaneki! How long are you gonna stay home?!\-Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one...\Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2? response:	The one you like so much?
context: And then...\She overworked herself.\I was all alone after that.\I had no place to live anymore.\Hey, Kaneki! How long are you gonna stay home?!\-Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one...\Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2?\The one you like so much? response:	N-No, I wouldn't! And I don't like her that much.
context: She overworked herself.\I was all alone after that.\I had no place to live anymore.\Hey, Kaneki! How long are you gonna stay home?!\-Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one...\Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2?\The one you like so much?\N-No, I wouldn't! And I don't like her that much. response:	Hide was the only moral support I had.
context: I was all alone after that.\I had no place to live anymore.\Hey, Kaneki! How long are you gonna stay home?!\-Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one...\Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2?\The one you like so much?\N-No, I wouldn't! And I don't like her that much.\Hide was the only moral support I had. response:	He's a dear friend, isn't he?
context: I had no place to live anymore.\Hey, Kaneki! How long are you gonna stay home?!\-Do you know how hard it is for me when you stay home like this?! -Oh, yeah... There was just one...\Kaneki, if you were a ghoul, would you eat Yoshikawa in Class 2?\The one you like so much?\N-No, I wouldn't! And I don't like her that much.\Hide was the only moral support I had.\He's a dear friend, isn't he? response:	But you're going to lose your dear friend, too, huh?
