context: Fairy Tail... response:	Natsu...san?
context: I don't know what you're talking about,\but I suppose you've got your reasons.\You don't know what I'm talkin' about?!\Dobengal.\Deal with him.\Yes, sir!\You're avoiding me?\A guild soldier like you needs 100 more years of experience. response:	If you want a shot at the top, you'll have to prove yourself. Show me what you can do.
context: but I suppose you've got your reasons.\You don't know what I'm talkin' about?!\Dobengal.\Deal with him.\Yes, sir!\You're avoiding me?\A guild soldier like you needs 100 more years of experience.\If you want a shot at the top, you'll have to prove yourself. Show me what you can do. response:	Pandemonium!
context: You don't know what I'm talkin' about?!\Dobengal.\Deal with him.\Yes, sir!\You're avoiding me?\A guild soldier like you needs 100 more years of experience.\If you want a shot at the top, you'll have to prove yourself. Show me what you can do.\Pandemonium! response:	Fight me!
context: Dobengal.\Deal with him.\Yes, sir!\You're avoiding me?\A guild soldier like you needs 100 more years of experience.\If you want a shot at the top, you'll have to prove yourself. Show me what you can do.\Pandemonium!\Fight me! response:	You're not getting near the master!
context: Deal with him.\Yes, sir!\You're avoiding me?\A guild soldier like you needs 100 more years of experience.\If you want a shot at the top, you'll have to prove yourself. Show me what you can do.\Pandemonium!\Fight me!\You're not getting near the master! response:	I, Dobengal, am not taking part in the Grand Magic Games,
context: Yes, sir!\You're avoiding me?\A guild soldier like you needs 100 more years of experience.\If you want a shot at the top, you'll have to prove yourself. Show me what you can do.\Pandemonium!\Fight me!\You're not getting near the master!\I, Dobengal, am not taking part in the Grand Magic Games, response:	but when it comes to skill, I'm just as strong as any of the participants here.
context: You're avoiding me?\A guild soldier like you needs 100 more years of experience.\If you want a shot at the top, you'll have to prove yourself. Show me what you can do.\Pandemonium!\Fight me!\You're not getting near the master!\I, Dobengal, am not taking part in the Grand Magic Games,\but when it comes to skill, I'm just as strong as any of the participants here. response:	I'm going to show you the power of Sabertooth!
context: A guild soldier like you needs 100 more years of experience.\If you want a shot at the top, you'll have to prove yourself. Show me what you can do.\Pandemonium!\Fight me!\You're not getting near the master!\I, Dobengal, am not taking part in the Grand Magic Games,\but when it comes to skill, I'm just as strong as any of the participants here.\I'm going to show you the power of Sabertooth! response:	A smokescreen, huh?
context: If you want a shot at the top, you'll have to prove yourself. Show me what you can do.\Pandemonium!\Fight me!\You're not getting near the master!\I, Dobengal, am not taking part in the Grand Magic Games,\but when it comes to skill, I'm just as strong as any of the participants here.\I'm going to show you the power of Sabertooth!\A smokescreen, huh? response:	You don't know who you're messing with.
context: Pandemonium!\Fight me!\You're not getting near the master!\I, Dobengal, am not taking part in the Grand Magic Games,\but when it comes to skill, I'm just as strong as any of the participants here.\I'm going to show you the power of Sabertooth!\A smokescreen, huh?\You don't know who you're messing with. response:	You should withdraw immediately.
context: Fight me!\You're not getting near the master!\I, Dobengal, am not taking part in the Grand Magic Games,\but when it comes to skill, I'm just as strong as any of the participants here.\I'm going to show you the power of Sabertooth!\A smokescreen, huh?\You don't know who you're messing with.\You should withdraw immediately. response:	Get out!
context: You're not getting near the master!\I, Dobengal, am not taking part in the Grand Magic Games,\but when it comes to skill, I'm just as strong as any of the participants here.\I'm going to show you the power of Sabertooth!\A smokescreen, huh?\You don't know who you're messing with.\You should withdraw immediately.\Get out! response:	Outta my way!
context: I, Dobengal, am not taking part in the Grand Magic Games,\but when it comes to skill, I'm just as strong as any of the participants here.\I'm going to show you the power of Sabertooth!\A smokescreen, huh?\You don't know who you're messing with.\You should withdraw immediately.\Get out!\Outta my way! response:	My beef ain't with you!
context: but when it comes to skill, I'm just as strong as any of the participants here.\I'm going to show you the power of Sabertooth!\A smokescreen, huh?\You don't know who you're messing with.\You should withdraw immediately.\Get out!\Outta my way!\My beef ain't with you! response:	I don't believe it...
context: I'm going to show you the power of Sabertooth!\A smokescreen, huh?\You don't know who you're messing with.\You should withdraw immediately.\Get out!\Outta my way!\My beef ain't with you!\I don't believe it... response:	Dobengal's down?!
context: A smokescreen, huh?\You don't know who you're messing with.\You should withdraw immediately.\Get out!\Outta my way!\My beef ain't with you!\I don't believe it...\Dobengal's down?! response:	He's one of the top ten strongest wizards in our guild!
context: You don't know who you're messing with.\You should withdraw immediately.\Get out!\Outta my way!\My beef ain't with you!\I don't believe it...\Dobengal's down?!\He's one of the top ten strongest wizards in our guild! response:	Master, let me...
context: You should withdraw immediately.\Get out!\Outta my way!\My beef ain't with you!\I don't believe it...\Dobengal's down?!\He's one of the top ten strongest wizards in our guild!\Master, let me... response:	Don't do a thing.
context: Get out!\Outta my way!\My beef ain't with you!\I don't believe it...\Dobengal's down?!\He's one of the top ten strongest wizards in our guild!\Master, let me...\Don't do a thing. response:	Kid, there aren't any like you in my guild.
context: Outta my way!\My beef ain't with you!\I don't believe it...\Dobengal's down?!\He's one of the top ten strongest wizards in our guild!\Master, let me...\Don't do a thing.\Kid, there aren't any like you in my guild. response:	Amusing.
context: My beef ain't with you!\I don't believe it...\Dobengal's down?!\He's one of the top ten strongest wizards in our guild!\Master, let me...\Don't do a thing.\Kid, there aren't any like you in my guild.\Amusing. response:	Is that all...
context: I don't believe it...\Dobengal's down?!\He's one of the top ten strongest wizards in our guild!\Master, let me...\Don't do a thing.\Kid, there aren't any like you in my guild.\Amusing.\Is that all... response:	Firing Hammer...
context: Dobengal's down?!\He's one of the top ten strongest wizards in our guild!\Master, let me...\Don't do a thing.\Kid, there aren't any like you in my guild.\Amusing.\Is that all...\Firing Hammer... response:	Minerva!
context: He's one of the top ten strongest wizards in our guild!\Master, let me...\Don't do a thing.\Kid, there aren't any like you in my guild.\Amusing.\Is that all...\Firing Hammer...\Minerva! response:	My lady!
context: Master, let me...\Don't do a thing.\Kid, there aren't any like you in my guild.\Amusing.\Is that all...\Firing Hammer...\Minerva!\My lady! response:	Shall we end this evening's entertainment here?
context: Don't do a thing.\Kid, there aren't any like you in my guild.\Amusing.\Is that all...\Firing Hammer...\Minerva!\My lady!\Shall we end this evening's entertainment here? response:	Minerva, I didn't ask you to step in...
context: Kid, there aren't any like you in my guild.\Amusing.\Is that all...\Firing Hammer...\Minerva!\My lady!\Shall we end this evening's entertainment here?\Minerva, I didn't ask you to step in... response:	Of course,
context: Amusing.\Is that all...\Firing Hammer...\Minerva!\My lady!\Shall we end this evening's entertainment here?\Minerva, I didn't ask you to step in...\Of course, response:	if this had continued, you would have won, Father.
context: Is that all...\Firing Hammer...\Minerva!\My lady!\Shall we end this evening's entertainment here?\Minerva, I didn't ask you to step in...\Of course,\if this had continued, you would have won, Father. response:	Father?
context: Firing Hammer...\Minerva!\My lady!\Shall we end this evening's entertainment here?\Minerva, I didn't ask you to step in...\Of course,\if this had continued, you would have won, Father.\Father? response:	However, the world cares about appearances.
context: Minerva!\My lady!\Shall we end this evening's entertainment here?\Minerva, I didn't ask you to step in...\Of course,\if this had continued, you would have won, Father.\Father?\However, the world cares about appearances. response:	Even though this one came here and attacked you,
context: My lady!\Shall we end this evening's entertainment here?\Minerva, I didn't ask you to step in...\Of course,\if this had continued, you would have won, Father.\Father?\However, the world cares about appearances.\Even though this one came here and attacked you, response:	if the master of Sabertooth annihilated a participant in the Grand Magic Games,
context: Shall we end this evening's entertainment here?\Minerva, I didn't ask you to step in...\Of course,\if this had continued, you would have won, Father.\Father?\However, the world cares about appearances.\Even though this one came here and attacked you,\if the master of Sabertooth annihilated a participant in the Grand Magic Games, response:	it would cause difficulty for all of us.
context: Minerva, I didn't ask you to step in...\Of course,\if this had continued, you would have won, Father.\Father?\However, the world cares about appearances.\Even though this one came here and attacked you,\if the master of Sabertooth annihilated a participant in the Grand Magic Games,\it would cause difficulty for all of us. response:	I'll tell ya one thing... if anybody's gettin' wiped out, it's him!
context: Of course,\if this had continued, you would have won, Father.\Father?\However, the world cares about appearances.\Even though this one came here and attacked you,\if the master of Sabertooth annihilated a participant in the Grand Magic Games,\it would cause difficulty for all of us.\I'll tell ya one thing... if anybody's gettin' wiped out, it's him! response:	My father has somewhat warmed to this battle,
context: if this had continued, you would have won, Father.\Father?\However, the world cares about appearances.\Even though this one came here and attacked you,\if the master of Sabertooth annihilated a participant in the Grand Magic Games,\it would cause difficulty for all of us.\I'll tell ya one thing... if anybody's gettin' wiped out, it's him!\My father has somewhat warmed to this battle, response:	but cannot back down in front of his subordinates.
context: Father?\However, the world cares about appearances.\Even though this one came here and attacked you,\if the master of Sabertooth annihilated a participant in the Grand Magic Games,\it would cause difficulty for all of us.\I'll tell ya one thing... if anybody's gettin' wiped out, it's him!\My father has somewhat warmed to this battle,\but cannot back down in front of his subordinates. response:	What do you think?
context: However, the world cares about appearances.\Even though this one came here and attacked you,\if the master of Sabertooth annihilated a participant in the Grand Magic Games,\it would cause difficulty for all of us.\I'll tell ya one thing... if anybody's gettin' wiped out, it's him!\My father has somewhat warmed to this battle,\but cannot back down in front of his subordinates.\What do you think? response:	Will you allow us to save face?
context: Even though this one came here and attacked you,\if the master of Sabertooth annihilated a participant in the Grand Magic Games,\it would cause difficulty for all of us.\I'll tell ya one thing... if anybody's gettin' wiped out, it's him!\My father has somewhat warmed to this battle,\but cannot back down in front of his subordinates.\What do you think?\Will you allow us to save face? response:	If you do, I'll return this kitten to you unharmed.
context: if the master of Sabertooth annihilated a participant in the Grand Magic Games,\it would cause difficulty for all of us.\I'll tell ya one thing... if anybody's gettin' wiped out, it's him!\My father has somewhat warmed to this battle,\but cannot back down in front of his subordinates.\What do you think?\Will you allow us to save face?\If you do, I'll return this kitten to you unharmed. response:	Happy!
context: it would cause difficulty for all of us.\I'll tell ya one thing... if anybody's gettin' wiped out, it's him!\My father has somewhat warmed to this battle,\but cannot back down in front of his subordinates.\What do you think?\Will you allow us to save face?\If you do, I'll return this kitten to you unharmed.\Happy! response:	I'm sorry, Natsu!
context: I'll tell ya one thing... if anybody's gettin' wiped out, it's him!\My father has somewhat warmed to this battle,\but cannot back down in front of his subordinates.\What do you think?\Will you allow us to save face?\If you do, I'll return this kitten to you unharmed.\Happy!\I'm sorry, Natsu! response:	Dammit!
context: My father has somewhat warmed to this battle,\but cannot back down in front of his subordinates.\What do you think?\Will you allow us to save face?\If you do, I'll return this kitten to you unharmed.\Happy!\I'm sorry, Natsu!\Dammit! response:	You've incapacitated several of our people,
context: but cannot back down in front of his subordinates.\What do you think?\Will you allow us to save face?\If you do, I'll return this kitten to you unharmed.\Happy!\I'm sorry, Natsu!\Dammit!\You've incapacitated several of our people, response:	but we're willing to overlook this incident.
context: What do you think?\Will you allow us to save face?\If you do, I'll return this kitten to you unharmed.\Happy!\I'm sorry, Natsu!\Dammit!\You've incapacitated several of our people,\but we're willing to overlook this incident. response:	In exchange, I'm asking you to behave in a mature fashion.
context: Will you allow us to save face?\If you do, I'll return this kitten to you unharmed.\Happy!\I'm sorry, Natsu!\Dammit!\You've incapacitated several of our people,\but we're willing to overlook this incident.\In exchange, I'm asking you to behave in a mature fashion. response:	Natsu!
context: If you do, I'll return this kitten to you unharmed.\Happy!\I'm sorry, Natsu!\Dammit!\You've incapacitated several of our people,\but we're willing to overlook this incident.\In exchange, I'm asking you to behave in a mature fashion.\Natsu! response:	I'm sorry! They caught me at the entrance!
context: Happy!\I'm sorry, Natsu!\Dammit!\You've incapacitated several of our people,\but we're willing to overlook this incident.\In exchange, I'm asking you to behave in a mature fashion.\Natsu!\I'm sorry! They caught me at the entrance! response:	It's okay, Happy.
context: I'm sorry, Natsu!\Dammit!\You've incapacitated several of our people,\but we're willing to overlook this incident.\In exchange, I'm asking you to behave in a mature fashion.\Natsu!\I'm sorry! They caught me at the entrance!\It's okay, Happy. response:	It's my fault for leaving you behind.
context: Dammit!\You've incapacitated several of our people,\but we're willing to overlook this incident.\In exchange, I'm asking you to behave in a mature fashion.\Natsu!\I'm sorry! They caught me at the entrance!\It's okay, Happy.\It's my fault for leaving you behind. response:	Natsu!
context: You've incapacitated several of our people,\but we're willing to overlook this incident.\In exchange, I'm asking you to behave in a mature fashion.\Natsu!\I'm sorry! They caught me at the entrance!\It's okay, Happy.\It's my fault for leaving you behind.\Natsu! response:	Let's go.
context: but we're willing to overlook this incident.\In exchange, I'm asking you to behave in a mature fashion.\Natsu!\I'm sorry! They caught me at the entrance!\It's okay, Happy.\It's my fault for leaving you behind.\Natsu!\Let's go. response:	Aye!
context: In exchange, I'm asking you to behave in a mature fashion.\Natsu!\I'm sorry! They caught me at the entrance!\It's okay, Happy.\It's my fault for leaving you behind.\Natsu!\Let's go.\Aye! response:	That kid's got grit.
context: Natsu!\I'm sorry! They caught me at the entrance!\It's okay, Happy.\It's my fault for leaving you behind.\Natsu!\Let's go.\Aye!\That kid's got grit. response:	We'll settle this at the Grand Magic Games.
context: I'm sorry! They caught me at the entrance!\It's okay, Happy.\It's my fault for leaving you behind.\Natsu!\Let's go.\Aye!\That kid's got grit.\We'll settle this at the Grand Magic Games. response:	To our hearts' content.
context: It's okay, Happy.\It's my fault for leaving you behind.\Natsu!\Let's go.\Aye!\That kid's got grit.\We'll settle this at the Grand Magic Games.\To our hearts' content. response:	We ain't gonna lose to the likes of you.
context: It's my fault for leaving you behind.\Natsu!\Let's go.\Aye!\That kid's got grit.\We'll settle this at the Grand Magic Games.\To our hearts' content.\We ain't gonna lose to the likes of you. response:	In fact, you won't be able to keep up with us.
context: Natsu!\Let's go.\Aye!\That kid's got grit.\We'll settle this at the Grand Magic Games.\To our hearts' content.\We ain't gonna lose to the likes of you.\In fact, you won't be able to keep up with us. response:	If you call yourself a guild, take care of your comrades.
context: Let's go.\Aye!\That kid's got grit.\We'll settle this at the Grand Magic Games.\To our hearts' content.\We ain't gonna lose to the likes of you.\In fact, you won't be able to keep up with us.\If you call yourself a guild, take care of your comrades. response:	That's all I wanted to say.
context: Aye!\That kid's got grit.\We'll settle this at the Grand Magic Games.\To our hearts' content.\We ain't gonna lose to the likes of you.\In fact, you won't be able to keep up with us.\If you call yourself a guild, take care of your comrades.\That's all I wanted to say. response:	Comrades...
context: That kid's got grit.\We'll settle this at the Grand Magic Games.\To our hearts' content.\We ain't gonna lose to the likes of you.\In fact, you won't be able to keep up with us.\If you call yourself a guild, take care of your comrades.\That's all I wanted to say.\Comrades... response:	We don't have that kind of bond in our guild.
context: We'll settle this at the Grand Magic Games.\To our hearts' content.\We ain't gonna lose to the likes of you.\In fact, you won't be able to keep up with us.\If you call yourself a guild, take care of your comrades.\That's all I wanted to say.\Comrades...\We don't have that kind of bond in our guild. response:	Y-You're that strong,
context: To our hearts' content.\We ain't gonna lose to the likes of you.\In fact, you won't be able to keep up with us.\If you call yourself a guild, take care of your comrades.\That's all I wanted to say.\Comrades...\We don't have that kind of bond in our guild.\Y-You're that strong, response:	Natsu Dragneel?!
context: We ain't gonna lose to the likes of you.\In fact, you won't be able to keep up with us.\If you call yourself a guild, take care of your comrades.\That's all I wanted to say.\Comrades...\We don't have that kind of bond in our guild.\Y-You're that strong,\Natsu Dragneel?! response:	Hey! I'm gonna compete tomorrow!
context: In fact, you won't be able to keep up with us.\If you call yourself a guild, take care of your comrades.\That's all I wanted to say.\Comrades...\We don't have that kind of bond in our guild.\Y-You're that strong,\Natsu Dragneel?!\Hey! I'm gonna compete tomorrow! response:	I can't just let him get away with this carnage!
context: If you call yourself a guild, take care of your comrades.\That's all I wanted to say.\Comrades...\We don't have that kind of bond in our guild.\Y-You're that strong,\Natsu Dragneel?!\Hey! I'm gonna compete tomorrow!\I can't just let him get away with this carnage! response:	You mean you're going to unleash the power of Black Lightning, right?
context: That's all I wanted to say.\Comrades...\We don't have that kind of bond in our guild.\Y-You're that strong,\Natsu Dragneel?!\Hey! I'm gonna compete tomorrow!\I can't just let him get away with this carnage!\You mean you're going to unleash the power of Black Lightning, right? response:	Certainly, this was rather one-sided carnage,
context: Comrades...\We don't have that kind of bond in our guild.\Y-You're that strong,\Natsu Dragneel?!\Hey! I'm gonna compete tomorrow!\I can't just let him get away with this carnage!\You mean you're going to unleash the power of Black Lightning, right?\Certainly, this was rather one-sided carnage, response:	but without something like this, we would've lost our spark.
context: We don't have that kind of bond in our guild.\Y-You're that strong,\Natsu Dragneel?!\Hey! I'm gonna compete tomorrow!\I can't just let him get away with this carnage!\You mean you're going to unleash the power of Black Lightning, right?\Certainly, this was rather one-sided carnage,\but without something like this, we would've lost our spark. response:	Anyway, we need someone to replace Yukino.
context: Y-You're that strong,\Natsu Dragneel?!\Hey! I'm gonna compete tomorrow!\I can't just let him get away with this carnage!\You mean you're going to unleash the power of Black Lightning, right?\Certainly, this was rather one-sided carnage,\but without something like this, we would've lost our spark.\Anyway, we need someone to replace Yukino. response:	I think I'll get in on the fun.
context: Natsu Dragneel?!\Hey! I'm gonna compete tomorrow!\I can't just let him get away with this carnage!\You mean you're going to unleash the power of Black Lightning, right?\Certainly, this was rather one-sided carnage,\but without something like this, we would've lost our spark.\Anyway, we need someone to replace Yukino.\I think I'll get in on the fun. response:	You fought Sabertooth?!
context: Hey! I'm gonna compete tomorrow!\I can't just let him get away with this carnage!\You mean you're going to unleash the power of Black Lightning, right?\Certainly, this was rather one-sided carnage,\but without something like this, we would've lost our spark.\Anyway, we need someone to replace Yukino.\I think I'll get in on the fun.\You fought Sabertooth?! response:	Actually, I wanted to mix it up with'em even more...
context: I can't just let him get away with this carnage!\You mean you're going to unleash the power of Black Lightning, right?\Certainly, this was rather one-sided carnage,\but without something like this, we would've lost our spark.\Anyway, we need someone to replace Yukino.\I think I'll get in on the fun.\You fought Sabertooth?!\Actually, I wanted to mix it up with'em even more... response:	Too bad it ended right as I was gettin' fired up.
context: You mean you're going to unleash the power of Black Lightning, right?\Certainly, this was rather one-sided carnage,\but without something like this, we would've lost our spark.\Anyway, we need someone to replace Yukino.\I think I'll get in on the fun.\You fought Sabertooth?!\Actually, I wanted to mix it up with'em even more...\Too bad it ended right as I was gettin' fired up. response:	I'm sorry, Natsu!
context: Certainly, this was rather one-sided carnage,\but without something like this, we would've lost our spark.\Anyway, we need someone to replace Yukino.\I think I'll get in on the fun.\You fought Sabertooth?!\Actually, I wanted to mix it up with'em even more...\Too bad it ended right as I was gettin' fired up.\I'm sorry, Natsu! response:	It's my fault, for getting caught!
context: but without something like this, we would've lost our spark.\Anyway, we need someone to replace Yukino.\I think I'll get in on the fun.\You fought Sabertooth?!\Actually, I wanted to mix it up with'em even more...\Too bad it ended right as I was gettin' fired up.\I'm sorry, Natsu!\It's my fault, for getting caught! response:	What are you talking about?! We're lucky it ended the way it did!
context: Anyway, we need someone to replace Yukino.\I think I'll get in on the fun.\You fought Sabertooth?!\Actually, I wanted to mix it up with'em even more...\Too bad it ended right as I was gettin' fired up.\I'm sorry, Natsu!\It's my fault, for getting caught!\What are you talking about?! We're lucky it ended the way it did! response:	That's right!
context: I think I'll get in on the fun.\You fought Sabertooth?!\Actually, I wanted to mix it up with'em even more...\Too bad it ended right as I was gettin' fired up.\I'm sorry, Natsu!\It's my fault, for getting caught!\What are you talking about?! We're lucky it ended the way it did!\That's right! response:	If one of their team members had been injured,
context: You fought Sabertooth?!\Actually, I wanted to mix it up with'em even more...\Too bad it ended right as I was gettin' fired up.\I'm sorry, Natsu!\It's my fault, for getting caught!\What are you talking about?! We're lucky it ended the way it did!\That's right!\If one of their team members had been injured, response:	we might've been disqualified!
context: Actually, I wanted to mix it up with'em even more...\Too bad it ended right as I was gettin' fired up.\I'm sorry, Natsu!\It's my fault, for getting caught!\What are you talking about?! We're lucky it ended the way it did!\That's right!\If one of their team members had been injured,\we might've been disqualified! response:	Come to think of it, that Minerva chick was sayin' something like that.
context: Too bad it ended right as I was gettin' fired up.\I'm sorry, Natsu!\It's my fault, for getting caught!\What are you talking about?! We're lucky it ended the way it did!\That's right!\If one of their team members had been injured,\we might've been disqualified!\Come to think of it, that Minerva chick was sayin' something like that. response:	You are incredibly stupid!
context: I'm sorry, Natsu!\It's my fault, for getting caught!\What are you talking about?! We're lucky it ended the way it did!\That's right!\If one of their team members had been injured,\we might've been disqualified!\Come to think of it, that Minerva chick was sayin' something like that.\You are incredibly stupid! response:	Use your head a little!
context: It's my fault, for getting caught!\What are you talking about?! We're lucky it ended the way it did!\That's right!\If one of their team members had been injured,\we might've been disqualified!\Come to think of it, that Minerva chick was sayin' something like that.\You are incredibly stupid!\Use your head a little! response:	Exactly!
context: What are you talking about?! We're lucky it ended the way it did!\That's right!\If one of their team members had been injured,\we might've been disqualified!\Come to think of it, that Minerva chick was sayin' something like that.\You are incredibly stupid!\Use your head a little!\Exactly! response:	Pour it on, Gray! Read him the riot act!
context: That's right!\If one of their team members had been injured,\we might've been disqualified!\Come to think of it, that Minerva chick was sayin' something like that.\You are incredibly stupid!\Use your head a little!\Exactly!\Pour it on, Gray! Read him the riot act! response:	If you were gonna take the fight to them, you should've invited me!
context: If one of their team members had been injured,\we might've been disqualified!\Come to think of it, that Minerva chick was sayin' something like that.\You are incredibly stupid!\Use your head a little!\Exactly!\Pour it on, Gray! Read him the riot act!\If you were gonna take the fight to them, you should've invited me! response:	It's not fair, you getting to have all the fun!
context: we might've been disqualified!\Come to think of it, that Minerva chick was sayin' something like that.\You are incredibly stupid!\Use your head a little!\Exactly!\Pour it on, Gray! Read him the riot act!\If you were gonna take the fight to them, you should've invited me!\It's not fair, you getting to have all the fun! response:	You're missing the point!
context: Come to think of it, that Minerva chick was sayin' something like that.\You are incredibly stupid!\Use your head a little!\Exactly!\Pour it on, Gray! Read him the riot act!\If you were gonna take the fight to them, you should've invited me!\It's not fair, you getting to have all the fun!\You're missing the point! response:	Just because you're frustrated from losing a match,
context: You are incredibly stupid!\Use your head a little!\Exactly!\Pour it on, Gray! Read him the riot act!\If you were gonna take the fight to them, you should've invited me!\It's not fair, you getting to have all the fun!\You're missing the point!\Just because you're frustrated from losing a match, response:	there's nothing admirable about getting payback in a fight outside the arena.
context: Use your head a little!\Exactly!\Pour it on, Gray! Read him the riot act!\If you were gonna take the fight to them, you should've invited me!\It's not fair, you getting to have all the fun!\You're missing the point!\Just because you're frustrated from losing a match,\there's nothing admirable about getting payback in a fight outside the arena. response:	That's not what it's about!
context: Exactly!\Pour it on, Gray! Read him the riot act!\If you were gonna take the fight to them, you should've invited me!\It's not fair, you getting to have all the fun!\You're missing the point!\Just because you're frustrated from losing a match,\there's nothing admirable about getting payback in a fight outside the arena.\That's not what it's about! response:	I just wanted to deliver a message to that Rufus bastard...
context: Pour it on, Gray! Read him the riot act!\If you were gonna take the fight to them, you should've invited me!\It's not fair, you getting to have all the fun!\You're missing the point!\Just because you're frustrated from losing a match,\there's nothing admirable about getting payback in a fight outside the arena.\That's not what it's about!\I just wanted to deliver a message to that Rufus bastard... response:	I'm not gonna lose next time!
context: If you were gonna take the fight to them, you should've invited me!\It's not fair, you getting to have all the fun!\You're missing the point!\Just because you're frustrated from losing a match,\there's nothing admirable about getting payback in a fight outside the arena.\That's not what it's about!\I just wanted to deliver a message to that Rufus bastard...\I'm not gonna lose next time! response:	Anyway, I'm not lettin' those jerks off the hook.
context: It's not fair, you getting to have all the fun!\You're missing the point!\Just because you're frustrated from losing a match,\there's nothing admirable about getting payback in a fight outside the arena.\That's not what it's about!\I just wanted to deliver a message to that Rufus bastard...\I'm not gonna lose next time!\Anyway, I'm not lettin' those jerks off the hook. response:	A comrade's someone who's got your back and you got theirs...
context: You're missing the point!\Just because you're frustrated from losing a match,\there's nothing admirable about getting payback in a fight outside the arena.\That's not what it's about!\I just wanted to deliver a message to that Rufus bastard...\I'm not gonna lose next time!\Anyway, I'm not lettin' those jerks off the hook.\A comrade's someone who's got your back and you got theirs... response:	Being strict is one thing,
context: Just because you're frustrated from losing a match,\there's nothing admirable about getting payback in a fight outside the arena.\That's not what it's about!\I just wanted to deliver a message to that Rufus bastard...\I'm not gonna lose next time!\Anyway, I'm not lettin' those jerks off the hook.\A comrade's someone who's got your back and you got theirs...\Being strict is one thing, response:	but humiliating a girl and then kicking her out, that's as low as you can go!
context: there's nothing admirable about getting payback in a fight outside the arena.\That's not what it's about!\I just wanted to deliver a message to that Rufus bastard...\I'm not gonna lose next time!\Anyway, I'm not lettin' those jerks off the hook.\A comrade's someone who's got your back and you got theirs...\Being strict is one thing,\but humiliating a girl and then kicking her out, that's as low as you can go! response:	That Yukino girl,
context: That's not what it's about!\I just wanted to deliver a message to that Rufus bastard...\I'm not gonna lose next time!\Anyway, I'm not lettin' those jerks off the hook.\A comrade's someone who's got your back and you got theirs...\Being strict is one thing,\but humiliating a girl and then kicking her out, that's as low as you can go!\That Yukino girl, response:	even after being abused like that, she came to see me...
