context: Late Night Show response:	Late Night Show
context: I wonder why it's an Academy.\Oh well.\So, if you think you're prepared, let's have a go at it!\So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Without realizing, the resonating broadcast is in the third episode.\To commemorate Kid's entrance,\The past is nostalgic. YES NO. response:	The past is nostalgic. YES NO.
context: Oh well.\So, if you think you're prepared, let's have a go at it!\So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Without realizing, the resonating broadcast is in the third episode.\To commemorate Kid's entrance,\The past is nostalgic. YES NO.\The past is nostalgic. YES NO. response:	The past is nostalgic. YES NO.
context: So, if you think you're prepared, let's have a go at it!\So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Without realizing, the resonating broadcast is in the third episode.\To commemorate Kid's entrance,\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO. response:	The past is nostalgic. YES NO.
context: So, if you think you're prepared, let's have a go at it!\This is a free fansub. Not for sale or rent.\Without realizing, the resonating broadcast is in the third episode.\To commemorate Kid's entrance,\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO. response:	The past is nostalgic. YES NO.
context: This is a free fansub. Not for sale or rent.\Without realizing, the resonating broadcast is in the third episode.\To commemorate Kid's entrance,\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO. response:	The past is nostalgic. YES NO.
context: Without realizing, the resonating broadcast is in the third episode.\To commemorate Kid's entrance,\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO. response:	The past is nostalgic. YES NO.
context: To commemorate Kid's entrance,\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO. response:	A Quiz will be held.
context: The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\A Quiz will be held. response:	The answer will be announced in the preview!!
context: The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\A Quiz will be held.\The answer will be announced in the preview!! response:	The answer will be announced in the preview!!
context: The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\A Quiz will be held.\The answer will be announced in the preview!!\The answer will be announced in the preview!! response:	YES
context: The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\A Quiz will be held.\The answer will be announced in the preview!!\The answer will be announced in the preview!!\YES response:	YES
context: The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\A Quiz will be held.\The answer will be announced in the preview!!\The answer will be announced in the preview!!\YES\YES response:	YES
context: The past is nostalgic. YES NO.\The past is nostalgic. YES NO.\A Quiz will be held.\The answer will be announced in the preview!!\The answer will be announced in the preview!!\YES\YES\YES response:	YES
context: The past is nostalgic. YES NO.\A Quiz will be held.\The answer will be announced in the preview!!\The answer will be announced in the preview!!\YES\YES\YES\YES response:	NO
context: A Quiz will be held.\The answer will be announced in the preview!!\The answer will be announced in the preview!!\YES\YES\YES\YES\NO response:	NO
context: The answer will be announced in the preview!!\The answer will be announced in the preview!!\YES\YES\YES\YES\NO\NO response:	NO
context: The answer will be announced in the preview!!\YES\YES\YES\YES\NO\NO\NO response:	Did you get it?
context: YES\YES\YES\YES\NO\NO\NO\Did you get it? response:	It's the end, Lupin.
context: YES\YES\YES\NO\NO\NO\Did you get it?\It's the end, Lupin. response:	Lupin, the thief.
context: YES\YES\NO\NO\NO\Did you get it?\It's the end, Lupin.\Lupin, the thief. response:	Your soul, which turned into a Kishin's egg...
context: YES\NO\NO\NO\Did you get it?\It's the end, Lupin.\Lupin, the thief.\Your soul, which turned into a Kishin's egg... response:	Oi, Patty!
context: NO\NO\NO\Did you get it?\It's the end, Lupin.\Lupin, the thief.\Your soul, which turned into a Kishin's egg...\Oi, Patty! response:	You're standing a bit more to the right!
context: NO\NO\Did you get it?\It's the end, Lupin.\Lupin, the thief.\Your soul, which turned into a Kishin's egg...\Oi, Patty!\You're standing a bit more to the right! response:	Oh my.
context: NO\Did you get it?\It's the end, Lupin.\Lupin, the thief.\Your soul, which turned into a Kishin's egg...\Oi, Patty!\You're standing a bit more to the right!\Oh my. response:	Sorry!
context: Did you get it?\It's the end, Lupin.\Lupin, the thief.\Your soul, which turned into a Kishin's egg...\Oi, Patty!\You're standing a bit more to the right!\Oh my.\Sorry! response:	Hey Kid,
context: It's the end, Lupin.\Lupin, the thief.\Your soul, which turned into a Kishin's egg...\Oi, Patty!\You're standing a bit more to the right!\Oh my.\Sorry!\Hey Kid, response:	No matter when, I want to be doing everything precisely and perfectly.
context: Lupin, the thief.\Your soul, which turned into a Kishin's egg...\Oi, Patty!\You're standing a bit more to the right!\Oh my.\Sorry!\Hey Kid,\No matter when, I want to be doing everything precisely and perfectly. response:	But really, now of all times...
context: Your soul, which turned into a Kishin's egg...\Oi, Patty!\You're standing a bit more to the right!\Oh my.\Sorry!\Hey Kid,\No matter when, I want to be doing everything precisely and perfectly.\But really, now of all times... response:	The master thief'z hoppin' up'n'down...
context: Oi, Patty!\You're standing a bit more to the right!\Oh my.\Sorry!\Hey Kid,\No matter when, I want to be doing everything precisely and perfectly.\But really, now of all times...\The master thief'z hoppin' up'n'down... response:	Like I've always told you!
context: You're standing a bit more to the right!\Oh my.\Sorry!\Hey Kid,\No matter when, I want to be doing everything precisely and perfectly.\But really, now of all times...\The master thief'z hoppin' up'n'down...\Like I've always told you! response:	My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty...
context: Oh my.\Sorry!\Hey Kid,\No matter when, I want to be doing everything precisely and perfectly.\But really, now of all times...\The master thief'z hoppin' up'n'down...\Like I've always told you!\My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty... response:	He escaped! He ran away!
context: Sorry!\Hey Kid,\No matter when, I want to be doing everything precisely and perfectly.\But really, now of all times...\The master thief'z hoppin' up'n'down...\Like I've always told you!\My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty...\He escaped! He ran away! response:	Why can't you listen properly when someone is talking!?
context: Hey Kid,\No matter when, I want to be doing everything precisely and perfectly.\But really, now of all times...\The master thief'z hoppin' up'n'down...\Like I've always told you!\My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty...\He escaped! He ran away!\Why can't you listen properly when someone is talking!? response:	Got it.
context: No matter when, I want to be doing everything precisely and perfectly.\But really, now of all times...\The master thief'z hoppin' up'n'down...\Like I've always told you!\My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty...\He escaped! He ran away!\Why can't you listen properly when someone is talking!?\Got it. response:	Both sides of a given
context: But really, now of all times...\The master thief'z hoppin' up'n'down...\Like I've always told you!\My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty...\He escaped! He ran away!\Why can't you listen properly when someone is talking!?\Got it.\Both sides of a given response:	object are identical.
context: The master thief'z hoppin' up'n'down...\Like I've always told you!\My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty...\He escaped! He ran away!\Why can't you listen properly when someone is talking!?\Got it.\Both sides of a given\object are identical. response:	Symmetry, that is what I enjoy aesthetically.
context: Like I've always told you!\My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty...\He escaped! He ran away!\Why can't you listen properly when someone is talking!?\Got it.\Both sides of a given\object are identical.\Symmetry, that is what I enjoy aesthetically. response:	Here we go...
context: My aesthetic preferences are about bilateral symmetry! Symmetry is the greatest form of beauty...\He escaped! He ran away!\Why can't you listen properly when someone is talking!?\Got it.\Both sides of a given\object are identical.\Symmetry, that is what I enjoy aesthetically.\Here we go... response:	That's why I prefer using you two pistols.
context: He escaped! He ran away!\Why can't you listen properly when someone is talking!?\Got it.\Both sides of a given\object are identical.\Symmetry, that is what I enjoy aesthetically.\Here we go...\That's why I prefer using you two pistols. response:	There is symmetry to wielding you two, right?
context: Why can't you listen properly when someone is talking!?\Got it.\Both sides of a given\object are identical.\Symmetry, that is what I enjoy aesthetically.\Here we go...\That's why I prefer using you two pistols.\There is symmetry to wielding you two, right? response:	But when you two are in human form, your hairstyle and your height are completely different...
context: Got it.\Both sides of a given\object are identical.\Symmetry, that is what I enjoy aesthetically.\Here we go...\That's why I prefer using you two pistols.\There is symmetry to wielding you two, right?\But when you two are in human form, your hairstyle and your height are completely different... response:	Even your cup sizes are completely different!
context: Both sides of a given\object are identical.\Symmetry, that is what I enjoy aesthetically.\Here we go...\That's why I prefer using you two pistols.\There is symmetry to wielding you two, right?\But when you two are in human form, your hairstyle and your height are completely different...\Even your cup sizes are completely different! response:	Well excuse me for being smaller than my little sister!
context: object are identical.\Symmetry, that is what I enjoy aesthetically.\Here we go...\That's why I prefer using you two pistols.\There is symmetry to wielding you two, right?\But when you two are in human form, your hairstyle and your height are completely different...\Even your cup sizes are completely different!\Well excuse me for being smaller than my little sister! response:	What's so symmetrical about you anyway?!
context: Symmetry, that is what I enjoy aesthetically.\Here we go...\That's why I prefer using you two pistols.\There is symmetry to wielding you two, right?\But when you two are in human form, your hairstyle and your height are completely different...\Even your cup sizes are completely different!\Well excuse me for being smaller than my little sister!\What's so symmetrical about you anyway?! response:	Those three stripes on the left side of your hair are totally asymmetrical!
context: Here we go...\That's why I prefer using you two pistols.\There is symmetry to wielding you two, right?\But when you two are in human form, your hairstyle and your height are completely different...\Even your cup sizes are completely different!\Well excuse me for being smaller than my little sister!\What's so symmetrical about you anyway?!\Those three stripes on the left side of your hair are totally asymmetrical! response:	Ah! The horror!
context: That's why I prefer using you two pistols.\There is symmetry to wielding you two, right?\But when you two are in human form, your hairstyle and your height are completely different...\Even your cup sizes are completely different!\Well excuse me for being smaller than my little sister!\What's so symmetrical about you anyway?!\Those three stripes on the left side of your hair are totally asymmetrical!\Ah! The horror! response:	I'm a disgusting pig-like bastard.
context: There is symmetry to wielding you two, right?\But when you two are in human form, your hairstyle and your height are completely different...\Even your cup sizes are completely different!\Well excuse me for being smaller than my little sister!\What's so symmetrical about you anyway?!\Those three stripes on the left side of your hair are totally asymmetrical!\Ah! The horror!\I'm a disgusting pig-like bastard. response:	Why is the color of my hair different?!
context: But when you two are in human form, your hairstyle and your height are completely different...\Even your cup sizes are completely different!\Well excuse me for being smaller than my little sister!\What's so symmetrical about you anyway?!\Those three stripes on the left side of your hair are totally asymmetrical!\Ah! The horror!\I'm a disgusting pig-like bastard.\Why is the color of my hair different?! response:	I'm a no good, totally useless trash-like being!
context: Even your cup sizes are completely different!\Well excuse me for being smaller than my little sister!\What's so symmetrical about you anyway?!\Those three stripes on the left side of your hair are totally asymmetrical!\Ah! The horror!\I'm a disgusting pig-like bastard.\Why is the color of my hair different?!\I'm a no good, totally useless trash-like being! response:	Damn it, this is no good, let me die.
context: Well excuse me for being smaller than my little sister!\What's so symmetrical about you anyway?!\Those three stripes on the left side of your hair are totally asymmetrical!\Ah! The horror!\I'm a disgusting pig-like bastard.\Why is the color of my hair different?!\I'm a no good, totally useless trash-like being!\Damn it, this is no good, let me die. response:	Damn it, this is no good, let me die.
context: What's so symmetrical about you anyway?!\Those three stripes on the left side of your hair are totally asymmetrical!\Ah! The horror!\I'm a disgusting pig-like bastard.\Why is the color of my hair different?!\I'm a no good, totally useless trash-like being!\Damn it, this is no good, let me die.\Damn it, this is no good, let me die. response:	Damn it, this is no good, let me die.
context: Those three stripes on the left side of your hair are totally asymmetrical!\Ah! The horror!\I'm a disgusting pig-like bastard.\Why is the color of my hair different?!\I'm a no good, totally useless trash-like being!\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\Damn it, this is no good, let me die. response:	There he goes again...
context: Ah! The horror!\I'm a disgusting pig-like bastard.\Why is the color of my hair different?!\I'm a no good, totally useless trash-like being!\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\There he goes again... response:	Patty...
context: I'm a disgusting pig-like bastard.\Why is the color of my hair different?!\I'm a no good, totally useless trash-like being!\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\There he goes again...\Patty... response:	Okie dokie.
context: Why is the color of my hair different?!\I'm a no good, totally useless trash-like being!\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\There he goes again...\Patty...\Okie dokie. response:	You bear the burden of being Shinigami's heirs!
context: I'm a no good, totally useless trash-like being!\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\There he goes again...\Patty...\Okie dokie.\You bear the burden of being Shinigami's heirs! response:	What are three measly stripes compared to that?
context: Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\There he goes again...\Patty...\Okie dokie.\You bear the burden of being Shinigami's heirs!\What are three measly stripes compared to that? response:	Kid-kun, you're no pig.
context: Damn it, this is no good, let me die.\Damn it, this is no good, let me die.\There he goes again...\Patty...\Okie dokie.\You bear the burden of being Shinigami's heirs!\What are three measly stripes compared to that?\Kid-kun, you're no pig. response:	A pig goes nyaa!
context: Damn it, this is no good, let me die.\There he goes again...\Patty...\Okie dokie.\You bear the burden of being Shinigami's heirs!\What are three measly stripes compared to that?\Kid-kun, you're no pig.\A pig goes nyaa! response:	C'mon! Hang in there!
context: There he goes again...\Patty...\Okie dokie.\You bear the burden of being Shinigami's heirs!\What are three measly stripes compared to that?\Kid-kun, you're no pig.\A pig goes nyaa!\C'mon! Hang in there! response:	So my life isn't as worthless as trash?
context: Patty...\Okie dokie.\You bear the burden of being Shinigami's heirs!\What are three measly stripes compared to that?\Kid-kun, you're no pig.\A pig goes nyaa!\C'mon! Hang in there!\So my life isn't as worthless as trash? response:	Sure! Of course not!
context: Okie dokie.\You bear the burden of being Shinigami's heirs!\What are three measly stripes compared to that?\Kid-kun, you're no pig.\A pig goes nyaa!\C'mon! Hang in there!\So my life isn't as worthless as trash?\Sure! Of course not! response:	'Coz trash goes buuu!
context: You bear the burden of being Shinigami's heirs!\What are three measly stripes compared to that?\Kid-kun, you're no pig.\A pig goes nyaa!\C'mon! Hang in there!\So my life isn't as worthless as trash?\Sure! Of course not!\'Coz trash goes buuu! response:	Alright then, shall we report to father?
context: What are three measly stripes compared to that?\Kid-kun, you're no pig.\A pig goes nyaa!\C'mon! Hang in there!\So my life isn't as worthless as trash?\Sure! Of course not!\'Coz trash goes buuu!\Alright then, shall we report to father? response:	I don't get if he is hard to handle or easy to handle... that is why he's so spoiled.
context: Kid-kun, you're no pig.\A pig goes nyaa!\C'mon! Hang in there!\So my life isn't as worthless as trash?\Sure! Of course not!\'Coz trash goes buuu!\Alright then, shall we report to father?\I don't get if he is hard to handle or easy to handle... that is why he's so spoiled. response:	Hi! Hello! What's up!
context: A pig goes nyaa!\C'mon! Hang in there!\So my life isn't as worthless as trash?\Sure! Of course not!\'Coz trash goes buuu!\Alright then, shall we report to father?\I don't get if he is hard to handle or easy to handle... that is why he's so spoiled.\Hi! Hello! What's up! response:	Your 3 stripes on your hair are cute as always!
context: C'mon! Hang in there!\So my life isn't as worthless as trash?\Sure! Of course not!\'Coz trash goes buuu!\Alright then, shall we report to father?\I don't get if he is hard to handle or easy to handle... that is why he's so spoiled.\Hi! Hello! What's up!\Your 3 stripes on your hair are cute as always! response:	Father, your worrying that way won't please me.
context: So my life isn't as worthless as trash?\Sure! Of course not!\'Coz trash goes buuu!\Alright then, shall we report to father?\I don't get if he is hard to handle or easy to handle... that is why he's so spoiled.\Hi! Hello! What's up!\Your 3 stripes on your hair are cute as always!\Father, your worrying that way won't please me. response:	That topic is currently taboo!
context: Sure! Of course not!\'Coz trash goes buuu!\Alright then, shall we report to father?\I don't get if he is hard to handle or easy to handle... that is why he's so spoiled.\Hi! Hello! What's up!\Your 3 stripes on your hair are cute as always!\Father, your worrying that way won't please me.\That topic is currently taboo! response:	Huh?
context: 'Coz trash goes buuu!\Alright then, shall we report to father?\I don't get if he is hard to handle or easy to handle... that is why he's so spoiled.\Hi! Hello! What's up!\Your 3 stripes on your hair are cute as always!\Father, your worrying that way won't please me.\That topic is currently taboo!\Huh? response:	Well well, that being that,
context: Alright then, shall we report to father?\I don't get if he is hard to handle or easy to handle... that is why he's so spoiled.\Hi! Hello! What's up!\Your 3 stripes on your hair are cute as always!\Father, your worrying that way won't please me.\That topic is currently taboo!\Huh?\Well well, that being that, response:	Kid, you're a shinigami after all, you don't have to gather souls or wield weapons.
context: I don't get if he is hard to handle or easy to handle... that is why he's so spoiled.\Hi! Hello! What's up!\Your 3 stripes on your hair are cute as always!\Father, your worrying that way won't please me.\That topic is currently taboo!\Huh?\Well well, that being that,\Kid, you're a shinigami after all, you don't have to gather souls or wield weapons. response:	I want to make my own weapon to my precise standards!
context: Hi! Hello! What's up!\Your 3 stripes on your hair are cute as always!\Father, your worrying that way won't please me.\That topic is currently taboo!\Huh?\Well well, that being that,\Kid, you're a shinigami after all, you don't have to gather souls or wield weapons.\I want to make my own weapon to my precise standards! response:	Oh ho.
context: Your 3 stripes on your hair are cute as always!\Father, your worrying that way won't please me.\That topic is currently taboo!\Huh?\Well well, that being that,\Kid, you're a shinigami after all, you don't have to gather souls or wield weapons.\I want to make my own weapon to my precise standards!\Oh ho. response:	But you've got two weapons, so your soul requirements are doubled though.
context: Father, your worrying that way won't please me.\That topic is currently taboo!\Huh?\Well well, that being that,\Kid, you're a shinigami after all, you don't have to gather souls or wield weapons.\I want to make my own weapon to my precise standards!\Oh ho.\But you've got two weapons, so your soul requirements are doubled though. response:	Liz and Patty, keep working on it.
context: That topic is currently taboo!\Huh?\Well well, that being that,\Kid, you're a shinigami after all, you don't have to gather souls or wield weapons.\I want to make my own weapon to my precise standards!\Oh ho.\But you've got two weapons, so your soul requirements are doubled though.\Liz and Patty, keep working on it. response:	That's why I want to collect all the souls in one go.
context: Huh?\Well well, that being that,\Kid, you're a shinigami after all, you don't have to gather souls or wield weapons.\I want to make my own weapon to my precise standards!\Oh ho.\But you've got two weapons, so your soul requirements are doubled though.\Liz and Patty, keep working on it.\That's why I want to collect all the souls in one go. response:	Are there any good targets?
context: Well well, that being that,\Kid, you're a shinigami after all, you don't have to gather souls or wield weapons.\I want to make my own weapon to my precise standards!\Oh ho.\But you've got two weapons, so your soul requirements are doubled though.\Liz and Patty, keep working on it.\That's why I want to collect all the souls in one go.\Are there any good targets? response:	Aah, if that's the case...
context: Kid, you're a shinigami after all, you don't have to gather souls or wield weapons.\I want to make my own weapon to my precise standards!\Oh ho.\But you've got two weapons, so your soul requirements are doubled though.\Liz and Patty, keep working on it.\That's why I want to collect all the souls in one go.\Are there any good targets?\Aah, if that's the case... response:	How's this sound?
context: I want to make my own weapon to my precise standards!\Oh ho.\But you've got two weapons, so your soul requirements are doubled though.\Liz and Patty, keep working on it.\That's why I want to collect all the souls in one go.\Are there any good targets?\Aah, if that's the case...\How's this sound? response:	I wonder what's up.
context: Oh ho.\But you've got two weapons, so your soul requirements are doubled though.\Liz and Patty, keep working on it.\That's why I want to collect all the souls in one go.\Are there any good targets?\Aah, if that's the case...\How's this sound?\I wonder what's up. response:	Hey, Soul! Maka!
context: But you've got two weapons, so your soul requirements are doubled though.\Liz and Patty, keep working on it.\That's why I want to collect all the souls in one go.\Are there any good targets?\Aah, if that's the case...\How's this sound?\I wonder what's up.\Hey, Soul! Maka! response:	Ah, hello.
context: Liz and Patty, keep working on it.\That's why I want to collect all the souls in one go.\Are there any good targets?\Aah, if that's the case...\How's this sound?\I wonder what's up.\Hey, Soul! Maka!\Ah, hello. response:	Good morning.
context: That's why I want to collect all the souls in one go.\Are there any good targets?\Aah, if that's the case...\How's this sound?\I wonder what's up.\Hey, Soul! Maka!\Ah, hello.\Good morning. response:	Did something happen?
context: Are there any good targets?\Aah, if that's the case...\How's this sound?\I wonder what's up.\Hey, Soul! Maka!\Ah, hello.\Good morning.\Did something happen? response:	What? Don't you know?
context: Aah, if that's the case...\How's this sound?\I wonder what's up.\Hey, Soul! Maka!\Ah, hello.\Good morning.\Did something happen?\What? Don't you know? response:	It's all over Shibusen now.
context: How's this sound?\I wonder what's up.\Hey, Soul! Maka!\Ah, hello.\Good morning.\Did something happen?\What? Don't you know?\It's all over Shibusen now. response:	Are you finally surprised at how big I am?
context: I wonder what's up.\Hey, Soul! Maka!\Ah, hello.\Good morning.\Did something happen?\What? Don't you know?\It's all over Shibusen now.\Are you finally surprised at how big I am? response:	Working on it
context: Hey, Soul! Maka!\Ah, hello.\Good morning.\Did something happen?\What? Don't you know?\It's all over Shibusen now.\Are you finally surprised at how big I am?\Working on it response:	No, we're discussing that.
context: Ah, hello.\Good morning.\Did something happen?\What? Don't you know?\It's all over Shibusen now.\Are you finally surprised at how big I am?\Working on it\No, we're discussing that. response:	Over there. Look!
context: Good morning.\Did something happen?\What? Don't you know?\It's all over Shibusen now.\Are you finally surprised at how big I am?\Working on it\No, we're discussing that.\Over there. Look! response:	The Boy of Perfection
context: Did something happen?\What? Don't you know?\It's all over Shibusen now.\Are you finally surprised at how big I am?\Working on it\No, we're discussing that.\Over there. Look!\The Boy of Perfection response:	Death
context: What? Don't you know?\It's all over Shibusen now.\Are you finally surprised at how big I am?\Working on it\No, we're discussing that.\Over there. Look!\The Boy of Perfection\Death response:	the Kid's Magnificent Mission?
context: It's all over Shibusen now.\Are you finally surprised at how big I am?\Working on it\No, we're discussing that.\Over there. Look!\The Boy of Perfection\Death\the Kid's Magnificent Mission? response:	The Boy of Perfection,
context: Are you finally surprised at how big I am?\Working on it\No, we're discussing that.\Over there. Look!\The Boy of Perfection\Death\the Kid's Magnificent Mission?\The Boy of Perfection, response:	In a pyramid in the sweltering country of Egypt, lies an ancient relic of Anubis.
context: Working on it\No, we're discussing that.\Over there. Look!\The Boy of Perfection\Death\the Kid's Magnificent Mission?\The Boy of Perfection,\In a pyramid in the sweltering country of Egypt, lies an ancient relic of Anubis. response:	Inside the pyramid, there is a necromantic witch who is reviving a large number of mummies out of the souls buried within.
context: No, we're discussing that.\Over there. Look!\The Boy of Perfection\Death\the Kid's Magnificent Mission?\The Boy of Perfection,\In a pyramid in the sweltering country of Egypt, lies an ancient relic of Anubis.\Inside the pyramid, there is a necromantic witch who is reviving a large number of mummies out of the souls buried within. response:	She leads the mummies out every night to eat human souls.
context: Over there. Look!\The Boy of Perfection\Death\the Kid's Magnificent Mission?\The Boy of Perfection,\In a pyramid in the sweltering country of Egypt, lies an ancient relic of Anubis.\Inside the pyramid, there is a necromantic witch who is reviving a large number of mummies out of the souls buried within.\She leads the mummies out every night to eat human souls. response:	A spirit user is tough to handle.
context: The Boy of Perfection\Death\the Kid's Magnificent Mission?\The Boy of Perfection,\In a pyramid in the sweltering country of Egypt, lies an ancient relic of Anubis.\Inside the pyramid, there is a necromantic witch who is reviving a large number of mummies out of the souls buried within.\She leads the mummies out every night to eat human souls.\A spirit user is tough to handle. response:	By making mummies, then using those mummies to attack people, the spirit user obtains more ingredients.
