context: You're late. response:	Who are you?
context: Well, just give up.\What an unpleasant season.\Damp and stagnant.\Well, it sure fits the image of this grimy town.\My name is Kurasawa Gai,\private investigator.\I've been making a living by observing the damp, stagnant nature of people.\I don't trust anyone. response:	My only love is tobacco.
context: What an unpleasant season.\Damp and stagnant.\Well, it sure fits the image of this grimy town.\My name is Kurasawa Gai,\private investigator.\I've been making a living by observing the damp, stagnant nature of people.\I don't trust anyone.\My only love is tobacco. response:	It stinks!
context: Damp and stagnant.\Well, it sure fits the image of this grimy town.\My name is Kurasawa Gai,\private investigator.\I've been making a living by observing the damp, stagnant nature of people.\I don't trust anyone.\My only love is tobacco.\It stinks! response:	What do you mean by funyuu,
context: Well, it sure fits the image of this grimy town.\My name is Kurasawa Gai,\private investigator.\I've been making a living by observing the damp, stagnant nature of people.\I don't trust anyone.\My only love is tobacco.\It stinks!\What do you mean by funyuu, response:	you flat-chested girl?
context: My name is Kurasawa Gai,\private investigator.\I've been making a living by observing the damp, stagnant nature of people.\I don't trust anyone.\My only love is tobacco.\It stinks!\What do you mean by funyuu,\you flat-chested girl? response:	I don't believe it.
context: private investigator.\I've been making a living by observing the damp, stagnant nature of people.\I don't trust anyone.\My only love is tobacco.\It stinks!\What do you mean by funyuu,\you flat-chested girl?\I don't believe it. response:	Those kinds of insensitive remarks could be considered sexual harassment.
context: I've been making a living by observing the damp, stagnant nature of people.\I don't trust anyone.\My only love is tobacco.\It stinks!\What do you mean by funyuu,\you flat-chested girl?\I don't believe it.\Those kinds of insensitive remarks could be considered sexual harassment. response:	This is the worst!
context: I don't trust anyone.\My only love is tobacco.\It stinks!\What do you mean by funyuu,\you flat-chested girl?\I don't believe it.\Those kinds of insensitive remarks could be considered sexual harassment.\This is the worst! response:	The stench of tobacco, athlete's foot medication,
context: My only love is tobacco.\It stinks!\What do you mean by funyuu,\you flat-chested girl?\I don't believe it.\Those kinds of insensitive remarks could be considered sexual harassment.\This is the worst!\The stench of tobacco, athlete's foot medication, response:	and something else mixed in for good measure...
context: It stinks!\What do you mean by funyuu,\you flat-chested girl?\I don't believe it.\Those kinds of insensitive remarks could be considered sexual harassment.\This is the worst!\The stench of tobacco, athlete's foot medication,\and something else mixed in for good measure... response:	Yeah, the smell of my armpits.
context: What do you mean by funyuu,\you flat-chested girl?\I don't believe it.\Those kinds of insensitive remarks could be considered sexual harassment.\This is the worst!\The stench of tobacco, athlete's foot medication,\and something else mixed in for good measure...\Yeah, the smell of my armpits. response:	Drop dead!
context: you flat-chested girl?\I don't believe it.\Those kinds of insensitive remarks could be considered sexual harassment.\This is the worst!\The stench of tobacco, athlete's foot medication,\and something else mixed in for good measure...\Yeah, the smell of my armpits.\Drop dead! response:	Hey, this isn't the time to be slacking off.
context: I don't believe it.\Those kinds of insensitive remarks could be considered sexual harassment.\This is the worst!\The stench of tobacco, athlete's foot medication,\and something else mixed in for good measure...\Yeah, the smell of my armpits.\Drop dead!\Hey, this isn't the time to be slacking off. response:	The TV station came to collect the subscription fee yesterday.
context: Those kinds of insensitive remarks could be considered sexual harassment.\This is the worst!\The stench of tobacco, athlete's foot medication,\and something else mixed in for good measure...\Yeah, the smell of my armpits.\Drop dead!\Hey, this isn't the time to be slacking off.\The TV station came to collect the subscription fee yesterday. response:	They'll really block the feed these days.
context: This is the worst!\The stench of tobacco, athlete's foot medication,\and something else mixed in for good measure...\Yeah, the smell of my armpits.\Drop dead!\Hey, this isn't the time to be slacking off.\The TV station came to collect the subscription fee yesterday.\They'll really block the feed these days. response:	You can still see network stations.
context: The stench of tobacco, athlete's foot medication,\and something else mixed in for good measure...\Yeah, the smell of my armpits.\Drop dead!\Hey, this isn't the time to be slacking off.\The TV station came to collect the subscription fee yesterday.\They'll really block the feed these days.\You can still see network stations. response:	I can't miss Bara no Maurice!
context: and something else mixed in for good measure...\Yeah, the smell of my armpits.\Drop dead!\Hey, this isn't the time to be slacking off.\The TV station came to collect the subscription fee yesterday.\They'll really block the feed these days.\You can still see network stations.\I can't miss Bara no Maurice! response:	An anime?
context: Yeah, the smell of my armpits.\Drop dead!\Hey, this isn't the time to be slacking off.\The TV station came to collect the subscription fee yesterday.\They'll really block the feed these days.\You can still see network stations.\I can't miss Bara no Maurice!\An anime? response:	Why are you watching anime at work in the first place?
context: Drop dead!\Hey, this isn't the time to be slacking off.\The TV station came to collect the subscription fee yesterday.\They'll really block the feed these days.\You can still see network stations.\I can't miss Bara no Maurice!\An anime?\Why are you watching anime at work in the first place? response:	Wasn't that part of the conditions we agreed upon?
context: Hey, this isn't the time to be slacking off.\The TV station came to collect the subscription fee yesterday.\They'll really block the feed these days.\You can still see network stations.\I can't miss Bara no Maurice!\An anime?\Why are you watching anime at work in the first place?\Wasn't that part of the conditions we agreed upon? response:	I wouldn't be working in a dump like this if it wasn't for that.
context: The TV station came to collect the subscription fee yesterday.\They'll really block the feed these days.\You can still see network stations.\I can't miss Bara no Maurice!\An anime?\Why are you watching anime at work in the first place?\Wasn't that part of the conditions we agreed upon?\I wouldn't be working in a dump like this if it wasn't for that. response:	Hey, you...
context: They'll really block the feed these days.\You can still see network stations.\I can't miss Bara no Maurice!\An anime?\Why are you watching anime at work in the first place?\Wasn't that part of the conditions we agreed upon?\I wouldn't be working in a dump like this if it wasn't for that.\Hey, you... response:	Excuse me.
context: You can still see network stations.\I can't miss Bara no Maurice!\An anime?\Why are you watching anime at work in the first place?\Wasn't that part of the conditions we agreed upon?\I wouldn't be working in a dump like this if it wasn't for that.\Hey, you...\Excuse me. response:	It's a woman,
context: I can't miss Bara no Maurice!\An anime?\Why are you watching anime at work in the first place?\Wasn't that part of the conditions we agreed upon?\I wouldn't be working in a dump like this if it wasn't for that.\Hey, you...\Excuse me.\It's a woman, response:	and a beauty at that.
context: An anime?\Why are you watching anime at work in the first place?\Wasn't that part of the conditions we agreed upon?\I wouldn't be working in a dump like this if it wasn't for that.\Hey, you...\Excuse me.\It's a woman,\and a beauty at that. response:	How do you know?
context: Why are you watching anime at work in the first place?\Wasn't that part of the conditions we agreed upon?\I wouldn't be working in a dump like this if it wasn't for that.\Hey, you...\Excuse me.\It's a woman,\and a beauty at that.\How do you know? response:	Investigator's intuition.
context: Wasn't that part of the conditions we agreed upon?\I wouldn't be working in a dump like this if it wasn't for that.\Hey, you...\Excuse me.\It's a woman,\and a beauty at that.\How do you know?\Investigator's intuition. response:	How many times have you gotten in trouble because of that intuition?
context: I wouldn't be working in a dump like this if it wasn't for that.\Hey, you...\Excuse me.\It's a woman,\and a beauty at that.\How do you know?\Investigator's intuition.\How many times have you gotten in trouble because of that intuition? response:	Don't be deceived, boss.
context: Hey, you...\Excuse me.\It's a woman,\and a beauty at that.\How do you know?\Investigator's intuition.\How many times have you gotten in trouble because of that intuition?\Don't be deceived, boss. response:	I don't care if I'm deceived.
context: Excuse me.\It's a woman,\and a beauty at that.\How do you know?\Investigator's intuition.\How many times have you gotten in trouble because of that intuition?\Don't be deceived, boss.\I don't care if I'm deceived. response:	No, more than that...
context: It's a woman,\and a beauty at that.\How do you know?\Investigator's intuition.\How many times have you gotten in trouble because of that intuition?\Don't be deceived, boss.\I don't care if I'm deceived.\No, more than that... response:	I want to be deceived.
context: and a beauty at that.\How do you know?\Investigator's intuition.\How many times have you gotten in trouble because of that intuition?\Don't be deceived, boss.\I don't care if I'm deceived.\No, more than that...\I want to be deceived. response:	So this is a genuine request?
context: How do you know?\Investigator's intuition.\How many times have you gotten in trouble because of that intuition?\Don't be deceived, boss.\I don't care if I'm deceived.\No, more than that...\I want to be deceived.\So this is a genuine request? response:	Um, what else would it be?
context: Investigator's intuition.\How many times have you gotten in trouble because of that intuition?\Don't be deceived, boss.\I don't care if I'm deceived.\No, more than that...\I want to be deceived.\So this is a genuine request?\Um, what else would it be? response:	Well, debt collectors, for example...
context: How many times have you gotten in trouble because of that intuition?\Don't be deceived, boss.\I don't care if I'm deceived.\No, more than that...\I want to be deceived.\So this is a genuine request?\Um, what else would it be?\Well, debt collectors, for example... response:	Nothing!
context: Don't be deceived, boss.\I don't care if I'm deceived.\No, more than that...\I want to be deceived.\So this is a genuine request?\Um, what else would it be?\Well, debt collectors, for example...\Nothing! response:	A search for a missing cat, though?
context: I don't care if I'm deceived.\No, more than that...\I want to be deceived.\So this is a genuine request?\Um, what else would it be?\Well, debt collectors, for example...\Nothing!\A search for a missing cat, though? response:	Yes. My husband Yuzuki and I loved her as if she was our own child.
context: No, more than that...\I want to be deceived.\So this is a genuine request?\Um, what else would it be?\Well, debt collectors, for example...\Nothing!\A search for a missing cat, though?\Yes. My husband Yuzuki and I loved her as if she was our own child. response:	If Mii-chan were gone, it would cause Yuzuki grief.
context: I want to be deceived.\So this is a genuine request?\Um, what else would it be?\Well, debt collectors, for example...\Nothing!\A search for a missing cat, though?\Yes. My husband Yuzuki and I loved her as if she was our own child.\If Mii-chan were gone, it would cause Yuzuki grief. response:	So you haven't told your husband yet?
context: So this is a genuine request?\Um, what else would it be?\Well, debt collectors, for example...\Nothing!\A search for a missing cat, though?\Yes. My husband Yuzuki and I loved her as if she was our own child.\If Mii-chan were gone, it would cause Yuzuki grief.\So you haven't told your husband yet? response:	Oh, I'm sorry.
context: Um, what else would it be?\Well, debt collectors, for example...\Nothing!\A search for a missing cat, though?\Yes. My husband Yuzuki and I loved her as if she was our own child.\If Mii-chan were gone, it would cause Yuzuki grief.\So you haven't told your husband yet?\Oh, I'm sorry. response:	My husband passed away quite some time ago.
context: Well, debt collectors, for example...\Nothing!\A search for a missing cat, though?\Yes. My husband Yuzuki and I loved her as if she was our own child.\If Mii-chan were gone, it would cause Yuzuki grief.\So you haven't told your husband yet?\Oh, I'm sorry.\My husband passed away quite some time ago. response:	Oh, I'm sorry about your loss.
context: Nothing!\A search for a missing cat, though?\Yes. My husband Yuzuki and I loved her as if she was our own child.\If Mii-chan were gone, it would cause Yuzuki grief.\So you haven't told your husband yet?\Oh, I'm sorry.\My husband passed away quite some time ago.\Oh, I'm sorry about your loss. response:	Although I understand your feelings and the circumstances...
context: A search for a missing cat, though?\Yes. My husband Yuzuki and I loved her as if she was our own child.\If Mii-chan were gone, it would cause Yuzuki grief.\So you haven't told your husband yet?\Oh, I'm sorry.\My husband passed away quite some time ago.\Oh, I'm sorry about your loss.\Although I understand your feelings and the circumstances... response:	If it was only a search for a missing person
context: Yes. My husband Yuzuki and I loved her as if she was our own child.\If Mii-chan were gone, it would cause Yuzuki grief.\So you haven't told your husband yet?\Oh, I'm sorry.\My husband passed away quite some time ago.\Oh, I'm sorry about your loss.\Although I understand your feelings and the circumstances...\If it was only a search for a missing person response:	instead of a cat.
context: If Mii-chan were gone, it would cause Yuzuki grief.\So you haven't told your husband yet?\Oh, I'm sorry.\My husband passed away quite some time ago.\Oh, I'm sorry about your loss.\Although I understand your feelings and the circumstances...\If it was only a search for a missing person\instead of a cat. response:	It was disrespectful of me
context: So you haven't told your husband yet?\Oh, I'm sorry.\My husband passed away quite some time ago.\Oh, I'm sorry about your loss.\Although I understand your feelings and the circumstances...\If it was only a search for a missing person\instead of a cat.\It was disrespectful of me response:	to ask a private detective about something of this nature.
context: Oh, I'm sorry.\My husband passed away quite some time ago.\Oh, I'm sorry about your loss.\Although I understand your feelings and the circumstances...\If it was only a search for a missing person\instead of a cat.\It was disrespectful of me\to ask a private detective about something of this nature. response:	No, it's not that.
context: My husband passed away quite some time ago.\Oh, I'm sorry about your loss.\Although I understand your feelings and the circumstances...\If it was only a search for a missing person\instead of a cat.\It was disrespectful of me\to ask a private detective about something of this nature.\No, it's not that. response:	Maybe a dog, but a cat is somewhat out of my hands.
context: Oh, I'm sorry about your loss.\Although I understand your feelings and the circumstances...\If it was only a search for a missing person\instead of a cat.\It was disrespectful of me\to ask a private detective about something of this nature.\No, it's not that.\Maybe a dog, but a cat is somewhat out of my hands. response:	How about five hundred thousand yen?
context: Although I understand your feelings and the circumstances...\If it was only a search for a missing person\instead of a cat.\It was disrespectful of me\to ask a private detective about something of this nature.\No, it's not that.\Maybe a dog, but a cat is somewhat out of my hands.\How about five hundred thousand yen? response:	I'll pay half in advance.
context: If it was only a search for a missing person\instead of a cat.\It was disrespectful of me\to ask a private detective about something of this nature.\No, it's not that.\Maybe a dog, but a cat is somewhat out of my hands.\How about five hundred thousand yen?\I'll pay half in advance. response:	You don't have to return the money, even if she isn't found.
context: instead of a cat.\It was disrespectful of me\to ask a private detective about something of this nature.\No, it's not that.\Maybe a dog, but a cat is somewhat out of my hands.\How about five hundred thousand yen?\I'll pay half in advance.\You don't have to return the money, even if she isn't found. response:	No, that's not the issue...
context: It was disrespectful of me\to ask a private detective about something of this nature.\No, it's not that.\Maybe a dog, but a cat is somewhat out of my hands.\How about five hundred thousand yen?\I'll pay half in advance.\You don't have to return the money, even if she isn't found.\No, that's not the issue... response:	We'll find Mii-chan!
context: to ask a private detective about something of this nature.\No, it's not that.\Maybe a dog, but a cat is somewhat out of my hands.\How about five hundred thousand yen?\I'll pay half in advance.\You don't have to return the money, even if she isn't found.\No, that's not the issue...\We'll find Mii-chan! response:	You... Who said I'd...
context: No, it's not that.\Maybe a dog, but a cat is somewhat out of my hands.\How about five hundred thousand yen?\I'll pay half in advance.\You don't have to return the money, even if she isn't found.\No, that's not the issue...\We'll find Mii-chan!\You... Who said I'd... response:	Leave it to the Kurasawa Detective Agency!
context: Maybe a dog, but a cat is somewhat out of my hands.\How about five hundred thousand yen?\I'll pay half in advance.\You don't have to return the money, even if she isn't found.\No, that's not the issue...\We'll find Mii-chan!\You... Who said I'd...\Leave it to the Kurasawa Detective Agency! response:	Here you go!
context: How about five hundred thousand yen?\I'll pay half in advance.\You don't have to return the money, even if she isn't found.\No, that's not the issue...\We'll find Mii-chan!\You... Who said I'd...\Leave it to the Kurasawa Detective Agency!\Here you go! response:	Thanks.
context: I'll pay half in advance.\You don't have to return the money, even if she isn't found.\No, that's not the issue...\We'll find Mii-chan!\You... Who said I'd...\Leave it to the Kurasawa Detective Agency!\Here you go!\Thanks. response:	Competitive eating contest or something? Unbelievable.
context: You don't have to return the money, even if she isn't found.\No, that's not the issue...\We'll find Mii-chan!\You... Who said I'd...\Leave it to the Kurasawa Detective Agency!\Here you go!\Thanks.\Competitive eating contest or something? Unbelievable. response:	Yeah. I can't believe
context: No, that's not the issue...\We'll find Mii-chan!\You... Who said I'd...\Leave it to the Kurasawa Detective Agency!\Here you go!\Thanks.\Competitive eating contest or something? Unbelievable.\Yeah. I can't believe response:	you don't like cats.
context: We'll find Mii-chan!\You... Who said I'd...\Leave it to the Kurasawa Detective Agency!\Here you go!\Thanks.\Competitive eating contest or something? Unbelievable.\Yeah. I can't believe\you don't like cats. response:	First of all, you're not in a position to be picky.
context: You... Who said I'd...\Leave it to the Kurasawa Detective Agency!\Here you go!\Thanks.\Competitive eating contest or something? Unbelievable.\Yeah. I can't believe\you don't like cats.\First of all, you're not in a position to be picky. response:	Huh? Former cosmetics employee falls to his death?
context: Leave it to the Kurasawa Detective Agency!\Here you go!\Thanks.\Competitive eating contest or something? Unbelievable.\Yeah. I can't believe\you don't like cats.\First of all, you're not in a position to be picky.\Huh? Former cosmetics employee falls to his death? response:	Something like this happened the other day.
context: Here you go!\Thanks.\Competitive eating contest or something? Unbelievable.\Yeah. I can't believe\you don't like cats.\First of all, you're not in a position to be picky.\Huh? Former cosmetics employee falls to his death?\Something like this happened the other day. response:	The police are still investigating on the premise of a suicide.
context: Thanks.\Competitive eating contest or something? Unbelievable.\Yeah. I can't believe\you don't like cats.\First of all, you're not in a position to be picky.\Huh? Former cosmetics employee falls to his death?\Something like this happened the other day.\The police are still investigating on the premise of a suicide. response:	We have to make a missing cat poster, you know.
context: Competitive eating contest or something? Unbelievable.\Yeah. I can't believe\you don't like cats.\First of all, you're not in a position to be picky.\Huh? Former cosmetics employee falls to his death?\Something like this happened the other day.\The police are still investigating on the premise of a suicide.\We have to make a missing cat poster, you know. response:	We need to distribute fliers and trick local kids into looking for it.
context: Yeah. I can't believe\you don't like cats.\First of all, you're not in a position to be picky.\Huh? Former cosmetics employee falls to his death?\Something like this happened the other day.\The police are still investigating on the premise of a suicide.\We have to make a missing cat poster, you know.\We need to distribute fliers and trick local kids into looking for it. response:	There are tons of things to do.
context: you don't like cats.\First of all, you're not in a position to be picky.\Huh? Former cosmetics employee falls to his death?\Something like this happened the other day.\The police are still investigating on the premise of a suicide.\We have to make a missing cat poster, you know.\We need to distribute fliers and trick local kids into looking for it.\There are tons of things to do. response:	It's the same company, as I thought.
context: First of all, you're not in a position to be picky.\Huh? Former cosmetics employee falls to his death?\Something like this happened the other day.\The police are still investigating on the premise of a suicide.\We have to make a missing cat poster, you know.\We need to distribute fliers and trick local kids into looking for it.\There are tons of things to do.\It's the same company, as I thought. response:	Isn't it suspicious?
context: Huh? Former cosmetics employee falls to his death?\Something like this happened the other day.\The police are still investigating on the premise of a suicide.\We have to make a missing cat poster, you know.\We need to distribute fliers and trick local kids into looking for it.\There are tons of things to do.\It's the same company, as I thought.\Isn't it suspicious? response:	Were you listening to me?
context: Something like this happened the other day.\The police are still investigating on the premise of a suicide.\We have to make a missing cat poster, you know.\We need to distribute fliers and trick local kids into looking for it.\There are tons of things to do.\It's the same company, as I thought.\Isn't it suspicious?\Were you listening to me? response:	Consecutive suicides, you know.
context: The police are still investigating on the premise of a suicide.\We have to make a missing cat poster, you know.\We need to distribute fliers and trick local kids into looking for it.\There are tons of things to do.\It's the same company, as I thought.\Isn't it suspicious?\Were you listening to me?\Consecutive suicides, you know. response:	They were both former employees of Fiore Cosmetics.
context: We have to make a missing cat poster, you know.\We need to distribute fliers and trick local kids into looking for it.\There are tons of things to do.\It's the same company, as I thought.\Isn't it suspicious?\Were you listening to me?\Consecutive suicides, you know.\They were both former employees of Fiore Cosmetics. response:	Fiore Cosmetics?
context: We need to distribute fliers and trick local kids into looking for it.\There are tons of things to do.\It's the same company, as I thought.\Isn't it suspicious?\Were you listening to me?\Consecutive suicides, you know.\They were both former employees of Fiore Cosmetics.\Fiore Cosmetics? response:	What's the matter?
context: There are tons of things to do.\It's the same company, as I thought.\Isn't it suspicious?\Were you listening to me?\Consecutive suicides, you know.\They were both former employees of Fiore Cosmetics.\Fiore Cosmetics?\What's the matter? response:	Oh, I just remembered!
context: It's the same company, as I thought.\Isn't it suspicious?\Were you listening to me?\Consecutive suicides, you know.\They were both former employees of Fiore Cosmetics.\Fiore Cosmetics?\What's the matter?\Oh, I just remembered! response:	That perfume... It's the really expensive one from Fiore!
context: Isn't it suspicious?\Were you listening to me?\Consecutive suicides, you know.\They were both former employees of Fiore Cosmetics.\Fiore Cosmetics?\What's the matter?\Oh, I just remembered!\That perfume... It's the really expensive one from Fiore! response:	The widow who was looking for the cat.
context: Were you listening to me?\Consecutive suicides, you know.\They were both former employees of Fiore Cosmetics.\Fiore Cosmetics?\What's the matter?\Oh, I just remembered!\That perfume... It's the really expensive one from Fiore!\The widow who was looking for the cat. response:	You could smell it a mile away.
context: Consecutive suicides, you know.\They were both former employees of Fiore Cosmetics.\Fiore Cosmetics?\What's the matter?\Oh, I just remembered!\That perfume... It's the really expensive one from Fiore!\The widow who was looking for the cat.\You could smell it a mile away. response:	I sure remember that scent.
context: They were both former employees of Fiore Cosmetics.\Fiore Cosmetics?\What's the matter?\Oh, I just remembered!\That perfume... It's the really expensive one from Fiore!\The widow who was looking for the cat.\You could smell it a mile away.\I sure remember that scent. response:	No, I mean...
context: Fiore Cosmetics?\What's the matter?\Oh, I just remembered!\That perfume... It's the really expensive one from Fiore!\The widow who was looking for the cat.\You could smell it a mile away.\I sure remember that scent.\No, I mean... response:	More importantly, there are things we need to do, right?
context: What's the matter?\Oh, I just remembered!\That perfume... It's the really expensive one from Fiore!\The widow who was looking for the cat.\You could smell it a mile away.\I sure remember that scent.\No, I mean...\More importantly, there are things we need to do, right? response:	Thanks for the meal.
context: Oh, I just remembered!\That perfume... It's the really expensive one from Fiore!\The widow who was looking for the cat.\You could smell it a mile away.\I sure remember that scent.\No, I mean...\More importantly, there are things we need to do, right?\Thanks for the meal. response:	Thanks, as always.
context: That perfume... It's the really expensive one from Fiore!\The widow who was looking for the cat.\You could smell it a mile away.\I sure remember that scent.\No, I mean...\More importantly, there are things we need to do, right?\Thanks for the meal.\Thanks, as always. response:	Hey, did you get a look at that guy?
context: The widow who was looking for the cat.\You could smell it a mile away.\I sure remember that scent.\No, I mean...\More importantly, there are things we need to do, right?\Thanks for the meal.\Thanks, as always.\Hey, did you get a look at that guy? response:	Are you talking about that glutton?
context: You could smell it a mile away.\I sure remember that scent.\No, I mean...\More importantly, there are things we need to do, right?\Thanks for the meal.\Thanks, as always.\Hey, did you get a look at that guy?\Are you talking about that glutton? response:	He'll definitely get fat after he turns thirty.
context: I sure remember that scent.\No, I mean...\More importantly, there are things we need to do, right?\Thanks for the meal.\Thanks, as always.\Hey, did you get a look at that guy?\Are you talking about that glutton?\He'll definitely get fat after he turns thirty. response:	He's hot! He's cool!
context: No, I mean...\More importantly, there are things we need to do, right?\Thanks for the meal.\Thanks, as always.\Hey, did you get a look at that guy?\Are you talking about that glutton?\He'll definitely get fat after he turns thirty.\He's hot! He's cool! response:	Especially around the collar bones.
context: More importantly, there are things we need to do, right?\Thanks for the meal.\Thanks, as always.\Hey, did you get a look at that guy?\Are you talking about that glutton?\He'll definitely get fat after he turns thirty.\He's hot! He's cool!\Especially around the collar bones. response:	Is it tasty, Hernandez?
context: Thanks for the meal.\Thanks, as always.\Hey, did you get a look at that guy?\Are you talking about that glutton?\He'll definitely get fat after he turns thirty.\He's hot! He's cool!\Especially around the collar bones.\Is it tasty, Hernandez? response:	Rika, where did you go?
context: Thanks, as always.\Hey, did you get a look at that guy?\Are you talking about that glutton?\He'll definitely get fat after he turns thirty.\He's hot! He's cool!\Especially around the collar bones.\Is it tasty, Hernandez?\Rika, where did you go? response:	I'm busy. Where the hell are you?
context: Hey, did you get a look at that guy?\Are you talking about that glutton?\He'll definitely get fat after he turns thirty.\He's hot! He's cool!\Especially around the collar bones.\Is it tasty, Hernandez?\Rika, where did you go?\I'm busy. Where the hell are you? response:	Bye, Hernandez!
context: Are you talking about that glutton?\He'll definitely get fat after he turns thirty.\He's hot! He's cool!\Especially around the collar bones.\Is it tasty, Hernandez?\Rika, where did you go?\I'm busy. Where the hell are you?\Bye, Hernandez! response:	Oh, thanks again!
context: He'll definitely get fat after he turns thirty.\He's hot! He's cool!\Especially around the collar bones.\Is it tasty, Hernandez?\Rika, where did you go?\I'm busy. Where the hell are you?\Bye, Hernandez!\Oh, thanks again! response:	Is it any good?
context: He's hot! He's cool!\Especially around the collar bones.\Is it tasty, Hernandez?\Rika, where did you go?\I'm busy. Where the hell are you?\Bye, Hernandez!\Oh, thanks again!\Is it any good? response:	Well, I can't let good intentions go to waste.
context: Especially around the collar bones.\Is it tasty, Hernandez?\Rika, where did you go?\I'm busy. Where the hell are you?\Bye, Hernandez!\Oh, thanks again!\Is it any good?\Well, I can't let good intentions go to waste. response:	What did you want to talk to me about, Hernandez?
context: Is it tasty, Hernandez?\Rika, where did you go?\I'm busy. Where the hell are you?\Bye, Hernandez!\Oh, thanks again!\Is it any good?\Well, I can't let good intentions go to waste.\What did you want to talk to me about, Hernandez? response:	This one is pretty close,
context: Rika, where did you go?\I'm busy. Where the hell are you?\Bye, Hernandez!\Oh, thanks again!\Is it any good?\Well, I can't let good intentions go to waste.\What did you want to talk to me about, Hernandez?\This one is pretty close, response:	but the nose is different!
context: I'm busy. Where the hell are you?\Bye, Hernandez!\Oh, thanks again!\Is it any good?\Well, I can't let good intentions go to waste.\What did you want to talk to me about, Hernandez?\This one is pretty close,\but the nose is different! response:	The nose isn't black.
context: Bye, Hernandez!\Oh, thanks again!\Is it any good?\Well, I can't let good intentions go to waste.\What did you want to talk to me about, Hernandez?\This one is pretty close,\but the nose is different!\The nose isn't black. response:	Sorry, but here's a reward for you!
context: Oh, thanks again!\Is it any good?\Well, I can't let good intentions go to waste.\What did you want to talk to me about, Hernandez?\This one is pretty close,\but the nose is different!\The nose isn't black.\Sorry, but here's a reward for you! response:	Onee-chan's cosplay picture!
context: Is it any good?\Well, I can't let good intentions go to waste.\What did you want to talk to me about, Hernandez?\This one is pretty close,\but the nose is different!\The nose isn't black.\Sorry, but here's a reward for you!\Onee-chan's cosplay picture! response:	Here. Thanks, nyan.
context: Well, I can't let good intentions go to waste.\What did you want to talk to me about, Hernandez?\This one is pretty close,\but the nose is different!\The nose isn't black.\Sorry, but here's a reward for you!\Onee-chan's cosplay picture!\Here. Thanks, nyan. response:	I don't want this!
context: What did you want to talk to me about, Hernandez?\This one is pretty close,\but the nose is different!\The nose isn't black.\Sorry, but here's a reward for you!\Onee-chan's cosplay picture!\Here. Thanks, nyan.\I don't want this! response:	Hey, where were you while I was diligently looking for the cat?
context: This one is pretty close,\but the nose is different!\The nose isn't black.\Sorry, but here's a reward for you!\Onee-chan's cosplay picture!\Here. Thanks, nyan.\I don't want this!\Hey, where were you while I was diligently looking for the cat? response:	That's a job for women and children.
context: but the nose is different!\The nose isn't black.\Sorry, but here's a reward for you!\Onee-chan's cosplay picture!\Here. Thanks, nyan.\I don't want this!\Hey, where were you while I was diligently looking for the cat?\That's a job for women and children. response:	Those kinds of discriminative remarks aren't politically correct these days!
context: The nose isn't black.\Sorry, but here's a reward for you!\Onee-chan's cosplay picture!\Here. Thanks, nyan.\I don't want this!\Hey, where were you while I was diligently looking for the cat?\That's a job for women and children.\Those kinds of discriminative remarks aren't politically correct these days! response:	I bet you're just afraid of cats.
context: Sorry, but here's a reward for you!\Onee-chan's cosplay picture!\Here. Thanks, nyan.\I don't want this!\Hey, where were you while I was diligently looking for the cat?\That's a job for women and children.\Those kinds of discriminative remarks aren't politically correct these days!\I bet you're just afraid of cats. response:	I found out about something interesting.
