context: episode title: Kurumi response:	@gay music
context: Even if she did spread those rumors...\Wait. In rumorland, these two are backing me up,\but I'm spreading slander about them...\What exactly am I trying to do?\It was probably bullshit.\Basically...\Kurumi's just stupid.\No, Kurumi's not stupid response:	She loses track because she's always messing around,
context: Wait. In rumorland, these two are backing me up,\but I'm spreading slander about them...\What exactly am I trying to do?\It was probably bullshit.\Basically...\Kurumi's just stupid.\No, Kurumi's not stupid\She loses track because she's always messing around, response:	that dumbass.
context: but I'm spreading slander about them...\What exactly am I trying to do?\It was probably bullshit.\Basically...\Kurumi's just stupid.\No, Kurumi's not stupid\She loses track because she's always messing around,\that dumbass. response:	That's so stupid.
context: What exactly am I trying to do?\It was probably bullshit.\Basically...\Kurumi's just stupid.\No, Kurumi's not stupid\She loses track because she's always messing around,\that dumbass.\That's so stupid. response:	So what were we talking about again?
context: It was probably bullshit.\Basically...\Kurumi's just stupid.\No, Kurumi's not stupid\She loses track because she's always messing around,\that dumbass.\That's so stupid.\So what were we talking about again? response:	Shut up already!
context: Basically...\Kurumi's just stupid.\No, Kurumi's not stupid\She loses track because she's always messing around,\that dumbass.\That's so stupid.\So what were we talking about again?\Shut up already! response:	What do you expect?!
context: Kurumi's just stupid.\No, Kurumi's not stupid\She loses track because she's always messing around,\that dumbass.\That's so stupid.\So what were we talking about again?\Shut up already!\What do you expect?! response:	I'm not the only one spreading rumors.
context: No, Kurumi's not stupid\She loses track because she's always messing around,\that dumbass.\That's so stupid.\So what were we talking about again?\Shut up already!\What do you expect?!\I'm not the only one spreading rumors. response:	The Kazehaya fans made up the gang leader rumor. It just stuck.
context: She loses track because she's always messing around,\that dumbass.\That's so stupid.\So what were we talking about again?\Shut up already!\What do you expect?!\I'm not the only one spreading rumors.\The Kazehaya fans made up the gang leader rumor. It just stuck. response:	This wouldn't have been so hard if it all had worked as I'd planned.
context: that dumbass.\That's so stupid.\So what were we talking about again?\Shut up already!\What do you expect?!\I'm not the only one spreading rumors.\The Kazehaya fans made up the gang leader rumor. It just stuck.\This wouldn't have been so hard if it all had worked as I'd planned. response:	K-Kurumi-chan, that's not true, is it?
context: That's so stupid.\So what were we talking about again?\Shut up already!\What do you expect?!\I'm not the only one spreading rumors.\The Kazehaya fans made up the gang leader rumor. It just stuck.\This wouldn't have been so hard if it all had worked as I'd planned.\K-Kurumi-chan, that's not true, is it? response:	You might give people the wrong idea, saying that.
context: So what were we talking about again?\Shut up already!\What do you expect?!\I'm not the only one spreading rumors.\The Kazehaya fans made up the gang leader rumor. It just stuck.\This wouldn't have been so hard if it all had worked as I'd planned.\K-Kurumi-chan, that's not true, is it?\You might give people the wrong idea, saying that. response:	But we'll understand if we talk.
context: Shut up already!\What do you expect?!\I'm not the only one spreading rumors.\The Kazehaya fans made up the gang leader rumor. It just stuck.\This wouldn't have been so hard if it all had worked as I'd planned.\K-Kurumi-chan, that's not true, is it?\You might give people the wrong idea, saying that.\But we'll understand if we talk. response:	You wouldn't do such a
context: What do you expect?!\I'm not the only one spreading rumors.\The Kazehaya fans made up the gang leader rumor. It just stuck.\This wouldn't have been so hard if it all had worked as I'd planned.\K-Kurumi-chan, that's not true, is it?\You might give people the wrong idea, saying that.\But we'll understand if we talk.\You wouldn't do such a response:	Wrong idea?
context: I'm not the only one spreading rumors.\The Kazehaya fans made up the gang leader rumor. It just stuck.\This wouldn't have been so hard if it all had worked as I'd planned.\K-Kurumi-chan, that's not true, is it?\You might give people the wrong idea, saying that.\But we'll understand if we talk.\You wouldn't do such a\Wrong idea? response:	It's not the wrong idea.
context: The Kazehaya fans made up the gang leader rumor. It just stuck.\This wouldn't have been so hard if it all had worked as I'd planned.\K-Kurumi-chan, that's not true, is it?\You might give people the wrong idea, saying that.\But we'll understand if we talk.\You wouldn't do such a\Wrong idea?\It's not the wrong idea. response:	The rumors about these two, and that you started them...
context: This wouldn't have been so hard if it all had worked as I'd planned.\K-Kurumi-chan, that's not true, is it?\You might give people the wrong idea, saying that.\But we'll understand if we talk.\You wouldn't do such a\Wrong idea?\It's not the wrong idea.\The rumors about these two, and that you started them... response:	I started all of it.
context: K-Kurumi-chan, that's not true, is it?\You might give people the wrong idea, saying that.\But we'll understand if we talk.\You wouldn't do such a\Wrong idea?\It's not the wrong idea.\The rumors about these two, and that you started them...\I started all of it. response:	Not the wrong idea?
context: You might give people the wrong idea, saying that.\But we'll understand if we talk.\You wouldn't do such a\Wrong idea?\It's not the wrong idea.\The rumors about these two, and that you started them...\I started all of it.\Not the wrong idea? response:	Did she just admit it?
context: But we'll understand if we talk.\You wouldn't do such a\Wrong idea?\It's not the wrong idea.\The rumors about these two, and that you started them...\I started all of it.\Not the wrong idea?\Did she just admit it? response:	Yeah, just a little before you noticed.
context: You wouldn't do such a\Wrong idea?\It's not the wrong idea.\The rumors about these two, and that you started them...\I started all of it.\Not the wrong idea?\Did she just admit it?\Yeah, just a little before you noticed. response:	W-Why?
context: Wrong idea?\It's not the wrong idea.\The rumors about these two, and that you started them...\I started all of it.\Not the wrong idea?\Did she just admit it?\Yeah, just a little before you noticed.\W-Why? response:	You were in the way.
context: It's not the wrong idea.\The rumors about these two, and that you started them...\I started all of it.\Not the wrong idea?\Did she just admit it?\Yeah, just a little before you noticed.\W-Why?\You were in the way. response:	You're in the way, Sawako-chan.
context: The rumors about these two, and that you started them...\I started all of it.\Not the wrong idea?\Did she just admit it?\Yeah, just a little before you noticed.\W-Why?\You were in the way.\You're in the way, Sawako-chan. response:	I wished you'd get away from Chizu-chan and everyone else.
context: I started all of it.\Not the wrong idea?\Did she just admit it?\Yeah, just a little before you noticed.\W-Why?\You were in the way.\You're in the way, Sawako-chan.\I wished you'd get away from Chizu-chan and everyone else. response:	Kurumi-chan...
context: Not the wrong idea?\Did she just admit it?\Yeah, just a little before you noticed.\W-Why?\You were in the way.\You're in the way, Sawako-chan.\I wished you'd get away from Chizu-chan and everyone else.\Kurumi-chan... response:	You...
context: Did she just admit it?\Yeah, just a little before you noticed.\W-Why?\You were in the way.\You're in the way, Sawako-chan.\I wished you'd get away from Chizu-chan and everyone else.\Kurumi-chan...\You... response:	Yeah.
context: Yeah, just a little before you noticed.\W-Why?\You were in the way.\You're in the way, Sawako-chan.\I wished you'd get away from Chizu-chan and everyone else.\Kurumi-chan...\You...\Yeah. response:	You just noticed?
context: W-Why?\You were in the way.\You're in the way, Sawako-chan.\I wished you'd get away from Chizu-chan and everyone else.\Kurumi-chan...\You...\Yeah.\You just noticed? response:	We're friends now, right, Sawako-chan?
context: You were in the way.\You're in the way, Sawako-chan.\I wished you'd get away from Chizu-chan and everyone else.\Kurumi-chan...\You...\Yeah.\You just noticed?\We're friends now, right, Sawako-chan? response:	Friends...
context: You're in the way, Sawako-chan.\I wished you'd get away from Chizu-chan and everyone else.\Kurumi-chan...\You...\Yeah.\You just noticed?\We're friends now, right, Sawako-chan?\Friends... response:	I've never thought of you as a friend.
context: I wished you'd get away from Chizu-chan and everyone else.\Kurumi-chan...\You...\Yeah.\You just noticed?\We're friends now, right, Sawako-chan?\Friends...\I've never thought of you as a friend. response:	What a bitch!
context: Kurumi-chan...\You...\Yeah.\You just noticed?\We're friends now, right, Sawako-chan?\Friends...\I've never thought of you as a friend.\What a bitch! response:	See, that's what she's like.
context: You...\Yeah.\You just noticed?\We're friends now, right, Sawako-chan?\Friends...\I've never thought of you as a friend.\What a bitch!\See, that's what she's like. response:	Tell her, Sawako!
context: Yeah.\You just noticed?\We're friends now, right, Sawako-chan?\Friends...\I've never thought of you as a friend.\What a bitch!\See, that's what she's like.\Tell her, Sawako! response:	Come on!
context: You just noticed?\We're friends now, right, Sawako-chan?\Friends...\I've never thought of you as a friend.\What a bitch!\See, that's what she's like.\Tell her, Sawako!\Come on! response:	S-Sawako?
context: We're friends now, right, Sawako-chan?\Friends...\I've never thought of you as a friend.\What a bitch!\See, that's what she's like.\Tell her, Sawako!\Come on!\S-Sawako? response:	S-Say something to her.
context: Friends...\I've never thought of you as a friend.\What a bitch!\See, that's what she's like.\Tell her, Sawako!\Come on!\S-Sawako?\S-Say something to her. response:	I can't take it anymore.
context: I've never thought of you as a friend.\What a bitch!\See, that's what she's like.\Tell her, Sawako!\Come on!\S-Sawako?\S-Say something to her.\I can't take it anymore. response:	That's it, I'm going crazy.
context: What a bitch!\See, that's what she's like.\Tell her, Sawako!\Come on!\S-Sawako?\S-Say something to her.\I can't take it anymore.\That's it, I'm going crazy. response:	I'm going to tell her.
context: See, that's what she's like.\Tell her, Sawako!\Come on!\S-Sawako?\S-Say something to her.\I can't take it anymore.\That's it, I'm going crazy.\I'm going to tell her. response:	Okay, Yano-chin?
context: Tell her, Sawako!\Come on!\S-Sawako?\S-Say something to her.\I can't take it anymore.\That's it, I'm going crazy.\I'm going to tell her.\Okay, Yano-chin? response:	Y-Yeah.
context: Come on!\S-Sawako?\S-Say something to her.\I can't take it anymore.\That's it, I'm going crazy.\I'm going to tell her.\Okay, Yano-chin?\Y-Yeah. response:	Kurumi!
context: S-Sawako?\S-Say something to her.\I can't take it anymore.\That's it, I'm going crazy.\I'm going to tell her.\Okay, Yano-chin?\Y-Yeah.\Kurumi! response:	You piss me off with what you did, but whatever.
context: S-Say something to her.\I can't take it anymore.\That's it, I'm going crazy.\I'm going to tell her.\Okay, Yano-chin?\Y-Yeah.\Kurumi!\You piss me off with what you did, but whatever. response:	I don't even want you to apologize.
context: I can't take it anymore.\That's it, I'm going crazy.\I'm going to tell her.\Okay, Yano-chin?\Y-Yeah.\Kurumi!\You piss me off with what you did, but whatever.\I don't even want you to apologize. response:	Say what you want about me,
context: That's it, I'm going crazy.\I'm going to tell her.\Okay, Yano-chin?\Y-Yeah.\Kurumi!\You piss me off with what you did, but whatever.\I don't even want you to apologize.\Say what you want about me, response:	but don't talk about Yano-chin or Sawako like you know anything about them!
context: I'm going to tell her.\Okay, Yano-chin?\Y-Yeah.\Kurumi!\You piss me off with what you did, but whatever.\I don't even want you to apologize.\Say what you want about me,\but don't talk about Yano-chin or Sawako like you know anything about them! response:	And don't ever make Sawako cry ever again!
context: Okay, Yano-chin?\Y-Yeah.\Kurumi!\You piss me off with what you did, but whatever.\I don't even want you to apologize.\Say what you want about me,\but don't talk about Yano-chin or Sawako like you know anything about them!\And don't ever make Sawako cry ever again! response:	I've had it with this rumor stuff.
context: Y-Yeah.\Kurumi!\You piss me off with what you did, but whatever.\I don't even want you to apologize.\Say what you want about me,\but don't talk about Yano-chin or Sawako like you know anything about them!\And don't ever make Sawako cry ever again!\I've had it with this rumor stuff. response:	I feel better now.
context: Kurumi!\You piss me off with what you did, but whatever.\I don't even want you to apologize.\Say what you want about me,\but don't talk about Yano-chin or Sawako like you know anything about them!\And don't ever make Sawako cry ever again!\I've had it with this rumor stuff.\I feel better now. response:	I love you man, seriously.
context: You piss me off with what you did, but whatever.\I don't even want you to apologize.\Say what you want about me,\but don't talk about Yano-chin or Sawako like you know anything about them!\And don't ever make Sawako cry ever again!\I've had it with this rumor stuff.\I feel better now.\I love you man, seriously. response:	I want to live like you.
context: I don't even want you to apologize.\Say what you want about me,\but don't talk about Yano-chin or Sawako like you know anything about them!\And don't ever make Sawako cry ever again!\I've had it with this rumor stuff.\I feel better now.\I love you man, seriously.\I want to live like you. response:	Yoshida-san...
context: Say what you want about me,\but don't talk about Yano-chin or Sawako like you know anything about them!\And don't ever make Sawako cry ever again!\I've had it with this rumor stuff.\I feel better now.\I love you man, seriously.\I want to live like you.\Yoshida-san... response:	And don't take advantage of people either.
context: but don't talk about Yano-chin or Sawako like you know anything about them!\And don't ever make Sawako cry ever again!\I've had it with this rumor stuff.\I feel better now.\I love you man, seriously.\I want to live like you.\Yoshida-san...\And don't take advantage of people either. response:	What a waste of breath.
context: And don't ever make Sawako cry ever again!\I've had it with this rumor stuff.\I feel better now.\I love you man, seriously.\I want to live like you.\Yoshida-san...\And don't take advantage of people either.\What a waste of breath. response:	There, I said it.
context: I've had it with this rumor stuff.\I feel better now.\I love you man, seriously.\I want to live like you.\Yoshida-san...\And don't take advantage of people either.\What a waste of breath.\There, I said it. response:	She's not awesome anymore.
context: I feel better now.\I love you man, seriously.\I want to live like you.\Yoshida-san...\And don't take advantage of people either.\What a waste of breath.\There, I said it.\She's not awesome anymore. response:	It's still not fair, Sawako-chan.
context: I love you man, seriously.\I want to live like you.\Yoshida-san...\And don't take advantage of people either.\What a waste of breath.\There, I said it.\She's not awesome anymore.\It's still not fair, Sawako-chan. response:	What's wrong with using people?
context: I want to live like you.\Yoshida-san...\And don't take advantage of people either.\What a waste of breath.\There, I said it.\She's not awesome anymore.\It's still not fair, Sawako-chan.\What's wrong with using people? response:	Everyone takes advantage of me too, and then they toss me out when they're done.
context: Yoshida-san...\And don't take advantage of people either.\What a waste of breath.\There, I said it.\She's not awesome anymore.\It's still not fair, Sawako-chan.\What's wrong with using people?\Everyone takes advantage of me too, and then they toss me out when they're done. response:	Why is it wrong for me to use people?
context: And don't take advantage of people either.\What a waste of breath.\There, I said it.\She's not awesome anymore.\It's still not fair, Sawako-chan.\What's wrong with using people?\Everyone takes advantage of me too, and then they toss me out when they're done.\Why is it wrong for me to use people? response:	Oh, now she's being defensive.
context: What a waste of breath.\There, I said it.\She's not awesome anymore.\It's still not fair, Sawako-chan.\What's wrong with using people?\Everyone takes advantage of me too, and then they toss me out when they're done.\Why is it wrong for me to use people?\Oh, now she's being defensive. response:	So you don't intend to change your ways?
context: There, I said it.\She's not awesome anymore.\It's still not fair, Sawako-chan.\What's wrong with using people?\Everyone takes advantage of me too, and then they toss me out when they're done.\Why is it wrong for me to use people?\Oh, now she's being defensive.\So you don't intend to change your ways? response:	Why should I have to?
context: She's not awesome anymore.\It's still not fair, Sawako-chan.\What's wrong with using people?\Everyone takes advantage of me too, and then they toss me out when they're done.\Why is it wrong for me to use people?\Oh, now she's being defensive.\So you don't intend to change your ways?\Why should I have to? response:	Yeah? Fine.
context: It's still not fair, Sawako-chan.\What's wrong with using people?\Everyone takes advantage of me too, and then they toss me out when they're done.\Why is it wrong for me to use people?\Oh, now she's being defensive.\So you don't intend to change your ways?\Why should I have to?\Yeah? Fine. response:	You should know that I'm not as simple-minded as Chizu.
context: What's wrong with using people?\Everyone takes advantage of me too, and then they toss me out when they're done.\Why is it wrong for me to use people?\Oh, now she's being defensive.\So you don't intend to change your ways?\Why should I have to?\Yeah? Fine.\You should know that I'm not as simple-minded as Chizu. response:	You don't care if Kazehaya finds out about this?
context: Everyone takes advantage of me too, and then they toss me out when they're done.\Why is it wrong for me to use people?\Oh, now she's being defensive.\So you don't intend to change your ways?\Why should I have to?\Yeah? Fine.\You should know that I'm not as simple-minded as Chizu.\You don't care if Kazehaya finds out about this? response:	I think I'll go tell him right now.
context: Why is it wrong for me to use people?\Oh, now she's being defensive.\So you don't intend to change your ways?\Why should I have to?\Yeah? Fine.\You should know that I'm not as simple-minded as Chizu.\You don't care if Kazehaya finds out about this?\I think I'll go tell him right now. response:	Seriously?
context: Oh, now she's being defensive.\So you don't intend to change your ways?\Why should I have to?\Yeah? Fine.\You should know that I'm not as simple-minded as Chizu.\You don't care if Kazehaya finds out about this?\I think I'll go tell him right now.\Seriously? response:	Y-Yano-san
context: So you don't intend to change your ways?\Why should I have to?\Yeah? Fine.\You should know that I'm not as simple-minded as Chizu.\You don't care if Kazehaya finds out about this?\I think I'll go tell him right now.\Seriously?\Y-Yano-san response:	Go ahead.
context: Why should I have to?\Yeah? Fine.\You should know that I'm not as simple-minded as Chizu.\You don't care if Kazehaya finds out about this?\I think I'll go tell him right now.\Seriously?\Y-Yano-san\Go ahead. response:	Go ahead, tell him.
context: Yeah? Fine.\You should know that I'm not as simple-minded as Chizu.\You don't care if Kazehaya finds out about this?\I think I'll go tell him right now.\Seriously?\Y-Yano-san\Go ahead.\Go ahead, tell him. response:	Okay, I'll do it.
context: You should know that I'm not as simple-minded as Chizu.\You don't care if Kazehaya finds out about this?\I think I'll go tell him right now.\Seriously?\Y-Yano-san\Go ahead.\Go ahead, tell him.\Okay, I'll do it. response:	Hey, Chizu, volley-ball's next.
context: You don't care if Kazehaya finds out about this?\I think I'll go tell him right now.\Seriously?\Y-Yano-san\Go ahead.\Go ahead, tell him.\Okay, I'll do it.\Hey, Chizu, volley-ball's next. response:	Oh, right.
context: I think I'll go tell him right now.\Seriously?\Y-Yano-san\Go ahead.\Go ahead, tell him.\Okay, I'll do it.\Hey, Chizu, volley-ball's next.\Oh, right. response:	Come on, Sawako, forget about her.
context: Seriously?\Y-Yano-san\Go ahead.\Go ahead, tell him.\Okay, I'll do it.\Hey, Chizu, volley-ball's next.\Oh, right.\Come on, Sawako, forget about her. response:	What?
context: Y-Yano-san\Go ahead.\Go ahead, tell him.\Okay, I'll do it.\Hey, Chizu, volley-ball's next.\Oh, right.\Come on, Sawako, forget about her.\What? response:	Go.
context: Go ahead.\Go ahead, tell him.\Okay, I'll do it.\Hey, Chizu, volley-ball's next.\Oh, right.\Come on, Sawako, forget about her.\What?\Go. response:	You have to tell Kazehaya about me, don't you?
context: Go ahead, tell him.\Okay, I'll do it.\Hey, Chizu, volley-ball's next.\Oh, right.\Come on, Sawako, forget about her.\What?\Go.\You have to tell Kazehaya about me, don't you? response:	Get him to feel sorry for you again.
context: Okay, I'll do it.\Hey, Chizu, volley-ball's next.\Oh, right.\Come on, Sawako, forget about her.\What?\Go.\You have to tell Kazehaya about me, don't you?\Get him to feel sorry for you again. response:	C-Chizu-chan! Ayane-chan!
context: Hey, Chizu, volley-ball's next.\Oh, right.\Come on, Sawako, forget about her.\What?\Go.\You have to tell Kazehaya about me, don't you?\Get him to feel sorry for you again.\C-Chizu-chan! Ayane-chan! response:	C-Chizu-chan, huh?
context: Oh, right.\Come on, Sawako, forget about her.\What?\Go.\You have to tell Kazehaya about me, don't you?\Get him to feel sorry for you again.\C-Chizu-chan! Ayane-chan!\C-Chizu-chan, huh? response:	She sort of said it earlier too.
context: Come on, Sawako, forget about her.\What?\Go.\You have to tell Kazehaya about me, don't you?\Get him to feel sorry for you again.\C-Chizu-chan! Ayane-chan!\C-Chizu-chan, huh?\She sort of said it earlier too. response:	Don't tell him.
context: What?\Go.\You have to tell Kazehaya about me, don't you?\Get him to feel sorry for you again.\C-Chizu-chan! Ayane-chan!\C-Chizu-chan, huh?\She sort of said it earlier too.\Don't tell him. response:	Go ahead.
context: Go.\You have to tell Kazehaya about me, don't you?\Get him to feel sorry for you again.\C-Chizu-chan! Ayane-chan!\C-Chizu-chan, huh?\She sort of said it earlier too.\Don't tell him.\Go ahead. response:	I don't know why she'd say such a thing,
context: You have to tell Kazehaya about me, don't you?\Get him to feel sorry for you again.\C-Chizu-chan! Ayane-chan!\C-Chizu-chan, huh?\She sort of said it earlier too.\Don't tell him.\Go ahead.\I don't know why she'd say such a thing, response:	but that wasn't really her talking.
context: Get him to feel sorry for you again.\C-Chizu-chan! Ayane-chan!\C-Chizu-chan, huh?\She sort of said it earlier too.\Don't tell him.\Go ahead.\I don't know why she'd say such a thing,\but that wasn't really her talking. response:	Go ahead, tell him.
context: C-Chizu-chan! Ayane-chan!\C-Chizu-chan, huh?\She sort of said it earlier too.\Don't tell him.\Go ahead.\I don't know why she'd say such a thing,\but that wasn't really her talking.\Go ahead, tell him. response:	It couldn't have been.
context: C-Chizu-chan, huh?\She sort of said it earlier too.\Don't tell him.\Go ahead.\I don't know why she'd say such a thing,\but that wasn't really her talking.\Go ahead, tell him.\It couldn't have been. response:	I don't want you to tell him.
context: She sort of said it earlier too.\Don't tell him.\Go ahead.\I don't know why she'd say such a thing,\but that wasn't really her talking.\Go ahead, tell him.\It couldn't have been.\I don't want you to tell him. response:	Well I'm not really interested in that stuff, but...
context: Don't tell him.\Go ahead.\I don't know why she'd say such a thing,\but that wasn't really her talking.\Go ahead, tell him.\It couldn't have been.\I don't want you to tell him.\Well I'm not really interested in that stuff, but... response:	Fine with me, if that's what you want;
context: Go ahead.\I don't know why she'd say such a thing,\but that wasn't really her talking.\Go ahead, tell him.\It couldn't have been.\I don't want you to tell him.\Well I'm not really interested in that stuff, but...\Fine with me, if that's what you want; response:	but really?
context: I don't know why she'd say such a thing,\but that wasn't really her talking.\Go ahead, tell him.\It couldn't have been.\I don't want you to tell him.\Well I'm not really interested in that stuff, but...\Fine with me, if that's what you want;\but really? response:	Yeah.
context: but that wasn't really her talking.\Go ahead, tell him.\It couldn't have been.\I don't want you to tell him.\Well I'm not really interested in that stuff, but...\Fine with me, if that's what you want;\but really?\Yeah. response:	She wouldn't want someone she likes to think bad of her.
context: Go ahead, tell him.\It couldn't have been.\I don't want you to tell him.\Well I'm not really interested in that stuff, but...\Fine with me, if that's what you want;\but really?\Yeah.\She wouldn't want someone she likes to think bad of her. response:	Hey, Sawako,
context: It couldn't have been.\I don't want you to tell him.\Well I'm not really interested in that stuff, but...\Fine with me, if that's what you want;\but really?\Yeah.\She wouldn't want someone she likes to think bad of her.\Hey, Sawako, response:	I screwed up. Sorry.
context: I don't want you to tell him.\Well I'm not really interested in that stuff, but...\Fine with me, if that's what you want;\but really?\Yeah.\She wouldn't want someone she likes to think bad of her.\Hey, Sawako,\I screwed up. Sorry. response:	I didn't think you'd be so hurt by this.
context: Well I'm not really interested in that stuff, but...\Fine with me, if that's what you want;\but really?\Yeah.\She wouldn't want someone she likes to think bad of her.\Hey, Sawako,\I screwed up. Sorry.\I didn't think you'd be so hurt by this. response:	Well, I did,
context: Fine with me, if that's what you want;\but really?\Yeah.\She wouldn't want someone she likes to think bad of her.\Hey, Sawako,\I screwed up. Sorry.\I didn't think you'd be so hurt by this.\Well, I did, response:	but I had my own motives.
context: but really?\Yeah.\She wouldn't want someone she likes to think bad of her.\Hey, Sawako,\I screwed up. Sorry.\I didn't think you'd be so hurt by this.\Well, I did,\but I had my own motives. response:	Seriously, what motives”?
context: Yeah.\She wouldn't want someone she likes to think bad of her.\Hey, Sawako,\I screwed up. Sorry.\I didn't think you'd be so hurt by this.\Well, I did,\but I had my own motives.\Seriously, what motives”? response:	I didn't know she felt that way for my sake.
context: She wouldn't want someone she likes to think bad of her.\Hey, Sawako,\I screwed up. Sorry.\I didn't think you'd be so hurt by this.\Well, I did,\but I had my own motives.\Seriously, what motives”?\I didn't know she felt that way for my sake. response:	I-I'm so sorry too.
context: Hey, Sawako,\I screwed up. Sorry.\I didn't think you'd be so hurt by this.\Well, I did,\but I had my own motives.\Seriously, what motives”?\I didn't know she felt that way for my sake.\I-I'm so sorry too. response:	I'm sorry I got you into this.
