context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: We have to make the first move!\Let us rescue your companion, and have you go into hiding.\If the church steps in and prosecutes us,\we cannot do anything but act like docile sheep.\You cannot hide as long as you remain in this city.\Then I'll escape with her outside the city!\Unless you're really lucky, you'll be captured.\You may be prosecuted even if you take her to a different city. response:	They can't be stopped.
context: Let us rescue your companion, and have you go into hiding.\If the church steps in and prosecutes us,\we cannot do anything but act like docile sheep.\You cannot hide as long as you remain in this city.\Then I'll escape with her outside the city!\Unless you're really lucky, you'll be captured.\You may be prosecuted even if you take her to a different city.\They can't be stopped. response:	With the possible profit they can gain,
context: If the church steps in and prosecutes us,\we cannot do anything but act like docile sheep.\You cannot hide as long as you remain in this city.\Then I'll escape with her outside the city!\Unless you're really lucky, you'll be captured.\You may be prosecuted even if you take her to a different city.\They can't be stopped.\With the possible profit they can gain, response:	we won't be able to settle this with money.
context: we cannot do anything but act like docile sheep.\You cannot hide as long as you remain in this city.\Then I'll escape with her outside the city!\Unless you're really lucky, you'll be captured.\You may be prosecuted even if you take her to a different city.\They can't be stopped.\With the possible profit they can gain,\we won't be able to settle this with money. response:	If only we had a trump card that could counter them.
context: You cannot hide as long as you remain in this city.\Then I'll escape with her outside the city!\Unless you're really lucky, you'll be captured.\You may be prosecuted even if you take her to a different city.\They can't be stopped.\With the possible profit they can gain,\we won't be able to settle this with money.\If only we had a trump card that could counter them. response:	There is one.
context: Then I'll escape with her outside the city!\Unless you're really lucky, you'll be captured.\You may be prosecuted even if you take her to a different city.\They can't be stopped.\With the possible profit they can gain,\we won't be able to settle this with money.\If only we had a trump card that could counter them.\There is one. response:	We will file a complaint to the church
context: Unless you're really lucky, you'll be captured.\You may be prosecuted even if you take her to a different city.\They can't be stopped.\With the possible profit they can gain,\we won't be able to settle this with money.\If only we had a trump card that could counter them.\There is one.\We will file a complaint to the church response:	that the Medioh Company has taken your companion and is bribing you.
context: You may be prosecuted even if you take her to a different city.\They can't be stopped.\With the possible profit they can gain,\we won't be able to settle this with money.\If only we had a trump card that could counter them.\There is one.\We will file a complaint to the church\that the Medioh Company has taken your companion and is bribing you. response:	But by doing so, it'll be problematic for them, won't it?
context: They can't be stopped.\With the possible profit they can gain,\we won't be able to settle this with money.\If only we had a trump card that could counter them.\There is one.\We will file a complaint to the church\that the Medioh Company has taken your companion and is bribing you.\But by doing so, it'll be problematic for them, won't it? response:	At the worst, they'll bring unfavorable testimony against us.
context: With the possible profit they can gain,\we won't be able to settle this with money.\If only we had a trump card that could counter them.\There is one.\We will file a complaint to the church\that the Medioh Company has taken your companion and is bribing you.\But by doing so, it'll be problematic for them, won't it?\At the worst, they'll bring unfavorable testimony against us. response:	I'm sure they would.
context: we won't be able to settle this with money.\If only we had a trump card that could counter them.\There is one.\We will file a complaint to the church\that the Medioh Company has taken your companion and is bribing you.\But by doing so, it'll be problematic for them, won't it?\At the worst, they'll bring unfavorable testimony against us.\I'm sure they would. response:	The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni.
context: If only we had a trump card that could counter them.\There is one.\We will file a complaint to the church\that the Medioh Company has taken your companion and is bribing you.\But by doing so, it'll be problematic for them, won't it?\At the worst, they'll bring unfavorable testimony against us.\I'm sure they would.\The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni. response:	According to our research, the royal family is financially conservative right now.
context: There is one.\We will file a complaint to the church\that the Medioh Company has taken your companion and is bribing you.\But by doing so, it'll be problematic for them, won't it?\At the worst, they'll bring unfavorable testimony against us.\I'm sure they would.\The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni.\According to our research, the royal family is financially conservative right now. response:	Yes, most likely.
context: We will file a complaint to the church\that the Medioh Company has taken your companion and is bribing you.\But by doing so, it'll be problematic for them, won't it?\At the worst, they'll bring unfavorable testimony against us.\I'm sure they would.\The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni.\According to our research, the royal family is financially conservative right now.\Yes, most likely. response:	They are planning to gather the circulating coins, break them down,
context: that the Medioh Company has taken your companion and is bribing you.\But by doing so, it'll be problematic for them, won't it?\At the worst, they'll bring unfavorable testimony against us.\I'm sure they would.\The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni.\According to our research, the royal family is financially conservative right now.\Yes, most likely.\They are planning to gather the circulating coins, break them down, response:	lower the silver content, and increase the number of coins.
context: But by doing so, it'll be problematic for them, won't it?\At the worst, they'll bring unfavorable testimony against us.\I'm sure they would.\The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni.\According to our research, the royal family is financially conservative right now.\Yes, most likely.\They are planning to gather the circulating coins, break them down,\lower the silver content, and increase the number of coins. response:	If ten coins become thirteen, there would be an extra three coins as a result.
context: At the worst, they'll bring unfavorable testimony against us.\I'm sure they would.\The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni.\According to our research, the royal family is financially conservative right now.\Yes, most likely.\They are planning to gather the circulating coins, break them down,\lower the silver content, and increase the number of coins.\If ten coins become thirteen, there would be an extra three coins as a result. response:	There would be more funds, but at the same time, the country's prestige would decline.
context: I'm sure they would.\The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni.\According to our research, the royal family is financially conservative right now.\Yes, most likely.\They are planning to gather the circulating coins, break them down,\lower the silver content, and increase the number of coins.\If ten coins become thirteen, there would be an extra three coins as a result.\There would be more funds, but at the same time, the country's prestige would decline. response:	In the long term, the drawbacks would have a greater effect.
context: The greatest profit from the silver coins is the privileges we can receive from the King of Thoreni.\According to our research, the royal family is financially conservative right now.\Yes, most likely.\They are planning to gather the circulating coins, break them down,\lower the silver content, and increase the number of coins.\If ten coins become thirteen, there would be an extra three coins as a result.\There would be more funds, but at the same time, the country's prestige would decline.\In the long term, the drawbacks would have a greater effect. response:	Even so, Thoreni's royal family is willing to do it,
context: According to our research, the royal family is financially conservative right now.\Yes, most likely.\They are planning to gather the circulating coins, break them down,\lower the silver content, and increase the number of coins.\If ten coins become thirteen, there would be an extra three coins as a result.\There would be more funds, but at the same time, the country's prestige would decline.\In the long term, the drawbacks would have a greater effect.\Even so, Thoreni's royal family is willing to do it, response:	showing how much of a financial problem they have.
context: Yes, most likely.\They are planning to gather the circulating coins, break them down,\lower the silver content, and increase the number of coins.\If ten coins become thirteen, there would be an extra three coins as a result.\There would be more funds, but at the same time, the country's prestige would decline.\In the long term, the drawbacks would have a greater effect.\Even so, Thoreni's royal family is willing to do it,\showing how much of a financial problem they have. response:	Therefore,
context: They are planning to gather the circulating coins, break them down,\lower the silver content, and increase the number of coins.\If ten coins become thirteen, there would be an extra three coins as a result.\There would be more funds, but at the same time, the country's prestige would decline.\In the long term, the drawbacks would have a greater effect.\Even so, Thoreni's royal family is willing to do it,\showing how much of a financial problem they have.\Therefore, response:	depending on the negotiations, we can have first claim to the royal family's mining,
context: lower the silver content, and increase the number of coins.\If ten coins become thirteen, there would be an extra three coins as a result.\There would be more funds, but at the same time, the country's prestige would decline.\In the long term, the drawbacks would have a greater effect.\Even so, Thoreni's royal family is willing to do it,\showing how much of a financial problem they have.\Therefore,\depending on the negotiations, we can have first claim to the royal family's mining, response:	military, tariff, and ruling rights, and so on.
context: If ten coins become thirteen, there would be an extra three coins as a result.\There would be more funds, but at the same time, the country's prestige would decline.\In the long term, the drawbacks would have a greater effect.\Even so, Thoreni's royal family is willing to do it,\showing how much of a financial problem they have.\Therefore,\depending on the negotiations, we can have first claim to the royal family's mining,\military, tariff, and ruling rights, and so on. response:	That's right.
context: There would be more funds, but at the same time, the country's prestige would decline.\In the long term, the drawbacks would have a greater effect.\Even so, Thoreni's royal family is willing to do it,\showing how much of a financial problem they have.\Therefore,\depending on the negotiations, we can have first claim to the royal family's mining,\military, tariff, and ruling rights, and so on.\That's right. response:	Then, how about this?
context: In the long term, the drawbacks would have a greater effect.\Even so, Thoreni's royal family is willing to do it,\showing how much of a financial problem they have.\Therefore,\depending on the negotiations, we can have first claim to the royal family's mining,\military, tariff, and ruling rights, and so on.\That's right.\Then, how about this? response:	Before Medioh prosecutes,
context: Even so, Thoreni's royal family is willing to do it,\showing how much of a financial problem they have.\Therefore,\depending on the negotiations, we can have first claim to the royal family's mining,\military, tariff, and ruling rights, and so on.\That's right.\Then, how about this?\Before Medioh prosecutes, response:	you finish the negotiations with the Thoreni silver coins,
context: showing how much of a financial problem they have.\Therefore,\depending on the negotiations, we can have first claim to the royal family's mining,\military, tariff, and ruling rights, and so on.\That's right.\Then, how about this?\Before Medioh prosecutes,\you finish the negotiations with the Thoreni silver coins, response:	and use the privileges as a negotiation card.
context: Therefore,\depending on the negotiations, we can have first claim to the royal family's mining,\military, tariff, and ruling rights, and so on.\That's right.\Then, how about this?\Before Medioh prosecutes,\you finish the negotiations with the Thoreni silver coins,\and use the privileges as a negotiation card. response:	I'm sure we won't get all the privileges, though.
context: depending on the negotiations, we can have first claim to the royal family's mining,\military, tariff, and ruling rights, and so on.\That's right.\Then, how about this?\Before Medioh prosecutes,\you finish the negotiations with the Thoreni silver coins,\and use the privileges as a negotiation card.\I'm sure we won't get all the privileges, though. response:	Are you saying to make them buy it?
context: military, tariff, and ruling rights, and so on.\That's right.\Then, how about this?\Before Medioh prosecutes,\you finish the negotiations with the Thoreni silver coins,\and use the privileges as a negotiation card.\I'm sure we won't get all the privileges, though.\Are you saying to make them buy it? response:	Rather than taking you out and making them think that buying would solve this matter,
context: That's right.\Then, how about this?\Before Medioh prosecutes,\you finish the negotiations with the Thoreni silver coins,\and use the privileges as a negotiation card.\I'm sure we won't get all the privileges, though.\Are you saying to make them buy it?\Rather than taking you out and making them think that buying would solve this matter, response:	I'm sure that the Medioh Company will pay.
context: Then, how about this?\Before Medioh prosecutes,\you finish the negotiations with the Thoreni silver coins,\and use the privileges as a negotiation card.\I'm sure we won't get all the privileges, though.\Are you saying to make them buy it?\Rather than taking you out and making them think that buying would solve this matter,\I'm sure that the Medioh Company will pay. response:	But they're holding on to a card that may cause us to be burned at the stakes.
context: Before Medioh prosecutes,\you finish the negotiations with the Thoreni silver coins,\and use the privileges as a negotiation card.\I'm sure we won't get all the privileges, though.\Are you saying to make them buy it?\Rather than taking you out and making them think that buying would solve this matter,\I'm sure that the Medioh Company will pay.\But they're holding on to a card that may cause us to be burned at the stakes. response:	No.
context: you finish the negotiations with the Thoreni silver coins,\and use the privileges as a negotiation card.\I'm sure we won't get all the privileges, though.\Are you saying to make them buy it?\Rather than taking you out and making them think that buying would solve this matter,\I'm sure that the Medioh Company will pay.\But they're holding on to a card that may cause us to be burned at the stakes.\No. response:	If the Kingdom of Thoreni has a dispute with the church, they won't win.
context: and use the privileges as a negotiation card.\I'm sure we won't get all the privileges, though.\Are you saying to make them buy it?\Rather than taking you out and making them think that buying would solve this matter,\I'm sure that the Medioh Company will pay.\But they're holding on to a card that may cause us to be burned at the stakes.\No.\If the Kingdom of Thoreni has a dispute with the church, they won't win. response:	I'm positive that they wouldn't want it to be known that they did business
context: I'm sure we won't get all the privileges, though.\Are you saying to make them buy it?\Rather than taking you out and making them think that buying would solve this matter,\I'm sure that the Medioh Company will pay.\But they're holding on to a card that may cause us to be burned at the stakes.\No.\If the Kingdom of Thoreni has a dispute with the church, they won't win.\I'm positive that they wouldn't want it to be known that they did business response:	with a company that could cause them to be burned as well.
context: Are you saying to make them buy it?\Rather than taking you out and making them think that buying would solve this matter,\I'm sure that the Medioh Company will pay.\But they're holding on to a card that may cause us to be burned at the stakes.\No.\If the Kingdom of Thoreni has a dispute with the church, they won't win.\I'm positive that they wouldn't want it to be known that they did business\with a company that could cause them to be burned as well. response:	If the church turns its eyes toward us,
context: Rather than taking you out and making them think that buying would solve this matter,\I'm sure that the Medioh Company will pay.\But they're holding on to a card that may cause us to be burned at the stakes.\No.\If the Kingdom of Thoreni has a dispute with the church, they won't win.\I'm positive that they wouldn't want it to be known that they did business\with a company that could cause them to be burned as well.\If the church turns its eyes toward us, response:	they'll think of us as the main perpetrators for the dealings and treat us as enemies.
context: I'm sure that the Medioh Company will pay.\But they're holding on to a card that may cause us to be burned at the stakes.\No.\If the Kingdom of Thoreni has a dispute with the church, they won't win.\I'm positive that they wouldn't want it to be known that they did business\with a company that could cause them to be burned as well.\If the church turns its eyes toward us,\they'll think of us as the main perpetrators for the dealings and treat us as enemies. response:	The Medioh Company won't make any accusations that would provoke the king's malice.
context: But they're holding on to a card that may cause us to be burned at the stakes.\No.\If the Kingdom of Thoreni has a dispute with the church, they won't win.\I'm positive that they wouldn't want it to be known that they did business\with a company that could cause them to be burned as well.\If the church turns its eyes toward us,\they'll think of us as the main perpetrators for the dealings and treat us as enemies.\The Medioh Company won't make any accusations that would provoke the king's malice. response:	I see, but even so, I'm sure they won't give up quietly.
context: No.\If the Kingdom of Thoreni has a dispute with the church, they won't win.\I'm positive that they wouldn't want it to be known that they did business\with a company that could cause them to be burned as well.\If the church turns its eyes toward us,\they'll think of us as the main perpetrators for the dealings and treat us as enemies.\The Medioh Company won't make any accusations that would provoke the king's malice.\I see, but even so, I'm sure they won't give up quietly. response:	All that's left is forced double suicide.
context: If the Kingdom of Thoreni has a dispute with the church, they won't win.\I'm positive that they wouldn't want it to be known that they did business\with a company that could cause them to be burned as well.\If the church turns its eyes toward us,\they'll think of us as the main perpetrators for the dealings and treat us as enemies.\The Medioh Company won't make any accusations that would provoke the king's malice.\I see, but even so, I'm sure they won't give up quietly.\All that's left is forced double suicide. response:	We'll add your companion as a condition for the privileges, then.
context: I'm positive that they wouldn't want it to be known that they did business\with a company that could cause them to be burned as well.\If the church turns its eyes toward us,\they'll think of us as the main perpetrators for the dealings and treat us as enemies.\The Medioh Company won't make any accusations that would provoke the king's malice.\I see, but even so, I'm sure they won't give up quietly.\All that's left is forced double suicide.\We'll add your companion as a condition for the privileges, then. response:	That's right.
context: with a company that could cause them to be burned as well.\If the church turns its eyes toward us,\they'll think of us as the main perpetrators for the dealings and treat us as enemies.\The Medioh Company won't make any accusations that would provoke the king's malice.\I see, but even so, I'm sure they won't give up quietly.\All that's left is forced double suicide.\We'll add your companion as a condition for the privileges, then.\That's right. response:	It's methodically sound,
context: If the church turns its eyes toward us,\they'll think of us as the main perpetrators for the dealings and treat us as enemies.\The Medioh Company won't make any accusations that would provoke the king's malice.\I see, but even so, I'm sure they won't give up quietly.\All that's left is forced double suicide.\We'll add your companion as a condition for the privileges, then.\That's right.\It's methodically sound, response:	but it is too difficult.
context: they'll think of us as the main perpetrators for the dealings and treat us as enemies.\The Medioh Company won't make any accusations that would provoke the king's malice.\I see, but even so, I'm sure they won't give up quietly.\All that's left is forced double suicide.\We'll add your companion as a condition for the privileges, then.\That's right.\It's methodically sound,\but it is too difficult. response:	From my guess, the Medioh Company hasn't accumulated many silver coins yet.
context: The Medioh Company won't make any accusations that would provoke the king's malice.\I see, but even so, I'm sure they won't give up quietly.\All that's left is forced double suicide.\We'll add your companion as a condition for the privileges, then.\That's right.\It's methodically sound,\but it is too difficult.\From my guess, the Medioh Company hasn't accumulated many silver coins yet. response:	What's your basis for that?
context: I see, but even so, I'm sure they won't give up quietly.\All that's left is forced double suicide.\We'll add your companion as a condition for the privileges, then.\That's right.\It's methodically sound,\but it is too difficult.\From my guess, the Medioh Company hasn't accumulated many silver coins yet.\What's your basis for that? response:	If they did have enough coins,
context: All that's left is forced double suicide.\We'll add your companion as a condition for the privileges, then.\That's right.\It's methodically sound,\but it is too difficult.\From my guess, the Medioh Company hasn't accumulated many silver coins yet.\What's your basis for that?\If they did have enough coins, response:	they would have taken Horo to the church when they captured her.
context: We'll add your companion as a condition for the privileges, then.\That's right.\It's methodically sound,\but it is too difficult.\From my guess, the Medioh Company hasn't accumulated many silver coins yet.\What's your basis for that?\If they did have enough coins,\they would have taken Horo to the church when they captured her. response:	But instead,
context: That's right.\It's methodically sound,\but it is too difficult.\From my guess, the Medioh Company hasn't accumulated many silver coins yet.\What's your basis for that?\If they did have enough coins,\they would have taken Horo to the church when they captured her.\But instead, response:	they made it so that we wouldn't take action because of their lack in confidence.
context: It's methodically sound,\but it is too difficult.\From my guess, the Medioh Company hasn't accumulated many silver coins yet.\What's your basis for that?\If they did have enough coins,\they would have taken Horo to the church when they captured her.\But instead,\they made it so that we wouldn't take action because of their lack in confidence. response:	This is a dealing that will take advantage of the King's weakness.
context: but it is too difficult.\From my guess, the Medioh Company hasn't accumulated many silver coins yet.\What's your basis for that?\If they did have enough coins,\they would have taken Horo to the church when they captured her.\But instead,\they made it so that we wouldn't take action because of their lack in confidence.\This is a dealing that will take advantage of the King's weakness. response:	I don't think they will do anything showy to resolve this matter.
context: From my guess, the Medioh Company hasn't accumulated many silver coins yet.\What's your basis for that?\If they did have enough coins,\they would have taken Horo to the church when they captured her.\But instead,\they made it so that we wouldn't take action because of their lack in confidence.\This is a dealing that will take advantage of the King's weakness.\I don't think they will do anything showy to resolve this matter. response:	What do you intend to do, Lawrence?
context: What's your basis for that?\If they did have enough coins,\they would have taken Horo to the church when they captured her.\But instead,\they made it so that we wouldn't take action because of their lack in confidence.\This is a dealing that will take advantage of the King's weakness.\I don't think they will do anything showy to resolve this matter.\What do you intend to do, Lawrence? response:	I will take Horo back and keep running until the negotiations are complete.
context: If they did have enough coins,\they would have taken Horo to the church when they captured her.\But instead,\they made it so that we wouldn't take action because of their lack in confidence.\This is a dealing that will take advantage of the King's weakness.\I don't think they will do anything showy to resolve this matter.\What do you intend to do, Lawrence?\I will take Horo back and keep running until the negotiations are complete. response:	That's reckless!
context: they would have taken Horo to the church when they captured her.\But instead,\they made it so that we wouldn't take action because of their lack in confidence.\This is a dealing that will take advantage of the King's weakness.\I don't think they will do anything showy to resolve this matter.\What do you intend to do, Lawrence?\I will take Horo back and keep running until the negotiations are complete.\That's reckless! response:	Even if I can't run, I believe I will be able to buy time.
context: But instead,\they made it so that we wouldn't take action because of their lack in confidence.\This is a dealing that will take advantage of the King's weakness.\I don't think they will do anything showy to resolve this matter.\What do you intend to do, Lawrence?\I will take Horo back and keep running until the negotiations are complete.\That's reckless!\Even if I can't run, I believe I will be able to buy time. response:	During that time, you should gather coins and attend the negotiations.
context: they made it so that we wouldn't take action because of their lack in confidence.\This is a dealing that will take advantage of the King's weakness.\I don't think they will do anything showy to resolve this matter.\What do you intend to do, Lawrence?\I will take Horo back and keep running until the negotiations are complete.\That's reckless!\Even if I can't run, I believe I will be able to buy time.\During that time, you should gather coins and attend the negotiations. response:	It's impossible!
context: This is a dealing that will take advantage of the King's weakness.\I don't think they will do anything showy to resolve this matter.\What do you intend to do, Lawrence?\I will take Horo back and keep running until the negotiations are complete.\That's reckless!\Even if I can't run, I believe I will be able to buy time.\During that time, you should gather coins and attend the negotiations.\It's impossible! response:	Then will you have Horo persecuted?
context: I don't think they will do anything showy to resolve this matter.\What do you intend to do, Lawrence?\I will take Horo back and keep running until the negotiations are complete.\That's reckless!\Even if I can't run, I believe I will be able to buy time.\During that time, you should gather coins and attend the negotiations.\It's impossible!\Then will you have Horo persecuted? response:	You will have an unfavorable testimony.
context: What do you intend to do, Lawrence?\I will take Horo back and keep running until the negotiations are complete.\That's reckless!\Even if I can't run, I believe I will be able to buy time.\During that time, you should gather coins and attend the negotiations.\It's impossible!\Then will you have Horo persecuted?\You will have an unfavorable testimony. response:	If you will cooperate, I will be able to escape in one or two days.
context: I will take Horo back and keep running until the negotiations are complete.\That's reckless!\Even if I can't run, I believe I will be able to buy time.\During that time, you should gather coins and attend the negotiations.\It's impossible!\Then will you have Horo persecuted?\You will have an unfavorable testimony.\If you will cooperate, I will be able to escape in one or two days. response:	The incarnation of the wolf deity will be running away with me.
context: That's reckless!\Even if I can't run, I believe I will be able to buy time.\During that time, you should gather coins and attend the negotiations.\It's impossible!\Then will you have Horo persecuted?\You will have an unfavorable testimony.\If you will cooperate, I will be able to escape in one or two days.\The incarnation of the wolf deity will be running away with me. response:	We won't be captured.
context: Even if I can't run, I believe I will be able to buy time.\During that time, you should gather coins and attend the negotiations.\It's impossible!\Then will you have Horo persecuted?\You will have an unfavorable testimony.\If you will cooperate, I will be able to escape in one or two days.\The incarnation of the wolf deity will be running away with me.\We won't be captured. response:	If she uses her abilities, humans won't be able to stop us.
context: During that time, you should gather coins and attend the negotiations.\It's impossible!\Then will you have Horo persecuted?\You will have an unfavorable testimony.\If you will cooperate, I will be able to escape in one or two days.\The incarnation of the wolf deity will be running away with me.\We won't be captured.\If she uses her abilities, humans won't be able to stop us. response:	Let me ask you this.
context: It's impossible!\Then will you have Horo persecuted?\You will have an unfavorable testimony.\If you will cooperate, I will be able to escape in one or two days.\The incarnation of the wolf deity will be running away with me.\We won't be captured.\If she uses her abilities, humans won't be able to stop us.\Let me ask you this. response:	How long do you think it will take you to accumulate enough coins in order to negotiate with the king?
