context: This is the last time. response:	Please don't meddle in my affairs any more.
context: And carries me up into the skies\watashi wo sora e maneku yo\watashi wo sora e maneku yo\Hope awaits on the other side\Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go response:	So here I go
context: watashi wo sora e maneku yo\watashi wo sora e maneku yo\Hope awaits on the other side\Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go response:	sou da yo iku yo
context: watashi wo sora e maneku yo\Hope awaits on the other side\Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo response:	sou da yo iku yo
context: Hope awaits on the other side\Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo\sou da yo iku yo response:	I've been wandering, trying to find you
context: Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you response:	I've been wandering, trying to find you
context: kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you response:	mayoi nagara mo kimi wo sagasu tabi
context: kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi response:	mayoi nagara mo kimi wo sagasu tabi
context: So here I go\So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi response:	We missed each other, but our hands touched
context: So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched response:	We missed each other, but our hands touched
context: sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched response:	surechigau ishiki te ga fureta yo ne
context: sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne response:	surechigau ishiki te ga fureta yo ne
context: I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne response:	I'll hold your hand tightly
context: I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly response:	I'll hold your hand tightly
context: mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly response:	tsukaemaeru yo shikkari
context: mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari response:	tsukaemaeru yo shikkari
context: We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari response:	Our mutual longing is
context: We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is response:	Our mutual longing is
context: surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is response:	motomeau kokoro
context: surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro response:	motomeau kokoro
context: I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro response:	The first step toward our dream
context: I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream response:	The first step toward our dream
context: tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream response:	sore wa yume no akashi
context: tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi response:	sore wa yume no akashi
context: Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi response:	We're drawn closer as we begin to accept each other
context: Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other response:	We're drawn closer as we begin to accept each other
context: motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other response:	tagai wo uketomeru tabi ni hikareteku
context: motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku response:	tagai wo uketomeru tabi ni hikareteku
context: The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku response:	We won't need to spend our days in sadness anymore
context: The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore response:	We won't need to spend our days in sadness anymore
context: sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore response:	kanashii hibi wa mou iranai
context: sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai response:	kanashii hibi wa mou iranai
context: We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai response:	Because we'll have a great time together
context: We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together response:	Because we'll have a great time together
context: tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together response:	tagai wo uketomete ikiru yorokobi ni
context: tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni response:	tagai wo uketomete ikiru yorokobi ni
context: We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni response:	That I'm sure the two of us will
context: We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will response:	That I'm sure the two of us will
context: kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will response:	kitto kitto futari
context: kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari response:	kitto kitto futari
context: Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari response:	Learn to appreciate
context: Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate response:	Learn to appreciate
context: tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate response:	mezameru yo
context: tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo response:	mezameru yo
context: That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo response:	What matters is that I've finally found you
context: That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you response:	What matters is that I've finally found you
context: kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you response:	mayoi nagara mo kimi wo mitsuketa yo
context: kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo response:	mayoi nagara mo kimi wo mitsuketa yo
context: Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo response:	Kuriyama-san.
context: Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Kuriyama-san. response:	You may have it.
context: mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Kuriyama-san.\You may have it. response:	Do you think you can win me over by bribing me?!
context: mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Kuriyama-san.\You may have it.\Do you think you can win me over by bribing me?! response:	You're taking this the wrong way.
context: What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Kuriyama-san.\You may have it.\Do you think you can win me over by bribing me?!\You're taking this the wrong way. response:	I'm not like Senpai!
context: What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Kuriyama-san.\You may have it.\Do you think you can win me over by bribing me?!\You're taking this the wrong way.\I'm not like Senpai! response:	Moonlight Purple
context: mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Kuriyama-san.\You may have it.\Do you think you can win me over by bribing me?!\You're taking this the wrong way.\I'm not like Senpai!\Moonlight Purple response:	Moonlight Purple
context: mayoi nagara mo kimi wo mitsuketa yo\Kuriyama-san.\You may have it.\Do you think you can win me over by bribing me?!\You're taking this the wrong way.\I'm not like Senpai!\Moonlight Purple\Moonlight Purple response:	Moonlight Purple
context: Kuriyama-san.\You may have it.\Do you think you can win me over by bribing me?!\You're taking this the wrong way.\I'm not like Senpai!\Moonlight Purple\Moonlight Purple\Moonlight Purple response:	This is only my first time here,
context: You may have it.\Do you think you can win me over by bribing me?!\You're taking this the wrong way.\I'm not like Senpai!\Moonlight Purple\Moonlight Purple\Moonlight Purple\This is only my first time here, response:	but this place is pretty damn impressive!
context: Do you think you can win me over by bribing me?!\You're taking this the wrong way.\I'm not like Senpai!\Moonlight Purple\Moonlight Purple\Moonlight Purple\This is only my first time here,\but this place is pretty damn impressive! response:	An interrogation officer from the Exterminator's Observation Department?
context: You're taking this the wrong way.\I'm not like Senpai!\Moonlight Purple\Moonlight Purple\Moonlight Purple\This is only my first time here,\but this place is pretty damn impressive!\An interrogation officer from the Exterminator's Observation Department? response:	That's right.
context: I'm not like Senpai!\Moonlight Purple\Moonlight Purple\Moonlight Purple\This is only my first time here,\but this place is pretty damn impressive!\An interrogation officer from the Exterminator's Observation Department?\That's right. response:	I'm Fujima Miroku, Nase Izumi-san.
context: Moonlight Purple\Moonlight Purple\Moonlight Purple\This is only my first time here,\but this place is pretty damn impressive!\An interrogation officer from the Exterminator's Observation Department?\That's right.\I'm Fujima Miroku, Nase Izumi-san. response:	What brings the Society here?
context: Moonlight Purple\Moonlight Purple\This is only my first time here,\but this place is pretty damn impressive!\An interrogation officer from the Exterminator's Observation Department?\That's right.\I'm Fujima Miroku, Nase Izumi-san.\What brings the Society here? response:	The Hollow Shadow.
context: Moonlight Purple\This is only my first time here,\but this place is pretty damn impressive!\An interrogation officer from the Exterminator's Observation Department?\That's right.\I'm Fujima Miroku, Nase Izumi-san.\What brings the Society here?\The Hollow Shadow. response:	You don't see demons of that class every day,
context: This is only my first time here,\but this place is pretty damn impressive!\An interrogation officer from the Exterminator's Observation Department?\That's right.\I'm Fujima Miroku, Nase Izumi-san.\What brings the Society here?\The Hollow Shadow.\You don't see demons of that class every day, response:	so I've come to observe it.
context: but this place is pretty damn impressive!\An interrogation officer from the Exterminator's Observation Department?\That's right.\I'm Fujima Miroku, Nase Izumi-san.\What brings the Society here?\The Hollow Shadow.\You don't see demons of that class every day,\so I've come to observe it. response:	Dreams are a milestone to the underworld.
context: An interrogation officer from the Exterminator's Observation Department?\That's right.\I'm Fujima Miroku, Nase Izumi-san.\What brings the Society here?\The Hollow Shadow.\You don't see demons of that class every day,\so I've come to observe it.\Dreams are a milestone to the underworld. response:	The deception of dreams,
context: That's right.\I'm Fujima Miroku, Nase Izumi-san.\What brings the Society here?\The Hollow Shadow.\You don't see demons of that class every day,\so I've come to observe it.\Dreams are a milestone to the underworld.\The deception of dreams, response:	or demons, are said to be the embodiments of human animosity.
context: I'm Fujima Miroku, Nase Izumi-san.\What brings the Society here?\The Hollow Shadow.\You don't see demons of that class every day,\so I've come to observe it.\Dreams are a milestone to the underworld.\The deception of dreams,\or demons, are said to be the embodiments of human animosity. response:	They come from people's twisted hearts, hatred, jealousy, and malice.
context: What brings the Society here?\The Hollow Shadow.\You don't see demons of that class every day,\so I've come to observe it.\Dreams are a milestone to the underworld.\The deception of dreams,\or demons, are said to be the embodiments of human animosity.\They come from people's twisted hearts, hatred, jealousy, and malice. response:	As long as people exist, demons will also exist.
context: The Hollow Shadow.\You don't see demons of that class every day,\so I've come to observe it.\Dreams are a milestone to the underworld.\The deception of dreams,\or demons, are said to be the embodiments of human animosity.\They come from people's twisted hearts, hatred, jealousy, and malice.\As long as people exist, demons will also exist. response:	And with our ability to see them, we will continue to smite them.
context: You don't see demons of that class every day,\so I've come to observe it.\Dreams are a milestone to the underworld.\The deception of dreams,\or demons, are said to be the embodiments of human animosity.\They come from people's twisted hearts, hatred, jealousy, and malice.\As long as people exist, demons will also exist.\And with our ability to see them, we will continue to smite them. response:	But wouldn't you say that would make being an Exterminator an undesirable career?
context: so I've come to observe it.\Dreams are a milestone to the underworld.\The deception of dreams,\or demons, are said to be the embodiments of human animosity.\They come from people's twisted hearts, hatred, jealousy, and malice.\As long as people exist, demons will also exist.\And with our ability to see them, we will continue to smite them.\But wouldn't you say that would make being an Exterminator an undesirable career? response:	The Society has some rather interesting thoughts on the subject.
context: Dreams are a milestone to the underworld.\The deception of dreams,\or demons, are said to be the embodiments of human animosity.\They come from people's twisted hearts, hatred, jealousy, and malice.\As long as people exist, demons will also exist.\And with our ability to see them, we will continue to smite them.\But wouldn't you say that would make being an Exterminator an undesirable career?\The Society has some rather interesting thoughts on the subject. response:	Meaning?
context: The deception of dreams,\or demons, are said to be the embodiments of human animosity.\They come from people's twisted hearts, hatred, jealousy, and malice.\As long as people exist, demons will also exist.\And with our ability to see them, we will continue to smite them.\But wouldn't you say that would make being an Exterminator an undesirable career?\The Society has some rather interesting thoughts on the subject.\Meaning? response:	Being the daughter of an ancient line of Exterminators
context: or demons, are said to be the embodiments of human animosity.\They come from people's twisted hearts, hatred, jealousy, and malice.\As long as people exist, demons will also exist.\And with our ability to see them, we will continue to smite them.\But wouldn't you say that would make being an Exterminator an undesirable career?\The Society has some rather interesting thoughts on the subject.\Meaning?\Being the daughter of an ancient line of Exterminators response:	whose livelihood has always depended on exterminating demons,
context: They come from people's twisted hearts, hatred, jealousy, and malice.\As long as people exist, demons will also exist.\And with our ability to see them, we will continue to smite them.\But wouldn't you say that would make being an Exterminator an undesirable career?\The Society has some rather interesting thoughts on the subject.\Meaning?\Being the daughter of an ancient line of Exterminators\whose livelihood has always depended on exterminating demons, response:	I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing.
context: As long as people exist, demons will also exist.\And with our ability to see them, we will continue to smite them.\But wouldn't you say that would make being an Exterminator an undesirable career?\The Society has some rather interesting thoughts on the subject.\Meaning?\Being the daughter of an ancient line of Exterminators\whose livelihood has always depended on exterminating demons,\I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing. response:	I'm not concerned about the semantics.
context: And with our ability to see them, we will continue to smite them.\But wouldn't you say that would make being an Exterminator an undesirable career?\The Society has some rather interesting thoughts on the subject.\Meaning?\Being the daughter of an ancient line of Exterminators\whose livelihood has always depended on exterminating demons,\I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing.\I'm not concerned about the semantics. response:	I see.
context: But wouldn't you say that would make being an Exterminator an undesirable career?\The Society has some rather interesting thoughts on the subject.\Meaning?\Being the daughter of an ancient line of Exterminators\whose livelihood has always depended on exterminating demons,\I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing.\I'm not concerned about the semantics.\I see. response:	Is that a painting of a demon?
context: The Society has some rather interesting thoughts on the subject.\Meaning?\Being the daughter of an ancient line of Exterminators\whose livelihood has always depended on exterminating demons,\I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing.\I'm not concerned about the semantics.\I see.\Is that a painting of a demon? response:	That's not a picture frame. It's a frozen barrier.
context: Meaning?\Being the daughter of an ancient line of Exterminators\whose livelihood has always depended on exterminating demons,\I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing.\I'm not concerned about the semantics.\I see.\Is that a painting of a demon?\That's not a picture frame. It's a frozen barrier. response:	So that's real?
context: Being the daughter of an ancient line of Exterminators\whose livelihood has always depended on exterminating demons,\I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing.\I'm not concerned about the semantics.\I see.\Is that a painting of a demon?\That's not a picture frame. It's a frozen barrier.\So that's real? response:	Come to think of it, weren't frozen barriers your forte, Nase Izumi?
context: whose livelihood has always depended on exterminating demons,\I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing.\I'm not concerned about the semantics.\I see.\Is that a painting of a demon?\That's not a picture frame. It's a frozen barrier.\So that's real?\Come to think of it, weren't frozen barriers your forte, Nase Izumi? response:	May I ask you something?
context: I feel that my job is comparable to a farmer gathering rice, or a fisherman fishing.\I'm not concerned about the semantics.\I see.\Is that a painting of a demon?\That's not a picture frame. It's a frozen barrier.\So that's real?\Come to think of it, weren't frozen barriers your forte, Nase Izumi?\May I ask you something? response:	What is it?
context: I'm not concerned about the semantics.\I see.\Is that a painting of a demon?\That's not a picture frame. It's a frozen barrier.\So that's real?\Come to think of it, weren't frozen barriers your forte, Nase Izumi?\May I ask you something?\What is it? response:	How do you personally perceive demons?
context: I see.\Is that a painting of a demon?\That's not a picture frame. It's a frozen barrier.\So that's real?\Come to think of it, weren't frozen barriers your forte, Nase Izumi?\May I ask you something?\What is it?\How do you personally perceive demons? response:	Isn't that a given?
context: Is that a painting of a demon?\That's not a picture frame. It's a frozen barrier.\So that's real?\Come to think of it, weren't frozen barriers your forte, Nase Izumi?\May I ask you something?\What is it?\How do you personally perceive demons?\Isn't that a given? response:	They are simply monsters.
context: That's not a picture frame. It's a frozen barrier.\So that's real?\Come to think of it, weren't frozen barriers your forte, Nase Izumi?\May I ask you something?\What is it?\How do you personally perceive demons?\Isn't that a given?\They are simply monsters. response:	Kanbara-senpai!
context: So that's real?\Come to think of it, weren't frozen barriers your forte, Nase Izumi?\May I ask you something?\What is it?\How do you personally perceive demons?\Isn't that a given?\They are simply monsters.\Kanbara-senpai! response:	Eating in the cafeteria today?
context: Come to think of it, weren't frozen barriers your forte, Nase Izumi?\May I ask you something?\What is it?\How do you personally perceive demons?\Isn't that a given?\They are simply monsters.\Kanbara-senpai!\Eating in the cafeteria today? response:	Uh, yeah.
