context: Your Highness, Her Highness would like to see you! response:	Her Highness says she has a way to save Su Su!
context: Please go see Her Highness.\Ye Hua, we should be celebrating our marriage today.\It's the day I've been longing for for thousands of years.\I know you're waiting for me to tell you the way.\Ye Hua, we've known each other since childhood.\You know how much I hate her.\But I still have to help you save her.\Even though I've been an orphan since I was young response:	everything has been going smoothly for me for 70,000 years
context: Ye Hua, we should be celebrating our marriage today.\It's the day I've been longing for for thousands of years.\I know you're waiting for me to tell you the way.\Ye Hua, we've known each other since childhood.\You know how much I hate her.\But I still have to help you save her.\Even though I've been an orphan since I was young\everything has been going smoothly for me for 70,000 years response:	except for my desire to marry you which never went my way.
context: It's the day I've been longing for for thousands of years.\I know you're waiting for me to tell you the way.\Ye Hua, we've known each other since childhood.\You know how much I hate her.\But I still have to help you save her.\Even though I've been an orphan since I was young\everything has been going smoothly for me for 70,000 years\except for my desire to marry you which never went my way. response:	I won't be resigned to this.
context: I know you're waiting for me to tell you the way.\Ye Hua, we've known each other since childhood.\You know how much I hate her.\But I still have to help you save her.\Even though I've been an orphan since I was young\everything has been going smoothly for me for 70,000 years\except for my desire to marry you which never went my way.\I won't be resigned to this. response:	I won't.
context: Ye Hua, we've known each other since childhood.\You know how much I hate her.\But I still have to help you save her.\Even though I've been an orphan since I was young\everything has been going smoothly for me for 70,000 years\except for my desire to marry you which never went my way.\I won't be resigned to this.\I won't. response:	What do you want?
context: You know how much I hate her.\But I still have to help you save her.\Even though I've been an orphan since I was young\everything has been going smoothly for me for 70,000 years\except for my desire to marry you which never went my way.\I won't be resigned to this.\I won't.\What do you want? response:	I want to live in Xiwu Palace.
context: But I still have to help you save her.\Even though I've been an orphan since I was young\everything has been going smoothly for me for 70,000 years\except for my desire to marry you which never went my way.\I won't be resigned to this.\I won't.\What do you want?\I want to live in Xiwu Palace. response:	I won't lie to you.
context: Even though I've been an orphan since I was young\everything has been going smoothly for me for 70,000 years\except for my desire to marry you which never went my way.\I won't be resigned to this.\I won't.\What do you want?\I want to live in Xiwu Palace.\I won't lie to you. response:	No one can lie to an heir of the Nine Heavens.
context: everything has been going smoothly for me for 70,000 years\except for my desire to marry you which never went my way.\I won't be resigned to this.\I won't.\What do you want?\I want to live in Xiwu Palace.\I won't lie to you.\No one can lie to an heir of the Nine Heavens. response:	You just have to use the Soul-gathering Lamp.
context: except for my desire to marry you which never went my way.\I won't be resigned to this.\I won't.\What do you want?\I want to live in Xiwu Palace.\I won't lie to you.\No one can lie to an heir of the Nine Heavens.\You just have to use the Soul-gathering Lamp. response:	If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun.
context: I won't be resigned to this.\I won't.\What do you want?\I want to live in Xiwu Palace.\I won't lie to you.\No one can lie to an heir of the Nine Heavens.\You just have to use the Soul-gathering Lamp.\If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun. response:	No. He only knows how to bring immortal souls together with it.
context: I won't.\What do you want?\I want to live in Xiwu Palace.\I won't lie to you.\No one can lie to an heir of the Nine Heavens.\You just have to use the Soul-gathering Lamp.\If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun.\No. He only knows how to bring immortal souls together with it. response:	He doesn't know how the lamp can create a mortal body.
context: What do you want?\I want to live in Xiwu Palace.\I won't lie to you.\No one can lie to an heir of the Nine Heavens.\You just have to use the Soul-gathering Lamp.\If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun.\No. He only knows how to bring immortal souls together with it.\He doesn't know how the lamp can create a mortal body. response:	Only I know.
context: I want to live in Xiwu Palace.\I won't lie to you.\No one can lie to an heir of the Nine Heavens.\You just have to use the Soul-gathering Lamp.\If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun.\No. He only knows how to bring immortal souls together with it.\He doesn't know how the lamp can create a mortal body.\Only I know. response:	Keep going.
context: I won't lie to you.\No one can lie to an heir of the Nine Heavens.\You just have to use the Soul-gathering Lamp.\If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun.\No. He only knows how to bring immortal souls together with it.\He doesn't know how the lamp can create a mortal body.\Only I know.\Keep going. response:	So you're agreeing to my deal?
context: No one can lie to an heir of the Nine Heavens.\You just have to use the Soul-gathering Lamp.\If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun.\No. He only knows how to bring immortal souls together with it.\He doesn't know how the lamp can create a mortal body.\Only I know.\Keep going.\So you're agreeing to my deal? response:	Even if you live in Xiwu Palace, I won't marry you.
context: You just have to use the Soul-gathering Lamp.\If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun.\No. He only knows how to bring immortal souls together with it.\He doesn't know how the lamp can create a mortal body.\Only I know.\Keep going.\So you're agreeing to my deal?\Even if you live in Xiwu Palace, I won't marry you. response:	It's okay.
context: If it's using the Soul-gathering Lamp, I can just ask Dong Hua Dijun.\No. He only knows how to bring immortal souls together with it.\He doesn't know how the lamp can create a mortal body.\Only I know.\Keep going.\So you're agreeing to my deal?\Even if you live in Xiwu Palace, I won't marry you.\It's okay. response:	It's okay.
context: No. He only knows how to bring immortal souls together with it.\He doesn't know how the lamp can create a mortal body.\Only I know.\Keep going.\So you're agreeing to my deal?\Even if you live in Xiwu Palace, I won't marry you.\It's okay.\It's okay. response:	I just want to be able to see you often.
context: He doesn't know how the lamp can create a mortal body.\Only I know.\Keep going.\So you're agreeing to my deal?\Even if you live in Xiwu Palace, I won't marry you.\It's okay.\It's okay.\I just want to be able to see you often. response:	Just like when we were kids.
context: Only I know.\Keep going.\So you're agreeing to my deal?\Even if you live in Xiwu Palace, I won't marry you.\It's okay.\It's okay.\I just want to be able to see you often.\Just like when we were kids. response:	Okay. Tell me.
context: Keep going.\So you're agreeing to my deal?\Even if you live in Xiwu Palace, I won't marry you.\It's okay.\It's okay.\I just want to be able to see you often.\Just like when we were kids.\Okay. Tell me. response:	I'll agree to your deal.
context: So you're agreeing to my deal?\Even if you live in Xiwu Palace, I won't marry you.\It's okay.\It's okay.\I just want to be able to see you often.\Just like when we were kids.\Okay. Tell me.\I'll agree to your deal. response:	Thank you, Your Highness.
context: Even if you live in Xiwu Palace, I won't marry you.\It's okay.\It's okay.\I just want to be able to see you often.\Just like when we were kids.\Okay. Tell me.\I'll agree to your deal.\Thank you, Your Highness. response:	Your Highness, if you take things that once had a mortal's breath in it
context: It's okay.\It's okay.\I just want to be able to see you often.\Just like when we were kids.\Okay. Tell me.\I'll agree to your deal.\Thank you, Your Highness.\Your Highness, if you take things that once had a mortal's breath in it response:	and burn it with the Soul-gathering Lamp
context: It's okay.\I just want to be able to see you often.\Just like when we were kids.\Okay. Tell me.\I'll agree to your deal.\Thank you, Your Highness.\Your Highness, if you take things that once had a mortal's breath in it\and burn it with the Soul-gathering Lamp response:	so that the lamp can identify the mortal's breath
context: I just want to be able to see you often.\Just like when we were kids.\Okay. Tell me.\I'll agree to your deal.\Thank you, Your Highness.\Your Highness, if you take things that once had a mortal's breath in it\and burn it with the Soul-gathering Lamp\so that the lamp can identify the mortal's breath response:	it will slowly absorb
context: Just like when we were kids.\Okay. Tell me.\I'll agree to your deal.\Thank you, Your Highness.\Your Highness, if you take things that once had a mortal's breath in it\and burn it with the Soul-gathering Lamp\so that the lamp can identify the mortal's breath\it will slowly absorb response:	what's left of that mortal's breath within a thousand li's circumference.
context: Okay. Tell me.\I'll agree to your deal.\Thank you, Your Highness.\Your Highness, if you take things that once had a mortal's breath in it\and burn it with the Soul-gathering Lamp\so that the lamp can identify the mortal's breath\it will slowly absorb\what's left of that mortal's breath within a thousand li's circumference. response:	When that mortal's breath within a thousand li is fully absorbed
context: I'll agree to your deal.\Thank you, Your Highness.\Your Highness, if you take things that once had a mortal's breath in it\and burn it with the Soul-gathering Lamp\so that the lamp can identify the mortal's breath\it will slowly absorb\what's left of that mortal's breath within a thousand li's circumference.\When that mortal's breath within a thousand li is fully absorbed response:	it will create a copy of the mortal who died.
context: Thank you, Your Highness.\Your Highness, if you take things that once had a mortal's breath in it\and burn it with the Soul-gathering Lamp\so that the lamp can identify the mortal's breath\it will slowly absorb\what's left of that mortal's breath within a thousand li's circumference.\When that mortal's breath within a thousand li is fully absorbed\it will create a copy of the mortal who died. response:	Ye Hua! Don't you want to see her?
context: Your Highness, if you take things that once had a mortal's breath in it\and burn it with the Soul-gathering Lamp\so that the lamp can identify the mortal's breath\it will slowly absorb\what's left of that mortal's breath within a thousand li's circumference.\When that mortal's breath within a thousand li is fully absorbed\it will create a copy of the mortal who died.\Ye Hua! Don't you want to see her? response:	Even so, she'd be a fake!
context: and burn it with the Soul-gathering Lamp\so that the lamp can identify the mortal's breath\it will slowly absorb\what's left of that mortal's breath within a thousand li's circumference.\When that mortal's breath within a thousand li is fully absorbed\it will create a copy of the mortal who died.\Ye Hua! Don't you want to see her?\Even so, she'd be a fake! response:	Ye Hua! Ye Hua!
context: so that the lamp can identify the mortal's breath\it will slowly absorb\what's left of that mortal's breath within a thousand li's circumference.\When that mortal's breath within a thousand li is fully absorbed\it will create a copy of the mortal who died.\Ye Hua! Don't you want to see her?\Even so, she'd be a fake!\Ye Hua! Ye Hua! response:	Your Highness.
context: it will slowly absorb\what's left of that mortal's breath within a thousand li's circumference.\When that mortal's breath within a thousand li is fully absorbed\it will create a copy of the mortal who died.\Ye Hua! Don't you want to see her?\Even so, she'd be a fake!\Ye Hua! Ye Hua!\Your Highness. response:	His Highness has asked that I take you to Xiwu Palace.
context: what's left of that mortal's breath within a thousand li's circumference.\When that mortal's breath within a thousand li is fully absorbed\it will create a copy of the mortal who died.\Ye Hua! Don't you want to see her?\Even so, she'd be a fake!\Ye Hua! Ye Hua!\Your Highness.\His Highness has asked that I take you to Xiwu Palace. response:	He also said that no matter what the imperial decree is
context: When that mortal's breath within a thousand li is fully absorbed\it will create a copy of the mortal who died.\Ye Hua! Don't you want to see her?\Even so, she'd be a fake!\Ye Hua! Ye Hua!\Your Highness.\His Highness has asked that I take you to Xiwu Palace.\He also said that no matter what the imperial decree is response:	there will only be one consort of Xiwu Palace. Consort Su Su.
context: it will create a copy of the mortal who died.\Ye Hua! Don't you want to see her?\Even so, she'd be a fake!\Ye Hua! Ye Hua!\Your Highness.\His Highness has asked that I take you to Xiwu Palace.\He also said that no matter what the imperial decree is\there will only be one consort of Xiwu Palace. Consort Su Su. response:	After Consort Su Jin arrives at Xiwu Palace
context: Ye Hua! Don't you want to see her?\Even so, she'd be a fake!\Ye Hua! Ye Hua!\Your Highness.\His Highness has asked that I take you to Xiwu Palace.\He also said that no matter what the imperial decree is\there will only be one consort of Xiwu Palace. Consort Su Su.\After Consort Su Jin arrives at Xiwu Palace response:	she must not go anywhere near Hall of Beautiful Youth.
context: Even so, she'd be a fake!\Ye Hua! Ye Hua!\Your Highness.\His Highness has asked that I take you to Xiwu Palace.\He also said that no matter what the imperial decree is\there will only be one consort of Xiwu Palace. Consort Su Su.\After Consort Su Jin arrives at Xiwu Palace\she must not go anywhere near Hall of Beautiful Youth. response:	Without His Highness's permission
context: Ye Hua! Ye Hua!\Your Highness.\His Highness has asked that I take you to Xiwu Palace.\He also said that no matter what the imperial decree is\there will only be one consort of Xiwu Palace. Consort Su Su.\After Consort Su Jin arrives at Xiwu Palace\she must not go anywhere near Hall of Beautiful Youth.\Without His Highness's permission response:	you must not go anywhere near Imperial great-grandson.
context: Your Highness.\His Highness has asked that I take you to Xiwu Palace.\He also said that no matter what the imperial decree is\there will only be one consort of Xiwu Palace. Consort Su Su.\After Consort Su Jin arrives at Xiwu Palace\she must not go anywhere near Hall of Beautiful Youth.\Without His Highness's permission\you must not go anywhere near Imperial great-grandson. response:	Yes.
context: His Highness has asked that I take you to Xiwu Palace.\He also said that no matter what the imperial decree is\there will only be one consort of Xiwu Palace. Consort Su Su.\After Consort Su Jin arrives at Xiwu Palace\she must not go anywhere near Hall of Beautiful Youth.\Without His Highness's permission\you must not go anywhere near Imperial great-grandson.\Yes. response:	As long as His Highness will let me in Xiwu Palace
context: He also said that no matter what the imperial decree is\there will only be one consort of Xiwu Palace. Consort Su Su.\After Consort Su Jin arrives at Xiwu Palace\she must not go anywhere near Hall of Beautiful Youth.\Without His Highness's permission\you must not go anywhere near Imperial great-grandson.\Yes.\As long as His Highness will let me in Xiwu Palace response:	I will comply with his wish.
context: there will only be one consort of Xiwu Palace. Consort Su Su.\After Consort Su Jin arrives at Xiwu Palace\she must not go anywhere near Hall of Beautiful Youth.\Without His Highness's permission\you must not go anywhere near Imperial great-grandson.\Yes.\As long as His Highness will let me in Xiwu Palace\I will comply with his wish. response:	Go prepare a carriage.
context: After Consort Su Jin arrives at Xiwu Palace\she must not go anywhere near Hall of Beautiful Youth.\Without His Highness's permission\you must not go anywhere near Imperial great-grandson.\Yes.\As long as His Highness will let me in Xiwu Palace\I will comply with his wish.\Go prepare a carriage. response:	Yes.
context: she must not go anywhere near Hall of Beautiful Youth.\Without His Highness's permission\you must not go anywhere near Imperial great-grandson.\Yes.\As long as His Highness will let me in Xiwu Palace\I will comply with his wish.\Go prepare a carriage.\Yes. response:	Your Highness.
context: Without His Highness's permission\you must not go anywhere near Imperial great-grandson.\Yes.\As long as His Highness will let me in Xiwu Palace\I will comply with his wish.\Go prepare a carriage.\Yes.\Your Highness. response:	Your Highness.
context: you must not go anywhere near Imperial great-grandson.\Yes.\As long as His Highness will let me in Xiwu Palace\I will comply with his wish.\Go prepare a carriage.\Yes.\Your Highness.\Your Highness. response:	Father, I've caught you.
context: Yes.\As long as His Highness will let me in Xiwu Palace\I will comply with his wish.\Go prepare a carriage.\Yes.\Your Highness.\Your Highness.\Father, I've caught you. response:	When I was born 300 years ago
context: As long as His Highness will let me in Xiwu Palace\I will comply with his wish.\Go prepare a carriage.\Yes.\Your Highness.\Your Highness.\Father, I've caught you.\When I was born 300 years ago response:	everyone in the Nine Heavens called me Imperial great-grandson.
context: I will comply with his wish.\Go prepare a carriage.\Yes.\Your Highness.\Your Highness.\Father, I've caught you.\When I was born 300 years ago\everyone in the Nine Heavens called me Imperial great-grandson. response:	My father is the eldest Imperial grandson
context: Go prepare a carriage.\Yes.\Your Highness.\Your Highness.\Father, I've caught you.\When I was born 300 years ago\everyone in the Nine Heavens called me Imperial great-grandson.\My father is the eldest Imperial grandson response:	and the crown prince of the Celestial Tribe, Ye Hua.
context: Yes.\Your Highness.\Your Highness.\Father, I've caught you.\When I was born 300 years ago\everyone in the Nine Heavens called me Imperial great-grandson.\My father is the eldest Imperial grandson\and the crown prince of the Celestial Tribe, Ye Hua. response:	My mother's name is Su Su. She's a beautiful woman and a mortal.
context: Your Highness.\Your Highness.\Father, I've caught you.\When I was born 300 years ago\everyone in the Nine Heavens called me Imperial great-grandson.\My father is the eldest Imperial grandson\and the crown prince of the Celestial Tribe, Ye Hua.\My mother's name is Su Su. She's a beautiful woman and a mortal. response:	For the past 300 years
context: Your Highness.\Father, I've caught you.\When I was born 300 years ago\everyone in the Nine Heavens called me Imperial great-grandson.\My father is the eldest Imperial grandson\and the crown prince of the Celestial Tribe, Ye Hua.\My mother's name is Su Su. She's a beautiful woman and a mortal.\For the past 300 years response:	Father brings me to Mount Junji of the Far East
context: Father, I've caught you.\When I was born 300 years ago\everyone in the Nine Heavens called me Imperial great-grandson.\My father is the eldest Imperial grandson\and the crown prince of the Celestial Tribe, Ye Hua.\My mother's name is Su Su. She's a beautiful woman and a mortal.\For the past 300 years\Father brings me to Mount Junji of the Far East response:	in the mortal world every year to live there for a few months.
context: When I was born 300 years ago\everyone in the Nine Heavens called me Imperial great-grandson.\My father is the eldest Imperial grandson\and the crown prince of the Celestial Tribe, Ye Hua.\My mother's name is Su Su. She's a beautiful woman and a mortal.\For the past 300 years\Father brings me to Mount Junji of the Far East\in the mortal world every year to live there for a few months. response:	He says that's where Mother made him give her his heart.
context: everyone in the Nine Heavens called me Imperial great-grandson.\My father is the eldest Imperial grandson\and the crown prince of the Celestial Tribe, Ye Hua.\My mother's name is Su Su. She's a beautiful woman and a mortal.\For the past 300 years\Father brings me to Mount Junji of the Far East\in the mortal world every year to live there for a few months.\He says that's where Mother made him give her his heart. response:	Father also said that Mother will come back eventually.
context: My father is the eldest Imperial grandson\and the crown prince of the Celestial Tribe, Ye Hua.\My mother's name is Su Su. She's a beautiful woman and a mortal.\For the past 300 years\Father brings me to Mount Junji of the Far East\in the mortal world every year to live there for a few months.\He says that's where Mother made him give her his heart.\Father also said that Mother will come back eventually. response:	Father said tomorrow is the anniversary of when you met.
context: and the crown prince of the Celestial Tribe, Ye Hua.\My mother's name is Su Su. She's a beautiful woman and a mortal.\For the past 300 years\Father brings me to Mount Junji of the Far East\in the mortal world every year to live there for a few months.\He says that's where Mother made him give her his heart.\Father also said that Mother will come back eventually.\Father said tomorrow is the anniversary of when you met. response:	We will treat it as your birthday.
context: My mother's name is Su Su. She's a beautiful woman and a mortal.\For the past 300 years\Father brings me to Mount Junji of the Far East\in the mortal world every year to live there for a few months.\He says that's where Mother made him give her his heart.\Father also said that Mother will come back eventually.\Father said tomorrow is the anniversary of when you met.\We will treat it as your birthday. response:	Although I think it's perfunctory to do that
context: For the past 300 years\Father brings me to Mount Junji of the Far East\in the mortal world every year to live there for a few months.\He says that's where Mother made him give her his heart.\Father also said that Mother will come back eventually.\Father said tomorrow is the anniversary of when you met.\We will treat it as your birthday.\Although I think it's perfunctory to do that response:	it's better than not knowing when to celebrate your birthday.
context: Father brings me to Mount Junji of the Far East\in the mortal world every year to live there for a few months.\He says that's where Mother made him give her his heart.\Father also said that Mother will come back eventually.\Father said tomorrow is the anniversary of when you met.\We will treat it as your birthday.\Although I think it's perfunctory to do that\it's better than not knowing when to celebrate your birthday. response:	Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches.
context: in the mortal world every year to live there for a few months.\He says that's where Mother made him give her his heart.\Father also said that Mother will come back eventually.\Father said tomorrow is the anniversary of when you met.\We will treat it as your birthday.\Although I think it's perfunctory to do that\it's better than not knowing when to celebrate your birthday.\Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches. response:	It'll be too late to wish you a happy birthday before your portrait.
context: He says that's where Mother made him give her his heart.\Father also said that Mother will come back eventually.\Father said tomorrow is the anniversary of when you met.\We will treat it as your birthday.\Although I think it's perfunctory to do that\it's better than not knowing when to celebrate your birthday.\Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches.\It'll be too late to wish you a happy birthday before your portrait. response:	So I will wish you a happy birthday here right now.
context: Father also said that Mother will come back eventually.\Father said tomorrow is the anniversary of when you met.\We will treat it as your birthday.\Although I think it's perfunctory to do that\it's better than not knowing when to celebrate your birthday.\Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches.\It'll be too late to wish you a happy birthday before your portrait.\So I will wish you a happy birthday here right now. response:	I've been burning the Soul-gathering Lamp for 300 years.
context: Father said tomorrow is the anniversary of when you met.\We will treat it as your birthday.\Although I think it's perfunctory to do that\it's better than not knowing when to celebrate your birthday.\Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches.\It'll be too late to wish you a happy birthday before your portrait.\So I will wish you a happy birthday here right now.\I've been burning the Soul-gathering Lamp for 300 years. response:	Su Su, where are you?
context: We will treat it as your birthday.\Although I think it's perfunctory to do that\it's better than not knowing when to celebrate your birthday.\Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches.\It'll be too late to wish you a happy birthday before your portrait.\So I will wish you a happy birthday here right now.\I've been burning the Soul-gathering Lamp for 300 years.\Su Su, where are you? response:	Mother, A-Li is here again to live in the place where you married Father.
context: Although I think it's perfunctory to do that\it's better than not knowing when to celebrate your birthday.\Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches.\It'll be too late to wish you a happy birthday before your portrait.\So I will wish you a happy birthday here right now.\I've been burning the Soul-gathering Lamp for 300 years.\Su Su, where are you?\Mother, A-Li is here again to live in the place where you married Father. response:	Father, can I live here for a few days?
context: it's better than not knowing when to celebrate your birthday.\Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches.\It'll be too late to wish you a happy birthday before your portrait.\So I will wish you a happy birthday here right now.\I've been burning the Soul-gathering Lamp for 300 years.\Su Su, where are you?\Mother, A-Li is here again to live in the place where you married Father.\Father, can I live here for a few days? response:	Father.
context: Mother, I am going to Mount Junji in the Far East tomorrow to pick peaches.\It'll be too late to wish you a happy birthday before your portrait.\So I will wish you a happy birthday here right now.\I've been burning the Soul-gathering Lamp for 300 years.\Su Su, where are you?\Mother, A-Li is here again to live in the place where you married Father.\Father, can I live here for a few days?\Father. response:	Father, play with me.
context: It'll be too late to wish you a happy birthday before your portrait.\So I will wish you a happy birthday here right now.\I've been burning the Soul-gathering Lamp for 300 years.\Su Su, where are you?\Mother, A-Li is here again to live in the place where you married Father.\Father, can I live here for a few days?\Father.\Father, play with me. response:	Okay.
context: So I will wish you a happy birthday here right now.\I've been burning the Soul-gathering Lamp for 300 years.\Su Su, where are you?\Mother, A-Li is here again to live in the place where you married Father.\Father, can I live here for a few days?\Father.\Father, play with me.\Okay. response:	Little Princess, drink a glass of water.
context: I've been burning the Soul-gathering Lamp for 300 years.\Su Su, where are you?\Mother, A-Li is here again to live in the place where you married Father.\Father, can I live here for a few days?\Father.\Father, play with me.\Okay.\Little Princess, drink a glass of water. response:	Little Princess.
context: Su Su, where are you?\Mother, A-Li is here again to live in the place where you married Father.\Father, can I live here for a few days?\Father.\Father, play with me.\Okay.\Little Princess, drink a glass of water.\Little Princess. response:	Mi Gu, is there anything Aunt wants?
context: Mother, A-Li is here again to live in the place where you married Father.\Father, can I live here for a few days?\Father.\Father, play with me.\Okay.\Little Princess, drink a glass of water.\Little Princess.\Mi Gu, is there anything Aunt wants? response:	I want to give it to her for her birthday.
context: Father, can I live here for a few days?\Father.\Father, play with me.\Okay.\Little Princess, drink a glass of water.\Little Princess.\Mi Gu, is there anything Aunt wants?\I want to give it to her for her birthday. response:	I don't know either, Little Princess.
context: Father.\Father, play with me.\Okay.\Little Princess, drink a glass of water.\Little Princess.\Mi Gu, is there anything Aunt wants?\I want to give it to her for her birthday.\I don't know either, Little Princess. response:	Yeah. There's nothing Aunt is lacking.
context: Father, play with me.\Okay.\Little Princess, drink a glass of water.\Little Princess.\Mi Gu, is there anything Aunt wants?\I want to give it to her for her birthday.\I don't know either, Little Princess.\Yeah. There's nothing Aunt is lacking. response:	And she doesn't have any unfulfilled wishes.
context: Okay.\Little Princess, drink a glass of water.\Little Princess.\Mi Gu, is there anything Aunt wants?\I want to give it to her for her birthday.\I don't know either, Little Princess.\Yeah. There's nothing Aunt is lacking.\And she doesn't have any unfulfilled wishes. response:	Unfulfilled wishes?
context: Little Princess, drink a glass of water.\Little Princess.\Mi Gu, is there anything Aunt wants?\I want to give it to her for her birthday.\I don't know either, Little Princess.\Yeah. There's nothing Aunt is lacking.\And she doesn't have any unfulfilled wishes.\Unfulfilled wishes? response:	She does have one.
