context: Mr. Ouryou, your daughter is here to see you again. response:	Isn't that nice?
context: This world is impossibly hard on me\This world is impossibly hard on me\It's an illusion that plays out before my eyes\It's an illusion that plays out before my eyes\Can I find its faults?\Can I find its faults?\Plastic, all is plastic\Plastic, all is plastic response:	Nobody is allowed to be insane
context: This world is impossibly hard on me\It's an illusion that plays out before my eyes\It's an illusion that plays out before my eyes\Can I find its faults?\Can I find its faults?\Plastic, all is plastic\Plastic, all is plastic\Nobody is allowed to be insane response:	Nobody is allowed to be insane
context: It's an illusion that plays out before my eyes\It's an illusion that plays out before my eyes\Can I find its faults?\Can I find its faults?\Plastic, all is plastic\Plastic, all is plastic\Nobody is allowed to be insane\Nobody is allowed to be insane response:	You're made of plastic too, like this beautiful world
context: It's an illusion that plays out before my eyes\Can I find its faults?\Can I find its faults?\Plastic, all is plastic\Plastic, all is plastic\Nobody is allowed to be insane\Nobody is allowed to be insane\You're made of plastic too, like this beautiful world response:	You're made of plastic too, like this beautiful world
context: Can I find its faults?\Can I find its faults?\Plastic, all is plastic\Plastic, all is plastic\Nobody is allowed to be insane\Nobody is allowed to be insane\You're made of plastic too, like this beautiful world\You're made of plastic too, like this beautiful world response:	In this beautiful world
context: Can I find its faults?\Plastic, all is plastic\Plastic, all is plastic\Nobody is allowed to be insane\Nobody is allowed to be insane\You're made of plastic too, like this beautiful world\You're made of plastic too, like this beautiful world\In this beautiful world response:	In this beautiful world
context: Plastic, all is plastic\Plastic, all is plastic\Nobody is allowed to be insane\Nobody is allowed to be insane\You're made of plastic too, like this beautiful world\You're made of plastic too, like this beautiful world\In this beautiful world\In this beautiful world response:	there is something
context: Plastic, all is plastic\Nobody is allowed to be insane\Nobody is allowed to be insane\You're made of plastic too, like this beautiful world\You're made of plastic too, like this beautiful world\In this beautiful world\In this beautiful world\there is something response:	there is something
context: Nobody is allowed to be insane\Nobody is allowed to be insane\You're made of plastic too, like this beautiful world\You're made of plastic too, like this beautiful world\In this beautiful world\In this beautiful world\there is something\there is something response:	that obscures all light for me
context: Nobody is allowed to be insane\You're made of plastic too, like this beautiful world\You're made of plastic too, like this beautiful world\In this beautiful world\In this beautiful world\there is something\there is something\that obscures all light for me response:	that obscures all light for me
context: You're made of plastic too, like this beautiful world\You're made of plastic too, like this beautiful world\In this beautiful world\In this beautiful world\there is something\there is something\that obscures all light for me\that obscures all light for me response:	My heart tries to break out
context: You're made of plastic too, like this beautiful world\In this beautiful world\In this beautiful world\there is something\there is something\that obscures all light for me\that obscures all light for me\My heart tries to break out response:	My heart tries to break out
context: In this beautiful world\In this beautiful world\there is something\there is something\that obscures all light for me\that obscures all light for me\My heart tries to break out\My heart tries to break out response:	and finds no answer
context: In this beautiful world\there is something\there is something\that obscures all light for me\that obscures all light for me\My heart tries to break out\My heart tries to break out\and finds no answer response:	and finds no answer
context: there is something\there is something\that obscures all light for me\that obscures all light for me\My heart tries to break out\My heart tries to break out\and finds no answer\and finds no answer response:	Secret kills for you
context: there is something\that obscures all light for me\that obscures all light for me\My heart tries to break out\My heart tries to break out\and finds no answer\and finds no answer\Secret kills for you response:	Secret kills for you
context: that obscures all light for me\that obscures all light for me\My heart tries to break out\My heart tries to break out\and finds no answer\and finds no answer\Secret kills for you\Secret kills for you response:	Secret kills for you
context: that obscures all light for me\My heart tries to break out\My heart tries to break out\and finds no answer\and finds no answer\Secret kills for you\Secret kills for you\Secret kills for you response:	Secret kills for you
context: My heart tries to break out\My heart tries to break out\and finds no answer\and finds no answer\Secret kills for you\Secret kills for you\Secret kills for you\Secret kills for you response:	The secret remains for you
context: My heart tries to break out\and finds no answer\and finds no answer\Secret kills for you\Secret kills for you\Secret kills for you\Secret kills for you\The secret remains for you response:	The secret remains for you
context: and finds no answer\and finds no answer\Secret kills for you\Secret kills for you\Secret kills for you\Secret kills for you\The secret remains for you\The secret remains for you response:	Don't show me a dark future
context: and finds no answer\Secret kills for you\Secret kills for you\Secret kills for you\Secret kills for you\The secret remains for you\The secret remains for you\Don't show me a dark future response:	Don't show me a dark future
context: Secret kills for you\Secret kills for you\Secret kills for you\Secret kills for you\The secret remains for you\The secret remains for you\Don't show me a dark future\Don't show me a dark future response:	nor a world of pretense
context: Secret kills for you\Secret kills for you\Secret kills for you\The secret remains for you\The secret remains for you\Don't show me a dark future\Don't show me a dark future\nor a world of pretense response:	nor a world of pretense
context: Secret kills for you\Secret kills for you\The secret remains for you\The secret remains for you\Don't show me a dark future\Don't show me a dark future\nor a world of pretense\nor a world of pretense response:	Keep our motion secret
context: Secret kills for you\The secret remains for you\The secret remains for you\Don't show me a dark future\Don't show me a dark future\nor a world of pretense\nor a world of pretense\Keep our motion secret response:	Keep our motion secret
context: The secret remains for you\The secret remains for you\Don't show me a dark future\Don't show me a dark future\nor a world of pretense\nor a world of pretense\Keep our motion secret\Keep our motion secret response:	07: Symbolism of Bletilla Striata
context: The secret remains for you\Don't show me a dark future\Don't show me a dark future\nor a world of pretense\nor a world of pretense\Keep our motion secret\Keep our motion secret\07: Symbolism of Bletilla Striata response:	This is...
context: Don't show me a dark future\Don't show me a dark future\nor a world of pretense\nor a world of pretense\Keep our motion secret\Keep our motion secret\07: Symbolism of Bletilla Striata\This is... response:	Don't tell me...
context: Don't show me a dark future\nor a world of pretense\nor a world of pretense\Keep our motion secret\Keep our motion secret\07: Symbolism of Bletilla Striata\This is...\Don't tell me... response:	They first dismembered and cut open the body,
context: nor a world of pretense\nor a world of pretense\Keep our motion secret\Keep our motion secret\07: Symbolism of Bletilla Striata\This is...\Don't tell me...\They first dismembered and cut open the body, response:	and then they used plastination to turn it into a human specimen.
context: nor a world of pretense\Keep our motion secret\Keep our motion secret\07: Symbolism of Bletilla Striata\This is...\Don't tell me...\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen. response:	Then they brought it right into the middle of town and displayed it...
context: Keep our motion secret\Keep our motion secret\07: Symbolism of Bletilla Striata\This is...\Don't tell me...\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it... response:	I'm taking you off this case, Kougami.
context: Keep our motion secret\07: Symbolism of Bletilla Striata\This is...\Don't tell me...\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\I'm taking you off this case, Kougami. response:	What?
context: 07: Symbolism of Bletilla Striata\This is...\Don't tell me...\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\I'm taking you off this case, Kougami.\What? response:	Why... Gino?
context: This is...\Don't tell me...\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\I'm taking you off this case, Kougami.\What?\Why... Gino? response:	I can't allow a detective who can't put aside his preconceived notions
context: Don't tell me...\They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\I'm taking you off this case, Kougami.\What?\Why... Gino?\I can't allow a detective who can't put aside his preconceived notions response:	to be a part of the initial investigation.
context: They first dismembered and cut open the body,\and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\I'm taking you off this case, Kougami.\What?\Why... Gino?\I can't allow a detective who can't put aside his preconceived notions\to be a part of the initial investigation. response:	Even so...
context: and then they used plastination to turn it into a human specimen.\Then they brought it right into the middle of town and displayed it...\I'm taking you off this case, Kougami.\What?\Why... Gino?\I can't allow a detective who can't put aside his preconceived notions\to be a part of the initial investigation.\Even so... response:	We still don't know if this is connected to the Specimen Case.
context: Then they brought it right into the middle of town and displayed it...\I'm taking you off this case, Kougami.\What?\Why... Gino?\I can't allow a detective who can't put aside his preconceived notions\to be a part of the initial investigation.\Even so...\We still don't know if this is connected to the Specimen Case. response:	Ah!
context: I'm taking you off this case, Kougami.\What?\Why... Gino?\I can't allow a detective who can't put aside his preconceived notions\to be a part of the initial investigation.\Even so...\We still don't know if this is connected to the Specimen Case.\Ah! response:	So I'm on standby at my quarters, right?
context: What?\Why... Gino?\I can't allow a detective who can't put aside his preconceived notions\to be a part of the initial investigation.\Even so...\We still don't know if this is connected to the Specimen Case.\Ah!\So I'm on standby at my quarters, right? response:	That's right.
context: Why... Gino?\I can't allow a detective who can't put aside his preconceived notions\to be a part of the initial investigation.\Even so...\We still don't know if this is connected to the Specimen Case.\Ah!\So I'm on standby at my quarters, right?\That's right. response:	Inspector Tsunemori.
context: I can't allow a detective who can't put aside his preconceived notions\to be a part of the initial investigation.\Even so...\We still don't know if this is connected to the Specimen Case.\Ah!\So I'm on standby at my quarters, right?\That's right.\Inspector Tsunemori. response:	Y-Yes!
context: to be a part of the initial investigation.\Even so...\We still don't know if this is connected to the Specimen Case.\Ah!\So I'm on standby at my quarters, right?\That's right.\Inspector Tsunemori.\Y-Yes! response:	It seems that you're aware of the circumstances.
context: Even so...\We still don't know if this is connected to the Specimen Case.\Ah!\So I'm on standby at my quarters, right?\That's right.\Inspector Tsunemori.\Y-Yes!\It seems that you're aware of the circumstances. response:	Watch Kougami at all times and make sure he doesn't do anything stupid.
context: We still don't know if this is connected to the Specimen Case.\Ah!\So I'm on standby at my quarters, right?\That's right.\Inspector Tsunemori.\Y-Yes!\It seems that you're aware of the circumstances.\Watch Kougami at all times and make sure he doesn't do anything stupid. response:	That'll be your job during this case.
context: Ah!\So I'm on standby at my quarters, right?\That's right.\Inspector Tsunemori.\Y-Yes!\It seems that you're aware of the circumstances.\Watch Kougami at all times and make sure he doesn't do anything stupid.\That'll be your job during this case. response:	I'll summarize the case.
context: So I'm on standby at my quarters, right?\That's right.\Inspector Tsunemori.\Y-Yes!\It seems that you're aware of the circumstances.\Watch Kougami at all times and make sure he doesn't do anything stupid.\That'll be your job during this case.\I'll summarize the case. response:	The dismembered body found in a park in Daikanyama, Shibuya ward
context: That's right.\Inspector Tsunemori.\Y-Yes!\It seems that you're aware of the circumstances.\Watch Kougami at all times and make sure he doesn't do anything stupid.\That'll be your job during this case.\I'll summarize the case.\The dismembered body found in a park in Daikanyama, Shibuya ward response:	belonged to Kuzuhara Satsuki,
context: Inspector Tsunemori.\Y-Yes!\It seems that you're aware of the circumstances.\Watch Kougami at all times and make sure he doesn't do anything stupid.\That'll be your job during this case.\I'll summarize the case.\The dismembered body found in a park in Daikanyama, Shibuya ward\belonged to Kuzuhara Satsuki, response:	who was a student at Ousou Academy, a private college for girls.
context: Y-Yes!\It seems that you're aware of the circumstances.\Watch Kougami at all times and make sure he doesn't do anything stupid.\That'll be your job during this case.\I'll summarize the case.\The dismembered body found in a park in Daikanyama, Shibuya ward\belonged to Kuzuhara Satsuki,\who was a student at Ousou Academy, a private college for girls. response:	She went missing a week ago.
context: It seems that you're aware of the circumstances.\Watch Kougami at all times and make sure he doesn't do anything stupid.\That'll be your job during this case.\I'll summarize the case.\The dismembered body found in a park in Daikanyama, Shibuya ward\belonged to Kuzuhara Satsuki,\who was a student at Ousou Academy, a private college for girls.\She went missing a week ago. response:	Hey, Ousou Academy is...
context: Watch Kougami at all times and make sure he doesn't do anything stupid.\That'll be your job during this case.\I'll summarize the case.\The dismembered body found in a park in Daikanyama, Shibuya ward\belonged to Kuzuhara Satsuki,\who was a student at Ousou Academy, a private college for girls.\She went missing a week ago.\Hey, Ousou Academy is... response:	Right?
context: That'll be your job during this case.\I'll summarize the case.\The dismembered body found in a park in Daikanyama, Shibuya ward\belonged to Kuzuhara Satsuki,\who was a student at Ousou Academy, a private college for girls.\She went missing a week ago.\Hey, Ousou Academy is...\Right? response:	The body was eroded by a special kind of chemical,
context: I'll summarize the case.\The dismembered body found in a park in Daikanyama, Shibuya ward\belonged to Kuzuhara Satsuki,\who was a student at Ousou Academy, a private college for girls.\She went missing a week ago.\Hey, Ousou Academy is...\Right?\The body was eroded by a special kind of chemical, response:	and the protein was converted into plastic form.
context: The dismembered body found in a park in Daikanyama, Shibuya ward\belonged to Kuzuhara Satsuki,\who was a student at Ousou Academy, a private college for girls.\She went missing a week ago.\Hey, Ousou Academy is...\Right?\The body was eroded by a special kind of chemical,\and the protein was converted into plastic form. response:	Analysis confirmed that the chemical used was the same one used in the case three years ago.
context: belonged to Kuzuhara Satsuki,\who was a student at Ousou Academy, a private college for girls.\She went missing a week ago.\Hey, Ousou Academy is...\Right?\The body was eroded by a special kind of chemical,\and the protein was converted into plastic form.\Analysis confirmed that the chemical used was the same one used in the case three years ago. response:	It's more than likely that these cases share the same culprit.
context: who was a student at Ousou Academy, a private college for girls.\She went missing a week ago.\Hey, Ousou Academy is...\Right?\The body was eroded by a special kind of chemical,\and the protein was converted into plastic form.\Analysis confirmed that the chemical used was the same one used in the case three years ago.\It's more than likely that these cases share the same culprit. response:	So after three years, the mysterious killer returns, huh?
context: She went missing a week ago.\Hey, Ousou Academy is...\Right?\The body was eroded by a special kind of chemical,\and the protein was converted into plastic form.\Analysis confirmed that the chemical used was the same one used in the case three years ago.\It's more than likely that these cases share the same culprit.\So after three years, the mysterious killer returns, huh? response:	Gino! Was it really okay to take Ko off the case?
context: Hey, Ousou Academy is...\Right?\The body was eroded by a special kind of chemical,\and the protein was converted into plastic form.\Analysis confirmed that the chemical used was the same one used in the case three years ago.\It's more than likely that these cases share the same culprit.\So after three years, the mysterious killer returns, huh?\Gino! Was it really okay to take Ko off the case? response:	He's been investigating the Specimen Case all this time, right?
context: Right?\The body was eroded by a special kind of chemical,\and the protein was converted into plastic form.\Analysis confirmed that the chemical used was the same one used in the case three years ago.\It's more than likely that these cases share the same culprit.\So after three years, the mysterious killer returns, huh?\Gino! Was it really okay to take Ko off the case?\He's been investigating the Specimen Case all this time, right? response:	He might've been able to find us some new leads.
context: The body was eroded by a special kind of chemical,\and the protein was converted into plastic form.\Analysis confirmed that the chemical used was the same one used in the case three years ago.\It's more than likely that these cases share the same culprit.\So after three years, the mysterious killer returns, huh?\Gino! Was it really okay to take Ko off the case?\He's been investigating the Specimen Case all this time, right?\He might've been able to find us some new leads. response:	I've read his report.
context: and the protein was converted into plastic form.\Analysis confirmed that the chemical used was the same one used in the case three years ago.\It's more than likely that these cases share the same culprit.\So after three years, the mysterious killer returns, huh?\Gino! Was it really okay to take Ko off the case?\He's been investigating the Specimen Case all this time, right?\He might've been able to find us some new leads.\I've read his report. response:	It's completely delusional.
context: Analysis confirmed that the chemical used was the same one used in the case three years ago.\It's more than likely that these cases share the same culprit.\So after three years, the mysterious killer returns, huh?\Gino! Was it really okay to take Ko off the case?\He's been investigating the Specimen Case all this time, right?\He might've been able to find us some new leads.\I've read his report.\It's completely delusional. response:	You're going too far!
context: It's more than likely that these cases share the same culprit.\So after three years, the mysterious killer returns, huh?\Gino! Was it really okay to take Ko off the case?\He's been investigating the Specimen Case all this time, right?\He might've been able to find us some new leads.\I've read his report.\It's completely delusional.\You're going too far! response:	Kougami.
context: So after three years, the mysterious killer returns, huh?\Gino! Was it really okay to take Ko off the case?\He's been investigating the Specimen Case all this time, right?\He might've been able to find us some new leads.\I've read his report.\It's completely delusional.\You're going too far!\Kougami. response:	Whoa!
context: Gino! Was it really okay to take Ko off the case?\He's been investigating the Specimen Case all this time, right?\He might've been able to find us some new leads.\I've read his report.\It's completely delusional.\You're going too far!\Kougami.\Whoa! response:	You've got the sparring program on the highest difficulty level!
context: He's been investigating the Specimen Case all this time, right?\He might've been able to find us some new leads.\I've read his report.\It's completely delusional.\You're going too far!\Kougami.\Whoa!\You've got the sparring program on the highest difficulty level! response:	Are you really human, Kougami?
context: He might've been able to find us some new leads.\I've read his report.\It's completely delusional.\You're going too far!\Kougami.\Whoa!\You've got the sparring program on the highest difficulty level!\Are you really human, Kougami? response:	Yeah.
context: I've read his report.\It's completely delusional.\You're going too far!\Kougami.\Whoa!\You've got the sparring program on the highest difficulty level!\Are you really human, Kougami?\Yeah. response:	I mean, all it takes is one Paralyzer and I'm out like a light.
context: It's completely delusional.\You're going too far!\Kougami.\Whoa!\You've got the sparring program on the highest difficulty level!\Are you really human, Kougami?\Yeah.\I mean, all it takes is one Paralyzer and I'm out like a light. response:	I'm just your average, weak human.
context: You're going too far!\Kougami.\Whoa!\You've got the sparring program on the highest difficulty level!\Are you really human, Kougami?\Yeah.\I mean, all it takes is one Paralyzer and I'm out like a light.\I'm just your average, weak human. response:	I bet the Property Management Division's gonna give you hell for this.
context: Kougami.\Whoa!\You've got the sparring program on the highest difficulty level!\Are you really human, Kougami?\Yeah.\I mean, all it takes is one Paralyzer and I'm out like a light.\I'm just your average, weak human.\I bet the Property Management Division's gonna give you hell for this. response:	Not my fault their system's a piece of crap.
context: Whoa!\You've got the sparring program on the highest difficulty level!\Are you really human, Kougami?\Yeah.\I mean, all it takes is one Paralyzer and I'm out like a light.\I'm just your average, weak human.\I bet the Property Management Division's gonna give you hell for this.\Not my fault their system's a piece of crap. response:	Is there something on my face?
context: You've got the sparring program on the highest difficulty level!\Are you really human, Kougami?\Yeah.\I mean, all it takes is one Paralyzer and I'm out like a light.\I'm just your average, weak human.\I bet the Property Management Division's gonna give you hell for this.\Not my fault their system's a piece of crap.\Is there something on my face? response:	No, there isn't!
context: Are you really human, Kougami?\Yeah.\I mean, all it takes is one Paralyzer and I'm out like a light.\I'm just your average, weak human.\I bet the Property Management Division's gonna give you hell for this.\Not my fault their system's a piece of crap.\Is there something on my face?\No, there isn't! response:	You already get provided with a powerful weapon like the Dominator,
context: Yeah.\I mean, all it takes is one Paralyzer and I'm out like a light.\I'm just your average, weak human.\I bet the Property Management Division's gonna give you hell for this.\Not my fault their system's a piece of crap.\Is there something on my face?\No, there isn't!\You already get provided with a powerful weapon like the Dominator, response:	so do you really have to engage in this much combat training?
context: I mean, all it takes is one Paralyzer and I'm out like a light.\I'm just your average, weak human.\I bet the Property Management Division's gonna give you hell for this.\Not my fault their system's a piece of crap.\Is there something on my face?\No, there isn't!\You already get provided with a powerful weapon like the Dominator,\so do you really have to engage in this much combat training? response:	Yeah, I do.
context: I'm just your average, weak human.\I bet the Property Management Division's gonna give you hell for this.\Not my fault their system's a piece of crap.\Is there something on my face?\No, there isn't!\You already get provided with a powerful weapon like the Dominator,\so do you really have to engage in this much combat training?\Yeah, I do. response:	Our weapons are powerful, but it's for that very reason
context: I bet the Property Management Division's gonna give you hell for this.\Not my fault their system's a piece of crap.\Is there something on my face?\No, there isn't!\You already get provided with a powerful weapon like the Dominator,\so do you really have to engage in this much combat training?\Yeah, I do.\Our weapons are powerful, but it's for that very reason response:	that their users have to be even stronger.
context: Not my fault their system's a piece of crap.\Is there something on my face?\No, there isn't!\You already get provided with a powerful weapon like the Dominator,\so do you really have to engage in this much combat training?\Yeah, I do.\Our weapons are powerful, but it's for that very reason\that their users have to be even stronger. response:	In the end, the Dominator doesn't kill people. I do.
context: Is there something on my face?\No, there isn't!\You already get provided with a powerful weapon like the Dominator,\so do you really have to engage in this much combat training?\Yeah, I do.\Our weapons are powerful, but it's for that very reason\that their users have to be even stronger.\In the end, the Dominator doesn't kill people. I do. response:	In order to keep that in mind,
context: No, there isn't!\You already get provided with a powerful weapon like the Dominator,\so do you really have to engage in this much combat training?\Yeah, I do.\Our weapons are powerful, but it's for that very reason\that their users have to be even stronger.\In the end, the Dominator doesn't kill people. I do.\In order to keep that in mind, response:	I have to feel the pain here.
context: You already get provided with a powerful weapon like the Dominator,\so do you really have to engage in this much combat training?\Yeah, I do.\Our weapons are powerful, but it's for that very reason\that their users have to be even stronger.\In the end, the Dominator doesn't kill people. I do.\In order to keep that in mind,\I have to feel the pain here. response:	Are you trying to teach me something?
context: so do you really have to engage in this much combat training?\Yeah, I do.\Our weapons are powerful, but it's for that very reason\that their users have to be even stronger.\In the end, the Dominator doesn't kill people. I do.\In order to keep that in mind,\I have to feel the pain here.\Are you trying to teach me something? response:	Well, I don't wanna be in a situation where you have to fire the Dominator.
context: Yeah, I do.\Our weapons are powerful, but it's for that very reason\that their users have to be even stronger.\In the end, the Dominator doesn't kill people. I do.\In order to keep that in mind,\I have to feel the pain here.\Are you trying to teach me something?\Well, I don't wanna be in a situation where you have to fire the Dominator. response:	So, what do you want?
context: Our weapons are powerful, but it's for that very reason\that their users have to be even stronger.\In the end, the Dominator doesn't kill people. I do.\In order to keep that in mind,\I have to feel the pain here.\Are you trying to teach me something?\Well, I don't wanna be in a situation where you have to fire the Dominator.\So, what do you want? response:	To start with, please wipe yourself down and put a shirt on!
context: that their users have to be even stronger.\In the end, the Dominator doesn't kill people. I do.\In order to keep that in mind,\I have to feel the pain here.\Are you trying to teach me something?\Well, I don't wanna be in a situation where you have to fire the Dominator.\So, what do you want?\To start with, please wipe yourself down and put a shirt on! response:	It's about the unsolved case.
context: In the end, the Dominator doesn't kill people. I do.\In order to keep that in mind,\I have to feel the pain here.\Are you trying to teach me something?\Well, I don't wanna be in a situation where you have to fire the Dominator.\So, what do you want?\To start with, please wipe yourself down and put a shirt on!\It's about the unsolved case. response:	Public Safety Bureau Special Case 102.
context: In order to keep that in mind,\I have to feel the pain here.\Are you trying to teach me something?\Well, I don't wanna be in a situation where you have to fire the Dominator.\So, what do you want?\To start with, please wipe yourself down and put a shirt on!\It's about the unsolved case.\Public Safety Bureau Special Case 102. response:	I looked into it. Sorry to pry into your past.
context: I have to feel the pain here.\Are you trying to teach me something?\Well, I don't wanna be in a situation where you have to fire the Dominator.\So, what do you want?\To start with, please wipe yourself down and put a shirt on!\It's about the unsolved case.\Public Safety Bureau Special Case 102.\I looked into it. Sorry to pry into your past. response:	What are you apologizing for?
context: Are you trying to teach me something?\Well, I don't wanna be in a situation where you have to fire the Dominator.\So, what do you want?\To start with, please wipe yourself down and put a shirt on!\It's about the unsolved case.\Public Safety Bureau Special Case 102.\I looked into it. Sorry to pry into your past.\What are you apologizing for? response:	You're not angry with me?
