context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Hey, have you seen her yet?
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hey, have you seen her yet? response:	Oh, yeah! Yeah!
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hey, have you seen her yet?\Oh, yeah! Yeah! response:	Seen who?
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hey, have you seen her yet?\Oh, yeah! Yeah!\Seen who? response:	You dork, you haven't seen the foreign girl yet?
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hey, have you seen her yet?\Oh, yeah! Yeah!\Seen who?\You dork, you haven't seen the foreign girl yet? response:	Foreign girl?
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hey, have you seen her yet?\Oh, yeah! Yeah!\Seen who?\You dork, you haven't seen the foreign girl yet?\Foreign girl? response:	Yeah, she's in 8th grade, Class A.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hey, have you seen her yet?\Oh, yeah! Yeah!\Seen who?\You dork, you haven't seen the foreign girl yet?\Foreign girl?\Yeah, she's in 8th grade, Class A. response:	She just transferred here last week.
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hey, have you seen her yet?\Oh, yeah! Yeah!\Seen who?\You dork, you haven't seen the foreign girl yet?\Foreign girl?\Yeah, she's in 8th grade, Class A.\She just transferred here last week. response:	She's hot!
context: Hey, have you seen her yet?\Oh, yeah! Yeah!\Seen who?\You dork, you haven't seen the foreign girl yet?\Foreign girl?\Yeah, she's in 8th grade, Class A.\She just transferred here last week.\She's hot! response:	Her name's Asuka Langley Sohryu, did you know that?
context: Oh, yeah! Yeah!\Seen who?\You dork, you haven't seen the foreign girl yet?\Foreign girl?\Yeah, she's in 8th grade, Class A.\She just transferred here last week.\She's hot!\Her name's Asuka Langley Sohryu, did you know that? response:	Yeah, she's so cute.
context: Seen who?\You dork, you haven't seen the foreign girl yet?\Foreign girl?\Yeah, she's in 8th grade, Class A.\She just transferred here last week.\She's hot!\Her name's Asuka Langley Sohryu, did you know that?\Yeah, she's so cute. response:	Since she was raised over there but born here,
context: You dork, you haven't seen the foreign girl yet?\Foreign girl?\Yeah, she's in 8th grade, Class A.\She just transferred here last week.\She's hot!\Her name's Asuka Langley Sohryu, did you know that?\Yeah, she's so cute.\Since she was raised over there but born here, response:	do you think she already has a boyfriend?
context: Foreign girl?\Yeah, she's in 8th grade, Class A.\She just transferred here last week.\She's hot!\Her name's Asuka Langley Sohryu, did you know that?\Yeah, she's so cute.\Since she was raised over there but born here,\do you think she already has a boyfriend? response:	Don't be stupid!
context: Yeah, she's in 8th grade, Class A.\She just transferred here last week.\She's hot!\Her name's Asuka Langley Sohryu, did you know that?\Yeah, she's so cute.\Since she was raised over there but born here,\do you think she already has a boyfriend?\Don't be stupid! response:	I bet she broke up in Germany, and she's here in a foreign land
context: She just transferred here last week.\She's hot!\Her name's Asuka Langley Sohryu, did you know that?\Yeah, she's so cute.\Since she was raised over there but born here,\do you think she already has a boyfriend?\Don't be stupid!\I bet she broke up in Germany, and she's here in a foreign land response:	with a heart that can't be mended.
context: She's hot!\Her name's Asuka Langley Sohryu, did you know that?\Yeah, she's so cute.\Since she was raised over there but born here,\do you think she already has a boyfriend?\Don't be stupid!\I bet she broke up in Germany, and she's here in a foreign land\with a heart that can't be mended. response:	To Asuka Soryu
context: Her name's Asuka Langley Sohryu, did you know that?\Yeah, she's so cute.\Since she was raised over there but born here,\do you think she already has a boyfriend?\Don't be stupid!\I bet she broke up in Germany, and she's here in a foreign land\with a heart that can't be mended.\To Asuka Soryu response:	Oh my gosh...
context: Yeah, she's so cute.\Since she was raised over there but born here,\do you think she already has a boyfriend?\Don't be stupid!\I bet she broke up in Germany, and she's here in a foreign land\with a heart that can't be mended.\To Asuka Soryu\Oh my gosh... response:	Did you hear all the cat talk?
context: Since she was raised over there but born here,\do you think she already has a boyfriend?\Don't be stupid!\I bet she broke up in Germany, and she's here in a foreign land\with a heart that can't be mended.\To Asuka Soryu\Oh my gosh...\Did you hear all the cat talk? response:	Asuka! Asuka!
context: do you think she already has a boyfriend?\Don't be stupid!\I bet she broke up in Germany, and she's here in a foreign land\with a heart that can't be mended.\To Asuka Soryu\Oh my gosh...\Did you hear all the cat talk?\Asuka! Asuka! response:	They're just ignorant.
context: Don't be stupid!\I bet she broke up in Germany, and she's here in a foreign land\with a heart that can't be mended.\To Asuka Soryu\Oh my gosh...\Did you hear all the cat talk?\Asuka! Asuka!\They're just ignorant. response:	Thank you, come again.
context: I bet she broke up in Germany, and she's here in a foreign land\with a heart that can't be mended.\To Asuka Soryu\Oh my gosh...\Did you hear all the cat talk?\Asuka! Asuka!\They're just ignorant.\Thank you, come again. response:	At least the pictures don't reveal her personality.
context: with a heart that can't be mended.\To Asuka Soryu\Oh my gosh...\Did you hear all the cat talk?\Asuka! Asuka!\They're just ignorant.\Thank you, come again.\At least the pictures don't reveal her personality. response:	Hello!
context: To Asuka Soryu\Oh my gosh...\Did you hear all the cat talk?\Asuka! Asuka!\They're just ignorant.\Thank you, come again.\At least the pictures don't reveal her personality.\Hello! response:	Shinji!
context: Oh my gosh...\Did you hear all the cat talk?\Asuka! Asuka!\They're just ignorant.\Thank you, come again.\At least the pictures don't reveal her personality.\Hello!\Shinji! response:	Guten Morgen!
context: Did you hear all the cat talk?\Asuka! Asuka!\They're just ignorant.\Thank you, come again.\At least the pictures don't reveal her personality.\Hello!\Shinji!\Guten Morgen! response:	Guten Morgen.
context: Asuka! Asuka!\They're just ignorant.\Thank you, come again.\At least the pictures don't reveal her personality.\Hello!\Shinji!\Guten Morgen!\Guten Morgen. response:	Hey, why so gloomy? This is the gorgeous Asuka greeting you!
context: They're just ignorant.\Thank you, come again.\At least the pictures don't reveal her personality.\Hello!\Shinji!\Guten Morgen!\Guten Morgen.\Hey, why so gloomy? This is the gorgeous Asuka greeting you! response:	You should appreciate your good fortune!
context: Thank you, come again.\At least the pictures don't reveal her personality.\Hello!\Shinji!\Guten Morgen!\Guten Morgen.\Hey, why so gloomy? This is the gorgeous Asuka greeting you!\You should appreciate your good fortune! response:	I'm the most popular girl in school!
context: At least the pictures don't reveal her personality.\Hello!\Shinji!\Guten Morgen!\Guten Morgen.\Hey, why so gloomy? This is the gorgeous Asuka greeting you!\You should appreciate your good fortune!\I'm the most popular girl in school! response:	Hey, the other one's here too, isn't she?
context: Hello!\Shinji!\Guten Morgen!\Guten Morgen.\Hey, why so gloomy? This is the gorgeous Asuka greeting you!\You should appreciate your good fortune!\I'm the most popular girl in school!\Hey, the other one's here too, isn't she? response:	Other one?
context: Shinji!\Guten Morgen!\Guten Morgen.\Hey, why so gloomy? This is the gorgeous Asuka greeting you!\You should appreciate your good fortune!\I'm the most popular girl in school!\Hey, the other one's here too, isn't she?\Other one? response:	What are you, stupid? I'm talking about the First Child, of course!
context: Guten Morgen!\Guten Morgen.\Hey, why so gloomy? This is the gorgeous Asuka greeting you!\You should appreciate your good fortune!\I'm the most popular girl in school!\Hey, the other one's here too, isn't she?\Other one?\What are you, stupid? I'm talking about the First Child, of course! response:	Oh, Ayanami...
context: Guten Morgen.\Hey, why so gloomy? This is the gorgeous Asuka greeting you!\You should appreciate your good fortune!\I'm the most popular girl in school!\Hey, the other one's here too, isn't she?\Other one?\What are you, stupid? I'm talking about the First Child, of course!\Oh, Ayanami... response:	Hello!
context: Hey, why so gloomy? This is the gorgeous Asuka greeting you!\You should appreciate your good fortune!\I'm the most popular girl in school!\Hey, the other one's here too, isn't she?\Other one?\What are you, stupid? I'm talking about the First Child, of course!\Oh, Ayanami...\Hello! response:	You must be Rei Ayanami, the pilot of the prototype.
context: You should appreciate your good fortune!\I'm the most popular girl in school!\Hey, the other one's here too, isn't she?\Other one?\What are you, stupid? I'm talking about the First Child, of course!\Oh, Ayanami...\Hello!\You must be Rei Ayanami, the pilot of the prototype. response:	I'm Asuka! Asuka Langley Sohryu.
context: I'm the most popular girl in school!\Hey, the other one's here too, isn't she?\Other one?\What are you, stupid? I'm talking about the First Child, of course!\Oh, Ayanami...\Hello!\You must be Rei Ayanami, the pilot of the prototype.\I'm Asuka! Asuka Langley Sohryu. response:	I'm the designated pilot of Eva Unit 02. Let's be good friends!
context: Hey, the other one's here too, isn't she?\Other one?\What are you, stupid? I'm talking about the First Child, of course!\Oh, Ayanami...\Hello!\You must be Rei Ayanami, the pilot of the prototype.\I'm Asuka! Asuka Langley Sohryu.\I'm the designated pilot of Eva Unit 02. Let's be good friends! response:	Why?
context: Other one?\What are you, stupid? I'm talking about the First Child, of course!\Oh, Ayanami...\Hello!\You must be Rei Ayanami, the pilot of the prototype.\I'm Asuka! Asuka Langley Sohryu.\I'm the designated pilot of Eva Unit 02. Let's be good friends!\Why? response:	Because it'd be convenient. You know what I mean?
context: What are you, stupid? I'm talking about the First Child, of course!\Oh, Ayanami...\Hello!\You must be Rei Ayanami, the pilot of the prototype.\I'm Asuka! Asuka Langley Sohryu.\I'm the designated pilot of Eva Unit 02. Let's be good friends!\Why?\Because it'd be convenient. You know what I mean? response:	If I'm ordered to, I will.
context: Oh, Ayanami...\Hello!\You must be Rei Ayanami, the pilot of the prototype.\I'm Asuka! Asuka Langley Sohryu.\I'm the designated pilot of Eva Unit 02. Let's be good friends!\Why?\Because it'd be convenient. You know what I mean?\If I'm ordered to, I will. response:	Talk about odd.
context: Hello!\You must be Rei Ayanami, the pilot of the prototype.\I'm Asuka! Asuka Langley Sohryu.\I'm the designated pilot of Eva Unit 02. Let's be good friends!\Why?\Because it'd be convenient. You know what I mean?\If I'm ordered to, I will.\Talk about odd. response:	I'll say. Are only weirdos chosen to be pilots?
context: You must be Rei Ayanami, the pilot of the prototype.\I'm Asuka! Asuka Langley Sohryu.\I'm the designated pilot of Eva Unit 02. Let's be good friends!\Why?\Because it'd be convenient. You know what I mean?\If I'm ordered to, I will.\Talk about odd.\I'll say. Are only weirdos chosen to be pilots? response:	You've lost some weight.
context: I'm Asuka! Asuka Langley Sohryu.\I'm the designated pilot of Eva Unit 02. Let's be good friends!\Why?\Because it'd be convenient. You know what I mean?\If I'm ordered to, I will.\Talk about odd.\I'll say. Are only weirdos chosen to be pilots?\You've lost some weight. response:	Is that so?
context: I'm the designated pilot of Eva Unit 02. Let's be good friends!\Why?\Because it'd be convenient. You know what I mean?\If I'm ordered to, I will.\Talk about odd.\I'll say. Are only weirdos chosen to be pilots?\You've lost some weight.\Is that so? response:	You must be enduring an unrequited love.
context: Why?\Because it'd be convenient. You know what I mean?\If I'm ordered to, I will.\Talk about odd.\I'll say. Are only weirdos chosen to be pilots?\You've lost some weight.\Is that so?\You must be enduring an unrequited love. response:	How did you know?
context: Because it'd be convenient. You know what I mean?\If I'm ordered to, I will.\Talk about odd.\I'll say. Are only weirdos chosen to be pilots?\You've lost some weight.\Is that so?\You must be enduring an unrequited love.\How did you know? response:	Because...
context: If I'm ordered to, I will.\Talk about odd.\I'll say. Are only weirdos chosen to be pilots?\You've lost some weight.\Is that so?\You must be enduring an unrequited love.\How did you know?\Because... response:	A woman with a mole in the pathway of her tears
context: Talk about odd.\I'll say. Are only weirdos chosen to be pilots?\You've lost some weight.\Is that so?\You must be enduring an unrequited love.\How did you know?\Because...\A woman with a mole in the pathway of her tears response:	is destined to a life full of them.
context: I'll say. Are only weirdos chosen to be pilots?\You've lost some weight.\Is that so?\You must be enduring an unrequited love.\How did you know?\Because...\A woman with a mole in the pathway of her tears\is destined to a life full of them. response:	If you're trying to put a move on me, I'm afraid you can't.
context: You've lost some weight.\Is that so?\You must be enduring an unrequited love.\How did you know?\Because...\A woman with a mole in the pathway of her tears\is destined to a life full of them.\If you're trying to put a move on me, I'm afraid you can't. response:	There's a very ugly face observing us.
context: Is that so?\You must be enduring an unrequited love.\How did you know?\Because...\A woman with a mole in the pathway of her tears\is destined to a life full of them.\If you're trying to put a move on me, I'm afraid you can't.\There's a very ugly face observing us. response:	Long time no see, Kaji.
context: You must be enduring an unrequited love.\How did you know?\Because...\A woman with a mole in the pathway of her tears\is destined to a life full of them.\If you're trying to put a move on me, I'm afraid you can't.\There's a very ugly face observing us.\Long time no see, Kaji. response:	It's been a while.
context: How did you know?\Because...\A woman with a mole in the pathway of her tears\is destined to a life full of them.\If you're trying to put a move on me, I'm afraid you can't.\There's a very ugly face observing us.\Long time no see, Kaji.\It's been a while. response:	You're a little less discreet than I expected.
context: Because...\A woman with a mole in the pathway of her tears\is destined to a life full of them.\If you're trying to put a move on me, I'm afraid you can't.\There's a very ugly face observing us.\Long time no see, Kaji.\It's been a while.\You're a little less discreet than I expected. response:	He hasn't ever been discreet in his life!
context: A woman with a mole in the pathway of her tears\is destined to a life full of them.\If you're trying to put a move on me, I'm afraid you can't.\There's a very ugly face observing us.\Long time no see, Kaji.\It's been a while.\You're a little less discreet than I expected.\He hasn't ever been discreet in his life! response:	You've handed over Unit 02, right? You should be leaving now!
context: is destined to a life full of them.\If you're trying to put a move on me, I'm afraid you can't.\There's a very ugly face observing us.\Long time no see, Kaji.\It's been a while.\You're a little less discreet than I expected.\He hasn't ever been discreet in his life!\You've handed over Unit 02, right? You should be leaving now! response:	I just received orders this morning that I'll be staying here on loan.
context: If you're trying to put a move on me, I'm afraid you can't.\There's a very ugly face observing us.\Long time no see, Kaji.\It's been a while.\You're a little less discreet than I expected.\He hasn't ever been discreet in his life!\You've handed over Unit 02, right? You should be leaving now!\I just received orders this morning that I'll be staying here on loan. response:	So we can hang around again,
context: There's a very ugly face observing us.\Long time no see, Kaji.\It's been a while.\You're a little less discreet than I expected.\He hasn't ever been discreet in his life!\You've handed over Unit 02, right? You should be leaving now!\I just received orders this morning that I'll be staying here on loan.\So we can hang around again, response:	just like we used to.
context: Long time no see, Kaji.\It's been a while.\You're a little less discreet than I expected.\He hasn't ever been discreet in his life!\You've handed over Unit 02, right? You should be leaving now!\I just received orders this morning that I'll be staying here on loan.\So we can hang around again,\just like we used to. response:	You've got to be kidding!
context: It's been a while.\You're a little less discreet than I expected.\He hasn't ever been discreet in his life!\You've handed over Unit 02, right? You should be leaving now!\I just received orders this morning that I'll be staying here on loan.\So we can hang around again,\just like we used to.\You've got to be kidding! response:	Enemy attack?!
context: You're a little less discreet than I expected.\He hasn't ever been discreet in his life!\You've handed over Unit 02, right? You should be leaving now!\I just received orders this morning that I'll be staying here on loan.\So we can hang around again,\just like we used to.\You've got to be kidding!\Enemy attack?! response:	We just got this report from the battle cruiser Haruna.
context: He hasn't ever been discreet in his life!\You've handed over Unit 02, right? You should be leaving now!\I just received orders this morning that I'll be staying here on loan.\So we can hang around again,\just like we used to.\You've got to be kidding!\Enemy attack?!\We just got this report from the battle cruiser Haruna. response:	Huge submerged object detected off Kii peninsula. Sending data.
context: You've handed over Unit 02, right? You should be leaving now!\I just received orders this morning that I'll be staying here on loan.\So we can hang around again,\just like we used to.\You've got to be kidding!\Enemy attack?!\We just got this report from the battle cruiser Haruna.\Huge submerged object detected off Kii peninsula. Sending data. response:	The data has been collated and examined.
context: I just received orders this morning that I'll be staying here on loan.\So we can hang around again,\just like we used to.\You've got to be kidding!\Enemy attack?!\We just got this report from the battle cruiser Haruna.\Huge submerged object detected off Kii peninsula. Sending data.\The data has been collated and examined. response:	Wavelength pattern Blue. Confirmed to be an Angel.
context: So we can hang around again,\just like we used to.\You've got to be kidding!\Enemy attack?!\We just got this report from the battle cruiser Haruna.\Huge submerged object detected off Kii peninsula. Sending data.\The data has been collated and examined.\Wavelength pattern Blue. Confirmed to be an Angel. response:	All personnel, go to first stage alert.
context: just like we used to.\You've got to be kidding!\Enemy attack?!\We just got this report from the battle cruiser Haruna.\Huge submerged object detected off Kii peninsula. Sending data.\The data has been collated and examined.\Wavelength pattern Blue. Confirmed to be an Angel.\All personnel, go to first stage alert. response:	The recent battle severely damaged the intercept system.
context: You've got to be kidding!\Enemy attack?!\We just got this report from the battle cruiser Haruna.\Huge submerged object detected off Kii peninsula. Sending data.\The data has been collated and examined.\Wavelength pattern Blue. Confirmed to be an Angel.\All personnel, go to first stage alert.\The recent battle severely damaged the intercept system. response:	Only twenty-six percent of our defense capability is available.
context: Enemy attack?!\We just got this report from the battle cruiser Haruna.\Huge submerged object detected off Kii peninsula. Sending data.\The data has been collated and examined.\Wavelength pattern Blue. Confirmed to be an Angel.\All personnel, go to first stage alert.\The recent battle severely damaged the intercept system.\Only twenty-six percent of our defense capability is available. response:	And our operational capability for actual combat is virtually nil.
context: We just got this report from the battle cruiser Haruna.\Huge submerged object detected off Kii peninsula. Sending data.\The data has been collated and examined.\Wavelength pattern Blue. Confirmed to be an Angel.\All personnel, go to first stage alert.\The recent battle severely damaged the intercept system.\Only twenty-six percent of our defense capability is available.\And our operational capability for actual combat is virtually nil. response:	Therefore, we're going to have to intercept the target
context: Huge submerged object detected off Kii peninsula. Sending data.\The data has been collated and examined.\Wavelength pattern Blue. Confirmed to be an Angel.\All personnel, go to first stage alert.\The recent battle severely damaged the intercept system.\Only twenty-six percent of our defense capability is available.\And our operational capability for actual combat is virtually nil.\Therefore, we're going to have to intercept the target response:	at the water's edge, right before it makes landfall!
context: The data has been collated and examined.\Wavelength pattern Blue. Confirmed to be an Angel.\All personnel, go to first stage alert.\The recent battle severely damaged the intercept system.\Only twenty-six percent of our defense capability is available.\And our operational capability for actual combat is virtually nil.\Therefore, we're going to have to intercept the target\at the water's edge, right before it makes landfall! response:	Units 01 and 02 will mount an attack in a series of waves.
context: Wavelength pattern Blue. Confirmed to be an Angel.\All personnel, go to first stage alert.\The recent battle severely damaged the intercept system.\Only twenty-six percent of our defense capability is available.\And our operational capability for actual combat is virtually nil.\Therefore, we're going to have to intercept the target\at the water's edge, right before it makes landfall!\Units 01 and 02 will mount an attack in a series of waves. response:	In other words, close in and take turns.
context: All personnel, go to first stage alert.\The recent battle severely damaged the intercept system.\Only twenty-six percent of our defense capability is available.\And our operational capability for actual combat is virtually nil.\Therefore, we're going to have to intercept the target\at the water's edge, right before it makes landfall!\Units 01 and 02 will mount an attack in a series of waves.\In other words, close in and take turns. response:	Roger.
