context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: fugainai ya iya\tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone. response:	It's so difficult. No, I hate it.
context: tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it. response:	Tears and sorrow caused me to miss my chance.
context: My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance. response:	Autumn passed, winter came again, and I became a year older.
context: I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older. response:	You think you've run far away, but your story never ends.
context: The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends. response:	And yet, you're smirking.
context: It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking. response:	It's so cowardly. I hate it.
context: Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it. response:	Even if I have to cling to you, chase after you, and get kicked down...
context: I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down... response:	It's so cowardly. No...
context: It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No... response:	It's so difficult. I hate it. I hate it.
context: Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it. response:	Hold that end!
context: Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Hold that end! response:	We don't have enough palettes!
context: You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Hold that end!\We don't have enough palettes! response:	Hey, don't step there!
context: And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Hold that end!\We don't have enough palettes!\Hey, don't step there! response:	The mat board still isn't here yet?
context: It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Hold that end!\We don't have enough palettes!\Hey, don't step there!\The mat board still isn't here yet? response:	So, it's the season for the Hamabi Festival again...
context: Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Hold that end!\We don't have enough palettes!\Hey, don't step there!\The mat board still isn't here yet?\So, it's the season for the Hamabi Festival again... response:	Time sure flies...
context: It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Hold that end!\We don't have enough palettes!\Hey, don't step there!\The mat board still isn't here yet?\So, it's the season for the Hamabi Festival again...\Time sure flies... response:	There was another mail from Professor Belshire, inviting her to study abroad.
context: It's so difficult. I hate it. I hate it.\Hold that end!\We don't have enough palettes!\Hey, don't step there!\The mat board still isn't here yet?\So, it's the season for the Hamabi Festival again...\Time sure flies...\There was another mail from Professor Belshire, inviting her to study abroad. response:	Is Hanamoto-san really planning on going back to Nagano after graduation?
context: Hold that end!\We don't have enough palettes!\Hey, don't step there!\The mat board still isn't here yet?\So, it's the season for the Hamabi Festival again...\Time sure flies...\There was another mail from Professor Belshire, inviting her to study abroad.\Is Hanamoto-san really planning on going back to Nagano after graduation? response:	Hanamoto-kun, are you really okay with that?
context: We don't have enough palettes!\Hey, don't step there!\The mat board still isn't here yet?\So, it's the season for the Hamabi Festival again...\Time sure flies...\There was another mail from Professor Belshire, inviting her to study abroad.\Is Hanamoto-san really planning on going back to Nagano after graduation?\Hanamoto-kun, are you really okay with that? response:	Isn't she just worried that she's getting in your way?
context: Hey, don't step there!\The mat board still isn't here yet?\So, it's the season for the Hamabi Festival again...\Time sure flies...\There was another mail from Professor Belshire, inviting her to study abroad.\Is Hanamoto-san really planning on going back to Nagano after graduation?\Hanamoto-kun, are you really okay with that?\Isn't she just worried that she's getting in your way? response:	And that she'll be a bother if she is still in your care after graduation?
context: The mat board still isn't here yet?\So, it's the season for the Hamabi Festival again...\Time sure flies...\There was another mail from Professor Belshire, inviting her to study abroad.\Is Hanamoto-san really planning on going back to Nagano after graduation?\Hanamoto-kun, are you really okay with that?\Isn't she just worried that she's getting in your way?\And that she'll be a bother if she is still in your care after graduation? response:	It'll be their last Hamabi Festival...
context: So, it's the season for the Hamabi Festival again...\Time sure flies...\There was another mail from Professor Belshire, inviting her to study abroad.\Is Hanamoto-san really planning on going back to Nagano after graduation?\Hanamoto-kun, are you really okay with that?\Isn't she just worried that she's getting in your way?\And that she'll be a bother if she is still in your care after graduation?\It'll be their last Hamabi Festival... response:	Make sure you enjoy every last bit of it, you guys.
context: Time sure flies...\There was another mail from Professor Belshire, inviting her to study abroad.\Is Hanamoto-san really planning on going back to Nagano after graduation?\Hanamoto-kun, are you really okay with that?\Isn't she just worried that she's getting in your way?\And that she'll be a bother if she is still in your care after graduation?\It'll be their last Hamabi Festival...\Make sure you enjoy every last bit of it, you guys. response:	Well, I understand though. Coming from an old guy like me, it doesn't really have much impact.
context: There was another mail from Professor Belshire, inviting her to study abroad.\Is Hanamoto-san really planning on going back to Nagano after graduation?\Hanamoto-kun, are you really okay with that?\Isn't she just worried that she's getting in your way?\And that she'll be a bother if she is still in your care after graduation?\It'll be their last Hamabi Festival...\Make sure you enjoy every last bit of it, you guys.\Well, I understand though. Coming from an old guy like me, it doesn't really have much impact. response:	But I'll say it anyway.
context: Is Hanamoto-san really planning on going back to Nagano after graduation?\Hanamoto-kun, are you really okay with that?\Isn't she just worried that she's getting in your way?\And that she'll be a bother if she is still in your care after graduation?\It'll be their last Hamabi Festival...\Make sure you enjoy every last bit of it, you guys.\Well, I understand though. Coming from an old guy like me, it doesn't really have much impact.\But I'll say it anyway. response:	Everyone, do your best!
context: Hanamoto-kun, are you really okay with that?\Isn't she just worried that she's getting in your way?\And that she'll be a bother if she is still in your care after graduation?\It'll be their last Hamabi Festival...\Make sure you enjoy every last bit of it, you guys.\Well, I understand though. Coming from an old guy like me, it doesn't really have much impact.\But I'll say it anyway.\Everyone, do your best! response:	Huh? Shuu-chan, we're already out of brush cleaners!
context: Isn't she just worried that she's getting in your way?\And that she'll be a bother if she is still in your care after graduation?\It'll be their last Hamabi Festival...\Make sure you enjoy every last bit of it, you guys.\Well, I understand though. Coming from an old guy like me, it doesn't really have much impact.\But I'll say it anyway.\Everyone, do your best!\Huh? Shuu-chan, we're already out of brush cleaners! response:	Really?
context: And that she'll be a bother if she is still in your care after graduation?\It'll be their last Hamabi Festival...\Make sure you enjoy every last bit of it, you guys.\Well, I understand though. Coming from an old guy like me, it doesn't really have much impact.\But I'll say it anyway.\Everyone, do your best!\Huh? Shuu-chan, we're already out of brush cleaners!\Really? response:	I'll buy some more later.
context: It'll be their last Hamabi Festival...\Make sure you enjoy every last bit of it, you guys.\Well, I understand though. Coming from an old guy like me, it doesn't really have much impact.\But I'll say it anyway.\Everyone, do your best!\Huh? Shuu-chan, we're already out of brush cleaners!\Really?\I'll buy some more later. response:	Huh?
context: Make sure you enjoy every last bit of it, you guys.\Well, I understand though. Coming from an old guy like me, it doesn't really have much impact.\But I'll say it anyway.\Everyone, do your best!\Huh? Shuu-chan, we're already out of brush cleaners!\Really?\I'll buy some more later.\Huh? response:	An old postcard...
context: Well, I understand though. Coming from an old guy like me, it doesn't really have much impact.\But I'll say it anyway.\Everyone, do your best!\Huh? Shuu-chan, we're already out of brush cleaners!\Really?\I'll buy some more later.\Huh?\An old postcard... response:	What is this a picture of?
context: But I'll say it anyway.\Everyone, do your best!\Huh? Shuu-chan, we're already out of brush cleaners!\Really?\I'll buy some more later.\Huh?\An old postcard...\What is this a picture of? response:	Oh, that brings back memories!
context: Everyone, do your best!\Huh? Shuu-chan, we're already out of brush cleaners!\Really?\I'll buy some more later.\Huh?\An old postcard...\What is this a picture of?\Oh, that brings back memories! response:	Guess who painted that.
context: Huh? Shuu-chan, we're already out of brush cleaners!\Really?\I'll buy some more later.\Huh?\An old postcard...\What is this a picture of?\Oh, that brings back memories!\Guess who painted that. response:	It's by Munch.
context: Really?\I'll buy some more later.\Huh?\An old postcard...\What is this a picture of?\Oh, that brings back memories!\Guess who painted that.\It's by Munch. response:	Munch...
context: I'll buy some more later.\Huh?\An old postcard...\What is this a picture of?\Oh, that brings back memories!\Guess who painted that.\It's by Munch.\Munch... response:	You mean the guy who drew this?
context: Huh?\An old postcard...\What is this a picture of?\Oh, that brings back memories!\Guess who painted that.\It's by Munch.\Munch...\You mean the guy who drew this? response:	That's right. You sure do a good impression, Hagu...
context: An old postcard...\What is this a picture of?\Oh, that brings back memories!\Guess who painted that.\It's by Munch.\Munch...\You mean the guy who drew this?\That's right. You sure do a good impression, Hagu... response:	It's the moonlight reflecting off the ocean.
context: What is this a picture of?\Oh, that brings back memories!\Guess who painted that.\It's by Munch.\Munch...\You mean the guy who drew this?\That's right. You sure do a good impression, Hagu...\It's the moonlight reflecting off the ocean. response:	You figured it out from only that?
context: Oh, that brings back memories!\Guess who painted that.\It's by Munch.\Munch...\You mean the guy who drew this?\That's right. You sure do a good impression, Hagu...\It's the moonlight reflecting off the ocean.\You figured it out from only that? response:	I couldn't figure it out at first.
context: Guess who painted that.\It's by Munch.\Munch...\You mean the guy who drew this?\That's right. You sure do a good impression, Hagu...\It's the moonlight reflecting off the ocean.\You figured it out from only that?\I couldn't figure it out at first. response:	This motif appears repeatedly in Munch's paintings.
context: It's by Munch.\Munch...\You mean the guy who drew this?\That's right. You sure do a good impression, Hagu...\It's the moonlight reflecting off the ocean.\You figured it out from only that?\I couldn't figure it out at first.\This motif appears repeatedly in Munch's paintings. response:	It was back when I was in college.
context: Munch...\You mean the guy who drew this?\That's right. You sure do a good impression, Hagu...\It's the moonlight reflecting off the ocean.\You figured it out from only that?\I couldn't figure it out at first.\This motif appears repeatedly in Munch's paintings.\It was back when I was in college. response:	There was a huge Munch exhibit at the Museum of Modern Art.
context: You mean the guy who drew this?\That's right. You sure do a good impression, Hagu...\It's the moonlight reflecting off the ocean.\You figured it out from only that?\I couldn't figure it out at first.\This motif appears repeatedly in Munch's paintings.\It was back when I was in college.\There was a huge Munch exhibit at the Museum of Modern Art. response:	I bought that when I went to see it with some friends.
context: That's right. You sure do a good impression, Hagu...\It's the moonlight reflecting off the ocean.\You figured it out from only that?\I couldn't figure it out at first.\This motif appears repeatedly in Munch's paintings.\It was back when I was in college.\There was a huge Munch exhibit at the Museum of Modern Art.\I bought that when I went to see it with some friends. response:	Whoa, this is amazing.
context: It's the moonlight reflecting off the ocean.\You figured it out from only that?\I couldn't figure it out at first.\This motif appears repeatedly in Munch's paintings.\It was back when I was in college.\There was a huge Munch exhibit at the Museum of Modern Art.\I bought that when I went to see it with some friends.\Whoa, this is amazing. response:	It's the same as that painting we saw earlier.
context: You figured it out from only that?\I couldn't figure it out at first.\This motif appears repeatedly in Munch's paintings.\It was back when I was in college.\There was a huge Munch exhibit at the Museum of Modern Art.\I bought that when I went to see it with some friends.\Whoa, this is amazing.\It's the same as that painting we saw earlier. response:	Hey, I've been thinking...
context: I couldn't figure it out at first.\This motif appears repeatedly in Munch's paintings.\It was back when I was in college.\There was a huge Munch exhibit at the Museum of Modern Art.\I bought that when I went to see it with some friends.\Whoa, this is amazing.\It's the same as that painting we saw earlier.\Hey, I've been thinking... response:	When you stare at it, doesn't the part that's shining look like a path?
context: This motif appears repeatedly in Munch's paintings.\It was back when I was in college.\There was a huge Munch exhibit at the Museum of Modern Art.\I bought that when I went to see it with some friends.\Whoa, this is amazing.\It's the same as that painting we saw earlier.\Hey, I've been thinking...\When you stare at it, doesn't the part that's shining look like a path? response:	Hey, Harada! Don't fall in!
context: It was back when I was in college.\There was a huge Munch exhibit at the Museum of Modern Art.\I bought that when I went to see it with some friends.\Whoa, this is amazing.\It's the same as that painting we saw earlier.\Hey, I've been thinking...\When you stare at it, doesn't the part that's shining look like a path?\Hey, Harada! Don't fall in! response:	Come to think of it, maybe this is what the song was talking about in that movie we saw?
context: There was a huge Munch exhibit at the Museum of Modern Art.\I bought that when I went to see it with some friends.\Whoa, this is amazing.\It's the same as that painting we saw earlier.\Hey, I've been thinking...\When you stare at it, doesn't the part that's shining look like a path?\Hey, Harada! Don't fall in!\Come to think of it, maybe this is what the song was talking about in that movie we saw? response:	What was that song called?
context: I bought that when I went to see it with some friends.\Whoa, this is amazing.\It's the same as that painting we saw earlier.\Hey, I've been thinking...\When you stare at it, doesn't the part that's shining look like a path?\Hey, Harada! Don't fall in!\Come to think of it, maybe this is what the song was talking about in that movie we saw?\What was that song called? response:	That's right...
context: Whoa, this is amazing.\It's the same as that painting we saw earlier.\Hey, I've been thinking...\When you stare at it, doesn't the part that's shining look like a path?\Hey, Harada! Don't fall in!\Come to think of it, maybe this is what the song was talking about in that movie we saw?\What was that song called?\That's right... response:	It was Moon River.
context: It's the same as that painting we saw earlier.\Hey, I've been thinking...\When you stare at it, doesn't the part that's shining look like a path?\Hey, Harada! Don't fall in!\Come to think of it, maybe this is what the song was talking about in that movie we saw?\What was that song called?\That's right...\It was Moon River. response:	Huh?
context: Hey, I've been thinking...\When you stare at it, doesn't the part that's shining look like a path?\Hey, Harada! Don't fall in!\Come to think of it, maybe this is what the song was talking about in that movie we saw?\What was that song called?\That's right...\It was Moon River.\Huh? response:	It really feels like I can walk across to the other side.
context: When you stare at it, doesn't the part that's shining look like a path?\Hey, Harada! Don't fall in!\Come to think of it, maybe this is what the song was talking about in that movie we saw?\What was that song called?\That's right...\It was Moon River.\Huh?\It really feels like I can walk across to the other side. response:	No, you can't cross over!
context: Hey, Harada! Don't fall in!\Come to think of it, maybe this is what the song was talking about in that movie we saw?\What was that song called?\That's right...\It was Moon River.\Huh?\It really feels like I can walk across to the other side.\No, you can't cross over! response:	Or rather, you'd literally end up on the other side if you tried crossing it!
context: Come to think of it, maybe this is what the song was talking about in that movie we saw?\What was that song called?\That's right...\It was Moon River.\Huh?\It really feels like I can walk across to the other side.\No, you can't cross over!\Or rather, you'd literally end up on the other side if you tried crossing it! response:	Hey now, Rika, come over here and stop this idiot!
context: What was that song called?\That's right...\It was Moon River.\Huh?\It really feels like I can walk across to the other side.\No, you can't cross over!\Or rather, you'd literally end up on the other side if you tried crossing it!\Hey now, Rika, come over here and stop this idiot! response:	If Harada-kun is going, I'm going as well...
context: That's right...\It was Moon River.\Huh?\It really feels like I can walk across to the other side.\No, you can't cross over!\Or rather, you'd literally end up on the other side if you tried crossing it!\Hey now, Rika, come over here and stop this idiot!\If Harada-kun is going, I'm going as well... response:	No!
context: It was Moon River.\Huh?\It really feels like I can walk across to the other side.\No, you can't cross over!\Or rather, you'd literally end up on the other side if you tried crossing it!\Hey now, Rika, come over here and stop this idiot!\If Harada-kun is going, I'm going as well...\No! response:	On second thought, don't come!
context: Huh?\It really feels like I can walk across to the other side.\No, you can't cross over!\Or rather, you'd literally end up on the other side if you tried crossing it!\Hey now, Rika, come over here and stop this idiot!\If Harada-kun is going, I'm going as well...\No!\On second thought, don't come! response:	Harada!
context: It really feels like I can walk across to the other side.\No, you can't cross over!\Or rather, you'd literally end up on the other side if you tried crossing it!\Hey now, Rika, come over here and stop this idiot!\If Harada-kun is going, I'm going as well...\No!\On second thought, don't come!\Harada! response:	I'm going with Harada-kun...
context: No, you can't cross over!\Or rather, you'd literally end up on the other side if you tried crossing it!\Hey now, Rika, come over here and stop this idiot!\If Harada-kun is going, I'm going as well...\No!\On second thought, don't come!\Harada!\I'm going with Harada-kun... response:	Harada! Are you all right?!
context: Or rather, you'd literally end up on the other side if you tried crossing it!\Hey now, Rika, come over here and stop this idiot!\If Harada-kun is going, I'm going as well...\No!\On second thought, don't come!\Harada!\I'm going with Harada-kun...\Harada! Are you all right?! response:	Come back up already!
context: Hey now, Rika, come over here and stop this idiot!\If Harada-kun is going, I'm going as well...\No!\On second thought, don't come!\Harada!\I'm going with Harada-kun...\Harada! Are you all right?!\Come back up already! response:	Rika.
context: If Harada-kun is going, I'm going as well...\No!\On second thought, don't come!\Harada!\I'm going with Harada-kun...\Harada! Are you all right?!\Come back up already!\Rika. response:	Come on.
context: No!\On second thought, don't come!\Harada!\I'm going with Harada-kun...\Harada! Are you all right?!\Come back up already!\Rika.\Come on. response:	Let's go.
context: On second thought, don't come!\Harada!\I'm going with Harada-kun...\Harada! Are you all right?!\Come back up already!\Rika.\Come on.\Let's go. response:	Harada... Don't...
context: Harada!\I'm going with Harada-kun...\Harada! Are you all right?!\Come back up already!\Rika.\Come on.\Let's go.\Harada... Don't... response:	Don't!
context: I'm going with Harada-kun...\Harada! Are you all right?!\Come back up already!\Rika.\Come on.\Let's go.\Harada... Don't...\Don't! response:	Rika!
context: Harada! Are you all right?!\Come back up already!\Rika.\Come on.\Let's go.\Harada... Don't...\Don't!\Rika! response:	Don't, Rika!
context: Come back up already!\Rika.\Come on.\Let's go.\Harada... Don't...\Don't!\Rika!\Don't, Rika! response:	Don't go!
context: Rika.\Come on.\Let's go.\Harada... Don't...\Don't!\Rika!\Don't, Rika!\Don't go! response:	Please don't go!
context: Come on.\Let's go.\Harada... Don't...\Don't!\Rika!\Don't, Rika!\Don't go!\Please don't go! response:	Rika!
context: Let's go.\Harada... Don't...\Don't!\Rika!\Don't, Rika!\Don't go!\Please don't go!\Rika! response:	Why... After all this time?
context: Harada... Don't...\Don't!\Rika!\Don't, Rika!\Don't go!\Please don't go!\Rika!\Why... After all this time? response:	We gathered up his remains and somehow managed to organize a small funeral.
context: Don't!\Rika!\Don't, Rika!\Don't go!\Please don't go!\Rika!\Why... After all this time?\We gathered up his remains and somehow managed to organize a small funeral. response:	Rika wasn't even able to see Harada off.
context: Rika!\Don't, Rika!\Don't go!\Please don't go!\Rika!\Why... After all this time?\We gathered up his remains and somehow managed to organize a small funeral.\Rika wasn't even able to see Harada off. response:	What awaited Rika when she woke up was a lifetime of bodily pain and a tiny package.
context: Don't, Rika!\Don't go!\Please don't go!\Rika!\Why... After all this time?\We gathered up his remains and somehow managed to organize a small funeral.\Rika wasn't even able to see Harada off.\What awaited Rika when she woke up was a lifetime of bodily pain and a tiny package. response:	In order to escape the pain, she stopped eating.
context: Don't go!\Please don't go!\Rika!\Why... After all this time?\We gathered up his remains and somehow managed to organize a small funeral.\Rika wasn't even able to see Harada off.\What awaited Rika when she woke up was a lifetime of bodily pain and a tiny package.\In order to escape the pain, she stopped eating. response:	Don't kill yourself!
context: Please don't go!\Rika!\Why... After all this time?\We gathered up his remains and somehow managed to organize a small funeral.\Rika wasn't even able to see Harada off.\What awaited Rika when she woke up was a lifetime of bodily pain and a tiny package.\In order to escape the pain, she stopped eating.\Don't kill yourself! response:	You won't be able to go where Harada is!
context: Rika!\Why... After all this time?\We gathered up his remains and somehow managed to organize a small funeral.\Rika wasn't even able to see Harada off.\What awaited Rika when she woke up was a lifetime of bodily pain and a tiny package.\In order to escape the pain, she stopped eating.\Don't kill yourself!\You won't be able to go where Harada is! response:	You won't be able to see him again in the truest sense!
context: Why... After all this time?\We gathered up his remains and somehow managed to organize a small funeral.\Rika wasn't even able to see Harada off.\What awaited Rika when she woke up was a lifetime of bodily pain and a tiny package.\In order to escape the pain, she stopped eating.\Don't kill yourself!\You won't be able to go where Harada is!\You won't be able to see him again in the truest sense! response:	Haunted by my words, Rika became unable to chase after Harada.
