context: Act 5 Bring Back Love response:	-Damn it! -Search thoroughly!
context: Sir. The soil underneath the toilet's subfloor was dug up and it's gone.\How the hell did that happen?! Is this Elven magic?\What is going on?!\Where did they disappear to?!\What is happening?!\I am going to kill all of them tonight.\I will take everyone's head.\Altogether, we took twenty blades and sets of armor from the dead. response:	We also took two horses from them, but the Elves don't know how to ride.
context: How the hell did that happen?! Is this Elven magic?\What is going on?!\Where did they disappear to?!\What is happening?!\I am going to kill all of them tonight.\I will take everyone's head.\Altogether, we took twenty blades and sets of armor from the dead.\We also took two horses from them, but the Elves don't know how to ride. response:	We'll utilize the horses according to my plan.
context: What is going on?!\Where did they disappear to?!\What is happening?!\I am going to kill all of them tonight.\I will take everyone's head.\Altogether, we took twenty blades and sets of armor from the dead.\We also took two horses from them, but the Elves don't know how to ride.\We'll utilize the horses according to my plan. response:	The armor is not our primary concern.
context: Where did they disappear to?!\What is happening?!\I am going to kill all of them tonight.\I will take everyone's head.\Altogether, we took twenty blades and sets of armor from the dead.\We also took two horses from them, but the Elves don't know how to ride.\We'll utilize the horses according to my plan.\The armor is not our primary concern. response:	More importantly, only a few of them know how to wield a sword.
context: What is happening?!\I am going to kill all of them tonight.\I will take everyone's head.\Altogether, we took twenty blades and sets of armor from the dead.\We also took two horses from them, but the Elves don't know how to ride.\We'll utilize the horses according to my plan.\The armor is not our primary concern.\More importantly, only a few of them know how to wield a sword. response:	On the other hand, they are strangely infatuated with making bows.
context: I am going to kill all of them tonight.\I will take everyone's head.\Altogether, we took twenty blades and sets of armor from the dead.\We also took two horses from them, but the Elves don't know how to ride.\We'll utilize the horses according to my plan.\The armor is not our primary concern.\More importantly, only a few of them know how to wield a sword.\On the other hand, they are strangely infatuated with making bows. response:	I have Yoichi helping them create bows as we speak.
context: I will take everyone's head.\Altogether, we took twenty blades and sets of armor from the dead.\We also took two horses from them, but the Elves don't know how to ride.\We'll utilize the horses according to my plan.\The armor is not our primary concern.\More importantly, only a few of them know how to wield a sword.\On the other hand, they are strangely infatuated with making bows.\I have Yoichi helping them create bows as we speak. response:	In a way... they look happy making bows and arrows.
context: Altogether, we took twenty blades and sets of armor from the dead.\We also took two horses from them, but the Elves don't know how to ride.\We'll utilize the horses according to my plan.\The armor is not our primary concern.\More importantly, only a few of them know how to wield a sword.\On the other hand, they are strangely infatuated with making bows.\I have Yoichi helping them create bows as we speak.\In a way... they look happy making bows and arrows. response:	They are as quick and efficient as skilled craftsmen.
context: We also took two horses from them, but the Elves don't know how to ride.\We'll utilize the horses according to my plan.\The armor is not our primary concern.\More importantly, only a few of them know how to wield a sword.\On the other hand, they are strangely infatuated with making bows.\I have Yoichi helping them create bows as we speak.\In a way... they look happy making bows and arrows.\They are as quick and efficient as skilled craftsmen. response:	More pressing than the sword issue is...
context: We'll utilize the horses according to my plan.\The armor is not our primary concern.\More importantly, only a few of them know how to wield a sword.\On the other hand, they are strangely infatuated with making bows.\I have Yoichi helping them create bows as we speak.\In a way... they look happy making bows and arrows.\They are as quick and efficient as skilled craftsmen.\More pressing than the sword issue is... response:	Even peasants could kill samurai with a twenty-foot-long spear.
context: The armor is not our primary concern.\More importantly, only a few of them know how to wield a sword.\On the other hand, they are strangely infatuated with making bows.\I have Yoichi helping them create bows as we speak.\In a way... they look happy making bows and arrows.\They are as quick and efficient as skilled craftsmen.\More pressing than the sword issue is...\Even peasants could kill samurai with a twenty-foot-long spear. response:	You probably don't know about this,
context: More importantly, only a few of them know how to wield a sword.\On the other hand, they are strangely infatuated with making bows.\I have Yoichi helping them create bows as we speak.\In a way... they look happy making bows and arrows.\They are as quick and efficient as skilled craftsmen.\More pressing than the sword issue is...\Even peasants could kill samurai with a twenty-foot-long spear.\You probably don't know about this, response:	but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi.
context: On the other hand, they are strangely infatuated with making bows.\I have Yoichi helping them create bows as we speak.\In a way... they look happy making bows and arrows.\They are as quick and efficient as skilled craftsmen.\More pressing than the sword issue is...\Even peasants could kill samurai with a twenty-foot-long spear.\You probably don't know about this,\but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi. response:	Huh? Seriously?!
context: I have Yoichi helping them create bows as we speak.\In a way... they look happy making bows and arrows.\They are as quick and efficient as skilled craftsmen.\More pressing than the sword issue is...\Even peasants could kill samurai with a twenty-foot-long spear.\You probably don't know about this,\but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi.\Huh? Seriously?! response:	All right! Good for Kumquat Head.
context: In a way... they look happy making bows and arrows.\They are as quick and efficient as skilled craftsmen.\More pressing than the sword issue is...\Even peasants could kill samurai with a twenty-foot-long spear.\You probably don't know about this,\but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi.\Huh? Seriously?!\All right! Good for Kumquat Head. response:	Well done, peasants of Fushimi! I exempt them from tax for a million years.
context: They are as quick and efficient as skilled craftsmen.\More pressing than the sword issue is...\Even peasants could kill samurai with a twenty-foot-long spear.\You probably don't know about this,\but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi.\Huh? Seriously?!\All right! Good for Kumquat Head.\Well done, peasants of Fushimi! I exempt them from tax for a million years. response:	By the way, you look like you're having a great time conspiring.
context: More pressing than the sword issue is...\Even peasants could kill samurai with a twenty-foot-long spear.\You probably don't know about this,\but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi.\Huh? Seriously?!\All right! Good for Kumquat Head.\Well done, peasants of Fushimi! I exempt them from tax for a million years.\By the way, you look like you're having a great time conspiring. response:	A battle is only the consequence of matters built up in the past.
context: Even peasants could kill samurai with a twenty-foot-long spear.\You probably don't know about this,\but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi.\Huh? Seriously?!\All right! Good for Kumquat Head.\Well done, peasants of Fushimi! I exempt them from tax for a million years.\By the way, you look like you're having a great time conspiring.\A battle is only the consequence of matters built up in the past. response:	I believe that the true contest lies in choosing our actions well before the dawn of battle.
context: You probably don't know about this,\but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi.\Huh? Seriously?!\All right! Good for Kumquat Head.\Well done, peasants of Fushimi! I exempt them from tax for a million years.\By the way, you look like you're having a great time conspiring.\A battle is only the consequence of matters built up in the past.\I believe that the true contest lies in choosing our actions well before the dawn of battle. response:	Nobody besides Hideyoshi could understand this essence of battle.
context: but Akechi Mitsuhide was killed while hunting down the routed peasant militia in Fushimi.\Huh? Seriously?!\All right! Good for Kumquat Head.\Well done, peasants of Fushimi! I exempt them from tax for a million years.\By the way, you look like you're having a great time conspiring.\A battle is only the consequence of matters built up in the past.\I believe that the true contest lies in choosing our actions well before the dawn of battle.\Nobody besides Hideyoshi could understand this essence of battle. response:	No wonder we didn't see any corpses of soldiers in the village.
context: Huh? Seriously?!\All right! Good for Kumquat Head.\Well done, peasants of Fushimi! I exempt them from tax for a million years.\By the way, you look like you're having a great time conspiring.\A battle is only the consequence of matters built up in the past.\I believe that the true contest lies in choosing our actions well before the dawn of battle.\Nobody besides Hideyoshi could understand this essence of battle.\No wonder we didn't see any corpses of soldiers in the village. response:	They've been bringing them here!
context: All right! Good for Kumquat Head.\Well done, peasants of Fushimi! I exempt them from tax for a million years.\By the way, you look like you're having a great time conspiring.\A battle is only the consequence of matters built up in the past.\I believe that the true contest lies in choosing our actions well before the dawn of battle.\Nobody besides Hideyoshi could understand this essence of battle.\No wonder we didn't see any corpses of soldiers in the village.\They've been bringing them here! response:	Pick whichever you like, though there are still some blood stains on them.
context: Well done, peasants of Fushimi! I exempt them from tax for a million years.\By the way, you look like you're having a great time conspiring.\A battle is only the consequence of matters built up in the past.\I believe that the true contest lies in choosing our actions well before the dawn of battle.\Nobody besides Hideyoshi could understand this essence of battle.\No wonder we didn't see any corpses of soldiers in the village.\They've been bringing them here!\Pick whichever you like, though there are still some blood stains on them. response:	Eh?
context: By the way, you look like you're having a great time conspiring.\A battle is only the consequence of matters built up in the past.\I believe that the true contest lies in choosing our actions well before the dawn of battle.\Nobody besides Hideyoshi could understand this essence of battle.\No wonder we didn't see any corpses of soldiers in the village.\They've been bringing them here!\Pick whichever you like, though there are still some blood stains on them.\Eh? response:	You, the chosen ones, may wash them yourselves.
context: A battle is only the consequence of matters built up in the past.\I believe that the true contest lies in choosing our actions well before the dawn of battle.\Nobody besides Hideyoshi could understand this essence of battle.\No wonder we didn't see any corpses of soldiers in the village.\They've been bringing them here!\Pick whichever you like, though there are still some blood stains on them.\Eh?\You, the chosen ones, may wash them yourselves. response:	Ugh! They are covered with blood.
context: I believe that the true contest lies in choosing our actions well before the dawn of battle.\Nobody besides Hideyoshi could understand this essence of battle.\No wonder we didn't see any corpses of soldiers in the village.\They've been bringing them here!\Pick whichever you like, though there are still some blood stains on them.\Eh?\You, the chosen ones, may wash them yourselves.\Ugh! They are covered with blood. response:	-How many are they? -What are we going to do?
context: Nobody besides Hideyoshi could understand this essence of battle.\No wonder we didn't see any corpses of soldiers in the village.\They've been bringing them here!\Pick whichever you like, though there are still some blood stains on them.\Eh?\You, the chosen ones, may wash them yourselves.\Ugh! They are covered with blood.\-How many are they? -What are we going to do? response:	It'd probably be best not to tell them what we did to the corpses.
context: No wonder we didn't see any corpses of soldiers in the village.\They've been bringing them here!\Pick whichever you like, though there are still some blood stains on them.\Eh?\You, the chosen ones, may wash them yourselves.\Ugh! They are covered with blood.\-How many are they? -What are we going to do?\It'd probably be best not to tell them what we did to the corpses. response:	Toyohisa cut off all the soldiers' heads and buried them, but...
context: They've been bringing them here!\Pick whichever you like, though there are still some blood stains on them.\Eh?\You, the chosen ones, may wash them yourselves.\Ugh! They are covered with blood.\-How many are they? -What are we going to do?\It'd probably be best not to tell them what we did to the corpses.\Toyohisa cut off all the soldiers' heads and buried them, but... response:	You paid your respects to the dead heads and made offerings, didn't you?
context: Pick whichever you like, though there are still some blood stains on them.\Eh?\You, the chosen ones, may wash them yourselves.\Ugh! They are covered with blood.\-How many are they? -What are we going to do?\It'd probably be best not to tell them what we did to the corpses.\Toyohisa cut off all the soldiers' heads and buried them, but...\You paid your respects to the dead heads and made offerings, didn't you? response:	We shall gratefully use their bodies.
context: Eh?\You, the chosen ones, may wash them yourselves.\Ugh! They are covered with blood.\-How many are they? -What are we going to do?\It'd probably be best not to tell them what we did to the corpses.\Toyohisa cut off all the soldiers' heads and buried them, but...\You paid your respects to the dead heads and made offerings, didn't you?\We shall gratefully use their bodies. response:	Smells horrible.
context: You, the chosen ones, may wash them yourselves.\Ugh! They are covered with blood.\-How many are they? -What are we going to do?\It'd probably be best not to tell them what we did to the corpses.\Toyohisa cut off all the soldiers' heads and buried them, but...\You paid your respects to the dead heads and made offerings, didn't you?\We shall gratefully use their bodies.\Smells horrible. response:	Is this a saltpeter mound?
context: Ugh! They are covered with blood.\-How many are they? -What are we going to do?\It'd probably be best not to tell them what we did to the corpses.\Toyohisa cut off all the soldiers' heads and buried them, but...\You paid your respects to the dead heads and made offerings, didn't you?\We shall gratefully use their bodies.\Smells horrible.\Is this a saltpeter mound? response:	I mixed corpses with grass, soil, feces, and urine.
context: -How many are they? -What are we going to do?\It'd probably be best not to tell them what we did to the corpses.\Toyohisa cut off all the soldiers' heads and buried them, but...\You paid your respects to the dead heads and made offerings, didn't you?\We shall gratefully use their bodies.\Smells horrible.\Is this a saltpeter mound?\I mixed corpses with grass, soil, feces, and urine. response:	It will be another two years before saltpeter can be collected.
context: It'd probably be best not to tell them what we did to the corpses.\Toyohisa cut off all the soldiers' heads and buried them, but...\You paid your respects to the dead heads and made offerings, didn't you?\We shall gratefully use their bodies.\Smells horrible.\Is this a saltpeter mound?\I mixed corpses with grass, soil, feces, and urine.\It will be another two years before saltpeter can be collected. response:	This was the trick the Ikko sect followers used to employ.
context: Toyohisa cut off all the soldiers' heads and buried them, but...\You paid your respects to the dead heads and made offerings, didn't you?\We shall gratefully use their bodies.\Smells horrible.\Is this a saltpeter mound?\I mixed corpses with grass, soil, feces, and urine.\It will be another two years before saltpeter can be collected.\This was the trick the Ikko sect followers used to employ. response:	The villagers should be prohibited from entering this hill...
context: You paid your respects to the dead heads and made offerings, didn't you?\We shall gratefully use their bodies.\Smells horrible.\Is this a saltpeter mound?\I mixed corpses with grass, soil, feces, and urine.\It will be another two years before saltpeter can be collected.\This was the trick the Ikko sect followers used to employ.\The villagers should be prohibited from entering this hill... response:	What should we do with the soil from the toilets?
context: We shall gratefully use their bodies.\Smells horrible.\Is this a saltpeter mound?\I mixed corpses with grass, soil, feces, and urine.\It will be another two years before saltpeter can be collected.\This was the trick the Ikko sect followers used to employ.\The villagers should be prohibited from entering this hill...\What should we do with the soil from the toilets? response:	We have charcoal, but not sulfur. Just leave it as it is for now.
context: Smells horrible.\Is this a saltpeter mound?\I mixed corpses with grass, soil, feces, and urine.\It will be another two years before saltpeter can be collected.\This was the trick the Ikko sect followers used to employ.\The villagers should be prohibited from entering this hill...\What should we do with the soil from the toilets?\We have charcoal, but not sulfur. Just leave it as it is for now. response:	It's terrible... to do that to their corpses!
context: Is this a saltpeter mound?\I mixed corpses with grass, soil, feces, and urine.\It will be another two years before saltpeter can be collected.\This was the trick the Ikko sect followers used to employ.\The villagers should be prohibited from entering this hill...\What should we do with the soil from the toilets?\We have charcoal, but not sulfur. Just leave it as it is for now.\It's terrible... to do that to their corpses! response:	What's wrong with it? The outcome would be the same even if we buried them.
context: I mixed corpses with grass, soil, feces, and urine.\It will be another two years before saltpeter can be collected.\This was the trick the Ikko sect followers used to employ.\The villagers should be prohibited from entering this hill...\What should we do with the soil from the toilets?\We have charcoal, but not sulfur. Just leave it as it is for now.\It's terrible... to do that to their corpses!\What's wrong with it? The outcome would be the same even if we buried them. response:	They would rot, get eaten by bugs, and eventually break down into soil.
context: It will be another two years before saltpeter can be collected.\This was the trick the Ikko sect followers used to employ.\The villagers should be prohibited from entering this hill...\What should we do with the soil from the toilets?\We have charcoal, but not sulfur. Just leave it as it is for now.\It's terrible... to do that to their corpses!\What's wrong with it? The outcome would be the same even if we buried them.\They would rot, get eaten by bugs, and eventually break down into soil. response:	We're just speeding up the process. It's the same thing.
context: This was the trick the Ikko sect followers used to employ.\The villagers should be prohibited from entering this hill...\What should we do with the soil from the toilets?\We have charcoal, but not sulfur. Just leave it as it is for now.\It's terrible... to do that to their corpses!\What's wrong with it? The outcome would be the same even if we buried them.\They would rot, get eaten by bugs, and eventually break down into soil.\We're just speeding up the process. It's the same thing. response:	We don't want to be wasteful.
context: The villagers should be prohibited from entering this hill...\What should we do with the soil from the toilets?\We have charcoal, but not sulfur. Just leave it as it is for now.\It's terrible... to do that to their corpses!\What's wrong with it? The outcome would be the same even if we buried them.\They would rot, get eaten by bugs, and eventually break down into soil.\We're just speeding up the process. It's the same thing.\We don't want to be wasteful. response:	I cleaned up those heads, put them back together, and buried them.
context: What should we do with the soil from the toilets?\We have charcoal, but not sulfur. Just leave it as it is for now.\It's terrible... to do that to their corpses!\What's wrong with it? The outcome would be the same even if we buried them.\They would rot, get eaten by bugs, and eventually break down into soil.\We're just speeding up the process. It's the same thing.\We don't want to be wasteful.\I cleaned up those heads, put them back together, and buried them. response:	I made offerings to them as human beings.
context: We have charcoal, but not sulfur. Just leave it as it is for now.\It's terrible... to do that to their corpses!\What's wrong with it? The outcome would be the same even if we buried them.\They would rot, get eaten by bugs, and eventually break down into soil.\We're just speeding up the process. It's the same thing.\We don't want to be wasteful.\I cleaned up those heads, put them back together, and buried them.\I made offerings to them as human beings. response:	If you want to pay respect to them, that mound is good enough.
context: It's terrible... to do that to their corpses!\What's wrong with it? The outcome would be the same even if we buried them.\They would rot, get eaten by bugs, and eventually break down into soil.\We're just speeding up the process. It's the same thing.\We don't want to be wasteful.\I cleaned up those heads, put them back together, and buried them.\I made offerings to them as human beings.\If you want to pay respect to them, that mound is good enough. response:	You may think shit and urine are nasty.
context: What's wrong with it? The outcome would be the same even if we buried them.\They would rot, get eaten by bugs, and eventually break down into soil.\We're just speeding up the process. It's the same thing.\We don't want to be wasteful.\I cleaned up those heads, put them back together, and buried them.\I made offerings to them as human beings.\If you want to pay respect to them, that mound is good enough.\You may think shit and urine are nasty. response:	But if you and I cut open our bellies, the inside would just be flesh filled with shit.
context: They would rot, get eaten by bugs, and eventually break down into soil.\We're just speeding up the process. It's the same thing.\We don't want to be wasteful.\I cleaned up those heads, put them back together, and buried them.\I made offerings to them as human beings.\If you want to pay respect to them, that mound is good enough.\You may think shit and urine are nasty.\But if you and I cut open our bellies, the inside would just be flesh filled with shit. response:	Could the soul dwell within a body filled with shit...
context: We're just speeding up the process. It's the same thing.\We don't want to be wasteful.\I cleaned up those heads, put them back together, and buried them.\I made offerings to them as human beings.\If you want to pay respect to them, that mound is good enough.\You may think shit and urine are nasty.\But if you and I cut open our bellies, the inside would just be flesh filled with shit.\Could the soul dwell within a body filled with shit... response:	That wouldn't be logical, would it?
context: We don't want to be wasteful.\I cleaned up those heads, put them back together, and buried them.\I made offerings to them as human beings.\If you want to pay respect to them, that mound is good enough.\You may think shit and urine are nasty.\But if you and I cut open our bellies, the inside would just be flesh filled with shit.\Could the soul dwell within a body filled with shit...\That wouldn't be logical, would it? response:	I see. The clear differences between these men and us lie...
context: I cleaned up those heads, put them back together, and buried them.\I made offerings to them as human beings.\If you want to pay respect to them, that mound is good enough.\You may think shit and urine are nasty.\But if you and I cut open our bellies, the inside would just be flesh filled with shit.\Could the soul dwell within a body filled with shit...\That wouldn't be logical, would it?\I see. The clear differences between these men and us lie... response:	Hey, Olmi-Boobs.
context: I made offerings to them as human beings.\If you want to pay respect to them, that mound is good enough.\You may think shit and urine are nasty.\But if you and I cut open our bellies, the inside would just be flesh filled with shit.\Could the soul dwell within a body filled with shit...\That wouldn't be logical, would it?\I see. The clear differences between these men and us lie...\Hey, Olmi-Boobs. response:	Why do you always get the last part of my name mixed up?
context: If you want to pay respect to them, that mound is good enough.\You may think shit and urine are nasty.\But if you and I cut open our bellies, the inside would just be flesh filled with shit.\Could the soul dwell within a body filled with shit...\That wouldn't be logical, would it?\I see. The clear differences between these men and us lie...\Hey, Olmi-Boobs.\Why do you always get the last part of my name mixed up? response:	I can't be bothered to get upset about this anymore.
context: You may think shit and urine are nasty.\But if you and I cut open our bellies, the inside would just be flesh filled with shit.\Could the soul dwell within a body filled with shit...\That wouldn't be logical, would it?\I see. The clear differences between these men and us lie...\Hey, Olmi-Boobs.\Why do you always get the last part of my name mixed up?\I can't be bothered to get upset about this anymore. response:	Mutter, mutter, mutter
context: But if you and I cut open our bellies, the inside would just be flesh filled with shit.\Could the soul dwell within a body filled with shit...\That wouldn't be logical, would it?\I see. The clear differences between these men and us lie...\Hey, Olmi-Boobs.\Why do you always get the last part of my name mixed up?\I can't be bothered to get upset about this anymore.\Mutter, mutter, mutter response:	There is this stinky yellow stuff found near a volcano.
context: Could the soul dwell within a body filled with shit...\That wouldn't be logical, would it?\I see. The clear differences between these men and us lie...\Hey, Olmi-Boobs.\Why do you always get the last part of my name mixed up?\I can't be bothered to get upset about this anymore.\Mutter, mutter, mutter\There is this stinky yellow stuff found near a volcano. response:	It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it?
context: That wouldn't be logical, would it?\I see. The clear differences between these men and us lie...\Hey, Olmi-Boobs.\Why do you always get the last part of my name mixed up?\I can't be bothered to get upset about this anymore.\Mutter, mutter, mutter\There is this stinky yellow stuff found near a volcano.\It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it? response:	Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it?
context: I see. The clear differences between these men and us lie...\Hey, Olmi-Boobs.\Why do you always get the last part of my name mixed up?\I can't be bothered to get upset about this anymore.\Mutter, mutter, mutter\There is this stinky yellow stuff found near a volcano.\It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it?\Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it? response:	Don't worry about that. Just bring me a lot of it.
context: Hey, Olmi-Boobs.\Why do you always get the last part of my name mixed up?\I can't be bothered to get upset about this anymore.\Mutter, mutter, mutter\There is this stinky yellow stuff found near a volcano.\It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it?\Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it?\Don't worry about that. Just bring me a lot of it. response:	Ask your something organization... Whatever you call it.
context: Why do you always get the last part of my name mixed up?\I can't be bothered to get upset about this anymore.\Mutter, mutter, mutter\There is this stinky yellow stuff found near a volcano.\It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it?\Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it?\Don't worry about that. Just bring me a lot of it.\Ask your something organization... Whatever you call it. response:	-What?! -Boobienu Organization or something!
context: I can't be bothered to get upset about this anymore.\Mutter, mutter, mutter\There is this stinky yellow stuff found near a volcano.\It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it?\Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it?\Don't worry about that. Just bring me a lot of it.\Ask your something organization... Whatever you call it.\-What?! -Boobienu Organization or something! response:	It's called Octobrist.
context: Mutter, mutter, mutter\There is this stinky yellow stuff found near a volcano.\It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it?\Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it?\Don't worry about that. Just bring me a lot of it.\Ask your something organization... Whatever you call it.\-What?! -Boobienu Organization or something!\It's called Octobrist. response:	Well, I'm afraid it will cost you. Do you have money?
context: There is this stinky yellow stuff found near a volcano.\It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it?\Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it?\Don't worry about that. Just bring me a lot of it.\Ask your something organization... Whatever you call it.\-What?! -Boobienu Organization or something!\It's called Octobrist.\Well, I'm afraid it will cost you. Do you have money? response:	Shut up, you damn Boobienu Organization!
context: It is almost like a powdery form of fart... called sulfur. Are you able to get a hold of it?\Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it?\Don't worry about that. Just bring me a lot of it.\Ask your something organization... Whatever you call it.\-What?! -Boobienu Organization or something!\It's called Octobrist.\Well, I'm afraid it will cost you. Do you have money?\Shut up, you damn Boobienu Organization! response:	After we claim five or six states, I'll pay you.
context: Eh? Sulfur? Well, I think I can manage that, but what are you going to do with it?\Don't worry about that. Just bring me a lot of it.\Ask your something organization... Whatever you call it.\-What?! -Boobienu Organization or something!\It's called Octobrist.\Well, I'm afraid it will cost you. Do you have money?\Shut up, you damn Boobienu Organization!\After we claim five or six states, I'll pay you. response:	Just shut up and bring it to me, you fool!
context: Don't worry about that. Just bring me a lot of it.\Ask your something organization... Whatever you call it.\-What?! -Boobienu Organization or something!\It's called Octobrist.\Well, I'm afraid it will cost you. Do you have money?\Shut up, you damn Boobienu Organization!\After we claim five or six states, I'll pay you.\Just shut up and bring it to me, you fool! response:	Soil from toilets, corpses, sulfur...
context: Ask your something organization... Whatever you call it.\-What?! -Boobienu Organization or something!\It's called Octobrist.\Well, I'm afraid it will cost you. Do you have money?\Shut up, you damn Boobienu Organization!\After we claim five or six states, I'll pay you.\Just shut up and bring it to me, you fool!\Soil from toilets, corpses, sulfur... response:	What is he going to do with them?! I don't get it at all!
context: -What?! -Boobienu Organization or something!\It's called Octobrist.\Well, I'm afraid it will cost you. Do you have money?\Shut up, you damn Boobienu Organization!\After we claim five or six states, I'll pay you.\Just shut up and bring it to me, you fool!\Soil from toilets, corpses, sulfur...\What is he going to do with them?! I don't get it at all! response:	Wow, that's excellent!
context: It's called Octobrist.\Well, I'm afraid it will cost you. Do you have money?\Shut up, you damn Boobienu Organization!\After we claim five or six states, I'll pay you.\Just shut up and bring it to me, you fool!\Soil from toilets, corpses, sulfur...\What is he going to do with them?! I don't get it at all!\Wow, that's excellent! response:	Look! Almost a bull's-eye.
context: Well, I'm afraid it will cost you. Do you have money?\Shut up, you damn Boobienu Organization!\After we claim five or six states, I'll pay you.\Just shut up and bring it to me, you fool!\Soil from toilets, corpses, sulfur...\What is he going to do with them?! I don't get it at all!\Wow, that's excellent!\Look! Almost a bull's-eye. response:	All right! I want to try it, too.
