context: You look really good! response:	Thank you, Kero-chan
context: Now that's too much!\Your kidding right?\I was just saying that you look so cute!\Your dress is really cute too. You really are a hundred times cute!\So will you forgive me? Dear and sweet Sakura!\It really looks good?\I'd dare to say'\Yes, nothing is response:	cuter then you, really!
context: Your kidding right?\I was just saying that you look so cute!\Your dress is really cute too. You really are a hundred times cute!\So will you forgive me? Dear and sweet Sakura!\It really looks good?\I'd dare to say'\Yes, nothing is\cuter then you, really! response:	OK, Kero-chan, it's just too much.
context: I was just saying that you look so cute!\Your dress is really cute too. You really are a hundred times cute!\So will you forgive me? Dear and sweet Sakura!\It really looks good?\I'd dare to say'\Yes, nothing is\cuter then you, really!\OK, Kero-chan, it's just too much. response:	I'll bring back some food.
context: Your dress is really cute too. You really are a hundred times cute!\So will you forgive me? Dear and sweet Sakura!\It really looks good?\I'd dare to say'\Yes, nothing is\cuter then you, really!\OK, Kero-chan, it's just too much.\I'll bring back some food. response:	That's great!
context: So will you forgive me? Dear and sweet Sakura!\It really looks good?\I'd dare to say'\Yes, nothing is\cuter then you, really!\OK, Kero-chan, it's just too much.\I'll bring back some food.\That's great! response:	I really want to eat new years cake!
context: It really looks good?\I'd dare to say'\Yes, nothing is\cuter then you, really!\OK, Kero-chan, it's just too much.\I'll bring back some food.\That's great!\I really want to eat new years cake! response:	Happy New Years.
context: I'd dare to say'\Yes, nothing is\cuter then you, really!\OK, Kero-chan, it's just too much.\I'll bring back some food.\That's great!\I really want to eat new years cake!\Happy New Years. response:	Happy New Years.
context: Yes, nothing is\cuter then you, really!\OK, Kero-chan, it's just too much.\I'll bring back some food.\That's great!\I really want to eat new years cake!\Happy New Years.\Happy New Years. response:	What are you looking at?
context: cuter then you, really!\OK, Kero-chan, it's just too much.\I'll bring back some food.\That's great!\I really want to eat new years cake!\Happy New Years.\Happy New Years.\What are you looking at? response:	You are going to say my kimono isn't good looking, aren't you?
context: OK, Kero-chan, it's just too much.\I'll bring back some food.\That's great!\I really want to eat new years cake!\Happy New Years.\Happy New Years.\What are you looking at?\You are going to say my kimono isn't good looking, aren't you? response:	No, it looks good.
context: I'll bring back some food.\That's great!\I really want to eat new years cake!\Happy New Years.\Happy New Years.\What are you looking at?\You are going to say my kimono isn't good looking, aren't you?\No, it looks good. response:	For a monster'
context: That's great!\I really want to eat new years cake!\Happy New Years.\Happy New Years.\What are you looking at?\You are going to say my kimono isn't good looking, aren't you?\No, it looks good.\For a monster' response:	What did you say?
context: I really want to eat new years cake!\Happy New Years.\Happy New Years.\What are you looking at?\You are going to say my kimono isn't good looking, aren't you?\No, it looks good.\For a monster'\What did you say? response:	What? The big new years monster wants some food?
context: Happy New Years.\Happy New Years.\What are you looking at?\You are going to say my kimono isn't good looking, aren't you?\No, it looks good.\For a monster'\What did you say?\What? The big new years monster wants some food? response:	I'm not a monster!
context: Happy New Years.\What are you looking at?\You are going to say my kimono isn't good looking, aren't you?\No, it looks good.\For a monster'\What did you say?\What? The big new years monster wants some food?\I'm not a monster! response:	Happy New Years, Touya-kun.
context: What are you looking at?\You are going to say my kimono isn't good looking, aren't you?\No, it looks good.\For a monster'\What did you say?\What? The big new years monster wants some food?\I'm not a monster!\Happy New Years, Touya-kun. response:	Happy New Years.
context: You are going to say my kimono isn't good looking, aren't you?\No, it looks good.\For a monster'\What did you say?\What? The big new years monster wants some food?\I'm not a monster!\Happy New Years, Touya-kun.\Happy New Years. response:	Sakura-san do you like your new clothes?
context: No, it looks good.\For a monster'\What did you say?\What? The big new years monster wants some food?\I'm not a monster!\Happy New Years, Touya-kun.\Happy New Years.\Sakura-san do you like your new clothes? response:	No problem.
context: For a monster'\What did you say?\What? The big new years monster wants some food?\I'm not a monster!\Happy New Years, Touya-kun.\Happy New Years.\Sakura-san do you like your new clothes?\No problem. response:	Here, these are new year cards, they're for you.
context: What did you say?\What? The big new years monster wants some food?\I'm not a monster!\Happy New Years, Touya-kun.\Happy New Years.\Sakura-san do you like your new clothes?\No problem.\Here, these are new year cards, they're for you. response:	' Thank you!' No problem.
context: What? The big new years monster wants some food?\I'm not a monster!\Happy New Years, Touya-kun.\Happy New Years.\Sakura-san do you like your new clothes?\No problem.\Here, these are new year cards, they're for you.\' Thank you!' No problem. response:	Will you guys wait for me for a second?
context: I'm not a monster!\Happy New Years, Touya-kun.\Happy New Years.\Sakura-san do you like your new clothes?\No problem.\Here, these are new year cards, they're for you.\' Thank you!' No problem.\Will you guys wait for me for a second? response:	I am going to finish some work.
context: Happy New Years, Touya-kun.\Happy New Years.\Sakura-san do you like your new clothes?\No problem.\Here, these are new year cards, they're for you.\' Thank you!' No problem.\Will you guys wait for me for a second?\I am going to finish some work. response:	When I'm done we'll go together to the festival.
context: Happy New Years.\Sakura-san do you like your new clothes?\No problem.\Here, these are new year cards, they're for you.\' Thank you!' No problem.\Will you guys wait for me for a second?\I am going to finish some work.\When I'm done we'll go together to the festival. response:	I wonder what everybody wrote to me!
context: Sakura-san do you like your new clothes?\No problem.\Here, these are new year cards, they're for you.\' Thank you!' No problem.\Will you guys wait for me for a second?\I am going to finish some work.\When I'm done we'll go together to the festival.\I wonder what everybody wrote to me! response:	Naoko-chans card has a picture.
context: No problem.\Here, these are new year cards, they're for you.\' Thank you!' No problem.\Will you guys wait for me for a second?\I am going to finish some work.\When I'm done we'll go together to the festival.\I wonder what everybody wrote to me!\Naoko-chans card has a picture. response:	Rika-chan's card is very pretty.
context: Here, these are new year cards, they're for you.\' Thank you!' No problem.\Will you guys wait for me for a second?\I am going to finish some work.\When I'm done we'll go together to the festival.\I wonder what everybody wrote to me!\Naoko-chans card has a picture.\Rika-chan's card is very pretty. response:	This is Yamazaki-kun's card!
context: ' Thank you!' No problem.\Will you guys wait for me for a second?\I am going to finish some work.\When I'm done we'll go together to the festival.\I wonder what everybody wrote to me!\Naoko-chans card has a picture.\Rika-chan's card is very pretty.\This is Yamazaki-kun's card! response:	It is said that on this very day,
context: Will you guys wait for me for a second?\I am going to finish some work.\When I'm done we'll go together to the festival.\I wonder what everybody wrote to me!\Naoko-chans card has a picture.\Rika-chan's card is very pretty.\This is Yamazaki-kun's card!\It is said that on this very day, response:	at China
context: I am going to finish some work.\When I'm done we'll go together to the festival.\I wonder what everybody wrote to me!\Naoko-chans card has a picture.\Rika-chan's card is very pretty.\This is Yamazaki-kun's card!\It is said that on this very day,\at China response:	there was something called a very big dragon.
context: When I'm done we'll go together to the festival.\I wonder what everybody wrote to me!\Naoko-chans card has a picture.\Rika-chan's card is very pretty.\This is Yamazaki-kun's card!\It is said that on this very day,\at China\there was something called a very big dragon. response:	There was 1 year and 1 day,
context: I wonder what everybody wrote to me!\Naoko-chans card has a picture.\Rika-chan's card is very pretty.\This is Yamazaki-kun's card!\It is said that on this very day,\at China\there was something called a very big dragon.\There was 1 year and 1 day, response:	so they waited.
context: Naoko-chans card has a picture.\Rika-chan's card is very pretty.\This is Yamazaki-kun's card!\It is said that on this very day,\at China\there was something called a very big dragon.\There was 1 year and 1 day,\so they waited. response:	So it's like that!
context: Rika-chan's card is very pretty.\This is Yamazaki-kun's card!\It is said that on this very day,\at China\there was something called a very big dragon.\There was 1 year and 1 day,\so they waited.\So it's like that! response:	(Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan)
context: This is Yamazaki-kun's card!\It is said that on this very day,\at China\there was something called a very big dragon.\There was 1 year and 1 day,\so they waited.\So it's like that!\(Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan) response:	Fake? Really'
context: It is said that on this very day,\at China\there was something called a very big dragon.\There was 1 year and 1 day,\so they waited.\So it's like that!\(Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan)\Fake? Really' response:	This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her.
context: at China\there was something called a very big dragon.\There was 1 year and 1 day,\so they waited.\So it's like that!\(Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan)\Fake? Really'\This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her. response:	Oh! This is Shao Lan-kun's card!
context: there was something called a very big dragon.\There was 1 year and 1 day,\so they waited.\So it's like that!\(Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan)\Fake? Really'\This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her.\Oh! This is Shao Lan-kun's card! response:	Is it that brat from Hong Kong?
context: There was 1 year and 1 day,\so they waited.\So it's like that!\(Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan)\Fake? Really'\This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her.\Oh! This is Shao Lan-kun's card!\Is it that brat from Hong Kong? response:	He isn't a brat! His name is Li Shao Lan-kun.
context: so they waited.\So it's like that!\(Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan)\Fake? Really'\This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her.\Oh! This is Shao Lan-kun's card!\Is it that brat from Hong Kong?\He isn't a brat! His name is Li Shao Lan-kun. response:	I'll call him brat.
context: So it's like that!\(Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan)\Fake? Really'\This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her.\Oh! This is Shao Lan-kun's card!\Is it that brat from Hong Kong?\He isn't a brat! His name is Li Shao Lan-kun.\I'll call him brat. response:	Shao Lan-kun is a very good person.
context: (Yamazaki-kun's card has fake information on it, so be careful, Chiharu-chan)\Fake? Really'\This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her.\Oh! This is Shao Lan-kun's card!\Is it that brat from Hong Kong?\He isn't a brat! His name is Li Shao Lan-kun.\I'll call him brat.\Shao Lan-kun is a very good person. response:	Before, we had a lot of disagreements.
context: Fake? Really'\This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her.\Oh! This is Shao Lan-kun's card!\Is it that brat from Hong Kong?\He isn't a brat! His name is Li Shao Lan-kun.\I'll call him brat.\Shao Lan-kun is a very good person.\Before, we had a lot of disagreements. response:	But now Shao Lan-kun does a lot of things for me.
context: This is Tomoyo-chan's card! Tomoyo-chan's words are very pretty, just like her.\Oh! This is Shao Lan-kun's card!\Is it that brat from Hong Kong?\He isn't a brat! His name is Li Shao Lan-kun.\I'll call him brat.\Shao Lan-kun is a very good person.\Before, we had a lot of disagreements.\But now Shao Lan-kun does a lot of things for me. response:	So, I don't like him.
context: Oh! This is Shao Lan-kun's card!\Is it that brat from Hong Kong?\He isn't a brat! His name is Li Shao Lan-kun.\I'll call him brat.\Shao Lan-kun is a very good person.\Before, we had a lot of disagreements.\But now Shao Lan-kun does a lot of things for me.\So, I don't like him. response:	What did you say?
context: Is it that brat from Hong Kong?\He isn't a brat! His name is Li Shao Lan-kun.\I'll call him brat.\Shao Lan-kun is a very good person.\Before, we had a lot of disagreements.\But now Shao Lan-kun does a lot of things for me.\So, I don't like him.\What did you say? response:	Don't eat the new year cards,
context: He isn't a brat! His name is Li Shao Lan-kun.\I'll call him brat.\Shao Lan-kun is a very good person.\Before, we had a lot of disagreements.\But now Shao Lan-kun does a lot of things for me.\So, I don't like him.\What did you say?\Don't eat the new year cards, response:	Monster.
context: I'll call him brat.\Shao Lan-kun is a very good person.\Before, we had a lot of disagreements.\But now Shao Lan-kun does a lot of things for me.\So, I don't like him.\What did you say?\Don't eat the new year cards,\Monster. response:	Awww you called me monster again!
context: Shao Lan-kun is a very good person.\Before, we had a lot of disagreements.\But now Shao Lan-kun does a lot of things for me.\So, I don't like him.\What did you say?\Don't eat the new year cards,\Monster.\Awww you called me monster again! response:	Let's go.
context: Before, we had a lot of disagreements.\But now Shao Lan-kun does a lot of things for me.\So, I don't like him.\What did you say?\Don't eat the new year cards,\Monster.\Awww you called me monster again!\Let's go. response:	Hurry up, monster.
context: But now Shao Lan-kun does a lot of things for me.\So, I don't like him.\What did you say?\Don't eat the new year cards,\Monster.\Awww you called me monster again!\Let's go.\Hurry up, monster. response:	Sakura-san, this year what new year resolutions do you have?
context: So, I don't like him.\What did you say?\Don't eat the new year cards,\Monster.\Awww you called me monster again!\Let's go.\Hurry up, monster.\Sakura-san, this year what new year resolutions do you have? response:	Let me see'
context: What did you say?\Don't eat the new year cards,\Monster.\Awww you called me monster again!\Let's go.\Hurry up, monster.\Sakura-san, this year what new year resolutions do you have?\Let me see' response:	I am going to help father and not be too worried.
context: Don't eat the new year cards,\Monster.\Awww you called me monster again!\Let's go.\Hurry up, monster.\Sakura-san, this year what new year resolutions do you have?\Let me see'\I am going to help father and not be too worried. response:	I also want to be on time for school.
context: Monster.\Awww you called me monster again!\Let's go.\Hurry up, monster.\Sakura-san, this year what new year resolutions do you have?\Let me see'\I am going to help father and not be too worried.\I also want to be on time for school. response:	Still, still I want to be better at some things.
context: Awww you called me monster again!\Let's go.\Hurry up, monster.\Sakura-san, this year what new year resolutions do you have?\Let me see'\I am going to help father and not be too worried.\I also want to be on time for school.\Still, still I want to be better at some things. response:	And to do better.
context: Let's go.\Hurry up, monster.\Sakura-san, this year what new year resolutions do you have?\Let me see'\I am going to help father and not be too worried.\I also want to be on time for school.\Still, still I want to be better at some things.\And to do better. response:	How many do you want to have?
context: Hurry up, monster.\Sakura-san, this year what new year resolutions do you have?\Let me see'\I am going to help father and not be too worried.\I also want to be on time for school.\Still, still I want to be better at some things.\And to do better.\How many do you want to have? response:	Hey, brother, did Yukito-san really say that he's going to come?
context: Sakura-san, this year what new year resolutions do you have?\Let me see'\I am going to help father and not be too worried.\I also want to be on time for school.\Still, still I want to be better at some things.\And to do better.\How many do you want to have?\Hey, brother, did Yukito-san really say that he's going to come? response:	It's strange for Tsukishiro-kun not to keep his promise.
context: Let me see'\I am going to help father and not be too worried.\I also want to be on time for school.\Still, still I want to be better at some things.\And to do better.\How many do you want to have?\Hey, brother, did Yukito-san really say that he's going to come?\It's strange for Tsukishiro-kun not to keep his promise. response:	I'm going to go to Yukito's house to look.
context: I am going to help father and not be too worried.\I also want to be on time for school.\Still, still I want to be better at some things.\And to do better.\How many do you want to have?\Hey, brother, did Yukito-san really say that he's going to come?\It's strange for Tsukishiro-kun not to keep his promise.\I'm going to go to Yukito's house to look. response:	You two can go home first.
context: I also want to be on time for school.\Still, still I want to be better at some things.\And to do better.\How many do you want to have?\Hey, brother, did Yukito-san really say that he's going to come?\It's strange for Tsukishiro-kun not to keep his promise.\I'm going to go to Yukito's house to look.\You two can go home first. response:	Say hi to Tsukishrio-kun for me.
context: Still, still I want to be better at some things.\And to do better.\How many do you want to have?\Hey, brother, did Yukito-san really say that he's going to come?\It's strange for Tsukishiro-kun not to keep his promise.\I'm going to go to Yukito's house to look.\You two can go home first.\Say hi to Tsukishrio-kun for me. response:	Yup'
context: And to do better.\How many do you want to have?\Hey, brother, did Yukito-san really say that he's going to come?\It's strange for Tsukishiro-kun not to keep his promise.\I'm going to go to Yukito's house to look.\You two can go home first.\Say hi to Tsukishrio-kun for me.\Yup' response:	He went late to school, too'
context: How many do you want to have?\Hey, brother, did Yukito-san really say that he's going to come?\It's strange for Tsukishiro-kun not to keep his promise.\I'm going to go to Yukito's house to look.\You two can go home first.\Say hi to Tsukishrio-kun for me.\Yup'\He went late to school, too' response:	What's up with Yukito-san?
context: Hey, brother, did Yukito-san really say that he's going to come?\It's strange for Tsukishiro-kun not to keep his promise.\I'm going to go to Yukito's house to look.\You two can go home first.\Say hi to Tsukishrio-kun for me.\Yup'\He went late to school, too'\What's up with Yukito-san? response:	It's Tomoyo-chan!
context: It's strange for Tsukishiro-kun not to keep his promise.\I'm going to go to Yukito's house to look.\You two can go home first.\Say hi to Tsukishrio-kun for me.\Yup'\He went late to school, too'\What's up with Yukito-san?\It's Tomoyo-chan! response:	Tomoyo-chan!
context: I'm going to go to Yukito's house to look.\You two can go home first.\Say hi to Tsukishrio-kun for me.\Yup'\He went late to school, too'\What's up with Yukito-san?\It's Tomoyo-chan!\Tomoyo-chan! response:	Sakura-chan!
context: You two can go home first.\Say hi to Tsukishrio-kun for me.\Yup'\He went late to school, too'\What's up with Yukito-san?\It's Tomoyo-chan!\Tomoyo-chan!\Sakura-chan! response:	Where? Where?
context: Say hi to Tsukishrio-kun for me.\Yup'\He went late to school, too'\What's up with Yukito-san?\It's Tomoyo-chan!\Tomoyo-chan!\Sakura-chan!\Where? Where? response:	Sakura-chan!!!
context: Yup'\He went late to school, too'\What's up with Yukito-san?\It's Tomoyo-chan!\Tomoyo-chan!\Sakura-chan!\Where? Where?\Sakura-chan!!! response:	Kinomoto-sensei'
context: He went late to school, too'\What's up with Yukito-san?\It's Tomoyo-chan!\Tomoyo-chan!\Sakura-chan!\Where? Where?\Sakura-chan!!!\Kinomoto-sensei' response:	Happy New Year, Tomoyo-chan!
context: What's up with Yukito-san?\It's Tomoyo-chan!\Tomoyo-chan!\Sakura-chan!\Where? Where?\Sakura-chan!!!\Kinomoto-sensei'\Happy New Year, Tomoyo-chan! response:	Happy New Year!
context: It's Tomoyo-chan!\Tomoyo-chan!\Sakura-chan!\Where? Where?\Sakura-chan!!!\Kinomoto-sensei'\Happy New Year, Tomoyo-chan!\Happy New Year! response:	First let me get out my camera so I can tape you'
context: Tomoyo-chan!\Sakura-chan!\Where? Where?\Sakura-chan!!!\Kinomoto-sensei'\Happy New Year, Tomoyo-chan!\Happy New Year!\First let me get out my camera so I can tape you' response:	Last time, grandfather told me that it was really too great
context: Sakura-chan!\Where? Where?\Sakura-chan!!!\Kinomoto-sensei'\Happy New Year, Tomoyo-chan!\Happy New Year!\First let me get out my camera so I can tape you'\Last time, grandfather told me that it was really too great response:	to be able to talk to me.
context: Where? Where?\Sakura-chan!!!\Kinomoto-sensei'\Happy New Year, Tomoyo-chan!\Happy New Year!\First let me get out my camera so I can tape you'\Last time, grandfather told me that it was really too great\to be able to talk to me. response:	Me too.
context: Sakura-chan!!!\Kinomoto-sensei'\Happy New Year, Tomoyo-chan!\Happy New Year!\First let me get out my camera so I can tape you'\Last time, grandfather told me that it was really too great\to be able to talk to me.\Me too. response:	Thank you, Sonomi-kun.
context: Kinomoto-sensei'\Happy New Year, Tomoyo-chan!\Happy New Year!\First let me get out my camera so I can tape you'\Last time, grandfather told me that it was really too great\to be able to talk to me.\Me too.\Thank you, Sonomi-kun. response:	I only bought grandfather a present for you.
context: Happy New Year, Tomoyo-chan!\Happy New Year!\First let me get out my camera so I can tape you'\Last time, grandfather told me that it was really too great\to be able to talk to me.\Me too.\Thank you, Sonomi-kun.\I only bought grandfather a present for you. response:	He thanked me already.
context: Happy New Year!\First let me get out my camera so I can tape you'\Last time, grandfather told me that it was really too great\to be able to talk to me.\Me too.\Thank you, Sonomi-kun.\I only bought grandfather a present for you.\He thanked me already. response:	It was you who told grandfather
context: First let me get out my camera so I can tape you'\Last time, grandfather told me that it was really too great\to be able to talk to me.\Me too.\Thank you, Sonomi-kun.\I only bought grandfather a present for you.\He thanked me already.\It was you who told grandfather response:	to come and see us.
context: Last time, grandfather told me that it was really too great\to be able to talk to me.\Me too.\Thank you, Sonomi-kun.\I only bought grandfather a present for you.\He thanked me already.\It was you who told grandfather\to come and see us. response:	How do you know?
context: to be able to talk to me.\Me too.\Thank you, Sonomi-kun.\I only bought grandfather a present for you.\He thanked me already.\It was you who told grandfather\to come and see us.\How do you know? response:	When we saw each other,
context: Me too.\Thank you, Sonomi-kun.\I only bought grandfather a present for you.\He thanked me already.\It was you who told grandfather\to come and see us.\How do you know?\When we saw each other, response:	grandfather said it.
context: Thank you, Sonomi-kun.\I only bought grandfather a present for you.\He thanked me already.\It was you who told grandfather\to come and see us.\How do you know?\When we saw each other,\grandfather said it. response:	I told him not to say anything.
context: I only bought grandfather a present for you.\He thanked me already.\It was you who told grandfather\to come and see us.\How do you know?\When we saw each other,\grandfather said it.\I told him not to say anything. response:	Oh yeah!
context: He thanked me already.\It was you who told grandfather\to come and see us.\How do you know?\When we saw each other,\grandfather said it.\I told him not to say anything.\Oh yeah! response:	I brought my camera.
context: It was you who told grandfather\to come and see us.\How do you know?\When we saw each other,\grandfather said it.\I told him not to say anything.\Oh yeah!\I brought my camera. response:	Lets go and take a picture
context: to come and see us.\How do you know?\When we saw each other,\grandfather said it.\I told him not to say anything.\Oh yeah!\I brought my camera.\Lets go and take a picture response:	of them for New Years.
context: How do you know?\When we saw each other,\grandfather said it.\I told him not to say anything.\Oh yeah!\I brought my camera.\Lets go and take a picture\of them for New Years. response:	Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come!
context: When we saw each other,\grandfather said it.\I told him not to say anything.\Oh yeah!\I brought my camera.\Lets go and take a picture\of them for New Years.\Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come! response:	OK.
context: grandfather said it.\I told him not to say anything.\Oh yeah!\I brought my camera.\Lets go and take a picture\of them for New Years.\Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come!\OK. response:	I'm about to take the picture! OK, say'Cheese'.
context: I told him not to say anything.\Oh yeah!\I brought my camera.\Lets go and take a picture\of them for New Years.\Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come!\OK.\I'm about to take the picture! OK, say'Cheese'. response:	I took the picture!
context: Oh yeah!\I brought my camera.\Lets go and take a picture\of them for New Years.\Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come!\OK.\I'm about to take the picture! OK, say'Cheese'.\I took the picture! response:	I'm very tired.
context: I brought my camera.\Lets go and take a picture\of them for New Years.\Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come!\OK.\I'm about to take the picture! OK, say'Cheese'.\I took the picture!\I'm very tired. response:	I bet the picture will be very pretty.
context: Lets go and take a picture\of them for New Years.\Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come!\OK.\I'm about to take the picture! OK, say'Cheese'.\I took the picture!\I'm very tired.\I bet the picture will be very pretty. response:	Because my mother's camera is very good.
context: of them for New Years.\Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come!\OK.\I'm about to take the picture! OK, say'Cheese'.\I took the picture!\I'm very tired.\I bet the picture will be very pretty.\Because my mother's camera is very good. response:	Also because you are very pretty,
context: Sakura-chan, Tomoyo! I'm going to take a picture, hurry up and come!\OK.\I'm about to take the picture! OK, say'Cheese'.\I took the picture!\I'm very tired.\I bet the picture will be very pretty.\Because my mother's camera is very good.\Also because you are very pretty, response:	I'm sure that it will be very pretty.
context: OK.\I'm about to take the picture! OK, say'Cheese'.\I took the picture!\I'm very tired.\I bet the picture will be very pretty.\Because my mother's camera is very good.\Also because you are very pretty,\I'm sure that it will be very pretty. response:	It's already this late?
context: I'm about to take the picture! OK, say'Cheese'.\I took the picture!\I'm very tired.\I bet the picture will be very pretty.\Because my mother's camera is very good.\Also because you are very pretty,\I'm sure that it will be very pretty.\It's already this late? response:	I have to go to work now.
context: I took the picture!\I'm very tired.\I bet the picture will be very pretty.\Because my mother's camera is very good.\Also because you are very pretty,\I'm sure that it will be very pretty.\It's already this late?\I have to go to work now. response:	You still have to go to work on New Years?
context: I'm very tired.\I bet the picture will be very pretty.\Because my mother's camera is very good.\Also because you are very pretty,\I'm sure that it will be very pretty.\It's already this late?\I have to go to work now.\You still have to go to work on New Years? response:	Because today I said that I would go work
context: I bet the picture will be very pretty.\Because my mother's camera is very good.\Also because you are very pretty,\I'm sure that it will be very pretty.\It's already this late?\I have to go to work now.\You still have to go to work on New Years?\Because today I said that I would go work response:	So, you have to come to our house and play ok?
context: Because my mother's camera is very good.\Also because you are very pretty,\I'm sure that it will be very pretty.\It's already this late?\I have to go to work now.\You still have to go to work on New Years?\Because today I said that I would go work\So, you have to come to our house and play ok? response:	Yes!
context: Also because you are very pretty,\I'm sure that it will be very pretty.\It's already this late?\I have to go to work now.\You still have to go to work on New Years?\Because today I said that I would go work\So, you have to come to our house and play ok?\Yes! response:	So, I guess I have to leave too.
context: I'm sure that it will be very pretty.\It's already this late?\I have to go to work now.\You still have to go to work on New Years?\Because today I said that I would go work\So, you have to come to our house and play ok?\Yes!\So, I guess I have to leave too. response:	I need to go home and do some new year things
context: It's already this late?\I have to go to work now.\You still have to go to work on New Years?\Because today I said that I would go work\So, you have to come to our house and play ok?\Yes!\So, I guess I have to leave too.\I need to go home and do some new year things response:	I want to help too!
context: I have to go to work now.\You still have to go to work on New Years?\Because today I said that I would go work\So, you have to come to our house and play ok?\Yes!\So, I guess I have to leave too.\I need to go home and do some new year things\I want to help too! response:	Yesterday you already helped Touya and me a lot.
context: You still have to go to work on New Years?\Because today I said that I would go work\So, you have to come to our house and play ok?\Yes!\So, I guess I have to leave too.\I need to go home and do some new year things\I want to help too!\Yesterday you already helped Touya and me a lot. response:	You can not help it will be ok.
context: Because today I said that I would go work\So, you have to come to our house and play ok?\Yes!\So, I guess I have to leave too.\I need to go home and do some new year things\I want to help too!\Yesterday you already helped Touya and me a lot.\You can not help it will be ok. response:	You go with Tomoyo and play.
context: So, you have to come to our house and play ok?\Yes!\So, I guess I have to leave too.\I need to go home and do some new year things\I want to help too!\Yesterday you already helped Touya and me a lot.\You can not help it will be ok.\You go with Tomoyo and play. response:	Sakura-chan!
