context: Piercing through the Macro sky, response:	A thunderbolt strikes the Earth
context: The enemy fleet is now over four million ships!\The Grand Cannon will reach critical in 300 seconds.\Silos 7 and 9 are now open!\A fleet of four million ships?\Can we really beat them with the Grand Cannon?\Are we able to communicate with the enemy fleet yet?\I've tried several times, but there's still no response.\So we have no choice but to fight. response:	3rd Valkyrie interceptor units, climb to 30,000 meters and...
context: The Grand Cannon will reach critical in 300 seconds.\Silos 7 and 9 are now open!\A fleet of four million ships?\Can we really beat them with the Grand Cannon?\Are we able to communicate with the enemy fleet yet?\I've tried several times, but there's still no response.\So we have no choice but to fight.\3rd Valkyrie interceptor units, climb to 30,000 meters and... response:	18th and 27th combat squadrons, deploy to Area A-4 at once!
context: Silos 7 and 9 are now open!\A fleet of four million ships?\Can we really beat them with the Grand Cannon?\Are we able to communicate with the enemy fleet yet?\I've tried several times, but there's still no response.\So we have no choice but to fight.\3rd Valkyrie interceptor units, climb to 30,000 meters and...\18th and 27th combat squadrons, deploy to Area A-4 at once! response:	Roger!
context: A fleet of four million ships?\Can we really beat them with the Grand Cannon?\Are we able to communicate with the enemy fleet yet?\I've tried several times, but there's still no response.\So we have no choice but to fight.\3rd Valkyrie interceptor units, climb to 30,000 meters and...\18th and 27th combat squadrons, deploy to Area A-4 at once!\Roger! response:	Come in.
context: Can we really beat them with the Grand Cannon?\Are we able to communicate with the enemy fleet yet?\I've tried several times, but there's still no response.\So we have no choice but to fight.\3rd Valkyrie interceptor units, climb to 30,000 meters and...\18th and 27th combat squadrons, deploy to Area A-4 at once!\Roger!\Come in. response:	Hikaru?
context: Are we able to communicate with the enemy fleet yet?\I've tried several times, but there's still no response.\So we have no choice but to fight.\3rd Valkyrie interceptor units, climb to 30,000 meters and...\18th and 27th combat squadrons, deploy to Area A-4 at once!\Roger!\Come in.\Hikaru? response:	Minmay!
context: I've tried several times, but there's still no response.\So we have no choice but to fight.\3rd Valkyrie interceptor units, climb to 30,000 meters and...\18th and 27th combat squadrons, deploy to Area A-4 at once!\Roger!\Come in.\Hikaru?\Minmay! response:	I only thought of you as a friend.
context: So we have no choice but to fight.\3rd Valkyrie interceptor units, climb to 30,000 meters and...\18th and 27th combat squadrons, deploy to Area A-4 at once!\Roger!\Come in.\Hikaru?\Minmay!\I only thought of you as a friend. response:	As a friend, so I...
context: 3rd Valkyrie interceptor units, climb to 30,000 meters and...\18th and 27th combat squadrons, deploy to Area A-4 at once!\Roger!\Come in.\Hikaru?\Minmay!\I only thought of you as a friend.\As a friend, so I... response:	All ships have de-folded!
context: 18th and 27th combat squadrons, deploy to Area A-4 at once!\Roger!\Come in.\Hikaru?\Minmay!\I only thought of you as a friend.\As a friend, so I...\All ships have de-folded! response:	Very well. We'll strike the enemy planet first.
context: Roger!\Come in.\Hikaru?\Minmay!\I only thought of you as a friend.\As a friend, so I...\All ships have de-folded!\Very well. We'll strike the enemy planet first. response:	All ships, prepare for barrage!
context: Come in.\Hikaru?\Minmay!\I only thought of you as a friend.\As a friend, so I...\All ships have de-folded!\Very well. We'll strike the enemy planet first.\All ships, prepare for barrage! response:	I'm sorry, Hikaru, but I...
context: Hikaru?\Minmay!\I only thought of you as a friend.\As a friend, so I...\All ships have de-folded!\Very well. We'll strike the enemy planet first.\All ships, prepare for barrage!\I'm sorry, Hikaru, but I... response:	I guess I like Kaifun.
context: Minmay!\I only thought of you as a friend.\As a friend, so I...\All ships have de-folded!\Very well. We'll strike the enemy planet first.\All ships, prepare for barrage!\I'm sorry, Hikaru, but I...\I guess I like Kaifun. response:	It's not your fault. I should have made my feelings clear.
context: I only thought of you as a friend.\As a friend, so I...\All ships have de-folded!\Very well. We'll strike the enemy planet first.\All ships, prepare for barrage!\I'm sorry, Hikaru, but I...\I guess I like Kaifun.\It's not your fault. I should have made my feelings clear. response:	But...
context: As a friend, so I...\All ships have de-folded!\Very well. We'll strike the enemy planet first.\All ships, prepare for barrage!\I'm sorry, Hikaru, but I...\I guess I like Kaifun.\It's not your fault. I should have made my feelings clear.\But... response:	It's okay, Minmay.
context: All ships have de-folded!\Very well. We'll strike the enemy planet first.\All ships, prepare for barrage!\I'm sorry, Hikaru, but I...\I guess I like Kaifun.\It's not your fault. I should have made my feelings clear.\But...\It's okay, Minmay. response:	I'm a fighter pilot and you're a big star.
context: Very well. We'll strike the enemy planet first.\All ships, prepare for barrage!\I'm sorry, Hikaru, but I...\I guess I like Kaifun.\It's not your fault. I should have made my feelings clear.\But...\It's okay, Minmay.\I'm a fighter pilot and you're a big star. response:	It wouldn't have worked out.
context: All ships, prepare for barrage!\I'm sorry, Hikaru, but I...\I guess I like Kaifun.\It's not your fault. I should have made my feelings clear.\But...\It's okay, Minmay.\I'm a fighter pilot and you're a big star.\It wouldn't have worked out. response:	But...
context: I'm sorry, Hikaru, but I...\I guess I like Kaifun.\It's not your fault. I should have made my feelings clear.\But...\It's okay, Minmay.\I'm a fighter pilot and you're a big star.\It wouldn't have worked out.\But... response:	It's funny, isn't it?
context: I guess I like Kaifun.\It's not your fault. I should have made my feelings clear.\But...\It's okay, Minmay.\I'm a fighter pilot and you're a big star.\It wouldn't have worked out.\But...\It's funny, isn't it? response:	Even on a ship as small as the Macross, we're living in two totally different worlds.
context: It's not your fault. I should have made my feelings clear.\But...\It's okay, Minmay.\I'm a fighter pilot and you're a big star.\It wouldn't have worked out.\But...\It's funny, isn't it?\Even on a ship as small as the Macross, we're living in two totally different worlds. response:	Total annihilation?
context: But...\It's okay, Minmay.\I'm a fighter pilot and you're a big star.\It wouldn't have worked out.\But...\It's funny, isn't it?\Even on a ship as small as the Macross, we're living in two totally different worlds.\Total annihilation? response:	Impossible!
context: It's okay, Minmay.\I'm a fighter pilot and you're a big star.\It wouldn't have worked out.\But...\It's funny, isn't it?\Even on a ship as small as the Macross, we're living in two totally different worlds.\Total annihilation?\Impossible! response:	Annihilated? The Earth?
context: I'm a fighter pilot and you're a big star.\It wouldn't have worked out.\But...\It's funny, isn't it?\Even on a ship as small as the Macross, we're living in two totally different worlds.\Total annihilation?\Impossible!\Annihilated? The Earth? response:	It's been wiped out?!
context: It wouldn't have worked out.\But...\It's funny, isn't it?\Even on a ship as small as the Macross, we're living in two totally different worlds.\Total annihilation?\Impossible!\Annihilated? The Earth?\It's been wiped out?! response:	It can't be! No way!
context: But...\It's funny, isn't it?\Even on a ship as small as the Macross, we're living in two totally different worlds.\Total annihilation?\Impossible!\Annihilated? The Earth?\It's been wiped out?!\It can't be! No way! response:	What is it?
context: It's funny, isn't it?\Even on a ship as small as the Macross, we're living in two totally different worlds.\Total annihilation?\Impossible!\Annihilated? The Earth?\It's been wiped out?!\It can't be! No way!\What is it? response:	The Earth!
context: Even on a ship as small as the Macross, we're living in two totally different worlds.\Total annihilation?\Impossible!\Annihilated? The Earth?\It's been wiped out?!\It can't be! No way!\What is it?\The Earth! response:	Is it done for?
context: Total annihilation?\Impossible!\Annihilated? The Earth?\It's been wiped out?!\It can't be! No way!\What is it?\The Earth!\Is it done for? response:	Probably.
context: Impossible!\Annihilated? The Earth?\It's been wiped out?!\It can't be! No way!\What is it?\The Earth!\Is it done for?\Probably. response:	No!
context: Annihilated? The Earth?\It's been wiped out?!\It can't be! No way!\What is it?\The Earth!\Is it done for?\Probably.\No! response:	Dad... Mom!
context: It's been wiped out?!\It can't be! No way!\What is it?\The Earth!\Is it done for?\Probably.\No!\Dad... Mom! response:	Captain Hayase...
context: It can't be! No way!\What is it?\The Earth!\Is it done for?\Probably.\No!\Dad... Mom!\Captain Hayase... response:	An ocean filled with stardust
context: What is it?\The Earth!\Is it done for?\Probably.\No!\Dad... Mom!\Captain Hayase...\An ocean filled with stardust response:	Reflects the warm sun back
context: The Earth!\Is it done for?\Probably.\No!\Dad... Mom!\Captain Hayase...\An ocean filled with stardust\Reflects the warm sun back response:	A little oasis
context: Is it done for?\Probably.\No!\Dad... Mom!\Captain Hayase...\An ocean filled with stardust\Reflects the warm sun back\A little oasis response:	Our home, the green Earth
context: Probably.\No!\Dad... Mom!\Captain Hayase...\An ocean filled with stardust\Reflects the warm sun back\A little oasis\Our home, the green Earth response:	One day we shall...
context: No!\Dad... Mom!\Captain Hayase...\An ocean filled with stardust\Reflects the warm sun back\A little oasis\Our home, the green Earth\One day we shall... response:	It's all over! First the Earth, and then us!
context: Dad... Mom!\Captain Hayase...\An ocean filled with stardust\Reflects the warm sun back\A little oasis\Our home, the green Earth\One day we shall...\It's all over! First the Earth, and then us! response:	It's not over yet.
context: Captain Hayase...\An ocean filled with stardust\Reflects the warm sun back\A little oasis\Our home, the green Earth\One day we shall...\It's all over! First the Earth, and then us!\It's not over yet. response:	Could you sing? Sing for us all?
context: An ocean filled with stardust\Reflects the warm sun back\A little oasis\Our home, the green Earth\One day we shall...\It's all over! First the Earth, and then us!\It's not over yet.\Could you sing? Sing for us all? response:	Sing?
context: Reflects the warm sun back\A little oasis\Our home, the green Earth\One day we shall...\It's all over! First the Earth, and then us!\It's not over yet.\Could you sing? Sing for us all?\Sing? response:	Yeah, I have an idea.
context: A little oasis\Our home, the green Earth\One day we shall...\It's all over! First the Earth, and then us!\It's not over yet.\Could you sing? Sing for us all?\Sing?\Yeah, I have an idea. response:	Damage ratio for all sections is 30.
context: Our home, the green Earth\One day we shall...\It's all over! First the Earth, and then us!\It's not over yet.\Could you sing? Sing for us all?\Sing?\Yeah, I have an idea.\Damage ratio for all sections is 30. response:	Is the Grand Cannon secure?
context: One day we shall...\It's all over! First the Earth, and then us!\It's not over yet.\Could you sing? Sing for us all?\Sing?\Yeah, I have an idea.\Damage ratio for all sections is 30.\Is the Grand Cannon secure? response:	We should be able to fire it.
context: It's all over! First the Earth, and then us!\It's not over yet.\Could you sing? Sing for us all?\Sing?\Yeah, I have an idea.\Damage ratio for all sections is 30.\Is the Grand Cannon secure?\We should be able to fire it. response:	Very well. Recommence countdown at once.
context: It's not over yet.\Could you sing? Sing for us all?\Sing?\Yeah, I have an idea.\Damage ratio for all sections is 30.\Is the Grand Cannon secure?\We should be able to fire it.\Very well. Recommence countdown at once. response:	Roger.
context: Could you sing? Sing for us all?\Sing?\Yeah, I have an idea.\Damage ratio for all sections is 30.\Is the Grand Cannon secure?\We should be able to fire it.\Very well. Recommence countdown at once.\Roger. response:	Power generators are online.
context: Sing?\Yeah, I have an idea.\Damage ratio for all sections is 30.\Is the Grand Cannon secure?\We should be able to fire it.\Very well. Recommence countdown at once.\Roger.\Power generators are online. response:	Energy levels are climbing.
context: Yeah, I have an idea.\Damage ratio for all sections is 30.\Is the Grand Cannon secure?\We should be able to fire it.\Very well. Recommence countdown at once.\Roger.\Power generators are online.\Energy levels are climbing. response:	T-minus 2 minutes to firing.
context: Damage ratio for all sections is 30.\Is the Grand Cannon secure?\We should be able to fire it.\Very well. Recommence countdown at once.\Roger.\Power generators are online.\Energy levels are climbing.\T-minus 2 minutes to firing. response:	Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song
context: Is the Grand Cannon secure?\We should be able to fire it.\Very well. Recommence countdown at once.\Roger.\Power generators are online.\Energy levels are climbing.\T-minus 2 minutes to firing.\Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song response:	and transmit it on all military frequencies.
context: We should be able to fire it.\Very well. Recommence countdown at once.\Roger.\Power generators are online.\Energy levels are climbing.\T-minus 2 minutes to firing.\Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song\and transmit it on all military frequencies. response:	I can do that, but why?
context: Very well. Recommence countdown at once.\Roger.\Power generators are online.\Energy levels are climbing.\T-minus 2 minutes to firing.\Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song\and transmit it on all military frequencies.\I can do that, but why? response:	The soldiers of the Bodol Main Fleet are unaware of the essence of Protoculture.
context: Roger.\Power generators are online.\Energy levels are climbing.\T-minus 2 minutes to firing.\Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song\and transmit it on all military frequencies.\I can do that, but why?\The soldiers of the Bodol Main Fleet are unaware of the essence of Protoculture. response:	If we broadcast the female's songs, they will experience a momentary culture shock,
context: Power generators are online.\Energy levels are climbing.\T-minus 2 minutes to firing.\Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song\and transmit it on all military frequencies.\I can do that, but why?\The soldiers of the Bodol Main Fleet are unaware of the essence of Protoculture.\If we broadcast the female's songs, they will experience a momentary culture shock, response:	allowing us to disrupt their chain of command.
context: Energy levels are climbing.\T-minus 2 minutes to firing.\Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song\and transmit it on all military frequencies.\I can do that, but why?\The soldiers of the Bodol Main Fleet are unaware of the essence of Protoculture.\If we broadcast the female's songs, they will experience a momentary culture shock,\allowing us to disrupt their chain of command. response:	And you'll use that disruption to attack the Bodol flagship?
context: T-minus 2 minutes to firing.\Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song\and transmit it on all military frequencies.\I can do that, but why?\The soldiers of the Bodol Main Fleet are unaware of the essence of Protoculture.\If we broadcast the female's songs, they will experience a momentary culture shock,\allowing us to disrupt their chain of command.\And you'll use that disruption to attack the Bodol flagship? response:	This isn't a foe we can beat in a head-on attack.
context: Commander Britai, I want your fleet to do a simultaneous translation of Lynn Minmay's song\and transmit it on all military frequencies.\I can do that, but why?\The soldiers of the Bodol Main Fleet are unaware of the essence of Protoculture.\If we broadcast the female's songs, they will experience a momentary culture shock,\allowing us to disrupt their chain of command.\And you'll use that disruption to attack the Bodol flagship?\This isn't a foe we can beat in a head-on attack. response:	Very well.
context: and transmit it on all military frequencies.\I can do that, but why?\The soldiers of the Bodol Main Fleet are unaware of the essence of Protoculture.\If we broadcast the female's songs, they will experience a momentary culture shock,\allowing us to disrupt their chain of command.\And you'll use that disruption to attack the Bodol flagship?\This isn't a foe we can beat in a head-on attack.\Very well. response:	Broadcasting those songs will likely boost the morale of our own men as well.
context: I can do that, but why?\The soldiers of the Bodol Main Fleet are unaware of the essence of Protoculture.\If we broadcast the female's songs, they will experience a momentary culture shock,\allowing us to disrupt their chain of command.\And you'll use that disruption to attack the Bodol flagship?\This isn't a foe we can beat in a head-on attack.\Very well.\Broadcasting those songs will likely boost the morale of our own men as well. response:	Captain Global...
