context: I declare love to be forbidden! response:	Who is that guy?
context: Jin, the data you brought back has been analyzed.\The Machine Angel's parameters depend on its form.\That's what I thought.\It fought completely differently pre and post transformation.\One more thing.\When it used that last attack,\we detected readings consistent with a Rare Igura.\A Rare Igura was in that thing? response:	Izumo, Kagura's Mithra Gnis has deployed.
context: The Machine Angel's parameters depend on its form.\That's what I thought.\It fought completely differently pre and post transformation.\One more thing.\When it used that last attack,\we detected readings consistent with a Rare Igura.\A Rare Igura was in that thing?\Izumo, Kagura's Mithra Gnis has deployed. response:	That impetuous fool.
context: That's what I thought.\It fought completely differently pre and post transformation.\One more thing.\When it used that last attack,\we detected readings consistent with a Rare Igura.\A Rare Igura was in that thing?\Izumo, Kagura's Mithra Gnis has deployed.\That impetuous fool. response:	Don't tell me he's going to Vega with just his Gnis.
context: It fought completely differently pre and post transformation.\One more thing.\When it used that last attack,\we detected readings consistent with a Rare Igura.\A Rare Igura was in that thing?\Izumo, Kagura's Mithra Gnis has deployed.\That impetuous fool.\Don't tell me he's going to Vega with just his Gnis. response:	The warp gate is opening!
context: One more thing.\When it used that last attack,\we detected readings consistent with a Rare Igura.\A Rare Igura was in that thing?\Izumo, Kagura's Mithra Gnis has deployed.\That impetuous fool.\Don't tell me he's going to Vega with just his Gnis.\The warp gate is opening! response:	What?
context: When it used that last attack,\we detected readings consistent with a Rare Igura.\A Rare Igura was in that thing?\Izumo, Kagura's Mithra Gnis has deployed.\That impetuous fool.\Don't tell me he's going to Vega with just his Gnis.\The warp gate is opening!\What? response:	The Mithra Gnis has entered interdimensional space!
context: we detected readings consistent with a Rare Igura.\A Rare Igura was in that thing?\Izumo, Kagura's Mithra Gnis has deployed.\That impetuous fool.\Don't tell me he's going to Vega with just his Gnis.\The warp gate is opening!\What?\The Mithra Gnis has entered interdimensional space! response:	Who opened the gate?
context: A Rare Igura was in that thing?\Izumo, Kagura's Mithra Gnis has deployed.\That impetuous fool.\Don't tell me he's going to Vega with just his Gnis.\The warp gate is opening!\What?\The Mithra Gnis has entered interdimensional space!\Who opened the gate? response:	Did he wake up already?
context: Izumo, Kagura's Mithra Gnis has deployed.\That impetuous fool.\Don't tell me he's going to Vega with just his Gnis.\The warp gate is opening!\What?\The Mithra Gnis has entered interdimensional space!\Who opened the gate?\Did he wake up already? response:	In short,
context: That impetuous fool.\Don't tell me he's going to Vega with just his Gnis.\The warp gate is opening!\What?\The Mithra Gnis has entered interdimensional space!\Who opened the gate?\Did he wake up already?\In short, response:	starting today, Holy Angel Academy is a coeducational school.
context: Don't tell me he's going to Vega with just his Gnis.\The warp gate is opening!\What?\The Mithra Gnis has entered interdimensional space!\Who opened the gate?\Did he wake up already?\In short,\starting today, Holy Angel Academy is a coeducational school. response:	That means all of you are in the same class.
context: The warp gate is opening!\What?\The Mithra Gnis has entered interdimensional space!\Who opened the gate?\Did he wake up already?\In short,\starting today, Holy Angel Academy is a coeducational school.\That means all of you are in the same class. response:	I know it might take some time to adjust,
context: What?\The Mithra Gnis has entered interdimensional space!\Who opened the gate?\Did he wake up already?\In short,\starting today, Holy Angel Academy is a coeducational school.\That means all of you are in the same class.\I know it might take some time to adjust, response:	but please try to not let this cause problems.
context: The Mithra Gnis has entered interdimensional space!\Who opened the gate?\Did he wake up already?\In short,\starting today, Holy Angel Academy is a coeducational school.\That means all of you are in the same class.\I know it might take some time to adjust,\but please try to not let this cause problems. response:	Wow! It's Shrade in the flesh!
context: Who opened the gate?\Did he wake up already?\In short,\starting today, Holy Angel Academy is a coeducational school.\That means all of you are in the same class.\I know it might take some time to adjust,\but please try to not let this cause problems.\Wow! It's Shrade in the flesh! response:	Even the air is polluted...
context: Did he wake up already?\In short,\starting today, Holy Angel Academy is a coeducational school.\That means all of you are in the same class.\I know it might take some time to adjust,\but please try to not let this cause problems.\Wow! It's Shrade in the flesh!\Even the air is polluted... response:	Your first assignment together is a social field observation.
context: In short,\starting today, Holy Angel Academy is a coeducational school.\That means all of you are in the same class.\I know it might take some time to adjust,\but please try to not let this cause problems.\Wow! It's Shrade in the flesh!\Even the air is polluted...\Your first assignment together is a social field observation. response:	You will go out into Neo-Kowloon in mixed teams.
context: starting today, Holy Angel Academy is a coeducational school.\That means all of you are in the same class.\I know it might take some time to adjust,\but please try to not let this cause problems.\Wow! It's Shrade in the flesh!\Even the air is polluted...\Your first assignment together is a social field observation.\You will go out into Neo-Kowloon in mixed teams. response:	Understood?
context: That means all of you are in the same class.\I know it might take some time to adjust,\but please try to not let this cause problems.\Wow! It's Shrade in the flesh!\Even the air is polluted...\Your first assignment together is a social field observation.\You will go out into Neo-Kowloon in mixed teams.\Understood? response:	Sounds like a waste of time.
context: I know it might take some time to adjust,\but please try to not let this cause problems.\Wow! It's Shrade in the flesh!\Even the air is polluted...\Your first assignment together is a social field observation.\You will go out into Neo-Kowloon in mixed teams.\Understood?\Sounds like a waste of time. response:	Wow! We're diving right into the good stuff!
context: but please try to not let this cause problems.\Wow! It's Shrade in the flesh!\Even the air is polluted...\Your first assignment together is a social field observation.\You will go out into Neo-Kowloon in mixed teams.\Understood?\Sounds like a waste of time.\Wow! We're diving right into the good stuff! response:	Mikono...
context: Wow! It's Shrade in the flesh!\Even the air is polluted...\Your first assignment together is a social field observation.\You will go out into Neo-Kowloon in mixed teams.\Understood?\Sounds like a waste of time.\Wow! We're diving right into the good stuff!\Mikono... response:	Ow!
context: Even the air is polluted...\Your first assignment together is a social field observation.\You will go out into Neo-Kowloon in mixed teams.\Understood?\Sounds like a waste of time.\Wow! We're diving right into the good stuff!\Mikono...\Ow! response:	Amata! We're in homeroom! Stop clowning around!
context: Your first assignment together is a social field observation.\You will go out into Neo-Kowloon in mixed teams.\Understood?\Sounds like a waste of time.\Wow! We're diving right into the good stuff!\Mikono...\Ow!\Amata! We're in homeroom! Stop clowning around! response:	What is this?
context: You will go out into Neo-Kowloon in mixed teams.\Understood?\Sounds like a waste of time.\Wow! We're diving right into the good stuff!\Mikono...\Ow!\Amata! We're in homeroom! Stop clowning around!\What is this? response:	Please take a handout.
context: Understood?\Sounds like a waste of time.\Wow! We're diving right into the good stuff!\Mikono...\Ow!\Amata! We're in homeroom! Stop clowning around!\What is this?\Please take a handout. response:	Walk along the promenade...
context: Sounds like a waste of time.\Wow! We're diving right into the good stuff!\Mikono...\Ow!\Amata! We're in homeroom! Stop clowning around!\What is this?\Please take a handout.\Walk along the promenade... response:	Bungee jump off the Kowloon Tower...
context: Wow! We're diving right into the good stuff!\Mikono...\Ow!\Amata! We're in homeroom! Stop clowning around!\What is this?\Please take a handout.\Walk along the promenade...\Bungee jump off the Kowloon Tower... response:	Tea time at a hotel with an ocean view?
context: Mikono...\Ow!\Amata! We're in homeroom! Stop clowning around!\What is this?\Please take a handout.\Walk along the promenade...\Bungee jump off the Kowloon Tower...\Tea time at a hotel with an ocean view? response:	Isn't this...
context: Ow!\Amata! We're in homeroom! Stop clowning around!\What is this?\Please take a handout.\Walk along the promenade...\Bungee jump off the Kowloon Tower...\Tea time at a hotel with an ocean view?\Isn't this... response:	The standard Neo-Kowloon date plan?
context: Amata! We're in homeroom! Stop clowning around!\What is this?\Please take a handout.\Walk along the promenade...\Bungee jump off the Kowloon Tower...\Tea time at a hotel with an ocean view?\Isn't this...\The standard Neo-Kowloon date plan? response:	You'll need these, too.
context: What is this?\Please take a handout.\Walk along the promenade...\Bungee jump off the Kowloon Tower...\Tea time at a hotel with an ocean view?\Isn't this...\The standard Neo-Kowloon date plan?\You'll need these, too. response:	What are these?
context: Please take a handout.\Walk along the promenade...\Bungee jump off the Kowloon Tower...\Tea time at a hotel with an ocean view?\Isn't this...\The standard Neo-Kowloon date plan?\You'll need these, too.\What are these? response:	It looks stupid.
context: Walk along the promenade...\Bungee jump off the Kowloon Tower...\Tea time at a hotel with an ocean view?\Isn't this...\The standard Neo-Kowloon date plan?\You'll need these, too.\What are these?\It looks stupid. response:	What about mine?
context: Bungee jump off the Kowloon Tower...\Tea time at a hotel with an ocean view?\Isn't this...\The standard Neo-Kowloon date plan?\You'll need these, too.\What are these?\It looks stupid.\What about mine? response:	The chairman has exempted you.
context: Tea time at a hotel with an ocean view?\Isn't this...\The standard Neo-Kowloon date plan?\You'll need these, too.\What are these?\It looks stupid.\What about mine?\The chairman has exempted you. response:	Here are your groups.
context: Isn't this...\The standard Neo-Kowloon date plan?\You'll need these, too.\What are these?\It looks stupid.\What about mine?\The chairman has exempted you.\Here are your groups. response:	Group A: Cierro, Enji, Yoka.
context: The standard Neo-Kowloon date plan?\You'll need these, too.\What are these?\It looks stupid.\What about mine?\The chairman has exempted you.\Here are your groups.\Group A: Cierro, Enji, Yoka. response:	Group B: Malloy, Aika, Mist.
context: You'll need these, too.\What are these?\It looks stupid.\What about mine?\The chairman has exempted you.\Here are your groups.\Group A: Cierro, Enji, Yoka.\Group B: Malloy, Aika, Mist. response:	Please give me a cute one, please give me a cute one...
context: What are these?\It looks stupid.\What about mine?\The chairman has exempted you.\Here are your groups.\Group A: Cierro, Enji, Yoka.\Group B: Malloy, Aika, Mist.\Please give me a cute one, please give me a cute one... response:	Group C: Andy, Mix, Yunoha.
context: It looks stupid.\What about mine?\The chairman has exempted you.\Here are your groups.\Group A: Cierro, Enji, Yoka.\Group B: Malloy, Aika, Mist.\Please give me a cute one, please give me a cute one...\Group C: Andy, Mix, Yunoha. response:	Who's Yunoha?
context: What about mine?\The chairman has exempted you.\Here are your groups.\Group A: Cierro, Enji, Yoka.\Group B: Malloy, Aika, Mist.\Please give me a cute one, please give me a cute one...\Group C: Andy, Mix, Yunoha.\Who's Yunoha? response:	You got someone cute like you wanted, didn't you?
context: The chairman has exempted you.\Here are your groups.\Group A: Cierro, Enji, Yoka.\Group B: Malloy, Aika, Mist.\Please give me a cute one, please give me a cute one...\Group C: Andy, Mix, Yunoha.\Who's Yunoha?\You got someone cute like you wanted, didn't you? response:	She sure is cute.
context: Here are your groups.\Group A: Cierro, Enji, Yoka.\Group B: Malloy, Aika, Mist.\Please give me a cute one, please give me a cute one...\Group C: Andy, Mix, Yunoha.\Who's Yunoha?\You got someone cute like you wanted, didn't you?\She sure is cute. response:	For a doll! A cat doll, no less!
context: Group A: Cierro, Enji, Yoka.\Group B: Malloy, Aika, Mist.\Please give me a cute one, please give me a cute one...\Group C: Andy, Mix, Yunoha.\Who's Yunoha?\You got someone cute like you wanted, didn't you?\She sure is cute.\For a doll! A cat doll, no less! response:	That's a cat?
context: Group B: Malloy, Aika, Mist.\Please give me a cute one, please give me a cute one...\Group C: Andy, Mix, Yunoha.\Who's Yunoha?\You got someone cute like you wanted, didn't you?\She sure is cute.\For a doll! A cat doll, no less!\That's a cat? response:	I can't believe I'm with such a noisy, annoying boy.
context: Please give me a cute one, please give me a cute one...\Group C: Andy, Mix, Yunoha.\Who's Yunoha?\You got someone cute like you wanted, didn't you?\She sure is cute.\For a doll! A cat doll, no less!\That's a cat?\I can't believe I'm with such a noisy, annoying boy. response:	Sure, she's fiery, but she's freaking hot!
context: Group C: Andy, Mix, Yunoha.\Who's Yunoha?\You got someone cute like you wanted, didn't you?\She sure is cute.\For a doll! A cat doll, no less!\That's a cat?\I can't believe I'm with such a noisy, annoying boy.\Sure, she's fiery, but she's freaking hot! response:	And man, look at those big bangs!
context: Who's Yunoha?\You got someone cute like you wanted, didn't you?\She sure is cute.\For a doll! A cat doll, no less!\That's a cat?\I can't believe I'm with such a noisy, annoying boy.\Sure, she's fiery, but she's freaking hot!\And man, look at those big bangs! response:	What the hell?
context: You got someone cute like you wanted, didn't you?\She sure is cute.\For a doll! A cat doll, no less!\That's a cat?\I can't believe I'm with such a noisy, annoying boy.\Sure, she's fiery, but she's freaking hot!\And man, look at those big bangs!\What the hell? response:	The next group is Shrade, Cayenne, and Sazanka.
context: She sure is cute.\For a doll! A cat doll, no less!\That's a cat?\I can't believe I'm with such a noisy, annoying boy.\Sure, she's fiery, but she's freaking hot!\And man, look at those big bangs!\What the hell?\The next group is Shrade, Cayenne, and Sazanka. response:	Looks like it's us, my friend.
context: For a doll! A cat doll, no less!\That's a cat?\I can't believe I'm with such a noisy, annoying boy.\Sure, she's fiery, but she's freaking hot!\And man, look at those big bangs!\What the hell?\The next group is Shrade, Cayenne, and Sazanka.\Looks like it's us, my friend. response:	Don't call me that.
context: That's a cat?\I can't believe I'm with such a noisy, annoying boy.\Sure, she's fiery, but she's freaking hot!\And man, look at those big bangs!\What the hell?\The next group is Shrade, Cayenne, and Sazanka.\Looks like it's us, my friend.\Don't call me that. response:	But you put my soul at ease.
context: I can't believe I'm with such a noisy, annoying boy.\Sure, she's fiery, but she's freaking hot!\And man, look at those big bangs!\What the hell?\The next group is Shrade, Cayenne, and Sazanka.\Looks like it's us, my friend.\Don't call me that.\But you put my soul at ease. response:	You have a soul?
context: Sure, she's fiery, but she's freaking hot!\And man, look at those big bangs!\What the hell?\The next group is Shrade, Cayenne, and Sazanka.\Looks like it's us, my friend.\Don't call me that.\But you put my soul at ease.\You have a soul? response:	You don't mean that.
context: And man, look at those big bangs!\What the hell?\The next group is Shrade, Cayenne, and Sazanka.\Looks like it's us, my friend.\Don't call me that.\But you put my soul at ease.\You have a soul?\You don't mean that. response:	The final group is...
context: What the hell?\The next group is Shrade, Cayenne, and Sazanka.\Looks like it's us, my friend.\Don't call me that.\But you put my soul at ease.\You have a soul?\You don't mean that.\The final group is... response:	Amata, Mikono, and Zessica.
context: The next group is Shrade, Cayenne, and Sazanka.\Looks like it's us, my friend.\Don't call me that.\But you put my soul at ease.\You have a soul?\You don't mean that.\The final group is...\Amata, Mikono, and Zessica. response:	Uh, hi.
context: Looks like it's us, my friend.\Don't call me that.\But you put my soul at ease.\You have a soul?\You don't mean that.\The final group is...\Amata, Mikono, and Zessica.\Uh, hi. response:	All the groups will go separately from here.
context: Don't call me that.\But you put my soul at ease.\You have a soul?\You don't mean that.\The final group is...\Amata, Mikono, and Zessica.\Uh, hi.\All the groups will go separately from here. response:	Don't miss the boat back.
context: But you put my soul at ease.\You have a soul?\You don't mean that.\The final group is...\Amata, Mikono, and Zessica.\Uh, hi.\All the groups will go separately from here.\Don't miss the boat back. response:	Understood?
context: You have a soul?\You don't mean that.\The final group is...\Amata, Mikono, and Zessica.\Uh, hi.\All the groups will go separately from here.\Don't miss the boat back.\Understood? response:	Yes, ma'am.
context: You don't mean that.\The final group is...\Amata, Mikono, and Zessica.\Uh, hi.\All the groups will go separately from here.\Don't miss the boat back.\Understood?\Yes, ma'am. response:	Many of the Elements are getting electrocuted.
context: The final group is...\Amata, Mikono, and Zessica.\Uh, hi.\All the groups will go separately from here.\Don't miss the boat back.\Understood?\Yes, ma'am.\Many of the Elements are getting electrocuted. response:	They really are young.
context: Amata, Mikono, and Zessica.\Uh, hi.\All the groups will go separately from here.\Don't miss the boat back.\Understood?\Yes, ma'am.\Many of the Elements are getting electrocuted.\They really are young. response:	What are these bands?
