context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: fugainai ya iya\tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone. response:	It's so difficult. No, I hate it.
context: tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it. response:	Tears and sorrow caused me to miss my chance.
context: My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance. response:	Autumn passed, winter came again, and I became a year older.
context: I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older. response:	You think you've run far away, but your story never ends.
context: The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends. response:	And yet, you're smirking.
context: It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking. response:	It's so cowardly. I hate it.
context: Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it. response:	Even if I have to cling to you, chase after you, and get kicked down...
context: I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down... response:	It's so cowardly. No...
context: It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No... response:	It's so difficult. I hate it. I hate it.
context: Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it. response:	That event is burned into my eyes and won't go away.
context: Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\That event is burned into my eyes and won't go away. response:	Morita Technology Research Office
context: You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\That event is burned into my eyes and won't go away.\Morita Technology Research Office response:	President...
context: And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\That event is burned into my eyes and won't go away.\Morita Technology Research Office\President... response:	President?
context: It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\That event is burned into my eyes and won't go away.\Morita Technology Research Office\President...\President? response:	Oh, what's up, Tatsuo?
context: Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\That event is burned into my eyes and won't go away.\Morita Technology Research Office\President...\President?\Oh, what's up, Tatsuo? response:	President, it's about the final interview for our new hires...
context: It's so cowardly. No...\It's so difficult. I hate it. I hate it.\That event is burned into my eyes and won't go away.\Morita Technology Research Office\President...\President?\Oh, what's up, Tatsuo?\President, it's about the final interview for our new hires... response:	Interview?
context: It's so difficult. I hate it. I hate it.\That event is burned into my eyes and won't go away.\Morita Technology Research Office\President...\President?\Oh, what's up, Tatsuo?\President, it's about the final interview for our new hires...\Interview? response:	I'd like to hire a guy who can make good curry.
context: That event is burned into my eyes and won't go away.\Morita Technology Research Office\President...\President?\Oh, what's up, Tatsuo?\President, it's about the final interview for our new hires...\Interview?\I'd like to hire a guy who can make good curry. response:	President, can't you be a little more serious?
context: Morita Technology Research Office\President...\President?\Oh, what's up, Tatsuo?\President, it's about the final interview for our new hires...\Interview?\I'd like to hire a guy who can make good curry.\President, can't you be a little more serious? response:	It's done!
context: President...\President?\Oh, what's up, Tatsuo?\President, it's about the final interview for our new hires...\Interview?\I'd like to hire a guy who can make good curry.\President, can't you be a little more serious?\It's done! response:	Check it out, Tatsuo!
context: President?\Oh, what's up, Tatsuo?\President, it's about the final interview for our new hires...\Interview?\I'd like to hire a guy who can make good curry.\President, can't you be a little more serious?\It's done!\Check it out, Tatsuo! response:	The Remote Control Walker is finally complete!
context: Oh, what's up, Tatsuo?\President, it's about the final interview for our new hires...\Interview?\I'd like to hire a guy who can make good curry.\President, can't you be a little more serious?\It's done!\Check it out, Tatsuo!\The Remote Control Walker is finally complete! response:	First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker.
context: President, it's about the final interview for our new hires...\Interview?\I'd like to hire a guy who can make good curry.\President, can't you be a little more serious?\It's done!\Check it out, Tatsuo!\The Remote Control Walker is finally complete!\First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker. response:	Then, you call for it after leaving it somewhere.
context: Interview?\I'd like to hire a guy who can make good curry.\President, can't you be a little more serious?\It's done!\Check it out, Tatsuo!\The Remote Control Walker is finally complete!\First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker.\Then, you call for it after leaving it somewhere. response:	Where are you, Mr. Remote Control?!
context: I'd like to hire a guy who can make good curry.\President, can't you be a little more serious?\It's done!\Check it out, Tatsuo!\The Remote Control Walker is finally complete!\First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker.\Then, you call for it after leaving it somewhere.\Where are you, Mr. Remote Control?! response:	And, like magic, they gather towards the voice no matter where they are.
context: President, can't you be a little more serious?\It's done!\Check it out, Tatsuo!\The Remote Control Walker is finally complete!\First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker.\Then, you call for it after leaving it somewhere.\Where are you, Mr. Remote Control?!\And, like magic, they gather towards the voice no matter where they are. response:	What do ya think?
context: It's done!\Check it out, Tatsuo!\The Remote Control Walker is finally complete!\First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker.\Then, you call for it after leaving it somewhere.\Where are you, Mr. Remote Control?!\And, like magic, they gather towards the voice no matter where they are.\What do ya think? response:	Hey, President... No, Tsukasa...
context: Check it out, Tatsuo!\The Remote Control Walker is finally complete!\First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker.\Then, you call for it after leaving it somewhere.\Where are you, Mr. Remote Control?!\And, like magic, they gather towards the voice no matter where they are.\What do ya think?\Hey, President... No, Tsukasa... response:	What is it?
context: The Remote Control Walker is finally complete!\First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker.\Then, you call for it after leaving it somewhere.\Where are you, Mr. Remote Control?!\And, like magic, they gather towards the voice no matter where they are.\What do ya think?\Hey, President... No, Tsukasa...\What is it? response:	I think they're unnecessary if you keep the room clean.
context: First, you set your easily lost household AC, TV, and VCR remotes on the Remote Control Walker.\Then, you call for it after leaving it somewhere.\Where are you, Mr. Remote Control?!\And, like magic, they gather towards the voice no matter where they are.\What do ya think?\Hey, President... No, Tsukasa...\What is it?\I think they're unnecessary if you keep the room clean. response:	What the heck, Tatsuo?
context: Then, you call for it after leaving it somewhere.\Where are you, Mr. Remote Control?!\And, like magic, they gather towards the voice no matter where they are.\What do ya think?\Hey, President... No, Tsukasa...\What is it?\I think they're unnecessary if you keep the room clean.\What the heck, Tatsuo? response:	You've always been like that! Always making sound arguments!
context: Where are you, Mr. Remote Control?!\And, like magic, they gather towards the voice no matter where they are.\What do ya think?\Hey, President... No, Tsukasa...\What is it?\I think they're unnecessary if you keep the room clean.\What the heck, Tatsuo?\You've always been like that! Always making sound arguments! response:	You're a boring man.
context: And, like magic, they gather towards the voice no matter where they are.\What do ya think?\Hey, President... No, Tsukasa...\What is it?\I think they're unnecessary if you keep the room clean.\What the heck, Tatsuo?\You've always been like that! Always making sound arguments!\You're a boring man. response:	You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker.
context: What do ya think?\Hey, President... No, Tsukasa...\What is it?\I think they're unnecessary if you keep the room clean.\What the heck, Tatsuo?\You've always been like that! Always making sound arguments!\You're a boring man.\You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker. response:	Those aren't called arguments. They're basic rules of life.
context: Hey, President... No, Tsukasa...\What is it?\I think they're unnecessary if you keep the room clean.\What the heck, Tatsuo?\You've always been like that! Always making sound arguments!\You're a boring man.\You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker.\Those aren't called arguments. They're basic rules of life. response:	To begin with, you're screwed up, Tsukasa.
context: What is it?\I think they're unnecessary if you keep the room clean.\What the heck, Tatsuo?\You've always been like that! Always making sound arguments!\You're a boring man.\You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker.\Those aren't called arguments. They're basic rules of life.\To begin with, you're screwed up, Tsukasa. response:	Whenever we slice up a watermelon, you just go and bite the top off every piece.
context: I think they're unnecessary if you keep the room clean.\What the heck, Tatsuo?\You've always been like that! Always making sound arguments!\You're a boring man.\You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker.\Those aren't called arguments. They're basic rules of life.\To begin with, you're screwed up, Tsukasa.\Whenever we slice up a watermelon, you just go and bite the top off every piece. response:	What should we do? All the candidates are already here...
context: What the heck, Tatsuo?\You've always been like that! Always making sound arguments!\You're a boring man.\You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker.\Those aren't called arguments. They're basic rules of life.\To begin with, you're screwed up, Tsukasa.\Whenever we slice up a watermelon, you just go and bite the top off every piece.\What should we do? All the candidates are already here... response:	Oh, come on. You're still bitter about that?
context: You've always been like that! Always making sound arguments!\You're a boring man.\You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker.\Those aren't called arguments. They're basic rules of life.\To begin with, you're screwed up, Tsukasa.\Whenever we slice up a watermelon, you just go and bite the top off every piece.\What should we do? All the candidates are already here...\Oh, come on. You're still bitter about that? response:	You sure are persistent. That happened back in kindergarten!
context: You're a boring man.\You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker.\Those aren't called arguments. They're basic rules of life.\To begin with, you're screwed up, Tsukasa.\Whenever we slice up a watermelon, you just go and bite the top off every piece.\What should we do? All the candidates are already here...\Oh, come on. You're still bitter about that?\You sure are persistent. That happened back in kindergarten! response:	Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office.
context: You shouldn't skip out on cleaning and You can't draw eyebrows on a dog face with a marker.\Those aren't called arguments. They're basic rules of life.\To begin with, you're screwed up, Tsukasa.\Whenever we slice up a watermelon, you just go and bite the top off every piece.\What should we do? All the candidates are already here...\Oh, come on. You're still bitter about that?\You sure are persistent. That happened back in kindergarten!\Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office. response:	No! It was in fifth grade! The little league camp! In the summer!
context: Those aren't called arguments. They're basic rules of life.\To begin with, you're screwed up, Tsukasa.\Whenever we slice up a watermelon, you just go and bite the top off every piece.\What should we do? All the candidates are already here...\Oh, come on. You're still bitter about that?\You sure are persistent. That happened back in kindergarten!\Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office.\No! It was in fifth grade! The little league camp! In the summer! response:	Well then, we'll be starting the final interview.
context: To begin with, you're screwed up, Tsukasa.\Whenever we slice up a watermelon, you just go and bite the top off every piece.\What should we do? All the candidates are already here...\Oh, come on. You're still bitter about that?\You sure are persistent. That happened back in kindergarten!\Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office.\No! It was in fifth grade! The little league camp! In the summer!\Well then, we'll be starting the final interview. response:	Those of you whose number is called...
context: Whenever we slice up a watermelon, you just go and bite the top off every piece.\What should we do? All the candidates are already here...\Oh, come on. You're still bitter about that?\You sure are persistent. That happened back in kindergarten!\Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office.\No! It was in fifth grade! The little league camp! In the summer!\Well then, we'll be starting the final interview.\Those of you whose number is called... response:	Forget it. That's so tedious.
context: What should we do? All the candidates are already here...\Oh, come on. You're still bitter about that?\You sure are persistent. That happened back in kindergarten!\Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office.\No! It was in fifth grade! The little league camp! In the summer!\Well then, we'll be starting the final interview.\Those of you whose number is called...\Forget it. That's so tedious. response:	Instead of hearing you talk, let's see your abilities.
context: Oh, come on. You're still bitter about that?\You sure are persistent. That happened back in kindergarten!\Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office.\No! It was in fifth grade! The little league camp! In the summer!\Well then, we'll be starting the final interview.\Those of you whose number is called...\Forget it. That's so tedious.\Instead of hearing you talk, let's see your abilities. response:	Please make an airplane using the materials in this room!
context: You sure are persistent. That happened back in kindergarten!\Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office.\No! It was in fifth grade! The little league camp! In the summer!\Well then, we'll be starting the final interview.\Those of you whose number is called...\Forget it. That's so tedious.\Instead of hearing you talk, let's see your abilities.\Please make an airplane using the materials in this room! response:	I'll hire the guy who gets it to fly the farthest!
context: Let them hear it! They'll quickly realize the true form of the Morita Tech Research Office.\No! It was in fifth grade! The little league camp! In the summer!\Well then, we'll be starting the final interview.\Those of you whose number is called...\Forget it. That's so tedious.\Instead of hearing you talk, let's see your abilities.\Please make an airplane using the materials in this room!\I'll hire the guy who gets it to fly the farthest! response:	The time limit is three hours.
context: No! It was in fifth grade! The little league camp! In the summer!\Well then, we'll be starting the final interview.\Those of you whose number is called...\Forget it. That's so tedious.\Instead of hearing you talk, let's see your abilities.\Please make an airplane using the materials in this room!\I'll hire the guy who gets it to fly the farthest!\The time limit is three hours. response:	I'm also forcing all of you to participate!
context: Well then, we'll be starting the final interview.\Those of you whose number is called...\Forget it. That's so tedious.\Instead of hearing you talk, let's see your abilities.\Please make an airplane using the materials in this room!\I'll hire the guy who gets it to fly the farthest!\The time limit is three hours.\I'm also forcing all of you to participate! response:	P-President...
context: Those of you whose number is called...\Forget it. That's so tedious.\Instead of hearing you talk, let's see your abilities.\Please make an airplane using the materials in this room!\I'll hire the guy who gets it to fly the farthest!\The time limit is three hours.\I'm also forcing all of you to participate!\P-President... response:	I'll make one, too!
context: Forget it. That's so tedious.\Instead of hearing you talk, let's see your abilities.\Please make an airplane using the materials in this room!\I'll hire the guy who gets it to fly the farthest!\The time limit is three hours.\I'm also forcing all of you to participate!\P-President...\I'll make one, too! response:	All right, my sons will enter the battle as well!
context: Instead of hearing you talk, let's see your abilities.\Please make an airplane using the materials in this room!\I'll hire the guy who gets it to fly the farthest!\The time limit is three hours.\I'm also forcing all of you to participate!\P-President...\I'll make one, too!\All right, my sons will enter the battle as well! response:	If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps!
context: Please make an airplane using the materials in this room!\I'll hire the guy who gets it to fly the farthest!\The time limit is three hours.\I'm also forcing all of you to participate!\P-President...\I'll make one, too!\All right, my sons will enter the battle as well!\If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps! response:	Pushy as always...
context: I'll hire the guy who gets it to fly the farthest!\The time limit is three hours.\I'm also forcing all of you to participate!\P-President...\I'll make one, too!\All right, my sons will enter the battle as well!\If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps!\Pushy as always... response:	This odd company that my father founded was small but lively...
context: The time limit is three hours.\I'm also forcing all of you to participate!\P-President...\I'll make one, too!\All right, my sons will enter the battle as well!\If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps!\Pushy as always...\This odd company that my father founded was small but lively... response:	What happened back then is burned into my eyes.
context: I'm also forcing all of you to participate!\P-President...\I'll make one, too!\All right, my sons will enter the battle as well!\If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps!\Pushy as always...\This odd company that my father founded was small but lively...\What happened back then is burned into my eyes. response:	The airplane that flew gracefully through the air...
context: P-President...\I'll make one, too!\All right, my sons will enter the battle as well!\If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps!\Pushy as always...\This odd company that my father founded was small but lively...\What happened back then is burned into my eyes.\The airplane that flew gracefully through the air... response:	Good job, Shinobu! As expected of my son!
context: I'll make one, too!\All right, my sons will enter the battle as well!\If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps!\Pushy as always...\This odd company that my father founded was small but lively...\What happened back then is burned into my eyes.\The airplane that flew gracefully through the air...\Good job, Shinobu! As expected of my son! response:	And the sight of my father's young admirers who were giving it their best.
context: All right, my sons will enter the battle as well!\If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps!\Pushy as always...\This odd company that my father founded was small but lively...\What happened back then is burned into my eyes.\The airplane that flew gracefully through the air...\Good job, Shinobu! As expected of my son!\And the sight of my father's young admirers who were giving it their best. response:	And...
context: If you lose to an elementary schooler, not only will you not get hired, you'll be doing ten laps!\Pushy as always...\This odd company that my father founded was small but lively...\What happened back then is burned into my eyes.\The airplane that flew gracefully through the air...\Good job, Shinobu! As expected of my son!\And the sight of my father's young admirers who were giving it their best.\And... response:	So, Shinobu wins!
context: Pushy as always...\This odd company that my father founded was small but lively...\What happened back then is burned into my eyes.\The airplane that flew gracefully through the air...\Good job, Shinobu! As expected of my son!\And the sight of my father's young admirers who were giving it their best.\And...\So, Shinobu wins! response:	No one's being hired this year.
context: This odd company that my father founded was small but lively...\What happened back then is burned into my eyes.\The airplane that flew gracefully through the air...\Good job, Shinobu! As expected of my son!\And the sight of my father's young admirers who were giving it their best.\And...\So, Shinobu wins!\No one's being hired this year. response:	N-No way...
context: What happened back then is burned into my eyes.\The airplane that flew gracefully through the air...\Good job, Shinobu! As expected of my son!\And the sight of my father's young admirers who were giving it their best.\And...\So, Shinobu wins!\No one's being hired this year.\N-No way... response:	P-Please give me another chance!
context: The airplane that flew gracefully through the air...\Good job, Shinobu! As expected of my son!\And the sight of my father's young admirers who were giving it their best.\And...\So, Shinobu wins!\No one's being hired this year.\N-No way...\P-Please give me another chance! response:	I definitely want to work here!
context: Good job, Shinobu! As expected of my son!\And the sight of my father's young admirers who were giving it their best.\And...\So, Shinobu wins!\No one's being hired this year.\N-No way...\P-Please give me another chance!\I definitely want to work here! response:	I admire President Morita so much that this is my third try!
context: And the sight of my father's young admirers who were giving it their best.\And...\So, Shinobu wins!\No one's being hired this year.\N-No way...\P-Please give me another chance!\I definitely want to work here!\I admire President Morita so much that this is my third try! response:	And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly.
context: And...\So, Shinobu wins!\No one's being hired this year.\N-No way...\P-Please give me another chance!\I definitely want to work here!\I admire President Morita so much that this is my third try!\And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly. response:	Dad! I found Shinobu!
context: So, Shinobu wins!\No one's being hired this year.\N-No way...\P-Please give me another chance!\I definitely want to work here!\I admire President Morita so much that this is my third try!\And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly.\Dad! I found Shinobu! response:	Where is he?
context: No one's being hired this year.\N-No way...\P-Please give me another chance!\I definitely want to work here!\I admire President Morita so much that this is my third try!\And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly.\Dad! I found Shinobu!\Where is he? response:	He fell into a hole inside the cement factory!
context: N-No way...\P-Please give me another chance!\I definitely want to work here!\I admire President Morita so much that this is my third try!\And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly.\Dad! I found Shinobu!\Where is he?\He fell into a hole inside the cement factory! response:	You idiot!
context: P-Please give me another chance!\I definitely want to work here!\I admire President Morita so much that this is my third try!\And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly.\Dad! I found Shinobu!\Where is he?\He fell into a hole inside the cement factory!\You idiot! response:	But there were a bunch of Japanese plums...
context: I definitely want to work here!\I admire President Morita so much that this is my third try!\And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly.\Dad! I found Shinobu!\Where is he?\He fell into a hole inside the cement factory!\You idiot!\But there were a bunch of Japanese plums... response:	Never mind the plums!
context: I admire President Morita so much that this is my third try!\And the profile of that person standing next to me, holding a plane that, like mine, wouldn't fly.\Dad! I found Shinobu!\Where is he?\He fell into a hole inside the cement factory!\You idiot!\But there were a bunch of Japanese plums...\Never mind the plums! response:	Dad, we need to get him to the doctor soon...
