context: Why are you still alive? response:	Are you trying to atone?
context: And carries me up into the skies\watashi wo sora e maneku yo\watashi wo sora e maneku yo\Hope awaits on the other side\Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go response:	So here I go
context: watashi wo sora e maneku yo\watashi wo sora e maneku yo\Hope awaits on the other side\Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go response:	sou da yo iku yo
context: watashi wo sora e maneku yo\Hope awaits on the other side\Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo response:	sou da yo iku yo
context: Hope awaits on the other side\Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo\sou da yo iku yo response:	I've been wandering, trying to find you
context: Hope awaits on the other side\kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you response:	I've been wandering, trying to find you
context: kibou ga kanata de matteru\kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you response:	mayoi nagara mo kimi wo sagasu tabi
context: kibou ga kanata de matteru\So here I go\So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi response:	mayoi nagara mo kimi wo sagasu tabi
context: So here I go\So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi response:	We missed each other, but our hands touched
context: So here I go\sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched response:	We missed each other, but our hands touched
context: sou da yo iku yo\sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched response:	surechigau ishiki te ga fureta yo ne
context: sou da yo iku yo\I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne response:	surechigau ishiki te ga fureta yo ne
context: I've been wandering, trying to find you\I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne response:	I'll hold your hand tightly
context: I've been wandering, trying to find you\mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly response:	I'll hold your hand tightly
context: mayoi nagara mo kimi wo sagasu tabi\mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly response:	tsukaemaeru yo shikkari
context: mayoi nagara mo kimi wo sagasu tabi\We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari response:	tsukaemaeru yo shikkari
context: We missed each other, but our hands touched\We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari response:	Our mutual longing is
context: We missed each other, but our hands touched\surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is response:	Our mutual longing is
context: surechigau ishiki te ga fureta yo ne\surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is response:	motomeau kokoro
context: surechigau ishiki te ga fureta yo ne\I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro response:	motomeau kokoro
context: I'll hold your hand tightly\I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro response:	The first step toward our dream
context: I'll hold your hand tightly\tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream response:	The first step toward our dream
context: tsukaemaeru yo shikkari\tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream response:	sore wa yume no akashi
context: tsukaemaeru yo shikkari\Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi response:	sore wa yume no akashi
context: Our mutual longing is\Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi response:	We're drawn closer as we begin to accept each other
context: Our mutual longing is\motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other response:	We're drawn closer as we begin to accept each other
context: motomeau kokoro\motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other response:	tagai wo uketomeru tabi ni hikareteku
context: motomeau kokoro\The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku response:	tagai wo uketomeru tabi ni hikareteku
context: The first step toward our dream\The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku response:	We won't need to spend our days in sadness anymore
context: The first step toward our dream\sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore response:	We won't need to spend our days in sadness anymore
context: sore wa yume no akashi\sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore response:	kanashii hibi wa mou iranai
context: sore wa yume no akashi\We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai response:	kanashii hibi wa mou iranai
context: We're drawn closer as we begin to accept each other\We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai response:	Because we'll have a great time together
context: We're drawn closer as we begin to accept each other\tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together response:	Because we'll have a great time together
context: tagai wo uketomeru tabi ni hikareteku\tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together response:	tagai wo uketomete ikiru yorokobi ni
context: tagai wo uketomeru tabi ni hikareteku\We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni response:	tagai wo uketomete ikiru yorokobi ni
context: We won't need to spend our days in sadness anymore\We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni response:	That I'm sure the two of us will
context: We won't need to spend our days in sadness anymore\kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will response:	That I'm sure the two of us will
context: kanashii hibi wa mou iranai\kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will response:	kitto kitto futari
context: kanashii hibi wa mou iranai\Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari response:	kitto kitto futari
context: Because we'll have a great time together\Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari response:	Learn to appreciate
context: Because we'll have a great time together\tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate response:	Learn to appreciate
context: tagai wo uketomete ikiru yorokobi ni\tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate response:	mezameru yo
context: tagai wo uketomete ikiru yorokobi ni\That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo response:	mezameru yo
context: That I'm sure the two of us will\That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo response:	What matters is that I've finally found you
context: That I'm sure the two of us will\kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you response:	What matters is that I've finally found you
context: kitto kitto futari\kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you response:	mayoi nagara mo kimi wo mitsuketa yo
context: kitto kitto futari\Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo response:	mayoi nagara mo kimi wo mitsuketa yo
context: Learn to appreciate\Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo response:	Color of Clouds
context: Learn to appreciate\mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Color of Clouds response:	Color of Clouds
context: mezameru yo\mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Color of Clouds\Color of Clouds response:	Color of Clouds
context: mezameru yo\What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Color of Clouds\Color of Clouds\Color of Clouds response:	That was the bell's memory.
context: What matters is that I've finally found you\What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Color of Clouds\Color of Clouds\Color of Clouds\That was the bell's memory. response:	The Hollow Shadow is a terrifying demon.
context: What matters is that I've finally found you\mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Color of Clouds\Color of Clouds\Color of Clouds\That was the bell's memory.\The Hollow Shadow is a terrifying demon. response:	If you aren't a strong Exterminator, it will possess you.
context: mayoi nagara mo kimi wo mitsuketa yo\mayoi nagara mo kimi wo mitsuketa yo\Color of Clouds\Color of Clouds\Color of Clouds\That was the bell's memory.\The Hollow Shadow is a terrifying demon.\If you aren't a strong Exterminator, it will possess you. response:	Look.
context: mayoi nagara mo kimi wo mitsuketa yo\Color of Clouds\Color of Clouds\Color of Clouds\That was the bell's memory.\The Hollow Shadow is a terrifying demon.\If you aren't a strong Exterminator, it will possess you.\Look. response:	When you look at the sky, what color do you see?
context: Color of Clouds\Color of Clouds\Color of Clouds\That was the bell's memory.\The Hollow Shadow is a terrifying demon.\If you aren't a strong Exterminator, it will possess you.\Look.\When you look at the sky, what color do you see? response:	Mirai-chan and I see purple because of our power...
context: Color of Clouds\Color of Clouds\That was the bell's memory.\The Hollow Shadow is a terrifying demon.\If you aren't a strong Exterminator, it will possess you.\Look.\When you look at the sky, what color do you see?\Mirai-chan and I see purple because of our power... response:	as Exterminators.
context: Color of Clouds\That was the bell's memory.\The Hollow Shadow is a terrifying demon.\If you aren't a strong Exterminator, it will possess you.\Look.\When you look at the sky, what color do you see?\Mirai-chan and I see purple because of our power...\as Exterminators. response:	The bell has lost its memories.
context: That was the bell's memory.\The Hollow Shadow is a terrifying demon.\If you aren't a strong Exterminator, it will possess you.\Look.\When you look at the sky, what color do you see?\Mirai-chan and I see purple because of our power...\as Exterminators.\The bell has lost its memories. response:	First, I want you to see this.
context: The Hollow Shadow is a terrifying demon.\If you aren't a strong Exterminator, it will possess you.\Look.\When you look at the sky, what color do you see?\Mirai-chan and I see purple because of our power...\as Exterminators.\The bell has lost its memories.\First, I want you to see this. response:	This was no accident.
context: If you aren't a strong Exterminator, it will possess you.\Look.\When you look at the sky, what color do you see?\Mirai-chan and I see purple because of our power...\as Exterminators.\The bell has lost its memories.\First, I want you to see this.\This was no accident. response:	No way! Are all of the CDs like this?
context: Look.\When you look at the sky, what color do you see?\Mirai-chan and I see purple because of our power...\as Exterminators.\The bell has lost its memories.\First, I want you to see this.\This was no accident.\No way! Are all of the CDs like this? response:	I was even warned.
context: When you look at the sky, what color do you see?\Mirai-chan and I see purple because of our power...\as Exterminators.\The bell has lost its memories.\First, I want you to see this.\This was no accident.\No way! Are all of the CDs like this?\I was even warned. response:	Two nights ago, I felt the urge to listen to music and turned on my MP3 player.
context: Mirai-chan and I see purple because of our power...\as Exterminators.\The bell has lost its memories.\First, I want you to see this.\This was no accident.\No way! Are all of the CDs like this?\I was even warned.\Two nights ago, I felt the urge to listen to music and turned on my MP3 player. response:	But all of my idol groups' albums had been replaced with...
context: as Exterminators.\The bell has lost its memories.\First, I want you to see this.\This was no accident.\No way! Are all of the CDs like this?\I was even warned.\Two nights ago, I felt the urge to listen to music and turned on my MP3 player.\But all of my idol groups' albums had been replaced with... response:	Naked Salary Men
context: The bell has lost its memories.\First, I want you to see this.\This was no accident.\No way! Are all of the CDs like this?\I was even warned.\Two nights ago, I felt the urge to listen to music and turned on my MP3 player.\But all of my idol groups' albums had been replaced with...\Naked Salary Men response:	Naked Salary Men
context: First, I want you to see this.\This was no accident.\No way! Are all of the CDs like this?\I was even warned.\Two nights ago, I felt the urge to listen to music and turned on my MP3 player.\But all of my idol groups' albums had been replaced with...\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: This was no accident.\No way! Are all of the CDs like this?\I was even warned.\Two nights ago, I felt the urge to listen to music and turned on my MP3 player.\But all of my idol groups' albums had been replaced with...\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	the Naked Salary Men drama CDs!
context: No way! Are all of the CDs like this?\I was even warned.\Two nights ago, I felt the urge to listen to music and turned on my MP3 player.\But all of my idol groups' albums had been replaced with...\Naked Salary Men\Naked Salary Men\Naked Salary Men\the Naked Salary Men drama CDs! response:	Naked Salary Men
context: I was even warned.\Two nights ago, I felt the urge to listen to music and turned on my MP3 player.\But all of my idol groups' albums had been replaced with...\Naked Salary Men\Naked Salary Men\Naked Salary Men\the Naked Salary Men drama CDs!\Naked Salary Men response:	Naked Salary Men
context: Two nights ago, I felt the urge to listen to music and turned on my MP3 player.\But all of my idol groups' albums had been replaced with...\Naked Salary Men\Naked Salary Men\Naked Salary Men\the Naked Salary Men drama CDs!\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: But all of my idol groups' albums had been replaced with...\Naked Salary Men\Naked Salary Men\Naked Salary Men\the Naked Salary Men drama CDs!\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\the Naked Salary Men drama CDs!\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\Naked Salary Men\the Naked Salary Men drama CDs!\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	Naked Salary Men
context: Naked Salary Men\the Naked Salary Men drama CDs!\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men response:	That has to be Mitsuki's doing!
context: the Naked Salary Men drama CDs!\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\That has to be Mitsuki's doing! response:	I can't think of anyone else who would do something this drastic!
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\That has to be Mitsuki's doing!\I can't think of anyone else who would do something this drastic! response:	What did you do?
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\That has to be Mitsuki's doing!\I can't think of anyone else who would do something this drastic!\What did you do? response:	I only submitted Mitsuki's resume to HND48 without telling her.
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\Naked Salary Men\That has to be Mitsuki's doing!\I can't think of anyone else who would do something this drastic!\What did you do?\I only submitted Mitsuki's resume to HND48 without telling her. response:	Audition Application
context: Naked Salary Men\Naked Salary Men\Naked Salary Men\That has to be Mitsuki's doing!\I can't think of anyone else who would do something this drastic!\What did you do?\I only submitted Mitsuki's resume to HND48 without telling her.\Audition Application response:	Name
context: Naked Salary Men\Naked Salary Men\That has to be Mitsuki's doing!\I can't think of anyone else who would do something this drastic!\What did you do?\I only submitted Mitsuki's resume to HND48 without telling her.\Audition Application\Name response:	Nase Mitsuki
context: Naked Salary Men\That has to be Mitsuki's doing!\I can't think of anyone else who would do something this drastic!\What did you do?\I only submitted Mitsuki's resume to HND48 without telling her.\Audition Application\Name\Nase Mitsuki response:	Why didn't you get her permission first?
context: That has to be Mitsuki's doing!\I can't think of anyone else who would do something this drastic!\What did you do?\I only submitted Mitsuki's resume to HND48 without telling her.\Audition Application\Name\Nase Mitsuki\Why didn't you get her permission first? response:	My family sent in my resume without telling me!
context: I can't think of anyone else who would do something this drastic!\What did you do?\I only submitted Mitsuki's resume to HND48 without telling her.\Audition Application\Name\Nase Mitsuki\Why didn't you get her permission first?\My family sent in my resume without telling me! response:	You hear that kind of story all the time!
context: What did you do?\I only submitted Mitsuki's resume to HND48 without telling her.\Audition Application\Name\Nase Mitsuki\Why didn't you get her permission first?\My family sent in my resume without telling me!\You hear that kind of story all the time! response:	Surrounded by other cuties,
context: I only submitted Mitsuki's resume to HND48 without telling her.\Audition Application\Name\Nase Mitsuki\Why didn't you get her permission first?\My family sent in my resume without telling me!\You hear that kind of story all the time!\Surrounded by other cuties, response:	my little sister takes center stage in an adorable costume, straddling the microphone stand!
context: Audition Application\Name\Nase Mitsuki\Why didn't you get her permission first?\My family sent in my resume without telling me!\You hear that kind of story all the time!\Surrounded by other cuties,\my little sister takes center stage in an adorable costume, straddling the microphone stand! response:	C-Can I put everyone in glasses?
context: Name\Nase Mitsuki\Why didn't you get her permission first?\My family sent in my resume without telling me!\You hear that kind of story all the time!\Surrounded by other cuties,\my little sister takes center stage in an adorable costume, straddling the microphone stand!\C-Can I put everyone in glasses? response:	I won't argue over such petty details.
context: Nase Mitsuki\Why didn't you get her permission first?\My family sent in my resume without telling me!\You hear that kind of story all the time!\Surrounded by other cuties,\my little sister takes center stage in an adorable costume, straddling the microphone stand!\C-Can I put everyone in glasses?\I won't argue over such petty details. response:	It's beautiful.
context: Why didn't you get her permission first?\My family sent in my resume without telling me!\You hear that kind of story all the time!\Surrounded by other cuties,\my little sister takes center stage in an adorable costume, straddling the microphone stand!\C-Can I put everyone in glasses?\I won't argue over such petty details.\It's beautiful. response:	Isn't it?
context: My family sent in my resume without telling me!\You hear that kind of story all the time!\Surrounded by other cuties,\my little sister takes center stage in an adorable costume, straddling the microphone stand!\C-Can I put everyone in glasses?\I won't argue over such petty details.\It's beautiful.\Isn't it? response:	Hey, you two perverts.
context: You hear that kind of story all the time!\Surrounded by other cuties,\my little sister takes center stage in an adorable costume, straddling the microphone stand!\C-Can I put everyone in glasses?\I won't argue over such petty details.\It's beautiful.\Isn't it?\Hey, you two perverts. response:	Where is Kuriyama-san?
context: Surrounded by other cuties,\my little sister takes center stage in an adorable costume, straddling the microphone stand!\C-Can I put everyone in glasses?\I won't argue over such petty details.\It's beautiful.\Isn't it?\Hey, you two perverts.\Where is Kuriyama-san? response:	Huh? Oh, I dunno.
