context: Shisuda Municipal Elementary School response:	My name is Gouda Takeo.
context: Achoo!\Why are we friends, you ask?\I'm not really sure myself.\Hey.\That guy... Isn't he kinda sketchy?\I wonder if he's up to something.\Get off this train at the next station!\Thank you. response:	That was when I fell in love.
context: Why are we friends, you ask?\I'm not really sure myself.\Hey.\That guy... Isn't he kinda sketchy?\I wonder if he's up to something.\Get off this train at the next station!\Thank you.\That was when I fell in love. response:	Her name is Yamato Rinko.
context: I'm not really sure myself.\Hey.\That guy... Isn't he kinda sketchy?\I wonder if he's up to something.\Get off this train at the next station!\Thank you.\That was when I fell in love.\Her name is Yamato Rinko. response:	However...
context: Hey.\That guy... Isn't he kinda sketchy?\I wonder if he's up to something.\Get off this train at the next station!\Thank you.\That was when I fell in love.\Her name is Yamato Rinko.\However... response:	I'll get going.
context: That guy... Isn't he kinda sketchy?\I wonder if he's up to something.\Get off this train at the next station!\Thank you.\That was when I fell in love.\Her name is Yamato Rinko.\However...\I'll get going. response:	Huh?
context: I wonder if he's up to something.\Get off this train at the next station!\Thank you.\That was when I fell in love.\Her name is Yamato Rinko.\However...\I'll get going.\Huh? response:	You're leaving?!
context: Get off this train at the next station!\Thank you.\That was when I fell in love.\Her name is Yamato Rinko.\However...\I'll get going.\Huh?\You're leaving?! response:	It seems she's fallen in love with Suna, not me.
context: Thank you.\That was when I fell in love.\Her name is Yamato Rinko.\However...\I'll get going.\Huh?\You're leaving?!\It seems she's fallen in love with Suna, not me. response:	Well, throughout my long history with Suna, that's been a common occurrence.
context: That was when I fell in love.\Her name is Yamato Rinko.\However...\I'll get going.\Huh?\You're leaving?!\It seems she's fallen in love with Suna, not me.\Well, throughout my long history with Suna, that's been a common occurrence. response:	4/23 Yamato Rinko Subject: Morning
context: Her name is Yamato Rinko.\However...\I'll get going.\Huh?\You're leaving?!\It seems she's fallen in love with Suna, not me.\Well, throughout my long history with Suna, that's been a common occurrence.\4/23 Yamato Rinko Subject: Morning response:	Morning!
context: However...\I'll get going.\Huh?\You're leaving?!\It seems she's fallen in love with Suna, not me.\Well, throughout my long history with Suna, that's been a common occurrence.\4/23 Yamato Rinko Subject: Morning\Morning! response:	Today's another nice day.
context: I'll get going.\Huh?\You're leaving?!\It seems she's fallen in love with Suna, not me.\Well, throughout my long history with Suna, that's been a common occurrence.\4/23 Yamato Rinko Subject: Morning\Morning!\Today's another nice day. response:	I hope you'll have a good day, Gouda-kun!
context: Huh?\You're leaving?!\It seems she's fallen in love with Suna, not me.\Well, throughout my long history with Suna, that's been a common occurrence.\4/23 Yamato Rinko Subject: Morning\Morning!\Today's another nice day.\I hope you'll have a good day, Gouda-kun! response:	*blush*
context: You're leaving?!\It seems she's fallen in love with Suna, not me.\Well, throughout my long history with Suna, that's been a common occurrence.\4/23 Yamato Rinko Subject: Morning\Morning!\Today's another nice day.\I hope you'll have a good day, Gouda-kun!\*blush* response:	And I've made a decision!
context: It seems she's fallen in love with Suna, not me.\Well, throughout my long history with Suna, that's been a common occurrence.\4/23 Yamato Rinko Subject: Morning\Morning!\Today's another nice day.\I hope you'll have a good day, Gouda-kun!\*blush*\And I've made a decision! response:	I'm going to be their cheerleader,
context: Well, throughout my long history with Suna, that's been a common occurrence.\4/23 Yamato Rinko Subject: Morning\Morning!\Today's another nice day.\I hope you'll have a good day, Gouda-kun!\*blush*\And I've made a decision!\I'm going to be their cheerleader, response:	to ensure they can have a successful relationship!
context: 4/23 Yamato Rinko Subject: Morning\Morning!\Today's another nice day.\I hope you'll have a good day, Gouda-kun!\*blush*\And I've made a decision!\I'm going to be their cheerleader,\to ensure they can have a successful relationship! response:	My Romance
context: Morning!\Today's another nice day.\I hope you'll have a good day, Gouda-kun!\*blush*\And I've made a decision!\I'm going to be their cheerleader,\to ensure they can have a successful relationship!\My Romance response:	One more round!
context: Today's another nice day.\I hope you'll have a good day, Gouda-kun!\*blush*\And I've made a decision!\I'm going to be their cheerleader,\to ensure they can have a successful relationship!\My Romance\One more round! response:	So, in this fashion,
context: I hope you'll have a good day, Gouda-kun!\*blush*\And I've made a decision!\I'm going to be their cheerleader,\to ensure they can have a successful relationship!\My Romance\One more round!\So, in this fashion, response:	Japan modernized, following the Meiji government's inception...
context: *blush*\And I've made a decision!\I'm going to be their cheerleader,\to ensure they can have a successful relationship!\My Romance\One more round!\So, in this fashion,\Japan modernized, following the Meiji government's inception... response:	The Charter Oath of Five Articles
context: And I've made a decision!\I'm going to be their cheerleader,\to ensure they can have a successful relationship!\My Romance\One more round!\So, in this fashion,\Japan modernized, following the Meiji government's inception...\The Charter Oath of Five Articles response:	illuminates the Meiji government's basic policies.
context: I'm going to be their cheerleader,\to ensure they can have a successful relationship!\My Romance\One more round!\So, in this fashion,\Japan modernized, following the Meiji government's inception...\The Charter Oath of Five Articles\illuminates the Meiji government's basic policies. response:	Stare!
context: to ensure they can have a successful relationship!\My Romance\One more round!\So, in this fashion,\Japan modernized, following the Meiji government's inception...\The Charter Oath of Five Articles\illuminates the Meiji government's basic policies.\Stare! response:	Stare
context: My Romance\One more round!\So, in this fashion,\Japan modernized, following the Meiji government's inception...\The Charter Oath of Five Articles\illuminates the Meiji government's basic policies.\Stare!\Stare response:	I can't see...
context: One more round!\So, in this fashion,\Japan modernized, following the Meiji government's inception...\The Charter Oath of Five Articles\illuminates the Meiji government's basic policies.\Stare!\Stare\I can't see... response:	He's so cool.
context: So, in this fashion,\Japan modernized, following the Meiji government's inception...\The Charter Oath of Five Articles\illuminates the Meiji government's basic policies.\Stare!\Stare\I can't see...\He's so cool. response:	I wonder what he's reading.
context: Japan modernized, following the Meiji government's inception...\The Charter Oath of Five Articles\illuminates the Meiji government's basic policies.\Stare!\Stare\I can't see...\He's so cool.\I wonder what he's reading. response:	Hey, isn't he hot?
context: The Charter Oath of Five Articles\illuminates the Meiji government's basic policies.\Stare!\Stare\I can't see...\He's so cool.\I wonder what he's reading.\Hey, isn't he hot? response:	Really hot!
context: illuminates the Meiji government's basic policies.\Stare!\Stare\I can't see...\He's so cool.\I wonder what he's reading.\Hey, isn't he hot?\Really hot! response:	Try talking to him!
context: Stare!\Stare\I can't see...\He's so cool.\I wonder what he's reading.\Hey, isn't he hot?\Really hot!\Try talking to him! response:	No way!
context: Stare\I can't see...\He's so cool.\I wonder what he's reading.\Hey, isn't he hot?\Really hot!\Try talking to him!\No way! response:	Stare
context: I can't see...\He's so cool.\I wonder what he's reading.\Hey, isn't he hot?\Really hot!\Try talking to him!\No way!\Stare response:	So tired.
context: He's so cool.\I wonder what he's reading.\Hey, isn't he hot?\Really hot!\Try talking to him!\No way!\Stare\So tired. response:	Oh, what a handsome man.
context: I wonder what he's reading.\Hey, isn't he hot?\Really hot!\Try talking to him!\No way!\Stare\So tired.\Oh, what a handsome man. response:	Stare
context: Hey, isn't he hot?\Really hot!\Try talking to him!\No way!\Stare\So tired.\Oh, what a handsome man.\Stare response:	Cool!
context: Really hot!\Try talking to him!\No way!\Stare\So tired.\Oh, what a handsome man.\Stare\Cool! response:	Stare
context: Try talking to him!\No way!\Stare\So tired.\Oh, what a handsome man.\Stare\Cool!\Stare response:	Stare
context: No way!\Stare\So tired.\Oh, what a handsome man.\Stare\Cool!\Stare\Stare response:	I don't get it...
context: Stare\So tired.\Oh, what a handsome man.\Stare\Cool!\Stare\Stare\I don't get it... response:	How long ago did Suna move here?
context: So tired.\Oh, what a handsome man.\Stare\Cool!\Stare\Stare\I don't get it...\How long ago did Suna move here? response:	We were in kindergarten,
context: Oh, what a handsome man.\Stare\Cool!\Stare\Stare\I don't get it...\How long ago did Suna move here?\We were in kindergarten, response:	so it must've been over ten years ago.
context: Stare\Cool!\Stare\Stare\I don't get it...\How long ago did Suna move here?\We were in kindergarten,\so it must've been over ten years ago. response:	Even though I've seen him pretty much every single day,
context: Cool!\Stare\Stare\I don't get it...\How long ago did Suna move here?\We were in kindergarten,\so it must've been over ten years ago.\Even though I've seen him pretty much every single day, response:	we've never talked about girls,
context: Stare\Stare\I don't get it...\How long ago did Suna move here?\We were in kindergarten,\so it must've been over ten years ago.\Even though I've seen him pretty much every single day,\we've never talked about girls, response:	so I have no idea what kind of girl he likes.
context: Stare\I don't get it...\How long ago did Suna move here?\We were in kindergarten,\so it must've been over ten years ago.\Even though I've seen him pretty much every single day,\we've never talked about girls,\so I have no idea what kind of girl he likes. response:	I don't get it!
context: I don't get it...\How long ago did Suna move here?\We were in kindergarten,\so it must've been over ten years ago.\Even though I've seen him pretty much every single day,\we've never talked about girls,\so I have no idea what kind of girl he likes.\I don't get it! response:	Suna...
context: How long ago did Suna move here?\We were in kindergarten,\so it must've been over ten years ago.\Even though I've seen him pretty much every single day,\we've never talked about girls,\so I have no idea what kind of girl he likes.\I don't get it!\Suna... response:	What kind of girl do you like?
context: We were in kindergarten,\so it must've been over ten years ago.\Even though I've seen him pretty much every single day,\we've never talked about girls,\so I have no idea what kind of girl he likes.\I don't get it!\Suna...\What kind of girl do you like? response:	In order to help Yamato's feelings bear fruit,
context: so it must've been over ten years ago.\Even though I've seen him pretty much every single day,\we've never talked about girls,\so I have no idea what kind of girl he likes.\I don't get it!\Suna...\What kind of girl do you like?\In order to help Yamato's feelings bear fruit, response:	I must know!
context: Even though I've seen him pretty much every single day,\we've never talked about girls,\so I have no idea what kind of girl he likes.\I don't get it!\Suna...\What kind of girl do you like?\In order to help Yamato's feelings bear fruit,\I must know! response:	Hey!
context: we've never talked about girls,\so I have no idea what kind of girl he likes.\I don't get it!\Suna...\What kind of girl do you like?\In order to help Yamato's feelings bear fruit,\I must know!\Hey! response:	Suna, I'm coming in.
context: so I have no idea what kind of girl he likes.\I don't get it!\Suna...\What kind of girl do you like?\In order to help Yamato's feelings bear fruit,\I must know!\Hey!\Suna, I'm coming in. response:	Dude, you always say that after you've come in!
context: I don't get it!\Suna...\What kind of girl do you like?\In order to help Yamato's feelings bear fruit,\I must know!\Hey!\Suna, I'm coming in.\Dude, you always say that after you've come in! response:	What's with your getup?
context: Suna...\What kind of girl do you like?\In order to help Yamato's feelings bear fruit,\I must know!\Hey!\Suna, I'm coming in.\Dude, you always say that after you've come in!\What's with your getup? response:	I just took a bath.
context: What kind of girl do you like?\In order to help Yamato's feelings bear fruit,\I must know!\Hey!\Suna, I'm coming in.\Dude, you always say that after you've come in!\What's with your getup?\I just took a bath. response:	Wow, you're early.
context: In order to help Yamato's feelings bear fruit,\I must know!\Hey!\Suna, I'm coming in.\Dude, you always say that after you've come in!\What's with your getup?\I just took a bath.\Wow, you're early. response:	You're studying?
context: I must know!\Hey!\Suna, I'm coming in.\Dude, you always say that after you've come in!\What's with your getup?\I just took a bath.\Wow, you're early.\You're studying? response:	But it isn't like we have an exam.
context: Hey!\Suna, I'm coming in.\Dude, you always say that after you've come in!\What's with your getup?\I just took a bath.\Wow, you're early.\You're studying?\But it isn't like we have an exam. response:	Takeo, you know you're supposed to study every day, right?
context: Suna, I'm coming in.\Dude, you always say that after you've come in!\What's with your getup?\I just took a bath.\Wow, you're early.\You're studying?\But it isn't like we have an exam.\Takeo, you know you're supposed to study every day, right? response:	So?
context: Dude, you always say that after you've come in!\What's with your getup?\I just took a bath.\Wow, you're early.\You're studying?\But it isn't like we have an exam.\Takeo, you know you're supposed to study every day, right?\So? response:	Suna, I know this is sudden,
context: What's with your getup?\I just took a bath.\Wow, you're early.\You're studying?\But it isn't like we have an exam.\Takeo, you know you're supposed to study every day, right?\So?\Suna, I know this is sudden, response:	but what kind of girl do you like?
context: I just took a bath.\Wow, you're early.\You're studying?\But it isn't like we have an exam.\Takeo, you know you're supposed to study every day, right?\So?\Suna, I know this is sudden,\but what kind of girl do you like? response:	That sure is sudden.
context: Wow, you're early.\You're studying?\But it isn't like we have an exam.\Takeo, you know you're supposed to study every day, right?\So?\Suna, I know this is sudden,\but what kind of girl do you like?\That sure is sudden. response:	Let's talk AKB. Who do you like there?
context: You're studying?\But it isn't like we have an exam.\Takeo, you know you're supposed to study every day, right?\So?\Suna, I know this is sudden,\but what kind of girl do you like?\That sure is sudden.\Let's talk AKB. Who do you like there? response:	Sorry, I'm not familiar with celebrities.
context: But it isn't like we have an exam.\Takeo, you know you're supposed to study every day, right?\So?\Suna, I know this is sudden,\but what kind of girl do you like?\That sure is sudden.\Let's talk AKB. Who do you like there?\Sorry, I'm not familiar with celebrities. response:	What if you had to choose between Sayla-san and Fraw Bow?
context: Takeo, you know you're supposed to study every day, right?\So?\Suna, I know this is sudden,\but what kind of girl do you like?\That sure is sudden.\Let's talk AKB. Who do you like there?\Sorry, I'm not familiar with celebrities.\What if you had to choose between Sayla-san and Fraw Bow? response:	We're doing anime now?
context: So?\Suna, I know this is sudden,\but what kind of girl do you like?\That sure is sudden.\Let's talk AKB. Who do you like there?\Sorry, I'm not familiar with celebrities.\What if you had to choose between Sayla-san and Fraw Bow?\We're doing anime now? response:	Okay, then what about the Song Lady or the Exercise Lady?
context: Suna, I know this is sudden,\but what kind of girl do you like?\That sure is sudden.\Let's talk AKB. Who do you like there?\Sorry, I'm not familiar with celebrities.\What if you had to choose between Sayla-san and Fraw Bow?\We're doing anime now?\Okay, then what about the Song Lady or the Exercise Lady? response:	Maybe the Exercise Lady.
context: but what kind of girl do you like?\That sure is sudden.\Let's talk AKB. Who do you like there?\Sorry, I'm not familiar with celebrities.\What if you had to choose between Sayla-san and Fraw Bow?\We're doing anime now?\Okay, then what about the Song Lady or the Exercise Lady?\Maybe the Exercise Lady. response:	What about between Main-chan and Sui-chan?
context: That sure is sudden.\Let's talk AKB. Who do you like there?\Sorry, I'm not familiar with celebrities.\What if you had to choose between Sayla-san and Fraw Bow?\We're doing anime now?\Okay, then what about the Song Lady or the Exercise Lady?\Maybe the Exercise Lady.\What about between Main-chan and Sui-chan? response:	Main who?
context: Let's talk AKB. Who do you like there?\Sorry, I'm not familiar with celebrities.\What if you had to choose between Sayla-san and Fraw Bow?\We're doing anime now?\Okay, then what about the Song Lady or the Exercise Lady?\Maybe the Exercise Lady.\What about between Main-chan and Sui-chan?\Main who? response:	So the Exercise Lady, huh...
context: Sorry, I'm not familiar with celebrities.\What if you had to choose between Sayla-san and Fraw Bow?\We're doing anime now?\Okay, then what about the Song Lady or the Exercise Lady?\Maybe the Exercise Lady.\What about between Main-chan and Sui-chan?\Main who?\So the Exercise Lady, huh... response:	Wait, that's your conclusion?
context: What if you had to choose between Sayla-san and Fraw Bow?\We're doing anime now?\Okay, then what about the Song Lady or the Exercise Lady?\Maybe the Exercise Lady.\What about between Main-chan and Sui-chan?\Main who?\So the Exercise Lady, huh...\Wait, that's your conclusion? response:	But...
context: We're doing anime now?\Okay, then what about the Song Lady or the Exercise Lady?\Maybe the Exercise Lady.\What about between Main-chan and Sui-chan?\Main who?\So the Exercise Lady, huh...\Wait, that's your conclusion?\But... response:	Which one is Yamato-san?
context: Okay, then what about the Song Lady or the Exercise Lady?\Maybe the Exercise Lady.\What about between Main-chan and Sui-chan?\Main who?\So the Exercise Lady, huh...\Wait, that's your conclusion?\But...\Which one is Yamato-san? response:	Th-Thank you.
context: Maybe the Exercise Lady.\What about between Main-chan and Sui-chan?\Main who?\So the Exercise Lady, huh...\Wait, that's your conclusion?\But...\Which one is Yamato-san?\Th-Thank you. response:	Thank you.
context: What about between Main-chan and Sui-chan?\Main who?\So the Exercise Lady, huh...\Wait, that's your conclusion?\But...\Which one is Yamato-san?\Th-Thank you.\Thank you. response:	Thank you.
context: Main who?\So the Exercise Lady, huh...\Wait, that's your conclusion?\But...\Which one is Yamato-san?\Th-Thank you.\Thank you.\Thank you. response:	Thank you.
context: So the Exercise Lady, huh...\Wait, that's your conclusion?\But...\Which one is Yamato-san?\Th-Thank you.\Thank you.\Thank you.\Thank you. response:	You're a hard one to read, you know.
context: Wait, that's your conclusion?\But...\Which one is Yamato-san?\Th-Thank you.\Thank you.\Thank you.\Thank you.\You're a hard one to read, you know. response:	When it comes to girls you like, you're like an open book.
context: But...\Which one is Yamato-san?\Th-Thank you.\Thank you.\Thank you.\Thank you.\You're a hard one to read, you know.\When it comes to girls you like, you're like an open book. response:	You like anyone with whom you have a halfway decent chance.
context: Which one is Yamato-san?\Th-Thank you.\Thank you.\Thank you.\Thank you.\You're a hard one to read, you know.\When it comes to girls you like, you're like an open book.\You like anyone with whom you have a halfway decent chance. response:	You like girls who smile a lot and get along with everyone.
context: Th-Thank you.\Thank you.\Thank you.\Thank you.\You're a hard one to read, you know.\When it comes to girls you like, you're like an open book.\You like anyone with whom you have a halfway decent chance.\You like girls who smile a lot and get along with everyone. response:	The cute ones.
context: Thank you.\Thank you.\Thank you.\You're a hard one to read, you know.\When it comes to girls you like, you're like an open book.\You like anyone with whom you have a halfway decent chance.\You like girls who smile a lot and get along with everyone.\The cute ones. response:	He might be right...
context: Thank you.\Thank you.\You're a hard one to read, you know.\When it comes to girls you like, you're like an open book.\You like anyone with whom you have a halfway decent chance.\You like girls who smile a lot and get along with everyone.\The cute ones.\He might be right... response:	Suna, let's get some air.
context: Thank you.\You're a hard one to read, you know.\When it comes to girls you like, you're like an open book.\You like anyone with whom you have a halfway decent chance.\You like girls who smile a lot and get along with everyone.\The cute ones.\He might be right...\Suna, let's get some air. response:	Huh?
context: You're a hard one to read, you know.\When it comes to girls you like, you're like an open book.\You like anyone with whom you have a halfway decent chance.\You like girls who smile a lot and get along with everyone.\The cute ones.\He might be right...\Suna, let's get some air.\Huh? response:	It looks like a butt every time, all right.
context: When it comes to girls you like, you're like an open book.\You like anyone with whom you have a halfway decent chance.\You like girls who smile a lot and get along with everyone.\The cute ones.\He might be right...\Suna, let's get some air.\Huh?\It looks like a butt every time, all right. response:	Oh, this is a guy's butt.
context: You like anyone with whom you have a halfway decent chance.\You like girls who smile a lot and get along with everyone.\The cute ones.\He might be right...\Suna, let's get some air.\Huh?\It looks like a butt every time, all right.\Oh, this is a guy's butt. response:	Hey, it's a guy's butt, right?
context: You like girls who smile a lot and get along with everyone.\The cute ones.\He might be right...\Suna, let's get some air.\Huh?\It looks like a butt every time, all right.\Oh, this is a guy's butt.\Hey, it's a guy's butt, right? response:	I wonder why I never saw that before...
context: The cute ones.\He might be right...\Suna, let's get some air.\Huh?\It looks like a butt every time, all right.\Oh, this is a guy's butt.\Hey, it's a guy's butt, right?\I wonder why I never saw that before... response:	I've been looking at it for over ten years, too.
context: He might be right...\Suna, let's get some air.\Huh?\It looks like a butt every time, all right.\Oh, this is a guy's butt.\Hey, it's a guy's butt, right?\I wonder why I never saw that before...\I've been looking at it for over ten years, too. response:	Suna, do you have a girlfriend?
context: Suna, let's get some air.\Huh?\It looks like a butt every time, all right.\Oh, this is a guy's butt.\Hey, it's a guy's butt, right?\I wonder why I never saw that before...\I've been looking at it for over ten years, too.\Suna, do you have a girlfriend? response:	What's with you today, man?
context: Huh?\It looks like a butt every time, all right.\Oh, this is a guy's butt.\Hey, it's a guy's butt, right?\I wonder why I never saw that before...\I've been looking at it for over ten years, too.\Suna, do you have a girlfriend?\What's with you today, man? response:	You're asking that while looking at the butt tree...
context: It looks like a butt every time, all right.\Oh, this is a guy's butt.\Hey, it's a guy's butt, right?\I wonder why I never saw that before...\I've been looking at it for over ten years, too.\Suna, do you have a girlfriend?\What's with you today, man?\You're asking that while looking at the butt tree... response:	Do you?
context: Oh, this is a guy's butt.\Hey, it's a guy's butt, right?\I wonder why I never saw that before...\I've been looking at it for over ten years, too.\Suna, do you have a girlfriend?\What's with you today, man?\You're asking that while looking at the butt tree...\Do you? response:	No.
context: Hey, it's a guy's butt, right?\I wonder why I never saw that before...\I've been looking at it for over ten years, too.\Suna, do you have a girlfriend?\What's with you today, man?\You're asking that while looking at the butt tree...\Do you?\No. response:	Why not?
context: I wonder why I never saw that before...\I've been looking at it for over ten years, too.\Suna, do you have a girlfriend?\What's with you today, man?\You're asking that while looking at the butt tree...\Do you?\No.\Why not? response:	You're popular with the ladies!
context: I've been looking at it for over ten years, too.\Suna, do you have a girlfriend?\What's with you today, man?\You're asking that while looking at the butt tree...\Do you?\No.\Why not?\You're popular with the ladies! response:	You never think about dating girls?
context: Suna, do you have a girlfriend?\What's with you today, man?\You're asking that while looking at the butt tree...\Do you?\No.\Why not?\You're popular with the ladies!\You never think about dating girls? response:	You're way too close, man
context: What's with you today, man?\You're asking that while looking at the butt tree...\Do you?\No.\Why not?\You're popular with the ladies!\You never think about dating girls?\You're way too close, man response:	I dunno...
context: You're asking that while looking at the butt tree...\Do you?\No.\Why not?\You're popular with the ladies!\You never think about dating girls?\You're way too close, man\I dunno... response:	It makes me tired.
context: Do you?\No.\Why not?\You're popular with the ladies!\You never think about dating girls?\You're way too close, man\I dunno...\It makes me tired. response:	Huh?
context: No.\Why not?\You're popular with the ladies!\You never think about dating girls?\You're way too close, man\I dunno...\It makes me tired.\Huh? response:	When I think about what I'd have to do if I dated anyone, it makes me tired.
context: Why not?\You're popular with the ladies!\You never think about dating girls?\You're way too close, man\I dunno...\It makes me tired.\Huh?\When I think about what I'd have to do if I dated anyone, it makes me tired. response:	What?!
context: You're popular with the ladies!\You never think about dating girls?\You're way too close, man\I dunno...\It makes me tired.\Huh?\When I think about what I'd have to do if I dated anyone, it makes me tired.\What?! response:	It should make you happy!
context: You never think about dating girls?\You're way too close, man\I dunno...\It makes me tired.\Huh?\When I think about what I'd have to do if I dated anyone, it makes me tired.\What?!\It should make you happy! response:	Are you sure you have a pair?
context: You're way too close, man\I dunno...\It makes me tired.\Huh?\When I think about what I'd have to do if I dated anyone, it makes me tired.\What?!\It should make you happy!\Are you sure you have a pair? response:	Sure.
context: I dunno...\It makes me tired.\Huh?\When I think about what I'd have to do if I dated anyone, it makes me tired.\What?!\It should make you happy!\Are you sure you have a pair?\Sure. response:	Then why aren't you interested in girls?
context: It makes me tired.\Huh?\When I think about what I'd have to do if I dated anyone, it makes me tired.\What?!\It should make you happy!\Are you sure you have a pair?\Sure.\Then why aren't you interested in girls? response:	I never said I wasn't.
context: Huh?\When I think about what I'd have to do if I dated anyone, it makes me tired.\What?!\It should make you happy!\Are you sure you have a pair?\Sure.\Then why aren't you interested in girls?\I never said I wasn't. response:	Then you are interested!
context: When I think about what I'd have to do if I dated anyone, it makes me tired.\What?!\It should make you happy!\Are you sure you have a pair?\Sure.\Then why aren't you interested in girls?\I never said I wasn't.\Then you are interested! response:	Seriously, you're too close
context: What?!\It should make you happy!\Are you sure you have a pair?\Sure.\Then why aren't you interested in girls?\I never said I wasn't.\Then you are interested!\Seriously, you're too close response:	Sure, as much as any other guy.
context: It should make you happy!\Are you sure you have a pair?\Sure.\Then why aren't you interested in girls?\I never said I wasn't.\Then you are interested!\Seriously, you're too close\Sure, as much as any other guy. response:	Okay, got it!
context: Are you sure you have a pair?\Sure.\Then why aren't you interested in girls?\I never said I wasn't.\Then you are interested!\Seriously, you're too close\Sure, as much as any other guy.\Okay, got it! response:	There's hope!
context: Sure.\Then why aren't you interested in girls?\I never said I wasn't.\Then you are interested!\Seriously, you're too close\Sure, as much as any other guy.\Okay, got it!\There's hope! response:	What's wrong?
context: Then why aren't you interested in girls?\I never said I wasn't.\Then you are interested!\Seriously, you're too close\Sure, as much as any other guy.\Okay, got it!\There's hope!\What's wrong? response:	Suna, a word of advice.
context: I never said I wasn't.\Then you are interested!\Seriously, you're too close\Sure, as much as any other guy.\Okay, got it!\There's hope!\What's wrong?\Suna, a word of advice. response:	If you find girls tiring,
context: Then you are interested!\Seriously, you're too close\Sure, as much as any other guy.\Okay, got it!\There's hope!\What's wrong?\Suna, a word of advice.\If you find girls tiring, response:	refrain from acting in ways that make them fall for you.
context: Seriously, you're too close\Sure, as much as any other guy.\Okay, got it!\There's hope!\What's wrong?\Suna, a word of advice.\If you find girls tiring,\refrain from acting in ways that make them fall for you. response:	I don't think I'm going out of my way to act like that.
context: Sure, as much as any other guy.\Okay, got it!\There's hope!\What's wrong?\Suna, a word of advice.\If you find girls tiring,\refrain from acting in ways that make them fall for you.\I don't think I'm going out of my way to act like that. response:	Even so, restrain yourself!
context: Okay, got it!\There's hope!\What's wrong?\Suna, a word of advice.\If you find girls tiring,\refrain from acting in ways that make them fall for you.\I don't think I'm going out of my way to act like that.\Even so, restrain yourself! response:	Got it?
context: There's hope!\What's wrong?\Suna, a word of advice.\If you find girls tiring,\refrain from acting in ways that make them fall for you.\I don't think I'm going out of my way to act like that.\Even so, restrain yourself!\Got it? response:	Response?
context: What's wrong?\Suna, a word of advice.\If you find girls tiring,\refrain from acting in ways that make them fall for you.\I don't think I'm going out of my way to act like that.\Even so, restrain yourself!\Got it?\Response? response:	Okaaay.
context: Suna, a word of advice.\If you find girls tiring,\refrain from acting in ways that make them fall for you.\I don't think I'm going out of my way to act like that.\Even so, restrain yourself!\Got it?\Response?\Okaaay. response:	Say, Okay!
context: If you find girls tiring,\refrain from acting in ways that make them fall for you.\I don't think I'm going out of my way to act like that.\Even so, restrain yourself!\Got it?\Response?\Okaaay.\Say, Okay! response:	Okay.
context: refrain from acting in ways that make them fall for you.\I don't think I'm going out of my way to act like that.\Even so, restrain yourself!\Got it?\Response?\Okaaay.\Say, Okay!\Okay. response:	Put more feeling into it!
