context: There you go, making that face again, response:	biting onto your lips.
context: I heard that it was almost the season for them.\I see.\It seems you were a bit too early, time and season-wise.\Their numbers have dropped too.\Is that so?\Well then, excuse me.\I wonder if she possessed him.\Seems so. response:	You...
context: I see.\It seems you were a bit too early, time and season-wise.\Their numbers have dropped too.\Is that so?\Well then, excuse me.\I wonder if she possessed him.\Seems so.\You... response:	You can see me even though you're a human child?
context: It seems you were a bit too early, time and season-wise.\Their numbers have dropped too.\Is that so?\Well then, excuse me.\I wonder if she possessed him.\Seems so.\You...\You can see me even though you're a human child? response:	Geez...
context: Their numbers have dropped too.\Is that so?\Well then, excuse me.\I wonder if she possessed him.\Seems so.\You...\You can see me even though you're a human child?\Geez... response:	What a careless human child.
context: Is that so?\Well then, excuse me.\I wonder if she possessed him.\Seems so.\You...\You can see me even though you're a human child?\Geez...\What a careless human child. response:	Is this okay with you?
context: Well then, excuse me.\I wonder if she possessed him.\Seems so.\You...\You can see me even though you're a human child?\Geez...\What a careless human child.\Is this okay with you? response:	Bothering with me, I mean.
context: I wonder if she possessed him.\Seems so.\You...\You can see me even though you're a human child?\Geez...\What a careless human child.\Is this okay with you?\Bothering with me, I mean. response:	Weren't you possessing that person from before?
context: Seems so.\You...\You can see me even though you're a human child?\Geez...\What a careless human child.\Is this okay with you?\Bothering with me, I mean.\Weren't you possessing that person from before? response:	Possessing?
context: You...\You can see me even though you're a human child?\Geez...\What a careless human child.\Is this okay with you?\Bothering with me, I mean.\Weren't you possessing that person from before?\Possessing? response:	How rude.
context: You can see me even though you're a human child?\Geez...\What a careless human child.\Is this okay with you?\Bothering with me, I mean.\Weren't you possessing that person from before?\Possessing?\How rude. response:	He's my friend.
context: Geez...\What a careless human child.\Is this okay with you?\Bothering with me, I mean.\Weren't you possessing that person from before?\Possessing?\How rude.\He's my friend. response:	Friend?
context: What a careless human child.\Is this okay with you?\Bothering with me, I mean.\Weren't you possessing that person from before?\Possessing?\How rude.\He's my friend.\Friend? response:	So he can see Youkai?
context: Is this okay with you?\Bothering with me, I mean.\Weren't you possessing that person from before?\Possessing?\How rude.\He's my friend.\Friend?\So he can see Youkai? response:	It's an old story.
context: Bothering with me, I mean.\Weren't you possessing that person from before?\Possessing?\How rude.\He's my friend.\Friend?\So he can see Youkai?\It's an old story. response:	I used to talk a lot to him when he was young.
context: Weren't you possessing that person from before?\Possessing?\How rude.\He's my friend.\Friend?\So he can see Youkai?\It's an old story.\I used to talk a lot to him when he was young. response:	For a while, we were always together.
context: Possessing?\How rude.\He's my friend.\Friend?\So he can see Youkai?\It's an old story.\I used to talk a lot to him when he was young.\For a while, we were always together. response:	But one day, he suddenly couldn't see me anymore.
context: How rude.\He's my friend.\Friend?\So he can see Youkai?\It's an old story.\I used to talk a lot to him when he was young.\For a while, we were always together.\But one day, he suddenly couldn't see me anymore. response:	And that's it.
context: He's my friend.\Friend?\So he can see Youkai?\It's an old story.\I used to talk a lot to him when he was young.\For a while, we were always together.\But one day, he suddenly couldn't see me anymore.\And that's it. response:	He couldn't see you anymore?
context: Friend?\So he can see Youkai?\It's an old story.\I used to talk a lot to him when he was young.\For a while, we were always together.\But one day, he suddenly couldn't see me anymore.\And that's it.\He couldn't see you anymore? response:	Can that even happen?
context: So he can see Youkai?\It's an old story.\I used to talk a lot to him when he was young.\For a while, we were always together.\But one day, he suddenly couldn't see me anymore.\And that's it.\He couldn't see you anymore?\Can that even happen? response:	When people become adults, those kinds of powers tend to become weaker.
context: It's an old story.\I used to talk a lot to him when he was young.\For a while, we were always together.\But one day, he suddenly couldn't see me anymore.\And that's it.\He couldn't see you anymore?\Can that even happen?\When people become adults, those kinds of powers tend to become weaker. response:	I see.
context: I used to talk a lot to him when he was young.\For a while, we were always together.\But one day, he suddenly couldn't see me anymore.\And that's it.\He couldn't see you anymore?\Can that even happen?\When people become adults, those kinds of powers tend to become weaker.\I see. response:	So that happens too...
context: For a while, we were always together.\But one day, he suddenly couldn't see me anymore.\And that's it.\He couldn't see you anymore?\Can that even happen?\When people become adults, those kinds of powers tend to become weaker.\I see.\So that happens too... response:	I heard that he would be getting married soon,
context: But one day, he suddenly couldn't see me anymore.\And that's it.\He couldn't see you anymore?\Can that even happen?\When people become adults, those kinds of powers tend to become weaker.\I see.\So that happens too...\I heard that he would be getting married soon, response:	so I thought I would at least see his big day.
context: And that's it.\He couldn't see you anymore?\Can that even happen?\When people become adults, those kinds of powers tend to become weaker.\I see.\So that happens too...\I heard that he would be getting married soon,\so I thought I would at least see his big day. response:	Well, our relationship was a lot like yours.
context: He couldn't see you anymore?\Can that even happen?\When people become adults, those kinds of powers tend to become weaker.\I see.\So that happens too...\I heard that he would be getting married soon,\so I thought I would at least see his big day.\Well, our relationship was a lot like yours. response:	We're not friends!
context: Can that even happen?\When people become adults, those kinds of powers tend to become weaker.\I see.\So that happens too...\I heard that he would be getting married soon,\so I thought I would at least see his big day.\Well, our relationship was a lot like yours.\We're not friends! response:	Our relationship is that of a master and pet!
context: When people become adults, those kinds of powers tend to become weaker.\I see.\So that happens too...\I heard that he would be getting married soon,\so I thought I would at least see his big day.\Well, our relationship was a lot like yours.\We're not friends!\Our relationship is that of a master and pet! response:	I see.
context: I see.\So that happens too...\I heard that he would be getting married soon,\so I thought I would at least see his big day.\Well, our relationship was a lot like yours.\We're not friends!\Our relationship is that of a master and pet!\I see. response:	What's your name?
context: So that happens too...\I heard that he would be getting married soon,\so I thought I would at least see his big day.\Well, our relationship was a lot like yours.\We're not friends!\Our relationship is that of a master and pet!\I see.\What's your name? response:	Try guessing.
context: I heard that he would be getting married soon,\so I thought I would at least see his big day.\Well, our relationship was a lot like yours.\We're not friends!\Our relationship is that of a master and pet!\I see.\What's your name?\Try guessing. response:	Mask.
context: so I thought I would at least see his big day.\Well, our relationship was a lot like yours.\We're not friends!\Our relationship is that of a master and pet!\I see.\What's your name?\Try guessing.\Mask. response:	Blonde hair.
context: Well, our relationship was a lot like yours.\We're not friends!\Our relationship is that of a master and pet!\I see.\What's your name?\Try guessing.\Mask.\Blonde hair. response:	I got it! It's pond woman!
context: We're not friends!\Our relationship is that of a master and pet!\I see.\What's your name?\Try guessing.\Mask.\Blonde hair.\I got it! It's pond woman! response:	I'm a low-level Ayakashi.
context: Our relationship is that of a master and pet!\I see.\What's your name?\Try guessing.\Mask.\Blonde hair.\I got it! It's pond woman!\I'm a low-level Ayakashi. response:	Plus, I didn't have a name in the first place.
context: I see.\What's your name?\Try guessing.\Mask.\Blonde hair.\I got it! It's pond woman!\I'm a low-level Ayakashi.\Plus, I didn't have a name in the first place. response:	Don't tease me.
context: What's your name?\Try guessing.\Mask.\Blonde hair.\I got it! It's pond woman!\I'm a low-level Ayakashi.\Plus, I didn't have a name in the first place.\Don't tease me. response:	I'll give you a name, then!
context: Try guessing.\Mask.\Blonde hair.\I got it! It's pond woman!\I'm a low-level Ayakashi.\Plus, I didn't have a name in the first place.\Don't tease me.\I'll give you a name, then! response:	What about Curly-noodles?
context: Mask.\Blonde hair.\I got it! It's pond woman!\I'm a low-level Ayakashi.\Plus, I didn't have a name in the first place.\Don't tease me.\I'll give you a name, then!\What about Curly-noodles? response:	What do you think?
context: Blonde hair.\I got it! It's pond woman!\I'm a low-level Ayakashi.\Plus, I didn't have a name in the first place.\Don't tease me.\I'll give you a name, then!\What about Curly-noodles?\What do you think? response:	Come on, what do you think?
context: I got it! It's pond woman!\I'm a low-level Ayakashi.\Plus, I didn't have a name in the first place.\Don't tease me.\I'll give you a name, then!\What about Curly-noodles?\What do you think?\Come on, what do you think? response:	I didn't think I'd be able to talk to another person.
context: I'm a low-level Ayakashi.\Plus, I didn't have a name in the first place.\Don't tease me.\I'll give you a name, then!\What about Curly-noodles?\What do you think?\Come on, what do you think?\I didn't think I'd be able to talk to another person. response:	This must be fate.
context: Plus, I didn't have a name in the first place.\Don't tease me.\I'll give you a name, then!\What about Curly-noodles?\What do you think?\Come on, what do you think?\I didn't think I'd be able to talk to another person.\This must be fate. response:	I'll be in your care until the ceremony.
context: Don't tease me.\I'll give you a name, then!\What about Curly-noodles?\What do you think?\Come on, what do you think?\I didn't think I'd be able to talk to another person.\This must be fate.\I'll be in your care until the ceremony. response:	I said, what do you think?!
context: I'll give you a name, then!\What about Curly-noodles?\What do you think?\Come on, what do you think?\I didn't think I'd be able to talk to another person.\This must be fate.\I'll be in your care until the ceremony.\I said, what do you think?! response:	What do you think about Curly-noodles?!
context: What about Curly-noodles?\What do you think?\Come on, what do you think?\I didn't think I'd be able to talk to another person.\This must be fate.\I'll be in your care until the ceremony.\I said, what do you think?!\What do you think about Curly-noodles?! response:	Shut up, Nyanko-sensei!
context: What do you think?\Come on, what do you think?\I didn't think I'd be able to talk to another person.\This must be fate.\I'll be in your care until the ceremony.\I said, what do you think?!\What do you think about Curly-noodles?!\Shut up, Nyanko-sensei! response:	Then how about Curly?
context: Come on, what do you think?\I didn't think I'd be able to talk to another person.\This must be fate.\I'll be in your care until the ceremony.\I said, what do you think?!\What do you think about Curly-noodles?!\Shut up, Nyanko-sensei!\Then how about Curly? response:	What a dull radiance.
context: I didn't think I'd be able to talk to another person.\This must be fate.\I'll be in your care until the ceremony.\I said, what do you think?!\What do you think about Curly-noodles?!\Shut up, Nyanko-sensei!\Then how about Curly?\What a dull radiance. response:	Hey.
context: This must be fate.\I'll be in your care until the ceremony.\I said, what do you think?!\What do you think about Curly-noodles?!\Shut up, Nyanko-sensei!\Then how about Curly?\What a dull radiance.\Hey. response:	You're going to sleep already?
context: I'll be in your care until the ceremony.\I said, what do you think?!\What do you think about Curly-noodles?!\Shut up, Nyanko-sensei!\Then how about Curly?\What a dull radiance.\Hey.\You're going to sleep already? response:	You're so boring.
context: I said, what do you think?!\What do you think about Curly-noodles?!\Shut up, Nyanko-sensei!\Then how about Curly?\What a dull radiance.\Hey.\You're going to sleep already?\You're so boring. response:	Hey, are you listening?
context: What do you think about Curly-noodles?!\Shut up, Nyanko-sensei!\Then how about Curly?\What a dull radiance.\Hey.\You're going to sleep already?\You're so boring.\Hey, are you listening? response:	Hey, wake up.
context: Shut up, Nyanko-sensei!\Then how about Curly?\What a dull radiance.\Hey.\You're going to sleep already?\You're so boring.\Hey, are you listening?\Hey, wake up. response:	Hey!
context: Then how about Curly?\What a dull radiance.\Hey.\You're going to sleep already?\You're so boring.\Hey, are you listening?\Hey, wake up.\Hey! response:	That night, I had a dream where someone was calling out.
context: What a dull radiance.\Hey.\You're going to sleep already?\You're so boring.\Hey, are you listening?\Hey, wake up.\Hey!\That night, I had a dream where someone was calling out. response:	Kiyo...
context: Hey.\You're going to sleep already?\You're so boring.\Hey, are you listening?\Hey, wake up.\Hey!\That night, I had a dream where someone was calling out.\Kiyo... response:	Kiyo...
context: You're going to sleep already?\You're so boring.\Hey, are you listening?\Hey, wake up.\Hey!\That night, I had a dream where someone was calling out.\Kiyo...\Kiyo... response:	Kiyo...
context: You're so boring.\Hey, are you listening?\Hey, wake up.\Hey!\That night, I had a dream where someone was calling out.\Kiyo...\Kiyo...\Kiyo... response:	Takashi-kun.
context: Hey, are you listening?\Hey, wake up.\Hey!\That night, I had a dream where someone was calling out.\Kiyo...\Kiyo...\Kiyo...\Takashi-kun. response:	You're going to be late!
context: Hey, wake up.\Hey!\That night, I had a dream where someone was calling out.\Kiyo...\Kiyo...\Kiyo...\Takashi-kun.\You're going to be late! response:	Wake up, I have to go out.
context: Hey!\That night, I had a dream where someone was calling out.\Kiyo...\Kiyo...\Kiyo...\Takashi-kun.\You're going to be late!\Wake up, I have to go out. response:	How about Kiyo?
context: That night, I had a dream where someone was calling out.\Kiyo...\Kiyo...\Kiyo...\Takashi-kun.\You're going to be late!\Wake up, I have to go out.\How about Kiyo? response:	How about Kiyo as your name?
context: Kiyo...\Kiyo...\Kiyo...\Takashi-kun.\You're going to be late!\Wake up, I have to go out.\How about Kiyo?\How about Kiyo as your name? response:	Do what you want.
context: Kiyo...\Kiyo...\Takashi-kun.\You're going to be late!\Wake up, I have to go out.\How about Kiyo?\How about Kiyo as your name?\Do what you want. response:	Becoming unable to see Youkai...
context: Kiyo...\Takashi-kun.\You're going to be late!\Wake up, I have to go out.\How about Kiyo?\How about Kiyo as your name?\Do what you want.\Becoming unable to see Youkai... response:	So that can happen too?
context: Takashi-kun.\You're going to be late!\Wake up, I have to go out.\How about Kiyo?\How about Kiyo as your name?\Do what you want.\Becoming unable to see Youkai...\So that can happen too? response:	A long time ago, there was a mountain god in this forest
context: You're going to be late!\Wake up, I have to go out.\How about Kiyo?\How about Kiyo as your name?\Do what you want.\Becoming unable to see Youkai...\So that can happen too?\A long time ago, there was a mountain god in this forest response:	that fell in love with a human woman, and they would rendezvous secretly at night.
context: Wake up, I have to go out.\How about Kiyo?\How about Kiyo as your name?\Do what you want.\Becoming unable to see Youkai...\So that can happen too?\A long time ago, there was a mountain god in this forest\that fell in love with a human woman, and they would rendezvous secretly at night. response:	During those times, the fireflies from this pond would light the way for them in the pitch-black darkness.
context: How about Kiyo?\How about Kiyo as your name?\Do what you want.\Becoming unable to see Youkai...\So that can happen too?\A long time ago, there was a mountain god in this forest\that fell in love with a human woman, and they would rendezvous secretly at night.\During those times, the fireflies from this pond would light the way for them in the pitch-black darkness. response:	To thank them, the mountain god turned the short-lived fireflies into Ayakashi.
context: How about Kiyo as your name?\Do what you want.\Becoming unable to see Youkai...\So that can happen too?\A long time ago, there was a mountain god in this forest\that fell in love with a human woman, and they would rendezvous secretly at night.\During those times, the fireflies from this pond would light the way for them in the pitch-black darkness.\To thank them, the mountain god turned the short-lived fireflies into Ayakashi. response:	In their joy, many of them left the pond,
context: Do what you want.\Becoming unable to see Youkai...\So that can happen too?\A long time ago, there was a mountain god in this forest\that fell in love with a human woman, and they would rendezvous secretly at night.\During those times, the fireflies from this pond would light the way for them in the pitch-black darkness.\To thank them, the mountain god turned the short-lived fireflies into Ayakashi.\In their joy, many of them left the pond, response:	and the fireflies here are said to be the descendants of those who stayed behind.
context: Becoming unable to see Youkai...\So that can happen too?\A long time ago, there was a mountain god in this forest\that fell in love with a human woman, and they would rendezvous secretly at night.\During those times, the fireflies from this pond would light the way for them in the pitch-black darkness.\To thank them, the mountain god turned the short-lived fireflies into Ayakashi.\In their joy, many of them left the pond,\and the fireflies here are said to be the descendants of those who stayed behind. response:	Well, it's just a legend, though.
context: So that can happen too?\A long time ago, there was a mountain god in this forest\that fell in love with a human woman, and they would rendezvous secretly at night.\During those times, the fireflies from this pond would light the way for them in the pitch-black darkness.\To thank them, the mountain god turned the short-lived fireflies into Ayakashi.\In their joy, many of them left the pond,\and the fireflies here are said to be the descendants of those who stayed behind.\Well, it's just a legend, though. response:	Look!
context: A long time ago, there was a mountain god in this forest\that fell in love with a human woman, and they would rendezvous secretly at night.\During those times, the fireflies from this pond would light the way for them in the pitch-black darkness.\To thank them, the mountain god turned the short-lived fireflies into Ayakashi.\In their joy, many of them left the pond,\and the fireflies here are said to be the descendants of those who stayed behind.\Well, it's just a legend, though.\Look! response:	H-H-Hey!
context: that fell in love with a human woman, and they would rendezvous secretly at night.\During those times, the fireflies from this pond would light the way for them in the pitch-black darkness.\To thank them, the mountain god turned the short-lived fireflies into Ayakashi.\In their joy, many of them left the pond,\and the fireflies here are said to be the descendants of those who stayed behind.\Well, it's just a legend, though.\Look!\H-H-Hey! response:	Watch out!
context: During those times, the fireflies from this pond would light the way for them in the pitch-black darkness.\To thank them, the mountain god turned the short-lived fireflies into Ayakashi.\In their joy, many of them left the pond,\and the fireflies here are said to be the descendants of those who stayed behind.\Well, it's just a legend, though.\Look!\H-H-Hey!\Watch out! response:	You're...
context: To thank them, the mountain god turned the short-lived fireflies into Ayakashi.\In their joy, many of them left the pond,\and the fireflies here are said to be the descendants of those who stayed behind.\Well, it's just a legend, though.\Look!\H-H-Hey!\Watch out!\You're... response:	the one from yesterday.
context: In their joy, many of them left the pond,\and the fireflies here are said to be the descendants of those who stayed behind.\Well, it's just a legend, though.\Look!\H-H-Hey!\Watch out!\You're...\the one from yesterday. response:	S-Sorry, I think I tripped over something.
context: and the fireflies here are said to be the descendants of those who stayed behind.\Well, it's just a legend, though.\Look!\H-H-Hey!\Watch out!\You're...\the one from yesterday.\S-Sorry, I think I tripped over something. response:	You're a feisty one.
context: Well, it's just a legend, though.\Look!\H-H-Hey!\Watch out!\You're...\the one from yesterday.\S-Sorry, I think I tripped over something.\You're a feisty one. response:	Excuse me...
context: Look!\H-H-Hey!\Watch out!\You're...\the one from yesterday.\S-Sorry, I think I tripped over something.\You're a feisty one.\Excuse me... response:	Is there something in this pond?
context: H-H-Hey!\Watch out!\You're...\the one from yesterday.\S-Sorry, I think I tripped over something.\You're a feisty one.\Excuse me...\Is there something in this pond? response:	Something?
context: Watch out!\You're...\the one from yesterday.\S-Sorry, I think I tripped over something.\You're a feisty one.\Excuse me...\Is there something in this pond?\Something? response:	Yeah.
context: You're...\the one from yesterday.\S-Sorry, I think I tripped over something.\You're a feisty one.\Excuse me...\Is there something in this pond?\Something?\Yeah. response:	Not sure. Besides the fireflies, I guess there are carp.
context: the one from yesterday.\S-Sorry, I think I tripped over something.\You're a feisty one.\Excuse me...\Is there something in this pond?\Something?\Yeah.\Not sure. Besides the fireflies, I guess there are carp. response:	That Ayakashi doesn't attack people.
context: S-Sorry, I think I tripped over something.\You're a feisty one.\Excuse me...\Is there something in this pond?\Something?\Yeah.\Not sure. Besides the fireflies, I guess there are carp.\That Ayakashi doesn't attack people. response:	I see.
context: You're a feisty one.\Excuse me...\Is there something in this pond?\Something?\Yeah.\Not sure. Besides the fireflies, I guess there are carp.\That Ayakashi doesn't attack people.\I see. response:	I couldn't ask him.
context: Excuse me...\Is there something in this pond?\Something?\Yeah.\Not sure. Besides the fireflies, I guess there are carp.\That Ayakashi doesn't attack people.\I see.\I couldn't ask him. response:	I couldn't ask him if he could see Youkai too.
context: Is there something in this pond?\Something?\Yeah.\Not sure. Besides the fireflies, I guess there are carp.\That Ayakashi doesn't attack people.\I see.\I couldn't ask him.\I couldn't ask him if he could see Youkai too. response:	Going to see a human who could see them,
context: Something?\Yeah.\Not sure. Besides the fireflies, I guess there are carp.\That Ayakashi doesn't attack people.\I see.\I couldn't ask him.\I couldn't ask him if he could see Youkai too.\Going to see a human who could see them, response:	and asking them about their past would just be trouble for them.
context: Yeah.\Not sure. Besides the fireflies, I guess there are carp.\That Ayakashi doesn't attack people.\I see.\I couldn't ask him.\I couldn't ask him if he could see Youkai too.\Going to see a human who could see them,\and asking them about their past would just be trouble for them. response:	Kiyo...
context: Not sure. Besides the fireflies, I guess there are carp.\That Ayakashi doesn't attack people.\I see.\I couldn't ask him.\I couldn't ask him if he could see Youkai too.\Going to see a human who could see them,\and asking them about their past would just be trouble for them.\Kiyo... response:	That person is called Akifumi-san.
context: That Ayakashi doesn't attack people.\I see.\I couldn't ask him.\I couldn't ask him if he could see Youkai too.\Going to see a human who could see them,\and asking them about their past would just be trouble for them.\Kiyo...\That person is called Akifumi-san. response:	Because he could see Ayakashi,
context: I see.\I couldn't ask him.\I couldn't ask him if he could see Youkai too.\Going to see a human who could see them,\and asking them about their past would just be trouble for them.\Kiyo...\That person is called Akifumi-san.\Because he could see Ayakashi, response:	he suffered much from the looks he got from his family and others.
context: I couldn't ask him.\I couldn't ask him if he could see Youkai too.\Going to see a human who could see them,\and asking them about their past would just be trouble for them.\Kiyo...\That person is called Akifumi-san.\Because he could see Ayakashi,\he suffered much from the looks he got from his family and others. response:	He would come here to cry by himself,
context: I couldn't ask him if he could see Youkai too.\Going to see a human who could see them,\and asking them about their past would just be trouble for them.\Kiyo...\That person is called Akifumi-san.\Because he could see Ayakashi,\he suffered much from the looks he got from his family and others.\He would come here to cry by himself, response:	and I would hide quietly and watch him.
context: Going to see a human who could see them,\and asking them about their past would just be trouble for them.\Kiyo...\That person is called Akifumi-san.\Because he could see Ayakashi,\he suffered much from the looks he got from his family and others.\He would come here to cry by himself,\and I would hide quietly and watch him. response:	But one day, he came during the night.
context: and asking them about their past would just be trouble for them.\Kiyo...\That person is called Akifumi-san.\Because he could see Ayakashi,\he suffered much from the looks he got from his family and others.\He would come here to cry by himself,\and I would hide quietly and watch him.\But one day, he came during the night. response:	In a rush, I tried to hide,
context: Kiyo...\That person is called Akifumi-san.\Because he could see Ayakashi,\he suffered much from the looks he got from his family and others.\He would come here to cry by himself,\and I would hide quietly and watch him.\But one day, he came during the night.\In a rush, I tried to hide, response:	but something caught onto my body.
context: That person is called Akifumi-san.\Because he could see Ayakashi,\he suffered much from the looks he got from his family and others.\He would come here to cry by himself,\and I would hide quietly and watch him.\But one day, he came during the night.\In a rush, I tried to hide,\but something caught onto my body. response:	Who's there?!
context: Because he could see Ayakashi,\he suffered much from the looks he got from his family and others.\He would come here to cry by himself,\and I would hide quietly and watch him.\But one day, he came during the night.\In a rush, I tried to hide,\but something caught onto my body.\Who's there?! response:	A Youkai?
context: he suffered much from the looks he got from his family and others.\He would come here to cry by himself,\and I would hide quietly and watch him.\But one day, he came during the night.\In a rush, I tried to hide,\but something caught onto my body.\Who's there?!\A Youkai? response:	Wait!
context: He would come here to cry by himself,\and I would hide quietly and watch him.\But one day, he came during the night.\In a rush, I tried to hide,\but something caught onto my body.\Who's there?!\A Youkai?\Wait! response:	Wait!
context: and I would hide quietly and watch him.\But one day, he came during the night.\In a rush, I tried to hide,\but something caught onto my body.\Who's there?!\A Youkai?\Wait!\Wait! response:	Could we talk for a bit?
context: But one day, he came during the night.\In a rush, I tried to hide,\but something caught onto my body.\Who's there?!\A Youkai?\Wait!\Wait!\Could we talk for a bit? response:	I, ah...
context: In a rush, I tried to hide,\but something caught onto my body.\Who's there?!\A Youkai?\Wait!\Wait!\Could we talk for a bit?\I, ah... response:	I'm interested in humans.
context: but something caught onto my body.\Who's there?!\A Youkai?\Wait!\Wait!\Could we talk for a bit?\I, ah...\I'm interested in humans. response:	I'm not interested in Youkai, though.
context: Who's there?!\A Youkai?\Wait!\Wait!\Could we talk for a bit?\I, ah...\I'm interested in humans.\I'm not interested in Youkai, though. response:	But...
context: A Youkai?\Wait!\Wait!\Could we talk for a bit?\I, ah...\I'm interested in humans.\I'm not interested in Youkai, though.\But... response:	He came the next day too.
context: Wait!\Wait!\Could we talk for a bit?\I, ah...\I'm interested in humans.\I'm not interested in Youkai, though.\But...\He came the next day too. response:	We talked about many things.
context: Wait!\Could we talk for a bit?\I, ah...\I'm interested in humans.\I'm not interested in Youkai, though.\But...\He came the next day too.\We talked about many things. response:	We talked and talked so much.
