context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: All right! I'll say it!\You are my best, best friend!\(Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La) response:	Always keep it going!
context: You are my best, best friend!\(Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going! response:	Being together 24 hours a day isn't a problem.
context: (Fly!) When I joke around a bit,\(Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem. response:	Just like twins, or a parent and child, or clone cyborgs.
context: (Shine!) You joke around more in response.\(La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs. response:	Then isn't there no reason to clear your eyes?
context: (La La La) Nothing is better than this!\(Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes? response:	Those are completely, completely different issues.
context: (Why!) Even if something bad happens,\(Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues. response:	(Fight!) Even when I get in a fight with you,
context: (Fine!) I immediately forget about it!\(La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you, response:	(Down!) even when I get really down,
context: (La La La)\Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down, response:	(Shy!) even when I feel like I want to be alone,
context: Always keep it going!\Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone, response:	before I realise it, you're right there; we'll be together even in death!
context: Being together 24 hours a day isn't a problem.\Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death! response:	I wonder why it is.
context: Just like twins, or a parent and child, or clone cyborgs.\Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is. response:	I want to be with you.
context: Then isn't there no reason to clear your eyes?\Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you. response:	When I'm with you,
context: Those are completely, completely different issues.\(Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you, response:	time goes 100 times faster!
context: (Fight!) Even when I get in a fight with you,\(Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster! response:	It's fun, isn't it?
context: (Down!) even when I get really down,\(Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it? response:	It's way too fun!
context: (Shy!) even when I feel like I want to be alone,\before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun! response:	As expected of my best friend!
context: before I realise it, you're right there; we'll be together even in death!\I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend! response:	What is it?
context: I wonder why it is.\I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it? response:	The synchro is amazing!
context: I want to be with you.\When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing! response:	Always making an uproar,
context: When I'm with you,\time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar, response:	bothering the neighbours a lot.
context: time goes 100 times faster!\It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot. response:	What time is it now?
context: It's fun, isn't it?\It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now? response:	And then yo de le hi hoo!
context: It's way too fun!\As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo! response:	I don't get it at all!
context: As expected of my best friend!\What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all! response:	So re doh si la!
context: What is it?\The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la! response:	It's better than I imagined, the absolute best!
context: The synchro is amazing!\Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best! response:	Even if I say this and that, we're still friends. (Hooray!)
context: Always making an uproar,\bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!) response:	Amazing friendship, the absolute best!
context: bothering the neighbours a lot.\What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best! response:	Cha Cha La Cha La Cha Cha!
context: What time is it now?\And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha! response:	In the desert where the bright red sun descends,
context: And then yo de le hi hoo!\I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\In the desert where the bright red sun descends, response:	there a large monster lived a carefree life.
context: I don't get it at all!\So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\In the desert where the bright red sun descends,\there a large monster lived a carefree life. response:	One morning when he woke up,
context: So re doh si la!\It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\In the desert where the bright red sun descends,\there a large monster lived a carefree life.\One morning when he woke up, response:	he heard the sound of a caravan far away.
context: It's better than I imagined, the absolute best!\Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\In the desert where the bright red sun descends,\there a large monster lived a carefree life.\One morning when he woke up,\he heard the sound of a caravan far away. response:	He suddenly cried out,
context: Even if I say this and that, we're still friends. (Hooray!)\Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\In the desert where the bright red sun descends,\there a large monster lived a carefree life.\One morning when he woke up,\he heard the sound of a caravan far away.\He suddenly cried out, response:	I want to see the sea! I want to love someone!
context: Amazing friendship, the absolute best!\Cha Cha La Cha La Cha Cha!\In the desert where the bright red sun descends,\there a large monster lived a carefree life.\One morning when he woke up,\he heard the sound of a caravan far away.\He suddenly cried out,\I want to see the sea! I want to love someone! response:	A monster has a heart, too.
context: Cha Cha La Cha La Cha Cha!\In the desert where the bright red sun descends,\there a large monster lived a carefree life.\One morning when he woke up,\he heard the sound of a caravan far away.\He suddenly cried out,\I want to see the sea! I want to love someone!\A monster has a heart, too. response:	Go on and leave. Get out of the desert.
context: In the desert where the bright red sun descends,\there a large monster lived a carefree life.\One morning when he woke up,\he heard the sound of a caravan far away.\He suddenly cried out,\I want to see the sea! I want to love someone!\A monster has a heart, too.\Go on and leave. Get out of the desert. response:	Go to a land with love and the sea.
context: there a large monster lived a carefree life.\One morning when he woke up,\he heard the sound of a caravan far away.\He suddenly cried out,\I want to see the sea! I want to love someone!\A monster has a heart, too.\Go on and leave. Get out of the desert.\Go to a land with love and the sea. response:	A new sun is burning,
context: One morning when he woke up,\he heard the sound of a caravan far away.\He suddenly cried out,\I want to see the sea! I want to love someone!\A monster has a heart, too.\Go on and leave. Get out of the desert.\Go to a land with love and the sea.\A new sun is burning, response:	in a land with love and the sea.
context: he heard the sound of a caravan far away.\He suddenly cried out,\I want to see the sea! I want to love someone!\A monster has a heart, too.\Go on and leave. Get out of the desert.\Go to a land with love and the sea.\A new sun is burning,\in a land with love and the sea. response:	Nichijou 68
context: He suddenly cried out,\I want to see the sea! I want to love someone!\A monster has a heart, too.\Go on and leave. Get out of the desert.\Go to a land with love and the sea.\A new sun is burning,\in a land with love and the sea.\Nichijou 68 response:	Shinonome Institute
context: I want to see the sea! I want to love someone!\A monster has a heart, too.\Go on and leave. Get out of the desert.\Go to a land with love and the sea.\A new sun is burning,\in a land with love and the sea.\Nichijou 68\Shinonome Institute response:	Love-Like
context: A monster has a heart, too.\Go on and leave. Get out of the desert.\Go to a land with love and the sea.\A new sun is burning,\in a land with love and the sea.\Nichijou 68\Shinonome Institute\Love-Like response:	Love-Like
context: Go on and leave. Get out of the desert.\Go to a land with love and the sea.\A new sun is burning,\in a land with love and the sea.\Nichijou 68\Shinonome Institute\Love-Like\Love-Like response:	Love-Like
context: Go to a land with love and the sea.\A new sun is burning,\in a land with love and the sea.\Nichijou 68\Shinonome Institute\Love-Like\Love-Like\Love-Like response:	Love-Like
context: A new sun is burning,\in a land with love and the sea.\Nichijou 68\Shinonome Institute\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: in a land with love and the sea.\Nichijou 68\Shinonome Institute\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Nichijou 68\Shinonome Institute\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Love-Like
context: Shinonome Institute\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like response:	Nichijou 69
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Nichijou 69 response:	Go Slowly
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Nichijou 69\Go Slowly response:	Behind the Gymnasium 1
context: Love-Like\Love-Like\Love-Like\Love-Like\Love-Like\Nichijou 69\Go Slowly\Behind the Gymnasium 1 response:	Behind the Gymnasium 3
context: Love-Like\Love-Like\Love-Like\Love-Like\Nichijou 69\Go Slowly\Behind the Gymnasium 1\Behind the Gymnasium 3 response:	High Strength
context: Love-Like\Love-Like\Love-Like\Nichijou 69\Go Slowly\Behind the Gymnasium 1\Behind the Gymnasium 3\High Strength response:	High Strength
context: Love-Like\Love-Like\Nichijou 69\Go Slowly\Behind the Gymnasium 1\Behind the Gymnasium 3\High Strength\High Strength response:	Super Glue
context: Love-Like\Nichijou 69\Go Slowly\Behind the Gymnasium 1\Behind the Gymnasium 3\High Strength\High Strength\Super Glue response:	Shinonome Nano
context: Nichijou 69\Go Slowly\Behind the Gymnasium 1\Behind the Gymnasium 3\High Strength\High Strength\Super Glue\Shinonome Nano response:	Shinonome Nano
context: Go Slowly\Behind the Gymnasium 1\Behind the Gymnasium 3\High Strength\High Strength\Super Glue\Shinonome Nano\Shinonome Nano response:	Shinonome Nano
context: Behind the Gymnasium 1\Behind the Gymnasium 3\High Strength\High Strength\Super Glue\Shinonome Nano\Shinonome Nano\Shinonome Nano response:	Shinonome Nano
context: Behind the Gymnasium 3\High Strength\High Strength\Super Glue\Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano response:	Shinonome Nano
context: High Strength\High Strength\Super Glue\Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano response:	Nichijou 70
context: High Strength\Super Glue\Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano\Nichijou 70 response:	Behind the Gymnasium 2
context: Super Glue\Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano\Nichijou 70\Behind the Gymnasium 2 response:	Nichijou 71
context: Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano\Nichijou 70\Behind the Gymnasium 2\Nichijou 71 response:	Shinonome Institute
context: Shinonome Nano\Shinonome Nano\Shinonome Nano\Shinonome Nano\Nichijou 70\Behind the Gymnasium 2\Nichijou 71\Shinonome Institute response:	Kotatsu
context: Shinonome Nano\Shinonome Nano\Shinonome Nano\Nichijou 70\Behind the Gymnasium 2\Nichijou 71\Shinonome Institute\Kotatsu response:	Word Of The Day
context: Shinonome Nano\Shinonome Nano\Nichijou 70\Behind the Gymnasium 2\Nichijou 71\Shinonome Institute\Kotatsu\Word Of The Day response:	Narration: Nakai Kazuya
context: Shinonome Nano\Nichijou 70\Behind the Gymnasium 2\Nichijou 71\Shinonome Institute\Kotatsu\Word Of The Day\Narration: Nakai Kazuya response:	Mai-chan, let's go home together!
context: Nichijou 70\Behind the Gymnasium 2\Nichijou 71\Shinonome Institute\Kotatsu\Word Of The Day\Narration: Nakai Kazuya\Mai-chan, let's go home together! response:	Can I stop by a fire hydrant?
context: Behind the Gymnasium 2\Nichijou 71\Shinonome Institute\Kotatsu\Word Of The Day\Narration: Nakai Kazuya\Mai-chan, let's go home together!\Can I stop by a fire hydrant? response:	Now, now, that's no place for a school girl to go!
context: Nichijou 71\Shinonome Institute\Kotatsu\Word Of The Day\Narration: Nakai Kazuya\Mai-chan, let's go home together!\Can I stop by a fire hydrant?\Now, now, that's no place for a school girl to go! response:	Oh, that's right, Mai-chan.
context: Shinonome Institute\Kotatsu\Word Of The Day\Narration: Nakai Kazuya\Mai-chan, let's go home together!\Can I stop by a fire hydrant?\Now, now, that's no place for a school girl to go!\Oh, that's right, Mai-chan. response:	Do you want to stop by Daiku Coffee?
context: Kotatsu\Word Of The Day\Narration: Nakai Kazuya\Mai-chan, let's go home together!\Can I stop by a fire hydrant?\Now, now, that's no place for a school girl to go!\Oh, that's right, Mai-chan.\Do you want to stop by Daiku Coffee? response:	They changed the system quite a bit in there,
context: Word Of The Day\Narration: Nakai Kazuya\Mai-chan, let's go home together!\Can I stop by a fire hydrant?\Now, now, that's no place for a school girl to go!\Oh, that's right, Mai-chan.\Do you want to stop by Daiku Coffee?\They changed the system quite a bit in there, response:	so it may be a bit difficult for you, Mai-chan.
context: Narration: Nakai Kazuya\Mai-chan, let's go home together!\Can I stop by a fire hydrant?\Now, now, that's no place for a school girl to go!\Oh, that's right, Mai-chan.\Do you want to stop by Daiku Coffee?\They changed the system quite a bit in there,\so it may be a bit difficult for you, Mai-chan. response:	But I can teach you all about it.
context: Mai-chan, let's go home together!\Can I stop by a fire hydrant?\Now, now, that's no place for a school girl to go!\Oh, that's right, Mai-chan.\Do you want to stop by Daiku Coffee?\They changed the system quite a bit in there,\so it may be a bit difficult for you, Mai-chan.\But I can teach you all about it. response:	Oh, Mai-chan...
context: Can I stop by a fire hydrant?\Now, now, that's no place for a school girl to go!\Oh, that's right, Mai-chan.\Do you want to stop by Daiku Coffee?\They changed the system quite a bit in there,\so it may be a bit difficult for you, Mai-chan.\But I can teach you all about it.\Oh, Mai-chan... response:	That's...
context: Now, now, that's no place for a school girl to go!\Oh, that's right, Mai-chan.\Do you want to stop by Daiku Coffee?\They changed the system quite a bit in there,\so it may be a bit difficult for you, Mai-chan.\But I can teach you all about it.\Oh, Mai-chan...\That's... response:	Asymmetry.
context: Oh, that's right, Mai-chan.\Do you want to stop by Daiku Coffee?\They changed the system quite a bit in there,\so it may be a bit difficult for you, Mai-chan.\But I can teach you all about it.\Oh, Mai-chan...\That's...\Asymmetry. response:	Well, that's true and all,
context: Do you want to stop by Daiku Coffee?\They changed the system quite a bit in there,\so it may be a bit difficult for you, Mai-chan.\But I can teach you all about it.\Oh, Mai-chan...\That's...\Asymmetry.\Well, that's true and all, response:	but that's beyond the intended purpose or fashion!
context: They changed the system quite a bit in there,\so it may be a bit difficult for you, Mai-chan.\But I can teach you all about it.\Oh, Mai-chan...\That's...\Asymmetry.\Well, that's true and all,\but that's beyond the intended purpose or fashion! response:	I was just being dumb.
context: so it may be a bit difficult for you, Mai-chan.\But I can teach you all about it.\Oh, Mai-chan...\That's...\Asymmetry.\Well, that's true and all,\but that's beyond the intended purpose or fashion!\I was just being dumb. response:	That's way over the top.
context: But I can teach you all about it.\Oh, Mai-chan...\That's...\Asymmetry.\Well, that's true and all,\but that's beyond the intended purpose or fashion!\I was just being dumb.\That's way over the top. response:	Mai-chan, from left to right, everything is just messed up!
context: Oh, Mai-chan...\That's...\Asymmetry.\Well, that's true and all,\but that's beyond the intended purpose or fashion!\I was just being dumb.\That's way over the top.\Mai-chan, from left to right, everything is just messed up! response:	But I guess that's just Mai-chan's way.
context: That's...\Asymmetry.\Well, that's true and all,\but that's beyond the intended purpose or fashion!\I was just being dumb.\That's way over the top.\Mai-chan, from left to right, everything is just messed up!\But I guess that's just Mai-chan's way. response:	What should I do for today's menu?
context: Asymmetry.\Well, that's true and all,\but that's beyond the intended purpose or fashion!\I was just being dumb.\That's way over the top.\Mai-chan, from left to right, everything is just messed up!\But I guess that's just Mai-chan's way.\What should I do for today's menu? response:	I heard green onions were on sale, so maybe something with that?
context: Well, that's true and all,\but that's beyond the intended purpose or fashion!\I was just being dumb.\That's way over the top.\Mai-chan, from left to right, everything is just messed up!\But I guess that's just Mai-chan's way.\What should I do for today's menu?\I heard green onions were on sale, so maybe something with that? response:	But Professor doesn't like green onions.
context: but that's beyond the intended purpose or fashion!\I was just being dumb.\That's way over the top.\Mai-chan, from left to right, everything is just messed up!\But I guess that's just Mai-chan's way.\What should I do for today's menu?\I heard green onions were on sale, so maybe something with that?\But Professor doesn't like green onions. response:	Nano! Nano!
context: I was just being dumb.\That's way over the top.\Mai-chan, from left to right, everything is just messed up!\But I guess that's just Mai-chan's way.\What should I do for today's menu?\I heard green onions were on sale, so maybe something with that?\But Professor doesn't like green onions.\Nano! Nano! response:	Nano!
context: That's way over the top.\Mai-chan, from left to right, everything is just messed up!\But I guess that's just Mai-chan's way.\What should I do for today's menu?\I heard green onions were on sale, so maybe something with that?\But Professor doesn't like green onions.\Nano! Nano!\Nano! response:	Look, Nano!
context: Mai-chan, from left to right, everything is just messed up!\But I guess that's just Mai-chan's way.\What should I do for today's menu?\I heard green onions were on sale, so maybe something with that?\But Professor doesn't like green onions.\Nano! Nano!\Nano!\Look, Nano! response:	I caught a crow.
context: But I guess that's just Mai-chan's way.\What should I do for today's menu?\I heard green onions were on sale, so maybe something with that?\But Professor doesn't like green onions.\Nano! Nano!\Nano!\Look, Nano!\I caught a crow. response:	Good heavens!
context: What should I do for today's menu?\I heard green onions were on sale, so maybe something with that?\But Professor doesn't like green onions.\Nano! Nano!\Nano!\Look, Nano!\I caught a crow.\Good heavens! response:	What are you doing?
context: I heard green onions were on sale, so maybe something with that?\But Professor doesn't like green onions.\Nano! Nano!\Nano!\Look, Nano!\I caught a crow.\Good heavens!\What are you doing? response:	That's dangerous!
context: But Professor doesn't like green onions.\Nano! Nano!\Nano!\Look, Nano!\I caught a crow.\Good heavens!\What are you doing?\That's dangerous! response:	You'll get pecked!
context: Nano! Nano!\Nano!\Look, Nano!\I caught a crow.\Good heavens!\What are you doing?\That's dangerous!\You'll get pecked! response:	It's fine. Just wait a moment.
context: Nano!\Look, Nano!\I caught a crow.\Good heavens!\What are you doing?\That's dangerous!\You'll get pecked!\It's fine. Just wait a moment. response:	It wasn't there.
context: Look, Nano!\I caught a crow.\Good heavens!\What are you doing?\That's dangerous!\You'll get pecked!\It's fine. Just wait a moment.\It wasn't there. response:	I might die.
context: I caught a crow.\Good heavens!\What are you doing?\That's dangerous!\You'll get pecked!\It's fine. Just wait a moment.\It wasn't there.\I might die. response:	It's not here, either.
context: Good heavens!\What are you doing?\That's dangerous!\You'll get pecked!\It's fine. Just wait a moment.\It wasn't there.\I might die.\It's not here, either. response:	My scarf suddenly disappeared.
context: What are you doing?\That's dangerous!\You'll get pecked!\It's fine. Just wait a moment.\It wasn't there.\I might die.\It's not here, either.\My scarf suddenly disappeared. response:	Hello.
context: That's dangerous!\You'll get pecked!\It's fine. Just wait a moment.\It wasn't there.\I might die.\It's not here, either.\My scarf suddenly disappeared.\Hello. response:	I'm a crow.
context: You'll get pecked!\It's fine. Just wait a moment.\It wasn't there.\I might die.\It's not here, either.\My scarf suddenly disappeared.\Hello.\I'm a crow. response:	Pleased to make your acquaintance.
context: It's fine. Just wait a moment.\It wasn't there.\I might die.\It's not here, either.\My scarf suddenly disappeared.\Hello.\I'm a crow.\Pleased to make your acquaintance. response:	It's a good thing this is a well-mannered crow.
context: It wasn't there.\I might die.\It's not here, either.\My scarf suddenly disappeared.\Hello.\I'm a crow.\Pleased to make your acquaintance.\It's a good thing this is a well-mannered crow. response:	That's because it's a crow.
context: I might die.\It's not here, either.\My scarf suddenly disappeared.\Hello.\I'm a crow.\Pleased to make your acquaintance.\It's a good thing this is a well-mannered crow.\That's because it's a crow. response:	I am honoured to receive your praise.
context: It's not here, either.\My scarf suddenly disappeared.\Hello.\I'm a crow.\Pleased to make your acquaintance.\It's a good thing this is a well-mannered crow.\That's because it's a crow.\I am honoured to receive your praise. response:	I wonder if it'll drink strawberry milk.
context: My scarf suddenly disappeared.\Hello.\I'm a crow.\Pleased to make your acquaintance.\It's a good thing this is a well-mannered crow.\That's because it's a crow.\I am honoured to receive your praise.\I wonder if it'll drink strawberry milk. response:	You think so?
context: Hello.\I'm a crow.\Pleased to make your acquaintance.\It's a good thing this is a well-mannered crow.\That's because it's a crow.\I am honoured to receive your praise.\I wonder if it'll drink strawberry milk.\You think so? response:	It would be cute if it did!
