context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Momma! Momma! They chose me!
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Momma! Momma! They chose me! response:	I'm an elite pilot! I'll defend Mankind as the best in the world!
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Momma! Momma! They chose me!\I'm an elite pilot! I'll defend Mankind as the best in the world! response:	I have to keep it a secret, so I'll only tell you, Momma!
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Momma! Momma! They chose me!\I'm an elite pilot! I'll defend Mankind as the best in the world!\I have to keep it a secret, so I'll only tell you, Momma! response:	Everyone's being so nice to me, I won't feel so lonely anymore!
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Momma! Momma! They chose me!\I'm an elite pilot! I'll defend Mankind as the best in the world!\I have to keep it a secret, so I'll only tell you, Momma!\Everyone's being so nice to me, I won't feel so lonely anymore! response:	I'm okay now, even without Papa.
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Momma! Momma! They chose me!\I'm an elite pilot! I'll defend Mankind as the best in the world!\I have to keep it a secret, so I'll only tell you, Momma!\Everyone's being so nice to me, I won't feel so lonely anymore!\I'm okay now, even without Papa. response:	So, look! Look at me!
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Momma! Momma! They chose me!\I'm an elite pilot! I'll defend Mankind as the best in the world!\I have to keep it a secret, so I'll only tell you, Momma!\Everyone's being so nice to me, I won't feel so lonely anymore!\I'm okay now, even without Papa.\So, look! Look at me! response:	Momma!
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Momma! Momma! They chose me!\I'm an elite pilot! I'll defend Mankind as the best in the world!\I have to keep it a secret, so I'll only tell you, Momma!\Everyone's being so nice to me, I won't feel so lonely anymore!\I'm okay now, even without Papa.\So, look! Look at me!\Momma! response:	Synch ratio zero.
context: Momma! Momma! They chose me!\I'm an elite pilot! I'll defend Mankind as the best in the world!\I have to keep it a secret, so I'll only tell you, Momma!\Everyone's being so nice to me, I won't feel so lonely anymore!\I'm okay now, even without Papa.\So, look! Look at me!\Momma!\Synch ratio zero. response:	I can't be the Second Child anymore.
context: I'm an elite pilot! I'll defend Mankind as the best in the world!\I have to keep it a secret, so I'll only tell you, Momma!\Everyone's being so nice to me, I won't feel so lonely anymore!\I'm okay now, even without Papa.\So, look! Look at me!\Momma!\Synch ratio zero.\I can't be the Second Child anymore. response:	I have no reason left to live.
context: I have to keep it a secret, so I'll only tell you, Momma!\Everyone's being so nice to me, I won't feel so lonely anymore!\I'm okay now, even without Papa.\So, look! Look at me!\Momma!\Synch ratio zero.\I can't be the Second Child anymore.\I have no reason left to live. response:	Nobody cares about me anymore.
context: Everyone's being so nice to me, I won't feel so lonely anymore!\I'm okay now, even without Papa.\So, look! Look at me!\Momma!\Synch ratio zero.\I can't be the Second Child anymore.\I have no reason left to live.\Nobody cares about me anymore. response:	My papa, my momma, nobody cares.
context: I'm okay now, even without Papa.\So, look! Look at me!\Momma!\Synch ratio zero.\I can't be the Second Child anymore.\I have no reason left to live.\Nobody cares about me anymore.\My papa, my momma, nobody cares. response:	I have no reason left to live.
context: So, look! Look at me!\Momma!\Synch ratio zero.\I can't be the Second Child anymore.\I have no reason left to live.\Nobody cares about me anymore.\My papa, my momma, nobody cares.\I have no reason left to live. response:	Are you Asuka Langley Sohryu?
context: Momma!\Synch ratio zero.\I can't be the Second Child anymore.\I have no reason left to live.\Nobody cares about me anymore.\My papa, my momma, nobody cares.\I have no reason left to live.\Are you Asuka Langley Sohryu? response:	The Second Intelligence Division reports
context: Synch ratio zero.\I can't be the Second Child anymore.\I have no reason left to live.\Nobody cares about me anymore.\My papa, my momma, nobody cares.\I have no reason left to live.\Are you Asuka Langley Sohryu?\The Second Intelligence Division reports response:	that they have taken the Second Child into custody.
context: I can't be the Second Child anymore.\I have no reason left to live.\Nobody cares about me anymore.\My papa, my momma, nobody cares.\I have no reason left to live.\Are you Asuka Langley Sohryu?\The Second Intelligence Division reports\that they have taken the Second Child into custody. response:	Really? It isn't like them to lose her in the first place,
context: I have no reason left to live.\Nobody cares about me anymore.\My papa, my momma, nobody cares.\I have no reason left to live.\Are you Asuka Langley Sohryu?\The Second Intelligence Division reports\that they have taken the Second Child into custody.\Really? It isn't like them to lose her in the first place, response:	and then to take seven days to find her.
context: Nobody cares about me anymore.\My papa, my momma, nobody cares.\I have no reason left to live.\Are you Asuka Langley Sohryu?\The Second Intelligence Division reports\that they have taken the Second Child into custody.\Really? It isn't like them to lose her in the first place,\and then to take seven days to find her. response:	They must have done so intentionally.
context: My papa, my momma, nobody cares.\I have no reason left to live.\Are you Asuka Langley Sohryu?\The Second Intelligence Division reports\that they have taken the Second Child into custody.\Really? It isn't like them to lose her in the first place,\and then to take seven days to find her.\They must have done so intentionally. response:	They're trying to make trouble for us, aren't they?
context: I have no reason left to live.\Are you Asuka Langley Sohryu?\The Second Intelligence Division reports\that they have taken the Second Child into custody.\Really? It isn't like them to lose her in the first place,\and then to take seven days to find her.\They must have done so intentionally.\They're trying to make trouble for us, aren't they? response:	It could be.
context: Are you Asuka Langley Sohryu?\The Second Intelligence Division reports\that they have taken the Second Child into custody.\Really? It isn't like them to lose her in the first place,\and then to take seven days to find her.\They must have done so intentionally.\They're trying to make trouble for us, aren't they?\It could be. response:	The Fifth Child arrives to replace Asuka today.
context: The Second Intelligence Division reports\that they have taken the Second Child into custody.\Really? It isn't like them to lose her in the first place,\and then to take seven days to find her.\They must have done so intentionally.\They're trying to make trouble for us, aren't they?\It could be.\The Fifth Child arrives to replace Asuka today. response:	This whole thing is just too convenient.
context: that they have taken the Second Child into custody.\Really? It isn't like them to lose her in the first place,\and then to take seven days to find her.\They must have done so intentionally.\They're trying to make trouble for us, aren't they?\It could be.\The Fifth Child arrives to replace Asuka today.\This whole thing is just too convenient. response:	Rei Ayanami...
context: Really? It isn't like them to lose her in the first place,\and then to take seven days to find her.\They must have done so intentionally.\They're trying to make trouble for us, aren't they?\It could be.\The Fifth Child arrives to replace Asuka today.\This whole thing is just too convenient.\Rei Ayanami... response:	There's a feeling about her.
context: and then to take seven days to find her.\They must have done so intentionally.\They're trying to make trouble for us, aren't they?\It could be.\The Fifth Child arrives to replace Asuka today.\This whole thing is just too convenient.\Rei Ayanami...\There's a feeling about her. response:	Almost like my mother...
context: They must have done so intentionally.\They're trying to make trouble for us, aren't they?\It could be.\The Fifth Child arrives to replace Asuka today.\This whole thing is just too convenient.\Rei Ayanami...\There's a feeling about her.\Almost like my mother... response:	Rei Ayanami and my mother...
context: They're trying to make trouble for us, aren't they?\It could be.\The Fifth Child arrives to replace Asuka today.\This whole thing is just too convenient.\Rei Ayanami...\There's a feeling about her.\Almost like my mother...\Rei Ayanami and my mother... response:	What are you doing with them, Father?
context: It could be.\The Fifth Child arrives to replace Asuka today.\This whole thing is just too convenient.\Rei Ayanami...\There's a feeling about her.\Almost like my mother...\Rei Ayanami and my mother...\What are you doing with them, Father? response:	Commander Ikari...
context: The Fifth Child arrives to replace Asuka today.\This whole thing is just too convenient.\Rei Ayanami...\There's a feeling about her.\Almost like my mother...\Rei Ayanami and my mother...\What are you doing with them, Father?\Commander Ikari... response:	Did you know my cat died? The cat my grandmother was caring for?
context: This whole thing is just too convenient.\Rei Ayanami...\There's a feeling about her.\Almost like my mother...\Rei Ayanami and my mother...\What are you doing with them, Father?\Commander Ikari...\Did you know my cat died? The cat my grandmother was caring for? response:	I hadn't taken care of it for a long time,
context: Rei Ayanami...\There's a feeling about her.\Almost like my mother...\Rei Ayanami and my mother...\What are you doing with them, Father?\Commander Ikari...\Did you know my cat died? The cat my grandmother was caring for?\I hadn't taken care of it for a long time, response:	but now I know that I'll never see it again.
context: There's a feeling about her.\Almost like my mother...\Rei Ayanami and my mother...\What are you doing with them, Father?\Commander Ikari...\Did you know my cat died? The cat my grandmother was caring for?\I hadn't taken care of it for a long time,\but now I know that I'll never see it again. response:	Why did you destroy the dummy system?
context: Almost like my mother...\Rei Ayanami and my mother...\What are you doing with them, Father?\Commander Ikari...\Did you know my cat died? The cat my grandmother was caring for?\I hadn't taken care of it for a long time,\but now I know that I'll never see it again.\Why did you destroy the dummy system? response:	It wasn't the dummy system that I destroyed. It was Rei.
context: Rei Ayanami and my mother...\What are you doing with them, Father?\Commander Ikari...\Did you know my cat died? The cat my grandmother was caring for?\I hadn't taken care of it for a long time,\but now I know that I'll never see it again.\Why did you destroy the dummy system?\It wasn't the dummy system that I destroyed. It was Rei. response:	I'll ask you once more. Why did you do it?
context: What are you doing with them, Father?\Commander Ikari...\Did you know my cat died? The cat my grandmother was caring for?\I hadn't taken care of it for a long time,\but now I know that I'll never see it again.\Why did you destroy the dummy system?\It wasn't the dummy system that I destroyed. It was Rei.\I'll ask you once more. Why did you do it? response:	I'm not happy anymore, not even when you make love to me.
context: Commander Ikari...\Did you know my cat died? The cat my grandmother was caring for?\I hadn't taken care of it for a long time,\but now I know that I'll never see it again.\Why did you destroy the dummy system?\It wasn't the dummy system that I destroyed. It was Rei.\I'll ask you once more. Why did you do it?\I'm not happy anymore, not even when you make love to me. response:	Go ahead and do whatever you want with my body,
context: Did you know my cat died? The cat my grandmother was caring for?\I hadn't taken care of it for a long time,\but now I know that I'll never see it again.\Why did you destroy the dummy system?\It wasn't the dummy system that I destroyed. It was Rei.\I'll ask you once more. Why did you do it?\I'm not happy anymore, not even when you make love to me.\Go ahead and do whatever you want with my body, response:	it's never stopped you before!
context: I hadn't taken care of it for a long time,\but now I know that I'll never see it again.\Why did you destroy the dummy system?\It wasn't the dummy system that I destroyed. It was Rei.\I'll ask you once more. Why did you do it?\I'm not happy anymore, not even when you make love to me.\Go ahead and do whatever you want with my body,\it's never stopped you before! response:	You disappoint me.
context: but now I know that I'll never see it again.\Why did you destroy the dummy system?\It wasn't the dummy system that I destroyed. It was Rei.\I'll ask you once more. Why did you do it?\I'm not happy anymore, not even when you make love to me.\Go ahead and do whatever you want with my body,\it's never stopped you before!\You disappoint me. response:	Disappoint?!
context: Why did you destroy the dummy system?\It wasn't the dummy system that I destroyed. It was Rei.\I'll ask you once more. Why did you do it?\I'm not happy anymore, not even when you make love to me.\Go ahead and do whatever you want with my body,\it's never stopped you before!\You disappoint me.\Disappoint?! response:	You had no hopes or expectations of me to start with!
context: It wasn't the dummy system that I destroyed. It was Rei.\I'll ask you once more. Why did you do it?\I'm not happy anymore, not even when you make love to me.\Go ahead and do whatever you want with my body,\it's never stopped you before!\You disappoint me.\Disappoint?!\You had no hopes or expectations of me to start with! response:	I was nothing! I am nothing! Nothing!
context: I'll ask you once more. Why did you do it?\I'm not happy anymore, not even when you make love to me.\Go ahead and do whatever you want with my body,\it's never stopped you before!\You disappoint me.\Disappoint?!\You had no hopes or expectations of me to start with!\I was nothing! I am nothing! Nothing! response:	What can I do now, Mother?
context: I'm not happy anymore, not even when you make love to me.\Go ahead and do whatever you want with my body,\it's never stopped you before!\You disappoint me.\Disappoint?!\You had no hopes or expectations of me to start with!\I was nothing! I am nothing! Nothing!\What can I do now, Mother? response:	Asuka, where have you disappeared to?
context: Go ahead and do whatever you want with my body,\it's never stopped you before!\You disappoint me.\Disappoint?!\You had no hopes or expectations of me to start with!\I was nothing! I am nothing! Nothing!\What can I do now, Mother?\Asuka, where have you disappeared to? response:	But what could I talk to her about?
context: it's never stopped you before!\You disappoint me.\Disappoint?!\You had no hopes or expectations of me to start with!\I was nothing! I am nothing! Nothing!\What can I do now, Mother?\Asuka, where have you disappeared to?\But what could I talk to her about? response:	Could I talk about Ayanami with her?
context: You disappoint me.\Disappoint?!\You had no hopes or expectations of me to start with!\I was nothing! I am nothing! Nothing!\What can I do now, Mother?\Asuka, where have you disappeared to?\But what could I talk to her about?\Could I talk about Ayanami with her? response:	Toji, Kensuke... Their homes were destroyed and now they've left.
context: Disappoint?!\You had no hopes or expectations of me to start with!\I was nothing! I am nothing! Nothing!\What can I do now, Mother?\Asuka, where have you disappeared to?\But what could I talk to her about?\Could I talk about Ayanami with her?\Toji, Kensuke... Their homes were destroyed and now they've left. response:	Friends, I don't have anybody left whom I could call my friend.
context: You had no hopes or expectations of me to start with!\I was nothing! I am nothing! Nothing!\What can I do now, Mother?\Asuka, where have you disappeared to?\But what could I talk to her about?\Could I talk about Ayanami with her?\Toji, Kensuke... Their homes were destroyed and now they've left.\Friends, I don't have anybody left whom I could call my friend. response:	Nobody!
context: I was nothing! I am nothing! Nothing!\What can I do now, Mother?\Asuka, where have you disappeared to?\But what could I talk to her about?\Could I talk about Ayanami with her?\Toji, Kensuke... Their homes were destroyed and now they've left.\Friends, I don't have anybody left whom I could call my friend.\Nobody! response:	I can't go see Ayanami again. I don't have the courage to face her.
context: What can I do now, Mother?\Asuka, where have you disappeared to?\But what could I talk to her about?\Could I talk about Ayanami with her?\Toji, Kensuke... Their homes were destroyed and now they've left.\Friends, I don't have anybody left whom I could call my friend.\Nobody!\I can't go see Ayanami again. I don't have the courage to face her. response:	I don't even know how to talk or act around her now.
context: Asuka, where have you disappeared to?\But what could I talk to her about?\Could I talk about Ayanami with her?\Toji, Kensuke... Their homes were destroyed and now they've left.\Friends, I don't have anybody left whom I could call my friend.\Nobody!\I can't go see Ayanami again. I don't have the courage to face her.\I don't even know how to talk or act around her now. response:	Asuka... Misato... Mother... What do I do?
context: But what could I talk to her about?\Could I talk about Ayanami with her?\Toji, Kensuke... Their homes were destroyed and now they've left.\Friends, I don't have anybody left whom I could call my friend.\Nobody!\I can't go see Ayanami again. I don't have the courage to face her.\I don't even know how to talk or act around her now.\Asuka... Misato... Mother... What do I do? response:	What can I do?
context: Could I talk about Ayanami with her?\Toji, Kensuke... Their homes were destroyed and now they've left.\Friends, I don't have anybody left whom I could call my friend.\Nobody!\I can't go see Ayanami again. I don't have the courage to face her.\I don't even know how to talk or act around her now.\Asuka... Misato... Mother... What do I do?\What can I do? response:	Singing is good.
context: Toji, Kensuke... Their homes were destroyed and now they've left.\Friends, I don't have anybody left whom I could call my friend.\Nobody!\I can't go see Ayanami again. I don't have the courage to face her.\I don't even know how to talk or act around her now.\Asuka... Misato... Mother... What do I do?\What can I do?\Singing is good. response:	Singing brings joy and revitalizes the soul.
context: Friends, I don't have anybody left whom I could call my friend.\Nobody!\I can't go see Ayanami again. I don't have the courage to face her.\I don't even know how to talk or act around her now.\Asuka... Misato... Mother... What do I do?\What can I do?\Singing is good.\Singing brings joy and revitalizes the soul. response:	I think that Song is the greatest achievement of the Lilim culture.
context: Nobody!\I can't go see Ayanami again. I don't have the courage to face her.\I don't even know how to talk or act around her now.\Asuka... Misato... Mother... What do I do?\What can I do?\Singing is good.\Singing brings joy and revitalizes the soul.\I think that Song is the greatest achievement of the Lilim culture. response:	Don't you agree?
context: I can't go see Ayanami again. I don't have the courage to face her.\I don't even know how to talk or act around her now.\Asuka... Misato... Mother... What do I do?\What can I do?\Singing is good.\Singing brings joy and revitalizes the soul.\I think that Song is the greatest achievement of the Lilim culture.\Don't you agree? response:	Shinji Ikari?
context: I don't even know how to talk or act around her now.\Asuka... Misato... Mother... What do I do?\What can I do?\Singing is good.\Singing brings joy and revitalizes the soul.\I think that Song is the greatest achievement of the Lilim culture.\Don't you agree?\Shinji Ikari? response:	How do you know my name?
context: Asuka... Misato... Mother... What do I do?\What can I do?\Singing is good.\Singing brings joy and revitalizes the soul.\I think that Song is the greatest achievement of the Lilim culture.\Don't you agree?\Shinji Ikari?\How do you know my name? response:	Everyone knows your name.
context: What can I do?\Singing is good.\Singing brings joy and revitalizes the soul.\I think that Song is the greatest achievement of the Lilim culture.\Don't you agree?\Shinji Ikari?\How do you know my name?\Everyone knows your name. response:	Not to be rude, but you're rather ignorant of your own position.
context: Singing is good.\Singing brings joy and revitalizes the soul.\I think that Song is the greatest achievement of the Lilim culture.\Don't you agree?\Shinji Ikari?\How do you know my name?\Everyone knows your name.\Not to be rude, but you're rather ignorant of your own position. response:	Really? And you are?
context: Singing brings joy and revitalizes the soul.\I think that Song is the greatest achievement of the Lilim culture.\Don't you agree?\Shinji Ikari?\How do you know my name?\Everyone knows your name.\Not to be rude, but you're rather ignorant of your own position.\Really? And you are? response:	I am Kaworu, Kaworu Nagisa. Like you, I'm one of the chosen.
context: I think that Song is the greatest achievement of the Lilim culture.\Don't you agree?\Shinji Ikari?\How do you know my name?\Everyone knows your name.\Not to be rude, but you're rather ignorant of your own position.\Really? And you are?\I am Kaworu, Kaworu Nagisa. Like you, I'm one of the chosen. response:	The Fifth Child.
context: Don't you agree?\Shinji Ikari?\How do you know my name?\Everyone knows your name.\Not to be rude, but you're rather ignorant of your own position.\Really? And you are?\I am Kaworu, Kaworu Nagisa. Like you, I'm one of the chosen.\The Fifth Child. response:	You're the Fifth Child?! You...
context: Shinji Ikari?\How do you know my name?\Everyone knows your name.\Not to be rude, but you're rather ignorant of your own position.\Really? And you are?\I am Kaworu, Kaworu Nagisa. Like you, I'm one of the chosen.\The Fifth Child.\You're the Fifth Child?! You... response:	Nagisa-kun...
context: How do you know my name?\Everyone knows your name.\Not to be rude, but you're rather ignorant of your own position.\Really? And you are?\I am Kaworu, Kaworu Nagisa. Like you, I'm one of the chosen.\The Fifth Child.\You're the Fifth Child?! You...\Nagisa-kun... response:	Call me Kaworu, Ikari-kun. Nagisa-kun...
context: Everyone knows your name.\Not to be rude, but you're rather ignorant of your own position.\Really? And you are?\I am Kaworu, Kaworu Nagisa. Like you, I'm one of the chosen.\The Fifth Child.\You're the Fifth Child?! You...\Nagisa-kun...\Call me Kaworu, Ikari-kun. Nagisa-kun... response:	Call me Kaworu, Ikari-kun.
context: Not to be rude, but you're rather ignorant of your own position.\Really? And you are?\I am Kaworu, Kaworu Nagisa. Like you, I'm one of the chosen.\The Fifth Child.\You're the Fifth Child?! You...\Nagisa-kun...\Call me Kaworu, Ikari-kun. Nagisa-kun...\Call me Kaworu, Ikari-kun. response:	Oh no, you can call me Shinji.
