context: Sewing Machine Cafe response:	There.
context: Zero Five was Ushio from C Squad.\We'll ask their leader, Takimoto, to help us keep him busy.\I'll stop Kikuhara.\I don't think we can let you join the raid.\But on the other hand, we are short-staffed, so would you keep lookout for us?\But I hope you'll leave the sniper rifle at home.\You and Jill are grounded.\If you break the deployment ban again, you will be fired. response:	You're only taking humans?
context: We'll ask their leader, Takimoto, to help us keep him busy.\I'll stop Kikuhara.\I don't think we can let you join the raid.\But on the other hand, we are short-staffed, so would you keep lookout for us?\But I hope you'll leave the sniper rifle at home.\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\You're only taking humans? response:	There won't be any devils in the CCC.
context: I'll stop Kikuhara.\I don't think we can let you join the raid.\But on the other hand, we are short-staffed, so would you keep lookout for us?\But I hope you'll leave the sniper rifle at home.\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\You're only taking humans?\There won't be any devils in the CCC. response:	If we're up against humans, humans can handle it.
context: I don't think we can let you join the raid.\But on the other hand, we are short-staffed, so would you keep lookout for us?\But I hope you'll leave the sniper rifle at home.\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\You're only taking humans?\There won't be any devils in the CCC.\If we're up against humans, humans can handle it. response:	Yeah, but...
context: But on the other hand, we are short-staffed, so would you keep lookout for us?\But I hope you'll leave the sniper rifle at home.\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\You're only taking humans?\There won't be any devils in the CCC.\If we're up against humans, humans can handle it.\Yeah, but... response:	We've been given notice.
context: But I hope you'll leave the sniper rifle at home.\You and Jill are grounded.\If you break the deployment ban again, you will be fired.\You're only taking humans?\There won't be any devils in the CCC.\If we're up against humans, humans can handle it.\Yeah, but...\We've been given notice. response:	They understand you were in danger the other day, too.
context: You and Jill are grounded.\If you break the deployment ban again, you will be fired.\You're only taking humans?\There won't be any devils in the CCC.\If we're up against humans, humans can handle it.\Yeah, but...\We've been given notice.\They understand you were in danger the other day, too. response:	But in the event that a devil ignores the deployment ban,
context: If you break the deployment ban again, you will be fired.\You're only taking humans?\There won't be any devils in the CCC.\If we're up against humans, humans can handle it.\Yeah, but...\We've been given notice.\They understand you were in danger the other day, too.\But in the event that a devil ignores the deployment ban, response:	if they transform and engage in violence, cause injury, or drink blood,
context: You're only taking humans?\There won't be any devils in the CCC.\If we're up against humans, humans can handle it.\Yeah, but...\We've been given notice.\They understand you were in danger the other day, too.\But in the event that a devil ignores the deployment ban,\if they transform and engage in violence, cause injury, or drink blood, response:	they will be immediately relieved of their duty, regardless of their reasons.
context: There won't be any devils in the CCC.\If we're up against humans, humans can handle it.\Yeah, but...\We've been given notice.\They understand you were in danger the other day, too.\But in the event that a devil ignores the deployment ban,\if they transform and engage in violence, cause injury, or drink blood,\they will be immediately relieved of their duty, regardless of their reasons. response:	They will thenceforth be placed under strict surveillance
context: If we're up against humans, humans can handle it.\Yeah, but...\We've been given notice.\They understand you were in danger the other day, too.\But in the event that a devil ignores the deployment ban,\if they transform and engage in violence, cause injury, or drink blood,\they will be immediately relieved of their duty, regardless of their reasons.\They will thenceforth be placed under strict surveillance response:	and forbidden to make contact with humans for the foreseeable future.
context: Yeah, but...\We've been given notice.\They understand you were in danger the other day, too.\But in the event that a devil ignores the deployment ban,\if they transform and engage in violence, cause injury, or drink blood,\they will be immediately relieved of their duty, regardless of their reasons.\They will thenceforth be placed under strict surveillance\and forbidden to make contact with humans for the foreseeable future. response:	What the hell? Are they going to quarantine us?
context: We've been given notice.\They understand you were in danger the other day, too.\But in the event that a devil ignores the deployment ban,\if they transform and engage in violence, cause injury, or drink blood,\they will be immediately relieved of their duty, regardless of their reasons.\They will thenceforth be placed under strict surveillance\and forbidden to make contact with humans for the foreseeable future.\What the hell? Are they going to quarantine us? response:	I'm guessing you'll be under 24-hour surveillance
context: They understand you were in danger the other day, too.\But in the event that a devil ignores the deployment ban,\if they transform and engage in violence, cause injury, or drink blood,\they will be immediately relieved of their duty, regardless of their reasons.\They will thenceforth be placed under strict surveillance\and forbidden to make contact with humans for the foreseeable future.\What the hell? Are they going to quarantine us?\I'm guessing you'll be under 24-hour surveillance response:	and banned from visiting, or even calling or emailing, anyone.
context: But in the event that a devil ignores the deployment ban,\if they transform and engage in violence, cause injury, or drink blood,\they will be immediately relieved of their duty, regardless of their reasons.\They will thenceforth be placed under strict surveillance\and forbidden to make contact with humans for the foreseeable future.\What the hell? Are they going to quarantine us?\I'm guessing you'll be under 24-hour surveillance\and banned from visiting, or even calling or emailing, anyone. response:	Man, I'm starving.
context: if they transform and engage in violence, cause injury, or drink blood,\they will be immediately relieved of their duty, regardless of their reasons.\They will thenceforth be placed under strict surveillance\and forbidden to make contact with humans for the foreseeable future.\What the hell? Are they going to quarantine us?\I'm guessing you'll be under 24-hour surveillance\and banned from visiting, or even calling or emailing, anyone.\Man, I'm starving. response:	Um, everyone... dinner is ready.
context: they will be immediately relieved of their duty, regardless of their reasons.\They will thenceforth be placed under strict surveillance\and forbidden to make contact with humans for the foreseeable future.\What the hell? Are they going to quarantine us?\I'm guessing you'll be under 24-hour surveillance\and banned from visiting, or even calling or emailing, anyone.\Man, I'm starving.\Um, everyone... dinner is ready. response:	Food!
context: They will thenceforth be placed under strict surveillance\and forbidden to make contact with humans for the foreseeable future.\What the hell? Are they going to quarantine us?\I'm guessing you'll be under 24-hour surveillance\and banned from visiting, or even calling or emailing, anyone.\Man, I'm starving.\Um, everyone... dinner is ready.\Food! response:	Glorious food!
context: and forbidden to make contact with humans for the foreseeable future.\What the hell? Are they going to quarantine us?\I'm guessing you'll be under 24-hour surveillance\and banned from visiting, or even calling or emailing, anyone.\Man, I'm starving.\Um, everyone... dinner is ready.\Food!\Glorious food! response:	Sorry, we couldn't make anything more elaborate.
context: What the hell? Are they going to quarantine us?\I'm guessing you'll be under 24-hour surveillance\and banned from visiting, or even calling or emailing, anyone.\Man, I'm starving.\Um, everyone... dinner is ready.\Food!\Glorious food!\Sorry, we couldn't make anything more elaborate. response:	This is fine.
context: I'm guessing you'll be under 24-hour surveillance\and banned from visiting, or even calling or emailing, anyone.\Man, I'm starving.\Um, everyone... dinner is ready.\Food!\Glorious food!\Sorry, we couldn't make anything more elaborate.\This is fine. response:	Thanks for the food.
context: and banned from visiting, or even calling or emailing, anyone.\Man, I'm starving.\Um, everyone... dinner is ready.\Food!\Glorious food!\Sorry, we couldn't make anything more elaborate.\This is fine.\Thanks for the food. response:	When a guy actually tells you to investigate him,
context: Man, I'm starving.\Um, everyone... dinner is ready.\Food!\Glorious food!\Sorry, we couldn't make anything more elaborate.\This is fine.\Thanks for the food.\When a guy actually tells you to investigate him, response:	he knows you're not gonna find any dirt on him without some serious digging.
context: Um, everyone... dinner is ready.\Food!\Glorious food!\Sorry, we couldn't make anything more elaborate.\This is fine.\Thanks for the food.\When a guy actually tells you to investigate him,\he knows you're not gonna find any dirt on him without some serious digging. response:	Ishimaru, Megumi Lieutenant
context: Food!\Glorious food!\Sorry, we couldn't make anything more elaborate.\This is fine.\Thanks for the food.\When a guy actually tells you to investigate him,\he knows you're not gonna find any dirt on him without some serious digging.\Ishimaru, Megumi Lieutenant response:	Um, Anzai...
context: Glorious food!\Sorry, we couldn't make anything more elaborate.\This is fine.\Thanks for the food.\When a guy actually tells you to investigate him,\he knows you're not gonna find any dirt on him without some serious digging.\Ishimaru, Megumi Lieutenant\Um, Anzai... response:	Here. I made it for you.
context: Sorry, we couldn't make anything more elaborate.\This is fine.\Thanks for the food.\When a guy actually tells you to investigate him,\he knows you're not gonna find any dirt on him without some serious digging.\Ishimaru, Megumi Lieutenant\Um, Anzai...\Here. I made it for you. response:	It's a utility belt.
context: This is fine.\Thanks for the food.\When a guy actually tells you to investigate him,\he knows you're not gonna find any dirt on him without some serious digging.\Ishimaru, Megumi Lieutenant\Um, Anzai...\Here. I made it for you.\It's a utility belt. response:	What? You made this?
context: Thanks for the food.\When a guy actually tells you to investigate him,\he knows you're not gonna find any dirt on him without some serious digging.\Ishimaru, Megumi Lieutenant\Um, Anzai...\Here. I made it for you.\It's a utility belt.\What? You made this? response:	Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to.
context: When a guy actually tells you to investigate him,\he knows you're not gonna find any dirt on him without some serious digging.\Ishimaru, Megumi Lieutenant\Um, Anzai...\Here. I made it for you.\It's a utility belt.\What? You made this?\Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to. response:	I mean...
context: he knows you're not gonna find any dirt on him without some serious digging.\Ishimaru, Megumi Lieutenant\Um, Anzai...\Here. I made it for you.\It's a utility belt.\What? You made this?\Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to.\I mean... response:	You had one, but I didn't think it was the best thing
context: Ishimaru, Megumi Lieutenant\Um, Anzai...\Here. I made it for you.\It's a utility belt.\What? You made this?\Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to.\I mean...\You had one, but I didn't think it was the best thing response:	for carrying those nail protectors you got from Mr. Kano.
context: Um, Anzai...\Here. I made it for you.\It's a utility belt.\What? You made this?\Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to.\I mean...\You had one, but I didn't think it was the best thing\for carrying those nail protectors you got from Mr. Kano. response:	Yeah.
context: Here. I made it for you.\It's a utility belt.\What? You made this?\Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to.\I mean...\You had one, but I didn't think it was the best thing\for carrying those nail protectors you got from Mr. Kano.\Yeah. response:	Huh?
context: It's a utility belt.\What? You made this?\Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to.\I mean...\You had one, but I didn't think it was the best thing\for carrying those nail protectors you got from Mr. Kano.\Yeah.\Huh? response:	I thought you could put the protectors here, and it would be easier to get them on quickly.
context: What? You made this?\Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to.\I mean...\You had one, but I didn't think it was the best thing\for carrying those nail protectors you got from Mr. Kano.\Yeah.\Huh?\I thought you could put the protectors here, and it would be easier to get them on quickly. response:	But maybe it won't be that easy after all.
context: Oh, well, but I guess you won't be deploying, so you don't have to use it if you don't want to.\I mean...\You had one, but I didn't think it was the best thing\for carrying those nail protectors you got from Mr. Kano.\Yeah.\Huh?\I thought you could put the protectors here, and it would be easier to get them on quickly.\But maybe it won't be that easy after all. response:	Um, Anzai...
context: I mean...\You had one, but I didn't think it was the best thing\for carrying those nail protectors you got from Mr. Kano.\Yeah.\Huh?\I thought you could put the protectors here, and it would be easier to get them on quickly.\But maybe it won't be that easy after all.\Um, Anzai... response:	Thank you.
context: You had one, but I didn't think it was the best thing\for carrying those nail protectors you got from Mr. Kano.\Yeah.\Huh?\I thought you could put the protectors here, and it would be easier to get them on quickly.\But maybe it won't be that easy after all.\Um, Anzai...\Thank you. response:	You have it backwards. I should be thanking you.
context: for carrying those nail protectors you got from Mr. Kano.\Yeah.\Huh?\I thought you could put the protectors here, and it would be easier to get them on quickly.\But maybe it won't be that easy after all.\Um, Anzai...\Thank you.\You have it backwards. I should be thanking you. response:	You just gave me a gift.
context: Yeah.\Huh?\I thought you could put the protectors here, and it would be easier to get them on quickly.\But maybe it won't be that easy after all.\Um, Anzai...\Thank you.\You have it backwards. I should be thanking you.\You just gave me a gift. response:	I don't mean it like that.
context: Huh?\I thought you could put the protectors here, and it would be easier to get them on quickly.\But maybe it won't be that easy after all.\Um, Anzai...\Thank you.\You have it backwards. I should be thanking you.\You just gave me a gift.\I don't mean it like that. response:	I mean, um...
context: I thought you could put the protectors here, and it would be easier to get them on quickly.\But maybe it won't be that easy after all.\Um, Anzai...\Thank you.\You have it backwards. I should be thanking you.\You just gave me a gift.\I don't mean it like that.\I mean, um... response:	I want to thank you for everything.
context: But maybe it won't be that easy after all.\Um, Anzai...\Thank you.\You have it backwards. I should be thanking you.\You just gave me a gift.\I don't mean it like that.\I mean, um...\I want to thank you for everything. response:	I know it's late, but Merry Christmas.
context: Um, Anzai...\Thank you.\You have it backwards. I should be thanking you.\You just gave me a gift.\I don't mean it like that.\I mean, um...\I want to thank you for everything.\I know it's late, but Merry Christmas. response:	We've been through a lot.
context: Thank you.\You have it backwards. I should be thanking you.\You just gave me a gift.\I don't mean it like that.\I mean, um...\I want to thank you for everything.\I know it's late, but Merry Christmas.\We've been through a lot. response:	But I mean it when I say...
context: You have it backwards. I should be thanking you.\You just gave me a gift.\I don't mean it like that.\I mean, um...\I want to thank you for everything.\I know it's late, but Merry Christmas.\We've been through a lot.\But I mean it when I say... response:	I'm so glad I met you.
context: You just gave me a gift.\I don't mean it like that.\I mean, um...\I want to thank you for everything.\I know it's late, but Merry Christmas.\We've been through a lot.\But I mean it when I say...\I'm so glad I met you. response:	Yeah.
context: I don't mean it like that.\I mean, um...\I want to thank you for everything.\I know it's late, but Merry Christmas.\We've been through a lot.\But I mean it when I say...\I'm so glad I met you.\Yeah. response:	Me, too.
context: I mean, um...\I want to thank you for everything.\I know it's late, but Merry Christmas.\We've been through a lot.\But I mean it when I say...\I'm so glad I met you.\Yeah.\Me, too. response:	I'm really so glad I met you.
context: I want to thank you for everything.\I know it's late, but Merry Christmas.\We've been through a lot.\But I mean it when I say...\I'm so glad I met you.\Yeah.\Me, too.\I'm really so glad I met you. response:	Thank you.
context: I know it's late, but Merry Christmas.\We've been through a lot.\But I mean it when I say...\I'm so glad I met you.\Yeah.\Me, too.\I'm really so glad I met you.\Thank you. response:	I'll take good care of it.
context: We've been through a lot.\But I mean it when I say...\I'm so glad I met you.\Yeah.\Me, too.\I'm really so glad I met you.\Thank you.\I'll take good care of it. response:	Sawazaki.
context: But I mean it when I say...\I'm so glad I met you.\Yeah.\Me, too.\I'm really so glad I met you.\Thank you.\I'll take good care of it.\Sawazaki. response:	I'm going with you.
context: I'm so glad I met you.\Yeah.\Me, too.\I'm really so glad I met you.\Thank you.\I'll take good care of it.\Sawazaki.\I'm going with you. response:	No. This is one time I have to insist-
context: Yeah.\Me, too.\I'm really so glad I met you.\Thank you.\I'll take good care of it.\Sawazaki.\I'm going with you.\No. This is one time I have to insist- response:	Then I'll need you on the lookout team.
context: Me, too.\I'm really so glad I met you.\Thank you.\I'll take good care of it.\Sawazaki.\I'm going with you.\No. This is one time I have to insist-\Then I'll need you on the lookout team. response:	Ishimaru, you can't-
context: I'm really so glad I met you.\Thank you.\I'll take good care of it.\Sawazaki.\I'm going with you.\No. This is one time I have to insist-\Then I'll need you on the lookout team.\Ishimaru, you can't- response:	He'll just be standing watch.
context: Thank you.\I'll take good care of it.\Sawazaki.\I'm going with you.\No. This is one time I have to insist-\Then I'll need you on the lookout team.\Ishimaru, you can't-\He'll just be standing watch. response:	Anzai...
context: I'll take good care of it.\Sawazaki.\I'm going with you.\No. This is one time I have to insist-\Then I'll need you on the lookout team.\Ishimaru, you can't-\He'll just be standing watch.\Anzai... response:	Don't worry.
context: Sawazaki.\I'm going with you.\No. This is one time I have to insist-\Then I'll need you on the lookout team.\Ishimaru, you can't-\He'll just be standing watch.\Anzai...\Don't worry. response:	Hold on to this for me.
context: I'm going with you.\No. This is one time I have to insist-\Then I'll need you on the lookout team.\Ishimaru, you can't-\He'll just be standing watch.\Anzai...\Don't worry.\Hold on to this for me. response:	Okay.
context: No. This is one time I have to insist-\Then I'll need you on the lookout team.\Ishimaru, you can't-\He'll just be standing watch.\Anzai...\Don't worry.\Hold on to this for me.\Okay. response:	Hey. I want you to stay with Tsukasa.
context: Then I'll need you on the lookout team.\Ishimaru, you can't-\He'll just be standing watch.\Anzai...\Don't worry.\Hold on to this for me.\Okay.\Hey. I want you to stay with Tsukasa. response:	Take care of her for me.
context: Ishimaru, you can't-\He'll just be standing watch.\Anzai...\Don't worry.\Hold on to this for me.\Okay.\Hey. I want you to stay with Tsukasa.\Take care of her for me. response:	You got it!
context: He'll just be standing watch.\Anzai...\Don't worry.\Hold on to this for me.\Okay.\Hey. I want you to stay with Tsukasa.\Take care of her for me.\You got it! response:	Now commencing our raid on the CCC hideout.
context: Anzai...\Don't worry.\Hold on to this for me.\Okay.\Hey. I want you to stay with Tsukasa.\Take care of her for me.\You got it!\Now commencing our raid on the CCC hideout. response:	Objective: obtain the member list.
context: Don't worry.\Hold on to this for me.\Okay.\Hey. I want you to stay with Tsukasa.\Take care of her for me.\You got it!\Now commencing our raid on the CCC hideout.\Objective: obtain the member list. response:	This is Ishimaru and Sawazaki, with Asami as backup.
context: Hold on to this for me.\Okay.\Hey. I want you to stay with Tsukasa.\Take care of her for me.\You got it!\Now commencing our raid on the CCC hideout.\Objective: obtain the member list.\This is Ishimaru and Sawazaki, with Asami as backup. response:	We're taking Zero Nine to the main computer.
context: Okay.\Hey. I want you to stay with Tsukasa.\Take care of her for me.\You got it!\Now commencing our raid on the CCC hideout.\Objective: obtain the member list.\This is Ishimaru and Sawazaki, with Asami as backup.\We're taking Zero Nine to the main computer. response:	Zero Seven is on a building 100 yards south of the hideout.
context: Hey. I want you to stay with Tsukasa.\Take care of her for me.\You got it!\Now commencing our raid on the CCC hideout.\Objective: obtain the member list.\This is Ishimaru and Sawazaki, with Asami as backup.\We're taking Zero Nine to the main computer.\Zero Seven is on a building 100 yards south of the hideout. response:	Anzai is on a building 500 yards to the north.
context: Take care of her for me.\You got it!\Now commencing our raid on the CCC hideout.\Objective: obtain the member list.\This is Ishimaru and Sawazaki, with Asami as backup.\We're taking Zero Nine to the main computer.\Zero Seven is on a building 100 yards south of the hideout.\Anzai is on a building 500 yards to the north. response:	I'm in position.
context: You got it!\Now commencing our raid on the CCC hideout.\Objective: obtain the member list.\This is Ishimaru and Sawazaki, with Asami as backup.\We're taking Zero Nine to the main computer.\Zero Seven is on a building 100 yards south of the hideout.\Anzai is on a building 500 yards to the north.\I'm in position. response:	Yanagi, you stand by near the hideout, just in case.
context: Now commencing our raid on the CCC hideout.\Objective: obtain the member list.\This is Ishimaru and Sawazaki, with Asami as backup.\We're taking Zero Nine to the main computer.\Zero Seven is on a building 100 yards south of the hideout.\Anzai is on a building 500 yards to the north.\I'm in position.\Yanagi, you stand by near the hideout, just in case. response:	Got it.
