context: -OP- response:	-ED-
context: Kamiki, Shima.\Okumura, Moriyama.\I'm with Rin!\Lately we've been getting sightings of a ghost and reports of damage\here in MepphyLand, so today you'll investigate that.\You have to find it today while the park is closed to public,\and as soon as you do, report to either professor Tsubaki's or my cell phone.\Then, can someone please define what is a ghost. response:	Kamiki?
context: Okumura, Moriyama.\I'm with Rin!\Lately we've been getting sightings of a ghost and reports of damage\here in MepphyLand, so today you'll investigate that.\You have to find it today while the park is closed to public,\and as soon as you do, report to either professor Tsubaki's or my cell phone.\Then, can someone please define what is a ghost.\Kamiki? response:	Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals.
context: I'm with Rin!\Lately we've been getting sightings of a ghost and reports of damage\here in MepphyLand, so today you'll investigate that.\You have to find it today while the park is closed to public,\and as soon as you do, report to either professor Tsubaki's or my cell phone.\Then, can someone please define what is a ghost.\Kamiki?\Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals. response:	They often exhibit residual emotions from the lifetime of the subject.
context: Lately we've been getting sightings of a ghost and reports of damage\here in MepphyLand, so today you'll investigate that.\You have to find it today while the park is closed to public,\and as soon as you do, report to either professor Tsubaki's or my cell phone.\Then, can someone please define what is a ghost.\Kamiki?\Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals.\They often exhibit residual emotions from the lifetime of the subject. response:	Very well.
context: here in MepphyLand, so today you'll investigate that.\You have to find it today while the park is closed to public,\and as soon as you do, report to either professor Tsubaki's or my cell phone.\Then, can someone please define what is a ghost.\Kamiki?\Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals.\They often exhibit residual emotions from the lifetime of the subject.\Very well. response:	How many ghosts are there?
context: You have to find it today while the park is closed to public,\and as soon as you do, report to either professor Tsubaki's or my cell phone.\Then, can someone please define what is a ghost.\Kamiki?\Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals.\They often exhibit residual emotions from the lifetime of the subject.\Very well.\How many ghosts are there? response:	There is only one, although there have been sightings from all around the park.
context: and as soon as you do, report to either professor Tsubaki's or my cell phone.\Then, can someone please define what is a ghost.\Kamiki?\Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals.\They often exhibit residual emotions from the lifetime of the subject.\Very well.\How many ghosts are there?\There is only one, although there have been sightings from all around the park. response:	It takes the appearance of a small boy.
context: Then, can someone please define what is a ghost.\Kamiki?\Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals.\They often exhibit residual emotions from the lifetime of the subject.\Very well.\How many ghosts are there?\There is only one, although there have been sightings from all around the park.\It takes the appearance of a small boy. response:	It usually does nothing more than pulling hands or lifting skirts.
context: Kamiki?\Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals.\They often exhibit residual emotions from the lifetime of the subject.\Very well.\How many ghosts are there?\There is only one, although there have been sightings from all around the park.\It takes the appearance of a small boy.\It usually does nothing more than pulling hands or lifting skirts. response:	What?! Lifting skirts?!
context: Yes. Ghosts are demons that possess vapors emitted from the corpses of humans or animals.\They often exhibit residual emotions from the lifetime of the subject.\Very well.\How many ghosts are there?\There is only one, although there have been sightings from all around the park.\It takes the appearance of a small boy.\It usually does nothing more than pulling hands or lifting skirts.\What?! Lifting skirts?! response:	Those are childish pranks. Then again, it is a child.
context: They often exhibit residual emotions from the lifetime of the subject.\Very well.\How many ghosts are there?\There is only one, although there have been sightings from all around the park.\It takes the appearance of a small boy.\It usually does nothing more than pulling hands or lifting skirts.\What?! Lifting skirts?!\Those are childish pranks. Then again, it is a child. response:	But if we leave it be, there's a danger of it becoming more vicious.
context: Very well.\How many ghosts are there?\There is only one, although there have been sightings from all around the park.\It takes the appearance of a small boy.\It usually does nothing more than pulling hands or lifting skirts.\What?! Lifting skirts?!\Those are childish pranks. Then again, it is a child.\But if we leave it be, there's a danger of it becoming more vicious. response:	It should be easy with this many people.
context: How many ghosts are there?\There is only one, although there have been sightings from all around the park.\It takes the appearance of a small boy.\It usually does nothing more than pulling hands or lifting skirts.\What?! Lifting skirts?!\Those are childish pranks. Then again, it is a child.\But if we leave it be, there's a danger of it becoming more vicious.\It should be easy with this many people. response:	Any other questions?
context: There is only one, although there have been sightings from all around the park.\It takes the appearance of a small boy.\It usually does nothing more than pulling hands or lifting skirts.\What?! Lifting skirts?!\Those are childish pranks. Then again, it is a child.\But if we leave it be, there's a danger of it becoming more vicious.\It should be easy with this many people.\Any other questions? response:	Very well.
context: It takes the appearance of a small boy.\It usually does nothing more than pulling hands or lifting skirts.\What?! Lifting skirts?!\Those are childish pranks. Then again, it is a child.\But if we leave it be, there's a danger of it becoming more vicious.\It should be easy with this many people.\Any other questions?\Very well. response:	Head out!
context: It usually does nothing more than pulling hands or lifting skirts.\What?! Lifting skirts?!\Those are childish pranks. Then again, it is a child.\But if we leave it be, there's a danger of it becoming more vicious.\It should be easy with this many people.\Any other questions?\Very well.\Head out! response:	Rin, you watch the right side. I'll watch this side.
context: What?! Lifting skirts?!\Those are childish pranks. Then again, it is a child.\But if we leave it be, there's a danger of it becoming more vicious.\It should be easy with this many people.\Any other questions?\Very well.\Head out!\Rin, you watch the right side. I'll watch this side. response:	Okay.
context: Those are childish pranks. Then again, it is a child.\But if we leave it be, there's a danger of it becoming more vicious.\It should be easy with this many people.\Any other questions?\Very well.\Head out!\Rin, you watch the right side. I'll watch this side.\Okay. response:	It really suits her well. Wait, isn't this... like a date?!
context: But if we leave it be, there's a danger of it becoming more vicious.\It should be easy with this many people.\Any other questions?\Very well.\Head out!\Rin, you watch the right side. I'll watch this side.\Okay.\It really suits her well. Wait, isn't this... like a date?! response:	Are you okay?
context: It should be easy with this many people.\Any other questions?\Very well.\Head out!\Rin, you watch the right side. I'll watch this side.\Okay.\It really suits her well. Wait, isn't this... like a date?!\Are you okay? response:	Shiemi? What's wrong? What happened to your face?!
context: Any other questions?\Very well.\Head out!\Rin, you watch the right side. I'll watch this side.\Okay.\It really suits her well. Wait, isn't this... like a date?!\Are you okay?\Shiemi? What's wrong? What happened to your face?! response:	Are you angry?
context: Very well.\Head out!\Rin, you watch the right side. I'll watch this side.\Okay.\It really suits her well. Wait, isn't this... like a date?!\Are you okay?\Shiemi? What's wrong? What happened to your face?!\Are you angry? response:	No... I'm... Not laughing.
context: Head out!\Rin, you watch the right side. I'll watch this side.\Okay.\It really suits her well. Wait, isn't this... like a date?!\Are you okay?\Shiemi? What's wrong? What happened to your face?!\Are you angry?\No... I'm... Not laughing. response:	Huh?
context: Rin, you watch the right side. I'll watch this side.\Okay.\It really suits her well. Wait, isn't this... like a date?!\Are you okay?\Shiemi? What's wrong? What happened to your face?!\Are you angry?\No... I'm... Not laughing.\Huh? response:	Hey, wait a second!
context: Okay.\It really suits her well. Wait, isn't this... like a date?!\Are you okay?\Shiemi? What's wrong? What happened to your face?!\Are you angry?\No... I'm... Not laughing.\Huh?\Hey, wait a second! response:	You're acting weird!
context: It really suits her well. Wait, isn't this... like a date?!\Are you okay?\Shiemi? What's wrong? What happened to your face?!\Are you angry?\No... I'm... Not laughing.\Huh?\Hey, wait a second!\You're acting weird! response:	Shiemi?
context: Are you okay?\Shiemi? What's wrong? What happened to your face?!\Are you angry?\No... I'm... Not laughing.\Huh?\Hey, wait a second!\You're acting weird!\Shiemi? response:	I really wanted to go to the amusement park,
context: Shiemi? What's wrong? What happened to your face?!\Are you angry?\No... I'm... Not laughing.\Huh?\Hey, wait a second!\You're acting weird!\Shiemi?\I really wanted to go to the amusement park, response:	but I couldn't stand so many people around me, so it was out of the question...
context: Are you angry?\No... I'm... Not laughing.\Huh?\Hey, wait a second!\You're acting weird!\Shiemi?\I really wanted to go to the amusement park,\but I couldn't stand so many people around me, so it was out of the question... response:	I guess it's normally crowded and a lot of fun...
context: No... I'm... Not laughing.\Huh?\Hey, wait a second!\You're acting weird!\Shiemi?\I really wanted to go to the amusement park,\but I couldn't stand so many people around me, so it was out of the question...\I guess it's normally crowded and a lot of fun... response:	But I...
context: Huh?\Hey, wait a second!\You're acting weird!\Shiemi?\I really wanted to go to the amusement park,\but I couldn't stand so many people around me, so it was out of the question...\I guess it's normally crowded and a lot of fun...\But I... response:	Then let's come here together next time!
context: Hey, wait a second!\You're acting weird!\Shiemi?\I really wanted to go to the amusement park,\but I couldn't stand so many people around me, so it was out of the question...\I guess it's normally crowded and a lot of fun...\But I...\Then let's come here together next time! response:	Okay!
context: You're acting weird!\Shiemi?\I really wanted to go to the amusement park,\but I couldn't stand so many people around me, so it was out of the question...\I guess it's normally crowded and a lot of fun...\But I...\Then let's come here together next time!\Okay! response:	Really?
context: Shiemi?\I really wanted to go to the amusement park,\but I couldn't stand so many people around me, so it was out of the question...\I guess it's normally crowded and a lot of fun...\But I...\Then let's come here together next time!\Okay!\Really? response:	Do you really mean that?
context: I really wanted to go to the amusement park,\but I couldn't stand so many people around me, so it was out of the question...\I guess it's normally crowded and a lot of fun...\But I...\Then let's come here together next time!\Okay!\Really?\Do you really mean that? response:	Yes, I do!
context: but I couldn't stand so many people around me, so it was out of the question...\I guess it's normally crowded and a lot of fun...\But I...\Then let's come here together next time!\Okay!\Really?\Do you really mean that?\Yes, I do! response:	Okay! Then let's decide where we should look next!
context: I guess it's normally crowded and a lot of fun...\But I...\Then let's come here together next time!\Okay!\Really?\Do you really mean that?\Yes, I do!\Okay! Then let's decide where we should look next! response:	Huh?
context: But I...\Then let's come here together next time!\Okay!\Really?\Do you really mean that?\Yes, I do!\Okay! Then let's decide where we should look next!\Huh? response:	Rin?
context: Then let's come here together next time!\Okay!\Really?\Do you really mean that?\Yes, I do!\Okay! Then let's decide where we should look next!\Huh?\Rin? response:	A voice...
context: Okay!\Really?\Do you really mean that?\Yes, I do!\Okay! Then let's decide where we should look next!\Huh?\Rin?\A voice... response:	Voice?
context: Really?\Do you really mean that?\Yes, I do!\Okay! Then let's decide where we should look next!\Huh?\Rin?\A voice...\Voice? response:	Why did it...?
context: Do you really mean that?\Yes, I do!\Okay! Then let's decide where we should look next!\Huh?\Rin?\A voice...\Voice?\Why did it...? response:	Here it comes.
context: Yes, I do!\Okay! Then let's decide where we should look next!\Huh?\Rin?\A voice...\Voice?\Why did it...?\Here it comes. response:	Amazing, Rin! How did you know?
context: Okay! Then let's decide where we should look next!\Huh?\Rin?\A voice...\Voice?\Why did it...?\Here it comes.\Amazing, Rin! How did you know? response:	It's like a gift?
context: Huh?\Rin?\A voice...\Voice?\Why did it...?\Here it comes.\Amazing, Rin! How did you know?\It's like a gift? response:	Why are you crying?
context: Rin?\A voice...\Voice?\Why did it...?\Here it comes.\Amazing, Rin! How did you know?\It's like a gift?\Why are you crying? response:	Hey, don't talk to demons!
context: A voice...\Voice?\Why did it...?\Here it comes.\Amazing, Rin! How did you know?\It's like a gift?\Why are you crying?\Hey, don't talk to demons! response:	But he's tiny and he doesn't look dangerous at all...
context: Voice?\Why did it...?\Here it comes.\Amazing, Rin! How did you know?\It's like a gift?\Why are you crying?\Hey, don't talk to demons!\But he's tiny and he doesn't look dangerous at all... response:	Hey! How long do you want to keep on crying?
context: Why did it...?\Here it comes.\Amazing, Rin! How did you know?\It's like a gift?\Why are you crying?\Hey, don't talk to demons!\But he's tiny and he doesn't look dangerous at all...\Hey! How long do you want to keep on crying? response:	You shouldn't yell at him!
context: Here it comes.\Amazing, Rin! How did you know?\It's like a gift?\Why are you crying?\Hey, don't talk to demons!\But he's tiny and he doesn't look dangerous at all...\Hey! How long do you want to keep on crying?\You shouldn't yell at him! response:	I just...
context: Amazing, Rin! How did you know?\It's like a gift?\Why are you crying?\Hey, don't talk to demons!\But he's tiny and he doesn't look dangerous at all...\Hey! How long do you want to keep on crying?\You shouldn't yell at him!\I just... response:	I was very sick... But my parents promised me we'd come here when I get well...
context: It's like a gift?\Why are you crying?\Hey, don't talk to demons!\But he's tiny and he doesn't look dangerous at all...\Hey! How long do you want to keep on crying?\You shouldn't yell at him!\I just...\I was very sick... But my parents promised me we'd come here when I get well... response:	But I died, so no one...
context: Why are you crying?\Hey, don't talk to demons!\But he's tiny and he doesn't look dangerous at all...\Hey! How long do you want to keep on crying?\You shouldn't yell at him!\I just...\I was very sick... But my parents promised me we'd come here when I get well...\But I died, so no one... response:	I see, so you were just lonely.
context: Hey, don't talk to demons!\But he's tiny and he doesn't look dangerous at all...\Hey! How long do you want to keep on crying?\You shouldn't yell at him!\I just...\I was very sick... But my parents promised me we'd come here when I get well...\But I died, so no one...\I see, so you were just lonely. response:	Shut up, you hag!
context: But he's tiny and he doesn't look dangerous at all...\Hey! How long do you want to keep on crying?\You shouldn't yell at him!\I just...\I was very sick... But my parents promised me we'd come here when I get well...\But I died, so no one...\I see, so you were just lonely.\Shut up, you hag! response:	Stupid! Stupid!
context: Hey! How long do you want to keep on crying?\You shouldn't yell at him!\I just...\I was very sick... But my parents promised me we'd come here when I get well...\But I died, so no one...\I see, so you were just lonely.\Shut up, you hag!\Stupid! Stupid! response:	That brat! I wanted to rub -
context: You shouldn't yell at him!\I just...\I was very sick... But my parents promised me we'd come here when I get well...\But I died, so no one...\I see, so you were just lonely.\Shut up, you hag!\Stupid! Stupid!\That brat! I wanted to rub - response:	Hey, wait!
context: I just...\I was very sick... But my parents promised me we'd come here when I get well...\But I died, so no one...\I see, so you were just lonely.\Shut up, you hag!\Stupid! Stupid!\That brat! I wanted to rub -\Hey, wait! response:	Rin?
context: I was very sick... But my parents promised me we'd come here when I get well...\But I died, so no one...\I see, so you were just lonely.\Shut up, you hag!\Stupid! Stupid!\That brat! I wanted to rub -\Hey, wait!\Rin? response:	Wait!
context: But I died, so no one...\I see, so you were just lonely.\Shut up, you hag!\Stupid! Stupid!\That brat! I wanted to rub -\Hey, wait!\Rin?\Wait! response:	Wait!
context: I see, so you were just lonely.\Shut up, you hag!\Stupid! Stupid!\That brat! I wanted to rub -\Hey, wait!\Rin?\Wait!\Wait! response:	Where did that pervy brat go?
context: Shut up, you hag!\Stupid! Stupid!\That brat! I wanted to rub -\Hey, wait!\Rin?\Wait!\Wait!\Where did that pervy brat go? response:	Rin, I'll check over there.
context: Stupid! Stupid!\That brat! I wanted to rub -\Hey, wait!\Rin?\Wait!\Wait!\Where did that pervy brat go?\Rin, I'll check over there. response:	Sure.
context: That brat! I wanted to rub -\Hey, wait!\Rin?\Wait!\Wait!\Where did that pervy brat go?\Rin, I'll check over there.\Sure. response:	There!
context: Hey, wait!\Rin?\Wait!\Wait!\Where did that pervy brat go?\Rin, I'll check over there.\Sure.\There! response:	Stupid!
context: Rin?\Wait!\Wait!\Where did that pervy brat go?\Rin, I'll check over there.\Sure.\There!\Stupid! response:	Hey, wait!
context: Wait!\Wait!\Where did that pervy brat go?\Rin, I'll check over there.\Sure.\There!\Stupid!\Hey, wait! response:	Catch me if you can!
context: Wait!\Where did that pervy brat go?\Rin, I'll check over there.\Sure.\There!\Stupid!\Hey, wait!\Catch me if you can! response:	Ouch! That kid... What does he want?
context: Where did that pervy brat go?\Rin, I'll check over there.\Sure.\There!\Stupid!\Hey, wait!\Catch me if you can!\Ouch! That kid... What does he want? response:	Ah right, I should report that we found him...
context: Rin, I'll check over there.\Sure.\There!\Stupid!\Hey, wait!\Catch me if you can!\Ouch! That kid... What does he want?\Ah right, I should report that we found him... response:	Who are you? Give it back!
context: Sure.\There!\Stupid!\Hey, wait!\Catch me if you can!\Ouch! That kid... What does he want?\Ah right, I should report that we found him...\Who are you? Give it back! response:	Who? Ah, yes.
context: There!\Stupid!\Hey, wait!\Catch me if you can!\Ouch! That kid... What does he want?\Ah right, I should report that we found him...\Who are you? Give it back!\Who? Ah, yes. response:	I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you.
context: Stupid!\Hey, wait!\Catch me if you can!\Ouch! That kid... What does he want?\Ah right, I should report that we found him...\Who are you? Give it back!\Who? Ah, yes.\I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you. response:	Also, I'm not giving this back.
context: Hey, wait!\Catch me if you can!\Ouch! That kid... What does he want?\Ah right, I should report that we found him...\Who are you? Give it back!\Who? Ah, yes.\I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you.\Also, I'm not giving this back. response:	A demon?
context: Catch me if you can!\Ouch! That kid... What does he want?\Ah right, I should report that we found him...\Who are you? Give it back!\Who? Ah, yes.\I'm Amaimon, a demon king. Kinda like your big brother. Nice to meet you.\Also, I'm not giving this back.\A demon? response:	So this is the Demon-Slaying Blade?
