context: Bra, Bra, Pig! response:	Lemme see, lemme see!
context: What, you got a problem with my taste?\You must wear bras too, right Micchan?\What kind?\Umm...\The kind with hooks?\Y-Yeah.\Let's see.\I'm not showing you anything! I'm not a pervy exhibitionist like you! response:	P-Pervy?!
context: You must wear bras too, right Micchan?\What kind?\Umm...\The kind with hooks?\Y-Yeah.\Let's see.\I'm not showing you anything! I'm not a pervy exhibitionist like you!\P-Pervy?! response:	I'm not a future hooker like you! Later!
context: What kind?\Umm...\The kind with hooks?\Y-Yeah.\Let's see.\I'm not showing you anything! I'm not a pervy exhibitionist like you!\P-Pervy?!\I'm not a future hooker like you! Later! response:	What?! I hate you!
context: Umm...\The kind with hooks?\Y-Yeah.\Let's see.\I'm not showing you anything! I'm not a pervy exhibitionist like you!\P-Pervy?!\I'm not a future hooker like you! Later!\What?! I hate you! response:	They're so expensive!
context: The kind with hooks?\Y-Yeah.\Let's see.\I'm not showing you anything! I'm not a pervy exhibitionist like you!\P-Pervy?!\I'm not a future hooker like you! Later!\What?! I hate you!\They're so expensive! response:	Can I help you, young lady?
context: Y-Yeah.\Let's see.\I'm not showing you anything! I'm not a pervy exhibitionist like you!\P-Pervy?!\I'm not a future hooker like you! Later!\What?! I hate you!\They're so expensive!\Can I help you, young lady? response:	I-I-I'm fine, thanks!
context: Let's see.\I'm not showing you anything! I'm not a pervy exhibitionist like you!\P-Pervy?!\I'm not a future hooker like you! Later!\What?! I hate you!\They're so expensive!\Can I help you, young lady?\I-I-I'm fine, thanks! response:	Give me boobs!
context: I'm not showing you anything! I'm not a pervy exhibitionist like you!\P-Pervy?!\I'm not a future hooker like you! Later!\What?! I hate you!\They're so expensive!\Can I help you, young lady?\I-I-I'm fine, thanks!\Give me boobs! response:	I'll pay whatever they cost!
context: P-Pervy?!\I'm not a future hooker like you! Later!\What?! I hate you!\They're so expensive!\Can I help you, young lady?\I-I-I'm fine, thanks!\Give me boobs!\I'll pay whatever they cost! response:	Sorry, I'm sorry about that!
context: I'm not a future hooker like you! Later!\What?! I hate you!\They're so expensive!\Can I help you, young lady?\I-I-I'm fine, thanks!\Give me boobs!\I'll pay whatever they cost!\Sorry, I'm sorry about that! response:	Where's Hitoha?
context: What?! I hate you!\They're so expensive!\Can I help you, young lady?\I-I-I'm fine, thanks!\Give me boobs!\I'll pay whatever they cost!\Sorry, I'm sorry about that!\Where's Hitoha? response:	She bought a three-pack of panties and went home.
context: They're so expensive!\Can I help you, young lady?\I-I-I'm fine, thanks!\Give me boobs!\I'll pay whatever they cost!\Sorry, I'm sorry about that!\Where's Hitoha?\She bought a three-pack of panties and went home. response:	Ah.
context: Can I help you, young lady?\I-I-I'm fine, thanks!\Give me boobs!\I'll pay whatever they cost!\Sorry, I'm sorry about that!\Where's Hitoha?\She bought a three-pack of panties and went home.\Ah. response:	Are you getting new undies too Micchan?
context: I-I-I'm fine, thanks!\Give me boobs!\I'll pay whatever they cost!\Sorry, I'm sorry about that!\Where's Hitoha?\She bought a three-pack of panties and went home.\Ah.\Are you getting new undies too Micchan? response:	Nope, not today.
context: Give me boobs!\I'll pay whatever they cost!\Sorry, I'm sorry about that!\Where's Hitoha?\She bought a three-pack of panties and went home.\Ah.\Are you getting new undies too Micchan?\Nope, not today. response:	M-Micchan, are you moving on to the more grownup stuff?!
context: I'll pay whatever they cost!\Sorry, I'm sorry about that!\Where's Hitoha?\She bought a three-pack of panties and went home.\Ah.\Are you getting new undies too Micchan?\Nope, not today.\M-Micchan, are you moving on to the more grownup stuff?! response:	It's not that big a deal.
context: Sorry, I'm sorry about that!\Where's Hitoha?\She bought a three-pack of panties and went home.\Ah.\Are you getting new undies too Micchan?\Nope, not today.\M-Micchan, are you moving on to the more grownup stuff?!\It's not that big a deal. response:	You are, you're buying big-girl panties!
context: Where's Hitoha?\She bought a three-pack of panties and went home.\Ah.\Are you getting new undies too Micchan?\Nope, not today.\M-Micchan, are you moving on to the more grownup stuff?!\It's not that big a deal.\You are, you're buying big-girl panties! response:	No, not THAT!
context: She bought a three-pack of panties and went home.\Ah.\Are you getting new undies too Micchan?\Nope, not today.\M-Micchan, are you moving on to the more grownup stuff?!\It's not that big a deal.\You are, you're buying big-girl panties!\No, not THAT! response:	You ARE growing up.
context: Ah.\Are you getting new undies too Micchan?\Nope, not today.\M-Micchan, are you moving on to the more grownup stuff?!\It's not that big a deal.\You are, you're buying big-girl panties!\No, not THAT!\You ARE growing up. response:	Finally realized you can't wear baby animal underwear forever, huh?
context: Are you getting new undies too Micchan?\Nope, not today.\M-Micchan, are you moving on to the more grownup stuff?!\It's not that big a deal.\You are, you're buying big-girl panties!\No, not THAT!\You ARE growing up.\Finally realized you can't wear baby animal underwear forever, huh? response:	Shut up!
context: Nope, not today.\M-Micchan, are you moving on to the more grownup stuff?!\It's not that big a deal.\You are, you're buying big-girl panties!\No, not THAT!\You ARE growing up.\Finally realized you can't wear baby animal underwear forever, huh?\Shut up! response:	Lemme just get something and get out of here.
context: M-Micchan, are you moving on to the more grownup stuff?!\It's not that big a deal.\You are, you're buying big-girl panties!\No, not THAT!\You ARE growing up.\Finally realized you can't wear baby animal underwear forever, huh?\Shut up!\Lemme just get something and get out of here. response:	What's cheaper...
context: It's not that big a deal.\You are, you're buying big-girl panties!\No, not THAT!\You ARE growing up.\Finally realized you can't wear baby animal underwear forever, huh?\Shut up!\Lemme just get something and get out of here.\What's cheaper... response:	These would look great on you Micchan!
context: You are, you're buying big-girl panties!\No, not THAT!\You ARE growing up.\Finally realized you can't wear baby animal underwear forever, huh?\Shut up!\Lemme just get something and get out of here.\What's cheaper...\These would look great on you Micchan! response:	You butthead!
context: No, not THAT!\You ARE growing up.\Finally realized you can't wear baby animal underwear forever, huh?\Shut up!\Lemme just get something and get out of here.\What's cheaper...\These would look great on you Micchan!\You butthead! response:	Could those three possibly be any more annoying?
context: You ARE growing up.\Finally realized you can't wear baby animal underwear forever, huh?\Shut up!\Lemme just get something and get out of here.\What's cheaper...\These would look great on you Micchan!\You butthead!\Could those three possibly be any more annoying? response:	I can't stand any of them.
context: Finally realized you can't wear baby animal underwear forever, huh?\Shut up!\Lemme just get something and get out of here.\What's cheaper...\These would look great on you Micchan!\You butthead!\Could those three possibly be any more annoying?\I can't stand any of them. response:	H-Hide, hide, hide!
context: Shut up!\Lemme just get something and get out of here.\What's cheaper...\These would look great on you Micchan!\You butthead!\Could those three possibly be any more annoying?\I can't stand any of them.\H-Hide, hide, hide! response:	Mitsuba's such a brat!
context: Lemme just get something and get out of here.\What's cheaper...\These would look great on you Micchan!\You butthead!\Could those three possibly be any more annoying?\I can't stand any of them.\H-Hide, hide, hide!\Mitsuba's such a brat! response:	Come on, Sugi-chan.
context: What's cheaper...\These would look great on you Micchan!\You butthead!\Could those three possibly be any more annoying?\I can't stand any of them.\H-Hide, hide, hide!\Mitsuba's such a brat!\Come on, Sugi-chan. response:	You've gotta admit she runs her mouth a lot.
context: These would look great on you Micchan!\You butthead!\Could those three possibly be any more annoying?\I can't stand any of them.\H-Hide, hide, hide!\Mitsuba's such a brat!\Come on, Sugi-chan.\You've gotta admit she runs her mouth a lot. response:	They're gone...
context: You butthead!\Could those three possibly be any more annoying?\I can't stand any of them.\H-Hide, hide, hide!\Mitsuba's such a brat!\Come on, Sugi-chan.\You've gotta admit she runs her mouth a lot.\They're gone... response:	Futaba...Futaba, where are you?
context: Could those three possibly be any more annoying?\I can't stand any of them.\H-Hide, hide, hide!\Mitsuba's such a brat!\Come on, Sugi-chan.\You've gotta admit she runs her mouth a lot.\They're gone...\Futaba...Futaba, where are you? response:	Whatcha doing on the floor, Micchan?
context: I can't stand any of them.\H-Hide, hide, hide!\Mitsuba's such a brat!\Come on, Sugi-chan.\You've gotta admit she runs her mouth a lot.\They're gone...\Futaba...Futaba, where are you?\Whatcha doing on the floor, Micchan? response:	You dope...
context: H-Hide, hide, hide!\Mitsuba's such a brat!\Come on, Sugi-chan.\You've gotta admit she runs her mouth a lot.\They're gone...\Futaba...Futaba, where are you?\Whatcha doing on the floor, Micchan?\You dope... response:	Miss, I think Micchan wanted some grownup underwear.
context: Mitsuba's such a brat!\Come on, Sugi-chan.\You've gotta admit she runs her mouth a lot.\They're gone...\Futaba...Futaba, where are you?\Whatcha doing on the floor, Micchan?\You dope...\Miss, I think Micchan wanted some grownup underwear. response:	Do you?
context: Come on, Sugi-chan.\You've gotta admit she runs her mouth a lot.\They're gone...\Futaba...Futaba, where are you?\Whatcha doing on the floor, Micchan?\You dope...\Miss, I think Micchan wanted some grownup underwear.\Do you? response:	For the last time no!
context: You've gotta admit she runs her mouth a lot.\They're gone...\Futaba...Futaba, where are you?\Whatcha doing on the floor, Micchan?\You dope...\Miss, I think Micchan wanted some grownup underwear.\Do you?\For the last time no! response:	What, then?
context: They're gone...\Futaba...Futaba, where are you?\Whatcha doing on the floor, Micchan?\You dope...\Miss, I think Micchan wanted some grownup underwear.\Do you?\For the last time no!\What, then? response:	A-A bra...
context: Futaba...Futaba, where are you?\Whatcha doing on the floor, Micchan?\You dope...\Miss, I think Micchan wanted some grownup underwear.\Do you?\For the last time no!\What, then?\A-A bra... response:	These should do...what would you like?
context: Whatcha doing on the floor, Micchan?\You dope...\Miss, I think Micchan wanted some grownup underwear.\Do you?\For the last time no!\What, then?\A-A bra...\These should do...what would you like? response:	Something cheap...and cute.
context: You dope...\Miss, I think Micchan wanted some grownup underwear.\Do you?\For the last time no!\What, then?\A-A bra...\These should do...what would you like?\Something cheap...and cute. response:	What size?
context: Miss, I think Micchan wanted some grownup underwear.\Do you?\For the last time no!\What, then?\A-A bra...\These should do...what would you like?\Something cheap...and cute.\What size? response:	Si...
context: Do you?\For the last time no!\What, then?\A-A bra...\These should do...what would you like?\Something cheap...and cute.\What size?\Si... response:	A-About this big?
context: For the last time no!\What, then?\A-A bra...\These should do...what would you like?\Something cheap...and cute.\What size?\Si...\A-About this big? response:	Oh, is this going to be your first one?
context: What, then?\A-A bra...\These should do...what would you like?\Something cheap...and cute.\What size?\Si...\A-About this big?\Oh, is this going to be your first one? response:	The sizes go according to your bust measurement.
context: A-A bra...\These should do...what would you like?\Something cheap...and cute.\What size?\Si...\A-About this big?\Oh, is this going to be your first one?\The sizes go according to your bust measurement. response:	You're trying to buy a bra when you don't even know how the sizes work? What a loser!
context: These should do...what would you like?\Something cheap...and cute.\What size?\Si...\A-About this big?\Oh, is this going to be your first one?\The sizes go according to your bust measurement.\You're trying to buy a bra when you don't even know how the sizes work? What a loser! response:	Poor Micchan.
context: Something cheap...and cute.\What size?\Si...\A-About this big?\Oh, is this going to be your first one?\The sizes go according to your bust measurement.\You're trying to buy a bra when you don't even know how the sizes work? What a loser!\Poor Micchan. response:	She's not ready.
context: What size?\Si...\A-About this big?\Oh, is this going to be your first one?\The sizes go according to your bust measurement.\You're trying to buy a bra when you don't even know how the sizes work? What a loser!\Poor Micchan.\She's not ready. response:	Micchan wants grownup undies!
context: Si...\A-About this big?\Oh, is this going to be your first one?\The sizes go according to your bust measurement.\You're trying to buy a bra when you don't even know how the sizes work? What a loser!\Poor Micchan.\She's not ready.\Micchan wants grownup undies! response:	Let's fit you, shall we?
context: A-About this big?\Oh, is this going to be your first one?\The sizes go according to your bust measurement.\You're trying to buy a bra when you don't even know how the sizes work? What a loser!\Poor Micchan.\She's not ready.\Micchan wants grownup undies!\Let's fit you, shall we? response:	I-I changed my mind!
context: Oh, is this going to be your first one?\The sizes go according to your bust measurement.\You're trying to buy a bra when you don't even know how the sizes work? What a loser!\Poor Micchan.\She's not ready.\Micchan wants grownup undies!\Let's fit you, shall we?\I-I changed my mind! response:	Young lady!
context: The sizes go according to your bust measurement.\You're trying to buy a bra when you don't even know how the sizes work? What a loser!\Poor Micchan.\She's not ready.\Micchan wants grownup undies!\Let's fit you, shall we?\I-I changed my mind!\Young lady! response:	I'm never coming here again.
context: You're trying to buy a bra when you don't even know how the sizes work? What a loser!\Poor Micchan.\She's not ready.\Micchan wants grownup undies!\Let's fit you, shall we?\I-I changed my mind!\Young lady!\I'm never coming here again. response:	That was fun, huh?
context: Poor Micchan.\She's not ready.\Micchan wants grownup undies!\Let's fit you, shall we?\I-I changed my mind!\Young lady!\I'm never coming here again.\That was fun, huh? response:	Th-These-
context: She's not ready.\Micchan wants grownup undies!\Let's fit you, shall we?\I-I changed my mind!\Young lady!\I'm never coming here again.\That was fun, huh?\Th-These- response:	They must've gotten caught in her hair!
context: Micchan wants grownup undies!\Let's fit you, shall we?\I-I changed my mind!\Young lady!\I'm never coming here again.\That was fun, huh?\Th-These-\They must've gotten caught in her hair! response:	Micchan, you didn't!
context: Let's fit you, shall we?\I-I changed my mind!\Young lady!\I'm never coming here again.\That was fun, huh?\Th-These-\They must've gotten caught in her hair!\Micchan, you didn't! response:	You have to go back and pay for those!
context: I-I changed my mind!\Young lady!\I'm never coming here again.\That was fun, huh?\Th-These-\They must've gotten caught in her hair!\Micchan, you didn't!\You have to go back and pay for those! response:	Don't become a dirty thief, no matter how badly you want grownup panties!
context: Young lady!\I'm never coming here again.\That was fun, huh?\Th-These-\They must've gotten caught in her hair!\Micchan, you didn't!\You have to go back and pay for those!\Don't become a dirty thief, no matter how badly you want grownup panties! response:	Wait, these were stuck in y-
context: I'm never coming here again.\That was fun, huh?\Th-These-\They must've gotten caught in her hair!\Micchan, you didn't!\You have to go back and pay for those!\Don't become a dirty thief, no matter how badly you want grownup panties!\Wait, these were stuck in y- response:	Come on, we'll go apologize to the lady.
context: That was fun, huh?\Th-These-\They must've gotten caught in her hair!\Micchan, you didn't!\You have to go back and pay for those!\Don't become a dirty thief, no matter how badly you want grownup panties!\Wait, these were stuck in y-\Come on, we'll go apologize to the lady. response:	Would you just list-
context: Th-These-\They must've gotten caught in her hair!\Micchan, you didn't!\You have to go back and pay for those!\Don't become a dirty thief, no matter how badly you want grownup panties!\Wait, these were stuck in y-\Come on, we'll go apologize to the lady.\Would you just list- response:	I knew you wanted them!
context: They must've gotten caught in her hair!\Micchan, you didn't!\You have to go back and pay for those!\Don't become a dirty thief, no matter how badly you want grownup panties!\Wait, these were stuck in y-\Come on, we'll go apologize to the lady.\Would you just list-\I knew you wanted them! response:	You don't even NEED a bra yet!
context: Micchan, you didn't!\You have to go back and pay for those!\Don't become a dirty thief, no matter how badly you want grownup panties!\Wait, these were stuck in y-\Come on, we'll go apologize to the lady.\Would you just list-\I knew you wanted them!\You don't even NEED a bra yet! response:	I'm so sorry!
context: You have to go back and pay for those!\Don't become a dirty thief, no matter how badly you want grownup panties!\Wait, these were stuck in y-\Come on, we'll go apologize to the lady.\Would you just list-\I knew you wanted them!\You don't even NEED a bra yet!\I'm so sorry! response:	Micchan just really really REALLY wanted grownup panties!
context: Don't become a dirty thief, no matter how badly you want grownup panties!\Wait, these were stuck in y-\Come on, we'll go apologize to the lady.\Would you just list-\I knew you wanted them!\You don't even NEED a bra yet!\I'm so sorry!\Micchan just really really REALLY wanted grownup panties! response:	Please forgive her!
context: Wait, these were stuck in y-\Come on, we'll go apologize to the lady.\Would you just list-\I knew you wanted them!\You don't even NEED a bra yet!\I'm so sorry!\Micchan just really really REALLY wanted grownup panties!\Please forgive her! response:	Mitsudomoe...
context: Come on, we'll go apologize to the lady.\Would you just list-\I knew you wanted them!\You don't even NEED a bra yet!\I'm so sorry!\Micchan just really really REALLY wanted grownup panties!\Please forgive her!\Mitsudomoe... response:	Our class hamster Nipples is staying at our house this weekend
context: Would you just list-\I knew you wanted them!\You don't even NEED a bra yet!\I'm so sorry!\Micchan just really really REALLY wanted grownup panties!\Please forgive her!\Mitsudomoe...\Our class hamster Nipples is staying at our house this weekend response:	while Yabe-sensei cleans up his apartment.
context: I knew you wanted them!\You don't even NEED a bra yet!\I'm so sorry!\Micchan just really really REALLY wanted grownup panties!\Please forgive her!\Mitsudomoe...\Our class hamster Nipples is staying at our house this weekend\while Yabe-sensei cleans up his apartment. response:	Boy, you two are joined at the hip.
context: You don't even NEED a bra yet!\I'm so sorry!\Micchan just really really REALLY wanted grownup panties!\Please forgive her!\Mitsudomoe...\Our class hamster Nipples is staying at our house this weekend\while Yabe-sensei cleans up his apartment.\Boy, you two are joined at the hip. response:	To a disturbing degree.
context: I'm so sorry!\Micchan just really really REALLY wanted grownup panties!\Please forgive her!\Mitsudomoe...\Our class hamster Nipples is staying at our house this weekend\while Yabe-sensei cleans up his apartment.\Boy, you two are joined at the hip.\To a disturbing degree. response:	Look, she likes my panties!
context: Micchan just really really REALLY wanted grownup panties!\Please forgive her!\Mitsudomoe...\Our class hamster Nipples is staying at our house this weekend\while Yabe-sensei cleans up his apartment.\Boy, you two are joined at the hip.\To a disturbing degree.\Look, she likes my panties! response:	It's love at first sight!
context: Please forgive her!\Mitsudomoe...\Our class hamster Nipples is staying at our house this weekend\while Yabe-sensei cleans up his apartment.\Boy, you two are joined at the hip.\To a disturbing degree.\Look, she likes my panties!\It's love at first sight! response:	Nipples, Nipples!
context: Mitsudomoe...\Our class hamster Nipples is staying at our house this weekend\while Yabe-sensei cleans up his apartment.\Boy, you two are joined at the hip.\To a disturbing degree.\Look, she likes my panties!\It's love at first sight!\Nipples, Nipples! response:	She won't eat...
context: Our class hamster Nipples is staying at our house this weekend\while Yabe-sensei cleans up his apartment.\Boy, you two are joined at the hip.\To a disturbing degree.\Look, she likes my panties!\It's love at first sight!\Nipples, Nipples!\She won't eat... response:	Whyyy?
context: while Yabe-sensei cleans up his apartment.\Boy, you two are joined at the hip.\To a disturbing degree.\Look, she likes my panties!\It's love at first sight!\Nipples, Nipples!\She won't eat...\Whyyy? response:	Nipples!
context: Boy, you two are joined at the hip.\To a disturbing degree.\Look, she likes my panties!\It's love at first sight!\Nipples, Nipples!\She won't eat...\Whyyy?\Nipples! response:	I wore your favorite panties today!
context: To a disturbing degree.\Look, she likes my panties!\It's love at first sight!\Nipples, Nipples!\She won't eat...\Whyyy?\Nipples!\I wore your favorite panties today! response:	The hamster panties!
context: Look, she likes my panties!\It's love at first sight!\Nipples, Nipples!\She won't eat...\Whyyy?\Nipples!\I wore your favorite panties today!\The hamster panties! response:	Hey-
context: It's love at first sight!\Nipples, Nipples!\She won't eat...\Whyyy?\Nipples!\I wore your favorite panties today!\The hamster panties!\Hey- response:	Let's leave behind Gloomy Gina over here and go have some fun together!
context: Nipples, Nipples!\She won't eat...\Whyyy?\Nipples!\I wore your favorite panties today!\The hamster panties!\Hey-\Let's leave behind Gloomy Gina over here and go have some fun together! response:	Wait! Don't leave me for that silly fake print!
context: She won't eat...\Whyyy?\Nipples!\I wore your favorite panties today!\The hamster panties!\Hey-\Let's leave behind Gloomy Gina over here and go have some fun together!\Wait! Don't leave me for that silly fake print! response:	Remind me, WHO was it that's being passed over for a silly fake print again?
context: Whyyy?\Nipples!\I wore your favorite panties today!\The hamster panties!\Hey-\Let's leave behind Gloomy Gina over here and go have some fun together!\Wait! Don't leave me for that silly fake print!\Remind me, WHO was it that's being passed over for a silly fake print again? response:	Hmm?
context: Nipples!\I wore your favorite panties today!\The hamster panties!\Hey-\Let's leave behind Gloomy Gina over here and go have some fun together!\Wait! Don't leave me for that silly fake print!\Remind me, WHO was it that's being passed over for a silly fake print again?\Hmm? response:	HMMM?
context: I wore your favorite panties today!\The hamster panties!\Hey-\Let's leave behind Gloomy Gina over here and go have some fun together!\Wait! Don't leave me for that silly fake print!\Remind me, WHO was it that's being passed over for a silly fake print again?\Hmm?\HMMM? response:	Abject despair, how wonderful!
context: The hamster panties!\Hey-\Let's leave behind Gloomy Gina over here and go have some fun together!\Wait! Don't leave me for that silly fake print!\Remind me, WHO was it that's being passed over for a silly fake print again?\Hmm?\HMMM?\Abject despair, how wonderful! response:	I can't take it, I'm so happy!
context: Hey-\Let's leave behind Gloomy Gina over here and go have some fun together!\Wait! Don't leave me for that silly fake print!\Remind me, WHO was it that's being passed over for a silly fake print again?\Hmm?\HMMM?\Abject despair, how wonderful!\I can't take it, I'm so happy! response:	I still say between E and F is the best.
context: Let's leave behind Gloomy Gina over here and go have some fun together!\Wait! Don't leave me for that silly fake print!\Remind me, WHO was it that's being passed over for a silly fake print again?\Hmm?\HMMM?\Abject despair, how wonderful!\I can't take it, I'm so happy!\I still say between E and F is the best. response:	No way, the bigger the better!
context: Wait! Don't leave me for that silly fake print!\Remind me, WHO was it that's being passed over for a silly fake print again?\Hmm?\HMMM?\Abject despair, how wonderful!\I can't take it, I'm so happy!\I still say between E and F is the best.\No way, the bigger the better! response:	Wh-What're you doing?!
context: Remind me, WHO was it that's being passed over for a silly fake print again?\Hmm?\HMMM?\Abject despair, how wonderful!\I can't take it, I'm so happy!\I still say between E and F is the best.\No way, the bigger the better!\Wh-What're you doing?! response:	H-Help-
context: Hmm?\HMMM?\Abject despair, how wonderful!\I can't take it, I'm so happy!\I still say between E and F is the best.\No way, the bigger the better!\Wh-What're you doing?!\H-Help- response:	Stay back!
context: HMMM?\Abject despair, how wonderful!\I can't take it, I'm so happy!\I still say between E and F is the best.\No way, the bigger the better!\Wh-What're you doing?!\H-Help-\Stay back! response:	I'm going to shred these panties and then kill myself too!
context: Abject despair, how wonderful!\I can't take it, I'm so happy!\I still say between E and F is the best.\No way, the bigger the better!\Wh-What're you doing?!\H-Help-\Stay back!\I'm going to shred these panties and then kill myself too! response:	Permission granted.
context: I can't take it, I'm so happy!\I still say between E and F is the best.\No way, the bigger the better!\Wh-What're you doing?!\H-Help-\Stay back!\I'm going to shred these panties and then kill myself too!\Permission granted. response:	Really?
context: I still say between E and F is the best.\No way, the bigger the better!\Wh-What're you doing?!\H-Help-\Stay back!\I'm going to shred these panties and then kill myself too!\Permission granted.\Really? response:	Hey!
context: No way, the bigger the better!\Wh-What're you doing?!\H-Help-\Stay back!\I'm going to shred these panties and then kill myself too!\Permission granted.\Really?\Hey! response:	It's all because of them that Nipples...
context: Wh-What're you doing?!\H-Help-\Stay back!\I'm going to shred these panties and then kill myself too!\Permission granted.\Really?\Hey!\It's all because of them that Nipples... response:	Don't, I'm sorry!
context: H-Help-\Stay back!\I'm going to shred these panties and then kill myself too!\Permission granted.\Really?\Hey!\It's all because of them that Nipples...\Don't, I'm sorry! response:	It's all their fault...all their fault!
context: Stay back!\I'm going to shred these panties and then kill myself too!\Permission granted.\Really?\Hey!\It's all because of them that Nipples...\Don't, I'm sorry!\It's all their fault...all their fault! response:	I can't do it...
context: I'm going to shred these panties and then kill myself too!\Permission granted.\Really?\Hey!\It's all because of them that Nipples...\Don't, I'm sorry!\It's all their fault...all their fault!\I can't do it... response:	There's nothing uglier than a jealous woman!
context: Permission granted.\Really?\Hey!\It's all because of them that Nipples...\Don't, I'm sorry!\It's all their fault...all their fault!\I can't do it...\There's nothing uglier than a jealous woman! response:	Now accept your loss!
context: Really?\Hey!\It's all because of them that Nipples...\Don't, I'm sorry!\It's all their fault...all their fault!\I can't do it...\There's nothing uglier than a jealous woman!\Now accept your loss! response:	Farewell...my Nipples...
context: Hey!\It's all because of them that Nipples...\Don't, I'm sorry!\It's all their fault...all their fault!\I can't do it...\There's nothing uglier than a jealous woman!\Now accept your loss!\Farewell...my Nipples... response:	What, these are the same panties from yesterday!
