context: TS response:	SCRIPT
context: bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete response:	And now I cross the boundary between worlds each second
context: Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second response:	kimi no sono egao mamoritai no sa
context: yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa response:	Because I want to protect that smile of yours
context: Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours response:	soshite mata kanashimi no nai jikan no ruupu e to
context: zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to response:	And a loop in time without sadness will once again
context: As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again response:	nomikomarete yuku kodoku no kansokusha
context: Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha response:	Engulf me, a lonely observer
context: dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer response:	Do you think you could hold this?
context: And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Do you think you could hold this? response:	Like this?
context: kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Do you think you could hold this?\Like this? response:	That's right. Keep it spread out like that!
context: Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Do you think you could hold this?\Like this?\That's right. Keep it spread out like that! response:	That ribbon's cute.
context: soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Do you think you could hold this?\Like this?\That's right. Keep it spread out like that!\That ribbon's cute. response:	Right?
context: And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Do you think you could hold this?\Like this?\That's right. Keep it spread out like that!\That ribbon's cute.\Right? response:	Want to try it on?
context: nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Do you think you could hold this?\Like this?\That's right. Keep it spread out like that!\That ribbon's cute.\Right?\Want to try it on? response:	I still have some cosplay outfits for Comima.
context: Engulf me, a lonely observer\Do you think you could hold this?\Like this?\That's right. Keep it spread out like that!\That ribbon's cute.\Right?\Want to try it on?\I still have some cosplay outfits for Comima. response:	Cosplay, huh?
context: Do you think you could hold this?\Like this?\That's right. Keep it spread out like that!\That ribbon's cute.\Right?\Want to try it on?\I still have some cosplay outfits for Comima.\Cosplay, huh? response:	Interested?
context: Like this?\That's right. Keep it spread out like that!\That ribbon's cute.\Right?\Want to try it on?\I still have some cosplay outfits for Comima.\Cosplay, huh?\Interested? response:	N-No way!
context: That's right. Keep it spread out like that!\That ribbon's cute.\Right?\Want to try it on?\I still have some cosplay outfits for Comima.\Cosplay, huh?\Interested?\N-No way! response:	I couldn't wear this around others...
context: That ribbon's cute.\Right?\Want to try it on?\I still have some cosplay outfits for Comima.\Cosplay, huh?\Interested?\N-No way!\I couldn't wear this around others... response:	It's done!
context: Right?\Want to try it on?\I still have some cosplay outfits for Comima.\Cosplay, huh?\Interested?\N-No way!\I couldn't wear this around others...\It's done! response:	I win!
context: Want to try it on?\I still have some cosplay outfits for Comima.\Cosplay, huh?\Interested?\N-No way!\I couldn't wear this around others...\It's done!\I win! response:	We were racing.
context: I still have some cosplay outfits for Comima.\Cosplay, huh?\Interested?\N-No way!\I couldn't wear this around others...\It's done!\I win!\We were racing. response:	I lose.
context: Cosplay, huh?\Interested?\N-No way!\I couldn't wear this around others...\It's done!\I win!\We were racing.\I lose. response:	But we're done, too.
context: Interested?\N-No way!\I couldn't wear this around others...\It's done!\I win!\We were racing.\I lose.\But we're done, too. response:	Now we're done.
context: N-No way!\I couldn't wear this around others...\It's done!\I win!\We were racing.\I lose.\But we're done, too.\Now we're done. response:	This is...
context: I couldn't wear this around others...\It's done!\I win!\We were racing.\I lose.\But we're done, too.\Now we're done.\This is... response:	a time leap machine.
context: It's done!\I win!\We were racing.\I lose.\But we're done, too.\Now we're done.\This is...\a time leap machine. response:	It looks like an evil organization's brainwashing machine.
context: I win!\We were racing.\I lose.\But we're done, too.\Now we're done.\This is...\a time leap machine.\It looks like an evil organization's brainwashing machine. response:	It's like Phone Microwave-chan, now with headphones!
context: We were racing.\I lose.\But we're done, too.\Now we're done.\This is...\a time leap machine.\It looks like an evil organization's brainwashing machine.\It's like Phone Microwave-chan, now with headphones! response:	It may not look like much,
context: I lose.\But we're done, too.\Now we're done.\This is...\a time leap machine.\It looks like an evil organization's brainwashing machine.\It's like Phone Microwave-chan, now with headphones!\It may not look like much, response:	but theoretically, this can transmit memories into the past.
context: But we're done, too.\Now we're done.\This is...\a time leap machine.\It looks like an evil organization's brainwashing machine.\It's like Phone Microwave-chan, now with headphones!\It may not look like much,\but theoretically, this can transmit memories into the past. response:	Especially now that we can use the LHC.
context: Now we're done.\This is...\a time leap machine.\It looks like an evil organization's brainwashing machine.\It's like Phone Microwave-chan, now with headphones!\It may not look like much,\but theoretically, this can transmit memories into the past.\Especially now that we can use the LHC. response:	The LHC's involved?
context: This is...\a time leap machine.\It looks like an evil organization's brainwashing machine.\It's like Phone Microwave-chan, now with headphones!\It may not look like much,\but theoretically, this can transmit memories into the past.\Especially now that we can use the LHC.\The LHC's involved? response:	Yes, it's basically a problem of compression.
context: a time leap machine.\It looks like an evil organization's brainwashing machine.\It's like Phone Microwave-chan, now with headphones!\It may not look like much,\but theoretically, this can transmit memories into the past.\Especially now that we can use the LHC.\The LHC's involved?\Yes, it's basically a problem of compression. response:	Me on 2010/8/13 AD
context: It looks like an evil organization's brainwashing machine.\It's like Phone Microwave-chan, now with headphones!\It may not look like much,\but theoretically, this can transmit memories into the past.\Especially now that we can use the LHC.\The LHC's involved?\Yes, it's basically a problem of compression.\Me on 2010/8/13 AD response:	Hippocampus
context: It's like Phone Microwave-chan, now with headphones!\It may not look like much,\but theoretically, this can transmit memories into the past.\Especially now that we can use the LHC.\The LHC's involved?\Yes, it's basically a problem of compression.\Me on 2010/8/13 AD\Hippocampus response:	Scan Memory Data (3.24T)
context: It may not look like much,\but theoretically, this can transmit memories into the past.\Especially now that we can use the LHC.\The LHC's involved?\Yes, it's basically a problem of compression.\Me on 2010/8/13 AD\Hippocampus\Scan Memory Data (3.24T) response:	Nerve Pulse Signals Encode to Electric Signals
context: but theoretically, this can transmit memories into the past.\Especially now that we can use the LHC.\The LHC's involved?\Yes, it's basically a problem of compression.\Me on 2010/8/13 AD\Hippocampus\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals response:	Like I said,
context: Especially now that we can use the LHC.\The LHC's involved?\Yes, it's basically a problem of compression.\Me on 2010/8/13 AD\Hippocampus\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Like I said, response:	this machine reads the signals
context: The LHC's involved?\Yes, it's basically a problem of compression.\Me on 2010/8/13 AD\Hippocampus\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Like I said,\this machine reads the signals response:	comprising memories in the brain, encoding them as data.
context: Yes, it's basically a problem of compression.\Me on 2010/8/13 AD\Hippocampus\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Like I said,\this machine reads the signals\comprising memories in the brain, encoding them as data. response:	Scan Memory Data (3.24T)
context: Me on 2010/8/13 AD\Hippocampus\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Like I said,\this machine reads the signals\comprising memories in the brain, encoding them as data.\Scan Memory Data (3.24T) response:	Nerve Pulse Signals Encode to Electric Signals
context: Hippocampus\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Like I said,\this machine reads the signals\comprising memories in the brain, encoding them as data.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals response:	In total, it's 3.24 terabytes.
context: Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Like I said,\this machine reads the signals\comprising memories in the brain, encoding them as data.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\In total, it's 3.24 terabytes. response:	Scan Memory Data (3.24T)
context: Nerve Pulse Signals Encode to Electric Signals\Like I said,\this machine reads the signals\comprising memories in the brain, encoding them as data.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\In total, it's 3.24 terabytes.\Scan Memory Data (3.24T) response:	Nerve Pulse Signals Encode to Electric Signals
context: Like I said,\this machine reads the signals\comprising memories in the brain, encoding them as data.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\In total, it's 3.24 terabytes.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals response:	Time Leap Machine
context: this machine reads the signals\comprising memories in the brain, encoding them as data.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\In total, it's 3.24 terabytes.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Time Leap Machine response:	But the Phone Microwave
context: comprising memories in the brain, encoding them as data.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\In total, it's 3.24 terabytes.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Time Leap Machine\But the Phone Microwave response:	can only send a little over 36 bytes.
context: Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\In total, it's 3.24 terabytes.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Time Leap Machine\But the Phone Microwave\can only send a little over 36 bytes. response:	Generate a black hole with the LHC
context: Nerve Pulse Signals Encode to Electric Signals\In total, it's 3.24 terabytes.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Time Leap Machine\But the Phone Microwave\can only send a little over 36 bytes.\Generate a black hole with the LHC response:	Use the black hole with the data
context: In total, it's 3.24 terabytes.\Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Time Leap Machine\But the Phone Microwave\can only send a little over 36 bytes.\Generate a black hole with the LHC\Use the black hole with the data response:	Of course, data at the terabyte level is out of the question.
context: Scan Memory Data (3.24T)\Nerve Pulse Signals Encode to Electric Signals\Time Leap Machine\But the Phone Microwave\can only send a little over 36 bytes.\Generate a black hole with the LHC\Use the black hole with the data\Of course, data at the terabyte level is out of the question. response:	3.24 T 36 byte
context: Nerve Pulse Signals Encode to Electric Signals\Time Leap Machine\But the Phone Microwave\can only send a little over 36 bytes.\Generate a black hole with the LHC\Use the black hole with the data\Of course, data at the terabyte level is out of the question.\3.24 T 36 byte response:	Generate a black hole with the LHC
context: Time Leap Machine\But the Phone Microwave\can only send a little over 36 bytes.\Generate a black hole with the LHC\Use the black hole with the data\Of course, data at the terabyte level is out of the question.\3.24 T 36 byte\Generate a black hole with the LHC response:	Use the black hole with the data
context: But the Phone Microwave\can only send a little over 36 bytes.\Generate a black hole with the LHC\Use the black hole with the data\Of course, data at the terabyte level is out of the question.\3.24 T 36 byte\Generate a black hole with the LHC\Use the black hole with the data response:	3.24 T 36 byte
context: can only send a little over 36 bytes.\Generate a black hole with the LHC\Use the black hole with the data\Of course, data at the terabyte level is out of the question.\3.24 T 36 byte\Generate a black hole with the LHC\Use the black hole with the data\3.24 T 36 byte response:	Compress!
context: Generate a black hole with the LHC\Use the black hole with the data\Of course, data at the terabyte level is out of the question.\3.24 T 36 byte\Generate a black hole with the LHC\Use the black hole with the data\3.24 T 36 byte\Compress! response:	So we send it to the LHC,
context: Use the black hole with the data\Of course, data at the terabyte level is out of the question.\3.24 T 36 byte\Generate a black hole with the LHC\Use the black hole with the data\3.24 T 36 byte\Compress!\So we send it to the LHC, response:	Generate a black hole with the LHC
context: Of course, data at the terabyte level is out of the question.\3.24 T 36 byte\Generate a black hole with the LHC\Use the black hole with the data\3.24 T 36 byte\Compress!\So we send it to the LHC,\Generate a black hole with the LHC response:	Use the black hole with the data
context: 3.24 T 36 byte\Generate a black hole with the LHC\Use the black hole with the data\3.24 T 36 byte\Compress!\So we send it to the LHC,\Generate a black hole with the LHC\Use the black hole with the data response:	Compress!
context: Generate a black hole with the LHC\Use the black hole with the data\3.24 T 36 byte\Compress!\So we send it to the LHC,\Generate a black hole with the LHC\Use the black hole with the data\Compress! response:	3.24 T 36 byte
context: Use the black hole with the data\3.24 T 36 byte\Compress!\So we send it to the LHC,\Generate a black hole with the LHC\Use the black hole with the data\Compress!\3.24 T 36 byte response:	Generate a black hole with the LHC
