context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: fugainai ya iya\tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone. response:	It's so difficult. No, I hate it.
context: tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it. response:	Tears and sorrow caused me to miss my chance.
context: My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance. response:	Autumn passed, winter came again, and I became a year older.
context: I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older. response:	You think you've run far away, but your story never ends.
context: The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends. response:	And yet, you're smirking.
context: It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking. response:	It's so cowardly. I hate it.
context: Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it. response:	Even if I have to cling to you, chase after you, and get kicked down...
context: I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down... response:	It's so cowardly. No...
context: It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No... response:	It's so difficult. I hate it. I hate it.
context: Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it. response:	What's the matter, Hagu?
context: Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\What's the matter, Hagu? response:	Shuu-chan...
context: You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\What's the matter, Hagu?\Shuu-chan... response:	What's wrong, Hagu? Your hiccups won't stop?
context: And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\What's the matter, Hagu?\Shuu-chan...\What's wrong, Hagu? Your hiccups won't stop? response:	All right...
context: It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\What's the matter, Hagu?\Shuu-chan...\What's wrong, Hagu? Your hiccups won't stop?\All right... response:	I'll show you how to make them stop.
context: Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\What's the matter, Hagu?\Shuu-chan...\What's wrong, Hagu? Your hiccups won't stop?\All right...\I'll show you how to make them stop. response:	Do this...
context: It's so cowardly. No...\It's so difficult. I hate it. I hate it.\What's the matter, Hagu?\Shuu-chan...\What's wrong, Hagu? Your hiccups won't stop?\All right...\I'll show you how to make them stop.\Do this... response:	This is a special technique that I learned from my best friend in college.
context: It's so difficult. I hate it. I hate it.\What's the matter, Hagu?\Shuu-chan...\What's wrong, Hagu? Your hiccups won't stop?\All right...\I'll show you how to make them stop.\Do this...\This is a special technique that I learned from my best friend in college. response:	T-That's creepy, Shuu-chan...
context: What's the matter, Hagu?\Shuu-chan...\What's wrong, Hagu? Your hiccups won't stop?\All right...\I'll show you how to make them stop.\Do this...\This is a special technique that I learned from my best friend in college.\T-That's creepy, Shuu-chan... response:	Now, give it a try.
context: Shuu-chan...\What's wrong, Hagu? Your hiccups won't stop?\All right...\I'll show you how to make them stop.\Do this...\This is a special technique that I learned from my best friend in college.\T-That's creepy, Shuu-chan...\Now, give it a try. response:	No, you need to stretch your neck more, and put your mouth on the opposite side.
context: What's wrong, Hagu? Your hiccups won't stop?\All right...\I'll show you how to make them stop.\Do this...\This is a special technique that I learned from my best friend in college.\T-That's creepy, Shuu-chan...\Now, give it a try.\No, you need to stretch your neck more, and put your mouth on the opposite side. response:	Right, like that.
context: All right...\I'll show you how to make them stop.\Do this...\This is a special technique that I learned from my best friend in college.\T-That's creepy, Shuu-chan...\Now, give it a try.\No, you need to stretch your neck more, and put your mouth on the opposite side.\Right, like that. response:	Oh, man... You spilled it.
context: I'll show you how to make them stop.\Do this...\This is a special technique that I learned from my best friend in college.\T-That's creepy, Shuu-chan...\Now, give it a try.\No, you need to stretch your neck more, and put your mouth on the opposite side.\Right, like that.\Oh, man... You spilled it. response:	The problem with this technique is its difficulty.
context: Do this...\This is a special technique that I learned from my best friend in college.\T-That's creepy, Shuu-chan...\Now, give it a try.\No, you need to stretch your neck more, and put your mouth on the opposite side.\Right, like that.\Oh, man... You spilled it.\The problem with this technique is its difficulty. response:	Oh, now that I think about it, Rika used to spill all the time, too.
context: This is a special technique that I learned from my best friend in college.\T-That's creepy, Shuu-chan...\Now, give it a try.\No, you need to stretch your neck more, and put your mouth on the opposite side.\Right, like that.\Oh, man... You spilled it.\The problem with this technique is its difficulty.\Oh, now that I think about it, Rika used to spill all the time, too. response:	Shoot, hold on for a bit, Hagu.
context: T-That's creepy, Shuu-chan...\Now, give it a try.\No, you need to stretch your neck more, and put your mouth on the opposite side.\Right, like that.\Oh, man... You spilled it.\The problem with this technique is its difficulty.\Oh, now that I think about it, Rika used to spill all the time, too.\Shoot, hold on for a bit, Hagu. response:	I'll go get you another cup.
context: Now, give it a try.\No, you need to stretch your neck more, and put your mouth on the opposite side.\Right, like that.\Oh, man... You spilled it.\The problem with this technique is its difficulty.\Oh, now that I think about it, Rika used to spill all the time, too.\Shoot, hold on for a bit, Hagu.\I'll go get you another cup. response:	We'll give it another try.
context: No, you need to stretch your neck more, and put your mouth on the opposite side.\Right, like that.\Oh, man... You spilled it.\The problem with this technique is its difficulty.\Oh, now that I think about it, Rika used to spill all the time, too.\Shoot, hold on for a bit, Hagu.\I'll go get you another cup.\We'll give it another try. response:	Oh, what is it?
context: Right, like that.\Oh, man... You spilled it.\The problem with this technique is its difficulty.\Oh, now that I think about it, Rika used to spill all the time, too.\Shoot, hold on for a bit, Hagu.\I'll go get you another cup.\We'll give it another try.\Oh, what is it? response:	You have the hiccups?
context: Oh, man... You spilled it.\The problem with this technique is its difficulty.\Oh, now that I think about it, Rika used to spill all the time, too.\Shoot, hold on for a bit, Hagu.\I'll go get you another cup.\We'll give it another try.\Oh, what is it?\You have the hiccups? response:	Hey, did you know?
context: The problem with this technique is its difficulty.\Oh, now that I think about it, Rika used to spill all the time, too.\Shoot, hold on for a bit, Hagu.\I'll go get you another cup.\We'll give it another try.\Oh, what is it?\You have the hiccups?\Hey, did you know? response:	I hear that you'll die if you hiccup a hundred times in a row.
context: Oh, now that I think about it, Rika used to spill all the time, too.\Shoot, hold on for a bit, Hagu.\I'll go get you another cup.\We'll give it another try.\Oh, what is it?\You have the hiccups?\Hey, did you know?\I hear that you'll die if you hiccup a hundred times in a row. response:	What'll you do?
context: Shoot, hold on for a bit, Hagu.\I'll go get you another cup.\We'll give it another try.\Oh, what is it?\You have the hiccups?\Hey, did you know?\I hear that you'll die if you hiccup a hundred times in a row.\What'll you do? response:	100!
context: I'll go get you another cup.\We'll give it another try.\Oh, what is it?\You have the hiccups?\Hey, did you know?\I hear that you'll die if you hiccup a hundred times in a row.\What'll you do?\100! response:	T-There's no way...
context: We'll give it another try.\Oh, what is it?\You have the hiccups?\Hey, did you know?\I hear that you'll die if you hiccup a hundred times in a row.\What'll you do?\100!\T-There's no way... response:	99!
context: Oh, what is it?\You have the hiccups?\Hey, did you know?\I hear that you'll die if you hiccup a hundred times in a row.\What'll you do?\100!\T-There's no way...\99! response:	98!
context: You have the hiccups?\Hey, did you know?\I hear that you'll die if you hiccup a hundred times in a row.\What'll you do?\100!\T-There's no way...\99!\98! response:	97!
context: Hey, did you know?\I hear that you'll die if you hiccup a hundred times in a row.\What'll you do?\100!\T-There's no way...\99!\98!\97! response:	Uh oh, you only have 96 more left to live!
context: I hear that you'll die if you hiccup a hundred times in a row.\What'll you do?\100!\T-There's no way...\99!\98!\97!\Uh oh, you only have 96 more left to live! response:	96!
context: What'll you do?\100!\T-There's no way...\99!\98!\97!\Uh oh, you only have 96 more left to live!\96! response:	Here, Hagu. Give it another try!
context: 100!\T-There's no way...\99!\98!\97!\Uh oh, you only have 96 more left to live!\96!\Here, Hagu. Give it another try! response:	H-Huh?
context: T-There's no way...\99!\98!\97!\Uh oh, you only have 96 more left to live!\96!\Here, Hagu. Give it another try!\H-Huh? response:	She's not here.
context: 99!\98!\97!\Uh oh, you only have 96 more left to live!\96!\Here, Hagu. Give it another try!\H-Huh?\She's not here. response:	61!
context: 98!\97!\Uh oh, you only have 96 more left to live!\96!\Here, Hagu. Give it another try!\H-Huh?\She's not here.\61! response:	60!
context: 97!\Uh oh, you only have 96 more left to live!\96!\Here, Hagu. Give it another try!\H-Huh?\She's not here.\61!\60! response:	59!
context: Uh oh, you only have 96 more left to live!\96!\Here, Hagu. Give it another try!\H-Huh?\She's not here.\61!\60!\59! response:	This should do it.
context: 96!\Here, Hagu. Give it another try!\H-Huh?\She's not here.\61!\60!\59!\This should do it. response:	Now then...
context: Here, Hagu. Give it another try!\H-Huh?\She's not here.\61!\60!\59!\This should do it.\Now then... response:	No!
context: H-Huh?\She's not here.\61!\60!\59!\This should do it.\Now then...\No! response:	50!
context: She's not here.\61!\60!\59!\This should do it.\Now then...\No!\50! response:	49!
context: 61!\60!\59!\This should do it.\Now then...\No!\50!\49! response:	No!
context: 60!\59!\This should do it.\Now then...\No!\50!\49!\No! response:	48!
context: 59!\This should do it.\Now then...\No!\50!\49!\No!\48! response:	Hey, hey, you're hiccuping too fast! Oh, well! 47!
context: This should do it.\Now then...\No!\50!\49!\No!\48!\Hey, hey, you're hiccuping too fast! Oh, well! 47! response:	46!
context: Now then...\No!\50!\49!\No!\48!\Hey, hey, you're hiccuping too fast! Oh, well! 47!\46! response:	Oh, man...
context: No!\50!\49!\No!\48!\Hey, hey, you're hiccuping too fast! Oh, well! 47!\46!\Oh, man... response:	Oh no! You only have 45 more left to live!
context: 50!\49!\No!\48!\Hey, hey, you're hiccuping too fast! Oh, well! 47!\46!\Oh, man...\Oh no! You only have 45 more left to live! response:	Morita-san!
context: 49!\No!\48!\Hey, hey, you're hiccuping too fast! Oh, well! 47!\46!\Oh, man...\Oh no! You only have 45 more left to live!\Morita-san! response:	T-Takemoto!
context: No!\48!\Hey, hey, you're hiccuping too fast! Oh, well! 47!\46!\Oh, man...\Oh no! You only have 45 more left to live!\Morita-san!\T-Takemoto! response:	Hagu-chan...
context: 48!\Hey, hey, you're hiccuping too fast! Oh, well! 47!\46!\Oh, man...\Oh no! You only have 45 more left to live!\Morita-san!\T-Takemoto!\Hagu-chan... response:	Are you all right?
context: Hey, hey, you're hiccuping too fast! Oh, well! 47!\46!\Oh, man...\Oh no! You only have 45 more left to live!\Morita-san!\T-Takemoto!\Hagu-chan...\Are you all right? response:	What's the matter?
context: 46!\Oh, man...\Oh no! You only have 45 more left to live!\Morita-san!\T-Takemoto!\Hagu-chan...\Are you all right?\What's the matter? response:	Takemoto-kun... the h-hiccups...
context: Oh, man...\Oh no! You only have 45 more left to live!\Morita-san!\T-Takemoto!\Hagu-chan...\Are you all right?\What's the matter?\Takemoto-kun... the h-hiccups... response:	He said that I'll die if I hiccuped a hundred times in a row...
context: Oh no! You only have 45 more left to live!\Morita-san!\T-Takemoto!\Hagu-chan...\Are you all right?\What's the matter?\Takemoto-kun... the h-hiccups...\He said that I'll die if I hiccuped a hundred times in a row... response:	Sheesh, Morita-san...
context: Morita-san!\T-Takemoto!\Hagu-chan...\Are you all right?\What's the matter?\Takemoto-kun... the h-hiccups...\He said that I'll die if I hiccuped a hundred times in a row...\Sheesh, Morita-san... response:	Here, Hagu-chan.
context: T-Takemoto!\Hagu-chan...\Are you all right?\What's the matter?\Takemoto-kun... the h-hiccups...\He said that I'll die if I hiccuped a hundred times in a row...\Sheesh, Morita-san...\Here, Hagu-chan. response:	And...
context: Hagu-chan...\Are you all right?\What's the matter?\Takemoto-kun... the h-hiccups...\He said that I'll die if I hiccuped a hundred times in a row...\Sheesh, Morita-san...\Here, Hagu-chan.\And... response:	Here, try drinking from each side...
context: Are you all right?\What's the matter?\Takemoto-kun... the h-hiccups...\He said that I'll die if I hiccuped a hundred times in a row...\Sheesh, Morita-san...\Here, Hagu-chan.\And...\Here, try drinking from each side... response:	That's right. Don't rush.
context: What's the matter?\Takemoto-kun... the h-hiccups...\He said that I'll die if I hiccuped a hundred times in a row...\Sheesh, Morita-san...\Here, Hagu-chan.\And...\Here, try drinking from each side...\That's right. Don't rush. response:	Slowly, slowly.
context: Takemoto-kun... the h-hiccups...\He said that I'll die if I hiccuped a hundred times in a row...\Sheesh, Morita-san...\Here, Hagu-chan.\And...\Here, try drinking from each side...\That's right. Don't rush.\Slowly, slowly. response:	How is it?
context: He said that I'll die if I hiccuped a hundred times in a row...\Sheesh, Morita-san...\Here, Hagu-chan.\And...\Here, try drinking from each side...\That's right. Don't rush.\Slowly, slowly.\How is it? response:	They stopped.
context: Sheesh, Morita-san...\Here, Hagu-chan.\And...\Here, try drinking from each side...\That's right. Don't rush.\Slowly, slowly.\How is it?\They stopped. response:	They stopped!
context: Here, Hagu-chan.\And...\Here, try drinking from each side...\That's right. Don't rush.\Slowly, slowly.\How is it?\They stopped.\They stopped! response:	It works, right?
context: And...\Here, try drinking from each side...\That's right. Don't rush.\Slowly, slowly.\How is it?\They stopped.\They stopped!\It works, right? response:	I learned it from my dad.
context: Here, try drinking from each side...\That's right. Don't rush.\Slowly, slowly.\How is it?\They stopped.\They stopped!\It works, right?\I learned it from my dad. response:	This will make them stop most of the time.
context: That's right. Don't rush.\Slowly, slowly.\How is it?\They stopped.\They stopped!\It works, right?\I learned it from my dad.\This will make them stop most of the time. response:	T-Thank you.
context: Slowly, slowly.\How is it?\They stopped.\They stopped!\It works, right?\I learned it from my dad.\This will make them stop most of the time.\T-Thank you. response:	See you.
context: How is it?\They stopped.\They stopped!\It works, right?\I learned it from my dad.\This will make them stop most of the time.\T-Thank you.\See you. response:	kimi ni aeta natsugumo ni natta I became a summer spider and met you.
context: They stopped.\They stopped!\It works, right?\I learned it from my dad.\This will make them stop most of the time.\T-Thank you.\See you.\kimi ni aeta natsugumo ni natta I became a summer spider and met you. response:	nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...
context: They stopped!\It works, right?\I learned it from my dad.\This will make them stop most of the time.\T-Thank you.\See you.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web... response:	Hagu-chan...
context: It works, right?\I learned it from my dad.\This will make them stop most of the time.\T-Thank you.\See you.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\Hagu-chan... response:	kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.
context: I learned it from my dad.\This will make them stop most of the time.\T-Thank you.\See you.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\Hagu-chan...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind. response:	I'm in love with you.
context: This will make them stop most of the time.\T-Thank you.\See you.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\Hagu-chan...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\I'm in love with you. response:	Since then, Hagu-chan started avoiding me for some reason.
context: T-Thank you.\See you.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\Hagu-chan...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\I'm in love with you.\Since then, Hagu-chan started avoiding me for some reason. response:	machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town...
context: See you.\kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\Hagu-chan...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\I'm in love with you.\Since then, Hagu-chan started avoiding me for some reason.\machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town... response:	kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat...
context: kimi ni aeta natsugumo ni natta I became a summer spider and met you.\nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\Hagu-chan...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\I'm in love with you.\Since then, Hagu-chan started avoiding me for some reason.\machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town...\kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat... response:	The words had just slipped out.
context: nekorogatte kurukuru ni karamatte fuzaketa Lying around, we wrapped around each other on the web...\Hagu-chan...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\I'm in love with you.\Since then, Hagu-chan started avoiding me for some reason.\machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town...\kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat...\The words had just slipped out. response:	kiri no you ni kasuka ni kienagara...slowly fading away like the fog.
context: Hagu-chan...\kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\I'm in love with you.\Since then, Hagu-chan started avoiding me for some reason.\machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town...\kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat...\The words had just slipped out.\kiri no you ni kasuka ni kienagara...slowly fading away like the fog. response:	Although I knew what her answer would be...
context: kaze no you ni sukoshi dake yurenagara...wavering slightly in the wind.\I'm in love with you.\Since then, Hagu-chan started avoiding me for some reason.\machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town...\kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat...\The words had just slipped out.\kiri no you ni kasuka ni kienagara...slowly fading away like the fog.\Although I knew what her answer would be... response:	Maybe I shouldn't have said it?
context: I'm in love with you.\Since then, Hagu-chan started avoiding me for some reason.\machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town...\kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat...\The words had just slipped out.\kiri no you ni kasuka ni kienagara...slowly fading away like the fog.\Although I knew what her answer would be...\Maybe I shouldn't have said it? response:	hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness...
context: Since then, Hagu-chan started avoiding me for some reason.\machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town...\kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat...\The words had just slipped out.\kiri no you ni kasuka ni kienagara...slowly fading away like the fog.\Although I knew what her answer would be...\Maybe I shouldn't have said it?\hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness... response:	But I don't regret it all.
context: machi no sumi no dobugawa ni atta I floated down the drainage ditch at the edge of town...\kowaresou na sasabune ni notte nagareta...on a rickety bamboo leaf boat...\The words had just slipped out.\kiri no you ni kasuka ni kienagara...slowly fading away like the fog.\Although I knew what her answer would be...\Maybe I shouldn't have said it?\hitori wo wasureta sekai ni mizushibuki haneagete Splashing water on a world that's forgotten about loneliness...\But I don't regret it all. response:	I always thought that I'd regret it if I said it.
