context: My fake out worked! response:	I ain't done yet!
context: You people are fiends!\That's right! Poor thing!\Ever since that train robbery,\Carla has been having nightmares about it!\That's right... Every night, an army of Wendys in black full body tights\chases me around!\That nightmare has come back to haunt me...\Carla! Stay with me! response:	A nightmare, eh?
context: That's right! Poor thing!\Ever since that train robbery,\Carla has been having nightmares about it!\That's right... Every night, an army of Wendys in black full body tights\chases me around!\That nightmare has come back to haunt me...\Carla! Stay with me!\A nightmare, eh? response:	Lackeys, assemble!
context: Ever since that train robbery,\Carla has been having nightmares about it!\That's right... Every night, an army of Wendys in black full body tights\chases me around!\That nightmare has come back to haunt me...\Carla! Stay with me!\A nightmare, eh?\Lackeys, assemble! response:	Yes, sir!
context: Carla has been having nightmares about it!\That's right... Every night, an army of Wendys in black full body tights\chases me around!\That nightmare has come back to haunt me...\Carla! Stay with me!\A nightmare, eh?\Lackeys, assemble!\Yes, sir! response:	Did you hear that?! We're terrible!
context: That's right... Every night, an army of Wendys in black full body tights\chases me around!\That nightmare has come back to haunt me...\Carla! Stay with me!\A nightmare, eh?\Lackeys, assemble!\Yes, sir!\Did you hear that?! We're terrible! response:	Terrified of nightmares! That's the highest compliment we could get, right, Boss?!
context: chases me around!\That nightmare has come back to haunt me...\Carla! Stay with me!\A nightmare, eh?\Lackeys, assemble!\Yes, sir!\Did you hear that?! We're terrible!\Terrified of nightmares! That's the highest compliment we could get, right, Boss?! response:	And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?!
context: That nightmare has come back to haunt me...\Carla! Stay with me!\A nightmare, eh?\Lackeys, assemble!\Yes, sir!\Did you hear that?! We're terrible!\Terrified of nightmares! That's the highest compliment we could get, right, Boss?!\And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?! response:	Wait, Lackey B. That one's a cat...
context: Carla! Stay with me!\A nightmare, eh?\Lackeys, assemble!\Yes, sir!\Did you hear that?! We're terrible!\Terrified of nightmares! That's the highest compliment we could get, right, Boss?!\And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?!\Wait, Lackey B. That one's a cat... response:	Terrible? We're terrible?!
context: A nightmare, eh?\Lackeys, assemble!\Yes, sir!\Did you hear that?! We're terrible!\Terrified of nightmares! That's the highest compliment we could get, right, Boss?!\And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?!\Wait, Lackey B. That one's a cat...\Terrible? We're terrible?! response:	That's right! We're the truly evil...
context: Lackeys, assemble!\Yes, sir!\Did you hear that?! We're terrible!\Terrified of nightmares! That's the highest compliment we could get, right, Boss?!\And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?!\Wait, Lackey B. That one's a cat...\Terrible? We're terrible?!\That's right! We're the truly evil... response:	We already know your name.
context: Yes, sir!\Did you hear that?! We're terrible!\Terrified of nightmares! That's the highest compliment we could get, right, Boss?!\And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?!\Wait, Lackey B. That one's a cat...\Terrible? We're terrible?!\That's right! We're the truly evil...\We already know your name. response:	You're the ones who made that big mess, so you better put all those books back!
context: Did you hear that?! We're terrible!\Terrified of nightmares! That's the highest compliment we could get, right, Boss?!\And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?!\Wait, Lackey B. That one's a cat...\Terrible? We're terrible?!\That's right! We're the truly evil...\We already know your name.\You're the ones who made that big mess, so you better put all those books back! response:	You heard her. Clean'em up, you two!
context: Terrified of nightmares! That's the highest compliment we could get, right, Boss?!\And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?!\Wait, Lackey B. That one's a cat...\Terrible? We're terrible?!\That's right! We're the truly evil...\We already know your name.\You're the ones who made that big mess, so you better put all those books back!\You heard her. Clean'em up, you two! response:	You knocked them down, Boss!
context: And here on in, we're gonna keep scarin' people and givin' em nightmares, right, Boss?!\Wait, Lackey B. That one's a cat...\Terrible? We're terrible?!\That's right! We're the truly evil...\We already know your name.\You're the ones who made that big mess, so you better put all those books back!\You heard her. Clean'em up, you two!\You knocked them down, Boss! response:	Don't talk back!
context: Wait, Lackey B. That one's a cat...\Terrible? We're terrible?!\That's right! We're the truly evil...\We already know your name.\You're the ones who made that big mess, so you better put all those books back!\You heard her. Clean'em up, you two!\You knocked them down, Boss!\Don't talk back! response:	As your punishment, give me 36 push-ups!
context: Terrible? We're terrible?!\That's right! We're the truly evil...\We already know your name.\You're the ones who made that big mess, so you better put all those books back!\You heard her. Clean'em up, you two!\You knocked them down, Boss!\Don't talk back!\As your punishment, give me 36 push-ups! response:	Wha...?!
context: That's right! We're the truly evil...\We already know your name.\You're the ones who made that big mess, so you better put all those books back!\You heard her. Clean'em up, you two!\You knocked them down, Boss!\Don't talk back!\As your punishment, give me 36 push-ups!\Wha...?! response:	A half-assed number again...
context: We already know your name.\You're the ones who made that big mess, so you better put all those books back!\You heard her. Clean'em up, you two!\You knocked them down, Boss!\Don't talk back!\As your punishment, give me 36 push-ups!\Wha...?!\A half-assed number again... response:	Just do it!
context: You're the ones who made that big mess, so you better put all those books back!\You heard her. Clean'em up, you two!\You knocked them down, Boss!\Don't talk back!\As your punishment, give me 36 push-ups!\Wha...?!\A half-assed number again...\Just do it! response:	1-2-3-4-5-6-7-8-9-10...
context: You heard her. Clean'em up, you two!\You knocked them down, Boss!\Don't talk back!\As your punishment, give me 36 push-ups!\Wha...?!\A half-assed number again...\Just do it!\1-2-3-4-5-6-7-8-9-10... response:	What is this?
context: You knocked them down, Boss!\Don't talk back!\As your punishment, give me 36 push-ups!\Wha...?!\A half-assed number again...\Just do it!\1-2-3-4-5-6-7-8-9-10...\What is this? response:	Are they really comedians?
context: Don't talk back!\As your punishment, give me 36 push-ups!\Wha...?!\A half-assed number again...\Just do it!\1-2-3-4-5-6-7-8-9-10...\What is this?\Are they really comedians? response:	We're not comedians!
context: As your punishment, give me 36 push-ups!\Wha...?!\A half-assed number again...\Just do it!\1-2-3-4-5-6-7-8-9-10...\What is this?\Are they really comedians?\We're not comedians! response:	We use farts to steal by force!
context: Wha...?!\A half-assed number again...\Just do it!\1-2-3-4-5-6-7-8-9-10...\What is this?\Are they really comedians?\We're not comedians!\We use farts to steal by force! response:	That was a really manly thing to say!
context: A half-assed number again...\Just do it!\1-2-3-4-5-6-7-8-9-10...\What is this?\Are they really comedians?\We're not comedians!\We use farts to steal by force!\That was a really manly thing to say! response:	Truly evil deeds!
context: Just do it!\1-2-3-4-5-6-7-8-9-10...\What is this?\Are they really comedians?\We're not comedians!\We use farts to steal by force!\That was a really manly thing to say!\Truly evil deeds! response:	What about your push-ups?
context: 1-2-3-4-5-6-7-8-9-10...\What is this?\Are they really comedians?\We're not comedians!\We use farts to steal by force!\That was a really manly thing to say!\Truly evil deeds!\What about your push-ups? response:	We finished'em!
context: What is this?\Are they really comedians?\We're not comedians!\We use farts to steal by force!\That was a really manly thing to say!\Truly evil deeds!\What about your push-ups?\We finished'em! response:	What were you doing here?
context: Are they really comedians?\We're not comedians!\We use farts to steal by force!\That was a really manly thing to say!\Truly evil deeds!\What about your push-ups?\We finished'em!\What were you doing here? response:	Everyone in the criminal underworld knows...
context: We're not comedians!\We use farts to steal by force!\That was a really manly thing to say!\Truly evil deeds!\What about your push-ups?\We finished'em!\What were you doing here?\Everyone in the criminal underworld knows... response:	Right now, Fairy Tail is searching for an incredible treasure
context: We use farts to steal by force!\That was a really manly thing to say!\Truly evil deeds!\What about your push-ups?\We finished'em!\What were you doing here?\Everyone in the criminal underworld knows...\Right now, Fairy Tail is searching for an incredible treasure response:	that will turn the world upside down!
context: That was a really manly thing to say!\Truly evil deeds!\What about your push-ups?\We finished'em!\What were you doing here?\Everyone in the criminal underworld knows...\Right now, Fairy Tail is searching for an incredible treasure\that will turn the world upside down! response:	So if we can snatch it first,
context: Truly evil deeds!\What about your push-ups?\We finished'em!\What were you doing here?\Everyone in the criminal underworld knows...\Right now, Fairy Tail is searching for an incredible treasure\that will turn the world upside down!\So if we can snatch it first, response:	the Jiggle Butt Gang will become the rulers of the world!
context: What about your push-ups?\We finished'em!\What were you doing here?\Everyone in the criminal underworld knows...\Right now, Fairy Tail is searching for an incredible treasure\that will turn the world upside down!\So if we can snatch it first,\the Jiggle Butt Gang will become the rulers of the world! response:	No!
context: We finished'em!\What were you doing here?\Everyone in the criminal underworld knows...\Right now, Fairy Tail is searching for an incredible treasure\that will turn the world upside down!\So if we can snatch it first,\the Jiggle Butt Gang will become the rulers of the world!\No! response:	Carla...
context: What were you doing here?\Everyone in the criminal underworld knows...\Right now, Fairy Tail is searching for an incredible treasure\that will turn the world upside down!\So if we can snatch it first,\the Jiggle Butt Gang will become the rulers of the world!\No!\Carla... response:	Why are you wearing that?
context: Everyone in the criminal underworld knows...\Right now, Fairy Tail is searching for an incredible treasure\that will turn the world upside down!\So if we can snatch it first,\the Jiggle Butt Gang will become the rulers of the world!\No!\Carla...\Why are you wearing that? response:	I thought this might happen, so I came prepared.
context: Right now, Fairy Tail is searching for an incredible treasure\that will turn the world upside down!\So if we can snatch it first,\the Jiggle Butt Gang will become the rulers of the world!\No!\Carla...\Why are you wearing that?\I thought this might happen, so I came prepared. response:	That's our goddess!
context: that will turn the world upside down!\So if we can snatch it first,\the Jiggle Butt Gang will become the rulers of the world!\No!\Carla...\Why are you wearing that?\I thought this might happen, so I came prepared.\That's our goddess! response:	It feels wonderful!
context: So if we can snatch it first,\the Jiggle Butt Gang will become the rulers of the world!\No!\Carla...\Why are you wearing that?\I thought this might happen, so I came prepared.\That's our goddess!\It feels wonderful! response:	I wanna follow you the rest of my life!
context: the Jiggle Butt Gang will become the rulers of the world!\No!\Carla...\Why are you wearing that?\I thought this might happen, so I came prepared.\That's our goddess!\It feels wonderful!\I wanna follow you the rest of my life! response:	Everyone, have you forgotten what I said?
context: No!\Carla...\Why are you wearing that?\I thought this might happen, so I came prepared.\That's our goddess!\It feels wonderful!\I wanna follow you the rest of my life!\Everyone, have you forgotten what I said? response:	Give up being truly evil and study for the sake of your own future!
context: Carla...\Why are you wearing that?\I thought this might happen, so I came prepared.\That's our goddess!\It feels wonderful!\I wanna follow you the rest of my life!\Everyone, have you forgotten what I said?\Give up being truly evil and study for the sake of your own future! response:	You're actually good people.
context: Why are you wearing that?\I thought this might happen, so I came prepared.\That's our goddess!\It feels wonderful!\I wanna follow you the rest of my life!\Everyone, have you forgotten what I said?\Give up being truly evil and study for the sake of your own future!\You're actually good people. response:	You're only forcing yourselves to act like you're evil!
context: I thought this might happen, so I came prepared.\That's our goddess!\It feels wonderful!\I wanna follow you the rest of my life!\Everyone, have you forgotten what I said?\Give up being truly evil and study for the sake of your own future!\You're actually good people.\You're only forcing yourselves to act like you're evil! response:	Please, find your true selves!
context: That's our goddess!\It feels wonderful!\I wanna follow you the rest of my life!\Everyone, have you forgotten what I said?\Give up being truly evil and study for the sake of your own future!\You're actually good people.\You're only forcing yourselves to act like you're evil!\Please, find your true selves! response:	Our true selves...?
context: It feels wonderful!\I wanna follow you the rest of my life!\Everyone, have you forgotten what I said?\Give up being truly evil and study for the sake of your own future!\You're actually good people.\You're only forcing yourselves to act like you're evil!\Please, find your true selves!\Our true selves...? response:	Please remember what it was like when you were children.
context: I wanna follow you the rest of my life!\Everyone, have you forgotten what I said?\Give up being truly evil and study for the sake of your own future!\You're actually good people.\You're only forcing yourselves to act like you're evil!\Please, find your true selves!\Our true selves...?\Please remember what it was like when you were children. response:	You'd race through the fields and get all muddy, playing'til the sun went down...
context: Everyone, have you forgotten what I said?\Give up being truly evil and study for the sake of your own future!\You're actually good people.\You're only forcing yourselves to act like you're evil!\Please, find your true selves!\Our true selves...?\Please remember what it was like when you were children.\You'd race through the fields and get all muddy, playing'til the sun went down... response:	And you'd laugh with your friends, sharing your dreams...
context: Give up being truly evil and study for the sake of your own future!\You're actually good people.\You're only forcing yourselves to act like you're evil!\Please, find your true selves!\Our true selves...?\Please remember what it was like when you were children.\You'd race through the fields and get all muddy, playing'til the sun went down...\And you'd laugh with your friends, sharing your dreams... response:	I'm sure you'll be able to see your true selves.
context: You're actually good people.\You're only forcing yourselves to act like you're evil!\Please, find your true selves!\Our true selves...?\Please remember what it was like when you were children.\You'd race through the fields and get all muddy, playing'til the sun went down...\And you'd laugh with your friends, sharing your dreams...\I'm sure you'll be able to see your true selves. response:	I wonder how serious she is...
context: You're only forcing yourselves to act like you're evil!\Please, find your true selves!\Our true selves...?\Please remember what it was like when you were children.\You'd race through the fields and get all muddy, playing'til the sun went down...\And you'd laugh with your friends, sharing your dreams...\I'm sure you'll be able to see your true selves.\I wonder how serious she is... response:	I have a feeling she's totally serious...
context: Please, find your true selves!\Our true selves...?\Please remember what it was like when you were children.\You'd race through the fields and get all muddy, playing'til the sun went down...\And you'd laugh with your friends, sharing your dreams...\I'm sure you'll be able to see your true selves.\I wonder how serious she is...\I have a feeling she's totally serious... response:	Boss!
context: Our true selves...?\Please remember what it was like when you were children.\You'd race through the fields and get all muddy, playing'til the sun went down...\And you'd laugh with your friends, sharing your dreams...\I'm sure you'll be able to see your true selves.\I wonder how serious she is...\I have a feeling she's totally serious...\Boss! response:	What should we do?!
context: Please remember what it was like when you were children.\You'd race through the fields and get all muddy, playing'til the sun went down...\And you'd laugh with your friends, sharing your dreams...\I'm sure you'll be able to see your true selves.\I wonder how serious she is...\I have a feeling she's totally serious...\Boss!\What should we do?! response:	That's pathetic, lackeys!
context: You'd race through the fields and get all muddy, playing'til the sun went down...\And you'd laugh with your friends, sharing your dreams...\I'm sure you'll be able to see your true selves.\I wonder how serious she is...\I have a feeling she's totally serious...\Boss!\What should we do?!\That's pathetic, lackeys! response:	What kind of truly evil criminals would cry over this?!
context: And you'd laugh with your friends, sharing your dreams...\I'm sure you'll be able to see your true selves.\I wonder how serious she is...\I have a feeling she's totally serious...\Boss!\What should we do?!\That's pathetic, lackeys!\What kind of truly evil criminals would cry over this?! response:	I think being truly evil is our true selves!
context: I'm sure you'll be able to see your true selves.\I wonder how serious she is...\I have a feeling she's totally serious...\Boss!\What should we do?!\That's pathetic, lackeys!\What kind of truly evil criminals would cry over this?!\I think being truly evil is our true selves! response:	But if you disagree, then tell us!
context: I wonder how serious she is...\I have a feeling she's totally serious...\Boss!\What should we do?!\That's pathetic, lackeys!\What kind of truly evil criminals would cry over this?!\I think being truly evil is our true selves!\But if you disagree, then tell us! response:	What are the true selves of the Jiggle Butt Gang?!
context: I have a feeling she's totally serious...\Boss!\What should we do?!\That's pathetic, lackeys!\What kind of truly evil criminals would cry over this?!\I think being truly evil is our true selves!\But if you disagree, then tell us!\What are the true selves of the Jiggle Butt Gang?! response:	What are you doing?
context: Boss!\What should we do?!\That's pathetic, lackeys!\What kind of truly evil criminals would cry over this?!\I think being truly evil is our true selves!\But if you disagree, then tell us!\What are the true selves of the Jiggle Butt Gang?!\What are you doing? response:	I'm saying I'll play along with your idea.
context: What should we do?!\That's pathetic, lackeys!\What kind of truly evil criminals would cry over this?!\I think being truly evil is our true selves!\But if you disagree, then tell us!\What are the true selves of the Jiggle Butt Gang?!\What are you doing?\I'm saying I'll play along with your idea. response:	But then you have to go along with one of our rules!
context: That's pathetic, lackeys!\What kind of truly evil criminals would cry over this?!\I think being truly evil is our true selves!\But if you disagree, then tell us!\What are the true selves of the Jiggle Butt Gang?!\What are you doing?\I'm saying I'll play along with your idea.\But then you have to go along with one of our rules! response:	Erza, don't!
context: What kind of truly evil criminals would cry over this?!\I think being truly evil is our true selves!\But if you disagree, then tell us!\What are the true selves of the Jiggle Butt Gang?!\What are you doing?\I'm saying I'll play along with your idea.\But then you have to go along with one of our rules!\Erza, don't! response:	Fine.
context: I think being truly evil is our true selves!\But if you disagree, then tell us!\What are the true selves of the Jiggle Butt Gang?!\What are you doing?\I'm saying I'll play along with your idea.\But then you have to go along with one of our rules!\Erza, don't!\Fine. response:	Are you... alright?
context: But if you disagree, then tell us!\What are the true selves of the Jiggle Butt Gang?!\What are you doing?\I'm saying I'll play along with your idea.\But then you have to go along with one of our rules!\Erza, don't!\Fine.\Are you... alright? response:	What's that flower?
context: What are the true selves of the Jiggle Butt Gang?!\What are you doing?\I'm saying I'll play along with your idea.\But then you have to go along with one of our rules!\Erza, don't!\Fine.\Are you... alright?\What's that flower? response:	I picked it while we were on our picnic.
context: What are you doing?\I'm saying I'll play along with your idea.\But then you have to go along with one of our rules!\Erza, don't!\Fine.\Are you... alright?\What's that flower?\I picked it while we were on our picnic. response:	It smells good.
context: I'm saying I'll play along with your idea.\But then you have to go along with one of our rules!\Erza, don't!\Fine.\Are you... alright?\What's that flower?\I picked it while we were on our picnic.\It smells good. response:	One point to glam it up! Impressive!
context: But then you have to go along with one of our rules!\Erza, don't!\Fine.\Are you... alright?\What's that flower?\I picked it while we were on our picnic.\It smells good.\One point to glam it up! Impressive! response:	This isn't so uncomfortable.
context: Erza, don't!\Fine.\Are you... alright?\What's that flower?\I picked it while we were on our picnic.\It smells good.\One point to glam it up! Impressive!\This isn't so uncomfortable. response:	Yeah, right?!
context: Fine.\Are you... alright?\What's that flower?\I picked it while we were on our picnic.\It smells good.\One point to glam it up! Impressive!\This isn't so uncomfortable.\Yeah, right?! response:	But let me ask you something.
context: Are you... alright?\What's that flower?\I picked it while we were on our picnic.\It smells good.\One point to glam it up! Impressive!\This isn't so uncomfortable.\Yeah, right?!\But let me ask you something. response:	How proud are you of these black suits?
context: What's that flower?\I picked it while we were on our picnic.\It smells good.\One point to glam it up! Impressive!\This isn't so uncomfortable.\Yeah, right?!\But let me ask you something.\How proud are you of these black suits? response:	Proud?
context: I picked it while we were on our picnic.\It smells good.\One point to glam it up! Impressive!\This isn't so uncomfortable.\Yeah, right?!\But let me ask you something.\How proud are you of these black suits?\Proud? response:	That's right.
context: It smells good.\One point to glam it up! Impressive!\This isn't so uncomfortable.\Yeah, right?!\But let me ask you something.\How proud are you of these black suits?\Proud?\That's right. response:	If you call yourselves truly evil, I'm sure you have one or two things.
context: One point to glam it up! Impressive!\This isn't so uncomfortable.\Yeah, right?!\But let me ask you something.\How proud are you of these black suits?\Proud?\That's right.\If you call yourselves truly evil, I'm sure you have one or two things. response:	Your own philosophy of evil. I'd like you to tell me about the art of evil.
context: This isn't so uncomfortable.\Yeah, right?!\But let me ask you something.\How proud are you of these black suits?\Proud?\That's right.\If you call yourselves truly evil, I'm sure you have one or two things.\Your own philosophy of evil. I'd like you to tell me about the art of evil. response:	U-Um, have you forgotten why we're really here?
context: Yeah, right?!\But let me ask you something.\How proud are you of these black suits?\Proud?\That's right.\If you call yourselves truly evil, I'm sure you have one or two things.\Your own philosophy of evil. I'd like you to tell me about the art of evil.\U-Um, have you forgotten why we're really here? response:	No. I refuse to dance to the tune of morons
context: But let me ask you something.\How proud are you of these black suits?\Proud?\That's right.\If you call yourselves truly evil, I'm sure you have one or two things.\Your own philosophy of evil. I'd like you to tell me about the art of evil.\U-Um, have you forgotten why we're really here?\No. I refuse to dance to the tune of morons response:	calling themselves truly evil.
context: How proud are you of these black suits?\Proud?\That's right.\If you call yourselves truly evil, I'm sure you have one or two things.\Your own philosophy of evil. I'd like you to tell me about the art of evil.\U-Um, have you forgotten why we're really here?\No. I refuse to dance to the tune of morons\calling themselves truly evil. response:	I'm going to beat the warped nature out of you!
context: Proud?\That's right.\If you call yourselves truly evil, I'm sure you have one or two things.\Your own philosophy of evil. I'd like you to tell me about the art of evil.\U-Um, have you forgotten why we're really here?\No. I refuse to dance to the tune of morons\calling themselves truly evil.\I'm going to beat the warped nature out of you! response:	Jiggle, jiggle!
context: That's right.\If you call yourselves truly evil, I'm sure you have one or two things.\Your own philosophy of evil. I'd like you to tell me about the art of evil.\U-Um, have you forgotten why we're really here?\No. I refuse to dance to the tune of morons\calling themselves truly evil.\I'm going to beat the warped nature out of you!\Jiggle, jiggle! response:	Now's our chance.
context: If you call yourselves truly evil, I'm sure you have one or two things.\Your own philosophy of evil. I'd like you to tell me about the art of evil.\U-Um, have you forgotten why we're really here?\No. I refuse to dance to the tune of morons\calling themselves truly evil.\I'm going to beat the warped nature out of you!\Jiggle, jiggle!\Now's our chance. response:	I think this is Erza-san's strategy.
