context: /** TS by scol **/ response:	/** Start OP here **/
context: First Semester End-of-Term Exams\Top Scorers\Takagi Akito\Iwase Aiko\Jinbou Seiji\Aida Sukuji\Mikami Shun\SUMMER VACATION response:	It's hot!!
context: Top Scorers\Takagi Akito\Iwase Aiko\Jinbou Seiji\Aida Sukuji\Mikami Shun\SUMMER VACATION\It's hot!! response:	I wanna go to the beach!!
context: Takagi Akito\Iwase Aiko\Jinbou Seiji\Aida Sukuji\Mikami Shun\SUMMER VACATION\It's hot!!\I wanna go to the beach!! response:	I don't wanna do homework...
context: Iwase Aiko\Jinbou Seiji\Aida Sukuji\Mikami Shun\SUMMER VACATION\It's hot!!\I wanna go to the beach!!\I don't wanna do homework... response:	I don't want any extra Summer courses
context: Jinbou Seiji\Aida Sukuji\Mikami Shun\SUMMER VACATION\It's hot!!\I wanna go to the beach!!\I don't wanna do homework...\I don't want any extra Summer courses response:	AUGUST SCHEDULE
context: Aida Sukuji\Mikami Shun\SUMMER VACATION\It's hot!!\I wanna go to the beach!!\I don't wanna do homework...\I don't want any extra Summer courses\AUGUST SCHEDULE response:	School Day
context: Mikami Shun\SUMMER VACATION\It's hot!!\I wanna go to the beach!!\I don't wanna do homework...\I don't want any extra Summer courses\AUGUST SCHEDULE\School Day response:	School Day
context: SUMMER VACATION\It's hot!!\I wanna go to the beach!!\I don't wanna do homework...\I don't want any extra Summer courses\AUGUST SCHEDULE\School Day\School Day response:	School Day
context: It's hot!!\I wanna go to the beach!!\I don't wanna do homework...\I don't want any extra Summer courses\AUGUST SCHEDULE\School Day\School Day\School Day response:	School Day
context: I wanna go to the beach!!\I don't wanna do homework...\I don't want any extra Summer courses\AUGUST SCHEDULE\School Day\School Day\School Day\School Day response:	School Day
context: I don't wanna do homework...\I don't want any extra Summer courses\AUGUST SCHEDULE\School Day\School Day\School Day\School Day\School Day response:	School Day
context: I don't want any extra Summer courses\AUGUST SCHEDULE\School Day\School Day\School Day\School Day\School Day\School Day response:	The world is fascinated in this taste
context: AUGUST SCHEDULE\School Day\School Day\School Day\School Day\School Day\School Day\The world is fascinated in this taste response:	For a Limited Time
context: School Day\School Day\School Day\School Day\School Day\School Day\The world is fascinated in this taste\For a Limited Time response:	Limited distribution in anticipation for KOOGY's collaboration.
context: School Day\School Day\School Day\School Day\School Day\The world is fascinated in this taste\For a Limited Time\Limited distribution in anticipation for KOOGY's collaboration. response:	Away
context: School Day\School Day\School Day\School Day\The world is fascinated in this taste\For a Limited Time\Limited distribution in anticipation for KOOGY's collaboration.\Away response:	Telephone Directory
context: School Day\School Day\School Day\The world is fascinated in this taste\For a Limited Time\Limited distribution in anticipation for KOOGY's collaboration.\Away\Telephone Directory response:	Copy
context: School Day\School Day\The world is fascinated in this taste\For a Limited Time\Limited distribution in anticipation for KOOGY's collaboration.\Away\Telephone Directory\Copy response:	Copy
context: School Day\The world is fascinated in this taste\For a Limited Time\Limited distribution in anticipation for KOOGY's collaboration.\Away\Telephone Directory\Copy\Copy response:	Preview of Next Episode
context: The world is fascinated in this taste\For a Limited Time\Limited distribution in anticipation for KOOGY's collaboration.\Away\Telephone Directory\Copy\Copy\Preview of Next Episode response:	Carrot and Stick
context: For a Limited Time\Limited distribution in anticipation for KOOGY's collaboration.\Away\Telephone Directory\Copy\Copy\Preview of Next Episode\Carrot and Stick response:	I worked up my courage and tried turning around.
context: Limited distribution in anticipation for KOOGY's collaboration.\Away\Telephone Directory\Copy\Copy\Preview of Next Episode\Carrot and Stick\I worked up my courage and tried turning around. response:	By coincidence, Azuki turned around at the same time.
context: Away\Telephone Directory\Copy\Copy\Preview of Next Episode\Carrot and Stick\I worked up my courage and tried turning around.\By coincidence, Azuki turned around at the same time. response:	A tenth of a second felt like ten seconds.
context: Telephone Directory\Copy\Copy\Preview of Next Episode\Carrot and Stick\I worked up my courage and tried turning around.\By coincidence, Azuki turned around at the same time.\A tenth of a second felt like ten seconds. response:	Then I turned back and hurried onwards.
context: Copy\Copy\Preview of Next Episode\Carrot and Stick\I worked up my courage and tried turning around.\By coincidence, Azuki turned around at the same time.\A tenth of a second felt like ten seconds.\Then I turned back and hurried onwards. response:	But I turned back again for two or three seconds.
context: Copy\Preview of Next Episode\Carrot and Stick\I worked up my courage and tried turning around.\By coincidence, Azuki turned around at the same time.\A tenth of a second felt like ten seconds.\Then I turned back and hurried onwards.\But I turned back again for two or three seconds. response:	In the distance, Azuki was looking back too.
context: Preview of Next Episode\Carrot and Stick\I worked up my courage and tried turning around.\By coincidence, Azuki turned around at the same time.\A tenth of a second felt like ten seconds.\Then I turned back and hurried onwards.\But I turned back again for two or three seconds.\In the distance, Azuki was looking back too. response:	It was like Azuki and I were on the same wavelength.
context: Carrot and Stick\I worked up my courage and tried turning around.\By coincidence, Azuki turned around at the same time.\A tenth of a second felt like ten seconds.\Then I turned back and hurried onwards.\But I turned back again for two or three seconds.\In the distance, Azuki was looking back too.\It was like Azuki and I were on the same wavelength. response:	Wavelength?
context: I worked up my courage and tried turning around.\By coincidence, Azuki turned around at the same time.\A tenth of a second felt like ten seconds.\Then I turned back and hurried onwards.\But I turned back again for two or three seconds.\In the distance, Azuki was looking back too.\It was like Azuki and I were on the same wavelength.\Wavelength? response:	Azuki probably turned around ten times, two of them just happened to meet with you.
context: By coincidence, Azuki turned around at the same time.\A tenth of a second felt like ten seconds.\Then I turned back and hurried onwards.\But I turned back again for two or three seconds.\In the distance, Azuki was looking back too.\It was like Azuki and I were on the same wavelength.\Wavelength?\Azuki probably turned around ten times, two of them just happened to meet with you. response:	It wasn't like that.
context: A tenth of a second felt like ten seconds.\Then I turned back and hurried onwards.\But I turned back again for two or three seconds.\In the distance, Azuki was looking back too.\It was like Azuki and I were on the same wavelength.\Wavelength?\Azuki probably turned around ten times, two of them just happened to meet with you.\It wasn't like that. response:	That must be an awesome feeling.
context: Then I turned back and hurried onwards.\But I turned back again for two or three seconds.\In the distance, Azuki was looking back too.\It was like Azuki and I were on the same wavelength.\Wavelength?\Azuki probably turned around ten times, two of them just happened to meet with you.\It wasn't like that.\That must be an awesome feeling. response:	It's not something that I can understand.
context: But I turned back again for two or three seconds.\In the distance, Azuki was looking back too.\It was like Azuki and I were on the same wavelength.\Wavelength?\Azuki probably turned around ten times, two of them just happened to meet with you.\It wasn't like that.\That must be an awesome feeling.\It's not something that I can understand. response:	Are you making fun of me?
context: In the distance, Azuki was looking back too.\It was like Azuki and I were on the same wavelength.\Wavelength?\Azuki probably turned around ten times, two of them just happened to meet with you.\It wasn't like that.\That must be an awesome feeling.\It's not something that I can understand.\Are you making fun of me? response:	No, I'm jealous.
context: It was like Azuki and I were on the same wavelength.\Wavelength?\Azuki probably turned around ten times, two of them just happened to meet with you.\It wasn't like that.\That must be an awesome feeling.\It's not something that I can understand.\Are you making fun of me?\No, I'm jealous. response:	The first time I saw Azuki was in my sixth year of elementary school.
context: Wavelength?\Azuki probably turned around ten times, two of them just happened to meet with you.\It wasn't like that.\That must be an awesome feeling.\It's not something that I can understand.\Are you making fun of me?\No, I'm jealous.\The first time I saw Azuki was in my sixth year of elementary school. response:	You and I went to Ake elementary and she went to Akeni elementary.
context: Azuki probably turned around ten times, two of them just happened to meet with you.\It wasn't like that.\That must be an awesome feeling.\It's not something that I can understand.\Are you making fun of me?\No, I'm jealous.\The first time I saw Azuki was in my sixth year of elementary school.\You and I went to Ake elementary and she went to Akeni elementary. response:	It was at a swimming contest between our schools.
context: It wasn't like that.\That must be an awesome feeling.\It's not something that I can understand.\Are you making fun of me?\No, I'm jealous.\The first time I saw Azuki was in my sixth year of elementary school.\You and I went to Ake elementary and she went to Akeni elementary.\It was at a swimming contest between our schools. response:	While she was on the other side of the pool, supporting, we watched each other the whole time.
context: That must be an awesome feeling.\It's not something that I can understand.\Are you making fun of me?\No, I'm jealous.\The first time I saw Azuki was in my sixth year of elementary school.\You and I went to Ake elementary and she went to Akeni elementary.\It was at a swimming contest between our schools.\While she was on the other side of the pool, supporting, we watched each other the whole time. response:	At that time, neither of us felt embarrassed.
context: It's not something that I can understand.\Are you making fun of me?\No, I'm jealous.\The first time I saw Azuki was in my sixth year of elementary school.\You and I went to Ake elementary and she went to Akeni elementary.\It was at a swimming contest between our schools.\While she was on the other side of the pool, supporting, we watched each other the whole time.\At that time, neither of us felt embarrassed. response:	Also, at the middle school entrance ceremony,
context: Are you making fun of me?\No, I'm jealous.\The first time I saw Azuki was in my sixth year of elementary school.\You and I went to Ake elementary and she went to Akeni elementary.\It was at a swimming contest between our schools.\While she was on the other side of the pool, supporting, we watched each other the whole time.\At that time, neither of us felt embarrassed.\Also, at the middle school entrance ceremony, response:	our eyes met again.
context: No, I'm jealous.\The first time I saw Azuki was in my sixth year of elementary school.\You and I went to Ake elementary and she went to Akeni elementary.\It was at a swimming contest between our schools.\While she was on the other side of the pool, supporting, we watched each other the whole time.\At that time, neither of us felt embarrassed.\Also, at the middle school entrance ceremony,\our eyes met again. response:	At that time, we were pretty close to each other so both of us turned away quickly.
context: The first time I saw Azuki was in my sixth year of elementary school.\You and I went to Ake elementary and she went to Akeni elementary.\It was at a swimming contest between our schools.\While she was on the other side of the pool, supporting, we watched each other the whole time.\At that time, neither of us felt embarrassed.\Also, at the middle school entrance ceremony,\our eyes met again.\At that time, we were pretty close to each other so both of us turned away quickly. response:	What?
context: You and I went to Ake elementary and she went to Akeni elementary.\It was at a swimming contest between our schools.\While she was on the other side of the pool, supporting, we watched each other the whole time.\At that time, neither of us felt embarrassed.\Also, at the middle school entrance ceremony,\our eyes met again.\At that time, we were pretty close to each other so both of us turned away quickly.\What? response:	You were conscious of each other since elementary school?
context: It was at a swimming contest between our schools.\While she was on the other side of the pool, supporting, we watched each other the whole time.\At that time, neither of us felt embarrassed.\Also, at the middle school entrance ceremony,\our eyes met again.\At that time, we were pretty close to each other so both of us turned away quickly.\What?\You were conscious of each other since elementary school? response:	And you liked each other?
context: While she was on the other side of the pool, supporting, we watched each other the whole time.\At that time, neither of us felt embarrassed.\Also, at the middle school entrance ceremony,\our eyes met again.\At that time, we were pretty close to each other so both of us turned away quickly.\What?\You were conscious of each other since elementary school?\And you liked each other? response:	But it's really only looking back now that I realize it.
context: At that time, neither of us felt embarrassed.\Also, at the middle school entrance ceremony,\our eyes met again.\At that time, we were pretty close to each other so both of us turned away quickly.\What?\You were conscious of each other since elementary school?\And you liked each other?\But it's really only looking back now that I realize it. response:	Well, okay, but no matter how much your wavelengths match,
context: Also, at the middle school entrance ceremony,\our eyes met again.\At that time, we were pretty close to each other so both of us turned away quickly.\What?\You were conscious of each other since elementary school?\And you liked each other?\But it's really only looking back now that I realize it.\Well, okay, but no matter how much your wavelengths match, response:	if you don't exchange email addresses, you can't have a conversation with her.
context: our eyes met again.\At that time, we were pretty close to each other so both of us turned away quickly.\What?\You were conscious of each other since elementary school?\And you liked each other?\But it's really only looking back now that I realize it.\Well, okay, but no matter how much your wavelengths match,\if you don't exchange email addresses, you can't have a conversation with her. response:	It'll be fine as long as I get her email by graduation.
context: At that time, we were pretty close to each other so both of us turned away quickly.\What?\You were conscious of each other since elementary school?\And you liked each other?\But it's really only looking back now that I realize it.\Well, okay, but no matter how much your wavelengths match,\if you don't exchange email addresses, you can't have a conversation with her.\It'll be fine as long as I get her email by graduation. response:	For now, it's manga.
context: What?\You were conscious of each other since elementary school?\And you liked each other?\But it's really only looking back now that I realize it.\Well, okay, but no matter how much your wavelengths match,\if you don't exchange email addresses, you can't have a conversation with her.\It'll be fine as long as I get her email by graduation.\For now, it's manga. response:	Ah, right.
context: You were conscious of each other since elementary school?\And you liked each other?\But it's really only looking back now that I realize it.\Well, okay, but no matter how much your wavelengths match,\if you don't exchange email addresses, you can't have a conversation with her.\It'll be fine as long as I get her email by graduation.\For now, it's manga.\Ah, right. response:	Here, I wrote five pages so far.
context: And you liked each other?\But it's really only looking back now that I realize it.\Well, okay, but no matter how much your wavelengths match,\if you don't exchange email addresses, you can't have a conversation with her.\It'll be fine as long as I get her email by graduation.\For now, it's manga.\Ah, right.\Here, I wrote five pages so far. response:	That was fast.
context: But it's really only looking back now that I realize it.\Well, okay, but no matter how much your wavelengths match,\if you don't exchange email addresses, you can't have a conversation with her.\It'll be fine as long as I get her email by graduation.\For now, it's manga.\Ah, right.\Here, I wrote five pages so far.\That was fast. response:	It's because I was writing while you were reminiscing.
context: Well, okay, but no matter how much your wavelengths match,\if you don't exchange email addresses, you can't have a conversation with her.\It'll be fine as long as I get her email by graduation.\For now, it's manga.\Ah, right.\Here, I wrote five pages so far.\That was fast.\It's because I was writing while you were reminiscing. response:	Futatsu no Chikyuu.
context: if you don't exchange email addresses, you can't have a conversation with her.\It'll be fine as long as I get her email by graduation.\For now, it's manga.\Ah, right.\Here, I wrote five pages so far.\That was fast.\It's because I was writing while you were reminiscing.\Futatsu no Chikyuu. response:	TL note: Futatsu no Chikyuu = The Two Earths
context: It'll be fine as long as I get her email by graduation.\For now, it's manga.\Ah, right.\Here, I wrote five pages so far.\That was fast.\It's because I was writing while you were reminiscing.\Futatsu no Chikyuu.\TL note: Futatsu no Chikyuu = The Two Earths response:	The Earth we live on is nothing but a clone of the real Earth,
context: For now, it's manga.\Ah, right.\Here, I wrote five pages so far.\That was fast.\It's because I was writing while you were reminiscing.\Futatsu no Chikyuu.\TL note: Futatsu no Chikyuu = The Two Earths\The Earth we live on is nothing but a clone of the real Earth, response:	and we humans are nothing but clones of the humans on the real Earth.
context: Ah, right.\Here, I wrote five pages so far.\That was fast.\It's because I was writing while you were reminiscing.\Futatsu no Chikyuu.\TL note: Futatsu no Chikyuu = The Two Earths\The Earth we live on is nothing but a clone of the real Earth,\and we humans are nothing but clones of the humans on the real Earth. response:	Yes, we were made by the real humans as materials for experiments.
context: Here, I wrote five pages so far.\That was fast.\It's because I was writing while you were reminiscing.\Futatsu no Chikyuu.\TL note: Futatsu no Chikyuu = The Two Earths\The Earth we live on is nothing but a clone of the real Earth,\and we humans are nothing but clones of the humans on the real Earth.\Yes, we were made by the real humans as materials for experiments. response:	By being in the same environment, we are left independent and observed by our copies
context: That was fast.\It's because I was writing while you were reminiscing.\Futatsu no Chikyuu.\TL note: Futatsu no Chikyuu = The Two Earths\The Earth we live on is nothing but a clone of the real Earth,\and we humans are nothing but clones of the humans on the real Earth.\Yes, we were made by the real humans as materials for experiments.\By being in the same environment, we are left independent and observed by our copies response:	in order to create a better world.
context: It's because I was writing while you were reminiscing.\Futatsu no Chikyuu.\TL note: Futatsu no Chikyuu = The Two Earths\The Earth we live on is nothing but a clone of the real Earth,\and we humans are nothing but clones of the humans on the real Earth.\Yes, we were made by the real humans as materials for experiments.\By being in the same environment, we are left independent and observed by our copies\in order to create a better world. response:	So, for the real Earth, researching us has brought an end to war and global warming.
context: Futatsu no Chikyuu.\TL note: Futatsu no Chikyuu = The Two Earths\The Earth we live on is nothing but a clone of the real Earth,\and we humans are nothing but clones of the humans on the real Earth.\Yes, we were made by the real humans as materials for experiments.\By being in the same environment, we are left independent and observed by our copies\in order to create a better world.\So, for the real Earth, researching us has brought an end to war and global warming. response:	Shuujin...
context: TL note: Futatsu no Chikyuu = The Two Earths\The Earth we live on is nothing but a clone of the real Earth,\and we humans are nothing but clones of the humans on the real Earth.\Yes, we were made by the real humans as materials for experiments.\By being in the same environment, we are left independent and observed by our copies\in order to create a better world.\So, for the real Earth, researching us has brought an end to war and global warming.\Shuujin... response:	What did you think?
context: The Earth we live on is nothing but a clone of the real Earth,\and we humans are nothing but clones of the humans on the real Earth.\Yes, we were made by the real humans as materials for experiments.\By being in the same environment, we are left independent and observed by our copies\in order to create a better world.\So, for the real Earth, researching us has brought an end to war and global warming.\Shuujin...\What did you think? response:	I knew it, it sucks, right?
context: and we humans are nothing but clones of the humans on the real Earth.\Yes, we were made by the real humans as materials for experiments.\By being in the same environment, we are left independent and observed by our copies\in order to create a better world.\So, for the real Earth, researching us has brought an end to war and global warming.\Shuujin...\What did you think?\I knew it, it sucks, right? response:	I knew a name was too high a hurdle to try to overcome so quickly.
context: Yes, we were made by the real humans as materials for experiments.\By being in the same environment, we are left independent and observed by our copies\in order to create a better world.\So, for the real Earth, researching us has brought an end to war and global warming.\Shuujin...\What did you think?\I knew it, it sucks, right?\I knew a name was too high a hurdle to try to overcome so quickly. response:	I didn't know how to divide the panels and stuff, and the pictures...
context: By being in the same environment, we are left independent and observed by our copies\in order to create a better world.\So, for the real Earth, researching us has brought an end to war and global warming.\Shuujin...\What did you think?\I knew it, it sucks, right?\I knew a name was too high a hurdle to try to overcome so quickly.\I didn't know how to divide the panels and stuff, and the pictures... response:	Did you rip this story off from somewhere?
context: in order to create a better world.\So, for the real Earth, researching us has brought an end to war and global warming.\Shuujin...\What did you think?\I knew it, it sucks, right?\I knew a name was too high a hurdle to try to overcome so quickly.\I didn't know how to divide the panels and stuff, and the pictures...\Did you rip this story off from somewhere? response:	I didn't, but forgive me if it has something in common with something else...
context: So, for the real Earth, researching us has brought an end to war and global warming.\Shuujin...\What did you think?\I knew it, it sucks, right?\I knew a name was too high a hurdle to try to overcome so quickly.\I didn't know how to divide the panels and stuff, and the pictures...\Did you rip this story off from somewhere?\I didn't, but forgive me if it has something in common with something else... response:	Anyone could come up with something like this.
context: Shuujin...\What did you think?\I knew it, it sucks, right?\I knew a name was too high a hurdle to try to overcome so quickly.\I didn't know how to divide the panels and stuff, and the pictures...\Did you rip this story off from somewhere?\I didn't, but forgive me if it has something in common with something else...\Anyone could come up with something like this. response:	This isn't something anyone could come up with!
context: What did you think?\I knew it, it sucks, right?\I knew a name was too high a hurdle to try to overcome so quickly.\I didn't know how to divide the panels and stuff, and the pictures...\Did you rip this story off from somewhere?\I didn't, but forgive me if it has something in common with something else...\Anyone could come up with something like this.\This isn't something anyone could come up with! response:	At least I couldn't.
context: I knew it, it sucks, right?\I knew a name was too high a hurdle to try to overcome so quickly.\I didn't know how to divide the panels and stuff, and the pictures...\Did you rip this story off from somewhere?\I didn't, but forgive me if it has something in common with something else...\Anyone could come up with something like this.\This isn't something anyone could come up with!\At least I couldn't. response:	Actually, I'm really getting drawn in by this setup.
context: I knew a name was too high a hurdle to try to overcome so quickly.\I didn't know how to divide the panels and stuff, and the pictures...\Did you rip this story off from somewhere?\I didn't, but forgive me if it has something in common with something else...\Anyone could come up with something like this.\This isn't something anyone could come up with!\At least I couldn't.\Actually, I'm really getting drawn in by this setup. response:	You're kidding?!
context: I didn't know how to divide the panels and stuff, and the pictures...\Did you rip this story off from somewhere?\I didn't, but forgive me if it has something in common with something else...\Anyone could come up with something like this.\This isn't something anyone could come up with!\At least I couldn't.\Actually, I'm really getting drawn in by this setup.\You're kidding?! response:	Seriously.
