context: /** TS by scol **/ last update: 10/10/02 11:25PM PST response:	Let's become manga artists!!
context: Opening Theme Chou Hero Densetsu\SongwritinghhhhhKaasui Keniiche\ArrangementhhhhhSuzuki Masaki\SonghhhhhKageyama Hironobu\Hero - really cool\Hero - lives within you\Animation\Producer response:	Matsukura Yuusan
context: SongwritinghhhhhKaasui Keniiche\ArrangementhhhhhSuzuki Masaki\SonghhhhhKageyama Hironobu\Hero - really cool\Hero - lives within you\Animation\Producer\Matsukura Yuusan response:	Hot energy
context: ArrangementhhhhhSuzuki Masaki\SonghhhhhKageyama Hironobu\Hero - really cool\Hero - lives within you\Animation\Producer\Matsukura Yuusan\Hot energy response:	Production
context: SonghhhhhKageyama Hironobu\Hero - really cool\Hero - lives within you\Animation\Producer\Matsukura Yuusan\Hot energy\Production response:	Management
context: Hero - really cool\Hero - lives within you\Animation\Producer\Matsukura Yuusan\Hot energy\Production\Management response:	Saitou Kenji Masa Noshima Negishi Tomoya
context: Hero - lives within you\Animation\Producer\Matsukura Yuusan\Hot energy\Production\Management\Saitou Kenji Masa Noshima Negishi Tomoya response:	Burning energy
context: Animation\Producer\Matsukura Yuusan\Hot energy\Production\Management\Saitou Kenji Masa Noshima Negishi Tomoya\Burning energy response:	DirectorhhhhhhhhhKaasui Keniiche
context: Producer\Matsukura Yuusan\Hot energy\Production\Management\Saitou Kenji Masa Noshima Negishi Tomoya\Burning energy\DirectorhhhhhhhhhKaasui Keniiche response:	Hey, Taka.
context: Matsukura Yuusan\Hot energy\Production\Management\Saitou Kenji Masa Noshima Negishi Tomoya\Burning energy\DirectorhhhhhhhhhKaasui Keniiche\Hey, Taka. response:	So you won another art award?
context: Hot energy\Production\Management\Saitou Kenji Masa Noshima Negishi Tomoya\Burning energy\DirectorhhhhhhhhhKaasui Keniiche\Hey, Taka.\So you won another art award? response:	I didn't know you were coming, Uncle!
context: Production\Management\Saitou Kenji Masa Noshima Negishi Tomoya\Burning energy\DirectorhhhhhhhhhKaasui Keniiche\Hey, Taka.\So you won another art award?\I didn't know you were coming, Uncle! response:	Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's.
context: Management\Saitou Kenji Masa Noshima Negishi Tomoya\Burning energy\DirectorhhhhhhhhhKaasui Keniiche\Hey, Taka.\So you won another art award?\I didn't know you were coming, Uncle!\Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's. response:	Mashiro
context: Saitou Kenji Masa Noshima Negishi Tomoya\Burning energy\DirectorhhhhhhhhhKaasui Keniiche\Hey, Taka.\So you won another art award?\I didn't know you were coming, Uncle!\Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's.\Mashiro response:	New Year's Gift
context: Burning energy\DirectorhhhhhhhhhKaasui Keniiche\Hey, Taka.\So you won another art award?\I didn't know you were coming, Uncle!\Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's.\Mashiro\New Year's Gift response:	New Year's Gift
context: DirectorhhhhhhhhhKaasui Keniiche\Hey, Taka.\So you won another art award?\I didn't know you were coming, Uncle!\Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's.\Mashiro\New Year's Gift\New Year's Gift response:	New Year's Gift
context: Hey, Taka.\So you won another art award?\I didn't know you were coming, Uncle!\Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's.\Mashiro\New Year's Gift\New Year's Gift\New Year's Gift response:	New Year's Gift
context: So you won another art award?\I didn't know you were coming, Uncle!\Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's.\Mashiro\New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift response:	New Year's Gift
context: I didn't know you were coming, Uncle!\Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's.\Mashiro\New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift response:	Here!
context: Yeah well, I didn't want to get in trouble for not visiting my folks on New Year's.\Mashiro\New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift\Here! response:	New Year's Gift
context: Mashiro\New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift\Here!\New Year's Gift response:	New Year's Gift
context: New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift\Here!\New Year's Gift\New Year's Gift response:	New Year's Gift
context: New Year's Gift\New Year's Gift\New Year's Gift\New Year's Gift\Here!\New Year's Gift\New Year's Gift\New Year's Gift response:	Thanks!
context: New Year's Gift\New Year's Gift\New Year's Gift\Here!\New Year's Gift\New Year's Gift\New Year's Gift\Thanks! response:	But wow.
context: New Year's Gift\New Year's Gift\Here!\New Year's Gift\New Year's Gift\New Year's Gift\Thanks!\But wow. response:	Certificate of Honor
context: New Year's Gift\Here!\New Year's Gift\New Year's Gift\New Year's Gift\Thanks!\But wow.\Certificate of Honor response:	Second Place Mashiro Moritaka
context: Here!\New Year's Gift\New Year's Gift\New Year's Gift\Thanks!\But wow.\Certificate of Honor\Second Place Mashiro Moritaka response:	You've even got a cabinet minister's name on this one.
context: New Year's Gift\New Year's Gift\New Year's Gift\Thanks!\But wow.\Certificate of Honor\Second Place Mashiro Moritaka\You've even got a cabinet minister's name on this one. response:	I guess you're gonna grow up to be an artist or a designer, huh?
context: New Year's Gift\New Year's Gift\Thanks!\But wow.\Certificate of Honor\Second Place Mashiro Moritaka\You've even got a cabinet minister's name on this one.\I guess you're gonna grow up to be an artist or a designer, huh? response:	Uncle never said mangaka”.
context: New Year's Gift\Thanks!\But wow.\Certificate of Honor\Second Place Mashiro Moritaka\You've even got a cabinet minister's name on this one.\I guess you're gonna grow up to be an artist or a designer, huh?\Uncle never said mangaka”. response:	Translator TLc
context: Thanks!\But wow.\Certificate of Honor\Second Place Mashiro Moritaka\You've even got a cabinet minister's name on this one.\I guess you're gonna grow up to be an artist or a designer, huh?\Uncle never said mangaka”.\Translator TLc response:	watchrocksgrow kewl0210
context: But wow.\Certificate of Honor\Second Place Mashiro Moritaka\You've even got a cabinet minister's name on this one.\I guess you're gonna grow up to be an artist or a designer, huh?\Uncle never said mangaka”.\Translator TLc\watchrocksgrow kewl0210 response:	Timing Edit
context: Certificate of Honor\Second Place Mashiro Moritaka\You've even got a cabinet minister's name on this one.\I guess you're gonna grow up to be an artist or a designer, huh?\Uncle never said mangaka”.\Translator TLc\watchrocksgrow kewl0210\Timing Edit response:	FAbian101, Chrno Z4kku, bobo343
context: Second Place Mashiro Moritaka\You've even got a cabinet minister's name on this one.\I guess you're gonna grow up to be an artist or a designer, huh?\Uncle never said mangaka”.\Translator TLc\watchrocksgrow kewl0210\Timing Edit\FAbian101, Chrno Z4kku, bobo343 response:	Typesetting Karaoke
context: You've even got a cabinet minister's name on this one.\I guess you're gonna grow up to be an artist or a designer, huh?\Uncle never said mangaka”.\Translator TLc\watchrocksgrow kewl0210\Timing Edit\FAbian101, Chrno Z4kku, bobo343\Typesetting Karaoke response:	scol, Kme Jecht, KmE, pablo212
context: I guess you're gonna grow up to be an artist or a designer, huh?\Uncle never said mangaka”.\Translator TLc\watchrocksgrow kewl0210\Timing Edit\FAbian101, Chrno Z4kku, bobo343\Typesetting Karaoke\scol, Kme Jecht, KmE, pablo212 response:	QC
context: Uncle never said mangaka”.\Translator TLc\watchrocksgrow kewl0210\Timing Edit\FAbian101, Chrno Z4kku, bobo343\Typesetting Karaoke\scol, Kme Jecht, KmE, pablo212\QC response:	Alais Echo_Chidori blazephantom
context: Translator TLc\watchrocksgrow kewl0210\Timing Edit\FAbian101, Chrno Z4kku, bobo343\Typesetting Karaoke\scol, Kme Jecht, KmE, pablo212\QC\Alais Echo_Chidori blazephantom response:	Encode
context: watchrocksgrow kewl0210\Timing Edit\FAbian101, Chrno Z4kku, bobo343\Typesetting Karaoke\scol, Kme Jecht, KmE, pablo212\QC\Alais Echo_Chidori blazephantom\Encode response:	cryptw pablo212
context: Timing Edit\FAbian101, Chrno Z4kku, bobo343\Typesetting Karaoke\scol, Kme Jecht, KmE, pablo212\QC\Alais Echo_Chidori blazephantom\Encode\cryptw pablo212 response:	A blue bird flying through a blue sky
context: FAbian101, Chrno Z4kku, bobo343\Typesetting Karaoke\scol, Kme Jecht, KmE, pablo212\QC\Alais Echo_Chidori blazephantom\Encode\cryptw pablo212\A blue bird flying through a blue sky response:	Can you see that bird?
context: Typesetting Karaoke\scol, Kme Jecht, KmE, pablo212\QC\Alais Echo_Chidori blazephantom\Encode\cryptw pablo212\A blue bird flying through a blue sky\Can you see that bird? response:	Happiness is always, feeling invisible colors
context: scol, Kme Jecht, KmE, pablo212\QC\Alais Echo_Chidori blazephantom\Encode\cryptw pablo212\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors response:	I look up at a spring sky, full of nothing but worries
context: QC\Alais Echo_Chidori blazephantom\Encode\cryptw pablo212\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries response:	and hang my head
context: Alais Echo_Chidori blazephantom\Encode\cryptw pablo212\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head response:	but I'm looking up again
context: Encode\cryptw pablo212\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again response:	I decided I would find them in this town
context: cryptw pablo212\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\I decided I would find them in this town response:	and hold close to my chest the things I must not lose
context: A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\I decided I would find them in this town\and hold close to my chest the things I must not lose response:	A blue bird flying through a blue sky
context: Can you see that bird?\Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\I decided I would find them in this town\and hold close to my chest the things I must not lose\A blue bird flying through a blue sky response:	Can you see that bird?
context: Happiness is always, feeling invisible colors\I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\I decided I would find them in this town\and hold close to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird? response:	Happiness is always, feeling invisible colors
context: I look up at a spring sky, full of nothing but worries\and hang my head\but I'm looking up again\I decided I would find them in this town\and hold close to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors response:	Dream and Reality
context: and hang my head\but I'm looking up again\I decided I would find them in this town\and hold close to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\Dream and Reality response:	Moritaka! Time to get up!
context: but I'm looking up again\I decided I would find them in this town\and hold close to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\Dream and Reality\Moritaka! Time to get up! response:	You'll be late for school.
context: I decided I would find them in this town\and hold close to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\Dream and Reality\Moritaka! Time to get up!\You'll be late for school. response:	Moritaka!
context: and hold close to my chest the things I must not lose\A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\Dream and Reality\Moritaka! Time to get up!\You'll be late for school.\Moritaka! response:	In the third year of middle school, the last year of compulsory education,
context: A blue bird flying through a blue sky\Can you see that bird?\Happiness is always, feeling invisible colors\Dream and Reality\Moritaka! Time to get up!\You'll be late for school.\Moritaka!\In the third year of middle school, the last year of compulsory education, response:	adults are always asking us what our dreams are for the future.
context: Can you see that bird?\Happiness is always, feeling invisible colors\Dream and Reality\Moritaka! Time to get up!\You'll be late for school.\Moritaka!\In the third year of middle school, the last year of compulsory education,\adults are always asking us what our dreams are for the future. response:	I don't know.”
context: Happiness is always, feeling invisible colors\Dream and Reality\Moritaka! Time to get up!\You'll be late for school.\Moritaka!\In the third year of middle school, the last year of compulsory education,\adults are always asking us what our dreams are for the future.\I don't know.” response:	I still haven't decided.”
context: Dream and Reality\Moritaka! Time to get up!\You'll be late for school.\Moritaka!\In the third year of middle school, the last year of compulsory education,\adults are always asking us what our dreams are for the future.\I don't know.”\I still haven't decided.” response:	It's considered normal to move onto a better high school, to the best possible university,
context: Moritaka! Time to get up!\You'll be late for school.\Moritaka!\In the third year of middle school, the last year of compulsory education,\adults are always asking us what our dreams are for the future.\I don't know.”\I still haven't decided.”\It's considered normal to move onto a better high school, to the best possible university, response:	and then on to the best company possible.
context: You'll be late for school.\Moritaka!\In the third year of middle school, the last year of compulsory education,\adults are always asking us what our dreams are for the future.\I don't know.”\I still haven't decided.”\It's considered normal to move onto a better high school, to the best possible university,\and then on to the best company possible. response:	Yeah, just live life normally.
context: Moritaka!\In the third year of middle school, the last year of compulsory education,\adults are always asking us what our dreams are for the future.\I don't know.”\I still haven't decided.”\It's considered normal to move onto a better high school, to the best possible university,\and then on to the best company possible.\Yeah, just live life normally. response:	Tanikusa City Akehi Middle School
context: In the third year of middle school, the last year of compulsory education,\adults are always asking us what our dreams are for the future.\I don't know.”\I still haven't decided.”\It's considered normal to move onto a better high school, to the best possible university,\and then on to the best company possible.\Yeah, just live life normally.\Tanikusa City Akehi Middle School response:	That's why even though I find it easier to keep myself busy with games and computer stuff at home,
context: adults are always asking us what our dreams are for the future.\I don't know.”\I still haven't decided.”\It's considered normal to move onto a better high school, to the best possible university,\and then on to the best company possible.\Yeah, just live life normally.\Tanikusa City Akehi Middle School\That's why even though I find it easier to keep myself busy with games and computer stuff at home, response:	but I still go to school every day.
context: I don't know.”\I still haven't decided.”\It's considered normal to move onto a better high school, to the best possible university,\and then on to the best company possible.\Yeah, just live life normally.\Tanikusa City Akehi Middle School\That's why even though I find it easier to keep myself busy with games and computer stuff at home,\but I still go to school every day. response:	I don't want to cause problems for my parents.
context: I still haven't decided.”\It's considered normal to move onto a better high school, to the best possible university,\and then on to the best company possible.\Yeah, just live life normally.\Tanikusa City Akehi Middle School\That's why even though I find it easier to keep myself busy with games and computer stuff at home,\but I still go to school every day.\I don't want to cause problems for my parents. response:	I don't want to be called a recluse.
context: It's considered normal to move onto a better high school, to the best possible university,\and then on to the best company possible.\Yeah, just live life normally.\Tanikusa City Akehi Middle School\That's why even though I find it easier to keep myself busy with games and computer stuff at home,\but I still go to school every day.\I don't want to cause problems for my parents.\I don't want to be called a recluse. response:	I don't want to be called a permanent part-timer”.
context: and then on to the best company possible.\Yeah, just live life normally.\Tanikusa City Akehi Middle School\That's why even though I find it easier to keep myself busy with games and computer stuff at home,\but I still go to school every day.\I don't want to cause problems for my parents.\I don't want to be called a recluse.\I don't want to be called a permanent part-timer”. response:	That's why I'll take the normal route into society, and become a salaryman.
context: Yeah, just live life normally.\Tanikusa City Akehi Middle School\That's why even though I find it easier to keep myself busy with games and computer stuff at home,\but I still go to school every day.\I don't want to cause problems for my parents.\I don't want to be called a recluse.\I don't want to be called a permanent part-timer”.\That's why I'll take the normal route into society, and become a salaryman. response:	Tosho News
context: Tanikusa City Akehi Middle School\That's why even though I find it easier to keep myself busy with games and computer stuff at home,\but I still go to school every day.\I don't want to cause problems for my parents.\I don't want to be called a recluse.\I don't want to be called a permanent part-timer”.\That's why I'll take the normal route into society, and become a salaryman.\Tosho News response:	National Book Report Contest
context: That's why even though I find it easier to keep myself busy with games and computer stuff at home,\but I still go to school every day.\I don't want to cause problems for my parents.\I don't want to be called a recluse.\I don't want to be called a permanent part-timer”.\That's why I'll take the normal route into society, and become a salaryman.\Tosho News\National Book Report Contest response:	Results Announced!!
context: but I still go to school every day.\I don't want to cause problems for my parents.\I don't want to be called a recluse.\I don't want to be called a permanent part-timer”.\That's why I'll take the normal route into society, and become a salaryman.\Tosho News\National Book Report Contest\Results Announced!! response:	Congratulations to Takagi Akito-kun!
context: I don't want to cause problems for my parents.\I don't want to be called a recluse.\I don't want to be called a permanent part-timer”.\That's why I'll take the normal route into society, and become a salaryman.\Tosho News\National Book Report Contest\Results Announced!!\Congratulations to Takagi Akito-kun! response:	The ones who'll jump to the top at those places
context: I don't want to be called a recluse.\I don't want to be called a permanent part-timer”.\That's why I'll take the normal route into society, and become a salaryman.\Tosho News\National Book Report Contest\Results Announced!!\Congratulations to Takagi Akito-kun!\The ones who'll jump to the top at those places response:	are the ones who're getting good grades now and have a high rank.
context: I don't want to be called a permanent part-timer”.\That's why I'll take the normal route into society, and become a salaryman.\Tosho News\National Book Report Contest\Results Announced!!\Congratulations to Takagi Akito-kun!\The ones who'll jump to the top at those places\are the ones who're getting good grades now and have a high rank. response:	The rankings are already fixed, so the future will be nothing more than an extension of the present.
context: That's why I'll take the normal route into society, and become a salaryman.\Tosho News\National Book Report Contest\Results Announced!!\Congratulations to Takagi Akito-kun!\The ones who'll jump to the top at those places\are the ones who're getting good grades now and have a high rank.\The rankings are already fixed, so the future will be nothing more than an extension of the present. response:	A boring future.
context: Tosho News\National Book Report Contest\Results Announced!!\Congratulations to Takagi Akito-kun!\The ones who'll jump to the top at those places\are the ones who're getting good grades now and have a high rank.\The rankings are already fixed, so the future will be nothing more than an extension of the present.\A boring future. response:	Life is tiresome.
context: National Book Report Contest\Results Announced!!\Congratulations to Takagi Akito-kun!\The ones who'll jump to the top at those places\are the ones who're getting good grades now and have a high rank.\The rankings are already fixed, so the future will be nothing more than an extension of the present.\A boring future.\Life is tiresome. response:	That is my outlook on life, having lived these last 14 years as a good kid should.
context: Results Announced!!\Congratulations to Takagi Akito-kun!\The ones who'll jump to the top at those places\are the ones who're getting good grades now and have a high rank.\The rankings are already fixed, so the future will be nothing more than an extension of the present.\A boring future.\Life is tiresome.\That is my outlook on life, having lived these last 14 years as a good kid should. response:	There was something in a book I just read,
context: Congratulations to Takagi Akito-kun!\The ones who'll jump to the top at those places\are the ones who're getting good grades now and have a high rank.\The rankings are already fixed, so the future will be nothing more than an extension of the present.\A boring future.\Life is tiresome.\That is my outlook on life, having lived these last 14 years as a good kid should.\There was something in a book I just read, response:	that the greatest event, the highest purpose of life, is love.
context: The ones who'll jump to the top at those places\are the ones who're getting good grades now and have a high rank.\The rankings are already fixed, so the future will be nothing more than an extension of the present.\A boring future.\Life is tiresome.\That is my outlook on life, having lived these last 14 years as a good kid should.\There was something in a book I just read,\that the greatest event, the highest purpose of life, is love. response:	Who am I kidding?
context: are the ones who're getting good grades now and have a high rank.\The rankings are already fixed, so the future will be nothing more than an extension of the present.\A boring future.\Life is tiresome.\That is my outlook on life, having lived these last 14 years as a good kid should.\There was something in a book I just read,\that the greatest event, the highest purpose of life, is love.\Who am I kidding? response:	That's some crap said by a womanizing adult.
context: The rankings are already fixed, so the future will be nothing more than an extension of the present.\A boring future.\Life is tiresome.\That is my outlook on life, having lived these last 14 years as a good kid should.\There was something in a book I just read,\that the greatest event, the highest purpose of life, is love.\Who am I kidding?\That's some crap said by a womanizing adult. response:	For me, who can't even talk to the girl he likes,
context: A boring future.\Life is tiresome.\That is my outlook on life, having lived these last 14 years as a good kid should.\There was something in a book I just read,\that the greatest event, the highest purpose of life, is love.\Who am I kidding?\That's some crap said by a womanizing adult.\For me, who can't even talk to the girl he likes, response:	love is just sad and painful.
context: Life is tiresome.\That is my outlook on life, having lived these last 14 years as a good kid should.\There was something in a book I just read,\that the greatest event, the highest purpose of life, is love.\Who am I kidding?\That's some crap said by a womanizing adult.\For me, who can't even talk to the girl he likes,\love is just sad and painful. response:	Fruitless love...
