context: Kochi kite hayaku! Kochi kite suguni! response:	Hurry over here! Come over here now!
context: abarete wasurede genki dashite\Just forget all about it!\Ignored.\Sen Nou!\One, Two!\Oni-san, achira! sono kado magaru\HSO\Hey, its over there! Round the corner! response:	Koutei Dai-shugo!
context: Just forget all about it!\Ignored.\Sen Nou!\One, Two!\Oni-san, achira! sono kado magaru\HSO\Hey, its over there! Round the corner!\Koutei Dai-shugo! response:	Schoolground big parade!
context: Ignored.\Sen Nou!\One, Two!\Oni-san, achira! sono kado magaru\HSO\Hey, its over there! Round the corner!\Koutei Dai-shugo!\Schoolground big parade! response:	Watashi wa dare deshou?
context: Sen Nou!\One, Two!\Oni-san, achira! sono kado magaru\HSO\Hey, its over there! Round the corner!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou? response:	Who the hell am I?
context: One, Two!\Oni-san, achira! sono kado magaru\HSO\Hey, its over there! Round the corner!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I? response:	Tanoshii de mainichi ookiku nare ba
context: Oni-san, achira! sono kado magaru\HSO\Hey, its over there! Round the corner!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba response:	If you have fun and grow up everyday.
context: HSO\Hey, its over there! Round the corner!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday. response:	asobenaino, shiritai, shiranai, shiritai!
context: Hey, its over there! Round the corner!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobenaino, shiritai, shiranai, shiritai! response:	O? DSD
context: Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobenaino, shiritai, shiranai, shiritai!\O? DSD response:	Dont you wanna play? I wanna know, I dunno, but I wanna know!
context: Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobenaino, shiritai, shiranai, shiritai!\O? DSD\Dont you wanna play? I wanna know, I dunno, but I wanna know! response:	Tanoshii de mainichi chiisai na koto de!
context: Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobenaino, shiritai, shiranai, shiritai!\O? DSD\Dont you wanna play? I wanna know, I dunno, but I wanna know!\Tanoshii de mainichi chiisai na koto de! response:	Enjoy all the little things everyday.
context: Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobenaino, shiritai, shiranai, shiritai!\O? DSD\Dont you wanna play? I wanna know, I dunno, but I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday. response:	warai aidara sore wa sore de ureshii
context: Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobenaino, shiritai, shiranai, shiritai!\O? DSD\Dont you wanna play? I wanna know, I dunno, but I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii response:	Just seeing a smile makes me happy!
context: If you have fun and grow up everyday.\asobenaino, shiritai, shiranai, shiritai!\O? DSD\Dont you wanna play? I wanna know, I dunno, but I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy! response:	sore mou kore mou dore mou
context: asobenaino, shiritai, shiranai, shiritai!\O? DSD\Dont you wanna play? I wanna know, I dunno, but I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou response:	Like this one, that one, and that one too!
context: O? DSD\Dont you wanna play? I wanna know, I dunno, but I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too! response:	sanningoko setsuwase wow!
context: Dont you wanna play? I wanna know, I dunno, but I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow! response:	WOW
context: Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW response:	Then its the fine whether its three or five!
context: Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then its the fine whether its three or five! response:	This program is brought to you by the following sponsors.
context: warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then its the fine whether its three or five!\This program is brought to you by the following sponsors. response:	There's lots of intruders.
context: Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then its the fine whether its three or five!\This program is brought to you by the following sponsors.\There's lots of intruders. response:	Hey Futaba, did you catch a cold again?
context: sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then its the fine whether its three or five!\This program is brought to you by the following sponsors.\There's lots of intruders.\Hey Futaba, did you catch a cold again? response:	Even though it's already summer.
context: Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then its the fine whether its three or five!\This program is brought to you by the following sponsors.\There's lots of intruders.\Hey Futaba, did you catch a cold again?\Even though it's already summer. response:	Satou Shinya
context: sanningoko setsuwase wow!\WOW\Then its the fine whether its three or five!\This program is brought to you by the following sponsors.\There's lots of intruders.\Hey Futaba, did you catch a cold again?\Even though it's already summer.\Satou Shinya response:	a role-model student.
context: WOW\Then its the fine whether its three or five!\This program is brought to you by the following sponsors.\There's lots of intruders.\Hey Futaba, did you catch a cold again?\Even though it's already summer.\Satou Shinya\a role-model student. response:	This is an experiment!
context: Then its the fine whether its three or five!\This program is brought to you by the following sponsors.\There's lots of intruders.\Hey Futaba, did you catch a cold again?\Even though it's already summer.\Satou Shinya\a role-model student.\This is an experiment! response:	an experiment?
context: This program is brought to you by the following sponsors.\There's lots of intruders.\Hey Futaba, did you catch a cold again?\Even though it's already summer.\Satou Shinya\a role-model student.\This is an experiment!\an experiment? response:	Yep!
context: There's lots of intruders.\Hey Futaba, did you catch a cold again?\Even though it's already summer.\Satou Shinya\a role-model student.\This is an experiment!\an experiment?\Yep! response:	An experiment to see how much cooler it feels to not wear panties in summer.
context: Hey Futaba, did you catch a cold again?\Even though it's already summer.\Satou Shinya\a role-model student.\This is an experiment!\an experiment?\Yep!\An experiment to see how much cooler it feels to not wear panties in summer. response:	E-Eh?!
context: Even though it's already summer.\Satou Shinya\a role-model student.\This is an experiment!\an experiment?\Yep!\An experiment to see how much cooler it feels to not wear panties in summer.\E-Eh?! response:	It really works!
context: Satou Shinya\a role-model student.\This is an experiment!\an experiment?\Yep!\An experiment to see how much cooler it feels to not wear panties in summer.\E-Eh?!\It really works! response:	Come on and try it, Shin-chan!
context: a role-model student.\This is an experiment!\an experiment?\Yep!\An experiment to see how much cooler it feels to not wear panties in summer.\E-Eh?!\It really works!\Come on and try it, Shin-chan! response:	A-As if I would do something as stupid as that.
context: This is an experiment!\an experiment?\Yep!\An experiment to see how much cooler it feels to not wear panties in summer.\E-Eh?!\It really works!\Come on and try it, Shin-chan!\A-As if I would do something as stupid as that. response:	Shin-chan sure is cold.
context: an experiment?\Yep!\An experiment to see how much cooler it feels to not wear panties in summer.\E-Eh?!\It really works!\Come on and try it, Shin-chan!\A-As if I would do something as stupid as that.\Shin-chan sure is cold. response:	Geez... that idiot...
context: Yep!\An experiment to see how much cooler it feels to not wear panties in summer.\E-Eh?!\It really works!\Come on and try it, Shin-chan!\A-As if I would do something as stupid as that.\Shin-chan sure is cold.\Geez... that idiot... response:	Hey Satou.
context: An experiment to see how much cooler it feels to not wear panties in summer.\E-Eh?!\It really works!\Come on and try it, Shin-chan!\A-As if I would do something as stupid as that.\Shin-chan sure is cold.\Geez... that idiot...\Hey Satou. response:	What's up, Chiba?
context: E-Eh?!\It really works!\Come on and try it, Shin-chan!\A-As if I would do something as stupid as that.\Shin-chan sure is cold.\Geez... that idiot...\Hey Satou.\What's up, Chiba? response:	You sure get along well with Futaba.
context: It really works!\Come on and try it, Shin-chan!\A-As if I would do something as stupid as that.\Shin-chan sure is cold.\Geez... that idiot...\Hey Satou.\What's up, Chiba?\You sure get along well with Futaba. response:	Not really, we've just been friends since we were little.
context: Come on and try it, Shin-chan!\A-As if I would do something as stupid as that.\Shin-chan sure is cold.\Geez... that idiot...\Hey Satou.\What's up, Chiba?\You sure get along well with Futaba.\Not really, we've just been friends since we were little. response:	So... have you seen them?
context: A-As if I would do something as stupid as that.\Shin-chan sure is cold.\Geez... that idiot...\Hey Satou.\What's up, Chiba?\You sure get along well with Futaba.\Not really, we've just been friends since we were little.\So... have you seen them? response:	Seen what?
context: Shin-chan sure is cold.\Geez... that idiot...\Hey Satou.\What's up, Chiba?\You sure get along well with Futaba.\Not really, we've just been friends since we were little.\So... have you seen them?\Seen what? response:	Futaba's panties.
context: Geez... that idiot...\Hey Satou.\What's up, Chiba?\You sure get along well with Futaba.\Not really, we've just been friends since we were little.\So... have you seen them?\Seen what?\Futaba's panties. response:	O-Oi! T-There's no way-y...
context: Hey Satou.\What's up, Chiba?\You sure get along well with Futaba.\Not really, we've just been friends since we were little.\So... have you seen them?\Seen what?\Futaba's panties.\O-Oi! T-There's no way-y... response:	What are you doing anyway...
context: What's up, Chiba?\You sure get along well with Futaba.\Not really, we've just been friends since we were little.\So... have you seen them?\Seen what?\Futaba's panties.\O-Oi! T-There's no way-y...\What are you doing anyway... response:	I was just wondering if I could see the heroine's panties in this manga.
context: You sure get along well with Futaba.\Not really, we've just been friends since we were little.\So... have you seen them?\Seen what?\Futaba's panties.\O-Oi! T-There's no way-y...\What are you doing anyway...\I was just wondering if I could see the heroine's panties in this manga. response:	Chiba Yuudai
context: Not really, we've just been friends since we were little.\So... have you seen them?\Seen what?\Futaba's panties.\O-Oi! T-There's no way-y...\What are you doing anyway...\I was just wondering if I could see the heroine's panties in this manga.\Chiba Yuudai response:	A nice and healthy Boy
context: So... have you seen them?\Seen what?\Futaba's panties.\O-Oi! T-There's no way-y...\What are you doing anyway...\I was just wondering if I could see the heroine's panties in this manga.\Chiba Yuudai\A nice and healthy Boy response:	Did you get hit on the head?
context: Seen what?\Futaba's panties.\O-Oi! T-There's no way-y...\What are you doing anyway...\I was just wondering if I could see the heroine's panties in this manga.\Chiba Yuudai\A nice and healthy Boy\Did you get hit on the head? response:	I'm just kidding.
context: Futaba's panties.\O-Oi! T-There's no way-y...\What are you doing anyway...\I was just wondering if I could see the heroine's panties in this manga.\Chiba Yuudai\A nice and healthy Boy\Did you get hit on the head?\I'm just kidding. response:	You shouldn't even bring manga to school in the first place.
context: O-Oi! T-There's no way-y...\What are you doing anyway...\I was just wondering if I could see the heroine's panties in this manga.\Chiba Yuudai\A nice and healthy Boy\Did you get hit on the head?\I'm just kidding.\You shouldn't even bring manga to school in the first place. response:	I guess it's about time to move on from manga and get my hands on some porn.
context: What are you doing anyway...\I was just wondering if I could see the heroine's panties in this manga.\Chiba Yuudai\A nice and healthy Boy\Did you get hit on the head?\I'm just kidding.\You shouldn't even bring manga to school in the first place.\I guess it's about time to move on from manga and get my hands on some porn. response:	That's not allowed, Hitoha-chan...
context: I was just wondering if I could see the heroine's panties in this manga.\Chiba Yuudai\A nice and healthy Boy\Did you get hit on the head?\I'm just kidding.\You shouldn't even bring manga to school in the first place.\I guess it's about time to move on from manga and get my hands on some porn.\That's not allowed, Hitoha-chan... response:	You can't bring those kinds of books to school.
context: Chiba Yuudai\A nice and healthy Boy\Did you get hit on the head?\I'm just kidding.\You shouldn't even bring manga to school in the first place.\I guess it's about time to move on from manga and get my hands on some porn.\That's not allowed, Hitoha-chan...\You can't bring those kinds of books to school. response:	D-Don't bring that any closer!
context: A nice and healthy Boy\Did you get hit on the head?\I'm just kidding.\You shouldn't even bring manga to school in the first place.\I guess it's about time to move on from manga and get my hands on some porn.\That's not allowed, Hitoha-chan...\You can't bring those kinds of books to school.\D-Don't bring that any closer! response:	What kind of book is it...
context: Did you get hit on the head?\I'm just kidding.\You shouldn't even bring manga to school in the first place.\I guess it's about time to move on from manga and get my hands on some porn.\That's not allowed, Hitoha-chan...\You can't bring those kinds of books to school.\D-Don't bring that any closer!\What kind of book is it... response:	A-Amazing...
context: I'm just kidding.\You shouldn't even bring manga to school in the first place.\I guess it's about time to move on from manga and get my hands on some porn.\That's not allowed, Hitoha-chan...\You can't bring those kinds of books to school.\D-Don't bring that any closer!\What kind of book is it...\A-Amazing... response:	It's bloody amazing!
context: You shouldn't even bring manga to school in the first place.\I guess it's about time to move on from manga and get my hands on some porn.\That's not allowed, Hitoha-chan...\You can't bring those kinds of books to school.\D-Don't bring that any closer!\What kind of book is it...\A-Amazing...\It's bloody amazing! response:	What's wrong?
context: I guess it's about time to move on from manga and get my hands on some porn.\That's not allowed, Hitoha-chan...\You can't bring those kinds of books to school.\D-Don't bring that any closer!\What kind of book is it...\A-Amazing...\It's bloody amazing!\What's wrong? response:	I-It's nothing.
context: That's not allowed, Hitoha-chan...\You can't bring those kinds of books to school.\D-Don't bring that any closer!\What kind of book is it...\A-Amazing...\It's bloody amazing!\What's wrong?\I-It's nothing. response:	Geez... that Chiba...
context: You can't bring those kinds of books to school.\D-Don't bring that any closer!\What kind of book is it...\A-Amazing...\It's bloody amazing!\What's wrong?\I-It's nothing.\Geez... that Chiba... response:	Are panties that exciting to look at?
context: D-Don't bring that any closer!\What kind of book is it...\A-Amazing...\It's bloody amazing!\What's wrong?\I-It's nothing.\Geez... that Chiba...\Are panties that exciting to look at? response:	Music Room
context: What kind of book is it...\A-Amazing...\It's bloody amazing!\What's wrong?\I-It's nothing.\Geez... that Chiba...\Are panties that exciting to look at?\Music Room response:	Wanna try going without panties?
context: A-Amazing...\It's bloody amazing!\What's wrong?\I-It's nothing.\Geez... that Chiba...\Are panties that exciting to look at?\Music Room\Wanna try going without panties? response:	Eh? You don't?
context: It's bloody amazing!\What's wrong?\I-It's nothing.\Geez... that Chiba...\Are panties that exciting to look at?\Music Room\Wanna try going without panties?\Eh? You don't? response:	Chiba and Hitoha...
context: What's wrong?\I-It's nothing.\Geez... that Chiba...\Are panties that exciting to look at?\Music Room\Wanna try going without panties?\Eh? You don't?\Chiba and Hitoha... response:	I wonder where they're going.
context: I-It's nothing.\Geez... that Chiba...\Are panties that exciting to look at?\Music Room\Wanna try going without panties?\Eh? You don't?\Chiba and Hitoha...\I wonder where they're going. response:	I'm begging you!
context: Geez... that Chiba...\Are panties that exciting to look at?\Music Room\Wanna try going without panties?\Eh? You don't?\Chiba and Hitoha...\I wonder where they're going.\I'm begging you! response:	Please let me have a look!
context: Are panties that exciting to look at?\Music Room\Wanna try going without panties?\Eh? You don't?\Chiba and Hitoha...\I wonder where they're going.\I'm begging you!\Please let me have a look! response:	What do you mean have a look?!
context: Music Room\Wanna try going without panties?\Eh? You don't?\Chiba and Hitoha...\I wonder where they're going.\I'm begging you!\Please let me have a look!\What do you mean have a look?! response:	Don't tell me... he's trying to take a look at her panties!
context: Wanna try going without panties?\Eh? You don't?\Chiba and Hitoha...\I wonder where they're going.\I'm begging you!\Please let me have a look!\What do you mean have a look?!\Don't tell me... he's trying to take a look at her panties! response:	Please! That's all I'm asking.
context: Eh? You don't?\Chiba and Hitoha...\I wonder where they're going.\I'm begging you!\Please let me have a look!\What do you mean have a look?!\Don't tell me... he's trying to take a look at her panties!\Please! That's all I'm asking. response:	Nope.
context: Chiba and Hitoha...\I wonder where they're going.\I'm begging you!\Please let me have a look!\What do you mean have a look?!\Don't tell me... he's trying to take a look at her panties!\Please! That's all I'm asking.\Nope. response:	I'm even begging like this!
context: I wonder where they're going.\I'm begging you!\Please let me have a look!\What do you mean have a look?!\Don't tell me... he's trying to take a look at her panties!\Please! That's all I'm asking.\Nope.\I'm even begging like this! response:	Nope.
context: I'm begging you!\Please let me have a look!\What do you mean have a look?!\Don't tell me... he's trying to take a look at her panties!\Please! That's all I'm asking.\Nope.\I'm even begging like this!\Nope. response:	Just a peek! Just a peek will do!
context: Please let me have a look!\What do you mean have a look?!\Don't tell me... he's trying to take a look at her panties!\Please! That's all I'm asking.\Nope.\I'm even begging like this!\Nope.\Just a peek! Just a peek will do! response:	Nope.
context: What do you mean have a look?!\Don't tell me... he's trying to take a look at her panties!\Please! That's all I'm asking.\Nope.\I'm even begging like this!\Nope.\Just a peek! Just a peek will do!\Nope. response:	I'll even be your slave for a day!
context: Don't tell me... he's trying to take a look at her panties!\Please! That's all I'm asking.\Nope.\I'm even begging like this!\Nope.\Just a peek! Just a peek will do!\Nope.\I'll even be your slave for a day! response:	Tell that to Mit-chan...
context: Please! That's all I'm asking.\Nope.\I'm even begging like this!\Nope.\Just a peek! Just a peek will do!\Nope.\I'll even be your slave for a day!\Tell that to Mit-chan... response:	Please wait, youngest of the triplets!
context: Nope.\I'm even begging like this!\Nope.\Just a peek! Just a peek will do!\Nope.\I'll even be your slave for a day!\Tell that to Mit-chan...\Please wait, youngest of the triplets! response:	Satou... you heard it all?
context: I'm even begging like this!\Nope.\Just a peek! Just a peek will do!\Nope.\I'll even be your slave for a day!\Tell that to Mit-chan...\Please wait, youngest of the triplets!\Satou... you heard it all? response:	Chiba, even I feel ashamed now.
context: Nope.\Just a peek! Just a peek will do!\Nope.\I'll even be your slave for a day!\Tell that to Mit-chan...\Please wait, youngest of the triplets!\Satou... you heard it all?\Chiba, even I feel ashamed now. response:	Do you really want to see them so badly?!
context: Just a peek! Just a peek will do!\Nope.\I'll even be your slave for a day!\Tell that to Mit-chan...\Please wait, youngest of the triplets!\Satou... you heard it all?\Chiba, even I feel ashamed now.\Do you really want to see them so badly?! response:	Damn right I want to see it!
context: Nope.\I'll even be your slave for a day!\Tell that to Mit-chan...\Please wait, youngest of the triplets!\Satou... you heard it all?\Chiba, even I feel ashamed now.\Do you really want to see them so badly?!\Damn right I want to see it! response:	Just having a look will reveal an unimaginable world of fantasy!
context: I'll even be your slave for a day!\Tell that to Mit-chan...\Please wait, youngest of the triplets!\Satou... you heard it all?\Chiba, even I feel ashamed now.\Do you really want to see them so badly?!\Damn right I want to see it!\Just having a look will reveal an unimaginable world of fantasy! response:	Endure!
context: Tell that to Mit-chan...\Please wait, youngest of the triplets!\Satou... you heard it all?\Chiba, even I feel ashamed now.\Do you really want to see them so badly?!\Damn right I want to see it!\Just having a look will reveal an unimaginable world of fantasy!\Endure! response:	a world of fantasy?
context: Please wait, youngest of the triplets!\Satou... you heard it all?\Chiba, even I feel ashamed now.\Do you really want to see them so badly?!\Damn right I want to see it!\Just having a look will reveal an unimaginable world of fantasy!\Endure!\a world of fantasy? response:	Just now...
context: Satou... you heard it all?\Chiba, even I feel ashamed now.\Do you really want to see them so badly?!\Damn right I want to see it!\Just having a look will reveal an unimaginable world of fantasy!\Endure!\a world of fantasy?\Just now... response:	I saw a little bit back in the classroom.
context: Chiba, even I feel ashamed now.\Do you really want to see them so badly?!\Damn right I want to see it!\Just having a look will reveal an unimaginable world of fantasy!\Endure!\a world of fantasy?\Just now...\I saw a little bit back in the classroom. response:	You serious?
context: Do you really want to see them so badly?!\Damn right I want to see it!\Just having a look will reveal an unimaginable world of fantasy!\Endure!\a world of fantasy?\Just now...\I saw a little bit back in the classroom.\You serious? response:	Damn, it was beyond imagination.
context: Damn right I want to see it!\Just having a look will reveal an unimaginable world of fantasy!\Endure!\a world of fantasy?\Just now...\I saw a little bit back in the classroom.\You serious?\Damn, it was beyond imagination. response:	Eh?! Hitoha's, right?
context: Just having a look will reveal an unimaginable world of fantasy!\Endure!\a world of fantasy?\Just now...\I saw a little bit back in the classroom.\You serious?\Damn, it was beyond imagination.\Eh?! Hitoha's, right? response:	Yeah.
context: Endure!\a world of fantasy?\Just now...\I saw a little bit back in the classroom.\You serious?\Damn, it was beyond imagination.\Eh?! Hitoha's, right?\Yeah. response:	R-Really...
context: a world of fantasy?\Just now...\I saw a little bit back in the classroom.\You serious?\Damn, it was beyond imagination.\Eh?! Hitoha's, right?\Yeah.\R-Really... response:	I guess you really can't judge a book by it's cover.
context: Just now...\I saw a little bit back in the classroom.\You serious?\Damn, it was beyond imagination.\Eh?! Hitoha's, right?\Yeah.\R-Really...\I guess you really can't judge a book by it's cover. response:	If she won't let me see it no matter what...
