context: The world has become a superhuman society, response:	and about 80 of the world's population now has some kind of special trait.
context: What do you mean by assassin?\I have only come to find victory, not to take my opponent's life.\I-I'm sorry!\In the first place, I wished to enter U.A. High School not for wicked reasons,\but for the salvation of others...\I said, I'm sorry!\My bad, okay?!\I thank you for your understanding. response:	Class B has people like this in it, too, huh?
context: I have only come to find victory, not to take my opponent's life.\I-I'm sorry!\In the first place, I wished to enter U.A. High School not for wicked reasons,\but for the salvation of others...\I said, I'm sorry!\My bad, okay?!\I thank you for your understanding.\Class B has people like this in it, too, huh? response:	She's got big eyes and a pretty face,
context: I-I'm sorry!\In the first place, I wished to enter U.A. High School not for wicked reasons,\but for the salvation of others...\I said, I'm sorry!\My bad, okay?!\I thank you for your understanding.\Class B has people like this in it, too, huh?\She's got big eyes and a pretty face, response:	but it looks like she's really strong.
context: In the first place, I wished to enter U.A. High School not for wicked reasons,\but for the salvation of others...\I said, I'm sorry!\My bad, okay?!\I thank you for your understanding.\Class B has people like this in it, too, huh?\She's got big eyes and a pretty face,\but it looks like she's really strong. response:	I've gotta discharge all my electricity here, huh?
context: but for the salvation of others...\I said, I'm sorry!\My bad, okay?!\I thank you for your understanding.\Class B has people like this in it, too, huh?\She's got big eyes and a pretty face,\but it looks like she's really strong.\I've gotta discharge all my electricity here, huh? response:	Actually, she's pretty, but she's also kinda cute...
context: I said, I'm sorry!\My bad, okay?!\I thank you for your understanding.\Class B has people like this in it, too, huh?\She's got big eyes and a pretty face,\but it looks like she's really strong.\I've gotta discharge all my electricity here, huh?\Actually, she's pretty, but she's also kinda cute... response:	I've gotta ask her out sometime, huh?
context: My bad, okay?!\I thank you for your understanding.\Class B has people like this in it, too, huh?\She's got big eyes and a pretty face,\but it looks like she's really strong.\I've gotta discharge all my electricity here, huh?\Actually, she's pretty, but she's also kinda cute...\I've gotta ask her out sometime, huh? response:	All right...!
context: I thank you for your understanding.\Class B has people like this in it, too, huh?\She's got big eyes and a pretty face,\but it looks like she's really strong.\I've gotta discharge all my electricity here, huh?\Actually, she's pretty, but she's also kinda cute...\I've gotta ask her out sometime, huh?\All right...! response:	A-Anyway, start!
context: Class B has people like this in it, too, huh?\She's got big eyes and a pretty face,\but it looks like she's really strong.\I've gotta discharge all my electricity here, huh?\Actually, she's pretty, but she's also kinda cute...\I've gotta ask her out sometime, huh?\All right...!\A-Anyway, start! response:	When this is over, wanna grab a bite to eat?
context: She's got big eyes and a pretty face,\but it looks like she's really strong.\I've gotta discharge all my electricity here, huh?\Actually, she's pretty, but she's also kinda cute...\I've gotta ask her out sometime, huh?\All right...!\A-Anyway, start!\When this is over, wanna grab a bite to eat? response:	I'll comfort you if you'll have me.
context: but it looks like she's really strong.\I've gotta discharge all my electricity here, huh?\Actually, she's pretty, but she's also kinda cute...\I've gotta ask her out sometime, huh?\All right...!\A-Anyway, start!\When this is over, wanna grab a bite to eat?\I'll comfort you if you'll have me. response:	'Cause this match'll probably be over in a second!
context: I've gotta discharge all my electricity here, huh?\Actually, she's pretty, but she's also kinda cute...\I've gotta ask her out sometime, huh?\All right...!\A-Anyway, start!\When this is over, wanna grab a bite to eat?\I'll comfort you if you'll have me.\'Cause this match'll probably be over in a second! response:	Indiscriminate Shock...
context: Actually, she's pretty, but she's also kinda cute...\I've gotta ask her out sometime, huh?\All right...!\A-Anyway, start!\When this is over, wanna grab a bite to eat?\I'll comfort you if you'll have me.\'Cause this match'll probably be over in a second!\Indiscriminate Shock... response:	It was decided in an instant! I'll say it once more! An instant!
context: I've gotta ask her out sometime, huh?\All right...!\A-Anyway, start!\When this is over, wanna grab a bite to eat?\I'll comfort you if you'll have me.\'Cause this match'll probably be over in a second!\Indiscriminate Shock...\It was decided in an instant! I'll say it once more! An instant! response:	Shiozaki advances to the second round!
context: All right...!\A-Anyway, start!\When this is over, wanna grab a bite to eat?\I'll comfort you if you'll have me.\'Cause this match'll probably be over in a second!\Indiscriminate Shock...\It was decided in an instant! I'll say it once more! An instant!\Shiozaki advances to the second round! response:	Oh, I was able to make the most of the opportunity I was given.
context: A-Anyway, start!\When this is over, wanna grab a bite to eat?\I'll comfort you if you'll have me.\'Cause this match'll probably be over in a second!\Indiscriminate Shock...\It was decided in an instant! I'll say it once more! An instant!\Shiozaki advances to the second round!\Oh, I was able to make the most of the opportunity I was given. response:	Ibara Shiozaki Quirk: Vines
context: When this is over, wanna grab a bite to eat?\I'll comfort you if you'll have me.\'Cause this match'll probably be over in a second!\Indiscriminate Shock...\It was decided in an instant! I'll say it once more! An instant!\Shiozaki advances to the second round!\Oh, I was able to make the most of the opportunity I was given.\Ibara Shiozaki Quirk: Vines response:	Ibara Shiozaki. Quirk: Vines!
context: I'll comfort you if you'll have me.\'Cause this match'll probably be over in a second!\Indiscriminate Shock...\It was decided in an instant! I'll say it once more! An instant!\Shiozaki advances to the second round!\Oh, I was able to make the most of the opportunity I was given.\Ibara Shiozaki Quirk: Vines\Ibara Shiozaki. Quirk: Vines! response:	The vines on her head are extendable!
context: 'Cause this match'll probably be over in a second!\Indiscriminate Shock...\It was decided in an instant! I'll say it once more! An instant!\Shiozaki advances to the second round!\Oh, I was able to make the most of the opportunity I was given.\Ibara Shiozaki Quirk: Vines\Ibara Shiozaki. Quirk: Vines!\The vines on her head are extendable! response:	They're detachable, too!
context: Indiscriminate Shock...\It was decided in an instant! I'll say it once more! An instant!\Shiozaki advances to the second round!\Oh, I was able to make the most of the opportunity I was given.\Ibara Shiozaki Quirk: Vines\Ibara Shiozaki. Quirk: Vines!\The vines on her head are extendable!\They're detachable, too! response:	As long as she makes sure to get plenty of water and sunlight,
context: It was decided in an instant! I'll say it once more! An instant!\Shiozaki advances to the second round!\Oh, I was able to make the most of the opportunity I was given.\Ibara Shiozaki Quirk: Vines\Ibara Shiozaki. Quirk: Vines!\The vines on her head are extendable!\They're detachable, too!\As long as she makes sure to get plenty of water and sunlight, response:	they'll grow in almost immediately.
context: Shiozaki advances to the second round!\Oh, I was able to make the most of the opportunity I was given.\Ibara Shiozaki Quirk: Vines\Ibara Shiozaki. Quirk: Vines!\The vines on her head are extendable!\They're detachable, too!\As long as she makes sure to get plenty of water and sunlight,\they'll grow in almost immediately. response:	In other words, she can't go bald!
context: Oh, I was able to make the most of the opportunity I was given.\Ibara Shiozaki Quirk: Vines\Ibara Shiozaki. Quirk: Vines!\The vines on her head are extendable!\They're detachable, too!\As long as she makes sure to get plenty of water and sunlight,\they'll grow in almost immediately.\In other words, she can't go bald! response:	All right!
context: Ibara Shiozaki Quirk: Vines\Ibara Shiozaki. Quirk: Vines!\The vines on her head are extendable!\They're detachable, too!\As long as she makes sure to get plenty of water and sunlight,\they'll grow in almost immediately.\In other words, she can't go bald!\All right! response:	Good job, Shiozaki!
context: Ibara Shiozaki. Quirk: Vines!\The vines on her head are extendable!\They're detachable, too!\As long as she makes sure to get plenty of water and sunlight,\they'll grow in almost immediately.\In other words, she can't go bald!\All right!\Good job, Shiozaki! response:	Man...
context: The vines on her head are extendable!\They're detachable, too!\As long as she makes sure to get plenty of water and sunlight,\they'll grow in almost immediately.\In other words, she can't go bald!\All right!\Good job, Shiozaki!\Man... response:	What's that? Didn't he say he'd settle this in a second?
context: They're detachable, too!\As long as she makes sure to get plenty of water and sunlight,\they'll grow in almost immediately.\In other words, she can't go bald!\All right!\Good job, Shiozaki!\Man...\What's that? Didn't he say he'd settle this in a second? response:	That's strange, he was defeated in a second, wasn't he?
context: As long as she makes sure to get plenty of water and sunlight,\they'll grow in almost immediately.\In other words, she can't go bald!\All right!\Good job, Shiozaki!\Man...\What's that? Didn't he say he'd settle this in a second?\That's strange, he was defeated in a second, wasn't he? response:	Class A is supposed to be better than Class B, so isn't that weird?
context: they'll grow in almost immediately.\In other words, she can't go bald!\All right!\Good job, Shiozaki!\Man...\What's that? Didn't he say he'd settle this in a second?\That's strange, he was defeated in a second, wasn't he?\Class A is supposed to be better than Class B, so isn't that weird? response:	Sorry!
context: In other words, she can't go bald!\All right!\Good job, Shiozaki!\Man...\What's that? Didn't he say he'd settle this in a second?\That's strange, he was defeated in a second, wasn't he?\Class A is supposed to be better than Class B, so isn't that weird?\Sorry! response:	What was that just now?
context: All right!\Good job, Shiozaki!\Man...\What's that? Didn't he say he'd settle this in a second?\That's strange, he was defeated in a second, wasn't he?\Class A is supposed to be better than Class B, so isn't that weird?\Sorry!\What was that just now? response:	Kamui, Kamui!
context: Good job, Shiozaki!\Man...\What's that? Didn't he say he'd settle this in a second?\That's strange, he was defeated in a second, wasn't he?\Class A is supposed to be better than Class B, so isn't that weird?\Sorry!\What was that just now?\Kamui, Kamui! response:	Wouldn't she be good as a sidekick?
context: Man...\What's that? Didn't he say he'd settle this in a second?\That's strange, he was defeated in a second, wasn't he?\Class A is supposed to be better than Class B, so isn't that weird?\Sorry!\What was that just now?\Kamui, Kamui!\Wouldn't she be good as a sidekick? response:	Yeah. I wish I could've gotten a better look.
context: What's that? Didn't he say he'd settle this in a second?\That's strange, he was defeated in a second, wasn't he?\Class A is supposed to be better than Class B, so isn't that weird?\Sorry!\What was that just now?\Kamui, Kamui!\Wouldn't she be good as a sidekick?\Yeah. I wish I could've gotten a better look. response:	She seems straight-laced, but she's cute!
context: That's strange, he was defeated in a second, wasn't he?\Class A is supposed to be better than Class B, so isn't that weird?\Sorry!\What was that just now?\Kamui, Kamui!\Wouldn't she be good as a sidekick?\Yeah. I wish I could've gotten a better look.\She seems straight-laced, but she's cute! response:	Hey, get back to work.
context: Class A is supposed to be better than Class B, so isn't that weird?\Sorry!\What was that just now?\Kamui, Kamui!\Wouldn't she be good as a sidekick?\Yeah. I wish I could've gotten a better look.\She seems straight-laced, but she's cute!\Hey, get back to work. response:	It was hard to deal with Shiozaki's ability to detach her vines, huh?
context: Sorry!\What was that just now?\Kamui, Kamui!\Wouldn't she be good as a sidekick?\Yeah. I wish I could've gotten a better look.\She seems straight-laced, but she's cute!\Hey, get back to work.\It was hard to deal with Shiozaki's ability to detach her vines, huh? response:	The vines were able not only to defend but also to act as an electrical ground.
context: What was that just now?\Kamui, Kamui!\Wouldn't she be good as a sidekick?\Yeah. I wish I could've gotten a better look.\She seems straight-laced, but she's cute!\Hey, get back to work.\It was hard to deal with Shiozaki's ability to detach her vines, huh?\The vines were able not only to defend but also to act as an electrical ground. response:	There was no way he'd shock her with that.
context: Kamui, Kamui!\Wouldn't she be good as a sidekick?\Yeah. I wish I could've gotten a better look.\She seems straight-laced, but she's cute!\Hey, get back to work.\It was hard to deal with Shiozaki's ability to detach her vines, huh?\The vines were able not only to defend but also to act as an electrical ground.\There was no way he'd shock her with that. response:	And then she extended her vines to bind him.
context: Wouldn't she be good as a sidekick?\Yeah. I wish I could've gotten a better look.\She seems straight-laced, but she's cute!\Hey, get back to work.\It was hard to deal with Shiozaki's ability to detach her vines, huh?\The vines were able not only to defend but also to act as an electrical ground.\There was no way he'd shock her with that.\And then she extended her vines to bind him. response:	Kaminari's Quirk was completely blocked.
context: Yeah. I wish I could've gotten a better look.\She seems straight-laced, but she's cute!\Hey, get back to work.\It was hard to deal with Shiozaki's ability to detach her vines, huh?\The vines were able not only to defend but also to act as an electrical ground.\There was no way he'd shock her with that.\And then she extended her vines to bind him.\Kaminari's Quirk was completely blocked. response:	Some Quirks don't work well against others,
context: She seems straight-laced, but she's cute!\Hey, get back to work.\It was hard to deal with Shiozaki's ability to detach her vines, huh?\The vines were able not only to defend but also to act as an electrical ground.\There was no way he'd shock her with that.\And then she extended her vines to bind him.\Kaminari's Quirk was completely blocked.\Some Quirks don't work well against others, response:	but it would've been better if he'd been able to deal with it...
context: Hey, get back to work.\It was hard to deal with Shiozaki's ability to detach her vines, huh?\The vines were able not only to defend but also to act as an electrical ground.\There was no way he'd shock her with that.\And then she extended her vines to bind him.\Kaminari's Quirk was completely blocked.\Some Quirks don't work well against others,\but it would've been better if he'd been able to deal with it... response:	Kaminari's Quirk is supposed to be strong,
context: It was hard to deal with Shiozaki's ability to detach her vines, huh?\The vines were able not only to defend but also to act as an electrical ground.\There was no way he'd shock her with that.\And then she extended her vines to bind him.\Kaminari's Quirk was completely blocked.\Some Quirks don't work well against others,\but it would've been better if he'd been able to deal with it...\Kaminari's Quirk is supposed to be strong, response:	but Shiozaki is a strong opponent who placed fourth in the entrance exam.
context: The vines were able not only to defend but also to act as an electrical ground.\There was no way he'd shock her with that.\And then she extended her vines to bind him.\Kaminari's Quirk was completely blocked.\Some Quirks don't work well against others,\but it would've been better if he'd been able to deal with it...\Kaminari's Quirk is supposed to be strong,\but Shiozaki is a strong opponent who placed fourth in the entrance exam. response:	mutter mutter mutter
context: There was no way he'd shock her with that.\And then she extended her vines to bind him.\Kaminari's Quirk was completely blocked.\Some Quirks don't work well against others,\but it would've been better if he'd been able to deal with it...\Kaminari's Quirk is supposed to be strong,\but Shiozaki is a strong opponent who placed fourth in the entrance exam.\mutter mutter mutter response:	Vines, huh? I wonder if it's like Kamui Woods's Quirk.
context: And then she extended her vines to bind him.\Kaminari's Quirk was completely blocked.\Some Quirks don't work well against others,\but it would've been better if he'd been able to deal with it...\Kaminari's Quirk is supposed to be strong,\but Shiozaki is a strong opponent who placed fourth in the entrance exam.\mutter mutter mutter\Vines, huh? I wonder if it's like Kamui Woods's Quirk. response:	Binding types really are strong. I hardly ever see anyone break out.
context: Kaminari's Quirk was completely blocked.\Some Quirks don't work well against others,\but it would've been better if he'd been able to deal with it...\Kaminari's Quirk is supposed to be strong,\but Shiozaki is a strong opponent who placed fourth in the entrance exam.\mutter mutter mutter\Vines, huh? I wonder if it's like Kamui Woods's Quirk.\Binding types really are strong. I hardly ever see anyone break out. response:	It'd be impossible to get close while avoiding all those vines,
context: Some Quirks don't work well against others,\but it would've been better if he'd been able to deal with it...\Kaminari's Quirk is supposed to be strong,\but Shiozaki is a strong opponent who placed fourth in the entrance exam.\mutter mutter mutter\Vines, huh? I wonder if it's like Kamui Woods's Quirk.\Binding types really are strong. I hardly ever see anyone break out.\It'd be impossible to get close while avoiding all those vines, response:	so you'd either have to tear them off or get through with brute force...
context: but it would've been better if he'd been able to deal with it...\Kaminari's Quirk is supposed to be strong,\but Shiozaki is a strong opponent who placed fourth in the entrance exam.\mutter mutter mutter\Vines, huh? I wonder if it's like Kamui Woods's Quirk.\Binding types really are strong. I hardly ever see anyone break out.\It'd be impossible to get close while avoiding all those vines,\so you'd either have to tear them off or get through with brute force... response:	Oh, but in order to keep you from doing that, she'd go after your hands first...
context: Kaminari's Quirk is supposed to be strong,\but Shiozaki is a strong opponent who placed fourth in the entrance exam.\mutter mutter mutter\Vines, huh? I wonder if it's like Kamui Woods's Quirk.\Binding types really are strong. I hardly ever see anyone break out.\It'd be impossible to get close while avoiding all those vines,\so you'd either have to tear them off or get through with brute force...\Oh, but in order to keep you from doing that, she'd go after your hands first... response:	Umm...
context: but Shiozaki is a strong opponent who placed fourth in the entrance exam.\mutter mutter mutter\Vines, huh? I wonder if it's like Kamui Woods's Quirk.\Binding types really are strong. I hardly ever see anyone break out.\It'd be impossible to get close while avoiding all those vines,\so you'd either have to tear them off or get through with brute force...\Oh, but in order to keep you from doing that, she'd go after your hands first...\Umm... response:	mutter mutter mutter
context: mutter mutter mutter\Vines, huh? I wonder if it's like Kamui Woods's Quirk.\Binding types really are strong. I hardly ever see anyone break out.\It'd be impossible to get close while avoiding all those vines,\so you'd either have to tear them off or get through with brute force...\Oh, but in order to keep you from doing that, she'd go after your hands first...\Umm...\mutter mutter mutter response:	You just finished, but you're already thinking about countermeasures, huh?
context: Vines, huh? I wonder if it's like Kamui Woods's Quirk.\Binding types really are strong. I hardly ever see anyone break out.\It'd be impossible to get close while avoiding all those vines,\so you'd either have to tear them off or get through with brute force...\Oh, but in order to keep you from doing that, she'd go after your hands first...\Umm...\mutter mutter mutter\You just finished, but you're already thinking about countermeasures, huh? response:	Oh, no! It's just, I mean, this is pretty much my hobby...
context: Binding types really are strong. I hardly ever see anyone break out.\It'd be impossible to get close while avoiding all those vines,\so you'd either have to tear them off or get through with brute force...\Oh, but in order to keep you from doing that, she'd go after your hands first...\Umm...\mutter mutter mutter\You just finished, but you're already thinking about countermeasures, huh?\Oh, no! It's just, I mean, this is pretty much my hobby... response:	It's not every day I get a chance to see amazing Quirks outside of those in our class...
context: It'd be impossible to get close while avoiding all those vines,\so you'd either have to tear them off or get through with brute force...\Oh, but in order to keep you from doing that, she'd go after your hands first...\Umm...\mutter mutter mutter\You just finished, but you're already thinking about countermeasures, huh?\Oh, no! It's just, I mean, this is pretty much my hobby...\It's not every day I get a chance to see amazing Quirks outside of those in our class... response:	Oh, right! I've been putting these together for everyone in Class A, too.
context: so you'd either have to tear them off or get through with brute force...\Oh, but in order to keep you from doing that, she'd go after your hands first...\Umm...\mutter mutter mutter\You just finished, but you're already thinking about countermeasures, huh?\Oh, no! It's just, I mean, this is pretty much my hobby...\It's not every day I get a chance to see amazing Quirks outside of those in our class...\Oh, right! I've been putting these together for everyone in Class A, too. response:	For your Zero Gravity, too!
context: Oh, but in order to keep you from doing that, she'd go after your hands first...\Umm...\mutter mutter mutter\You just finished, but you're already thinking about countermeasures, huh?\Oh, no! It's just, I mean, this is pretty much my hobby...\It's not every day I get a chance to see amazing Quirks outside of those in our class...\Oh, right! I've been putting these together for everyone in Class A, too.\For your Zero Gravity, too! response:	Deku, you've been amazing since I met you,
context: Umm...\mutter mutter mutter\You just finished, but you're already thinking about countermeasures, huh?\Oh, no! It's just, I mean, this is pretty much my hobby...\It's not every day I get a chance to see amazing Quirks outside of those in our class...\Oh, right! I've been putting these together for everyone in Class A, too.\For your Zero Gravity, too!\Deku, you've been amazing since I met you, response:	but the sports festival is making me think that you're amazing all over again.
context: mutter mutter mutter\You just finished, but you're already thinking about countermeasures, huh?\Oh, no! It's just, I mean, this is pretty much my hobby...\It's not every day I get a chance to see amazing Quirks outside of those in our class...\Oh, right! I've been putting these together for everyone in Class A, too.\For your Zero Gravity, too!\Deku, you've been amazing since I met you,\but the sports festival is making me think that you're amazing all over again. response:	Now, it's time for the fourth match!
context: You just finished, but you're already thinking about countermeasures, huh?\Oh, no! It's just, I mean, this is pretty much my hobby...\It's not every day I get a chance to see amazing Quirks outside of those in our class...\Oh, right! I've been putting these together for everyone in Class A, too.\For your Zero Gravity, too!\Deku, you've been amazing since I met you,\but the sports festival is making me think that you're amazing all over again.\Now, it's time for the fourth match! response:	We're just gonna keep rolling along!
context: Oh, no! It's just, I mean, this is pretty much my hobby...\It's not every day I get a chance to see amazing Quirks outside of those in our class...\Oh, right! I've been putting these together for everyone in Class A, too.\For your Zero Gravity, too!\Deku, you've been amazing since I met you,\but the sports festival is making me think that you're amazing all over again.\Now, it's time for the fourth match!\We're just gonna keep rolling along! response:	Rush headlong toward the top!
context: It's not every day I get a chance to see amazing Quirks outside of those in our class...\Oh, right! I've been putting these together for everyone in Class A, too.\For your Zero Gravity, too!\Deku, you've been amazing since I met you,\but the sports festival is making me think that you're amazing all over again.\Now, it's time for the fourth match!\We're just gonna keep rolling along!\Rush headlong toward the top! response:	It's like he's the epitome of the middle of the pack!
context: Oh, right! I've been putting these together for everyone in Class A, too.\For your Zero Gravity, too!\Deku, you've been amazing since I met you,\but the sports festival is making me think that you're amazing all over again.\Now, it's time for the fourth match!\We're just gonna keep rolling along!\Rush headlong toward the top!\It's like he's the epitome of the middle of the pack! response:	From the hero course, it's Tenya Iida!
context: For your Zero Gravity, too!\Deku, you've been amazing since I met you,\but the sports festival is making me think that you're amazing all over again.\Now, it's time for the fourth match!\We're just gonna keep rolling along!\Rush headlong toward the top!\It's like he's the epitome of the middle of the pack!\From the hero course, it's Tenya Iida! response:	Versus-
context: Deku, you've been amazing since I met you,\but the sports festival is making me think that you're amazing all over again.\Now, it's time for the fourth match!\We're just gonna keep rolling along!\Rush headlong toward the top!\It's like he's the epitome of the middle of the pack!\From the hero course, it's Tenya Iida!\Versus- response:	Fully-equipped with support items!
context: but the sports festival is making me think that you're amazing all over again.\Now, it's time for the fourth match!\We're just gonna keep rolling along!\Rush headlong toward the top!\It's like he's the epitome of the middle of the pack!\From the hero course, it's Tenya Iida!\Versus-\Fully-equipped with support items! response:	From the support course, it's Mei Hatsume!
context: Now, it's time for the fourth match!\We're just gonna keep rolling along!\Rush headlong toward the top!\It's like he's the epitome of the middle of the pack!\From the hero course, it's Tenya Iida!\Versus-\Fully-equipped with support items!\From the support course, it's Mei Hatsume! response:	He's up against the support course, huh?
context: We're just gonna keep rolling along!\Rush headlong toward the top!\It's like he's the epitome of the middle of the pack!\From the hero course, it's Tenya Iida!\Versus-\Fully-equipped with support items!\From the support course, it's Mei Hatsume!\He's up against the support course, huh? response:	I wonder what kind of fight it'll be?
context: Rush headlong toward the top!\It's like he's the epitome of the middle of the pack!\From the hero course, it's Tenya Iida!\Versus-\Fully-equipped with support items!\From the support course, it's Mei Hatsume!\He's up against the support course, huh?\I wonder what kind of fight it'll be? response:	I mean, what is that?
context: It's like he's the epitome of the middle of the pack!\From the hero course, it's Tenya Iida!\Versus-\Fully-equipped with support items!\From the support course, it's Mei Hatsume!\He's up against the support course, huh?\I wonder what kind of fight it'll be?\I mean, what is that? response:	Iida's also fully-equipped with support items!
context: From the hero course, it's Tenya Iida!\Versus-\Fully-equipped with support items!\From the support course, it's Mei Hatsume!\He's up against the support course, huh?\I wonder what kind of fight it'll be?\I mean, what is that?\Iida's also fully-equipped with support items! response:	That's generally against the rules for those in the hero course.
