context: Kokoro response:	masshiro PAGE mekuru
context: This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath response:	shinkokyuu wo mou ikkai
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath response:	aa yawarakakute atatakai kimi no te
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te response:	Your hand is so warm held within mine
context: gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine response:	nigiri shimete sono kokoro no oku made todoku you ni
context: just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni response:	It reaches all the way into my heart
context: shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart response:	hohoenmi de kumeta nara nigirikaeshite kuretara
context: I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara response:	I can't see a brighter future
context: shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future response:	boku wa tada mae wo miteru
context: I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru response:	than you smiling and taking my hand as well
context: aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well response:	Valentine' s Day
context: Your hand is so warm held within mine\nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Valentine' s Day response:	This is freaking amazing!
context: nigiri shimete sono kokoro no oku made todoku you ni\It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Valentine' s Day\This is freaking amazing! response:	Freaking?
context: It reaches all the way into my heart\hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Valentine' s Day\This is freaking amazing!\Freaking? response:	Would you like some too, Ayane?
context: hohoenmi de kumeta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Valentine' s Day\This is freaking amazing!\Freaking?\Would you like some too, Ayane? response:	Thanks.
context: I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Valentine' s Day\This is freaking amazing!\Freaking?\Would you like some too, Ayane?\Thanks. response:	You have one too.
context: boku wa tada mae wo miteru\than you smiling and taking my hand as well\Valentine' s Day\This is freaking amazing!\Freaking?\Would you like some too, Ayane?\Thanks.\You have one too. response:	Thank you.
context: than you smiling and taking my hand as well\Valentine' s Day\This is freaking amazing!\Freaking?\Would you like some too, Ayane?\Thanks.\You have one too.\Thank you. response:	Have you gotten used to the new seating arrangements yet?
context: Valentine' s Day\This is freaking amazing!\Freaking?\Would you like some too, Ayane?\Thanks.\You have one too.\Thank you.\Have you gotten used to the new seating arrangements yet? response:	I have!
context: This is freaking amazing!\Freaking?\Would you like some too, Ayane?\Thanks.\You have one too.\Thank you.\Have you gotten used to the new seating arrangements yet?\I have! response:	Winter break ended in January and we had another seating change.
context: Freaking?\Would you like some too, Ayane?\Thanks.\You have one too.\Thank you.\Have you gotten used to the new seating arrangements yet?\I have!\Winter break ended in January and we had another seating change. response:	It could just be my imagination, but the girl who sits behind me, Takahashi,
context: Would you like some too, Ayane?\Thanks.\You have one too.\Thank you.\Have you gotten used to the new seating arrangements yet?\I have!\Winter break ended in January and we had another seating change.\It could just be my imagination, but the girl who sits behind me, Takahashi, response:	jokes with me even during class,
context: Thanks.\You have one too.\Thank you.\Have you gotten used to the new seating arrangements yet?\I have!\Winter break ended in January and we had another seating change.\It could just be my imagination, but the girl who sits behind me, Takahashi,\jokes with me even during class, response:	and the boy next to me, Yagi, starts conversations with me.
context: You have one too.\Thank you.\Have you gotten used to the new seating arrangements yet?\I have!\Winter break ended in January and we had another seating change.\It could just be my imagination, but the girl who sits behind me, Takahashi,\jokes with me even during class,\and the boy next to me, Yagi, starts conversations with me. response:	I often get sleep paralysis.
context: Thank you.\Have you gotten used to the new seating arrangements yet?\I have!\Winter break ended in January and we had another seating change.\It could just be my imagination, but the girl who sits behind me, Takahashi,\jokes with me even during class,\and the boy next to me, Yagi, starts conversations with me.\I often get sleep paralysis. response:	Do you think that's normal?
context: Have you gotten used to the new seating arrangements yet?\I have!\Winter break ended in January and we had another seating change.\It could just be my imagination, but the girl who sits behind me, Takahashi,\jokes with me even during class,\and the boy next to me, Yagi, starts conversations with me.\I often get sleep paralysis.\Do you think that's normal? response:	Yes, perfectly normal.
context: I have!\Winter break ended in January and we had another seating change.\It could just be my imagination, but the girl who sits behind me, Takahashi,\jokes with me even during class,\and the boy next to me, Yagi, starts conversations with me.\I often get sleep paralysis.\Do you think that's normal?\Yes, perfectly normal. response:	Growth spurt
context: Winter break ended in January and we had another seating change.\It could just be my imagination, but the girl who sits behind me, Takahashi,\jokes with me even during class,\and the boy next to me, Yagi, starts conversations with me.\I often get sleep paralysis.\Do you think that's normal?\Yes, perfectly normal.\Growth spurt response:	Thank goodness.
context: It could just be my imagination, but the girl who sits behind me, Takahashi,\jokes with me even during class,\and the boy next to me, Yagi, starts conversations with me.\I often get sleep paralysis.\Do you think that's normal?\Yes, perfectly normal.\Growth spurt\Thank goodness. response:	Growth spurt
context: jokes with me even during class,\and the boy next to me, Yagi, starts conversations with me.\I often get sleep paralysis.\Do you think that's normal?\Yes, perfectly normal.\Growth spurt\Thank goodness.\Growth spurt response:	Growth spurt
context: and the boy next to me, Yagi, starts conversations with me.\I often get sleep paralysis.\Do you think that's normal?\Yes, perfectly normal.\Growth spurt\Thank goodness.\Growth spurt\Growth spurt response:	Growth spurt
context: I often get sleep paralysis.\Do you think that's normal?\Yes, perfectly normal.\Growth spurt\Thank goodness.\Growth spurt\Growth spurt\Growth spurt response:	Growth spurt
context: Do you think that's normal?\Yes, perfectly normal.\Growth spurt\Thank goodness.\Growth spurt\Growth spurt\Growth spurt\Growth spurt response:	Growth spurt
context: Yes, perfectly normal.\Growth spurt\Thank goodness.\Growth spurt\Growth spurt\Growth spurt\Growth spurt\Growth spurt response:	Growth spurt
context: Growth spurt\Thank goodness.\Growth spurt\Growth spurt\Growth spurt\Growth spurt\Growth spurt\Growth spurt response:	I feel like people aren't avoiding me as much.
context: Thank goodness.\Growth spurt\Growth spurt\Growth spurt\Growth spurt\Growth spurt\Growth spurt\I feel like people aren't avoiding me as much. response:	That's great!
context: Growth spurt\Growth spurt\Growth spurt\Growth spurt\Growth spurt\Growth spurt\I feel like people aren't avoiding me as much.\That's great! response:	It's thanks to all of you.
context: Growth spurt\Growth spurt\Growth spurt\Growth spurt\Growth spurt\I feel like people aren't avoiding me as much.\That's great!\It's thanks to all of you. response:	That's our Sawako, always too grateful.
context: Growth spurt\Growth spurt\Growth spurt\Growth spurt\I feel like people aren't avoiding me as much.\That's great!\It's thanks to all of you.\That's our Sawako, always too grateful. response:	We might not be sitting next to each other now,
context: Growth spurt\Growth spurt\Growth spurt\I feel like people aren't avoiding me as much.\That's great!\It's thanks to all of you.\That's our Sawako, always too grateful.\We might not be sitting next to each other now, response:	but it's not like things have gone back to the way they were before we became friends.
context: Growth spurt\Growth spurt\I feel like people aren't avoiding me as much.\That's great!\It's thanks to all of you.\That's our Sawako, always too grateful.\We might not be sitting next to each other now,\but it's not like things have gone back to the way they were before we became friends. response:	In fact, things only seem to be getting better.
context: Growth spurt\I feel like people aren't avoiding me as much.\That's great!\It's thanks to all of you.\That's our Sawako, always too grateful.\We might not be sitting next to each other now,\but it's not like things have gone back to the way they were before we became friends.\In fact, things only seem to be getting better. response:	What do you think, Sawako?
context: I feel like people aren't avoiding me as much.\That's great!\It's thanks to all of you.\That's our Sawako, always too grateful.\We might not be sitting next to each other now,\but it's not like things have gone back to the way they were before we became friends.\In fact, things only seem to be getting better.\What do you think, Sawako? response:	Delicious!
context: That's great!\It's thanks to all of you.\That's our Sawako, always too grateful.\We might not be sitting next to each other now,\but it's not like things have gone back to the way they were before we became friends.\In fact, things only seem to be getting better.\What do you think, Sawako?\Delicious! response:	Isn't it?
context: It's thanks to all of you.\That's our Sawako, always too grateful.\We might not be sitting next to each other now,\but it's not like things have gone back to the way they were before we became friends.\In fact, things only seem to be getting better.\What do you think, Sawako?\Delicious!\Isn't it? response:	No way, really?
context: That's our Sawako, always too grateful.\We might not be sitting next to each other now,\but it's not like things have gone back to the way they were before we became friends.\In fact, things only seem to be getting better.\What do you think, Sawako?\Delicious!\Isn't it?\No way, really? response:	Seriously, it just like this!
context: We might not be sitting next to each other now,\but it's not like things have gone back to the way they were before we became friends.\In fact, things only seem to be getting better.\What do you think, Sawako?\Delicious!\Isn't it?\No way, really?\Seriously, it just like this! response:	Though, it'd be a lie if I said things were perfect.
context: but it's not like things have gone back to the way they were before we became friends.\In fact, things only seem to be getting better.\What do you think, Sawako?\Delicious!\Isn't it?\No way, really?\Seriously, it just like this!\Though, it'd be a lie if I said things were perfect. response:	Tickle, tickle!
context: In fact, things only seem to be getting better.\What do you think, Sawako?\Delicious!\Isn't it?\No way, really?\Seriously, it just like this!\Though, it'd be a lie if I said things were perfect.\Tickle, tickle! response:	Giggle, giggle?
context: What do you think, Sawako?\Delicious!\Isn't it?\No way, really?\Seriously, it just like this!\Though, it'd be a lie if I said things were perfect.\Tickle, tickle!\Giggle, giggle? response:	Sadako?
context: Delicious!\Isn't it?\No way, really?\Seriously, it just like this!\Though, it'd be a lie if I said things were perfect.\Tickle, tickle!\Giggle, giggle?\Sadako? response:	She's become a lot brighter lately, hasn't she?
context: Isn't it?\No way, really?\Seriously, it just like this!\Though, it'd be a lie if I said things were perfect.\Tickle, tickle!\Giggle, giggle?\Sadako?\She's become a lot brighter lately, hasn't she? response:	Yeah.
context: No way, really?\Seriously, it just like this!\Though, it'd be a lie if I said things were perfect.\Tickle, tickle!\Giggle, giggle?\Sadako?\She's become a lot brighter lately, hasn't she?\Yeah. response:	No small thanks to Shota here, no doubt.
context: Seriously, it just like this!\Though, it'd be a lie if I said things were perfect.\Tickle, tickle!\Giggle, giggle?\Sadako?\She's become a lot brighter lately, hasn't she?\Yeah.\No small thanks to Shota here, no doubt. response:	True.
context: Though, it'd be a lie if I said things were perfect.\Tickle, tickle!\Giggle, giggle?\Sadako?\She's become a lot brighter lately, hasn't she?\Yeah.\No small thanks to Shota here, no doubt.\True. response:	I felt like I had gotten a little bit closer to Kazehaya.
context: Tickle, tickle!\Giggle, giggle?\Sadako?\She's become a lot brighter lately, hasn't she?\Yeah.\No small thanks to Shota here, no doubt.\True.\I felt like I had gotten a little bit closer to Kazehaya. response:	But ever since we switched seats,
context: Giggle, giggle?\Sadako?\She's become a lot brighter lately, hasn't she?\Yeah.\No small thanks to Shota here, no doubt.\True.\I felt like I had gotten a little bit closer to Kazehaya.\But ever since we switched seats, response:	I feel like we've grown a little bit farther apart again.
context: Sadako?\She's become a lot brighter lately, hasn't she?\Yeah.\No small thanks to Shota here, no doubt.\True.\I felt like I had gotten a little bit closer to Kazehaya.\But ever since we switched seats,\I feel like we've grown a little bit farther apart again. response:	And now, it's February.
context: She's become a lot brighter lately, hasn't she?\Yeah.\No small thanks to Shota here, no doubt.\True.\I felt like I had gotten a little bit closer to Kazehaya.\But ever since we switched seats,\I feel like we've grown a little bit farther apart again.\And now, it's February. response:	I don't really eat sweets, but if you want to give me something, I won't say no.
context: Yeah.\No small thanks to Shota here, no doubt.\True.\I felt like I had gotten a little bit closer to Kazehaya.\But ever since we switched seats,\I feel like we've grown a little bit farther apart again.\And now, it's February.\I don't really eat sweets, but if you want to give me something, I won't say no. response:	February 13th 1. English 2. Math 3. Japanese
context: No small thanks to Shota here, no doubt.\True.\I felt like I had gotten a little bit closer to Kazehaya.\But ever since we switched seats,\I feel like we've grown a little bit farther apart again.\And now, it's February.\I don't really eat sweets, but if you want to give me something, I won't say no.\February 13th 1. English 2. Math 3. Japanese response:	And tomorrow is Valentine's Day.
context: True.\I felt like I had gotten a little bit closer to Kazehaya.\But ever since we switched seats,\I feel like we've grown a little bit farther apart again.\And now, it's February.\I don't really eat sweets, but if you want to give me something, I won't say no.\February 13th 1. English 2. Math 3. Japanese\And tomorrow is Valentine's Day. response:	Are you making yours, Sawako? Or buying?
context: I felt like I had gotten a little bit closer to Kazehaya.\But ever since we switched seats,\I feel like we've grown a little bit farther apart again.\And now, it's February.\I don't really eat sweets, but if you want to give me something, I won't say no.\February 13th 1. English 2. Math 3. Japanese\And tomorrow is Valentine's Day.\Are you making yours, Sawako? Or buying? response:	What?
context: But ever since we switched seats,\I feel like we've grown a little bit farther apart again.\And now, it's February.\I don't really eat sweets, but if you want to give me something, I won't say no.\February 13th 1. English 2. Math 3. Japanese\And tomorrow is Valentine's Day.\Are you making yours, Sawako? Or buying?\What? response:	Your chocolates.
context: I feel like we've grown a little bit farther apart again.\And now, it's February.\I don't really eat sweets, but if you want to give me something, I won't say no.\February 13th 1. English 2. Math 3. Japanese\And tomorrow is Valentine's Day.\Are you making yours, Sawako? Or buying?\What?\Your chocolates. response:	What are you acting all surprised for?
context: And now, it's February.\I don't really eat sweets, but if you want to give me something, I won't say no.\February 13th 1. English 2. Math 3. Japanese\And tomorrow is Valentine's Day.\Are you making yours, Sawako? Or buying?\What?\Your chocolates.\What are you acting all surprised for? response:	You give chocolates to your Dad every year, don't you?
context: I don't really eat sweets, but if you want to give me something, I won't say no.\February 13th 1. English 2. Math 3. Japanese\And tomorrow is Valentine's Day.\Are you making yours, Sawako? Or buying?\What?\Your chocolates.\What are you acting all surprised for?\You give chocolates to your Dad every year, don't you? response:	Daddy...
context: February 13th 1. English 2. Math 3. Japanese\And tomorrow is Valentine's Day.\Are you making yours, Sawako? Or buying?\What?\Your chocolates.\What are you acting all surprised for?\You give chocolates to your Dad every year, don't you?\Daddy... response:	What about you, Chizu?
context: And tomorrow is Valentine's Day.\Are you making yours, Sawako? Or buying?\What?\Your chocolates.\What are you acting all surprised for?\You give chocolates to your Dad every year, don't you?\Daddy...\What about you, Chizu? response:	I'm going to give some to Ryu.
context: Are you making yours, Sawako? Or buying?\What?\Your chocolates.\What are you acting all surprised for?\You give chocolates to your Dad every year, don't you?\Daddy...\What about you, Chizu?\I'm going to give some to Ryu. response:	What about you, Yano-chin?
context: What?\Your chocolates.\What are you acting all surprised for?\You give chocolates to your Dad every year, don't you?\Daddy...\What about you, Chizu?\I'm going to give some to Ryu.\What about you, Yano-chin? response:	Maybe as a bribe...
context: Your chocolates.\What are you acting all surprised for?\You give chocolates to your Dad every year, don't you?\Daddy...\What about you, Chizu?\I'm going to give some to Ryu.\What about you, Yano-chin?\Maybe as a bribe... response:	What? A bribe?
context: What are you acting all surprised for?\You give chocolates to your Dad every year, don't you?\Daddy...\What about you, Chizu?\I'm going to give some to Ryu.\What about you, Yano-chin?\Maybe as a bribe...\What? A bribe? response:	I didn't want to say anything,
context: You give chocolates to your Dad every year, don't you?\Daddy...\What about you, Chizu?\I'm going to give some to Ryu.\What about you, Yano-chin?\Maybe as a bribe...\What? A bribe?\I didn't want to say anything, response:	but I was already prepared to make chocolates.
context: Daddy...\What about you, Chizu?\I'm going to give some to Ryu.\What about you, Yano-chin?\Maybe as a bribe...\What? A bribe?\I didn't want to say anything,\but I was already prepared to make chocolates. response:	This one's for Ayane.
context: What about you, Chizu?\I'm going to give some to Ryu.\What about you, Yano-chin?\Maybe as a bribe...\What? A bribe?\I didn't want to say anything,\but I was already prepared to make chocolates.\This one's for Ayane. response:	To Tomo
context: I'm going to give some to Ryu.\What about you, Yano-chin?\Maybe as a bribe...\What? A bribe?\I didn't want to say anything,\but I was already prepared to make chocolates.\This one's for Ayane.\To Tomo response:	To Ayane
context: What about you, Yano-chin?\Maybe as a bribe...\What? A bribe?\I didn't want to say anything,\but I was already prepared to make chocolates.\This one's for Ayane.\To Tomo\To Ayane response:	To Chizu
context: Maybe as a bribe...\What? A bribe?\I didn't want to say anything,\but I was already prepared to make chocolates.\This one's for Ayane.\To Tomo\To Ayane\To Chizu response:	and Sanada
context: What? A bribe?\I didn't want to say anything,\but I was already prepared to make chocolates.\This one's for Ayane.\To Tomo\To Ayane\To Chizu\and Sanada response:	And this one is for Chizu and Sanada.
context: I didn't want to say anything,\but I was already prepared to make chocolates.\This one's for Ayane.\To Tomo\To Ayane\To Chizu\and Sanada\And this one is for Chizu and Sanada. response:	And this one is for Tomo.
context: but I was already prepared to make chocolates.\This one's for Ayane.\To Tomo\To Ayane\To Chizu\and Sanada\And this one is for Chizu and Sanada.\And this one is for Tomo. response:	And one for Ekko.
context: This one's for Ayane.\To Tomo\To Ayane\To Chizu\and Sanada\And this one is for Chizu and Sanada.\And this one is for Tomo.\And one for Ekko. response:	Oh, and this one for Daddy.
context: To Tomo\To Ayane\To Chizu\and Sanada\And this one is for Chizu and Sanada.\And this one is for Tomo.\And one for Ekko.\Oh, and this one for Daddy. response:	Kaz
context: To Ayane\To Chizu\and Sanada\And this one is for Chizu and Sanada.\And this one is for Tomo.\And one for Ekko.\Oh, and this one for Daddy.\Kaz response:	And this one...
context: To Chizu\and Sanada\And this one is for Chizu and Sanada.\And this one is for Tomo.\And one for Ekko.\Oh, and this one for Daddy.\Kaz\And this one... response:	A-Actually maybe I shouldn't write him a card.
context: and Sanada\And this one is for Chizu and Sanada.\And this one is for Tomo.\And one for Ekko.\Oh, and this one for Daddy.\Kaz\And this one...\A-Actually maybe I shouldn't write him a card. response:	Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's?
context: And this one is for Chizu and Sanada.\And this one is for Tomo.\And one for Ekko.\Oh, and this one for Daddy.\Kaz\And this one...\A-Actually maybe I shouldn't write him a card.\Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's? response:	And those pieces with hearts!
context: And this one is for Tomo.\And one for Ekko.\Oh, and this one for Daddy.\Kaz\And this one...\A-Actually maybe I shouldn't write him a card.\Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's?\And those pieces with hearts! response:	Why are there so many hearts?
context: And one for Ekko.\Oh, and this one for Daddy.\Kaz\And this one...\A-Actually maybe I shouldn't write him a card.\Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's?\And those pieces with hearts!\Why are there so many hearts? response:	W-Was I favoring him subconsciously?!
context: Oh, and this one for Daddy.\Kaz\And this one...\A-Actually maybe I shouldn't write him a card.\Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's?\And those pieces with hearts!\Why are there so many hearts?\W-Was I favoring him subconsciously?! response:	And these are handmade, too...
context: Kaz\And this one...\A-Actually maybe I shouldn't write him a card.\Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's?\And those pieces with hearts!\Why are there so many hearts?\W-Was I favoring him subconsciously?!\And these are handmade, too... response:	I really wanted to give him handmade chocolates...
context: And this one...\A-Actually maybe I shouldn't write him a card.\Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's?\And those pieces with hearts!\Why are there so many hearts?\W-Was I favoring him subconsciously?!\And these are handmade, too...\I really wanted to give him handmade chocolates... response:	But maybe this is too much.
context: A-Actually maybe I shouldn't write him a card.\Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's?\And those pieces with hearts!\Why are there so many hearts?\W-Was I favoring him subconsciously?!\And these are handmade, too...\I really wanted to give him handmade chocolates...\But maybe this is too much. response:	But I...
context: Wait, why does Kazehaya's bag seem to have more pieces with nuts than everyone else's?\And those pieces with hearts!\Why are there so many hearts?\W-Was I favoring him subconsciously?!\And these are handmade, too...\I really wanted to give him handmade chocolates...\But maybe this is too much.\But I... response:	really want to
context: And those pieces with hearts!\Why are there so many hearts?\W-Was I favoring him subconsciously?!\And these are handmade, too...\I really wanted to give him handmade chocolates...\But maybe this is too much.\But I...\really want to response:	give them to him.
context: Why are there so many hearts?\W-Was I favoring him subconsciously?!\And these are handmade, too...\I really wanted to give him handmade chocolates...\But maybe this is too much.\But I...\really want to\give them to him. response:	Good morning!
context: W-Was I favoring him subconsciously?!\And these are handmade, too...\I really wanted to give him handmade chocolates...\But maybe this is too much.\But I...\really want to\give them to him.\Good morning! response:	G-Good morning!
context: And these are handmade, too...\I really wanted to give him handmade chocolates...\But maybe this is too much.\But I...\really want to\give them to him.\Good morning!\G-Good morning! response:	He just took chocolate out of his locker, didn't he?
context: I really wanted to give him handmade chocolates...\But maybe this is too much.\But I...\really want to\give them to him.\Good morning!\G-Good morning!\He just took chocolate out of his locker, didn't he? response:	Well, of course he did!
context: But maybe this is too much.\But I...\really want to\give them to him.\Good morning!\G-Good morning!\He just took chocolate out of his locker, didn't he?\Well, of course he did! response:	I-I'll see you later!
context: But I...\really want to\give them to him.\Good morning!\G-Good morning!\He just took chocolate out of his locker, didn't he?\Well, of course he did!\I-I'll see you later! response:	O-Okay!
context: really want to\give them to him.\Good morning!\G-Good morning!\He just took chocolate out of his locker, didn't he?\Well, of course he did!\I-I'll see you later!\O-Okay! response:	I couldn't do it.
context: give them to him.\Good morning!\G-Good morning!\He just took chocolate out of his locker, didn't he?\Well, of course he did!\I-I'll see you later!\O-Okay!\I couldn't do it. response:	These are so good!
context: Good morning!\G-Good morning!\He just took chocolate out of his locker, didn't he?\Well, of course he did!\I-I'll see you later!\O-Okay!\I couldn't do it.\These are so good! response:	Share them with Sanada, okay?
context: G-Good morning!\He just took chocolate out of his locker, didn't he?\Well, of course he did!\I-I'll see you later!\O-Okay!\I couldn't do it.\These are so good!\Share them with Sanada, okay? response:	Okay!
context: He just took chocolate out of his locker, didn't he?\Well, of course he did!\I-I'll see you later!\O-Okay!\I couldn't do it.\These are so good!\Share them with Sanada, okay?\Okay! response:	Thank you!
context: Well, of course he did!\I-I'll see you later!\O-Okay!\I couldn't do it.\These are so good!\Share them with Sanada, okay?\Okay!\Thank you! response:	Thanks, Sadako!
context: I-I'll see you later!\O-Okay!\I couldn't do it.\These are so good!\Share them with Sanada, okay?\Okay!\Thank you!\Thanks, Sadako! response:	You're really good at this.
context: O-Okay!\I couldn't do it.\These are so good!\Share them with Sanada, okay?\Okay!\Thank you!\Thanks, Sadako!\You're really good at this. response:	I'm so happy you like them.
context: I couldn't do it.\These are so good!\Share them with Sanada, okay?\Okay!\Thank you!\Thanks, Sadako!\You're really good at this.\I'm so happy you like them. response:	I have just one left.
context: These are so good!\Share them with Sanada, okay?\Okay!\Thank you!\Thanks, Sadako!\You're really good at this.\I'm so happy you like them.\I have just one left. response:	Kazehaya!
