context: OP response:	Episode
context: The blue moon illuminated\your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear? response:	The transient quarter moon
context: your wandering shadow.\I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon response:	hides in a rift in the clouds,
context: I could never tell you all I wanted to say.\It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds, response:	as darkness seeps up from the ground.
context: It was so very frustrating.\I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground. response:	Tell me the truth, please.
context: I think about your faked smile,\and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please. response:	Are you so despondent
context: and forget all the hot tears we shed.\What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent response:	that you still sit alone, sighing?
context: What do these empty husks,\those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing? response:	Finale
context: those empty eyes of yours, reflect, my dear?\The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Finale response:	Genkei-sama,
context: The transient quarter moon\hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Finale\Genkei-sama, response:	are you saying that your sister was sealed in here, fifty years ago,
context: hides in a rift in the clouds,\as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Finale\Genkei-sama,\are you saying that your sister was sealed in here, fifty years ago, response:	and still wanders aimlessly across the sea?
context: as darkness seeps up from the ground.\Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Finale\Genkei-sama,\are you saying that your sister was sealed in here, fifty years ago,\and still wanders aimlessly across the sea? response:	As I thought!
context: Tell me the truth, please.\Are you so despondent\that you still sit alone, sighing?\Finale\Genkei-sama,\are you saying that your sister was sealed in here, fifty years ago,\and still wanders aimlessly across the sea?\As I thought! response:	The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune.
context: Are you so despondent\that you still sit alone, sighing?\Finale\Genkei-sama,\are you saying that your sister was sealed in here, fifty years ago,\and still wanders aimlessly across the sea?\As I thought!\The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune. response:	But isnt that the Mononokes Truth?
context: that you still sit alone, sighing?\Finale\Genkei-sama,\are you saying that your sister was sealed in here, fifty years ago,\and still wanders aimlessly across the sea?\As I thought!\The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune.\But isnt that the Mononokes Truth? response:	Then we should open the Utsurobune,
context: Finale\Genkei-sama,\are you saying that your sister was sealed in here, fifty years ago,\and still wanders aimlessly across the sea?\As I thought!\The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune.\But isnt that the Mononokes Truth?\Then we should open the Utsurobune, response:	and give her a proper funeral, thus allowing our ship to escape this wretched sea.
context: Genkei-sama,\are you saying that your sister was sealed in here, fifty years ago,\and still wanders aimlessly across the sea?\As I thought!\The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune.\But isnt that the Mononokes Truth?\Then we should open the Utsurobune,\and give her a proper funeral, thus allowing our ship to escape this wretched sea. response:	YYou want to open it?
context: are you saying that your sister was sealed in here, fifty years ago,\and still wanders aimlessly across the sea?\As I thought!\The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune.\But isnt that the Mononokes Truth?\Then we should open the Utsurobune,\and give her a proper funeral, thus allowing our ship to escape this wretched sea.\YYou want to open it? response:	Thats simply too frightening to contemplate!
context: and still wanders aimlessly across the sea?\As I thought!\The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune.\But isnt that the Mononokes Truth?\Then we should open the Utsurobune,\and give her a proper funeral, thus allowing our ship to escape this wretched sea.\YYou want to open it?\Thats simply too frightening to contemplate! response:	But shes been trapped in there for fifty years!
context: As I thought!\The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune.\But isnt that the Mononokes Truth?\Then we should open the Utsurobune,\and give her a proper funeral, thus allowing our ship to escape this wretched sea.\YYou want to open it?\Thats simply too frightening to contemplate!\But shes been trapped in there for fifty years! response:	She must want to get out. I would.
context: The Dragons Triangle itself is a Mononoke, born from the malice contained within this Utsurobune.\But isnt that the Mononokes Truth?\Then we should open the Utsurobune,\and give her a proper funeral, thus allowing our ship to escape this wretched sea.\YYou want to open it?\Thats simply too frightening to contemplate!\But shes been trapped in there for fifty years!\She must want to get out. I would. response:	Im afraid! Afraid!
context: But isnt that the Mononokes Truth?\Then we should open the Utsurobune,\and give her a proper funeral, thus allowing our ship to escape this wretched sea.\YYou want to open it?\Thats simply too frightening to contemplate!\But shes been trapped in there for fifty years!\She must want to get out. I would.\Im afraid! Afraid! response:	No-one could stay alive in there for long.
context: Then we should open the Utsurobune,\and give her a proper funeral, thus allowing our ship to escape this wretched sea.\YYou want to open it?\Thats simply too frightening to contemplate!\But shes been trapped in there for fifty years!\She must want to get out. I would.\Im afraid! Afraid!\No-one could stay alive in there for long. response:	If shes been dead for fifty years, then her body would have rotted away!
context: and give her a proper funeral, thus allowing our ship to escape this wretched sea.\YYou want to open it?\Thats simply too frightening to contemplate!\But shes been trapped in there for fifty years!\She must want to get out. I would.\Im afraid! Afraid!\No-one could stay alive in there for long.\If shes been dead for fifty years, then her body would have rotted away! response:	All the more reason for us to save Genkei-donos unfortunate sister.
context: YYou want to open it?\Thats simply too frightening to contemplate!\But shes been trapped in there for fifty years!\She must want to get out. I would.\Im afraid! Afraid!\No-one could stay alive in there for long.\If shes been dead for fifty years, then her body would have rotted away!\All the more reason for us to save Genkei-donos unfortunate sister. response:	Certainly, this is the monks most noble calling.
context: Thats simply too frightening to contemplate!\But shes been trapped in there for fifty years!\She must want to get out. I would.\Im afraid! Afraid!\No-one could stay alive in there for long.\If shes been dead for fifty years, then her body would have rotted away!\All the more reason for us to save Genkei-donos unfortunate sister.\Certainly, this is the monks most noble calling. response:	Can I convince you not to?
context: But shes been trapped in there for fifty years!\She must want to get out. I would.\Im afraid! Afraid!\No-one could stay alive in there for long.\If shes been dead for fifty years, then her body would have rotted away!\All the more reason for us to save Genkei-donos unfortunate sister.\Certainly, this is the monks most noble calling.\Can I convince you not to? response:	Should we really open it?
context: She must want to get out. I would.\Im afraid! Afraid!\No-one could stay alive in there for long.\If shes been dead for fifty years, then her body would have rotted away!\All the more reason for us to save Genkei-donos unfortunate sister.\Certainly, this is the monks most noble calling.\Can I convince you not to?\Should we really open it? response:	If you do not wish to roam this sea forever as a Mononoke, then yes.
context: Im afraid! Afraid!\No-one could stay alive in there for long.\If shes been dead for fifty years, then her body would have rotted away!\All the more reason for us to save Genkei-donos unfortunate sister.\Certainly, this is the monks most noble calling.\Can I convince you not to?\Should we really open it?\If you do not wish to roam this sea forever as a Mononoke, then yes. response:	Why would I want to become a Mononoke?
context: No-one could stay alive in there for long.\If shes been dead for fifty years, then her body would have rotted away!\All the more reason for us to save Genkei-donos unfortunate sister.\Certainly, this is the monks most noble calling.\Can I convince you not to?\Should we really open it?\If you do not wish to roam this sea forever as a Mononoke, then yes.\Why would I want to become a Mononoke? response:	Besides, didnt you come here in order to put those whove become Mononoke to rest?
context: If shes been dead for fifty years, then her body would have rotted away!\All the more reason for us to save Genkei-donos unfortunate sister.\Certainly, this is the monks most noble calling.\Can I convince you not to?\Should we really open it?\If you do not wish to roam this sea forever as a Mononoke, then yes.\Why would I want to become a Mononoke?\Besides, didnt you come here in order to put those whove become Mononoke to rest? response:	Well then, here we go!
context: All the more reason for us to save Genkei-donos unfortunate sister.\Certainly, this is the monks most noble calling.\Can I convince you not to?\Should we really open it?\If you do not wish to roam this sea forever as a Mononoke, then yes.\Why would I want to become a Mononoke?\Besides, didnt you come here in order to put those whove become Mononoke to rest?\Well then, here we go! response:	Heave, ho!
context: Certainly, this is the monks most noble calling.\Can I convince you not to?\Should we really open it?\If you do not wish to roam this sea forever as a Mononoke, then yes.\Why would I want to become a Mononoke?\Besides, didnt you come here in order to put those whove become Mononoke to rest?\Well then, here we go!\Heave, ho! response:	This is harder than I thought.
context: Can I convince you not to?\Should we really open it?\If you do not wish to roam this sea forever as a Mononoke, then yes.\Why would I want to become a Mononoke?\Besides, didnt you come here in order to put those whove become Mononoke to rest?\Well then, here we go!\Heave, ho!\This is harder than I thought. response:	Stop watching and come help us, Mr. Medicine Seller!
context: Should we really open it?\If you do not wish to roam this sea forever as a Mononoke, then yes.\Why would I want to become a Mononoke?\Besides, didnt you come here in order to put those whove become Mononoke to rest?\Well then, here we go!\Heave, ho!\This is harder than I thought.\Stop watching and come help us, Mr. Medicine Seller! response:	All right, once more!
context: If you do not wish to roam this sea forever as a Mononoke, then yes.\Why would I want to become a Mononoke?\Besides, didnt you come here in order to put those whove become Mononoke to rest?\Well then, here we go!\Heave, ho!\This is harder than I thought.\Stop watching and come help us, Mr. Medicine Seller!\All right, once more! response:	Heave, ho!
context: Why would I want to become a Mononoke?\Besides, didnt you come here in order to put those whove become Mononoke to rest?\Well then, here we go!\Heave, ho!\This is harder than I thought.\Stop watching and come help us, Mr. Medicine Seller!\All right, once more!\Heave, ho! response:	I see.
context: Besides, didnt you come here in order to put those whove become Mononoke to rest?\Well then, here we go!\Heave, ho!\This is harder than I thought.\Stop watching and come help us, Mr. Medicine Seller!\All right, once more!\Heave, ho!\I see. response:	Heave, ho!
context: Well then, here we go!\Heave, ho!\This is harder than I thought.\Stop watching and come help us, Mr. Medicine Seller!\All right, once more!\Heave, ho!\I see.\Heave, ho! response:	Well then.
context: Heave, ho!\This is harder than I thought.\Stop watching and come help us, Mr. Medicine Seller!\All right, once more!\Heave, ho!\I see.\Heave, ho!\Well then. response:	Everyone, watch out!
context: This is harder than I thought.\Stop watching and come help us, Mr. Medicine Seller!\All right, once more!\Heave, ho!\I see.\Heave, ho!\Well then.\Everyone, watch out! response:	Why dont you ever say when youre going to do that?
context: Stop watching and come help us, Mr. Medicine Seller!\All right, once more!\Heave, ho!\I see.\Heave, ho!\Well then.\Everyone, watch out!\Why dont you ever say when youre going to do that? response:	Here it comes!
context: All right, once more!\Heave, ho!\I see.\Heave, ho!\Well then.\Everyone, watch out!\Why dont you ever say when youre going to do that?\Here it comes! response:	Oyou and I were born on a small island not far from here.
context: Heave, ho!\I see.\Heave, ho!\Well then.\Everyone, watch out!\Why dont you ever say when youre going to do that?\Here it comes!\Oyou and I were born on a small island not far from here. response:	Our parents died at sea while we were still young.
context: I see.\Heave, ho!\Well then.\Everyone, watch out!\Why dont you ever say when youre going to do that?\Here it comes!\Oyou and I were born on a small island not far from here.\Our parents died at sea while we were still young. response:	She and I lived together, and there were no other children our age around, so we were always together.
context: Heave, ho!\Well then.\Everyone, watch out!\Why dont you ever say when youre going to do that?\Here it comes!\Oyou and I were born on a small island not far from here.\Our parents died at sea while we were still young.\She and I lived together, and there were no other children our age around, so we were always together. response:	We got along so well.
context: Well then.\Everyone, watch out!\Why dont you ever say when youre going to do that?\Here it comes!\Oyou and I were born on a small island not far from here.\Our parents died at sea while we were still young.\She and I lived together, and there were no other children our age around, so we were always together.\We got along so well. response:	Indeed, perhaps we got along too well.
context: Everyone, watch out!\Why dont you ever say when youre going to do that?\Here it comes!\Oyou and I were born on a small island not far from here.\Our parents died at sea while we were still young.\She and I lived together, and there were no other children our age around, so we were always together.\We got along so well.\Indeed, perhaps we got along too well. response:	When I was fifteen, I entered the monastery.
context: Why dont you ever say when youre going to do that?\Here it comes!\Oyou and I were born on a small island not far from here.\Our parents died at sea while we were still young.\She and I lived together, and there were no other children our age around, so we were always together.\We got along so well.\Indeed, perhaps we got along too well.\When I was fifteen, I entered the monastery. response:	It was the tradition on that island,
context: Here it comes!\Oyou and I were born on a small island not far from here.\Our parents died at sea while we were still young.\She and I lived together, and there were no other children our age around, so we were always together.\We got along so well.\Indeed, perhaps we got along too well.\When I was fifteen, I entered the monastery.\It was the tradition on that island, response:	and Oyou and I were compelled to follow it.
context: Oyou and I were born on a small island not far from here.\Our parents died at sea while we were still young.\She and I lived together, and there were no other children our age around, so we were always together.\We got along so well.\Indeed, perhaps we got along too well.\When I was fifteen, I entered the monastery.\It was the tradition on that island,\and Oyou and I were compelled to follow it. response:	Brother.
context: Our parents died at sea while we were still young.\She and I lived together, and there were no other children our age around, so we were always together.\We got along so well.\Indeed, perhaps we got along too well.\When I was fifteen, I entered the monastery.\It was the tradition on that island,\and Oyou and I were compelled to follow it.\Brother. response:	Oyou.
context: She and I lived together, and there were no other children our age around, so we were always together.\We got along so well.\Indeed, perhaps we got along too well.\When I was fifteen, I entered the monastery.\It was the tradition on that island,\and Oyou and I were compelled to follow it.\Brother.\Oyou. response:	His sister
context: We got along so well.\Indeed, perhaps we got along too well.\When I was fifteen, I entered the monastery.\It was the tradition on that island,\and Oyou and I were compelled to follow it.\Brother.\Oyou.\His sister response:	His sister
context: Indeed, perhaps we got along too well.\When I was fifteen, I entered the monastery.\It was the tradition on that island,\and Oyou and I were compelled to follow it.\Brother.\Oyou.\His sister\His sister response:	Shes completely gone. Neither
context: When I was fifteen, I entered the monastery.\It was the tradition on that island,\and Oyou and I were compelled to follow it.\Brother.\Oyou.\His sister\His sister\Shes completely gone. Neither response:	Oyou.
context: It was the tradition on that island,\and Oyou and I were compelled to follow it.\Brother.\Oyou.\His sister\His sister\Shes completely gone. Neither\Oyou. response:	hide nor hair of her to be seen.
context: and Oyou and I were compelled to follow it.\Brother.\Oyou.\His sister\His sister\Shes completely gone. Neither\Oyou.\hide nor hair of her to be seen. response:	Oyou!
context: Brother.\Oyou.\His sister\His sister\Shes completely gone. Neither\Oyou.\hide nor hair of her to be seen.\Oyou! response:	From then on, I took on the name of Genkei.
context: Oyou.\His sister\His sister\Shes completely gone. Neither\Oyou.\hide nor hair of her to be seen.\Oyou!\From then on, I took on the name of Genkei. response:	I left the island, and undertook the most intense form of purification training.
context: His sister\His sister\Shes completely gone. Neither\Oyou.\hide nor hair of her to be seen.\Oyou!\From then on, I took on the name of Genkei.\I left the island, and undertook the most intense form of purification training. response:	Many could not stand the training, and dropped out.
context: His sister\Shes completely gone. Neither\Oyou.\hide nor hair of her to be seen.\Oyou!\From then on, I took on the name of Genkei.\I left the island, and undertook the most intense form of purification training.\Many could not stand the training, and dropped out. response:	I bore through it.
context: Shes completely gone. Neither\Oyou.\hide nor hair of her to be seen.\Oyou!\From then on, I took on the name of Genkei.\I left the island, and undertook the most intense form of purification training.\Many could not stand the training, and dropped out.\I bore through it. response:	More than once, I wanted to forget about Oyou entirely,
context: Oyou.\hide nor hair of her to be seen.\Oyou!\From then on, I took on the name of Genkei.\I left the island, and undertook the most intense form of purification training.\Many could not stand the training, and dropped out.\I bore through it.\More than once, I wanted to forget about Oyou entirely, response:	Genkei-sama.
context: hide nor hair of her to be seen.\Oyou!\From then on, I took on the name of Genkei.\I left the island, and undertook the most intense form of purification training.\Many could not stand the training, and dropped out.\I bore through it.\More than once, I wanted to forget about Oyou entirely,\Genkei-sama. response:	but she thought about me every single day.
context: Oyou!\From then on, I took on the name of Genkei.\I left the island, and undertook the most intense form of purification training.\Many could not stand the training, and dropped out.\I bore through it.\More than once, I wanted to forget about Oyou entirely,\Genkei-sama.\but she thought about me every single day. response:	So many goldfish!
context: From then on, I took on the name of Genkei.\I left the island, and undertook the most intense form of purification training.\Many could not stand the training, and dropped out.\I bore through it.\More than once, I wanted to forget about Oyou entirely,\Genkei-sama.\but she thought about me every single day.\So many goldfish! response:	She prayed constantly for me to become a good monk.
context: I left the island, and undertook the most intense form of purification training.\Many could not stand the training, and dropped out.\I bore through it.\More than once, I wanted to forget about Oyou entirely,\Genkei-sama.\but she thought about me every single day.\So many goldfish!\She prayed constantly for me to become a good monk. response:	I knew, though, that as brother and sister,
context: Many could not stand the training, and dropped out.\I bore through it.\More than once, I wanted to forget about Oyou entirely,\Genkei-sama.\but she thought about me every single day.\So many goldfish!\She prayed constantly for me to become a good monk.\I knew, though, that as brother and sister, response:	we could never be joined together.
context: I bore through it.\More than once, I wanted to forget about Oyou entirely,\Genkei-sama.\but she thought about me every single day.\So many goldfish!\She prayed constantly for me to become a good monk.\I knew, though, that as brother and sister,\we could never be joined together. response:	I was certain that Oyou was in he
context: More than once, I wanted to forget about Oyou entirely,\Genkei-sama.\but she thought about me every single day.\So many goldfish!\She prayed constantly for me to become a good monk.\I knew, though, that as brother and sister,\we could never be joined together.\I was certain that Oyou was in he response:	It would seem that your sister did not become
context: Genkei-sama.\but she thought about me every single day.\So many goldfish!\She prayed constantly for me to become a good monk.\I knew, though, that as brother and sister,\we could never be joined together.\I was certain that Oyou was in he\It would seem that your sister did not become response:	a Mononoke.
context: but she thought about me every single day.\So many goldfish!\She prayed constantly for me to become a good monk.\I knew, though, that as brother and sister,\we could never be joined together.\I was certain that Oyou was in he\It would seem that your sister did not become\a Mononoke. response:	Then, what exactly is the Truth behind this Mononoke?
context: So many goldfish!\She prayed constantly for me to become a good monk.\I knew, though, that as brother and sister,\we could never be joined together.\I was certain that Oyou was in he\It would seem that your sister did not become\a Mononoke.\Then, what exactly is the Truth behind this Mononoke? response:	It is measuring our distance from the Mononoke again?
context: She prayed constantly for me to become a good monk.\I knew, though, that as brother and sister,\we could never be joined together.\I was certain that Oyou was in he\It would seem that your sister did not become\a Mononoke.\Then, what exactly is the Truth behind this Mononoke?\It is measuring our distance from the Mononoke again? response:	It is not merely measuring.
context: I knew, though, that as brother and sister,\we could never be joined together.\I was certain that Oyou was in he\It would seem that your sister did not become\a Mononoke.\Then, what exactly is the Truth behind this Mononoke?\It is measuring our distance from the Mononoke again?\It is not merely measuring. response:	I have sent it to show us
context: we could never be joined together.\I was certain that Oyou was in he\It would seem that your sister did not become\a Mononoke.\Then, what exactly is the Truth behind this Mononoke?\It is measuring our distance from the Mononoke again?\It is not merely measuring.\I have sent it to show us response:	the Mononokes Truth.
context: I was certain that Oyou was in he\It would seem that your sister did not become\a Mononoke.\Then, what exactly is the Truth behind this Mononoke?\It is measuring our distance from the Mononoke again?\It is not merely measuring.\I have sent it to show us\the Mononokes Truth. response:	Will you tell me, now,
context: It would seem that your sister did not become\a Mononoke.\Then, what exactly is the Truth behind this Mononoke?\It is measuring our distance from the Mononoke again?\It is not merely measuring.\I have sent it to show us\the Mononokes Truth.\Will you tell me, now, response:	what the connection is between your sister and this Utsurobune from fifty years ago?
context: a Mononoke.\Then, what exactly is the Truth behind this Mononoke?\It is measuring our distance from the Mononoke again?\It is not merely measuring.\I have sent it to show us\the Mononokes Truth.\Will you tell me, now,\what the connection is between your sister and this Utsurobune from fifty years ago? response:	The scale is going to bring the Truth to light?
context: Then, what exactly is the Truth behind this Mononoke?\It is measuring our distance from the Mononoke again?\It is not merely measuring.\I have sent it to show us\the Mononokes Truth.\Will you tell me, now,\what the connection is between your sister and this Utsurobune from fifty years ago?\The scale is going to bring the Truth to light? response:	The scale is going to bring the Truth to light?
context: It is measuring our distance from the Mononoke again?\It is not merely measuring.\I have sent it to show us\the Mononokes Truth.\Will you tell me, now,\what the connection is between your sister and this Utsurobune from fifty years ago?\The scale is going to bring the Truth to light?\The scale is going to bring the Truth to light? response:	The Buddhist path strays far from the path of flesh.
context: It is not merely measuring.\I have sent it to show us\the Mononokes Truth.\Will you tell me, now,\what the connection is between your sister and this Utsurobune from fifty years ago?\The scale is going to bring the Truth to light?\The scale is going to bring the Truth to light?\The Buddhist path strays far from the path of flesh. response:	How I dreamed of being together with Oyou.
context: I have sent it to show us\the Mononokes Truth.\Will you tell me, now,\what the connection is between your sister and this Utsurobune from fifty years ago?\The scale is going to bring the Truth to light?\The scale is going to bring the Truth to light?\The Buddhist path strays far from the path of flesh.\How I dreamed of being together with Oyou. response:	Even so, I chose to continue my training.
context: the Mononokes Truth.\Will you tell me, now,\what the connection is between your sister and this Utsurobune from fifty years ago?\The scale is going to bring the Truth to light?\The scale is going to bring the Truth to light?\The Buddhist path strays far from the path of flesh.\How I dreamed of being together with Oyou.\Even so, I chose to continue my training. response:	What then?
context: Will you tell me, now,\what the connection is between your sister and this Utsurobune from fifty years ago?\The scale is going to bring the Truth to light?\The scale is going to bring the Truth to light?\The Buddhist path strays far from the path of flesh.\How I dreamed of being together with Oyou.\Even so, I chose to continue my training.\What then? response:	I know not whether it was to purify myself,
context: what the connection is between your sister and this Utsurobune from fifty years ago?\The scale is going to bring the Truth to light?\The scale is going to bring the Truth to light?\The Buddhist path strays far from the path of flesh.\How I dreamed of being together with Oyou.\Even so, I chose to continue my training.\What then?\I know not whether it was to purify myself, response:	or merely to escape the source of my impure thoughts.
context: The scale is going to bring the Truth to light?\The scale is going to bring the Truth to light?\The Buddhist path strays far from the path of flesh.\How I dreamed of being together with Oyou.\Even so, I chose to continue my training.\What then?\I know not whether it was to purify myself,\or merely to escape the source of my impure thoughts. response:	Surely that was the true reason?
context: The scale is going to bring the Truth to light?\The Buddhist path strays far from the path of flesh.\How I dreamed of being together with Oyou.\Even so, I chose to continue my training.\What then?\I know not whether it was to purify myself,\or merely to escape the source of my impure thoughts.\Surely that was the true reason? response:	I was afraid.
context: The Buddhist path strays far from the path of flesh.\How I dreamed of being together with Oyou.\Even so, I chose to continue my training.\What then?\I know not whether it was to purify myself,\or merely to escape the source of my impure thoughts.\Surely that was the true reason?\I was afraid. response:	I was so frightened.
context: How I dreamed of being together with Oyou.\Even so, I chose to continue my training.\What then?\I know not whether it was to purify myself,\or merely to escape the source of my impure thoughts.\Surely that was the true reason?\I was afraid.\I was so frightened. response:	I wanted to be with Oyou, though we could never be married.
context: Even so, I chose to continue my training.\What then?\I know not whether it was to purify myself,\or merely to escape the source of my impure thoughts.\Surely that was the true reason?\I was afraid.\I was so frightened.\I wanted to be with Oyou, though we could never be married. response:	That was my wish.
context: What then?\I know not whether it was to purify myself,\or merely to escape the source of my impure thoughts.\Surely that was the true reason?\I was afraid.\I was so frightened.\I wanted to be with Oyou, though we could never be married.\That was my wish. response:	However,
context: I know not whether it was to purify myself,\or merely to escape the source of my impure thoughts.\Surely that was the true reason?\I was afraid.\I was so frightened.\I wanted to be with Oyou, though we could never be married.\That was my wish.\However, response:	even Oyou would one day be married.
context: or merely to escape the source of my impure thoughts.\Surely that was the true reason?\I was afraid.\I was so frightened.\I wanted to be with Oyou, though we could never be married.\That was my wish.\However,\even Oyou would one day be married. response:	She had to be.
context: Surely that was the true reason?\I was afraid.\I was so frightened.\I wanted to be with Oyou, though we could never be married.\That was my wish.\However,\even Oyou would one day be married.\She had to be. response:	I did not want to accept it.
context: I was afraid.\I was so frightened.\I wanted to be with Oyou, though we could never be married.\That was my wish.\However,\even Oyou would one day be married.\She had to be.\I did not want to accept it. response:	When I thought of it, I felt my mind turn to terrible, unbearable thoughts.
context: I was so frightened.\I wanted to be with Oyou, though we could never be married.\That was my wish.\However,\even Oyou would one day be married.\She had to be.\I did not want to accept it.\When I thought of it, I felt my mind turn to terrible, unbearable thoughts. response:	I was terrified.
context: I wanted to be with Oyou, though we could never be married.\That was my wish.\However,\even Oyou would one day be married.\She had to be.\I did not want to accept it.\When I thought of it, I felt my mind turn to terrible, unbearable thoughts.\I was terrified. response:	Genkei-sama, had I but known your soul had become so impure!
context: That was my wish.\However,\even Oyou would one day be married.\She had to be.\I did not want to accept it.\When I thought of it, I felt my mind turn to terrible, unbearable thoughts.\I was terrified.\Genkei-sama, had I but known your soul had become so impure! response:	It did not become that way.
context: However,\even Oyou would one day be married.\She had to be.\I did not want to accept it.\When I thought of it, I felt my mind turn to terrible, unbearable thoughts.\I was terrified.\Genkei-sama, had I but known your soul had become so impure!\It did not become that way. response:	My soul was always impure, Sougen.
context: even Oyou would one day be married.\She had to be.\I did not want to accept it.\When I thought of it, I felt my mind turn to terrible, unbearable thoughts.\I was terrified.\Genkei-sama, had I but known your soul had become so impure!\It did not become that way.\My soul was always impure, Sougen. response:	I am so sorry you had to have a teacher like me.
