context: Why does this wine taste different from usual? response:	Where did this young man come from?
context: Oh, yes.\Your Fourth Brother has been gone for quite a while now.\When you deliver the wine to him, tell him to come back when he has time.\It's time for those two fields in front of the mountains to be tended to.\You're the one who angered him. You get him to come back.\I don't want to be scolded in your place.\I hereby-\I'm afraid of being struck by lightning. response:	Sister.
context: Your Fourth Brother has been gone for quite a while now.\When you deliver the wine to him, tell him to come back when he has time.\It's time for those two fields in front of the mountains to be tended to.\You're the one who angered him. You get him to come back.\I don't want to be scolded in your place.\I hereby-\I'm afraid of being struck by lightning.\Sister. response:	Why did you call out to me?
context: When you deliver the wine to him, tell him to come back when he has time.\It's time for those two fields in front of the mountains to be tended to.\You're the one who angered him. You get him to come back.\I don't want to be scolded in your place.\I hereby-\I'm afraid of being struck by lightning.\Sister.\Why did you call out to me? response:	I see you are brimming with immortal energy.
context: It's time for those two fields in front of the mountains to be tended to.\You're the one who angered him. You get him to come back.\I don't want to be scolded in your place.\I hereby-\I'm afraid of being struck by lightning.\Sister.\Why did you call out to me?\I see you are brimming with immortal energy. response:	You must be an immortal heading to the Eastern Sea banquet.
context: You're the one who angered him. You get him to come back.\I don't want to be scolded in your place.\I hereby-\I'm afraid of being struck by lightning.\Sister.\Why did you call out to me?\I see you are brimming with immortal energy.\You must be an immortal heading to the Eastern Sea banquet. response:	Can you lead the way for me?
context: I don't want to be scolded in your place.\I hereby-\I'm afraid of being struck by lightning.\Sister.\Why did you call out to me?\I see you are brimming with immortal energy.\You must be an immortal heading to the Eastern Sea banquet.\Can you lead the way for me? response:	Follow me.
context: I hereby-\I'm afraid of being struck by lightning.\Sister.\Why did you call out to me?\I see you are brimming with immortal energy.\You must be an immortal heading to the Eastern Sea banquet.\Can you lead the way for me?\Follow me. response:	Thank you for leading the way, Sister.
context: I'm afraid of being struck by lightning.\Sister.\Why did you call out to me?\I see you are brimming with immortal energy.\You must be an immortal heading to the Eastern Sea banquet.\Can you lead the way for me?\Follow me.\Thank you for leading the way, Sister. response:	May I ask where you are from?
context: Sister.\Why did you call out to me?\I see you are brimming with immortal energy.\You must be an immortal heading to the Eastern Sea banquet.\Can you lead the way for me?\Follow me.\Thank you for leading the way, Sister.\May I ask where you are from? response:	I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods.
context: Why did you call out to me?\I see you are brimming with immortal energy.\You must be an immortal heading to the Eastern Sea banquet.\Can you lead the way for me?\Follow me.\Thank you for leading the way, Sister.\May I ask where you are from?\I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods. response:	Then do you know the Crown Prince of the Nine Heavens?
context: I see you are brimming with immortal energy.\You must be an immortal heading to the Eastern Sea banquet.\Can you lead the way for me?\Follow me.\Thank you for leading the way, Sister.\May I ask where you are from?\I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods.\Then do you know the Crown Prince of the Nine Heavens? response:	I do not.
context: You must be an immortal heading to the Eastern Sea banquet.\Can you lead the way for me?\Follow me.\Thank you for leading the way, Sister.\May I ask where you are from?\I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods.\Then do you know the Crown Prince of the Nine Heavens?\I do not. response:	Don't worry, Princess.
context: Can you lead the way for me?\Follow me.\Thank you for leading the way, Sister.\May I ask where you are from?\I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods.\Then do you know the Crown Prince of the Nine Heavens?\I do not.\Don't worry, Princess. response:	With your looks, the Crown Prince surely has not forgotten you
context: Follow me.\Thank you for leading the way, Sister.\May I ask where you are from?\I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods.\Then do you know the Crown Prince of the Nine Heavens?\I do not.\Don't worry, Princess.\With your looks, the Crown Prince surely has not forgotten you response:	and must be thinking of you every day.
context: Thank you for leading the way, Sister.\May I ask where you are from?\I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods.\Then do you know the Crown Prince of the Nine Heavens?\I do not.\Don't worry, Princess.\With your looks, the Crown Prince surely has not forgotten you\and must be thinking of you every day. response:	Yes, although the position of Heavenly Empress has already been taken
context: May I ask where you are from?\I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods.\Then do you know the Crown Prince of the Nine Heavens?\I do not.\Don't worry, Princess.\With your looks, the Crown Prince surely has not forgotten you\and must be thinking of you every day.\Yes, although the position of Heavenly Empress has already been taken response:	how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu?
context: I have been living in High God Zhe Yan's Ten-mile Peach Tree Woods.\Then do you know the Crown Prince of the Nine Heavens?\I do not.\Don't worry, Princess.\With your looks, the Crown Prince surely has not forgotten you\and must be thinking of you every day.\Yes, although the position of Heavenly Empress has already been taken\how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu? response:	Old woman?
context: Then do you know the Crown Prince of the Nine Heavens?\I do not.\Don't worry, Princess.\With your looks, the Crown Prince surely has not forgotten you\and must be thinking of you every day.\Yes, although the position of Heavenly Empress has already been taken\how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu?\Old woman? response:	How strange.
context: I do not.\Don't worry, Princess.\With your looks, the Crown Prince surely has not forgotten you\and must be thinking of you every day.\Yes, although the position of Heavenly Empress has already been taken\how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu?\Old woman?\How strange. response:	Why are there so many water lily leaves covering the crystal lights?
context: Don't worry, Princess.\With your looks, the Crown Prince surely has not forgotten you\and must be thinking of you every day.\Yes, although the position of Heavenly Empress has already been taken\how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu?\Old woman?\How strange.\Why are there so many water lily leaves covering the crystal lights? response:	Honorable guest, have you brought the invitation?
context: With your looks, the Crown Prince surely has not forgotten you\and must be thinking of you every day.\Yes, although the position of Heavenly Empress has already been taken\how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu?\Old woman?\How strange.\Why are there so many water lily leaves covering the crystal lights?\Honorable guest, have you brought the invitation? response:	This way please.
context: and must be thinking of you every day.\Yes, although the position of Heavenly Empress has already been taken\how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu?\Old woman?\How strange.\Why are there so many water lily leaves covering the crystal lights?\Honorable guest, have you brought the invitation?\This way please. response:	Even if you cannot accept it, I am the Lord of the Ghost Realm.
context: Yes, although the position of Heavenly Empress has already been taken\how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu?\Old woman?\How strange.\Why are there so many water lily leaves covering the crystal lights?\Honorable guest, have you brought the invitation?\This way please.\Even if you cannot accept it, I am the Lord of the Ghost Realm. response:	Even if your father, the Water King of West Sea, were here
context: how is it possible that Lord Ye Hua will fall for that old woman from Qing Qiu?\Old woman?\How strange.\Why are there so many water lily leaves covering the crystal lights?\Honorable guest, have you brought the invitation?\This way please.\Even if you cannot accept it, I am the Lord of the Ghost Realm.\Even if your father, the Water King of West Sea, were here response:	he would still need to bow to me.
context: Old woman?\How strange.\Why are there so many water lily leaves covering the crystal lights?\Honorable guest, have you brought the invitation?\This way please.\Even if you cannot accept it, I am the Lord of the Ghost Realm.\Even if your father, the Water King of West Sea, were here\he would still need to bow to me. response:	The Ghost Lord?
context: How strange.\Why are there so many water lily leaves covering the crystal lights?\Honorable guest, have you brought the invitation?\This way please.\Even if you cannot accept it, I am the Lord of the Ghost Realm.\Even if your father, the Water King of West Sea, were here\he would still need to bow to me.\The Ghost Lord? response:	In my mind, you are just the rascal
context: Why are there so many water lily leaves covering the crystal lights?\Honorable guest, have you brought the invitation?\This way please.\Even if you cannot accept it, I am the Lord of the Ghost Realm.\Even if your father, the Water King of West Sea, were here\he would still need to bow to me.\The Ghost Lord?\In my mind, you are just the rascal response:	who hung around the base of Kunlun Mountain 70,000 years ago
context: Honorable guest, have you brought the invitation?\This way please.\Even if you cannot accept it, I am the Lord of the Ghost Realm.\Even if your father, the Water King of West Sea, were here\he would still need to bow to me.\The Ghost Lord?\In my mind, you are just the rascal\who hung around the base of Kunlun Mountain 70,000 years ago response:	and only knew how to drink and be merry!
context: This way please.\Even if you cannot accept it, I am the Lord of the Ghost Realm.\Even if your father, the Water King of West Sea, were here\he would still need to bow to me.\The Ghost Lord?\In my mind, you are just the rascal\who hung around the base of Kunlun Mountain 70,000 years ago\and only knew how to drink and be merry! response:	You shut your mouth.
context: Even if you cannot accept it, I am the Lord of the Ghost Realm.\Even if your father, the Water King of West Sea, were here\he would still need to bow to me.\The Ghost Lord?\In my mind, you are just the rascal\who hung around the base of Kunlun Mountain 70,000 years ago\and only knew how to drink and be merry!\You shut your mouth. response:	My three guests, I'm afraid your tempers are flaring.
context: Even if your father, the Water King of West Sea, were here\he would still need to bow to me.\The Ghost Lord?\In my mind, you are just the rascal\who hung around the base of Kunlun Mountain 70,000 years ago\and only knew how to drink and be merry!\You shut your mouth.\My three guests, I'm afraid your tempers are flaring. response:	Please hold your comments.
context: he would still need to bow to me.\The Ghost Lord?\In my mind, you are just the rascal\who hung around the base of Kunlun Mountain 70,000 years ago\and only knew how to drink and be merry!\You shut your mouth.\My three guests, I'm afraid your tempers are flaring.\Please hold your comments. response:	Ghost Lord, please calm down.
context: The Ghost Lord?\In my mind, you are just the rascal\who hung around the base of Kunlun Mountain 70,000 years ago\and only knew how to drink and be merry!\You shut your mouth.\My three guests, I'm afraid your tempers are flaring.\Please hold your comments.\Ghost Lord, please calm down. response:	The two of you were disciples of High God Mo Yuan.
context: In my mind, you are just the rascal\who hung around the base of Kunlun Mountain 70,000 years ago\and only knew how to drink and be merry!\You shut your mouth.\My three guests, I'm afraid your tempers are flaring.\Please hold your comments.\Ghost Lord, please calm down.\The two of you were disciples of High God Mo Yuan. response:	Please calm down.
context: who hung around the base of Kunlun Mountain 70,000 years ago\and only knew how to drink and be merry!\You shut your mouth.\My three guests, I'm afraid your tempers are flaring.\Please hold your comments.\Ghost Lord, please calm down.\The two of you were disciples of High God Mo Yuan.\Please calm down. response:	In recent years, we have been on good terms with the Ghost Realm.
context: and only knew how to drink and be merry!\You shut your mouth.\My three guests, I'm afraid your tempers are flaring.\Please hold your comments.\Ghost Lord, please calm down.\The two of you were disciples of High God Mo Yuan.\Please calm down.\In recent years, we have been on good terms with the Ghost Realm. response:	We shouldn't destroy a friendship that took many years to build
context: You shut your mouth.\My three guests, I'm afraid your tempers are flaring.\Please hold your comments.\Ghost Lord, please calm down.\The two of you were disciples of High God Mo Yuan.\Please calm down.\In recent years, we have been on good terms with the Ghost Realm.\We shouldn't destroy a friendship that took many years to build response:	just because of a personal feud.
context: My three guests, I'm afraid your tempers are flaring.\Please hold your comments.\Ghost Lord, please calm down.\The two of you were disciples of High God Mo Yuan.\Please calm down.\In recent years, we have been on good terms with the Ghost Realm.\We shouldn't destroy a friendship that took many years to build\just because of a personal feud. response:	Do this for my sake today. Please don't be angry.
context: Please hold your comments.\Ghost Lord, please calm down.\The two of you were disciples of High God Mo Yuan.\Please calm down.\In recent years, we have been on good terms with the Ghost Realm.\We shouldn't destroy a friendship that took many years to build\just because of a personal feud.\Do this for my sake today. Please don't be angry. response:	Ghost Lord, please don't be angry.
context: Ghost Lord, please calm down.\The two of you were disciples of High God Mo Yuan.\Please calm down.\In recent years, we have been on good terms with the Ghost Realm.\We shouldn't destroy a friendship that took many years to build\just because of a personal feud.\Do this for my sake today. Please don't be angry.\Ghost Lord, please don't be angry. response:	- Your Highness. - Your Highness.
context: The two of you were disciples of High God Mo Yuan.\Please calm down.\In recent years, we have been on good terms with the Ghost Realm.\We shouldn't destroy a friendship that took many years to build\just because of a personal feud.\Do this for my sake today. Please don't be angry.\Ghost Lord, please don't be angry.\- Your Highness. - Your Highness. response:	We looked everywhere. We just can't find the young prince.
context: Please calm down.\In recent years, we have been on good terms with the Ghost Realm.\We shouldn't destroy a friendship that took many years to build\just because of a personal feud.\Do this for my sake today. Please don't be angry.\Ghost Lord, please don't be angry.\- Your Highness. - Your Highness.\We looked everywhere. We just can't find the young prince. response:	A-Li has never been to the Crystal Palace.
context: In recent years, we have been on good terms with the Ghost Realm.\We shouldn't destroy a friendship that took many years to build\just because of a personal feud.\Do this for my sake today. Please don't be angry.\Ghost Lord, please don't be angry.\- Your Highness. - Your Highness.\We looked everywhere. We just can't find the young prince.\A-Li has never been to the Crystal Palace. response:	I'm guessing he has gone off to play out of curiosity.
context: We shouldn't destroy a friendship that took many years to build\just because of a personal feud.\Do this for my sake today. Please don't be angry.\Ghost Lord, please don't be angry.\- Your Highness. - Your Highness.\We looked everywhere. We just can't find the young prince.\A-Li has never been to the Crystal Palace.\I'm guessing he has gone off to play out of curiosity. response:	Keep looking. I'll search in the back gardens.
context: just because of a personal feud.\Do this for my sake today. Please don't be angry.\Ghost Lord, please don't be angry.\- Your Highness. - Your Highness.\We looked everywhere. We just can't find the young prince.\A-Li has never been to the Crystal Palace.\I'm guessing he has gone off to play out of curiosity.\Keep looking. I'll search in the back gardens. response:	- Yes. - Yes.
context: Do this for my sake today. Please don't be angry.\Ghost Lord, please don't be angry.\- Your Highness. - Your Highness.\We looked everywhere. We just can't find the young prince.\A-Li has never been to the Crystal Palace.\I'm guessing he has gone off to play out of curiosity.\Keep looking. I'll search in the back gardens.\- Yes. - Yes. response:	Little Riceball, what are you digging for?
context: Ghost Lord, please don't be angry.\- Your Highness. - Your Highness.\We looked everywhere. We just can't find the young prince.\A-Li has never been to the Crystal Palace.\I'm guessing he has gone off to play out of curiosity.\Keep looking. I'll search in the back gardens.\- Yes. - Yes.\Little Riceball, what are you digging for? response:	I'm pulling out the grass.
context: - Your Highness. - Your Highness.\We looked everywhere. We just can't find the young prince.\A-Li has never been to the Crystal Palace.\I'm guessing he has gone off to play out of curiosity.\Keep looking. I'll search in the back gardens.\- Yes. - Yes.\Little Riceball, what are you digging for?\I'm pulling out the grass. response:	Father said the coral buried under the weeds
context: We looked everywhere. We just can't find the young prince.\A-Li has never been to the Crystal Palace.\I'm guessing he has gone off to play out of curiosity.\Keep looking. I'll search in the back gardens.\- Yes. - Yes.\Little Riceball, what are you digging for?\I'm pulling out the grass.\Father said the coral buried under the weeds response:	is the most beautiful thing on the Eastern Sea seafloor.
context: A-Li has never been to the Crystal Palace.\I'm guessing he has gone off to play out of curiosity.\Keep looking. I'll search in the back gardens.\- Yes. - Yes.\Little Riceball, what are you digging for?\I'm pulling out the grass.\Father said the coral buried under the weeds\is the most beautiful thing on the Eastern Sea seafloor. response:	I've never seen it, so I want to dig it out so I can see it.
context: I'm guessing he has gone off to play out of curiosity.\Keep looking. I'll search in the back gardens.\- Yes. - Yes.\Little Riceball, what are you digging for?\I'm pulling out the grass.\Father said the coral buried under the weeds\is the most beautiful thing on the Eastern Sea seafloor.\I've never seen it, so I want to dig it out so I can see it. response:	Father?
context: Keep looking. I'll search in the back gardens.\- Yes. - Yes.\Little Riceball, what are you digging for?\I'm pulling out the grass.\Father said the coral buried under the weeds\is the most beautiful thing on the Eastern Sea seafloor.\I've never seen it, so I want to dig it out so I can see it.\Father? response:	- You are from the Celestial Tribe? - Yes.
context: - Yes. - Yes.\Little Riceball, what are you digging for?\I'm pulling out the grass.\Father said the coral buried under the weeds\is the most beautiful thing on the Eastern Sea seafloor.\I've never seen it, so I want to dig it out so I can see it.\Father?\- You are from the Celestial Tribe? - Yes. response:	Use this fan.
context: Little Riceball, what are you digging for?\I'm pulling out the grass.\Father said the coral buried under the weeds\is the most beautiful thing on the Eastern Sea seafloor.\I've never seen it, so I want to dig it out so I can see it.\Father?\- You are from the Celestial Tribe? - Yes.\Use this fan. response:	With a light sweep of this fan, this grass will all blow away.
context: I'm pulling out the grass.\Father said the coral buried under the weeds\is the most beautiful thing on the Eastern Sea seafloor.\I've never seen it, so I want to dig it out so I can see it.\Father?\- You are from the Celestial Tribe? - Yes.\Use this fan.\With a light sweep of this fan, this grass will all blow away. response:	This fan is so pretty. It looks like it could belong to my family.
context: Father said the coral buried under the weeds\is the most beautiful thing on the Eastern Sea seafloor.\I've never seen it, so I want to dig it out so I can see it.\Father?\- You are from the Celestial Tribe? - Yes.\Use this fan.\With a light sweep of this fan, this grass will all blow away.\This fan is so pretty. It looks like it could belong to my family. response:	The Cloud Clearing Fan?
context: is the most beautiful thing on the Eastern Sea seafloor.\I've never seen it, so I want to dig it out so I can see it.\Father?\- You are from the Celestial Tribe? - Yes.\Use this fan.\With a light sweep of this fan, this grass will all blow away.\This fan is so pretty. It looks like it could belong to my family.\The Cloud Clearing Fan? response:	Please enter.
context: I've never seen it, so I want to dig it out so I can see it.\Father?\- You are from the Celestial Tribe? - Yes.\Use this fan.\With a light sweep of this fan, this grass will all blow away.\This fan is so pretty. It looks like it could belong to my family.\The Cloud Clearing Fan?\Please enter. response:	Make a quick inspection.
context: Father?\- You are from the Celestial Tribe? - Yes.\Use this fan.\With a light sweep of this fan, this grass will all blow away.\This fan is so pretty. It looks like it could belong to my family.\The Cloud Clearing Fan?\Please enter.\Make a quick inspection. response:	The Aunt from Qing Qiu will be arriving soon.
context: - You are from the Celestial Tribe? - Yes.\Use this fan.\With a light sweep of this fan, this grass will all blow away.\This fan is so pretty. It looks like it could belong to my family.\The Cloud Clearing Fan?\Please enter.\Make a quick inspection.\The Aunt from Qing Qiu will be arriving soon. response:	There must not be any bright lights shining through.
context: Use this fan.\With a light sweep of this fan, this grass will all blow away.\This fan is so pretty. It looks like it could belong to my family.\The Cloud Clearing Fan?\Please enter.\Make a quick inspection.\The Aunt from Qing Qiu will be arriving soon.\There must not be any bright lights shining through. response:	- Yes. - Yes.
context: With a light sweep of this fan, this grass will all blow away.\This fan is so pretty. It looks like it could belong to my family.\The Cloud Clearing Fan?\Please enter.\Make a quick inspection.\The Aunt from Qing Qiu will be arriving soon.\There must not be any bright lights shining through.\- Yes. - Yes. response:	Am I in trouble now?
context: This fan is so pretty. It looks like it could belong to my family.\The Cloud Clearing Fan?\Please enter.\Make a quick inspection.\The Aunt from Qing Qiu will be arriving soon.\There must not be any bright lights shining through.\- Yes. - Yes.\Am I in trouble now? response:	You're not the only one in trouble. I'm the one who gave you the fan.
context: The Cloud Clearing Fan?\Please enter.\Make a quick inspection.\The Aunt from Qing Qiu will be arriving soon.\There must not be any bright lights shining through.\- Yes. - Yes.\Am I in trouble now?\You're not the only one in trouble. I'm the one who gave you the fan. response:	Mother!
context: Please enter.\Make a quick inspection.\The Aunt from Qing Qiu will be arriving soon.\There must not be any bright lights shining through.\- Yes. - Yes.\Am I in trouble now?\You're not the only one in trouble. I'm the one who gave you the fan.\Mother! response:	Mother!
context: Make a quick inspection.\The Aunt from Qing Qiu will be arriving soon.\There must not be any bright lights shining through.\- Yes. - Yes.\Am I in trouble now?\You're not the only one in trouble. I'm the one who gave you the fan.\Mother!\Mother! response:	- Mother? - Mother, Mother!
context: The Aunt from Qing Qiu will be arriving soon.\There must not be any bright lights shining through.\- Yes. - Yes.\Am I in trouble now?\You're not the only one in trouble. I'm the one who gave you the fan.\Mother!\Mother!\- Mother? - Mother, Mother! response:	Why did you leave me and Father?
context: There must not be any bright lights shining through.\- Yes. - Yes.\Am I in trouble now?\You're not the only one in trouble. I'm the one who gave you the fan.\Mother!\Mother!\- Mother? - Mother, Mother!\Why did you leave me and Father? response:	Young child, you must have the wrong person.
context: - Yes. - Yes.\Am I in trouble now?\You're not the only one in trouble. I'm the one who gave you the fan.\Mother!\Mother!\- Mother? - Mother, Mother!\Why did you leave me and Father?\Young child, you must have the wrong person. response:	Su Su.
context: Am I in trouble now?\You're not the only one in trouble. I'm the one who gave you the fan.\Mother!\Mother!\- Mother? - Mother, Mother!\Why did you leave me and Father?\Young child, you must have the wrong person.\Su Su. response:	Father.
context: You're not the only one in trouble. I'm the one who gave you the fan.\Mother!\Mother!\- Mother? - Mother, Mother!\Why did you leave me and Father?\Young child, you must have the wrong person.\Su Su.\Father. response:	Master?
context: Mother!\Mother!\- Mother? - Mother, Mother!\Why did you leave me and Father?\Young child, you must have the wrong person.\Su Su.\Father.\Master? response:	No, he isn't Master. He isn't.
context: Mother!\- Mother? - Mother, Mother!\Why did you leave me and Father?\Young child, you must have the wrong person.\Su Su.\Father.\Master?\No, he isn't Master. He isn't. response:	Presumptuous!
context: - Mother? - Mother, Mother!\Why did you leave me and Father?\Young child, you must have the wrong person.\Su Su.\Father.\Master?\No, he isn't Master. He isn't.\Presumptuous! response:	I am mistaken.
context: Why did you leave me and Father?\Young child, you must have the wrong person.\Su Su.\Father.\Master?\No, he isn't Master. He isn't.\Presumptuous!\I am mistaken. response:	She would not speak so harshly.
context: Young child, you must have the wrong person.\Su Su.\Father.\Master?\No, he isn't Master. He isn't.\Presumptuous!\I am mistaken.\She would not speak so harshly. response:	My apologies for offending you.
context: Su Su.\Father.\Master?\No, he isn't Master. He isn't.\Presumptuous!\I am mistaken.\She would not speak so harshly.\My apologies for offending you. response:	You are too courteous.
context: Father.\Master?\No, he isn't Master. He isn't.\Presumptuous!\I am mistaken.\She would not speak so harshly.\My apologies for offending you.\You are too courteous. response:	Is Mother angry?
context: Master?\No, he isn't Master. He isn't.\Presumptuous!\I am mistaken.\She would not speak so harshly.\My apologies for offending you.\You are too courteous.\Is Mother angry? response:	A-Li.
