context: Do I smell... miso soup? response:	Do I smell... miso soup?
context: the bounty was funded by the leader of The Guild,\a North American organization of the gifted.\The Guild is considered an urban legend.\Their agents are said to hold key positions in finance,\politics, and the military.\They are a secret society who use their limitless funds\and abilities to plot countless schemes.\Why would such a group want Atsushi? response:	You need to come see this!
context: a North American organization of the gifted.\The Guild is considered an urban legend.\Their agents are said to hold key positions in finance,\politics, and the military.\They are a secret society who use their limitless funds\and abilities to plot countless schemes.\Why would such a group want Atsushi?\You need to come see this! response:	It seems we've been preempted.
context: The Guild is considered an urban legend.\Their agents are said to hold key positions in finance,\politics, and the military.\They are a secret society who use their limitless funds\and abilities to plot countless schemes.\Why would such a group want Atsushi?\You need to come see this!\It seems we've been preempted. response:	Episode 12 Borne Back Ceaselessly into the Past
context: Their agents are said to hold key positions in finance,\politics, and the military.\They are a secret society who use their limitless funds\and abilities to plot countless schemes.\Why would such a group want Atsushi?\You need to come see this!\It seems we've been preempted.\Episode 12 Borne Back Ceaselessly into the Past response:	I'm glad to finally meet you,
context: politics, and the military.\They are a secret society who use their limitless funds\and abilities to plot countless schemes.\Why would such a group want Atsushi?\You need to come see this!\It seems we've been preempted.\Episode 12 Borne Back Ceaselessly into the Past\I'm glad to finally meet you, response:	President Fukuna...
context: They are a secret society who use their limitless funds\and abilities to plot countless schemes.\Why would such a group want Atsushi?\You need to come see this!\It seems we've been preempted.\Episode 12 Borne Back Ceaselessly into the Past\I'm glad to finally meet you,\President Fukuna... response:	Fukuda?
context: and abilities to plot countless schemes.\Why would such a group want Atsushi?\You need to come see this!\It seems we've been preempted.\Episode 12 Borne Back Ceaselessly into the Past\I'm glad to finally meet you,\President Fukuna...\Fukuda? response:	Fukuzawa.
context: Why would such a group want Atsushi?\You need to come see this!\It seems we've been preempted.\Episode 12 Borne Back Ceaselessly into the Past\I'm glad to finally meet you,\President Fukuna...\Fukuda?\Fukuzawa. response:	That's right!
context: You need to come see this!\It seems we've been preempted.\Episode 12 Borne Back Ceaselessly into the Past\I'm glad to finally meet you,\President Fukuna...\Fukuda?\Fukuzawa.\That's right! response:	By the way, was it a bad move to park the chopper on the road?
context: It seems we've been preempted.\Episode 12 Borne Back Ceaselessly into the Past\I'm glad to finally meet you,\President Fukuna...\Fukuda?\Fukuzawa.\That's right!\By the way, was it a bad move to park the chopper on the road? response:	You have come a long way from a foreign land.
context: Episode 12 Borne Back Ceaselessly into the Past\I'm glad to finally meet you,\President Fukuna...\Fukuda?\Fukuzawa.\That's right!\By the way, was it a bad move to park the chopper on the road?\You have come a long way from a foreign land. response:	So, what do you wish to discuss?
context: I'm glad to finally meet you,\President Fukuna...\Fukuda?\Fukuzawa.\That's right!\By the way, was it a bad move to park the chopper on the road?\You have come a long way from a foreign land.\So, what do you wish to discuss? response:	Well, this is a rare design.
context: President Fukuna...\Fukuda?\Fukuzawa.\That's right!\By the way, was it a bad move to park the chopper on the road?\You have come a long way from a foreign land.\So, what do you wish to discuss?\Well, this is a rare design. response:	And I consider myself something of an expert in porcelain.
context: Fukuda?\Fukuzawa.\That's right!\By the way, was it a bad move to park the chopper on the road?\You have come a long way from a foreign land.\So, what do you wish to discuss?\Well, this is a rare design.\And I consider myself something of an expert in porcelain. response:	What brand is this?
context: Fukuzawa.\That's right!\By the way, was it a bad move to park the chopper on the road?\You have come a long way from a foreign land.\So, what do you wish to discuss?\Well, this is a rare design.\And I consider myself something of an expert in porcelain.\What brand is this? response:	Royal Blanc?
context: That's right!\By the way, was it a bad move to park the chopper on the road?\You have come a long way from a foreign land.\So, what do you wish to discuss?\Well, this is a rare design.\And I consider myself something of an expert in porcelain.\What brand is this?\Royal Blanc? response:	Or is it perhaps El Zelga?
context: By the way, was it a bad move to park the chopper on the road?\You have come a long way from a foreign land.\So, what do you wish to discuss?\Well, this is a rare design.\And I consider myself something of an expert in porcelain.\What brand is this?\Royal Blanc?\Or is it perhaps El Zelga? response:	It's from Shimomura China and Ceramics, next door.
context: You have come a long way from a foreign land.\So, what do you wish to discuss?\Well, this is a rare design.\And I consider myself something of an expert in porcelain.\What brand is this?\Royal Blanc?\Or is it perhaps El Zelga?\It's from Shimomura China and Ceramics, next door. response:	Oh, my apologies.
context: So, what do you wish to discuss?\Well, this is a rare design.\And I consider myself something of an expert in porcelain.\What brand is this?\Royal Blanc?\Or is it perhaps El Zelga?\It's from Shimomura China and Ceramics, next door.\Oh, my apologies. response:	Call me Francis, old sport.
context: Well, this is a rare design.\And I consider myself something of an expert in porcelain.\What brand is this?\Royal Blanc?\Or is it perhaps El Zelga?\It's from Shimomura China and Ceramics, next door.\Oh, my apologies.\Call me Francis, old sport. response:	I lead an organization called The Guild in North America.
context: And I consider myself something of an expert in porcelain.\What brand is this?\Royal Blanc?\Or is it perhaps El Zelga?\It's from Shimomura China and Ceramics, next door.\Oh, my apologies.\Call me Francis, old sport.\I lead an organization called The Guild in North America. response:	In addition, I personally own
context: What brand is this?\Royal Blanc?\Or is it perhaps El Zelga?\It's from Shimomura China and Ceramics, next door.\Oh, my apologies.\Call me Francis, old sport.\I lead an organization called The Guild in North America.\In addition, I personally own response:	three conglomerates, five hotels,
context: Royal Blanc?\Or is it perhaps El Zelga?\It's from Shimomura China and Ceramics, next door.\Oh, my apologies.\Call me Francis, old sport.\I lead an organization called The Guild in North America.\In addition, I personally own\three conglomerates, five hotels, response:	an airline, a railway company, and
context: Or is it perhaps El Zelga?\It's from Shimomura China and Ceramics, next door.\Oh, my apologies.\Call me Francis, old sport.\I lead an organization called The Guild in North America.\In addition, I personally own\three conglomerates, five hotels,\an airline, a railway company, and response:	Mr. Francis.
context: It's from Shimomura China and Ceramics, next door.\Oh, my apologies.\Call me Francis, old sport.\I lead an organization called The Guild in North America.\In addition, I personally own\three conglomerates, five hotels,\an airline, a railway company, and\Mr. Francis. response:	I have received reports that you used a bounty
context: Oh, my apologies.\Call me Francis, old sport.\I lead an organization called The Guild in North America.\In addition, I personally own\three conglomerates, five hotels,\an airline, a railway company, and\Mr. Francis.\I have received reports that you used a bounty response:	to encourage the Port Mafia to attack us.
context: Call me Francis, old sport.\I lead an organization called The Guild in North America.\In addition, I personally own\three conglomerates, five hotels,\an airline, a railway company, and\Mr. Francis.\I have received reports that you used a bounty\to encourage the Port Mafia to attack us. response:	Is this true?
context: I lead an organization called The Guild in North America.\In addition, I personally own\three conglomerates, five hotels,\an airline, a railway company, and\Mr. Francis.\I have received reports that you used a bounty\to encourage the Port Mafia to attack us.\Is this true? response:	Yes, that was my mistake.
context: In addition, I personally own\three conglomerates, five hotels,\an airline, a railway company, and\Mr. Francis.\I have received reports that you used a bounty\to encourage the Port Mafia to attack us.\Is this true?\Yes, that was my mistake. response:	I had no idea that this country's criminal organization
context: three conglomerates, five hotels,\an airline, a railway company, and\Mr. Francis.\I have received reports that you used a bounty\to encourage the Port Mafia to attack us.\Is this true?\Yes, that was my mistake.\I had no idea that this country's criminal organization response:	would be so incompetent.
context: an airline, a railway company, and\Mr. Francis.\I have received reports that you used a bounty\to encourage the Port Mafia to attack us.\Is this true?\Yes, that was my mistake.\I had no idea that this country's criminal organization\would be so incompetent. response:	To make amends, I come bearing a profitable business deal.
context: Mr. Francis.\I have received reports that you used a bounty\to encourage the Port Mafia to attack us.\Is this true?\Yes, that was my mistake.\I had no idea that this country's criminal organization\would be so incompetent.\To make amends, I come bearing a profitable business deal. response:	This company isn't so bad.
context: I have received reports that you used a bounty\to encourage the Port Mafia to attack us.\Is this true?\Yes, that was my mistake.\I had no idea that this country's criminal organization\would be so incompetent.\To make amends, I come bearing a profitable business deal.\This company isn't so bad. response:	The neighborhood is aesthetically pleasing, as well.
context: to encourage the Port Mafia to attack us.\Is this true?\Yes, that was my mistake.\I had no idea that this country's criminal organization\would be so incompetent.\To make amends, I come bearing a profitable business deal.\This company isn't so bad.\The neighborhood is aesthetically pleasing, as well. response:	So...
context: Is this true?\Yes, that was my mistake.\I had no idea that this country's criminal organization\would be so incompetent.\To make amends, I come bearing a profitable business deal.\This company isn't so bad.\The neighborhood is aesthetically pleasing, as well.\So... response:	I'd like to buy this company.
context: Yes, that was my mistake.\I had no idea that this country's criminal organization\would be so incompetent.\To make amends, I come bearing a profitable business deal.\This company isn't so bad.\The neighborhood is aesthetically pleasing, as well.\So...\I'd like to buy this company. response:	Don't get me wrong.
context: I had no idea that this country's criminal organization\would be so incompetent.\To make amends, I come bearing a profitable business deal.\This company isn't so bad.\The neighborhood is aesthetically pleasing, as well.\So...\I'd like to buy this company.\Don't get me wrong. response:	I am quite capable of buying all the properties
context: would be so incompetent.\To make amends, I come bearing a profitable business deal.\This company isn't so bad.\The neighborhood is aesthetically pleasing, as well.\So...\I'd like to buy this company.\Don't get me wrong.\I am quite capable of buying all the properties response:	visible from here along with your company.
context: To make amends, I come bearing a profitable business deal.\This company isn't so bad.\The neighborhood is aesthetically pleasing, as well.\So...\I'd like to buy this company.\Don't get me wrong.\I am quite capable of buying all the properties\visible from here along with your company. response:	I have no interest in this building or your employees.
context: This company isn't so bad.\The neighborhood is aesthetically pleasing, as well.\So...\I'd like to buy this company.\Don't get me wrong.\I am quite capable of buying all the properties\visible from here along with your company.\I have no interest in this building or your employees. response:	I am only interested in one thing.
context: The neighborhood is aesthetically pleasing, as well.\So...\I'd like to buy this company.\Don't get me wrong.\I am quite capable of buying all the properties\visible from here along with your company.\I have no interest in this building or your employees.\I am only interested in one thing. response:	You don't mean...
context: So...\I'd like to buy this company.\Don't get me wrong.\I am quite capable of buying all the properties\visible from here along with your company.\I have no interest in this building or your employees.\I am only interested in one thing.\You don't mean... response:	Yes, I do.
context: I'd like to buy this company.\Don't get me wrong.\I am quite capable of buying all the properties\visible from here along with your company.\I have no interest in this building or your employees.\I am only interested in one thing.\You don't mean...\Yes, I do. response:	Hand over your Gifted Business Permit.
context: Don't get me wrong.\I am quite capable of buying all the properties\visible from here along with your company.\I have no interest in this building or your employees.\I am only interested in one thing.\You don't mean...\Yes, I do.\Hand over your Gifted Business Permit. response:	For a group of gifted individuals to legally open a business,
context: I am quite capable of buying all the properties\visible from here along with your company.\I have no interest in this building or your employees.\I am only interested in one thing.\You don't mean...\Yes, I do.\Hand over your Gifted Business Permit.\For a group of gifted individuals to legally open a business, response:	they need a permit issued by the Ministry of Internal Affairs'
context: visible from here along with your company.\I have no interest in this building or your employees.\I am only interested in one thing.\You don't mean...\Yes, I do.\Hand over your Gifted Business Permit.\For a group of gifted individuals to legally open a business,\they need a permit issued by the Ministry of Internal Affairs' response:	gifted special operations division.
context: I have no interest in this building or your employees.\I am only interested in one thing.\You don't mean...\Yes, I do.\Hand over your Gifted Business Permit.\For a group of gifted individuals to legally open a business,\they need a permit issued by the Ministry of Internal Affairs'\gifted special operations division. response:	Those blockheads are about the only ones you can't buy with money.
context: I am only interested in one thing.\You don't mean...\Yes, I do.\Hand over your Gifted Business Permit.\For a group of gifted individuals to legally open a business,\they need a permit issued by the Ministry of Internal Affairs'\gifted special operations division.\Those blockheads are about the only ones you can't buy with money. response:	After all, we are a secret society with no official existence.
context: You don't mean...\Yes, I do.\Hand over your Gifted Business Permit.\For a group of gifted individuals to legally open a business,\they need a permit issued by the Ministry of Internal Affairs'\gifted special operations division.\Those blockheads are about the only ones you can't buy with money.\After all, we are a secret society with no official existence. response:	In order to keep peace with the Ministry
context: Yes, I do.\Hand over your Gifted Business Permit.\For a group of gifted individuals to legally open a business,\they need a permit issued by the Ministry of Internal Affairs'\gifted special operations division.\Those blockheads are about the only ones you can't buy with money.\After all, we are a secret society with no official existence.\In order to keep peace with the Ministry response:	and do what we need to do to find what we're looking for in this city,
context: Hand over your Gifted Business Permit.\For a group of gifted individuals to legally open a business,\they need a permit issued by the Ministry of Internal Affairs'\gifted special operations division.\Those blockheads are about the only ones you can't buy with money.\After all, we are a secret society with no official existence.\In order to keep peace with the Ministry\and do what we need to do to find what we're looking for in this city, response:	the permit is
context: For a group of gifted individuals to legally open a business,\they need a permit issued by the Ministry of Internal Affairs'\gifted special operations division.\Those blockheads are about the only ones you can't buy with money.\After all, we are a secret society with no official existence.\In order to keep peace with the Ministry\and do what we need to do to find what we're looking for in this city,\the permit is response:	I refuse.
context: they need a permit issued by the Ministry of Internal Affairs'\gifted special operations division.\Those blockheads are about the only ones you can't buy with money.\After all, we are a secret society with no official existence.\In order to keep peace with the Ministry\and do what we need to do to find what we're looking for in this city,\the permit is\I refuse. response:	What, this isn't enough?
context: gifted special operations division.\Those blockheads are about the only ones you can't buy with money.\After all, we are a secret society with no official existence.\In order to keep peace with the Ministry\and do what we need to do to find what we're looking for in this city,\the permit is\I refuse.\What, this isn't enough? response:	Then I'll add this.
context: Those blockheads are about the only ones you can't buy with money.\After all, we are a secret society with no official existence.\In order to keep peace with the Ministry\and do what we need to do to find what we're looking for in this city,\the permit is\I refuse.\What, this isn't enough?\Then I'll add this. response:	It's a limited edition model,
context: After all, we are a secret society with no official existence.\In order to keep peace with the Ministry\and do what we need to do to find what we're looking for in this city,\the permit is\I refuse.\What, this isn't enough?\Then I'll add this.\It's a limited edition model, response:	made to order with diamonds.
context: In order to keep peace with the Ministry\and do what we need to do to find what we're looking for in this city,\the permit is\I refuse.\What, this isn't enough?\Then I'll add this.\It's a limited edition model,\made to order with diamonds. response:	Just as lives cannot be bought with money,
context: and do what we need to do to find what we're looking for in this city,\the permit is\I refuse.\What, this isn't enough?\Then I'll add this.\It's a limited edition model,\made to order with diamonds.\Just as lives cannot be bought with money, response:	nothing is worth giving up our permit.
context: the permit is\I refuse.\What, this isn't enough?\Then I'll add this.\It's a limited edition model,\made to order with diamonds.\Just as lives cannot be bought with money,\nothing is worth giving up our permit. response:	The permit is the beating heart of this Agency.
context: I refuse.\What, this isn't enough?\Then I'll add this.\It's a limited edition model,\made to order with diamonds.\Just as lives cannot be bought with money,\nothing is worth giving up our permit.\The permit is the beating heart of this Agency. response:	It embodies the hope of the special ops division,
context: What, this isn't enough?\Then I'll add this.\It's a limited edition model,\made to order with diamonds.\Just as lives cannot be bought with money,\nothing is worth giving up our permit.\The permit is the beating heart of this Agency.\It embodies the hope of the special ops division, response:	as well as the spirit of Natsume-sensei,
context: Then I'll add this.\It's a limited edition model,\made to order with diamonds.\Just as lives cannot be bought with money,\nothing is worth giving up our permit.\The permit is the beating heart of this Agency.\It embodies the hope of the special ops division,\as well as the spirit of Natsume-sensei, response:	who worked tirelessly to obtain us the permit.
context: It's a limited edition model,\made to order with diamonds.\Just as lives cannot be bought with money,\nothing is worth giving up our permit.\The permit is the beating heart of this Agency.\It embodies the hope of the special ops division,\as well as the spirit of Natsume-sensei,\who worked tirelessly to obtain us the permit. response:	It is not meant to easily fall into the hands of the filthy rich,
context: made to order with diamonds.\Just as lives cannot be bought with money,\nothing is worth giving up our permit.\The permit is the beating heart of this Agency.\It embodies the hope of the special ops division,\as well as the spirit of Natsume-sensei,\who worked tirelessly to obtain us the permit.\It is not meant to easily fall into the hands of the filthy rich, response:	who have dollar bills for brains.
context: Just as lives cannot be bought with money,\nothing is worth giving up our permit.\The permit is the beating heart of this Agency.\It embodies the hope of the special ops division,\as well as the spirit of Natsume-sensei,\who worked tirelessly to obtain us the permit.\It is not meant to easily fall into the hands of the filthy rich,\who have dollar bills for brains. response:	So you're saying there are things you can't buy with money?
context: nothing is worth giving up our permit.\The permit is the beating heart of this Agency.\It embodies the hope of the special ops division,\as well as the spirit of Natsume-sensei,\who worked tirelessly to obtain us the permit.\It is not meant to easily fall into the hands of the filthy rich,\who have dollar bills for brains.\So you're saying there are things you can't buy with money? response:	That's the mantra of the poor.
context: The permit is the beating heart of this Agency.\It embodies the hope of the special ops division,\as well as the spirit of Natsume-sensei,\who worked tirelessly to obtain us the permit.\It is not meant to easily fall into the hands of the filthy rich,\who have dollar bills for brains.\So you're saying there are things you can't buy with money?\That's the mantra of the poor. response:	Your bravado is pointless if all of your employees disappear
context: It embodies the hope of the special ops division,\as well as the spirit of Natsume-sensei,\who worked tirelessly to obtain us the permit.\It is not meant to easily fall into the hands of the filthy rich,\who have dollar bills for brains.\So you're saying there are things you can't buy with money?\That's the mantra of the poor.\Your bravado is pointless if all of your employees disappear response:	and your agency ceases to function.
context: as well as the spirit of Natsume-sensei,\who worked tirelessly to obtain us the permit.\It is not meant to easily fall into the hands of the filthy rich,\who have dollar bills for brains.\So you're saying there are things you can't buy with money?\That's the mantra of the poor.\Your bravado is pointless if all of your employees disappear\and your agency ceases to function. response:	It'll be too late to change your mind then.
context: who worked tirelessly to obtain us the permit.\It is not meant to easily fall into the hands of the filthy rich,\who have dollar bills for brains.\So you're saying there are things you can't buy with money?\That's the mantra of the poor.\Your bravado is pointless if all of your employees disappear\and your agency ceases to function.\It'll be too late to change your mind then. response:	I'll take your advice to heart.
context: It is not meant to easily fall into the hands of the filthy rich,\who have dollar bills for brains.\So you're saying there are things you can't buy with money?\That's the mantra of the poor.\Your bravado is pointless if all of your employees disappear\and your agency ceases to function.\It'll be too late to change your mind then.\I'll take your advice to heart. response:	I suggest you leave.
context: who have dollar bills for brains.\So you're saying there are things you can't buy with money?\That's the mantra of the poor.\Your bravado is pointless if all of your employees disappear\and your agency ceases to function.\It'll be too late to change your mind then.\I'll take your advice to heart.\I suggest you leave. response:	I'll be back.
context: So you're saying there are things you can't buy with money?\That's the mantra of the poor.\Your bravado is pointless if all of your employees disappear\and your agency ceases to function.\It'll be too late to change your mind then.\I'll take your advice to heart.\I suggest you leave.\I'll be back. response:	Our visitors are leaving.
context: That's the mantra of the poor.\Your bravado is pointless if all of your employees disappear\and your agency ceases to function.\It'll be too late to change your mind then.\I'll take your advice to heart.\I suggest you leave.\I'll be back.\Our visitors are leaving. response:	Okay!
context: Your bravado is pointless if all of your employees disappear\and your agency ceases to function.\It'll be too late to change your mind then.\I'll take your advice to heart.\I suggest you leave.\I'll be back.\Our visitors are leaving.\Okay! response:	I'll see you out!
context: and your agency ceases to function.\It'll be too late to change your mind then.\I'll take your advice to heart.\I suggest you leave.\I'll be back.\Our visitors are leaving.\Okay!\I'll see you out! response:	I'll post a message in the morning newspaper.
context: It'll be too late to change your mind then.\I'll take your advice to heart.\I suggest you leave.\I'll be back.\Our visitors are leaving.\Okay!\I'll see you out!\I'll post a message in the morning newspaper. response:	Take a good look at it, old sport.
context: I'll take your advice to heart.\I suggest you leave.\I'll be back.\Our visitors are leaving.\Okay!\I'll see you out!\I'll post a message in the morning newspaper.\Take a good look at it, old sport. response:	I always get what I want.
context: I suggest you leave.\I'll be back.\Our visitors are leaving.\Okay!\I'll see you out!\I'll post a message in the morning newspaper.\Take a good look at it, old sport.\I always get what I want. response:	Nice hat.
context: I'll be back.\Our visitors are leaving.\Okay!\I'll see you out!\I'll post a message in the morning newspaper.\Take a good look at it, old sport.\I always get what I want.\Nice hat. response:	Oh, really?
context: Our visitors are leaving.\Okay!\I'll see you out!\I'll post a message in the morning newspaper.\Take a good look at it, old sport.\I always get what I want.\Nice hat.\Oh, really? response:	Thank you.
context: Okay!\I'll see you out!\I'll post a message in the morning newspaper.\Take a good look at it, old sport.\I always get what I want.\Nice hat.\Oh, really?\Thank you. response:	Well?
context: I'll see you out!\I'll post a message in the morning newspaper.\Take a good look at it, old sport.\I always get what I want.\Nice hat.\Oh, really?\Thank you.\Well? response:	Does it look good on me?
context: I'll post a message in the morning newspaper.\Take a good look at it, old sport.\I always get what I want.\Nice hat.\Oh, really?\Thank you.\Well?\Does it look good on me? response:	You'd look better in burlap.
context: Take a good look at it, old sport.\I always get what I want.\Nice hat.\Oh, really?\Thank you.\Well?\Does it look good on me?\You'd look better in burlap. response:	What was that for?
context: I always get what I want.\Nice hat.\Oh, really?\Thank you.\Well?\Does it look good on me?\You'd look better in burlap.\What was that for? response:	Hmph.
context: Nice hat.\Oh, really?\Thank you.\Well?\Does it look good on me?\You'd look better in burlap.\What was that for?\Hmph. response:	First, there was one.
context: Oh, really?\Thank you.\Well?\Does it look good on me?\You'd look better in burlap.\What was that for?\Hmph.\First, there was one. response:	The Following Morning
context: Thank you.\Well?\Does it look good on me?\You'd look better in burlap.\What was that for?\Hmph.\First, there was one.\The Following Morning response:	Hey, did you see the morning news?!
context: Well?\Does it look good on me?\You'd look better in burlap.\What was that for?\Hmph.\First, there was one.\The Following Morning\Hey, did you see the morning news?! response:	It's on the TV, too.
context: Does it look good on me?\You'd look better in burlap.\What was that for?\Hmph.\First, there was one.\The Following Morning\Hey, did you see the morning news?!\It's on the TV, too. response:	Please see for yourself.
context: You'd look better in burlap.\What was that for?\Hmph.\First, there was one.\The Following Morning\Hey, did you see the morning news?!\It's on the TV, too.\Please see for yourself. response:	A seven-story building has vanished overnight.
context: What was that for?\Hmph.\First, there was one.\The Following Morning\Hey, did you see the morning news?!\It's on the TV, too.\Please see for yourself.\A seven-story building has vanished overnight. response:	According to one source,
context: Hmph.\First, there was one.\The Following Morning\Hey, did you see the morning news?!\It's on the TV, too.\Please see for yourself.\A seven-story building has vanished overnight.\According to one source, response:	the building housed a front company for the Port Mafia.
context: First, there was one.\The Following Morning\Hey, did you see the morning news?!\It's on the TV, too.\Please see for yourself.\A seven-story building has vanished overnight.\According to one source,\the building housed a front company for the Port Mafia. response:	It was allegedly used as an office by their agents.
context: The Following Morning\Hey, did you see the morning news?!\It's on the TV, too.\Please see for yourself.\A seven-story building has vanished overnight.\According to one source,\the building housed a front company for the Port Mafia.\It was allegedly used as an office by their agents. response:	So this is the message...
context: Hey, did you see the morning news?!\It's on the TV, too.\Please see for yourself.\A seven-story building has vanished overnight.\According to one source,\the building housed a front company for the Port Mafia.\It was allegedly used as an office by their agents.\So this is the message... response:	Kenji-kun hasn't been back to the dorm since seeing them off.
