context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: The wizards belong to various guilds, and perform jobs on commission.\There are a large number of guilds within the country.\And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\The port town, Hargeon.\Um, sir?\Natsu, we're here! Hargeon! response:	Get up! Get up!
context: There are a large number of guilds within the country.\And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\The port town, Hargeon.\Um, sir?\Natsu, we're here! Hargeon!\Get up! Get up! response:	Is he okay?
context: And in a certain city there lies a certain guild.\A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\The port town, Hargeon.\Um, sir?\Natsu, we're here! Hargeon!\Get up! Get up!\Is he okay? response:	Aye!
context: A guild from which various legends were once born... Or rather, will continue to be born long into the future...\Fairy Tail!\The port town, Hargeon.\Um, sir?\Natsu, we're here! Hargeon!\Get up! Get up!\Is he okay?\Aye! response:	He always gets like this.
context: Fairy Tail!\The port town, Hargeon.\Um, sir?\Natsu, we're here! Hargeon!\Get up! Get up!\Is he okay?\Aye!\He always gets like this. response:	I can't handle it...
context: The port town, Hargeon.\Um, sir?\Natsu, we're here! Hargeon!\Get up! Get up!\Is he okay?\Aye!\He always gets like this.\I can't handle it... response:	I'll never take the train again...
context: Um, sir?\Natsu, we're here! Hargeon!\Get up! Get up!\Is he okay?\Aye!\He always gets like this.\I can't handle it...\I'll never take the train again... response:	If the info is correct, salamander should be in this town.
context: Natsu, we're here! Hargeon!\Get up! Get up!\Is he okay?\Aye!\He always gets like this.\I can't handle it...\I'll never take the train again...\If the info is correct, salamander should be in this town. response:	Let's go.
context: Get up! Get up!\Is he okay?\Aye!\He always gets like this.\I can't handle it...\I'll never take the train again...\If the info is correct, salamander should be in this town.\Let's go. response:	L-Let me rest for a bit...
context: Is he okay?\Aye!\He always gets like this.\I can't handle it...\I'll never take the train again...\If the info is correct, salamander should be in this town.\Let's go.\L-Let me rest for a bit... response:	Save me!
context: Aye!\He always gets like this.\I can't handle it...\I'll never take the train again...\If the info is correct, salamander should be in this town.\Let's go.\L-Let me rest for a bit...\Save me! response:	It departed.
context: He always gets like this.\I can't handle it...\I'll never take the train again...\If the info is correct, salamander should be in this town.\Let's go.\L-Let me rest for a bit...\Save me!\It departed. response:	Fairy Tail!
context: I can't handle it...\I'll never take the train again...\If the info is correct, salamander should be in this town.\Let's go.\L-Let me rest for a bit...\Save me!\It departed.\Fairy Tail! response:	What? There's only one magic store in this entire town?
context: I'll never take the train again...\If the info is correct, salamander should be in this town.\Let's go.\L-Let me rest for a bit...\Save me!\It departed.\Fairy Tail!\What? There's only one magic store in this entire town? response:	Yes. This town lives off the fishing business instead of magic.
context: If the info is correct, salamander should be in this town.\Let's go.\L-Let me rest for a bit...\Save me!\It departed.\Fairy Tail!\What? There's only one magic store in this entire town?\Yes. This town lives off the fishing business instead of magic. response:	Not even a tenth of the people in this town use magic,
context: Let's go.\L-Let me rest for a bit...\Save me!\It departed.\Fairy Tail!\What? There's only one magic store in this entire town?\Yes. This town lives off the fishing business instead of magic.\Not even a tenth of the people in this town use magic, response:	so this store specializes in selling to traveling wizards.
context: L-Let me rest for a bit...\Save me!\It departed.\Fairy Tail!\What? There's only one magic store in this entire town?\Yes. This town lives off the fishing business instead of magic.\Not even a tenth of the people in this town use magic,\so this store specializes in selling to traveling wizards. response:	I guess this was a total bust, then?
context: Save me!\It departed.\Fairy Tail!\What? There's only one magic store in this entire town?\Yes. This town lives off the fishing business instead of magic.\Not even a tenth of the people in this town use magic,\so this store specializes in selling to traveling wizards.\I guess this was a total bust, then? response:	Now, now, don't say that. Please, have a look.
context: It departed.\Fairy Tail!\What? There's only one magic store in this entire town?\Yes. This town lives off the fishing business instead of magic.\Not even a tenth of the people in this town use magic,\so this store specializes in selling to traveling wizards.\I guess this was a total bust, then?\Now, now, don't say that. Please, have a look. response:	I have a lot of new merchandise, you know.
context: Fairy Tail!\What? There's only one magic store in this entire town?\Yes. This town lives off the fishing business instead of magic.\Not even a tenth of the people in this town use magic,\so this store specializes in selling to traveling wizards.\I guess this was a total bust, then?\Now, now, don't say that. Please, have a look.\I have a lot of new merchandise, you know. response:	Girls just love this ColorS magic.
context: What? There's only one magic store in this entire town?\Yes. This town lives off the fishing business instead of magic.\Not even a tenth of the people in this town use magic,\so this store specializes in selling to traveling wizards.\I guess this was a total bust, then?\Now, now, don't say that. Please, have a look.\I have a lot of new merchandise, you know.\Girls just love this ColorS magic. response:	You can switch the color of your clothes to whatever you feel like that day!
context: Yes. This town lives off the fishing business instead of magic.\Not even a tenth of the people in this town use magic,\so this store specializes in selling to traveling wizards.\I guess this was a total bust, then?\Now, now, don't say that. Please, have a look.\I have a lot of new merchandise, you know.\Girls just love this ColorS magic.\You can switch the color of your clothes to whatever you feel like that day! response:	Change! Like this!
context: Not even a tenth of the people in this town use magic,\so this store specializes in selling to traveling wizards.\I guess this was a total bust, then?\Now, now, don't say that. Please, have a look.\I have a lot of new merchandise, you know.\Girls just love this ColorS magic.\You can switch the color of your clothes to whatever you feel like that day!\Change! Like this! response:	I already have that one.
context: so this store specializes in selling to traveling wizards.\I guess this was a total bust, then?\Now, now, don't say that. Please, have a look.\I have a lot of new merchandise, you know.\Girls just love this ColorS magic.\You can switch the color of your clothes to whatever you feel like that day!\Change! Like this!\I already have that one. response:	Yeah!
context: I guess this was a total bust, then?\Now, now, don't say that. Please, have a look.\I have a lot of new merchandise, you know.\Girls just love this ColorS magic.\You can switch the color of your clothes to whatever you feel like that day!\Change! Like this!\I already have that one.\Yeah! response:	I'm searching for some powerful gate keys.
context: Now, now, don't say that. Please, have a look.\I have a lot of new merchandise, you know.\Girls just love this ColorS magic.\You can switch the color of your clothes to whatever you feel like that day!\Change! Like this!\I already have that one.\Yeah!\I'm searching for some powerful gate keys. response:	Gates, huh? Those are rare...
context: I have a lot of new merchandise, you know.\Girls just love this ColorS magic.\You can switch the color of your clothes to whatever you feel like that day!\Change! Like this!\I already have that one.\Yeah!\I'm searching for some powerful gate keys.\Gates, huh? Those are rare... response:	This is the white puppy, White Doggy!
context: Girls just love this ColorS magic.\You can switch the color of your clothes to whatever you feel like that day!\Change! Like this!\I already have that one.\Yeah!\I'm searching for some powerful gate keys.\Gates, huh? Those are rare...\This is the white puppy, White Doggy! response:	That one's not powerful at all.
context: You can switch the color of your clothes to whatever you feel like that day!\Change! Like this!\I already have that one.\Yeah!\I'm searching for some powerful gate keys.\Gates, huh? Those are rare...\This is the white puppy, White Doggy!\That one's not powerful at all. response:	So what? I was looking for it...
context: Change! Like this!\I already have that one.\Yeah!\I'm searching for some powerful gate keys.\Gates, huh? Those are rare...\This is the white puppy, White Doggy!\That one's not powerful at all.\So what? I was looking for it... response:	How much?
context: I already have that one.\Yeah!\I'm searching for some powerful gate keys.\Gates, huh? Those are rare...\This is the white puppy, White Doggy!\That one's not powerful at all.\So what? I was looking for it...\How much? response:	20,000 jewel.
context: Yeah!\I'm searching for some powerful gate keys.\Gates, huh? Those are rare...\This is the white puppy, White Doggy!\That one's not powerful at all.\So what? I was looking for it...\How much?\20,000 jewel. response:	How much might it be again?
context: I'm searching for some powerful gate keys.\Gates, huh? Those are rare...\This is the white puppy, White Doggy!\That one's not powerful at all.\So what? I was looking for it...\How much?\20,000 jewel.\How much might it be again? response:	Like I said, 20,000 jewel.
context: Gates, huh? Those are rare...\This is the white puppy, White Doggy!\That one's not powerful at all.\So what? I was looking for it...\How much?\20,000 jewel.\How much might it be again?\Like I said, 20,000 jewel. response:	Come on, how much is it, really, you wonderful old man you...
context: This is the white puppy, White Doggy!\That one's not powerful at all.\So what? I was looking for it...\How much?\20,000 jewel.\How much might it be again?\Like I said, 20,000 jewel.\Come on, how much is it, really, you wonderful old man you... response:	He only knocked off 1000 jewel?
context: That one's not powerful at all.\So what? I was looking for it...\How much?\20,000 jewel.\How much might it be again?\Like I said, 20,000 jewel.\Come on, how much is it, really, you wonderful old man you...\He only knocked off 1000 jewel? response:	So my looks are only worth 1000 jewel?
context: So what? I was looking for it...\How much?\20,000 jewel.\How much might it be again?\Like I said, 20,000 jewel.\Come on, how much is it, really, you wonderful old man you...\He only knocked off 1000 jewel?\So my looks are only worth 1000 jewel? response:	That's nothing! It pisses me off...
context: How much?\20,000 jewel.\How much might it be again?\Like I said, 20,000 jewel.\Come on, how much is it, really, you wonderful old man you...\He only knocked off 1000 jewel?\So my looks are only worth 1000 jewel?\That's nothing! It pisses me off... response:	If that's about all I can realistically get, then...
context: 20,000 jewel.\How much might it be again?\Like I said, 20,000 jewel.\Come on, how much is it, really, you wonderful old man you...\He only knocked off 1000 jewel?\So my looks are only worth 1000 jewel?\That's nothing! It pisses me off...\If that's about all I can realistically get, then... response:	You said that a famous wizard's come to town?
context: How much might it be again?\Like I said, 20,000 jewel.\Come on, how much is it, really, you wonderful old man you...\He only knocked off 1000 jewel?\So my looks are only worth 1000 jewel?\That's nothing! It pisses me off...\If that's about all I can realistically get, then...\You said that a famous wizard's come to town? response:	It's Salamander-sama!
context: Like I said, 20,000 jewel.\Come on, how much is it, really, you wonderful old man you...\He only knocked off 1000 jewel?\So my looks are only worth 1000 jewel?\That's nothing! It pisses me off...\If that's about all I can realistically get, then...\You said that a famous wizard's come to town?\It's Salamander-sama! response:	Salamander?
context: Come on, how much is it, really, you wonderful old man you...\He only knocked off 1000 jewel?\So my looks are only worth 1000 jewel?\That's nothing! It pisses me off...\If that's about all I can realistically get, then...\You said that a famous wizard's come to town?\It's Salamander-sama!\Salamander? response:	The one they say can use fire magic you can't buy in a store?
context: He only knocked off 1000 jewel?\So my looks are only worth 1000 jewel?\That's nothing! It pisses me off...\If that's about all I can realistically get, then...\You said that a famous wizard's come to town?\It's Salamander-sama!\Salamander?\The one they say can use fire magic you can't buy in a store? response:	He's in this town?
context: So my looks are only worth 1000 jewel?\That's nothing! It pisses me off...\If that's about all I can realistically get, then...\You said that a famous wizard's come to town?\It's Salamander-sama!\Salamander?\The one they say can use fire magic you can't buy in a store?\He's in this town? response:	Damn, I ended up taking the train again.
context: That's nothing! It pisses me off...\If that's about all I can realistically get, then...\You said that a famous wizard's come to town?\It's Salamander-sama!\Salamander?\The one they say can use fire magic you can't buy in a store?\He's in this town?\Damn, I ended up taking the train again. response:	And you're no good at riding things, Natsu.
context: If that's about all I can realistically get, then...\You said that a famous wizard's come to town?\It's Salamander-sama!\Salamander?\The one they say can use fire magic you can't buy in a store?\He's in this town?\Damn, I ended up taking the train again.\And you're no good at riding things, Natsu. response:	Not to mention I'm starving...
context: You said that a famous wizard's come to town?\It's Salamander-sama!\Salamander?\The one they say can use fire magic you can't buy in a store?\He's in this town?\Damn, I ended up taking the train again.\And you're no good at riding things, Natsu.\Not to mention I'm starving... response:	And we don't have any money.
context: It's Salamander-sama!\Salamander?\The one they say can use fire magic you can't buy in a store?\He's in this town?\Damn, I ended up taking the train again.\And you're no good at riding things, Natsu.\Not to mention I'm starving...\And we don't have any money. response:	Say, Happy...
context: Salamander?\The one they say can use fire magic you can't buy in a store?\He's in this town?\Damn, I ended up taking the train again.\And you're no good at riding things, Natsu.\Not to mention I'm starving...\And we don't have any money.\Say, Happy... response:	This salamander is Igneel, right?
context: The one they say can use fire magic you can't buy in a store?\He's in this town?\Damn, I ended up taking the train again.\And you're no good at riding things, Natsu.\Not to mention I'm starving...\And we don't have any money.\Say, Happy...\This salamander is Igneel, right? response:	Yeah! I doubt a fire dragon would be anyone but Igneel, right?
context: He's in this town?\Damn, I ended up taking the train again.\And you're no good at riding things, Natsu.\Not to mention I'm starving...\And we don't have any money.\Say, Happy...\This salamander is Igneel, right?\Yeah! I doubt a fire dragon would be anyone but Igneel, right? response:	Yeah, that's right.
context: Damn, I ended up taking the train again.\And you're no good at riding things, Natsu.\Not to mention I'm starving...\And we don't have any money.\Say, Happy...\This salamander is Igneel, right?\Yeah! I doubt a fire dragon would be anyone but Igneel, right?\Yeah, that's right. response:	Salamandar-sama!
context: And you're no good at riding things, Natsu.\Not to mention I'm starving...\And we don't have any money.\Say, Happy...\This salamander is Igneel, right?\Yeah! I doubt a fire dragon would be anyone but Igneel, right?\Yeah, that's right.\Salamandar-sama! response:	You're so wonderful!
context: Not to mention I'm starving...\And we don't have any money.\Say, Happy...\This salamander is Igneel, right?\Yeah! I doubt a fire dragon would be anyone but Igneel, right?\Yeah, that's right.\Salamandar-sama!\You're so wonderful! response:	Burn me!
context: And we don't have any money.\Say, Happy...\This salamander is Igneel, right?\Yeah! I doubt a fire dragon would be anyone but Igneel, right?\Yeah, that's right.\Salamandar-sama!\You're so wonderful!\Burn me! response:	Salamander!
context: Say, Happy...\This salamander is Igneel, right?\Yeah! I doubt a fire dragon would be anyone but Igneel, right?\Yeah, that's right.\Salamandar-sama!\You're so wonderful!\Burn me!\Salamander! response:	See? Talk about somebody, and they show up!
context: This salamander is Igneel, right?\Yeah! I doubt a fire dragon would be anyone but Igneel, right?\Yeah, that's right.\Salamandar-sama!\You're so wonderful!\Burn me!\Salamander!\See? Talk about somebody, and they show up! response:	Aye!
context: Yeah! I doubt a fire dragon would be anyone but Igneel, right?\Yeah, that's right.\Salamandar-sama!\You're so wonderful!\Burn me!\Salamander!\See? Talk about somebody, and they show up!\Aye! response:	Lovely!
context: Yeah, that's right.\Salamandar-sama!\You're so wonderful!\Burn me!\Salamander!\See? Talk about somebody, and they show up!\Aye!\Lovely! response:	Cool!
context: Salamandar-sama!\You're so wonderful!\Burn me!\Salamander!\See? Talk about somebody, and they show up!\Aye!\Lovely!\Cool! response:	Why is my heart beating this fast?
context: You're so wonderful!\Burn me!\Salamander!\See? Talk about somebody, and they show up!\Aye!\Lovely!\Cool!\Why is my heart beating this fast? response:	Hey, what's gotten into me?
context: Burn me!\Salamander!\See? Talk about somebody, and they show up!\Aye!\Lovely!\Cool!\Why is my heart beating this fast?\Hey, what's gotten into me? response:	Captivated, aren't you?
context: Salamander!\See? Talk about somebody, and they show up!\Aye!\Lovely!\Cool!\Why is my heart beating this fast?\Hey, what's gotten into me?\Captivated, aren't you? response:	He looked at me!
context: See? Talk about somebody, and they show up!\Aye!\Lovely!\Cool!\Why is my heart beating this fast?\Hey, what's gotten into me?\Captivated, aren't you?\He looked at me! response:	Am I this excited because he's a famous wizard?
context: Aye!\Lovely!\Cool!\Why is my heart beating this fast?\Hey, what's gotten into me?\Captivated, aren't you?\He looked at me!\Am I this excited because he's a famous wizard? response:	Could it be?
context: Lovely!\Cool!\Why is my heart beating this fast?\Hey, what's gotten into me?\Captivated, aren't you?\He looked at me!\Am I this excited because he's a famous wizard?\Could it be? response:	Is he the one...
context: Cool!\Why is my heart beating this fast?\Hey, what's gotten into me?\Captivated, aren't you?\He looked at me!\Am I this excited because he's a famous wizard?\Could it be?\Is he the one... response:	Igneel!
context: Why is my heart beating this fast?\Hey, what's gotten into me?\Captivated, aren't you?\He looked at me!\Am I this excited because he's a famous wizard?\Could it be?\Is he the one...\Igneel! response:	Who the heck are you?
context: Hey, what's gotten into me?\Captivated, aren't you?\He looked at me!\Am I this excited because he's a famous wizard?\Could it be?\Is he the one...\Igneel!\Who the heck are you? response:	If I said Salamander, would that ring a bell?
context: Captivated, aren't you?\He looked at me!\Am I this excited because he's a famous wizard?\Could it be?\Is he the one...\Igneel!\Who the heck are you?\If I said Salamander, would that ring a bell? response:	He's already gone!
context: He looked at me!\Am I this excited because he's a famous wizard?\Could it be?\Is he the one...\Igneel!\Who the heck are you?\If I said Salamander, would that ring a bell?\He's already gone! response:	How rude of you!
context: Am I this excited because he's a famous wizard?\Could it be?\Is he the one...\Igneel!\Who the heck are you?\If I said Salamander, would that ring a bell?\He's already gone!\How rude of you! response:	Yeah! Salamander-sama is an amazing wizard!
context: Could it be?\Is he the one...\Igneel!\Who the heck are you?\If I said Salamander, would that ring a bell?\He's already gone!\How rude of you!\Yeah! Salamander-sama is an amazing wizard! response:	Apologize to him!
context: Is he the one...\Igneel!\Who the heck are you?\If I said Salamander, would that ring a bell?\He's already gone!\How rude of you!\Yeah! Salamander-sama is an amazing wizard!\Apologize to him! response:	What's wrong with you people?
context: Igneel!\Who the heck are you?\If I said Salamander, would that ring a bell?\He's already gone!\How rude of you!\Yeah! Salamander-sama is an amazing wizard!\Apologize to him!\What's wrong with you people? response:	Now, now... Just leave it at that.
context: Who the heck are you?\If I said Salamander, would that ring a bell?\He's already gone!\How rude of you!\Yeah! Salamander-sama is an amazing wizard!\Apologize to him!\What's wrong with you people?\Now, now... Just leave it at that. response:	It's not like he meant any harm by it.
context: If I said Salamander, would that ring a bell?\He's already gone!\How rude of you!\Yeah! Salamander-sama is an amazing wizard!\Apologize to him!\What's wrong with you people?\Now, now... Just leave it at that.\It's not like he meant any harm by it. response:	He's so kind!
context: He's already gone!\How rude of you!\Yeah! Salamander-sama is an amazing wizard!\Apologize to him!\What's wrong with you people?\Now, now... Just leave it at that.\It's not like he meant any harm by it.\He's so kind! response:	Here is my autograph. Feel free to show it off to your friends.
context: How rude of you!\Yeah! Salamander-sama is an amazing wizard!\Apologize to him!\What's wrong with you people?\Now, now... Just leave it at that.\It's not like he meant any harm by it.\He's so kind!\Here is my autograph. Feel free to show it off to your friends. response:	No thanks.
context: Yeah! Salamander-sama is an amazing wizard!\Apologize to him!\What's wrong with you people?\Now, now... Just leave it at that.\It's not like he meant any harm by it.\He's so kind!\Here is my autograph. Feel free to show it off to your friends.\No thanks. response:	I guess we got the wrong person.
context: Apologize to him!\What's wrong with you people?\Now, now... Just leave it at that.\It's not like he meant any harm by it.\He's so kind!\Here is my autograph. Feel free to show it off to your friends.\No thanks.\I guess we got the wrong person. response:	Now then, I have some business at the next port, so if you'll excuse me...
context: What's wrong with you people?\Now, now... Just leave it at that.\It's not like he meant any harm by it.\He's so kind!\Here is my autograph. Feel free to show it off to your friends.\No thanks.\I guess we got the wrong person.\Now then, I have some business at the next port, so if you'll excuse me... response:	What? You're leaving already?
context: Now, now... Just leave it at that.\It's not like he meant any harm by it.\He's so kind!\Here is my autograph. Feel free to show it off to your friends.\No thanks.\I guess we got the wrong person.\Now then, I have some business at the next port, so if you'll excuse me...\What? You're leaving already? response:	Red Carpet!
context: It's not like he meant any harm by it.\He's so kind!\Here is my autograph. Feel free to show it off to your friends.\No thanks.\I guess we got the wrong person.\Now then, I have some business at the next port, so if you'll excuse me...\What? You're leaving already?\Red Carpet! response:	I'm having a party on my ship this evening! Everyone, please attend!
context: He's so kind!\Here is my autograph. Feel free to show it off to your friends.\No thanks.\I guess we got the wrong person.\Now then, I have some business at the next port, so if you'll excuse me...\What? You're leaving already?\Red Carpet!\I'm having a party on my ship this evening! Everyone, please attend! response:	Of course!
context: Here is my autograph. Feel free to show it off to your friends.\No thanks.\I guess we got the wrong person.\Now then, I have some business at the next port, so if you'll excuse me...\What? You're leaving already?\Red Carpet!\I'm having a party on my ship this evening! Everyone, please attend!\Of course! response:	Who the heck was that guy?
context: No thanks.\I guess we got the wrong person.\Now then, I have some business at the next port, so if you'll excuse me...\What? You're leaving already?\Red Carpet!\I'm having a party on my ship this evening! Everyone, please attend!\Of course!\Who the heck was that guy? response:	What a scumbag.
context: I guess we got the wrong person.\Now then, I have some business at the next port, so if you'll excuse me...\What? You're leaving already?\Red Carpet!\I'm having a party on my ship this evening! Everyone, please attend!\Of course!\Who the heck was that guy?\What a scumbag. response:	Thanks a lot.
context: Now then, I have some business at the next port, so if you'll excuse me...\What? You're leaving already?\Red Carpet!\I'm having a party on my ship this evening! Everyone, please attend!\Of course!\Who the heck was that guy?\What a scumbag.\Thanks a lot. response:	Huh?
context: What? You're leaving already?\Red Carpet!\I'm having a party on my ship this evening! Everyone, please attend!\Of course!\Who the heck was that guy?\What a scumbag.\Thanks a lot.\Huh? response:	And then...
context: Red Carpet!\I'm having a party on my ship this evening! Everyone, please attend!\Of course!\Who the heck was that guy?\What a scumbag.\Thanks a lot.\Huh?\And then... response:	I'm Lucy. Nice to meet you!
context: I'm having a party on my ship this evening! Everyone, please attend!\Of course!\Who the heck was that guy?\What a scumbag.\Thanks a lot.\Huh?\And then...\I'm Lucy. Nice to meet you! response:	Aye!
context: Of course!\Who the heck was that guy?\What a scumbag.\Thanks a lot.\Huh?\And then...\I'm Lucy. Nice to meet you!\Aye! response:	Natsu and Happy, was it?
context: Who the heck was that guy?\What a scumbag.\Thanks a lot.\Huh?\And then...\I'm Lucy. Nice to meet you!\Aye!\Natsu and Happy, was it? response:	You're really nice.
context: What a scumbag.\Thanks a lot.\Huh?\And then...\I'm Lucy. Nice to meet you!\Aye!\Natsu and Happy, was it?\You're really nice. response:	Thanks, sure... Just take your time and...
context: Thanks a lot.\Huh?\And then...\I'm Lucy. Nice to meet you!\Aye!\Natsu and Happy, was it?\You're really nice.\Thanks, sure... Just take your time and... response:	I'm kind of in the splash zone here...
context: Huh?\And then...\I'm Lucy. Nice to meet you!\Aye!\Natsu and Happy, was it?\You're really nice.\Thanks, sure... Just take your time and...\I'm kind of in the splash zone here... response:	See, that Salamander guy was using a Charm spell, a type of hypnosis spell.
context: And then...\I'm Lucy. Nice to meet you!\Aye!\Natsu and Happy, was it?\You're really nice.\Thanks, sure... Just take your time and...\I'm kind of in the splash zone here...\See, that Salamander guy was using a Charm spell, a type of hypnosis spell. response:	That kind of magic can make people attracted to you, but its sale was banned years ago.
context: I'm Lucy. Nice to meet you!\Aye!\Natsu and Happy, was it?\You're really nice.\Thanks, sure... Just take your time and...\I'm kind of in the splash zone here...\See, that Salamander guy was using a Charm spell, a type of hypnosis spell.\That kind of magic can make people attracted to you, but its sale was banned years ago. response:	He'd go that far just to be popular?
context: Aye!\Natsu and Happy, was it?\You're really nice.\Thanks, sure... Just take your time and...\I'm kind of in the splash zone here...\See, that Salamander guy was using a Charm spell, a type of hypnosis spell.\That kind of magic can make people attracted to you, but its sale was banned years ago.\He'd go that far just to be popular? response:	What a creepy jerk.
context: Natsu and Happy, was it?\You're really nice.\Thanks, sure... Just take your time and...\I'm kind of in the splash zone here...\See, that Salamander guy was using a Charm spell, a type of hypnosis spell.\That kind of magic can make people attracted to you, but its sale was banned years ago.\He'd go that far just to be popular?\What a creepy jerk. response:	But thanks to you barging in the Charm was lifted, so this is my way of saying thanks.
context: You're really nice.\Thanks, sure... Just take your time and...\I'm kind of in the splash zone here...\See, that Salamander guy was using a Charm spell, a type of hypnosis spell.\That kind of magic can make people attracted to you, but its sale was banned years ago.\He'd go that far just to be popular?\What a creepy jerk.\But thanks to you barging in the Charm was lifted, so this is my way of saying thanks. response:	I see.
context: Thanks, sure... Just take your time and...\I'm kind of in the splash zone here...\See, that Salamander guy was using a Charm spell, a type of hypnosis spell.\That kind of magic can make people attracted to you, but its sale was banned years ago.\He'd go that far just to be popular?\What a creepy jerk.\But thanks to you barging in the Charm was lifted, so this is my way of saying thanks.\I see. response:	I know I don't seem like it, but I'm actually a wizard myself!
context: I'm kind of in the splash zone here...\See, that Salamander guy was using a Charm spell, a type of hypnosis spell.\That kind of magic can make people attracted to you, but its sale was banned years ago.\He'd go that far just to be popular?\What a creepy jerk.\But thanks to you barging in the Charm was lifted, so this is my way of saying thanks.\I see.\I know I don't seem like it, but I'm actually a wizard myself! response:	I haven't joined a guild yet, though.
context: See, that Salamander guy was using a Charm spell, a type of hypnosis spell.\That kind of magic can make people attracted to you, but its sale was banned years ago.\He'd go that far just to be popular?\What a creepy jerk.\But thanks to you barging in the Charm was lifted, so this is my way of saying thanks.\I see.\I know I don't seem like it, but I'm actually a wizard myself!\I haven't joined a guild yet, though. response:	Oh yeah, guilds are places where wizards gather to share information and take on jobs.
context: That kind of magic can make people attracted to you, but its sale was banned years ago.\He'd go that far just to be popular?\What a creepy jerk.\But thanks to you barging in the Charm was lifted, so this is my way of saying thanks.\I see.\I know I don't seem like it, but I'm actually a wizard myself!\I haven't joined a guild yet, though.\Oh yeah, guilds are places where wizards gather to share information and take on jobs. response:	You can't be said to be a full-fledged wizard unless you've joined a guild.
context: He'd go that far just to be popular?\What a creepy jerk.\But thanks to you barging in the Charm was lifted, so this is my way of saying thanks.\I see.\I know I don't seem like it, but I'm actually a wizard myself!\I haven't joined a guild yet, though.\Oh yeah, guilds are places where wizards gather to share information and take on jobs.\You can't be said to be a full-fledged wizard unless you've joined a guild. response:	But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see!
context: What a creepy jerk.\But thanks to you barging in the Charm was lifted, so this is my way of saying thanks.\I see.\I know I don't seem like it, but I'm actually a wizard myself!\I haven't joined a guild yet, though.\Oh yeah, guilds are places where wizards gather to share information and take on jobs.\You can't be said to be a full-fledged wizard unless you've joined a guild.\But, but... There are guilds all over the world, and it's really difficult to get into the popular ones, see! response:	The one I want to get into, see, has like a ton of amazing wizards, and...
