context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Phantom's Magical Giant has activated and is trying to cast Abyss Break to destroy all of Magnolia!\And fierce battles with the Element 4 have begun, as they wait to ambush us after we broke inside!\In one battle, Mira has been taken hostage, and when Elfman sees her...\Let my sister go!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose! response:	When it seems like you'll be blown away by the headwinds,
context: And fierce battles with the Element 4 have begun, as they wait to ambush us after we broke inside!\In one battle, Mira has been taken hostage, and when Elfman sees her...\Let my sister go!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds, response:	grasp this hand, try to take a chance.
context: In one battle, Mira has been taken hostage, and when Elfman sees her...\Let my sister go!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance. response:	Because you're not alone anymore, got it?
context: Let my sister go!\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it? response:	Go forward, more and more!
context: It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more! response:	Don't give up on your awesome dream!
context: I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream! response:	That's right, don't cry!
context: The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry! response:	Move on, my way!
context: Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way! response:	Now, with the light shining down upon you.
context: When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you. response:	Don't even think about something like giving up!
context: grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up! response:	Even if you trade being hurt again for strength.
context: Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength. response:	Your eyes, always looking straight ahead,
context: Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead, response:	can surely see the light!
context: Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light! response:	Huh? When did I get home?
context: That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Huh? When did I get home? response:	I could have sworn Phantom was attacking...
context: Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Huh? When did I get home?\I could have sworn Phantom was attacking... response:	Was it all a dream?
context: Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Huh? When did I get home?\I could have sworn Phantom was attacking...\Was it all a dream? response:	Yup, that's right. All just a dream.
context: Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Huh? When did I get home?\I could have sworn Phantom was attacking...\Was it all a dream?\Yup, that's right. All just a dream. response:	So go right back to sleep...
context: Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Huh? When did I get home?\I could have sworn Phantom was attacking...\Was it all a dream?\Yup, that's right. All just a dream.\So go right back to sleep... response:	Nice body!
context: Your eyes, always looking straight ahead,\can surely see the light!\Huh? When did I get home?\I could have sworn Phantom was attacking...\Was it all a dream?\Yup, that's right. All just a dream.\So go right back to sleep...\Nice body! response:	Destroy the moon!
context: can surely see the light!\Huh? When did I get home?\I could have sworn Phantom was attacking...\Was it all a dream?\Yup, that's right. All just a dream.\So go right back to sleep...\Nice body!\Destroy the moon! response:	This makes no sense!
context: Huh? When did I get home?\I could have sworn Phantom was attacking...\Was it all a dream?\Yup, that's right. All just a dream.\So go right back to sleep...\Nice body!\Destroy the moon!\This makes no sense! response:	Hey, isn't something moving?
context: I could have sworn Phantom was attacking...\Was it all a dream?\Yup, that's right. All just a dream.\So go right back to sleep...\Nice body!\Destroy the moon!\This makes no sense!\Hey, isn't something moving? response:	Drip, drip, drop...
context: Was it all a dream?\Yup, that's right. All just a dream.\So go right back to sleep...\Nice body!\Destroy the moon!\This makes no sense!\Hey, isn't something moving?\Drip, drip, drop... response:	You're freakin' me out!
context: Yup, that's right. All just a dream.\So go right back to sleep...\Nice body!\Destroy the moon!\This makes no sense!\Hey, isn't something moving?\Drip, drip, drop...\You're freakin' me out! response:	Drip, drip, drop...
context: So go right back to sleep...\Nice body!\Destroy the moon!\This makes no sense!\Hey, isn't something moving?\Drip, drip, drop...\You're freakin' me out!\Drip, drip, drop... response:	G-Get out...
context: Nice body!\Destroy the moon!\This makes no sense!\Hey, isn't something moving?\Drip, drip, drop...\You're freakin' me out!\Drip, drip, drop...\G-Get out... response:	Lucy!
context: Destroy the moon!\This makes no sense!\Hey, isn't something moving?\Drip, drip, drop...\You're freakin' me out!\Drip, drip, drop...\G-Get out...\Lucy! response:	Are you okay, Lucy?
context: This makes no sense!\Hey, isn't something moving?\Drip, drip, drop...\You're freakin' me out!\Drip, drip, drop...\G-Get out...\Lucy!\Are you okay, Lucy? response:	This is my room!
context: Hey, isn't something moving?\Drip, drip, drop...\You're freakin' me out!\Drip, drip, drop...\G-Get out...\Lucy!\Are you okay, Lucy?\This is my room! response:	No, it's not!
context: Drip, drip, drop...\You're freakin' me out!\Drip, drip, drop...\G-Get out...\Lucy!\Are you okay, Lucy?\This is my room!\No, it's not! response:	Wait, where am I?
context: You're freakin' me out!\Drip, drip, drop...\G-Get out...\Lucy!\Are you okay, Lucy?\This is my room!\No, it's not!\Wait, where am I? response:	A Flower Blooms in the Rain
context: Drip, drip, drop...\G-Get out...\Lucy!\Are you okay, Lucy?\This is my room!\No, it's not!\Wait, where am I?\A Flower Blooms in the Rain response:	I-It can't be... This is...
context: G-Get out...\Lucy!\Are you okay, Lucy?\This is my room!\No, it's not!\Wait, where am I?\A Flower Blooms in the Rain\I-It can't be... This is... response:	A Full Body Take Over...
context: Lucy!\Are you okay, Lucy?\This is my room!\No, it's not!\Wait, where am I?\A Flower Blooms in the Rain\I-It can't be... This is...\A Full Body Take Over... response:	Beast Soul!
context: Are you okay, Lucy?\This is my room!\No, it's not!\Wait, where am I?\A Flower Blooms in the Rain\I-It can't be... This is...\A Full Body Take Over...\Beast Soul! response:	Non, non, non!
context: This is my room!\No, it's not!\Wait, where am I?\A Flower Blooms in the Rain\I-It can't be... This is...\A Full Body Take Over...\Beast Soul!\Non, non, non! response:	With non of three, you misunderstand me!
context: No, it's not!\Wait, where am I?\A Flower Blooms in the Rain\I-It can't be... This is...\A Full Body Take Over...\Beast Soul!\Non, non, non!\With non of three, you misunderstand me! response:	I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir!
context: Wait, where am I?\A Flower Blooms in the Rain\I-It can't be... This is...\A Full Body Take Over...\Beast Soul!\Non, non, non!\With non of three, you misunderstand me!\I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir! response:	You are indeed a Man among men, Elfman!
context: A Flower Blooms in the Rain\I-It can't be... This is...\A Full Body Take Over...\Beast Soul!\Non, non, non!\With non of three, you misunderstand me!\I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir!\You are indeed a Man among men, Elfman! response:	I, Monsieur, believed you could overcome it!
context: I-It can't be... This is...\A Full Body Take Over...\Beast Soul!\Non, non, non!\With non of three, you misunderstand me!\I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir!\You are indeed a Man among men, Elfman!\I, Monsieur, believed you could overcome it! response:	Right?
context: A Full Body Take Over...\Beast Soul!\Non, non, non!\With non of three, you misunderstand me!\I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir!\You are indeed a Man among men, Elfman!\I, Monsieur, believed you could overcome it!\Right? response:	Well then, if you'll be excusing me...
context: Beast Soul!\Non, non, non!\With non of three, you misunderstand me!\I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir!\You are indeed a Man among men, Elfman!\I, Monsieur, believed you could overcome it!\Right?\Well then, if you'll be excusing me... response:	How dare you!
context: Non, non, non!\With non of three, you misunderstand me!\I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir!\You are indeed a Man among men, Elfman!\I, Monsieur, believed you could overcome it!\Right?\Well then, if you'll be excusing me...\How dare you! response:	Platre... Sonate!
context: With non of three, you misunderstand me!\I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir!\You are indeed a Man among men, Elfman!\I, Monsieur, believed you could overcome it!\Right?\Well then, if you'll be excusing me...\How dare you!\Platre... Sonate! response:	Non, non, non... Don't let your guard down now.
context: I, Monsieur, gave you such a harsh trial for you to finally overcome your difficult past, bonsoir!\You are indeed a Man among men, Elfman!\I, Monsieur, believed you could overcome it!\Right?\Well then, if you'll be excusing me...\How dare you!\Platre... Sonate!\Non, non, non... Don't let your guard down now. response:	Non! Non! Non!
context: You are indeed a Man among men, Elfman!\I, Monsieur, believed you could overcome it!\Right?\Well then, if you'll be excusing me...\How dare you!\Platre... Sonate!\Non, non, non... Don't let your guard down now.\Non! Non! Non! response:	Non! Non! Non!
context: I, Monsieur, believed you could overcome it!\Right?\Well then, if you'll be excusing me...\How dare you!\Platre... Sonate!\Non, non, non... Don't let your guard down now.\Non! Non! Non!\Non! Non! Non! response:	Elfman...
context: Right?\Well then, if you'll be excusing me...\How dare you!\Platre... Sonate!\Non, non, non... Don't let your guard down now.\Non! Non! Non!\Non! Non! Non!\Elfman... response:	Ooh... Oui...
context: Well then, if you'll be excusing me...\How dare you!\Platre... Sonate!\Non, non, non... Don't let your guard down now.\Non! Non! Non!\Non! Non! Non!\Elfman...\Ooh... Oui... response:	Je t'aime...
context: How dare you!\Platre... Sonate!\Non, non, non... Don't let your guard down now.\Non! Non! Non!\Non! Non! Non!\Elfman...\Ooh... Oui...\Je t'aime... response:	Non, at least let me fall unconscious!
context: Platre... Sonate!\Non, non, non... Don't let your guard down now.\Non! Non! Non!\Non! Non! Non!\Elfman...\Ooh... Oui...\Je t'aime...\Non, at least let me fall unconscious! response:	Elfman!
context: Non, non, non... Don't let your guard down now.\Non! Non! Non!\Non! Non! Non!\Elfman...\Ooh... Oui...\Je t'aime...\Non, at least let me fall unconscious!\Elfman! response:	Au revoir...
context: Non! Non! Non!\Non! Non! Non!\Elfman...\Ooh... Oui...\Je t'aime...\Non, at least let me fall unconscious!\Elfman!\Au revoir... response:	So... Can you...
context: Non! Non! Non!\Elfman...\Ooh... Oui...\Je t'aime...\Non, at least let me fall unconscious!\Elfman!\Au revoir...\So... Can you... response:	Could you have lost your reason again?
context: Elfman...\Ooh... Oui...\Je t'aime...\Non, at least let me fall unconscious!\Elfman!\Au revoir...\So... Can you...\Could you have lost your reason again? response:	Elfman!
context: Ooh... Oui...\Je t'aime...\Non, at least let me fall unconscious!\Elfman!\Au revoir...\So... Can you...\Could you have lost your reason again?\Elfman! response:	I'm sorry, Nee-chan...
context: Je t'aime...\Non, at least let me fall unconscious!\Elfman!\Au revoir...\So... Can you...\Could you have lost your reason again?\Elfman!\I'm sorry, Nee-chan... response:	You must never have wanted to see me like this again.
context: Non, at least let me fall unconscious!\Elfman!\Au revoir...\So... Can you...\Could you have lost your reason again?\Elfman!\I'm sorry, Nee-chan...\You must never have wanted to see me like this again. response:	Because I wasn't able to control it, Lisanna...
context: Elfman!\Au revoir...\So... Can you...\Could you have lost your reason again?\Elfman!\I'm sorry, Nee-chan...\You must never have wanted to see me like this again.\Because I wasn't able to control it, Lisanna... response:	You still have your reason!
context: Au revoir...\So... Can you...\Could you have lost your reason again?\Elfman!\I'm sorry, Nee-chan...\You must never have wanted to see me like this again.\Because I wasn't able to control it, Lisanna...\You still have your reason! response:	But I didn't know what else to do.
context: So... Can you...\Could you have lost your reason again?\Elfman!\I'm sorry, Nee-chan...\You must never have wanted to see me like this again.\Because I wasn't able to control it, Lisanna...\You still have your reason!\But I didn't know what else to do. response:	I had to get stronger to protect you and Fairy Tail!
context: Could you have lost your reason again?\Elfman!\I'm sorry, Nee-chan...\You must never have wanted to see me like this again.\Because I wasn't able to control it, Lisanna...\You still have your reason!\But I didn't know what else to do.\I had to get stronger to protect you and Fairy Tail! response:	Lisanna's death wasn't your fault.
context: Elfman!\I'm sorry, Nee-chan...\You must never have wanted to see me like this again.\Because I wasn't able to control it, Lisanna...\You still have your reason!\But I didn't know what else to do.\I had to get stronger to protect you and Fairy Tail!\Lisanna's death wasn't your fault. response:	You were trying your best to protect us both back then.
context: I'm sorry, Nee-chan...\You must never have wanted to see me like this again.\Because I wasn't able to control it, Lisanna...\You still have your reason!\But I didn't know what else to do.\I had to get stronger to protect you and Fairy Tail!\Lisanna's death wasn't your fault.\You were trying your best to protect us both back then. response:	But I failed.
context: You must never have wanted to see me like this again.\Because I wasn't able to control it, Lisanna...\You still have your reason!\But I didn't know what else to do.\I had to get stronger to protect you and Fairy Tail!\Lisanna's death wasn't your fault.\You were trying your best to protect us both back then.\But I failed. response:	Lisanna died.
context: Because I wasn't able to control it, Lisanna...\You still have your reason!\But I didn't know what else to do.\I had to get stronger to protect you and Fairy Tail!\Lisanna's death wasn't your fault.\You were trying your best to protect us both back then.\But I failed.\Lisanna died. response:	I'm still here.
context: You still have your reason!\But I didn't know what else to do.\I had to get stronger to protect you and Fairy Tail!\Lisanna's death wasn't your fault.\You were trying your best to protect us both back then.\But I failed.\Lisanna died.\I'm still here. response:	Nee-chan...
context: But I didn't know what else to do.\I had to get stronger to protect you and Fairy Tail!\Lisanna's death wasn't your fault.\You were trying your best to protect us both back then.\But I failed.\Lisanna died.\I'm still here.\Nee-chan... response:	We decided together, remember?
context: I had to get stronger to protect you and Fairy Tail!\Lisanna's death wasn't your fault.\You were trying your best to protect us both back then.\But I failed.\Lisanna died.\I'm still here.\Nee-chan...\We decided together, remember? response:	To live on in her stead.
context: Lisanna's death wasn't your fault.\You were trying your best to protect us both back then.\But I failed.\Lisanna died.\I'm still here.\Nee-chan...\We decided together, remember?\To live on in her stead. response:	To work as hard as we could...
context: You were trying your best to protect us both back then.\But I failed.\Lisanna died.\I'm still here.\Nee-chan...\We decided together, remember?\To live on in her stead.\To work as hard as we could... response:	Nee-chan! I'm so glad you're all right!
context: But I failed.\Lisanna died.\I'm still here.\Nee-chan...\We decided together, remember?\To live on in her stead.\To work as hard as we could...\Nee-chan! I'm so glad you're all right! response:	And how is crying going to help anything?
context: Lisanna died.\I'm still here.\Nee-chan...\We decided together, remember?\To live on in her stead.\To work as hard as we could...\Nee-chan! I'm so glad you're all right!\And how is crying going to help anything? response:	But!
context: I'm still here.\Nee-chan...\We decided together, remember?\To live on in her stead.\To work as hard as we could...\Nee-chan! I'm so glad you're all right!\And how is crying going to help anything?\But! response:	Thank you, Elfman...
context: Nee-chan...\We decided together, remember?\To live on in her stead.\To work as hard as we could...\Nee-chan! I'm so glad you're all right!\And how is crying going to help anything?\But!\Thank you, Elfman... response:	What is it, Nee-chan?
context: We decided together, remember?\To live on in her stead.\To work as hard as we could...\Nee-chan! I'm so glad you're all right!\And how is crying going to help anything?\But!\Thank you, Elfman...\What is it, Nee-chan? response:	The giant isn't writing as quickly...
context: To live on in her stead.\To work as hard as we could...\Nee-chan! I'm so glad you're all right!\And how is crying going to help anything?\But!\Thank you, Elfman...\What is it, Nee-chan?\The giant isn't writing as quickly... response:	The forbidden magic of the four elements...
context: To work as hard as we could...\Nee-chan! I'm so glad you're all right!\And how is crying going to help anything?\But!\Thank you, Elfman...\What is it, Nee-chan?\The giant isn't writing as quickly...\The forbidden magic of the four elements... response:	Abyss Break...
context: Nee-chan! I'm so glad you're all right!\And how is crying going to help anything?\But!\Thank you, Elfman...\What is it, Nee-chan?\The giant isn't writing as quickly...\The forbidden magic of the four elements...\Abyss Break... response:	The four elements. Fire, water, wind, and earth...
context: And how is crying going to help anything?\But!\Thank you, Elfman...\What is it, Nee-chan?\The giant isn't writing as quickly...\The forbidden magic of the four elements...\Abyss Break...\The four elements. Fire, water, wind, and earth... response:	Elfman, how many of the Element 4 are left?
context: But!\Thank you, Elfman...\What is it, Nee-chan?\The giant isn't writing as quickly...\The forbidden magic of the four elements...\Abyss Break...\The four elements. Fire, water, wind, and earth...\Elfman, how many of the Element 4 are left? response:	Hmm, um...
context: Thank you, Elfman...\What is it, Nee-chan?\The giant isn't writing as quickly...\The forbidden magic of the four elements...\Abyss Break...\The four elements. Fire, water, wind, and earth...\Elfman, how many of the Element 4 are left?\Hmm, um... response:	That'd make two left, I guess?
context: What is it, Nee-chan?\The giant isn't writing as quickly...\The forbidden magic of the four elements...\Abyss Break...\The four elements. Fire, water, wind, and earth...\Elfman, how many of the Element 4 are left?\Hmm, um...\That'd make two left, I guess? response:	As I thought!
context: The giant isn't writing as quickly...\The forbidden magic of the four elements...\Abyss Break...\The four elements. Fire, water, wind, and earth...\Elfman, how many of the Element 4 are left?\Hmm, um...\That'd make two left, I guess?\As I thought! response:	Each time we get one of them, the giant's movements slow down!
context: The forbidden magic of the four elements...\Abyss Break...\The four elements. Fire, water, wind, and earth...\Elfman, how many of the Element 4 are left?\Hmm, um...\That'd make two left, I guess?\As I thought!\Each time we get one of them, the giant's movements slow down! response:	Why is that?
context: Abyss Break...\The four elements. Fire, water, wind, and earth...\Elfman, how many of the Element 4 are left?\Hmm, um...\That'd make two left, I guess?\As I thought!\Each time we get one of them, the giant's movements slow down!\Why is that? response:	In other words, this giant is powered by the four elements.
context: The four elements. Fire, water, wind, and earth...\Elfman, how many of the Element 4 are left?\Hmm, um...\That'd make two left, I guess?\As I thought!\Each time we get one of them, the giant's movements slow down!\Why is that?\In other words, this giant is powered by the four elements. response:	If we can defeat all of the Element 4, we can stop the magic!
context: Elfman, how many of the Element 4 are left?\Hmm, um...\That'd make two left, I guess?\As I thought!\Each time we get one of them, the giant's movements slow down!\Why is that?\In other words, this giant is powered by the four elements.\If we can defeat all of the Element 4, we can stop the magic! response:	Really?
context: Hmm, um...\That'd make two left, I guess?\As I thought!\Each time we get one of them, the giant's movements slow down!\Why is that?\In other words, this giant is powered by the four elements.\If we can defeat all of the Element 4, we can stop the magic!\Really? response:	Hurry! The remaining two should be somewhere inside the giant!
context: That'd make two left, I guess?\As I thought!\Each time we get one of them, the giant's movements slow down!\Why is that?\In other words, this giant is powered by the four elements.\If we can defeat all of the Element 4, we can stop the magic!\Really?\Hurry! The remaining two should be somewhere inside the giant! response:	R-Right!
context: As I thought!\Each time we get one of them, the giant's movements slow down!\Why is that?\In other words, this giant is powered by the four elements.\If we can defeat all of the Element 4, we can stop the magic!\Really?\Hurry! The remaining two should be somewhere inside the giant!\R-Right! response:	Thank goodness... It looks like Mira's safe.
context: Each time we get one of them, the giant's movements slow down!\Why is that?\In other words, this giant is powered by the four elements.\If we can defeat all of the Element 4, we can stop the magic!\Really?\Hurry! The remaining two should be somewhere inside the giant!\R-Right!\Thank goodness... It looks like Mira's safe. response:	Cana!
context: Why is that?\In other words, this giant is powered by the four elements.\If we can defeat all of the Element 4, we can stop the magic!\Really?\Hurry! The remaining two should be somewhere inside the giant!\R-Right!\Thank goodness... It looks like Mira's safe.\Cana! response:	I'm fine.
context: In other words, this giant is powered by the four elements.\If we can defeat all of the Element 4, we can stop the magic!\Really?\Hurry! The remaining two should be somewhere inside the giant!\R-Right!\Thank goodness... It looks like Mira's safe.\Cana!\I'm fine. response:	Focus on the enemy in front of you and protect Fairy Tail!
context: If we can defeat all of the Element 4, we can stop the magic!\Really?\Hurry! The remaining two should be somewhere inside the giant!\R-Right!\Thank goodness... It looks like Mira's safe.\Cana!\I'm fine.\Focus on the enemy in front of you and protect Fairy Tail! response:	You don't know when to quit...
context: Really?\Hurry! The remaining two should be somewhere inside the giant!\R-Right!\Thank goodness... It looks like Mira's safe.\Cana!\I'm fine.\Focus on the enemy in front of you and protect Fairy Tail!\You don't know when to quit... response:	Everyone, don't clump together! Spread out and fight!
context: Hurry! The remaining two should be somewhere inside the giant!\R-Right!\Thank goodness... It looks like Mira's safe.\Cana!\I'm fine.\Focus on the enemy in front of you and protect Fairy Tail!\You don't know when to quit...\Everyone, don't clump together! Spread out and fight! response:	Right!
context: R-Right!\Thank goodness... It looks like Mira's safe.\Cana!\I'm fine.\Focus on the enemy in front of you and protect Fairy Tail!\You don't know when to quit...\Everyone, don't clump together! Spread out and fight!\Right! response:	It's the women in our guild who are the strong ones...
context: Thank goodness... It looks like Mira's safe.\Cana!\I'm fine.\Focus on the enemy in front of you and protect Fairy Tail!\You don't know when to quit...\Everyone, don't clump together! Spread out and fight!\Right!\It's the women in our guild who are the strong ones... response:	Oh yeah, where's Loke?
context: Cana!\I'm fine.\Focus on the enemy in front of you and protect Fairy Tail!\You don't know when to quit...\Everyone, don't clump together! Spread out and fight!\Right!\It's the women in our guild who are the strong ones...\Oh yeah, where's Loke? response:	He said something worried him, so he headed to that place.
context: I'm fine.\Focus on the enemy in front of you and protect Fairy Tail!\You don't know when to quit...\Everyone, don't clump together! Spread out and fight!\Right!\It's the women in our guild who are the strong ones...\Oh yeah, where's Loke?\He said something worried him, so he headed to that place. response:	Say what?
context: Focus on the enemy in front of you and protect Fairy Tail!\You don't know when to quit...\Everyone, don't clump together! Spread out and fight!\Right!\It's the women in our guild who are the strong ones...\Oh yeah, where's Loke?\He said something worried him, so he headed to that place.\Say what? response:	He skipped out?
context: You don't know when to quit...\Everyone, don't clump together! Spread out and fight!\Right!\It's the women in our guild who are the strong ones...\Oh yeah, where's Loke?\He said something worried him, so he headed to that place.\Say what?\He skipped out? response:	If Abyss Break is cast, then that place wouldn't be safe either.
context: Everyone, don't clump together! Spread out and fight!\Right!\It's the women in our guild who are the strong ones...\Oh yeah, where's Loke?\He said something worried him, so he headed to that place.\Say what?\He skipped out?\If Abyss Break is cast, then that place wouldn't be safe either. response:	I see...
context: Right!\It's the women in our guild who are the strong ones...\Oh yeah, where's Loke?\He said something worried him, so he headed to that place.\Say what?\He skipped out?\If Abyss Break is cast, then that place wouldn't be safe either.\I see... response:	He has good intuition.
context: It's the women in our guild who are the strong ones...\Oh yeah, where's Loke?\He said something worried him, so he headed to that place.\Say what?\He skipped out?\If Abyss Break is cast, then that place wouldn't be safe either.\I see...\He has good intuition. response:	I just thought of something good, Happy!
context: Oh yeah, where's Loke?\He said something worried him, so he headed to that place.\Say what?\He skipped out?\If Abyss Break is cast, then that place wouldn't be safe either.\I see...\He has good intuition.\I just thought of something good, Happy! response:	What?
context: He said something worried him, so he headed to that place.\Say what?\He skipped out?\If Abyss Break is cast, then that place wouldn't be safe either.\I see...\He has good intuition.\I just thought of something good, Happy!\What? response:	If we beat up Jose, then that'd end the fight, right?
context: Say what?\He skipped out?\If Abyss Break is cast, then that place wouldn't be safe either.\I see...\He has good intuition.\I just thought of something good, Happy!\What?\If we beat up Jose, then that'd end the fight, right? response:	What are you saying?
context: He skipped out?\If Abyss Break is cast, then that place wouldn't be safe either.\I see...\He has good intuition.\I just thought of something good, Happy!\What?\If we beat up Jose, then that'd end the fight, right?\What are you saying? response:	Jose's just as powerful as our own master!
