context: This is Maison de Ayakashi. response:	Also known as Ayakashi Kan.
context: whenever an enemy tries to enter the premises.\It's pretty amazing that it was in the flowerpot...\It was probably in a dormant state.\A dormant state?\She really is too cute!\That's just another way of saying it was asleep.\That's why it could enter without any of us noticing.\I don't really understand all that, but does that mean it's my fault? response:	I'm very sorry!
context: It's pretty amazing that it was in the flowerpot...\It was probably in a dormant state.\A dormant state?\She really is too cute!\That's just another way of saying it was asleep.\That's why it could enter without any of us noticing.\I don't really understand all that, but does that mean it's my fault?\I'm very sorry! response:	It's not your fault.
context: It was probably in a dormant state.\A dormant state?\She really is too cute!\That's just another way of saying it was asleep.\That's why it could enter without any of us noticing.\I don't really understand all that, but does that mean it's my fault?\I'm very sorry!\It's not your fault. response:	Anyway, look...
context: A dormant state?\She really is too cute!\That's just another way of saying it was asleep.\That's why it could enter without any of us noticing.\I don't really understand all that, but does that mean it's my fault?\I'm very sorry!\It's not your fault.\Anyway, look... response:	We have many more force fields,
context: She really is too cute!\That's just another way of saying it was asleep.\That's why it could enter without any of us noticing.\I don't really understand all that, but does that mean it's my fault?\I'm very sorry!\It's not your fault.\Anyway, look...\We have many more force fields, response:	and each is bound to one door and one security base.
context: That's just another way of saying it was asleep.\That's why it could enter without any of us noticing.\I don't really understand all that, but does that mean it's my fault?\I'm very sorry!\It's not your fault.\Anyway, look...\We have many more force fields,\and each is bound to one door and one security base. response:	See that, over there?
context: That's why it could enter without any of us noticing.\I don't really understand all that, but does that mean it's my fault?\I'm very sorry!\It's not your fault.\Anyway, look...\We have many more force fields,\and each is bound to one door and one security base.\See that, over there? response:	That floating security base is proof that the field is working properly.
context: I don't really understand all that, but does that mean it's my fault?\I'm very sorry!\It's not your fault.\Anyway, look...\We have many more force fields,\and each is bound to one door and one security base.\See that, over there?\That floating security base is proof that the field is working properly. response:	So even without blocking the entrance like that,
context: I'm very sorry!\It's not your fault.\Anyway, look...\We have many more force fields,\and each is bound to one door and one security base.\See that, over there?\That floating security base is proof that the field is working properly.\So even without blocking the entrance like that, response:	it wouldn't be able to come in here,
context: It's not your fault.\Anyway, look...\We have many more force fields,\and each is bound to one door and one security base.\See that, over there?\That floating security base is proof that the field is working properly.\So even without blocking the entrance like that,\it wouldn't be able to come in here, response:	as long as all the doors are closed.
context: Anyway, look...\We have many more force fields,\and each is bound to one door and one security base.\See that, over there?\That floating security base is proof that the field is working properly.\So even without blocking the entrance like that,\it wouldn't be able to come in here,\as long as all the doors are closed. response:	And what if we open a door?
context: We have many more force fields,\and each is bound to one door and one security base.\See that, over there?\That floating security base is proof that the field is working properly.\So even without blocking the entrance like that,\it wouldn't be able to come in here,\as long as all the doors are closed.\And what if we open a door? response:	If even one is opened, the force field is weakened.
context: and each is bound to one door and one security base.\See that, over there?\That floating security base is proof that the field is working properly.\So even without blocking the entrance like that,\it wouldn't be able to come in here,\as long as all the doors are closed.\And what if we open a door?\If even one is opened, the force field is weakened. response:	Then I won't open any.
context: See that, over there?\That floating security base is proof that the field is working properly.\So even without blocking the entrance like that,\it wouldn't be able to come in here,\as long as all the doors are closed.\And what if we open a door?\If even one is opened, the force field is weakened.\Then I won't open any. response:	The monster will be gone by morning, and the security system will reset.
context: That floating security base is proof that the field is working properly.\So even without blocking the entrance like that,\it wouldn't be able to come in here,\as long as all the doors are closed.\And what if we open a door?\If even one is opened, the force field is weakened.\Then I won't open any.\The monster will be gone by morning, and the security system will reset. response:	So we just need to hang on until then.
context: So even without blocking the entrance like that,\it wouldn't be able to come in here,\as long as all the doors are closed.\And what if we open a door?\If even one is opened, the force field is weakened.\Then I won't open any.\The monster will be gone by morning, and the security system will reset.\So we just need to hang on until then. response:	Yeah!
context: it wouldn't be able to come in here,\as long as all the doors are closed.\And what if we open a door?\If even one is opened, the force field is weakened.\Then I won't open any.\The monster will be gone by morning, and the security system will reset.\So we just need to hang on until then.\Yeah! response:	Until morning, it's carnival.
context: as long as all the doors are closed.\And what if we open a door?\If even one is opened, the force field is weakened.\Then I won't open any.\The monster will be gone by morning, and the security system will reset.\So we just need to hang on until then.\Yeah!\Until morning, it's carnival. response:	You mean survival.
context: And what if we open a door?\If even one is opened, the force field is weakened.\Then I won't open any.\The monster will be gone by morning, and the security system will reset.\So we just need to hang on until then.\Yeah!\Until morning, it's carnival.\You mean survival. response:	Something like that.
context: If even one is opened, the force field is weakened.\Then I won't open any.\The monster will be gone by morning, and the security system will reset.\So we just need to hang on until then.\Yeah!\Until morning, it's carnival.\You mean survival.\Something like that. response:	That's the deal,
context: Then I won't open any.\The monster will be gone by morning, and the security system will reset.\So we just need to hang on until then.\Yeah!\Until morning, it's carnival.\You mean survival.\Something like that.\That's the deal, response:	so you should listen to me until morning.
context: The monster will be gone by morning, and the security system will reset.\So we just need to hang on until then.\Yeah!\Until morning, it's carnival.\You mean survival.\Something like that.\That's the deal,\so you should listen to me until morning. response:	Can you keep that promise with Mr. Rabbit?
context: So we just need to hang on until then.\Yeah!\Until morning, it's carnival.\You mean survival.\Something like that.\That's the deal,\so you should listen to me until morning.\Can you keep that promise with Mr. Rabbit? response:	The end!
context: Yeah!\Until morning, it's carnival.\You mean survival.\Something like that.\That's the deal,\so you should listen to me until morning.\Can you keep that promise with Mr. Rabbit?\The end! response:	And that's it!
context: Until morning, it's carnival.\You mean survival.\Something like that.\That's the deal,\so you should listen to me until morning.\Can you keep that promise with Mr. Rabbit?\The end!\And that's it! response:	But...
context: You mean survival.\Something like that.\That's the deal,\so you should listen to me until morning.\Can you keep that promise with Mr. Rabbit?\The end!\And that's it!\But... response:	Why do you look like that?
context: Something like that.\That's the deal,\so you should listen to me until morning.\Can you keep that promise with Mr. Rabbit?\The end!\And that's it!\But...\Why do you look like that? response:	Shut up!
context: That's the deal,\so you should listen to me until morning.\Can you keep that promise with Mr. Rabbit?\The end!\And that's it!\But...\Why do you look like that?\Shut up! response:	It was sudden, so I got startled and transformed! That's all!
context: so you should listen to me until morning.\Can you keep that promise with Mr. Rabbit?\The end!\And that's it!\But...\Why do you look like that?\Shut up!\It was sudden, so I got startled and transformed! That's all! response:	But never mind that. Where's Karuta?
context: Can you keep that promise with Mr. Rabbit?\The end!\And that's it!\But...\Why do you look like that?\Shut up!\It was sudden, so I got startled and transformed! That's all!\But never mind that. Where's Karuta? response:	Where's Karuta?
context: The end!\And that's it!\But...\Why do you look like that?\Shut up!\It was sudden, so I got startled and transformed! That's all!\But never mind that. Where's Karuta?\Where's Karuta? response:	What do you mean?
context: And that's it!\But...\Why do you look like that?\Shut up!\It was sudden, so I got startled and transformed! That's all!\But never mind that. Where's Karuta?\Where's Karuta?\What do you mean? response:	She's under a different force field.
context: But...\Why do you look like that?\Shut up!\It was sudden, so I got startled and transformed! That's all!\But never mind that. Where's Karuta?\Where's Karuta?\What do you mean?\She's under a different force field. response:	Karuta!
context: Why do you look like that?\Shut up!\It was sudden, so I got startled and transformed! That's all!\But never mind that. Where's Karuta?\Where's Karuta?\What do you mean?\She's under a different force field.\Karuta! response:	You mustn't break your promise to Mr. Rabbit!
context: Shut up!\It was sudden, so I got startled and transformed! That's all!\But never mind that. Where's Karuta?\Where's Karuta?\What do you mean?\She's under a different force field.\Karuta!\You mustn't break your promise to Mr. Rabbit! response:	So, is this a dangerous monster?
context: It was sudden, so I got startled and transformed! That's all!\But never mind that. Where's Karuta?\Where's Karuta?\What do you mean?\She's under a different force field.\Karuta!\You mustn't break your promise to Mr. Rabbit!\So, is this a dangerous monster? response:	Very much so.
context: But never mind that. Where's Karuta?\Where's Karuta?\What do you mean?\She's under a different force field.\Karuta!\You mustn't break your promise to Mr. Rabbit!\So, is this a dangerous monster?\Very much so. response:	Words cannot describe how terrible it is.
context: Where's Karuta?\What do you mean?\She's under a different force field.\Karuta!\You mustn't break your promise to Mr. Rabbit!\So, is this a dangerous monster?\Very much so.\Words cannot describe how terrible it is. response:	Really?
context: What do you mean?\She's under a different force field.\Karuta!\You mustn't break your promise to Mr. Rabbit!\So, is this a dangerous monster?\Very much so.\Words cannot describe how terrible it is.\Really? response:	Yes.
context: She's under a different force field.\Karuta!\You mustn't break your promise to Mr. Rabbit!\So, is this a dangerous monster?\Very much so.\Words cannot describe how terrible it is.\Really?\Yes. response:	Well, it looks like we have no choice but to spend the night here.
context: Karuta!\You mustn't break your promise to Mr. Rabbit!\So, is this a dangerous monster?\Very much so.\Words cannot describe how terrible it is.\Really?\Yes.\Well, it looks like we have no choice but to spend the night here. response:	That's true...
context: You mustn't break your promise to Mr. Rabbit!\So, is this a dangerous monster?\Very much so.\Words cannot describe how terrible it is.\Really?\Yes.\Well, it looks like we have no choice but to spend the night here.\That's true... response:	It's what I said, but...
context: So, is this a dangerous monster?\Very much so.\Words cannot describe how terrible it is.\Really?\Yes.\Well, it looks like we have no choice but to spend the night here.\That's true...\It's what I said, but... response:	Isn't this too carefree?!
context: Very much so.\Words cannot describe how terrible it is.\Really?\Yes.\Well, it looks like we have no choice but to spend the night here.\That's true...\It's what I said, but...\Isn't this too carefree?! response:	I knew you hadn't had your dinner yet.
context: Words cannot describe how terrible it is.\Really?\Yes.\Well, it looks like we have no choice but to spend the night here.\That's true...\It's what I said, but...\Isn't this too carefree?!\I knew you hadn't had your dinner yet. response:	Don't! I'll do it myself!
context: Really?\Yes.\Well, it looks like we have no choice but to spend the night here.\That's true...\It's what I said, but...\Isn't this too carefree?!\I knew you hadn't had your dinner yet.\Don't! I'll do it myself! response:	Where did you find this, anyway?
context: Yes.\Well, it looks like we have no choice but to spend the night here.\That's true...\It's what I said, but...\Isn't this too carefree?!\I knew you hadn't had your dinner yet.\Don't! I'll do it myself!\Where did you find this, anyway? response:	It was over there.
context: Well, it looks like we have no choice but to spend the night here.\That's true...\It's what I said, but...\Isn't this too carefree?!\I knew you hadn't had your dinner yet.\Don't! I'll do it myself!\Where did you find this, anyway?\It was over there. response:	Over where?
context: That's true...\It's what I said, but...\Isn't this too carefree?!\I knew you hadn't had your dinner yet.\Don't! I'll do it myself!\Where did you find this, anyway?\It was over there.\Over where? response:	Well? Where was it?
context: It's what I said, but...\Isn't this too carefree?!\I knew you hadn't had your dinner yet.\Don't! I'll do it myself!\Where did you find this, anyway?\It was over there.\Over where?\Well? Where was it? response:	Huh?
context: Isn't this too carefree?!\I knew you hadn't had your dinner yet.\Don't! I'll do it myself!\Where did you find this, anyway?\It was over there.\Over where?\Well? Where was it?\Huh? response:	Over there.
context: I knew you hadn't had your dinner yet.\Don't! I'll do it myself!\Where did you find this, anyway?\It was over there.\Over where?\Well? Where was it?\Huh?\Over there. response:	It's going to be a long night.
context: Don't! I'll do it myself!\Where did you find this, anyway?\It was over there.\Over where?\Well? Where was it?\Huh?\Over there.\It's going to be a long night. response:	Miss Nobara!
context: Where did you find this, anyway?\It was over there.\Over where?\Well? Where was it?\Huh?\Over there.\It's going to be a long night.\Miss Nobara! response:	I found all these over there!
context: It was over there.\Over where?\Well? Where was it?\Huh?\Over there.\It's going to be a long night.\Miss Nobara!\I found all these over there! response:	Yay!
context: Over where?\Well? Where was it?\Huh?\Over there.\It's going to be a long night.\Miss Nobara!\I found all these over there!\Yay! response:	Yes! It's going to be a long night!
context: Well? Where was it?\Huh?\Over there.\It's going to be a long night.\Miss Nobara!\I found all these over there!\Yay!\Yes! It's going to be a long night! response:	I'm going to go and protect Karuta!
context: Huh?\Over there.\It's going to be a long night.\Miss Nobara!\I found all these over there!\Yay!\Yes! It's going to be a long night!\I'm going to go and protect Karuta! response:	How?
context: Over there.\It's going to be a long night.\Miss Nobara!\I found all these over there!\Yay!\Yes! It's going to be a long night!\I'm going to go and protect Karuta!\How? response:	She's in another force field, right?
context: It's going to be a long night.\Miss Nobara!\I found all these over there!\Yay!\Yes! It's going to be a long night!\I'm going to go and protect Karuta!\How?\She's in another force field, right? response:	I'll go over there.
context: Miss Nobara!\I found all these over there!\Yay!\Yes! It's going to be a long night!\I'm going to go and protect Karuta!\How?\She's in another force field, right?\I'll go over there. response:	I don't care what happens to this force field.
context: I found all these over there!\Yay!\Yes! It's going to be a long night!\I'm going to go and protect Karuta!\How?\She's in another force field, right?\I'll go over there.\I don't care what happens to this force field. response:	I'll open the door of fate, to save Karuta!
context: Yay!\Yes! It's going to be a long night!\I'm going to go and protect Karuta!\How?\She's in another force field, right?\I'll go over there.\I don't care what happens to this force field.\I'll open the door of fate, to save Karuta! response:	It won't open?
context: Yes! It's going to be a long night!\I'm going to go and protect Karuta!\How?\She's in another force field, right?\I'll go over there.\I don't care what happens to this force field.\I'll open the door of fate, to save Karuta!\It won't open? response:	Wrong!
context: I'm going to go and protect Karuta!\How?\She's in another force field, right?\I'll go over there.\I don't care what happens to this force field.\I'll open the door of fate, to save Karuta!\It won't open?\Wrong! response:	Is it this one?
context: How?\She's in another force field, right?\I'll go over there.\I don't care what happens to this force field.\I'll open the door of fate, to save Karuta!\It won't open?\Wrong!\Is it this one? response:	Sorry, but no...
context: She's in another force field, right?\I'll go over there.\I don't care what happens to this force field.\I'll open the door of fate, to save Karuta!\It won't open?\Wrong!\Is it this one?\Sorry, but no... response:	Where's the door?!
context: I'll go over there.\I don't care what happens to this force field.\I'll open the door of fate, to save Karuta!\It won't open?\Wrong!\Is it this one?\Sorry, but no...\Where's the door?! response:	Who can say?
context: I don't care what happens to this force field.\I'll open the door of fate, to save Karuta!\It won't open?\Wrong!\Is it this one?\Sorry, but no...\Where's the door?!\Who can say? response:	Do you really not know?
context: I'll open the door of fate, to save Karuta!\It won't open?\Wrong!\Is it this one?\Sorry, but no...\Where's the door?!\Who can say?\Do you really not know? response:	How mean!
context: It won't open?\Wrong!\Is it this one?\Sorry, but no...\Where's the door?!\Who can say?\Do you really not know?\How mean! response:	A rabbit never lies.
context: Wrong!\Is it this one?\Sorry, but no...\Where's the door?!\Who can say?\Do you really not know?\How mean!\A rabbit never lies. response:	But...
context: Is it this one?\Sorry, but no...\Where's the door?!\Who can say?\Do you really not know?\How mean!\A rabbit never lies.\But... response:	Karuta.
context: Sorry, but no...\Where's the door?!\Who can say?\Do you really not know?\How mean!\A rabbit never lies.\But...\Karuta. response:	But there's something you can do for Karuta here.
context: Where's the door?!\Who can say?\Do you really not know?\How mean!\A rabbit never lies.\But...\Karuta.\But there's something you can do for Karuta here. response:	Huh?
context: Who can say?\Do you really not know?\How mean!\A rabbit never lies.\But...\Karuta.\But there's something you can do for Karuta here.\Huh? response:	This force field is set up like an infinite hallway.
context: Do you really not know?\How mean!\A rabbit never lies.\But...\Karuta.\But there's something you can do for Karuta here.\Huh?\This force field is set up like an infinite hallway. response:	In here, time moves separately from the outside world.
context: How mean!\A rabbit never lies.\But...\Karuta.\But there's something you can do for Karuta here.\Huh?\This force field is set up like an infinite hallway.\In here, time moves separately from the outside world. response:	One hour in here equals one day outside.
context: A rabbit never lies.\But...\Karuta.\But there's something you can do for Karuta here.\Huh?\This force field is set up like an infinite hallway.\In here, time moves separately from the outside world.\One hour in here equals one day outside. response:	More like two, to be precise.
context: But...\Karuta.\But there's something you can do for Karuta here.\Huh?\This force field is set up like an infinite hallway.\In here, time moves separately from the outside world.\One hour in here equals one day outside.\More like two, to be precise. response:	There are actually quite a few places well-suited for training.
context: Karuta.\But there's something you can do for Karuta here.\Huh?\This force field is set up like an infinite hallway.\In here, time moves separately from the outside world.\One hour in here equals one day outside.\More like two, to be precise.\There are actually quite a few places well-suited for training. response:	Really?
context: But there's something you can do for Karuta here.\Huh?\This force field is set up like an infinite hallway.\In here, time moves separately from the outside world.\One hour in here equals one day outside.\More like two, to be precise.\There are actually quite a few places well-suited for training.\Really? response:	Take this hallway.
context: Huh?\This force field is set up like an infinite hallway.\In here, time moves separately from the outside world.\One hour in here equals one day outside.\More like two, to be precise.\There are actually quite a few places well-suited for training.\Really?\Take this hallway. response:	The floor is quite wavy and perfect for honing your sense of balance.
context: This force field is set up like an infinite hallway.\In here, time moves separately from the outside world.\One hour in here equals one day outside.\More like two, to be precise.\There are actually quite a few places well-suited for training.\Really?\Take this hallway.\The floor is quite wavy and perfect for honing your sense of balance. response:	If you train until morning, you'll get stronger for sure.
context: In here, time moves separately from the outside world.\One hour in here equals one day outside.\More like two, to be precise.\There are actually quite a few places well-suited for training.\Really?\Take this hallway.\The floor is quite wavy and perfect for honing your sense of balance.\If you train until morning, you'll get stronger for sure. response:	I see.
context: One hour in here equals one day outside.\More like two, to be precise.\There are actually quite a few places well-suited for training.\Really?\Take this hallway.\The floor is quite wavy and perfect for honing your sense of balance.\If you train until morning, you'll get stronger for sure.\I see. response:	Which brings me to this.
context: More like two, to be precise.\There are actually quite a few places well-suited for training.\Really?\Take this hallway.\The floor is quite wavy and perfect for honing your sense of balance.\If you train until morning, you'll get stronger for sure.\I see.\Which brings me to this. response:	Don't let anyone say you're a wimp again.
