context: Stepped on... response:	your shadow!
context: Step!\Hikari.\There's something my dad wants me to pick up...\It's at the Fishery Cooperative. Will you come with me?\S-Sure.\Want me to come, too?\That's okay.\Could you watch Akira? response:	Okay!
context: Hikari.\There's something my dad wants me to pick up...\It's at the Fishery Cooperative. Will you come with me?\S-Sure.\Want me to come, too?\That's okay.\Could you watch Akira?\Okay! response:	'Kay!'Kay,'kay!
context: There's something my dad wants me to pick up...\It's at the Fishery Cooperative. Will you come with me?\S-Sure.\Want me to come, too?\That's okay.\Could you watch Akira?\Okay!\'Kay!'Kay,'kay! response:	Episode Twenty-Three: Who Do These Feelings Belong To?
context: It's at the Fishery Cooperative. Will you come with me?\S-Sure.\Want me to come, too?\That's okay.\Could you watch Akira?\Okay!\'Kay!'Kay,'kay!\Episode Twenty-Three: Who Do These Feelings Belong To? response:	Don't try to act all mature.
context: S-Sure.\Want me to come, too?\That's okay.\Could you watch Akira?\Okay!\'Kay!'Kay,'kay!\Episode Twenty-Three: Who Do These Feelings Belong To?\Don't try to act all mature. response:	Huh?
context: Want me to come, too?\That's okay.\Could you watch Akira?\Okay!\'Kay!'Kay,'kay!\Episode Twenty-Three: Who Do These Feelings Belong To?\Don't try to act all mature.\Huh? response:	I'm sure you thought you'd try
context: That's okay.\Could you watch Akira?\Okay!\'Kay!'Kay,'kay!\Episode Twenty-Three: Who Do These Feelings Belong To?\Don't try to act all mature.\Huh?\I'm sure you thought you'd try response:	to save me from the situation, but...
context: Could you watch Akira?\Okay!\'Kay!'Kay,'kay!\Episode Twenty-Three: Who Do These Feelings Belong To?\Don't try to act all mature.\Huh?\I'm sure you thought you'd try\to save me from the situation, but... response:	Thanks.
context: Okay!\'Kay!'Kay,'kay!\Episode Twenty-Three: Who Do These Feelings Belong To?\Don't try to act all mature.\Huh?\I'm sure you thought you'd try\to save me from the situation, but...\Thanks. response:	You've been a crybaby lately,
context: 'Kay!'Kay,'kay!\Episode Twenty-Three: Who Do These Feelings Belong To?\Don't try to act all mature.\Huh?\I'm sure you thought you'd try\to save me from the situation, but...\Thanks.\You've been a crybaby lately, response:	so I'll be the adult.
context: Episode Twenty-Three: Who Do These Feelings Belong To?\Don't try to act all mature.\Huh?\I'm sure you thought you'd try\to save me from the situation, but...\Thanks.\You've been a crybaby lately,\so I'll be the adult. response:	Shut up.
context: Don't try to act all mature.\Huh?\I'm sure you thought you'd try\to save me from the situation, but...\Thanks.\You've been a crybaby lately,\so I'll be the adult.\Shut up. response:	She told me...
context: Huh?\I'm sure you thought you'd try\to save me from the situation, but...\Thanks.\You've been a crybaby lately,\so I'll be the adult.\Shut up.\She told me... response:	As soon as we were done with the Ofunehiki,
context: I'm sure you thought you'd try\to save me from the situation, but...\Thanks.\You've been a crybaby lately,\so I'll be the adult.\Shut up.\She told me...\As soon as we were done with the Ofunehiki, response:	she wanted to tell me something.
context: to save me from the situation, but...\Thanks.\You've been a crybaby lately,\so I'll be the adult.\Shut up.\She told me...\As soon as we were done with the Ofunehiki,\she wanted to tell me something. response:	Oh, I see.
context: Thanks.\You've been a crybaby lately,\so I'll be the adult.\Shut up.\She told me...\As soon as we were done with the Ofunehiki,\she wanted to tell me something.\Oh, I see. response:	I've been wondering what she wanted to tell me,
context: You've been a crybaby lately,\so I'll be the adult.\Shut up.\She told me...\As soon as we were done with the Ofunehiki,\she wanted to tell me something.\Oh, I see.\I've been wondering what she wanted to tell me, response:	but I think...
context: so I'll be the adult.\Shut up.\She told me...\As soon as we were done with the Ofunehiki,\she wanted to tell me something.\Oh, I see.\I've been wondering what she wanted to tell me,\but I think... response:	she was going to ask Tsumugu out.
context: Shut up.\She told me...\As soon as we were done with the Ofunehiki,\she wanted to tell me something.\Oh, I see.\I've been wondering what she wanted to tell me,\but I think...\she was going to ask Tsumugu out. response:	Where did that come from?!
context: She told me...\As soon as we were done with the Ofunehiki,\she wanted to tell me something.\Oh, I see.\I've been wondering what she wanted to tell me,\but I think...\she was going to ask Tsumugu out.\Where did that come from?! response:	Huh?
context: As soon as we were done with the Ofunehiki,\she wanted to tell me something.\Oh, I see.\I've been wondering what she wanted to tell me,\but I think...\she was going to ask Tsumugu out.\Where did that come from?!\Huh? response:	It's more likely that if she says she wants to talk,
context: she wanted to tell me something.\Oh, I see.\I've been wondering what she wanted to tell me,\but I think...\she was going to ask Tsumugu out.\Where did that come from?!\Huh?\It's more likely that if she says she wants to talk, response:	and it goes that way,
context: Oh, I see.\I've been wondering what she wanted to tell me,\but I think...\she was going to ask Tsumugu out.\Where did that come from?!\Huh?\It's more likely that if she says she wants to talk,\and it goes that way, response:	the person Manaka-san would want to ask out is...
context: I've been wondering what she wanted to tell me,\but I think...\she was going to ask Tsumugu out.\Where did that come from?!\Huh?\It's more likely that if she says she wants to talk,\and it goes that way,\the person Manaka-san would want to ask out is... response:	You think it's me?
context: but I think...\she was going to ask Tsumugu out.\Where did that come from?!\Huh?\It's more likely that if she says she wants to talk,\and it goes that way,\the person Manaka-san would want to ask out is...\You think it's me? response:	Uh...
context: she was going to ask Tsumugu out.\Where did that come from?!\Huh?\It's more likely that if she says she wants to talk,\and it goes that way,\the person Manaka-san would want to ask out is...\You think it's me?\Uh... response:	That's not going to happen.
context: Where did that come from?!\Huh?\It's more likely that if she says she wants to talk,\and it goes that way,\the person Manaka-san would want to ask out is...\You think it's me?\Uh...\That's not going to happen. response:	Huh?
context: Huh?\It's more likely that if she says she wants to talk,\and it goes that way,\the person Manaka-san would want to ask out is...\You think it's me?\Uh...\That's not going to happen.\Huh? response:	That's definitely not going to happen.
context: It's more likely that if she says she wants to talk,\and it goes that way,\the person Manaka-san would want to ask out is...\You think it's me?\Uh...\That's not going to happen.\Huh?\That's definitely not going to happen. response:	Definitely...
context: and it goes that way,\the person Manaka-san would want to ask out is...\You think it's me?\Uh...\That's not going to happen.\Huh?\That's definitely not going to happen.\Definitely... response:	Let's talk to everyone about what Uroko-sama said.
context: the person Manaka-san would want to ask out is...\You think it's me?\Uh...\That's not going to happen.\Huh?\That's definitely not going to happen.\Definitely...\Let's talk to everyone about what Uroko-sama said. response:	Huh?
context: You think it's me?\Uh...\That's not going to happen.\Huh?\That's definitely not going to happen.\Definitely...\Let's talk to everyone about what Uroko-sama said.\Huh? response:	Everyone?
context: Uh...\That's not going to happen.\Huh?\That's definitely not going to happen.\Definitely...\Let's talk to everyone about what Uroko-sama said.\Huh?\Everyone? response:	Including Manaka-san.
context: That's not going to happen.\Huh?\That's definitely not going to happen.\Definitely...\Let's talk to everyone about what Uroko-sama said.\Huh?\Everyone?\Including Manaka-san. response:	Manaka, too...
context: Huh?\That's definitely not going to happen.\Definitely...\Let's talk to everyone about what Uroko-sama said.\Huh?\Everyone?\Including Manaka-san.\Manaka, too... response:	Yeah.
context: That's definitely not going to happen.\Definitely...\Let's talk to everyone about what Uroko-sama said.\Huh?\Everyone?\Including Manaka-san.\Manaka, too...\Yeah. response:	Because if it were about me...
context: Definitely...\Let's talk to everyone about what Uroko-sama said.\Huh?\Everyone?\Including Manaka-san.\Manaka, too...\Yeah.\Because if it were about me... response:	If it were me, I'd want to know.
context: Let's talk to everyone about what Uroko-sama said.\Huh?\Everyone?\Including Manaka-san.\Manaka, too...\Yeah.\Because if it were about me...\If it were me, I'd want to know. response:	There's no way we can do that.
context: Huh?\Everyone?\Including Manaka-san.\Manaka, too...\Yeah.\Because if it were about me...\If it were me, I'd want to know.\There's no way we can do that. response:	That's also definitely?
context: Everyone?\Including Manaka-san.\Manaka, too...\Yeah.\Because if it were about me...\If it were me, I'd want to know.\There's no way we can do that.\That's also definitely? response:	The heart to love someone...
context: Including Manaka-san.\Manaka, too...\Yeah.\Because if it were about me...\If it were me, I'd want to know.\There's no way we can do that.\That's also definitely?\The heart to love someone... response:	There's nothing we can do about the sacrifice...
context: Manaka, too...\Yeah.\Because if it were about me...\If it were me, I'd want to know.\There's no way we can do that.\That's also definitely?\The heart to love someone...\There's nothing we can do about the sacrifice... response:	But with Manaka,
context: Yeah.\Because if it were about me...\If it were me, I'd want to know.\There's no way we can do that.\That's also definitely?\The heart to love someone...\There's nothing we can do about the sacrifice...\But with Manaka, response:	we may be able to do something,
context: Because if it were about me...\If it were me, I'd want to know.\There's no way we can do that.\That's also definitely?\The heart to love someone...\There's nothing we can do about the sacrifice...\But with Manaka,\we may be able to do something, response:	so I want to think about it.
context: If it were me, I'd want to know.\There's no way we can do that.\That's also definitely?\The heart to love someone...\There's nothing we can do about the sacrifice...\But with Manaka,\we may be able to do something,\so I want to think about it. response:	Will thinking about it do anything?
context: There's no way we can do that.\That's also definitely?\The heart to love someone...\There's nothing we can do about the sacrifice...\But with Manaka,\we may be able to do something,\so I want to think about it.\Will thinking about it do anything? response:	We're talking about feelings.
context: That's also definitely?\The heart to love someone...\There's nothing we can do about the sacrifice...\But with Manaka,\we may be able to do something,\so I want to think about it.\Will thinking about it do anything?\We're talking about feelings. response:	It's different from trying to find the sea village
context: The heart to love someone...\There's nothing we can do about the sacrifice...\But with Manaka,\we may be able to do something,\so I want to think about it.\Will thinking about it do anything?\We're talking about feelings.\It's different from trying to find the sea village response:	or trying to wake up Mukaido.
context: There's nothing we can do about the sacrifice...\But with Manaka,\we may be able to do something,\so I want to think about it.\Will thinking about it do anything?\We're talking about feelings.\It's different from trying to find the sea village\or trying to wake up Mukaido. response:	But at this rate...
context: But with Manaka,\we may be able to do something,\so I want to think about it.\Will thinking about it do anything?\We're talking about feelings.\It's different from trying to find the sea village\or trying to wake up Mukaido.\But at this rate... response:	To be honest,
context: we may be able to do something,\so I want to think about it.\Will thinking about it do anything?\We're talking about feelings.\It's different from trying to find the sea village\or trying to wake up Mukaido.\But at this rate...\To be honest, response:	how much damage could the inability to fall in love with someone have?
context: so I want to think about it.\Will thinking about it do anything?\We're talking about feelings.\It's different from trying to find the sea village\or trying to wake up Mukaido.\But at this rate...\To be honest,\how much damage could the inability to fall in love with someone have? response:	Manaka looks like she's having fun,
context: Will thinking about it do anything?\We're talking about feelings.\It's different from trying to find the sea village\or trying to wake up Mukaido.\But at this rate...\To be honest,\how much damage could the inability to fall in love with someone have?\Manaka looks like she's having fun, response:	and she doesn't seem troubled because she lost it.
context: We're talking about feelings.\It's different from trying to find the sea village\or trying to wake up Mukaido.\But at this rate...\To be honest,\how much damage could the inability to fall in love with someone have?\Manaka looks like she's having fun,\and she doesn't seem troubled because she lost it. response:	That's not the issue here!
context: It's different from trying to find the sea village\or trying to wake up Mukaido.\But at this rate...\To be honest,\how much damage could the inability to fall in love with someone have?\Manaka looks like she's having fun,\and she doesn't seem troubled because she lost it.\That's not the issue here! response:	What do you think, Chisaki?
context: or trying to wake up Mukaido.\But at this rate...\To be honest,\how much damage could the inability to fall in love with someone have?\Manaka looks like she's having fun,\and she doesn't seem troubled because she lost it.\That's not the issue here!\What do you think, Chisaki? response:	Huh?
context: But at this rate...\To be honest,\how much damage could the inability to fall in love with someone have?\Manaka looks like she's having fun,\and she doesn't seem troubled because she lost it.\That's not the issue here!\What do you think, Chisaki?\Huh? response:	I-I...
context: To be honest,\how much damage could the inability to fall in love with someone have?\Manaka looks like she's having fun,\and she doesn't seem troubled because she lost it.\That's not the issue here!\What do you think, Chisaki?\Huh?\I-I... response:	I might...
context: how much damage could the inability to fall in love with someone have?\Manaka looks like she's having fun,\and she doesn't seem troubled because she lost it.\That's not the issue here!\What do you think, Chisaki?\Huh?\I-I...\I might... response:	actually be a little relieved.
context: Manaka looks like she's having fun,\and she doesn't seem troubled because she lost it.\That's not the issue here!\What do you think, Chisaki?\Huh?\I-I...\I might...\actually be a little relieved. response:	Chisaki!
context: and she doesn't seem troubled because she lost it.\That's not the issue here!\What do you think, Chisaki?\Huh?\I-I...\I might...\actually be a little relieved.\Chisaki! response:	Anyway, I think that depends on the person.
context: That's not the issue here!\What do you think, Chisaki?\Huh?\I-I...\I might...\actually be a little relieved.\Chisaki!\Anyway, I think that depends on the person. response:	I don't think it's something
context: What do you think, Chisaki?\Huh?\I-I...\I might...\actually be a little relieved.\Chisaki!\Anyway, I think that depends on the person.\I don't think it's something response:	we can all just solve like we usually do
context: Huh?\I-I...\I might...\actually be a little relieved.\Chisaki!\Anyway, I think that depends on the person.\I don't think it's something\we can all just solve like we usually do response:	Stop being so selfish!
context: I-I...\I might...\actually be a little relieved.\Chisaki!\Anyway, I think that depends on the person.\I don't think it's something\we can all just solve like we usually do\Stop being so selfish! response:	Sayu?
context: I might...\actually be a little relieved.\Chisaki!\Anyway, I think that depends on the person.\I don't think it's something\we can all just solve like we usually do\Stop being so selfish!\Sayu? response:	Saying it's better off not having the ability to love someone... is selfish!
context: actually be a little relieved.\Chisaki!\Anyway, I think that depends on the person.\I don't think it's something\we can all just solve like we usually do\Stop being so selfish!\Sayu?\Saying it's better off not having the ability to love someone... is selfish! response:	You guys haven't even asked Manaka-san about it!
context: Chisaki!\Anyway, I think that depends on the person.\I don't think it's something\we can all just solve like we usually do\Stop being so selfish!\Sayu?\Saying it's better off not having the ability to love someone... is selfish!\You guys haven't even asked Manaka-san about it! response:	Sayu-chan.
context: Anyway, I think that depends on the person.\I don't think it's something\we can all just solve like we usually do\Stop being so selfish!\Sayu?\Saying it's better off not having the ability to love someone... is selfish!\You guys haven't even asked Manaka-san about it!\Sayu-chan. response:	What the hell?
context: I don't think it's something\we can all just solve like we usually do\Stop being so selfish!\Sayu?\Saying it's better off not having the ability to love someone... is selfish!\You guys haven't even asked Manaka-san about it!\Sayu-chan.\What the hell? response:	She's fine not knowing?
context: we can all just solve like we usually do\Stop being so selfish!\Sayu?\Saying it's better off not having the ability to love someone... is selfish!\You guys haven't even asked Manaka-san about it!\Sayu-chan.\What the hell?\She's fine not knowing? response:	Stop trying to act all mature!
context: Stop being so selfish!\Sayu?\Saying it's better off not having the ability to love someone... is selfish!\You guys haven't even asked Manaka-san about it!\Sayu-chan.\What the hell?\She's fine not knowing?\Stop trying to act all mature! response:	You're still a kid, too!
context: Sayu?\Saying it's better off not having the ability to love someone... is selfish!\You guys haven't even asked Manaka-san about it!\Sayu-chan.\What the hell?\She's fine not knowing?\Stop trying to act all mature!\You're still a kid, too! response:	How stupid!
context: Saying it's better off not having the ability to love someone... is selfish!\You guys haven't even asked Manaka-san about it!\Sayu-chan.\What the hell?\She's fine not knowing?\Stop trying to act all mature!\You're still a kid, too!\How stupid! response:	Sayu.
context: You guys haven't even asked Manaka-san about it!\Sayu-chan.\What the hell?\She's fine not knowing?\Stop trying to act all mature!\You're still a kid, too!\How stupid!\Sayu. response:	You know,
context: Sayu-chan.\What the hell?\She's fine not knowing?\Stop trying to act all mature!\You're still a kid, too!\How stupid!\Sayu.\You know, response:	there's something wrong with you guys.
context: What the hell?\She's fine not knowing?\Stop trying to act all mature!\You're still a kid, too!\How stupid!\Sayu.\You know,\there's something wrong with you guys. response:	What?
context: She's fine not knowing?\Stop trying to act all mature!\You're still a kid, too!\How stupid!\Sayu.\You know,\there's something wrong with you guys.\What? response:	It's really disturbing.
context: Stop trying to act all mature!\You're still a kid, too!\How stupid!\Sayu.\You know,\there's something wrong with you guys.\What?\It's really disturbing. response:	Ugh, I'm so annoyed!
context: You're still a kid, too!\How stupid!\Sayu.\You know,\there's something wrong with you guys.\What?\It's really disturbing.\Ugh, I'm so annoyed! response:	Sayu.
context: How stupid!\Sayu.\You know,\there's something wrong with you guys.\What?\It's really disturbing.\Ugh, I'm so annoyed!\Sayu. response:	How stupid!
context: Sayu.\You know,\there's something wrong with you guys.\What?\It's really disturbing.\Ugh, I'm so annoyed!\Sayu.\How stupid! response:	Loving someone is important.
context: You know,\there's something wrong with you guys.\What?\It's really disturbing.\Ugh, I'm so annoyed!\Sayu.\How stupid!\Loving someone is important. response:	It's better off to be able to love someone...
context: there's something wrong with you guys.\What?\It's really disturbing.\Ugh, I'm so annoyed!\Sayu.\How stupid!\Loving someone is important.\It's better off to be able to love someone... response:	Right, Miuna?
context: What?\It's really disturbing.\Ugh, I'm so annoyed!\Sayu.\How stupid!\Loving someone is important.\It's better off to be able to love someone...\Right, Miuna? response:	Wait!
context: It's really disturbing.\Ugh, I'm so annoyed!\Sayu.\How stupid!\Loving someone is important.\It's better off to be able to love someone...\Right, Miuna?\Wait! response:	Was it okay to leave everyone?
context: Ugh, I'm so annoyed!\Sayu.\How stupid!\Loving someone is important.\It's better off to be able to love someone...\Right, Miuna?\Wait!\Was it okay to leave everyone? response:	Yeah, that's enough for today.
context: Sayu.\How stupid!\Loving someone is important.\It's better off to be able to love someone...\Right, Miuna?\Wait!\Was it okay to leave everyone?\Yeah, that's enough for today. response:	Damn it, stupid Kaname.
context: How stupid!\Loving someone is important.\It's better off to be able to love someone...\Right, Miuna?\Wait!\Was it okay to leave everyone?\Yeah, that's enough for today.\Damn it, stupid Kaname. response:	Don't call Kaname stupid!
context: Loving someone is important.\It's better off to be able to love someone...\Right, Miuna?\Wait!\Was it okay to leave everyone?\Yeah, that's enough for today.\Damn it, stupid Kaname.\Don't call Kaname stupid! response:	You said it yourself...
context: It's better off to be able to love someone...\Right, Miuna?\Wait!\Was it okay to leave everyone?\Yeah, that's enough for today.\Damn it, stupid Kaname.\Don't call Kaname stupid!\You said it yourself... response:	It's different when I say it from when someone else says it!
context: Right, Miuna?\Wait!\Was it okay to leave everyone?\Yeah, that's enough for today.\Damn it, stupid Kaname.\Don't call Kaname stupid!\You said it yourself...\It's different when I say it from when someone else says it! response:	What?
context: Wait!\Was it okay to leave everyone?\Yeah, that's enough for today.\Damn it, stupid Kaname.\Don't call Kaname stupid!\You said it yourself...\It's different when I say it from when someone else says it!\What? response:	Anyway, I have homework I still have to do.
context: Was it okay to leave everyone?\Yeah, that's enough for today.\Damn it, stupid Kaname.\Don't call Kaname stupid!\You said it yourself...\It's different when I say it from when someone else says it!\What?\Anyway, I have homework I still have to do. response:	Bye!
context: Yeah, that's enough for today.\Damn it, stupid Kaname.\Don't call Kaname stupid!\You said it yourself...\It's different when I say it from when someone else says it!\What?\Anyway, I have homework I still have to do.\Bye! response:	I'll never understand her...
context: Damn it, stupid Kaname.\Don't call Kaname stupid!\You said it yourself...\It's different when I say it from when someone else says it!\What?\Anyway, I have homework I still have to do.\Bye!\I'll never understand her... response:	Sayu...
context: Don't call Kaname stupid!\You said it yourself...\It's different when I say it from when someone else says it!\What?\Anyway, I have homework I still have to do.\Bye!\I'll never understand her...\Sayu... response:	There they are!
context: You said it yourself...\It's different when I say it from when someone else says it!\What?\Anyway, I have homework I still have to do.\Bye!\I'll never understand her...\Sayu...\There they are! response:	There!
context: It's different when I say it from when someone else says it!\What?\Anyway, I have homework I still have to do.\Bye!\I'll never understand her...\Sayu...\There they are!\There! response:	Akira-kun wanted to come find you guys.
context: What?\Anyway, I have homework I still have to do.\Bye!\I'll never understand her...\Sayu...\There they are!\There!\Akira-kun wanted to come find you guys. response:	I-I see...
context: Anyway, I have homework I still have to do.\Bye!\I'll never understand her...\Sayu...\There they are!\There!\Akira-kun wanted to come find you guys.\I-I see... response:	Danger: Do not enter To be demolished soon
context: Bye!\I'll never understand her...\Sayu...\There they are!\There!\Akira-kun wanted to come find you guys.\I-I see...\Danger: Do not enter To be demolished soon response:	Ugh, Akira!
context: I'll never understand her...\Sayu...\There they are!\There!\Akira-kun wanted to come find you guys.\I-I see...\Danger: Do not enter To be demolished soon\Ugh, Akira! response:	If Akira's with us, we're never going to make it home.
context: Sayu...\There they are!\There!\Akira-kun wanted to come find you guys.\I-I see...\Danger: Do not enter To be demolished soon\Ugh, Akira!\If Akira's with us, we're never going to make it home. response:	Well, this isn't so bad now and then.
context: There they are!\There!\Akira-kun wanted to come find you guys.\I-I see...\Danger: Do not enter To be demolished soon\Ugh, Akira!\If Akira's with us, we're never going to make it home.\Well, this isn't so bad now and then. response:	Manaka-san?
context: There!\Akira-kun wanted to come find you guys.\I-I see...\Danger: Do not enter To be demolished soon\Ugh, Akira!\If Akira's with us, we're never going to make it home.\Well, this isn't so bad now and then.\Manaka-san? response:	That shining thing...
context: Akira-kun wanted to come find you guys.\I-I see...\Danger: Do not enter To be demolished soon\Ugh, Akira!\If Akira's with us, we're never going to make it home.\Well, this isn't so bad now and then.\Manaka-san?\That shining thing... response:	I wonder what it is.
context: I-I see...\Danger: Do not enter To be demolished soon\Ugh, Akira!\If Akira's with us, we're never going to make it home.\Well, this isn't so bad now and then.\Manaka-san?\That shining thing...\I wonder what it is. response:	Hold on one sec.
context: Danger: Do not enter To be demolished soon\Ugh, Akira!\If Akira's with us, we're never going to make it home.\Well, this isn't so bad now and then.\Manaka-san?\That shining thing...\I wonder what it is.\Hold on one sec. response:	Rock!
context: Ugh, Akira!\If Akira's with us, we're never going to make it home.\Well, this isn't so bad now and then.\Manaka-san?\That shining thing...\I wonder what it is.\Hold on one sec.\Rock! response:	It's from a red-bellied sea slug.
context: If Akira's with us, we're never going to make it home.\Well, this isn't so bad now and then.\Manaka-san?\That shining thing...\I wonder what it is.\Hold on one sec.\Rock!\It's from a red-bellied sea slug. response:	Wow, how nostalgic.
context: Well, this isn't so bad now and then.\Manaka-san?\That shining thing...\I wonder what it is.\Hold on one sec.\Rock!\It's from a red-bellied sea slug.\Wow, how nostalgic. response:	Oh yeah!
context: Manaka-san?\That shining thing...\I wonder what it is.\Hold on one sec.\Rock!\It's from a red-bellied sea slug.\Wow, how nostalgic.\Oh yeah! response:	I told the red-bellied sea slug something before.
context: That shining thing...\I wonder what it is.\Hold on one sec.\Rock!\It's from a red-bellied sea slug.\Wow, how nostalgic.\Oh yeah!\I told the red-bellied sea slug something before. response:	What did you tell it?
context: I wonder what it is.\Hold on one sec.\Rock!\It's from a red-bellied sea slug.\Wow, how nostalgic.\Oh yeah!\I told the red-bellied sea slug something before.\What did you tell it? response:	Hm...
context: Hold on one sec.\Rock!\It's from a red-bellied sea slug.\Wow, how nostalgic.\Oh yeah!\I told the red-bellied sea slug something before.\What did you tell it?\Hm... response:	Huh?
context: Rock!\It's from a red-bellied sea slug.\Wow, how nostalgic.\Oh yeah!\I told the red-bellied sea slug something before.\What did you tell it?\Hm...\Huh? response:	I wonder what it was.
context: It's from a red-bellied sea slug.\Wow, how nostalgic.\Oh yeah!\I told the red-bellied sea slug something before.\What did you tell it?\Hm...\Huh?\I wonder what it was. response:	I can't remember.
context: Wow, how nostalgic.\Oh yeah!\I told the red-bellied sea slug something before.\What did you tell it?\Hm...\Huh?\I wonder what it was.\I can't remember. response:	Hikari?
context: Oh yeah!\I told the red-bellied sea slug something before.\What did you tell it?\Hm...\Huh?\I wonder what it was.\I can't remember.\Hikari? response:	Oh, well...
context: I told the red-bellied sea slug something before.\What did you tell it?\Hm...\Huh?\I wonder what it was.\I can't remember.\Hikari?\Oh, well... response:	This rock...
context: What did you tell it?\Hm...\Huh?\I wonder what it was.\I can't remember.\Hikari?\Oh, well...\This rock... response:	if you tell the sea slug what you're thinking,
context: Hm...\Huh?\I wonder what it was.\I can't remember.\Hikari?\Oh, well...\This rock...\if you tell the sea slug what you're thinking, response:	it'll tell you what will happen.
context: Huh?\I wonder what it was.\I can't remember.\Hikari?\Oh, well...\This rock...\if you tell the sea slug what you're thinking,\it'll tell you what will happen. response:	If it spits up a white rock,
context: I wonder what it was.\I can't remember.\Hikari?\Oh, well...\This rock...\if you tell the sea slug what you're thinking,\it'll tell you what will happen.\If it spits up a white rock, response:	your wish will come true.
context: I can't remember.\Hikari?\Oh, well...\This rock...\if you tell the sea slug what you're thinking,\it'll tell you what will happen.\If it spits up a white rock,\your wish will come true. response:	That feeling is true... wasn't it?
context: Hikari?\Oh, well...\This rock...\if you tell the sea slug what you're thinking,\it'll tell you what will happen.\If it spits up a white rock,\your wish will come true.\That feeling is true... wasn't it? response:	If your feelings are wrong,
context: Oh, well...\This rock...\if you tell the sea slug what you're thinking,\it'll tell you what will happen.\If it spits up a white rock,\your wish will come true.\That feeling is true... wasn't it?\If your feelings are wrong, response:	it'll spit up a black rock.
