context: And we broke response:	Everything that was right
context: Hey, Mizuho.\What are you doing?\Playing with Izumi.\Not you too. Enough already.\Please stop that nonsense.\Your mother's asked over another one of those strange people, too.\Listen.\Izumi was kidnapped, by a real person. response:	I promise I'll find whoever did it,
context: What are you doing?\Playing with Izumi.\Not you too. Enough already.\Please stop that nonsense.\Your mother's asked over another one of those strange people, too.\Listen.\Izumi was kidnapped, by a real person.\I promise I'll find whoever did it, response:	so cut all this out already.
context: Playing with Izumi.\Not you too. Enough already.\Please stop that nonsense.\Your mother's asked over another one of those strange people, too.\Listen.\Izumi was kidnapped, by a real person.\I promise I'll find whoever did it,\so cut all this out already. response:	But...
context: Not you too. Enough already.\Please stop that nonsense.\Your mother's asked over another one of those strange people, too.\Listen.\Izumi was kidnapped, by a real person.\I promise I'll find whoever did it,\so cut all this out already.\But... response:	I really did see her.
context: Please stop that nonsense.\Your mother's asked over another one of those strange people, too.\Listen.\Izumi was kidnapped, by a real person.\I promise I'll find whoever did it,\so cut all this out already.\But...\I really did see her. response:	You just dreamed that up!
context: Your mother's asked over another one of those strange people, too.\Listen.\Izumi was kidnapped, by a real person.\I promise I'll find whoever did it,\so cut all this out already.\But...\I really did see her.\You just dreamed that up! response:	There was nothing at the bottom of that well.
context: Listen.\Izumi was kidnapped, by a real person.\I promise I'll find whoever did it,\so cut all this out already.\But...\I really did see her.\You just dreamed that up!\There was nothing at the bottom of that well. response:	Mr. Ginko?
context: Izumi was kidnapped, by a real person.\I promise I'll find whoever did it,\so cut all this out already.\But...\I really did see her.\You just dreamed that up!\There was nothing at the bottom of that well.\Mr. Ginko? response:	Ah!
context: I promise I'll find whoever did it,\so cut all this out already.\But...\I really did see her.\You just dreamed that up!\There was nothing at the bottom of that well.\Mr. Ginko?\Ah! response:	There you are.
context: so cut all this out already.\But...\I really did see her.\You just dreamed that up!\There was nothing at the bottom of that well.\Mr. Ginko?\Ah!\There you are. response:	How did it go?
context: But...\I really did see her.\You just dreamed that up!\There was nothing at the bottom of that well.\Mr. Ginko?\Ah!\There you are.\How did it go? response:	Did you find Izumi?
context: I really did see her.\You just dreamed that up!\There was nothing at the bottom of that well.\Mr. Ginko?\Ah!\There you are.\How did it go?\Did you find Izumi? response:	No, I unfortunately ran out of time.
context: You just dreamed that up!\There was nothing at the bottom of that well.\Mr. Ginko?\Ah!\There you are.\How did it go?\Did you find Izumi?\No, I unfortunately ran out of time. response:	I see.
context: There was nothing at the bottom of that well.\Mr. Ginko?\Ah!\There you are.\How did it go?\Did you find Izumi?\No, I unfortunately ran out of time.\I see. response:	But I can say for sure that your daughter is alive and in this house.
context: Mr. Ginko?\Ah!\There you are.\How did it go?\Did you find Izumi?\No, I unfortunately ran out of time.\I see.\But I can say for sure that your daughter is alive and in this house. response:	You're simply unable to perceive each other right now.
context: Ah!\There you are.\How did it go?\Did you find Izumi?\No, I unfortunately ran out of time.\I see.\But I can say for sure that your daughter is alive and in this house.\You're simply unable to perceive each other right now. response:	However, one must exercise caution when synchronizing with the other side.
context: There you are.\How did it go?\Did you find Izumi?\No, I unfortunately ran out of time.\I see.\But I can say for sure that your daughter is alive and in this house.\You're simply unable to perceive each other right now.\However, one must exercise caution when synchronizing with the other side. response:	If someone were to stay there too long,
context: How did it go?\Did you find Izumi?\No, I unfortunately ran out of time.\I see.\But I can say for sure that your daughter is alive and in this house.\You're simply unable to perceive each other right now.\However, one must exercise caution when synchronizing with the other side.\If someone were to stay there too long, response:	they might forget to return as well...
context: Did you find Izumi?\No, I unfortunately ran out of time.\I see.\But I can say for sure that your daughter is alive and in this house.\You're simply unable to perceive each other right now.\However, one must exercise caution when synchronizing with the other side.\If someone were to stay there too long,\they might forget to return as well... response:	especially if they're attuned to that side.
context: No, I unfortunately ran out of time.\I see.\But I can say for sure that your daughter is alive and in this house.\You're simply unable to perceive each other right now.\However, one must exercise caution when synchronizing with the other side.\If someone were to stay there too long,\they might forget to return as well...\especially if they're attuned to that side. response:	I will try again first thing tomorrow.
context: I see.\But I can say for sure that your daughter is alive and in this house.\You're simply unable to perceive each other right now.\However, one must exercise caution when synchronizing with the other side.\If someone were to stay there too long,\they might forget to return as well...\especially if they're attuned to that side.\I will try again first thing tomorrow. response:	Izumi's...
context: But I can say for sure that your daughter is alive and in this house.\You're simply unable to perceive each other right now.\However, one must exercise caution when synchronizing with the other side.\If someone were to stay there too long,\they might forget to return as well...\especially if they're attuned to that side.\I will try again first thing tomorrow.\Izumi's... response:	here after all, isn't she?
context: You're simply unable to perceive each other right now.\However, one must exercise caution when synchronizing with the other side.\If someone were to stay there too long,\they might forget to return as well...\especially if they're attuned to that side.\I will try again first thing tomorrow.\Izumi's...\here after all, isn't she? response:	You may not be able to see her, but she is.
context: However, one must exercise caution when synchronizing with the other side.\If someone were to stay there too long,\they might forget to return as well...\especially if they're attuned to that side.\I will try again first thing tomorrow.\Izumi's...\here after all, isn't she?\You may not be able to see her, but she is. response:	I knew it.
context: If someone were to stay there too long,\they might forget to return as well...\especially if they're attuned to that side.\I will try again first thing tomorrow.\Izumi's...\here after all, isn't she?\You may not be able to see her, but she is.\I knew it. response:	You can see her?
context: they might forget to return as well...\especially if they're attuned to that side.\I will try again first thing tomorrow.\Izumi's...\here after all, isn't she?\You may not be able to see her, but she is.\I knew it.\You can see her? response:	No.
context: especially if they're attuned to that side.\I will try again first thing tomorrow.\Izumi's...\here after all, isn't she?\You may not be able to see her, but she is.\I knew it.\You can see her?\No. response:	But someone always takes my doll.
context: I will try again first thing tomorrow.\Izumi's...\here after all, isn't she?\You may not be able to see her, but she is.\I knew it.\You can see her?\No.\But someone always takes my doll. response:	Izumi was always doing that,
context: Izumi's...\here after all, isn't she?\You may not be able to see her, but she is.\I knew it.\You can see her?\No.\But someone always takes my doll.\Izumi was always doing that, response:	even though she had one of her own.
context: here after all, isn't she?\You may not be able to see her, but she is.\I knew it.\You can see her?\No.\But someone always takes my doll.\Izumi was always doing that,\even though she had one of her own. response:	So even now, I play with her by hiding my doll.
context: You may not be able to see her, but she is.\I knew it.\You can see her?\No.\But someone always takes my doll.\Izumi was always doing that,\even though she had one of her own.\So even now, I play with her by hiding my doll. response:	It's gone again...
context: I knew it.\You can see her?\No.\But someone always takes my doll.\Izumi was always doing that,\even though she had one of her own.\So even now, I play with her by hiding my doll.\It's gone again... response:	Where could it be today?
context: You can see her?\No.\But someone always takes my doll.\Izumi was always doing that,\even though she had one of her own.\So even now, I play with her by hiding my doll.\It's gone again...\Where could it be today? response:	There you are!
context: No.\But someone always takes my doll.\Izumi was always doing that,\even though she had one of her own.\So even now, I play with her by hiding my doll.\It's gone again...\Where could it be today?\There you are! response:	Found you.
context: But someone always takes my doll.\Izumi was always doing that,\even though she had one of her own.\So even now, I play with her by hiding my doll.\It's gone again...\Where could it be today?\There you are!\Found you. response:	Hey, wait.
context: Izumi was always doing that,\even though she had one of her own.\So even now, I play with her by hiding my doll.\It's gone again...\Where could it be today?\There you are!\Found you.\Hey, wait. response:	Hear me out.
context: even though she had one of her own.\So even now, I play with her by hiding my doll.\It's gone again...\Where could it be today?\There you are!\Found you.\Hey, wait.\Hear me out. response:	Your mother asked me to bring you back home.
context: So even now, I play with her by hiding my doll.\It's gone again...\Where could it be today?\There you are!\Found you.\Hey, wait.\Hear me out.\Your mother asked me to bring you back home. response:	You fell into an old well in the woods near your home,
context: It's gone again...\Where could it be today?\There you are!\Found you.\Hey, wait.\Hear me out.\Your mother asked me to bring you back home.\You fell into an old well in the woods near your home, response:	and that's how you came to this side.
context: Where could it be today?\There you are!\Found you.\Hey, wait.\Hear me out.\Your mother asked me to bring you back home.\You fell into an old well in the woods near your home,\and that's how you came to this side. response:	What are you talking about?
context: There you are!\Found you.\Hey, wait.\Hear me out.\Your mother asked me to bring you back home.\You fell into an old well in the woods near your home,\and that's how you came to this side.\What are you talking about? response:	What well?
context: Found you.\Hey, wait.\Hear me out.\Your mother asked me to bring you back home.\You fell into an old well in the woods near your home,\and that's how you came to this side.\What are you talking about?\What well? response:	This is my home!
context: Hey, wait.\Hear me out.\Your mother asked me to bring you back home.\You fell into an old well in the woods near your home,\and that's how you came to this side.\What are you talking about?\What well?\This is my home! response:	As I suspected, you're definitely attuned to this side.
context: Hear me out.\Your mother asked me to bring you back home.\You fell into an old well in the woods near your home,\and that's how you came to this side.\What are you talking about?\What well?\This is my home!\As I suspected, you're definitely attuned to this side. response:	However,
context: Your mother asked me to bring you back home.\You fell into an old well in the woods near your home,\and that's how you came to this side.\What are you talking about?\What well?\This is my home!\As I suspected, you're definitely attuned to this side.\However, response:	the place you belong is the place where people are waiting for you.
context: You fell into an old well in the woods near your home,\and that's how you came to this side.\What are you talking about?\What well?\This is my home!\As I suspected, you're definitely attuned to this side.\However,\the place you belong is the place where people are waiting for you. response:	Beyond that sky over there, there are people waiting for you.
context: and that's how you came to this side.\What are you talking about?\What well?\This is my home!\As I suspected, you're definitely attuned to this side.\However,\the place you belong is the place where people are waiting for you.\Beyond that sky over there, there are people waiting for you. response:	Your mom, who makes you food every day...
context: What are you talking about?\What well?\This is my home!\As I suspected, you're definitely attuned to this side.\However,\the place you belong is the place where people are waiting for you.\Beyond that sky over there, there are people waiting for you.\Your mom, who makes you food every day... response:	Your big sister, who hides that doll and plays with you...
context: What well?\This is my home!\As I suspected, you're definitely attuned to this side.\However,\the place you belong is the place where people are waiting for you.\Beyond that sky over there, there are people waiting for you.\Your mom, who makes you food every day...\Your big sister, who hides that doll and plays with you... response:	Try to remember.
context: This is my home!\As I suspected, you're definitely attuned to this side.\However,\the place you belong is the place where people are waiting for you.\Beyond that sky over there, there are people waiting for you.\Your mom, who makes you food every day...\Your big sister, who hides that doll and plays with you...\Try to remember. response:	This isn't where you're supposed to be.
context: As I suspected, you're definitely attuned to this side.\However,\the place you belong is the place where people are waiting for you.\Beyond that sky over there, there are people waiting for you.\Your mom, who makes you food every day...\Your big sister, who hides that doll and plays with you...\Try to remember.\This isn't where you're supposed to be. response:	Not good.
context: However,\the place you belong is the place where people are waiting for you.\Beyond that sky over there, there are people waiting for you.\Your mom, who makes you food every day...\Your big sister, who hides that doll and plays with you...\Try to remember.\This isn't where you're supposed to be.\Not good. response:	I'm running out of time.
context: the place you belong is the place where people are waiting for you.\Beyond that sky over there, there are people waiting for you.\Your mom, who makes you food every day...\Your big sister, who hides that doll and plays with you...\Try to remember.\This isn't where you're supposed to be.\Not good.\I'm running out of time. response:	I'll have to take matters into my own hands.
context: Beyond that sky over there, there are people waiting for you.\Your mom, who makes you food every day...\Your big sister, who hides that doll and plays with you...\Try to remember.\This isn't where you're supposed to be.\Not good.\I'm running out of time.\I'll have to take matters into my own hands. response:	What are you do
context: Your mom, who makes you food every day...\Your big sister, who hides that doll and plays with you...\Try to remember.\This isn't where you're supposed to be.\Not good.\I'm running out of time.\I'll have to take matters into my own hands.\What are you do response:	Listen.
context: Your big sister, who hides that doll and plays with you...\Try to remember.\This isn't where you're supposed to be.\Not good.\I'm running out of time.\I'll have to take matters into my own hands.\What are you do\Listen. response:	Izumi!
context: Try to remember.\This isn't where you're supposed to be.\Not good.\I'm running out of time.\I'll have to take matters into my own hands.\What are you do\Listen.\Izumi! response:	Huh?
context: This isn't where you're supposed to be.\Not good.\I'm running out of time.\I'll have to take matters into my own hands.\What are you do\Listen.\Izumi!\Huh? response:	Izumi?
context: Not good.\I'm running out of time.\I'll have to take matters into my own hands.\What are you do\Listen.\Izumi!\Huh?\Izumi? response:	Come back!
context: I'm running out of time.\I'll have to take matters into my own hands.\What are you do\Listen.\Izumi!\Huh?\Izumi?\Come back! response:	Izumi!
context: I'll have to take matters into my own hands.\What are you do\Listen.\Izumi!\Huh?\Izumi?\Come back!\Izumi! response:	Hey, Mizuho.
context: What are you do\Listen.\Izumi!\Huh?\Izumi?\Come back!\Izumi!\Hey, Mizuho. response:	There are stars shining at the bottom of the well.
context: Listen.\Izumi!\Huh?\Izumi?\Come back!\Izumi!\Hey, Mizuho.\There are stars shining at the bottom of the well. response:	Huh?
context: Izumi!\Huh?\Izumi?\Come back!\Izumi!\Hey, Mizuho.\There are stars shining at the bottom of the well.\Huh? response:	Where?
context: Huh?\Izumi?\Come back!\Izumi!\Hey, Mizuho.\There are stars shining at the bottom of the well.\Huh?\Where? response:	Right there.
context: Izumi?\Come back!\Izumi!\Hey, Mizuho.\There are stars shining at the bottom of the well.\Huh?\Where?\Right there. response:	There are so many of them!
context: Come back!\Izumi!\Hey, Mizuho.\There are stars shining at the bottom of the well.\Huh?\Where?\Right there.\There are so many of them! response:	There's nothing there...
context: Izumi!\Hey, Mizuho.\There are stars shining at the bottom of the well.\Huh?\Where?\Right there.\There are so many of them!\There's nothing there... response:	Come on, we should go home.
context: Hey, Mizuho.\There are stars shining at the bottom of the well.\Huh?\Where?\Right there.\There are so many of them!\There's nothing there...\Come on, we should go home. response:	We'll get in trouble if we play here.
context: There are stars shining at the bottom of the well.\Huh?\Where?\Right there.\There are so many of them!\There's nothing there...\Come on, we should go home.\We'll get in trouble if we play here. response:	Okay...
context: Huh?\Where?\Right there.\There are so many of them!\There's nothing there...\Come on, we should go home.\We'll get in trouble if we play here.\Okay... response:	Hey, I'm going to leave you behind.
context: Where?\Right there.\There are so many of them!\There's nothing there...\Come on, we should go home.\We'll get in trouble if we play here.\Okay...\Hey, I'm going to leave you behind. response:	Huh?
context: Right there.\There are so many of them!\There's nothing there...\Come on, we should go home.\We'll get in trouble if we play here.\Okay...\Hey, I'm going to leave you behind.\Huh? response:	Hey, wait for me!
context: There are so many of them!\There's nothing there...\Come on, we should go home.\We'll get in trouble if we play here.\Okay...\Hey, I'm going to leave you behind.\Huh?\Hey, wait for me! response:	Izumi, let's play with my doll.
context: There's nothing there...\Come on, we should go home.\We'll get in trouble if we play here.\Okay...\Hey, I'm going to leave you behind.\Huh?\Hey, wait for me!\Izumi, let's play with my doll. response:	Yeah...
context: Come on, we should go home.\We'll get in trouble if we play here.\Okay...\Hey, I'm going to leave you behind.\Huh?\Hey, wait for me!\Izumi, let's play with my doll.\Yeah... response:	Huh? There aren't as many stars this time.
context: We'll get in trouble if we play here.\Okay...\Hey, I'm going to leave you behind.\Huh?\Hey, wait for me!\Izumi, let's play with my doll.\Yeah...\Huh? There aren't as many stars this time. response:	Come on, I'll let you borrow it.
context: Okay...\Hey, I'm going to leave you behind.\Huh?\Hey, wait for me!\Izumi, let's play with my doll.\Yeah...\Huh? There aren't as many stars this time.\Come on, I'll let you borrow it. response:	No thanks.
context: Hey, I'm going to leave you behind.\Huh?\Hey, wait for me!\Izumi, let's play with my doll.\Yeah...\Huh? There aren't as many stars this time.\Come on, I'll let you borrow it.\No thanks. response:	You'll just take it back right after anyway.
context: Huh?\Hey, wait for me!\Izumi, let's play with my doll.\Yeah...\Huh? There aren't as many stars this time.\Come on, I'll let you borrow it.\No thanks.\You'll just take it back right after anyway. response:	I'll give you it, then!
context: Hey, wait for me!\Izumi, let's play with my doll.\Yeah...\Huh? There aren't as many stars this time.\Come on, I'll let you borrow it.\No thanks.\You'll just take it back right after anyway.\I'll give you it, then! response:	You will?
context: Izumi, let's play with my doll.\Yeah...\Huh? There aren't as many stars this time.\Come on, I'll let you borrow it.\No thanks.\You'll just take it back right after anyway.\I'll give you it, then!\You will? response:	Yeah.
context: Yeah...\Huh? There aren't as many stars this time.\Come on, I'll let you borrow it.\No thanks.\You'll just take it back right after anyway.\I'll give you it, then!\You will?\Yeah. response:	See?
context: Huh? There aren't as many stars this time.\Come on, I'll let you borrow it.\No thanks.\You'll just take it back right after anyway.\I'll give you it, then!\You will?\Yeah.\See? response:	Hey, can you see them?
context: Come on, I'll let you borrow it.\No thanks.\You'll just take it back right after anyway.\I'll give you it, then!\You will?\Yeah.\See?\Hey, can you see them? response:	Pretty, right?
context: No thanks.\You'll just take it back right after anyway.\I'll give you it, then!\You will?\Yeah.\See?\Hey, can you see them?\Pretty, right? response:	But there are even fewer of them now.
context: You'll just take it back right after anyway.\I'll give you it, then!\You will?\Yeah.\See?\Hey, can you see them?\Pretty, right?\But there are even fewer of them now. response:	Izumi, are you out here?
context: I'll give you it, then!\You will?\Yeah.\See?\Hey, can you see them?\Pretty, right?\But there are even fewer of them now.\Izumi, are you out here? response:	There's nothing down there.
context: You will?\Yeah.\See?\Hey, can you see them?\Pretty, right?\But there are even fewer of them now.\Izumi, are you out here?\There's nothing down there. response:	This is all I found.
context: Yeah.\See?\Hey, can you see them?\Pretty, right?\But there are even fewer of them now.\Izumi, are you out here?\There's nothing down there.\This is all I found. response:	That can't be right.
context: See?\Hey, can you see them?\Pretty, right?\But there are even fewer of them now.\Izumi, are you out here?\There's nothing down there.\This is all I found.\That can't be right. response:	I saw Izumi fall in there.
context: Hey, can you see them?\Pretty, right?\But there are even fewer of them now.\Izumi, are you out here?\There's nothing down there.\This is all I found.\That can't be right.\I saw Izumi fall in there. response:	That's enough!
