context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude. response:	In the winds of waiting.
context: It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting. response:	I have no other way but to move forward.
context: I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward. response:	I believe in the way of life.
context: Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life. response:	Yeah.
context: We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah. response:	Asura' s Temptation
context: I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Asura' s Temptation response:	The Big Man's Uncontrollable Irritation?
context: The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Asura' s Temptation\The Big Man's Uncontrollable Irritation? response:	Something happened.
context: I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Asura' s Temptation\The Big Man's Uncontrollable Irritation?\Something happened. response:	I stop working from now
context: In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\Asura' s Temptation\The Big Man's Uncontrollable Irritation?\Something happened.\I stop working from now response:	Uncle Bob!
context: I have no other way but to move forward.\I believe in the way of life.\Yeah.\Asura' s Temptation\The Big Man's Uncontrollable Irritation?\Something happened.\I stop working from now\Uncle Bob! response:	Crona' s Escape
context: I believe in the way of life.\Yeah.\Asura' s Temptation\The Big Man's Uncontrollable Irritation?\Something happened.\I stop working from now\Uncle Bob!\Crona' s Escape response:	Your Smile, Please?
context: Yeah.\Asura' s Temptation\The Big Man's Uncontrollable Irritation?\Something happened.\I stop working from now\Uncle Bob!\Crona' s Escape\Your Smile, Please? response:	After the battle for BREW, each side started the next step of their plan.
context: Asura' s Temptation\The Big Man's Uncontrollable Irritation?\Something happened.\I stop working from now\Uncle Bob!\Crona' s Escape\Your Smile, Please?\After the battle for BREW, each side started the next step of their plan. response:	However, Shibusens students have yet to cast away the shadow of their failure.
context: The Big Man's Uncontrollable Irritation?\Something happened.\I stop working from now\Uncle Bob!\Crona' s Escape\Your Smile, Please?\After the battle for BREW, each side started the next step of their plan.\However, Shibusens students have yet to cast away the shadow of their failure. response:	I started my own solo investigation to specifically understand Shibusens true intentions.
context: Something happened.\I stop working from now\Uncle Bob!\Crona' s Escape\Your Smile, Please?\After the battle for BREW, each side started the next step of their plan.\However, Shibusens students have yet to cast away the shadow of their failure.\I started my own solo investigation to specifically understand Shibusens true intentions. response:	But... because of that, my suspicions towards Shibusen have intensified.
context: I stop working from now\Uncle Bob!\Crona' s Escape\Your Smile, Please?\After the battle for BREW, each side started the next step of their plan.\However, Shibusens students have yet to cast away the shadow of their failure.\I started my own solo investigation to specifically understand Shibusens true intentions.\But... because of that, my suspicions towards Shibusen have intensified. response:	I've arrived.
context: Uncle Bob!\Crona' s Escape\Your Smile, Please?\After the battle for BREW, each side started the next step of their plan.\However, Shibusens students have yet to cast away the shadow of their failure.\I started my own solo investigation to specifically understand Shibusens true intentions.\But... because of that, my suspicions towards Shibusen have intensified.\I've arrived. response:	From today onwards this...
context: Crona' s Escape\Your Smile, Please?\After the battle for BREW, each side started the next step of their plan.\However, Shibusens students have yet to cast away the shadow of their failure.\I started my own solo investigation to specifically understand Shibusens true intentions.\But... because of that, my suspicions towards Shibusen have intensified.\I've arrived.\From today onwards this... response:	will be my workplace.
context: Your Smile, Please?\After the battle for BREW, each side started the next step of their plan.\However, Shibusens students have yet to cast away the shadow of their failure.\I started my own solo investigation to specifically understand Shibusens true intentions.\But... because of that, my suspicions towards Shibusen have intensified.\I've arrived.\From today onwards this...\will be my workplace. response:	Yeah, Im glad you're here!
context: After the battle for BREW, each side started the next step of their plan.\However, Shibusens students have yet to cast away the shadow of their failure.\I started my own solo investigation to specifically understand Shibusens true intentions.\But... because of that, my suspicions towards Shibusen have intensified.\I've arrived.\From today onwards this...\will be my workplace.\Yeah, Im glad you're here! response:	The technology advancement consultant from Shibusen's Oceania branch,
context: However, Shibusens students have yet to cast away the shadow of their failure.\I started my own solo investigation to specifically understand Shibusens true intentions.\But... because of that, my suspicions towards Shibusen have intensified.\I've arrived.\From today onwards this...\will be my workplace.\Yeah, Im glad you're here!\The technology advancement consultant from Shibusen's Oceania branch, response:	Buttadaki Joe, aka BJ.
context: I started my own solo investigation to specifically understand Shibusens true intentions.\But... because of that, my suspicions towards Shibusen have intensified.\I've arrived.\From today onwards this...\will be my workplace.\Yeah, Im glad you're here!\The technology advancement consultant from Shibusen's Oceania branch,\Buttadaki Joe, aka BJ. response:	What's up?
context: But... because of that, my suspicions towards Shibusen have intensified.\I've arrived.\From today onwards this...\will be my workplace.\Yeah, Im glad you're here!\The technology advancement consultant from Shibusen's Oceania branch,\Buttadaki Joe, aka BJ.\What's up? response:	Dont mind, it's nothing.
context: I've arrived.\From today onwards this...\will be my workplace.\Yeah, Im glad you're here!\The technology advancement consultant from Shibusen's Oceania branch,\Buttadaki Joe, aka BJ.\What's up?\Dont mind, it's nothing. response:	Let's get straight to the main problem.
context: From today onwards this...\will be my workplace.\Yeah, Im glad you're here!\The technology advancement consultant from Shibusen's Oceania branch,\Buttadaki Joe, aka BJ.\What's up?\Dont mind, it's nothing.\Let's get straight to the main problem. response:	You called me here at such a time; does this mean that the project has already begun?
context: will be my workplace.\Yeah, Im glad you're here!\The technology advancement consultant from Shibusen's Oceania branch,\Buttadaki Joe, aka BJ.\What's up?\Dont mind, it's nothing.\Let's get straight to the main problem.\You called me here at such a time; does this mean that the project has already begun? response:	You're too hasty! I haven't said anything yet, right?
context: Yeah, Im glad you're here!\The technology advancement consultant from Shibusen's Oceania branch,\Buttadaki Joe, aka BJ.\What's up?\Dont mind, it's nothing.\Let's get straight to the main problem.\You called me here at such a time; does this mean that the project has already begun?\You're too hasty! I haven't said anything yet, right? response:	Oh, I'm sorry. I can't think of any other reason as to why you'd call me here.
context: The technology advancement consultant from Shibusen's Oceania branch,\Buttadaki Joe, aka BJ.\What's up?\Dont mind, it's nothing.\Let's get straight to the main problem.\You called me here at such a time; does this mean that the project has already begun?\You're too hasty! I haven't said anything yet, right?\Oh, I'm sorry. I can't think of any other reason as to why you'd call me here. response:	As you know, during the recent battle for BREW, Arachnophobia got the upper hand
context: Buttadaki Joe, aka BJ.\What's up?\Dont mind, it's nothing.\Let's get straight to the main problem.\You called me here at such a time; does this mean that the project has already begun?\You're too hasty! I haven't said anything yet, right?\Oh, I'm sorry. I can't think of any other reason as to why you'd call me here.\As you know, during the recent battle for BREW, Arachnophobia got the upper hand response:	and, because of that, I thought we had to prepare ourselves as a precaution.
context: What's up?\Dont mind, it's nothing.\Let's get straight to the main problem.\You called me here at such a time; does this mean that the project has already begun?\You're too hasty! I haven't said anything yet, right?\Oh, I'm sorry. I can't think of any other reason as to why you'd call me here.\As you know, during the recent battle for BREW, Arachnophobia got the upper hand\and, because of that, I thought we had to prepare ourselves as a precaution. response:	And thats why I called you here.
context: Dont mind, it's nothing.\Let's get straight to the main problem.\You called me here at such a time; does this mean that the project has already begun?\You're too hasty! I haven't said anything yet, right?\Oh, I'm sorry. I can't think of any other reason as to why you'd call me here.\As you know, during the recent battle for BREW, Arachnophobia got the upper hand\and, because of that, I thought we had to prepare ourselves as a precaution.\And thats why I called you here. response:	Seems like were not in a very good situation.
context: Let's get straight to the main problem.\You called me here at such a time; does this mean that the project has already begun?\You're too hasty! I haven't said anything yet, right?\Oh, I'm sorry. I can't think of any other reason as to why you'd call me here.\As you know, during the recent battle for BREW, Arachnophobia got the upper hand\and, because of that, I thought we had to prepare ourselves as a precaution.\And thats why I called you here.\Seems like were not in a very good situation. response:	A bad situation indeed. And one thats out of my control.
context: You called me here at such a time; does this mean that the project has already begun?\You're too hasty! I haven't said anything yet, right?\Oh, I'm sorry. I can't think of any other reason as to why you'd call me here.\As you know, during the recent battle for BREW, Arachnophobia got the upper hand\and, because of that, I thought we had to prepare ourselves as a precaution.\And thats why I called you here.\Seems like were not in a very good situation.\A bad situation indeed. And one thats out of my control. response:	Which means, with BREW out of our hands, what are we to do with the plan?
context: You're too hasty! I haven't said anything yet, right?\Oh, I'm sorry. I can't think of any other reason as to why you'd call me here.\As you know, during the recent battle for BREW, Arachnophobia got the upper hand\and, because of that, I thought we had to prepare ourselves as a precaution.\And thats why I called you here.\Seems like were not in a very good situation.\A bad situation indeed. And one thats out of my control.\Which means, with BREW out of our hands, what are we to do with the plan? response:	Our side has managed to gather a number of Eibon's Demon Tools.
context: Oh, I'm sorry. I can't think of any other reason as to why you'd call me here.\As you know, during the recent battle for BREW, Arachnophobia got the upper hand\and, because of that, I thought we had to prepare ourselves as a precaution.\And thats why I called you here.\Seems like were not in a very good situation.\A bad situation indeed. And one thats out of my control.\Which means, with BREW out of our hands, what are we to do with the plan?\Our side has managed to gather a number of Eibon's Demon Tools. response:	Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan?
context: As you know, during the recent battle for BREW, Arachnophobia got the upper hand\and, because of that, I thought we had to prepare ourselves as a precaution.\And thats why I called you here.\Seems like were not in a very good situation.\A bad situation indeed. And one thats out of my control.\Which means, with BREW out of our hands, what are we to do with the plan?\Our side has managed to gather a number of Eibon's Demon Tools.\Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan? response:	From the start, I was the one who thought of such a plan.
context: and, because of that, I thought we had to prepare ourselves as a precaution.\And thats why I called you here.\Seems like were not in a very good situation.\A bad situation indeed. And one thats out of my control.\Which means, with BREW out of our hands, what are we to do with the plan?\Our side has managed to gather a number of Eibon's Demon Tools.\Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan?\From the start, I was the one who thought of such a plan. response:	Well, let's try it.
context: And thats why I called you here.\Seems like were not in a very good situation.\A bad situation indeed. And one thats out of my control.\Which means, with BREW out of our hands, what are we to do with the plan?\Our side has managed to gather a number of Eibon's Demon Tools.\Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan?\From the start, I was the one who thought of such a plan.\Well, let's try it. response:	Eh, would you do it?!
context: Seems like were not in a very good situation.\A bad situation indeed. And one thats out of my control.\Which means, with BREW out of our hands, what are we to do with the plan?\Our side has managed to gather a number of Eibon's Demon Tools.\Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan?\From the start, I was the one who thought of such a plan.\Well, let's try it.\Eh, would you do it?! response:	But, I have one condition.
context: A bad situation indeed. And one thats out of my control.\Which means, with BREW out of our hands, what are we to do with the plan?\Our side has managed to gather a number of Eibon's Demon Tools.\Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan?\From the start, I was the one who thought of such a plan.\Well, let's try it.\Eh, would you do it?!\But, I have one condition. response:	What condition?
context: Which means, with BREW out of our hands, what are we to do with the plan?\Our side has managed to gather a number of Eibon's Demon Tools.\Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan?\From the start, I was the one who thought of such a plan.\Well, let's try it.\Eh, would you do it?!\But, I have one condition.\What condition? response:	The coffee...
context: Our side has managed to gather a number of Eibon's Demon Tools.\Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan?\From the start, I was the one who thought of such a plan.\Well, let's try it.\Eh, would you do it?!\But, I have one condition.\What condition?\The coffee... response:	Coffee?
context: Even so, that makes it even more difficult! So, could you think of a way to help me finish my plan?\From the start, I was the one who thought of such a plan.\Well, let's try it.\Eh, would you do it?!\But, I have one condition.\What condition?\The coffee...\Coffee? response:	Replace all of Shibusen's instant coffee with coffee beans!
context: From the start, I was the one who thought of such a plan.\Well, let's try it.\Eh, would you do it?!\But, I have one condition.\What condition?\The coffee...\Coffee?\Replace all of Shibusen's instant coffee with coffee beans! response:	I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans.
context: Well, let's try it.\Eh, would you do it?!\But, I have one condition.\What condition?\The coffee...\Coffee?\Replace all of Shibusen's instant coffee with coffee beans!\I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans. response:	And the coffee must definitely be bought from Uncle Bob's shop!
context: Eh, would you do it?!\But, I have one condition.\What condition?\The coffee...\Coffee?\Replace all of Shibusen's instant coffee with coffee beans!\I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans.\And the coffee must definitely be bought from Uncle Bob's shop! response:	This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged.
context: But, I have one condition.\What condition?\The coffee...\Coffee?\Replace all of Shibusen's instant coffee with coffee beans!\I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans.\And the coffee must definitely be bought from Uncle Bob's shop!\This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged. response:	Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type.
context: What condition?\The coffee...\Coffee?\Replace all of Shibusen's instant coffee with coffee beans!\I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans.\And the coffee must definitely be bought from Uncle Bob's shop!\This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged.\Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type. response:	Mandolin?
context: The coffee...\Coffee?\Replace all of Shibusen's instant coffee with coffee beans!\I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans.\And the coffee must definitely be bought from Uncle Bob's shop!\This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged.\Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type.\Mandolin? response:	Mandheling!
context: Coffee?\Replace all of Shibusen's instant coffee with coffee beans!\I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans.\And the coffee must definitely be bought from Uncle Bob's shop!\This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged.\Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type.\Mandolin?\Mandheling! response:	Asuras Temptation: The Big Mans Uncontrollable Irritation?!
context: Replace all of Shibusen's instant coffee with coffee beans!\I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans.\And the coffee must definitely be bought from Uncle Bob's shop!\This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged.\Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type.\Mandolin?\Mandheling!\Asuras Temptation: The Big Mans Uncontrollable Irritation?! response:	What?After Kid, even Black Star disappeared as well?
context: I want you to change the coffee to Mandheling if possible. Let it be top grade coffee beans.\And the coffee must definitely be bought from Uncle Bob's shop!\This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged.\Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type.\Mandolin?\Mandheling!\Asuras Temptation: The Big Mans Uncontrollable Irritation?!\What?After Kid, even Black Star disappeared as well? response:	What on earth is going on?
context: And the coffee must definitely be bought from Uncle Bob's shop!\This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged.\Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type.\Mandolin?\Mandheling!\Asuras Temptation: The Big Mans Uncontrollable Irritation?!\What?After Kid, even Black Star disappeared as well?\What on earth is going on? response:	Tsubaki isn't here either. I wonder what happened...
context: This is absolutely unacceptable. The coffee mill must be bought, based on what I have brought and arranged.\Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type.\Mandolin?\Mandheling!\Asuras Temptation: The Big Mans Uncontrollable Irritation?!\What?After Kid, even Black Star disappeared as well?\What on earth is going on?\Tsubaki isn't here either. I wonder what happened... response:	Who knows?
context: Even the coffee filters should be paper, I'm okay! I want you to prepare the cone type.\Mandolin?\Mandheling!\Asuras Temptation: The Big Mans Uncontrollable Irritation?!\What?After Kid, even Black Star disappeared as well?\What on earth is going on?\Tsubaki isn't here either. I wonder what happened...\Who knows? response:	Speaking of Black Star... It seems like hes in a bad mood.
context: Mandolin?\Mandheling!\Asuras Temptation: The Big Mans Uncontrollable Irritation?!\What?After Kid, even Black Star disappeared as well?\What on earth is going on?\Tsubaki isn't here either. I wonder what happened...\Who knows?\Speaking of Black Star... It seems like hes in a bad mood. response:	Why did I lose?
context: Mandheling!\Asuras Temptation: The Big Mans Uncontrollable Irritation?!\What?After Kid, even Black Star disappeared as well?\What on earth is going on?\Tsubaki isn't here either. I wonder what happened...\Who knows?\Speaking of Black Star... It seems like hes in a bad mood.\Why did I lose? response:	I am a man who will surpass god.
context: Asuras Temptation: The Big Mans Uncontrollable Irritation?!\What?After Kid, even Black Star disappeared as well?\What on earth is going on?\Tsubaki isn't here either. I wonder what happened...\Who knows?\Speaking of Black Star... It seems like hes in a bad mood.\Why did I lose?\I am a man who will surpass god. response:	But then...
context: What?After Kid, even Black Star disappeared as well?\What on earth is going on?\Tsubaki isn't here either. I wonder what happened...\Who knows?\Speaking of Black Star... It seems like hes in a bad mood.\Why did I lose?\I am a man who will surpass god.\But then... response:	why?
context: What on earth is going on?\Tsubaki isn't here either. I wonder what happened...\Who knows?\Speaking of Black Star... It seems like hes in a bad mood.\Why did I lose?\I am a man who will surpass god.\But then...\why? response:	Why do you thirst for such power?
context: Tsubaki isn't here either. I wonder what happened...\Who knows?\Speaking of Black Star... It seems like hes in a bad mood.\Why did I lose?\I am a man who will surpass god.\But then...\why?\Why do you thirst for such power? response:	I wonder where Black Star went...
context: Who knows?\Speaking of Black Star... It seems like hes in a bad mood.\Why did I lose?\I am a man who will surpass god.\But then...\why?\Why do you thirst for such power?\I wonder where Black Star went... response:	Tsubaki.
context: Speaking of Black Star... It seems like hes in a bad mood.\Why did I lose?\I am a man who will surpass god.\But then...\why?\Why do you thirst for such power?\I wonder where Black Star went...\Tsubaki. response:	Nygus-sensei!
context: Why did I lose?\I am a man who will surpass god.\But then...\why?\Why do you thirst for such power?\I wonder where Black Star went...\Tsubaki.\Nygus-sensei! response:	Do you have a moment?
context: I am a man who will surpass god.\But then...\why?\Why do you thirst for such power?\I wonder where Black Star went...\Tsubaki.\Nygus-sensei!\Do you have a moment? response:	Whats a person from the technology advancement department doing here?
context: But then...\why?\Why do you thirst for such power?\I wonder where Black Star went...\Tsubaki.\Nygus-sensei!\Do you have a moment?\Whats a person from the technology advancement department doing here? response:	You sure have fast ears.
context: why?\Why do you thirst for such power?\I wonder where Black Star went...\Tsubaki.\Nygus-sensei!\Do you have a moment?\Whats a person from the technology advancement department doing here?\You sure have fast ears. response:	I thought I hadn't been here that long.
context: Why do you thirst for such power?\I wonder where Black Star went...\Tsubaki.\Nygus-sensei!\Do you have a moment?\Whats a person from the technology advancement department doing here?\You sure have fast ears.\I thought I hadn't been here that long. response:	And what do they call you?
