context: -OP- response:	-ED-
context: Misjudged? I washed it because it was dirty.\Huh? Seriously? Was it that dirty?\Good morning.\Mr. Okumura.\In two or three days the fever will go down and you can get up again.\Get some rest for now.\Thank you very much, Mr. Okumura.\Get well. response:	Thanks, Okumura.
context: Huh? Seriously? Was it that dirty?\Good morning.\Mr. Okumura.\In two or three days the fever will go down and you can get up again.\Get some rest for now.\Thank you very much, Mr. Okumura.\Get well.\Thanks, Okumura. response:	What was that demon yesterday?
context: Good morning.\Mr. Okumura.\In two or three days the fever will go down and you can get up again.\Get some rest for now.\Thank you very much, Mr. Okumura.\Get well.\Thanks, Okumura.\What was that demon yesterday? response:	We're investigating how it got in and where it went right now.
context: Mr. Okumura.\In two or three days the fever will go down and you can get up again.\Get some rest for now.\Thank you very much, Mr. Okumura.\Get well.\Thanks, Okumura.\What was that demon yesterday?\We're investigating how it got in and where it went right now. response:	It was a higher level Naberius.
context: In two or three days the fever will go down and you can get up again.\Get some rest for now.\Thank you very much, Mr. Okumura.\Get well.\Thanks, Okumura.\What was that demon yesterday?\We're investigating how it got in and where it went right now.\It was a higher level Naberius. response:	Didn't you say that the Academy is protected by barriers and charms?
context: Get some rest for now.\Thank you very much, Mr. Okumura.\Get well.\Thanks, Okumura.\What was that demon yesterday?\We're investigating how it got in and where it went right now.\It was a higher level Naberius.\Didn't you say that the Academy is protected by barriers and charms? response:	That's right, I'm really impressed you remembered.
context: Thank you very much, Mr. Okumura.\Get well.\Thanks, Okumura.\What was that demon yesterday?\We're investigating how it got in and where it went right now.\It was a higher level Naberius.\Didn't you say that the Academy is protected by barriers and charms?\That's right, I'm really impressed you remembered. response:	Are you making fun of me again?
context: Get well.\Thanks, Okumura.\What was that demon yesterday?\We're investigating how it got in and where it went right now.\It was a higher level Naberius.\Didn't you say that the Academy is protected by barriers and charms?\That's right, I'm really impressed you remembered.\Are you making fun of me again? response:	That's true, but every now and then such beasts can sneak in.
context: Thanks, Okumura.\What was that demon yesterday?\We're investigating how it got in and where it went right now.\It was a higher level Naberius.\Didn't you say that the Academy is protected by barriers and charms?\That's right, I'm really impressed you remembered.\Are you making fun of me again?\That's true, but every now and then such beasts can sneak in. response:	We have to brace ourselves just in case.
context: What was that demon yesterday?\We're investigating how it got in and where it went right now.\It was a higher level Naberius.\Didn't you say that the Academy is protected by barriers and charms?\That's right, I'm really impressed you remembered.\Are you making fun of me again?\That's true, but every now and then such beasts can sneak in.\We have to brace ourselves just in case. response:	He's so cute...
context: We're investigating how it got in and where it went right now.\It was a higher level Naberius.\Didn't you say that the Academy is protected by barriers and charms?\That's right, I'm really impressed you remembered.\Are you making fun of me again?\That's true, but every now and then such beasts can sneak in.\We have to brace ourselves just in case.\He's so cute... response:	Isn't Okumura cool?
context: It was a higher level Naberius.\Didn't you say that the Academy is protected by barriers and charms?\That's right, I'm really impressed you remembered.\Are you making fun of me again?\That's true, but every now and then such beasts can sneak in.\We have to brace ourselves just in case.\He's so cute...\Isn't Okumura cool? response:	Huh? How so?
context: Didn't you say that the Academy is protected by barriers and charms?\That's right, I'm really impressed you remembered.\Are you making fun of me again?\That's true, but every now and then such beasts can sneak in.\We have to brace ourselves just in case.\He's so cute...\Isn't Okumura cool?\Huh? How so? response:	What's this all of a sudden?!
context: That's right, I'm really impressed you remembered.\Are you making fun of me again?\That's true, but every now and then such beasts can sneak in.\We have to brace ourselves just in case.\He's so cute...\Isn't Okumura cool?\Huh? How so?\What's this all of a sudden?! response:	Mr. Okumura is fabulous too...
context: Are you making fun of me again?\That's true, but every now and then such beasts can sneak in.\We have to brace ourselves just in case.\He's so cute...\Isn't Okumura cool?\Huh? How so?\What's this all of a sudden?!\Mr. Okumura is fabulous too... response:	It's hard to believe that they're really twins.
context: That's true, but every now and then such beasts can sneak in.\We have to brace ourselves just in case.\He's so cute...\Isn't Okumura cool?\Huh? How so?\What's this all of a sudden?!\Mr. Okumura is fabulous too...\It's hard to believe that they're really twins. response:	Paku...
context: We have to brace ourselves just in case.\He's so cute...\Isn't Okumura cool?\Huh? How so?\What's this all of a sudden?!\Mr. Okumura is fabulous too...\It's hard to believe that they're really twins.\Paku... response:	Izumo...
context: He's so cute...\Isn't Okumura cool?\Huh? How so?\What's this all of a sudden?!\Mr. Okumura is fabulous too...\It's hard to believe that they're really twins.\Paku...\Izumo... response:	Sorry.
context: Isn't Okumura cool?\Huh? How so?\What's this all of a sudden?!\Mr. Okumura is fabulous too...\It's hard to believe that they're really twins.\Paku...\Izumo...\Sorry. response:	What's wrong?
context: Huh? How so?\What's this all of a sudden?!\Mr. Okumura is fabulous too...\It's hard to believe that they're really twins.\Paku...\Izumo...\Sorry.\What's wrong? response:	If only I had been nicer...
context: What's this all of a sudden?!\Mr. Okumura is fabulous too...\It's hard to believe that they're really twins.\Paku...\Izumo...\Sorry.\What's wrong?\If only I had been nicer... response:	What are you saying?
context: Mr. Okumura is fabulous too...\It's hard to believe that they're really twins.\Paku...\Izumo...\Sorry.\What's wrong?\If only I had been nicer...\What are you saying? response:	It's just that this exorcism thing isn't my world.
context: It's hard to believe that they're really twins.\Paku...\Izumo...\Sorry.\What's wrong?\If only I had been nicer...\What are you saying?\It's just that this exorcism thing isn't my world. response:	We'll still be friends.
context: Paku...\Izumo...\Sorry.\What's wrong?\If only I had been nicer...\What are you saying?\It's just that this exorcism thing isn't my world.\We'll still be friends. response:	So don't look like that.
context: Izumo...\Sorry.\What's wrong?\If only I had been nicer...\What are you saying?\It's just that this exorcism thing isn't my world.\We'll still be friends.\So don't look like that. response:	I love you the way you are.
context: Sorry.\What's wrong?\If only I had been nicer...\What are you saying?\It's just that this exorcism thing isn't my world.\We'll still be friends.\So don't look like that.\I love you the way you are. response:	This is the order of a certain person...
context: What's wrong?\If only I had been nicer...\What are you saying?\It's just that this exorcism thing isn't my world.\We'll still be friends.\So don't look like that.\I love you the way you are.\This is the order of a certain person... response:	A certain person? Who could it be?
context: If only I had been nicer...\What are you saying?\It's just that this exorcism thing isn't my world.\We'll still be friends.\So don't look like that.\I love you the way you are.\This is the order of a certain person...\A certain person? Who could it be? response:	At first I thought it was Satan,
context: What are you saying?\It's just that this exorcism thing isn't my world.\We'll still be friends.\So don't look like that.\I love you the way you are.\This is the order of a certain person...\A certain person? Who could it be?\At first I thought it was Satan, response:	but I can't think of any reason why he'd try to get me killed now.
context: It's just that this exorcism thing isn't my world.\We'll still be friends.\So don't look like that.\I love you the way you are.\This is the order of a certain person...\A certain person? Who could it be?\At first I thought it was Satan,\but I can't think of any reason why he'd try to get me killed now. response:	There will be those who'll come to hunt you down.
context: We'll still be friends.\So don't look like that.\I love you the way you are.\This is the order of a certain person...\A certain person? Who could it be?\At first I thought it was Satan,\but I can't think of any reason why he'd try to get me killed now.\There will be those who'll come to hunt you down. response:	Damn it. If they're targeting me anyway, why not attack me head on?
context: So don't look like that.\I love you the way you are.\This is the order of a certain person...\A certain person? Who could it be?\At first I thought it was Satan,\but I can't think of any reason why he'd try to get me killed now.\There will be those who'll come to hunt you down.\Damn it. If they're targeting me anyway, why not attack me head on? response:	Rin.
context: I love you the way you are.\This is the order of a certain person...\A certain person? Who could it be?\At first I thought it was Satan,\but I can't think of any reason why he'd try to get me killed now.\There will be those who'll come to hunt you down.\Damn it. If they're targeting me anyway, why not attack me head on?\Rin. response:	Don't just pop up like that!
context: This is the order of a certain person...\A certain person? Who could it be?\At first I thought it was Satan,\but I can't think of any reason why he'd try to get me killed now.\There will be those who'll come to hunt you down.\Damn it. If they're targeting me anyway, why not attack me head on?\Rin.\Don't just pop up like that! response:	You too, don't just sit up like that, stupid!
context: A certain person? Who could it be?\At first I thought it was Satan,\but I can't think of any reason why he'd try to get me killed now.\There will be those who'll come to hunt you down.\Damn it. If they're targeting me anyway, why not attack me head on?\Rin.\Don't just pop up like that!\You too, don't just sit up like that, stupid! response:	It's okay, I can do it alone.
context: At first I thought it was Satan,\but I can't think of any reason why he'd try to get me killed now.\There will be those who'll come to hunt you down.\Damn it. If they're targeting me anyway, why not attack me head on?\Rin.\Don't just pop up like that!\You too, don't just sit up like that, stupid!\It's okay, I can do it alone. response:	But why are you doing laundry?
context: but I can't think of any reason why he'd try to get me killed now.\There will be those who'll come to hunt you down.\Damn it. If they're targeting me anyway, why not attack me head on?\Rin.\Don't just pop up like that!\You too, don't just sit up like that, stupid!\It's okay, I can do it alone.\But why are you doing laundry? response:	Because I want to be of some use, too...
context: There will be those who'll come to hunt you down.\Damn it. If they're targeting me anyway, why not attack me head on?\Rin.\Don't just pop up like that!\You too, don't just sit up like that, stupid!\It's okay, I can do it alone.\But why are you doing laundry?\Because I want to be of some use, too... response:	With stuff only I could do.
context: Damn it. If they're targeting me anyway, why not attack me head on?\Rin.\Don't just pop up like that!\You too, don't just sit up like that, stupid!\It's okay, I can do it alone.\But why are you doing laundry?\Because I want to be of some use, too...\With stuff only I could do. response:	Too?
context: Rin.\Don't just pop up like that!\You too, don't just sit up like that, stupid!\It's okay, I can do it alone.\But why are you doing laundry?\Because I want to be of some use, too...\With stuff only I could do.\Too? response:	You're all working hard to become Exorcists and help people, right?
context: Don't just pop up like that!\You too, don't just sit up like that, stupid!\It's okay, I can do it alone.\But why are you doing laundry?\Because I want to be of some use, too...\With stuff only I could do.\Too?\You're all working hard to become Exorcists and help people, right? response:	I see. So you don't want to become an Exorcist?
context: You too, don't just sit up like that, stupid!\It's okay, I can do it alone.\But why are you doing laundry?\Because I want to be of some use, too...\With stuff only I could do.\Too?\You're all working hard to become Exorcists and help people, right?\I see. So you don't want to become an Exorcist? response:	I don't know...
context: It's okay, I can do it alone.\But why are you doing laundry?\Because I want to be of some use, too...\With stuff only I could do.\Too?\You're all working hard to become Exorcists and help people, right?\I see. So you don't want to become an Exorcist?\I don't know... response:	But first let me just do my specialty, laundry.
context: But why are you doing laundry?\Because I want to be of some use, too...\With stuff only I could do.\Too?\You're all working hard to become Exorcists and help people, right?\I see. So you don't want to become an Exorcist?\I don't know...\But first let me just do my specialty, laundry. response:	Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly.
context: Because I want to be of some use, too...\With stuff only I could do.\Too?\You're all working hard to become Exorcists and help people, right?\I see. So you don't want to become an Exorcist?\I don't know...\But first let me just do my specialty, laundry.\Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly. response:	Aria specializez in le memorization and le recital of zose fatal verses.
context: With stuff only I could do.\Too?\You're all working hard to become Exorcists and help people, right?\I see. So you don't want to become an Exorcist?\I don't know...\But first let me just do my specialty, laundry.\Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly.\Aria specializez in le memorization and le recital of zose fatal verses. response:	Zen let's'ear you recitez what I gave youze for'omework.
context: Too?\You're all working hard to become Exorcists and help people, right?\I see. So you don't want to become an Exorcist?\I don't know...\But first let me just do my specialty, laundry.\Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly.\Aria specializez in le memorization and le recital of zose fatal verses.\Zen let's'ear you recitez what I gave youze for'omework. response:	Kamiki!
context: You're all working hard to become Exorcists and help people, right?\I see. So you don't want to become an Exorcist?\I don't know...\But first let me just do my specialty, laundry.\Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly.\Aria specializez in le memorization and le recital of zose fatal verses.\Zen let's'ear you recitez what I gave youze for'omework.\Kamiki! response:	Kamiki! What's wrong with you?
context: I see. So you don't want to become an Exorcist?\I don't know...\But first let me just do my specialty, laundry.\Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly.\Aria specializez in le memorization and le recital of zose fatal verses.\Zen let's'ear you recitez what I gave youze for'omework.\Kamiki!\Kamiki! What's wrong with you? response:	I'm sorry. Umm...?
context: I don't know...\But first let me just do my specialty, laundry.\Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly.\Aria specializez in le memorization and le recital of zose fatal verses.\Zen let's'ear you recitez what I gave youze for'omework.\Kamiki!\Kamiki! What's wrong with you?\I'm sorry. Umm...? response:	Ze Te Deum. Continuez from where we were le last time.
context: But first let me just do my specialty, laundry.\Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly.\Aria specializez in le memorization and le recital of zose fatal verses.\Zen let's'ear you recitez what I gave youze for'omework.\Kamiki!\Kamiki! What's wrong with you?\I'm sorry. Umm...?\Ze Te Deum. Continuez from where we were le last time. response:	Yes!
context: Most of ze demonz'ave a so called le fatal verse, words or quotes zat will make zem le die instantly.\Aria specializez in le memorization and le recital of zose fatal verses.\Zen let's'ear you recitez what I gave youze for'omework.\Kamiki!\Kamiki! What's wrong with you?\I'm sorry. Umm...?\Ze Te Deum. Continuez from where we were le last time.\Yes! response:	Every day we thank thee. And we praise...
context: Aria specializez in le memorization and le recital of zose fatal verses.\Zen let's'ear you recitez what I gave youze for'omework.\Kamiki!\Kamiki! What's wrong with you?\I'm sorry. Umm...?\Ze Te Deum. Continuez from where we were le last time.\Yes!\Every day we thank thee. And we praise... response:	We praise...
context: Zen let's'ear you recitez what I gave youze for'omework.\Kamiki!\Kamiki! What's wrong with you?\I'm sorry. Umm...?\Ze Te Deum. Continuez from where we were le last time.\Yes!\Every day we thank thee. And we praise...\We praise... response:	Yez?
context: Kamiki!\Kamiki! What's wrong with you?\I'm sorry. Umm...?\Ze Te Deum. Continuez from where we were le last time.\Yes!\Every day we thank thee. And we praise...\We praise...\Yez? response:	Oh, now zat is unusual for you, Mademoiselle Kamiki.
context: Kamiki! What's wrong with you?\I'm sorry. Umm...?\Ze Te Deum. Continuez from where we were le last time.\Yes!\Every day we thank thee. And we praise...\We praise...\Yez?\Oh, now zat is unusual for you, Mademoiselle Kamiki. response:	Zen Suguro,'elp'er out.
context: I'm sorry. Umm...?\Ze Te Deum. Continuez from where we were le last time.\Yes!\Every day we thank thee. And we praise...\We praise...\Yez?\Oh, now zat is unusual for you, Mademoiselle Kamiki.\Zen Suguro,'elp'er out. response:	Yes.
context: Ze Te Deum. Continuez from where we were le last time.\Yes!\Every day we thank thee. And we praise...\We praise...\Yez?\Oh, now zat is unusual for you, Mademoiselle Kamiki.\Zen Suguro,'elp'er out.\Yes. response:	Every day we thank Thee.
context: Yes!\Every day we thank thee. And we praise...\We praise...\Yez?\Oh, now zat is unusual for you, Mademoiselle Kamiki.\Zen Suguro,'elp'er out.\Yes.\Every day we thank Thee. response:	And we praise Thy Name forever, yea, forever and ever.
context: Every day we thank thee. And we praise...\We praise...\Yez?\Oh, now zat is unusual for you, Mademoiselle Kamiki.\Zen Suguro,'elp'er out.\Yes.\Every day we thank Thee.\And we praise Thy Name forever, yea, forever and ever. response:	O Lord, deign to keep us from sin this day.
context: We praise...\Yez?\Oh, now zat is unusual for you, Mademoiselle Kamiki.\Zen Suguro,'elp'er out.\Yes.\Every day we thank Thee.\And we praise Thy Name forever, yea, forever and ever.\O Lord, deign to keep us from sin this day. response:	Have mercy on us, O Lord, have mercy on us.
context: Yez?\Oh, now zat is unusual for you, Mademoiselle Kamiki.\Zen Suguro,'elp'er out.\Yes.\Every day we thank Thee.\And we praise Thy Name forever, yea, forever and ever.\O Lord, deign to keep us from sin this day.\Have mercy on us, O Lord, have mercy on us. response:	Let Thy mercy, O Lord, be upon us, for we have hoped in Thee.
context: Oh, now zat is unusual for you, Mademoiselle Kamiki.\Zen Suguro,'elp'er out.\Yes.\Every day we thank Thee.\And we praise Thy Name forever, yea, forever and ever.\O Lord, deign to keep us from sin this day.\Have mercy on us, O Lord, have mercy on us.\Let Thy mercy, O Lord, be upon us, for we have hoped in Thee. response:	O Lord, in Thee I have hoped; let me never be put to shame.
context: Zen Suguro,'elp'er out.\Yes.\Every day we thank Thee.\And we praise Thy Name forever, yea, forever and ever.\O Lord, deign to keep us from sin this day.\Have mercy on us, O Lord, have mercy on us.\Let Thy mercy, O Lord, be upon us, for we have hoped in Thee.\O Lord, in Thee I have hoped; let me never be put to shame. response:	Zat was le perfect!
context: Yes.\Every day we thank Thee.\And we praise Thy Name forever, yea, forever and ever.\O Lord, deign to keep us from sin this day.\Have mercy on us, O Lord, have mercy on us.\Let Thy mercy, O Lord, be upon us, for we have hoped in Thee.\O Lord, in Thee I have hoped; let me never be put to shame.\Zat was le perfect! response:	Amazing! I was so surprised.
context: Every day we thank Thee.\And we praise Thy Name forever, yea, forever and ever.\O Lord, deign to keep us from sin this day.\Have mercy on us, O Lord, have mercy on us.\Let Thy mercy, O Lord, be upon us, for we have hoped in Thee.\O Lord, in Thee I have hoped; let me never be put to shame.\Zat was le perfect!\Amazing! I was so surprised. response:	Be careful not to fall for me now...
context: And we praise Thy Name forever, yea, forever and ever.\O Lord, deign to keep us from sin this day.\Have mercy on us, O Lord, have mercy on us.\Let Thy mercy, O Lord, be upon us, for we have hoped in Thee.\O Lord, in Thee I have hoped; let me never be put to shame.\Zat was le perfect!\Amazing! I was so surprised.\Be careful not to fall for me now... response:	You're really smart after all!
context: O Lord, deign to keep us from sin this day.\Have mercy on us, O Lord, have mercy on us.\Let Thy mercy, O Lord, be upon us, for we have hoped in Thee.\O Lord, in Thee I have hoped; let me never be put to shame.\Zat was le perfect!\Amazing! I was so surprised.\Be careful not to fall for me now...\You're really smart after all! response:	After all?!
context: Have mercy on us, O Lord, have mercy on us.\Let Thy mercy, O Lord, be upon us, for we have hoped in Thee.\O Lord, in Thee I have hoped; let me never be put to shame.\Zat was le perfect!\Amazing! I was so surprised.\Be careful not to fall for me now...\You're really smart after all!\After all?! response:	More than being smart, Bon's just good at memorizing.
context: Let Thy mercy, O Lord, be upon us, for we have hoped in Thee.\O Lord, in Thee I have hoped; let me never be put to shame.\Zat was le perfect!\Amazing! I was so surprised.\Be careful not to fall for me now...\You're really smart after all!\After all?!\More than being smart, Bon's just good at memorizing. response:	Konekomaru, that means I'm smart, right?
context: O Lord, in Thee I have hoped; let me never be put to shame.\Zat was le perfect!\Amazing! I was so surprised.\Be careful not to fall for me now...\You're really smart after all!\After all?!\More than being smart, Bon's just good at memorizing.\Konekomaru, that means I'm smart, right? response:	Y-Yeah!
context: Zat was le perfect!\Amazing! I was so surprised.\Be careful not to fall for me now...\You're really smart after all!\After all?!\More than being smart, Bon's just good at memorizing.\Konekomaru, that means I'm smart, right?\Y-Yeah! response:	Memorizing isn't that great a skill.
context: Amazing! I was so surprised.\Be careful not to fall for me now...\You're really smart after all!\After all?!\More than being smart, Bon's just good at memorizing.\Konekomaru, that means I'm smart, right?\Y-Yeah!\Memorizing isn't that great a skill. response:	Huh? Did you say something?
context: Be careful not to fall for me now...\You're really smart after all!\After all?!\More than being smart, Bon's just good at memorizing.\Konekomaru, that means I'm smart, right?\Y-Yeah!\Memorizing isn't that great a skill.\Huh? Did you say something? response:	Bon...
context: You're really smart after all!\After all?!\More than being smart, Bon's just good at memorizing.\Konekomaru, that means I'm smart, right?\Y-Yeah!\Memorizing isn't that great a skill.\Huh? Did you say something?\Bon... response:	I don't want to hear that from someone who can't even remember four lines!
context: After all?!\More than being smart, Bon's just good at memorizing.\Konekomaru, that means I'm smart, right?\Y-Yeah!\Memorizing isn't that great a skill.\Huh? Did you say something?\Bon...\I don't want to hear that from someone who can't even remember four lines! response:	It's not that I can't, I just chose not to remember!
context: More than being smart, Bon's just good at memorizing.\Konekomaru, that means I'm smart, right?\Y-Yeah!\Memorizing isn't that great a skill.\Huh? Did you say something?\Bon...\I don't want to hear that from someone who can't even remember four lines!\It's not that I can't, I just chose not to remember! response:	Aria are totally defenseless while chanting, so they need to be protected by their team.
context: Konekomaru, that means I'm smart, right?\Y-Yeah!\Memorizing isn't that great a skill.\Huh? Did you say something?\Bon...\I don't want to hear that from someone who can't even remember four lines!\It's not that I can't, I just chose not to remember!\Aria are totally defenseless while chanting, so they need to be protected by their team. response:	They're just luggage!
context: Y-Yeah!\Memorizing isn't that great a skill.\Huh? Did you say something?\Bon...\I don't want to hear that from someone who can't even remember four lines!\It's not that I can't, I just chose not to remember!\Aria are totally defenseless while chanting, so they need to be protected by their team.\They're just luggage! response:	What?! We're aiming for Aria, you know!
context: Memorizing isn't that great a skill.\Huh? Did you say something?\Bon...\I don't want to hear that from someone who can't even remember four lines!\It's not that I can't, I just chose not to remember!\Aria are totally defenseless while chanting, so they need to be protected by their team.\They're just luggage!\What?! We're aiming for Aria, you know! response:	Bon...
context: Huh? Did you say something?\Bon...\I don't want to hear that from someone who can't even remember four lines!\It's not that I can't, I just chose not to remember!\Aria are totally defenseless while chanting, so they need to be protected by their team.\They're just luggage!\What?! We're aiming for Aria, you know!\Bon... response:	So scary!
context: Bon...\I don't want to hear that from someone who can't even remember four lines!\It's not that I can't, I just chose not to remember!\Aria are totally defenseless while chanting, so they need to be protected by their team.\They're just luggage!\What?! We're aiming for Aria, you know!\Bon...\So scary! response:	If you want to hit me, go on!
context: I don't want to hear that from someone who can't even remember four lines!\It's not that I can't, I just chose not to remember!\Aria are totally defenseless while chanting, so they need to be protected by their team.\They're just luggage!\What?! We're aiming for Aria, you know!\Bon...\So scary!\If you want to hit me, go on! response:	I really can't stand you. Don't laugh at people's dreams!
context: It's not that I can't, I just chose not to remember!\Aria are totally defenseless while chanting, so they need to be protected by their team.\They're just luggage!\What?! We're aiming for Aria, you know!\Bon...\So scary!\If you want to hit me, go on!\I really can't stand you. Don't laugh at people's dreams! response:	Ah, that you'll defeat Satan?
context: Aria are totally defenseless while chanting, so they need to be protected by their team.\They're just luggage!\What?! We're aiming for Aria, you know!\Bon...\So scary!\If you want to hit me, go on!\I really can't stand you. Don't laugh at people's dreams!\Ah, that you'll defeat Satan? response:	Are you telling me not to laugh at such a joke?
context: They're just luggage!\What?! We're aiming for Aria, you know!\Bon...\So scary!\If you want to hit me, go on!\I really can't stand you. Don't laugh at people's dreams!\Ah, that you'll defeat Satan?\Are you telling me not to laugh at such a joke? response:	Then what about you? Why do you want to become an Exorcist?
context: What?! We're aiming for Aria, you know!\Bon...\So scary!\If you want to hit me, go on!\I really can't stand you. Don't laugh at people's dreams!\Ah, that you'll defeat Satan?\Are you telling me not to laugh at such a joke?\Then what about you? Why do you want to become an Exorcist? response:	Go on, tell us!
context: Bon...\So scary!\If you want to hit me, go on!\I really can't stand you. Don't laugh at people's dreams!\Ah, that you'll defeat Satan?\Are you telling me not to laugh at such a joke?\Then what about you? Why do you want to become an Exorcist?\Go on, tell us! response:	Why...
