context: Master! response:	Master!
context: Are you a demon?!\Cut it out!\Troublesome hag.\But someone wants to borrow your powers.\What does a demon want with me?\Do you still bear a grudge against Kikyo?\Kikyo, you say?\What's this?! response:	I don't have a clue!
context: Cut it out!\Troublesome hag.\But someone wants to borrow your powers.\What does a demon want with me?\Do you still bear a grudge against Kikyo?\Kikyo, you say?\What's this?!\I don't have a clue! response:	I don't get it at all!
context: Troublesome hag.\But someone wants to borrow your powers.\What does a demon want with me?\Do you still bear a grudge against Kikyo?\Kikyo, you say?\What's this?!\I don't have a clue!\I don't get it at all! response:	I don't understand a thing!
context: But someone wants to borrow your powers.\What does a demon want with me?\Do you still bear a grudge against Kikyo?\Kikyo, you say?\What's this?!\I don't have a clue!\I don't get it at all!\I don't understand a thing! response:	Read the next line, Higurashi.
context: What does a demon want with me?\Do you still bear a grudge against Kikyo?\Kikyo, you say?\What's this?!\I don't have a clue!\I don't get it at all!\I don't understand a thing!\Read the next line, Higurashi. response:	I've forgotten everything I learned earlier...
context: Do you still bear a grudge against Kikyo?\Kikyo, you say?\What's this?!\I don't have a clue!\I don't get it at all!\I don't understand a thing!\Read the next line, Higurashi.\I've forgotten everything I learned earlier... response:	I'm falling so far behind!
context: Kikyo, you say?\What's this?!\I don't have a clue!\I don't get it at all!\I don't understand a thing!\Read the next line, Higurashi.\I've forgotten everything I learned earlier...\I'm falling so far behind! response:	Kagome looks so depressed.
context: What's this?!\I don't have a clue!\I don't get it at all!\I don't understand a thing!\Read the next line, Higurashi.\I've forgotten everything I learned earlier...\I'm falling so far behind!\Kagome looks so depressed. response:	I'll bet it's that old boyfriend!
context: I don't have a clue!\I don't get it at all!\I don't understand a thing!\Read the next line, Higurashi.\I've forgotten everything I learned earlier...\I'm falling so far behind!\Kagome looks so depressed.\I'll bet it's that old boyfriend! response:	You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy?
context: I don't get it at all!\I don't understand a thing!\Read the next line, Higurashi.\I've forgotten everything I learned earlier...\I'm falling so far behind!\Kagome looks so depressed.\I'll bet it's that old boyfriend!\You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy? response:	She probably can't get him out of her mind.
context: I don't understand a thing!\Read the next line, Higurashi.\I've forgotten everything I learned earlier...\I'm falling so far behind!\Kagome looks so depressed.\I'll bet it's that old boyfriend!\You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy?\She probably can't get him out of her mind. response:	Cheer up, Kagome.
context: Read the next line, Higurashi.\I've forgotten everything I learned earlier...\I'm falling so far behind!\Kagome looks so depressed.\I'll bet it's that old boyfriend!\You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy?\She probably can't get him out of her mind.\Cheer up, Kagome. response:	Just forget him!
context: I've forgotten everything I learned earlier...\I'm falling so far behind!\Kagome looks so depressed.\I'll bet it's that old boyfriend!\You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy?\She probably can't get him out of her mind.\Cheer up, Kagome.\Just forget him! response:	Yeah, he's not worth it!
context: I'm falling so far behind!\Kagome looks so depressed.\I'll bet it's that old boyfriend!\You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy?\She probably can't get him out of her mind.\Cheer up, Kagome.\Just forget him!\Yeah, he's not worth it! response:	Who?
context: Kagome looks so depressed.\I'll bet it's that old boyfriend!\You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy?\She probably can't get him out of her mind.\Cheer up, Kagome.\Just forget him!\Yeah, he's not worth it!\Who? response:	Not Inuyasha?!
context: I'll bet it's that old boyfriend!\You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy?\She probably can't get him out of her mind.\Cheer up, Kagome.\Just forget him!\Yeah, he's not worth it!\Who?\Not Inuyasha?! response:	If you broke up, you just have...
context: You mean, the one who jilted Kagome. The jealous, two-timing, bossy guy?\She probably can't get him out of her mind.\Cheer up, Kagome.\Just forget him!\Yeah, he's not worth it!\Who?\Not Inuyasha?!\If you broke up, you just have... response:	to get over him.
context: She probably can't get him out of her mind.\Cheer up, Kagome.\Just forget him!\Yeah, he's not worth it!\Who?\Not Inuyasha?!\If you broke up, you just have...\to get over him. response:	Oh, well we...
context: Cheer up, Kagome.\Just forget him!\Yeah, he's not worth it!\Who?\Not Inuyasha?!\If you broke up, you just have...\to get over him.\Oh, well we... response:	What now?
context: Just forget him!\Yeah, he's not worth it!\Who?\Not Inuyasha?!\If you broke up, you just have...\to get over him.\Oh, well we...\What now? response:	We made up.
context: Yeah, he's not worth it!\Who?\Not Inuyasha?!\If you broke up, you just have...\to get over him.\Oh, well we...\What now?\We made up. response:	You're back together?
context: Who?\Not Inuyasha?!\If you broke up, you just have...\to get over him.\Oh, well we...\What now?\We made up.\You're back together? response:	With him?
context: Not Inuyasha?!\If you broke up, you just have...\to get over him.\Oh, well we...\What now?\We made up.\You're back together?\With him? response:	He has his kind side.
context: If you broke up, you just have...\to get over him.\Oh, well we...\What now?\We made up.\You're back together?\With him?\He has his kind side. response:	Really?
context: to get over him.\Oh, well we...\What now?\We made up.\You're back together?\With him?\He has his kind side.\Really? response:	Then that's normal.
context: Oh, well we...\What now?\We made up.\You're back together?\With him?\He has his kind side.\Really?\Then that's normal. response:	So why were you so down?
context: What now?\We made up.\You're back together?\With him?\He has his kind side.\Really?\Then that's normal.\So why were you so down? response:	I've been absent a lot and there's so much schoolwork...
context: We made up.\You're back together?\With him?\He has his kind side.\Really?\Then that's normal.\So why were you so down?\I've been absent a lot and there's so much schoolwork... response:	I see. You do miss school a lot.
context: You're back together?\With him?\He has his kind side.\Really?\Then that's normal.\So why were you so down?\I've been absent a lot and there's so much schoolwork...\I see. You do miss school a lot. response:	Even if you never miss class, it's difficult to follow sometimes.
context: With him?\He has his kind side.\Really?\Then that's normal.\So why were you so down?\I've been absent a lot and there's so much schoolwork...\I see. You do miss school a lot.\Even if you never miss class, it's difficult to follow sometimes. response:	I know...
context: He has his kind side.\Really?\Then that's normal.\So why were you so down?\I've been absent a lot and there's so much schoolwork...\I see. You do miss school a lot.\Even if you never miss class, it's difficult to follow sometimes.\I know... response:	But if you keep up and work hard, classes are fun, aren't they?
context: Really?\Then that's normal.\So why were you so down?\I've been absent a lot and there's so much schoolwork...\I see. You do miss school a lot.\Even if you never miss class, it's difficult to follow sometimes.\I know...\But if you keep up and work hard, classes are fun, aren't they? response:	What? What?
context: Then that's normal.\So why were you so down?\I've been absent a lot and there's so much schoolwork...\I see. You do miss school a lot.\Even if you never miss class, it's difficult to follow sometimes.\I know...\But if you keep up and work hard, classes are fun, aren't they?\What? What? response:	What? Did I say something strange?
context: So why were you so down?\I've been absent a lot and there's so much schoolwork...\I see. You do miss school a lot.\Even if you never miss class, it's difficult to follow sometimes.\I know...\But if you keep up and work hard, classes are fun, aren't they?\What? What?\What? Did I say something strange? response:	Err... no.
context: I've been absent a lot and there's so much schoolwork...\I see. You do miss school a lot.\Even if you never miss class, it's difficult to follow sometimes.\I know...\But if you keep up and work hard, classes are fun, aren't they?\What? What?\What? Did I say something strange?\Err... no. response:	You're so studious.
context: I see. You do miss school a lot.\Even if you never miss class, it's difficult to follow sometimes.\I know...\But if you keep up and work hard, classes are fun, aren't they?\What? What?\What? Did I say something strange?\Err... no.\You're so studious. response:	I've got to go!
context: Even if you never miss class, it's difficult to follow sometimes.\I know...\But if you keep up and work hard, classes are fun, aren't they?\What? What?\What? Did I say something strange?\Err... no.\You're so studious.\I've got to go! response:	When I'm late, he comes for me.
context: I know...\But if you keep up and work hard, classes are fun, aren't they?\What? What?\What? Did I say something strange?\Err... no.\You're so studious.\I've got to go!\When I'm late, he comes for me. response:	He comes to meet you?
context: But if you keep up and work hard, classes are fun, aren't they?\What? What?\What? Did I say something strange?\Err... no.\You're so studious.\I've got to go!\When I'm late, he comes for me.\He comes to meet you? response:	He's really nice then!
context: What? What?\What? Did I say something strange?\Err... no.\You're so studious.\I've got to go!\When I'm late, he comes for me.\He comes to meet you?\He's really nice then! response:	Nope... He's just jealous.
context: What? Did I say something strange?\Err... no.\You're so studious.\I've got to go!\When I'm late, he comes for me.\He comes to meet you?\He's really nice then!\Nope... He's just jealous. response:	He's spoiled!
context: Err... no.\You're so studious.\I've got to go!\When I'm late, he comes for me.\He comes to meet you?\He's really nice then!\Nope... He's just jealous.\He's spoiled! response:	Bye-bye!
context: You're so studious.\I've got to go!\When I'm late, he comes for me.\He comes to meet you?\He's really nice then!\Nope... He's just jealous.\He's spoiled!\Bye-bye! response:	They're back together.
context: I've got to go!\When I'm late, he comes for me.\He comes to meet you?\He's really nice then!\Nope... He's just jealous.\He's spoiled!\Bye-bye!\They're back together. response:	I wonder if Kagome can handle it?
context: When I'm late, he comes for me.\He comes to meet you?\He's really nice then!\Nope... He's just jealous.\He's spoiled!\Bye-bye!\They're back together.\I wonder if Kagome can handle it? response:	Huh? Why?
context: He comes to meet you?\He's really nice then!\Nope... He's just jealous.\He's spoiled!\Bye-bye!\They're back together.\I wonder if Kagome can handle it?\Huh? Why? response:	What an ominous barrier.
context: He's really nice then!\Nope... He's just jealous.\He's spoiled!\Bye-bye!\They're back together.\I wonder if Kagome can handle it?\Huh? Why?\What an ominous barrier. response:	Hold on tight, old woman.
context: Nope... He's just jealous.\He's spoiled!\Bye-bye!\They're back together.\I wonder if Kagome can handle it?\Huh? Why?\What an ominous barrier.\Hold on tight, old woman. response:	Naraku, I found her.
context: He's spoiled!\Bye-bye!\They're back together.\I wonder if Kagome can handle it?\Huh? Why?\What an ominous barrier.\Hold on tight, old woman.\Naraku, I found her. response:	So you're here... Dark Priestess Tsubaki.
context: Bye-bye!\They're back together.\I wonder if Kagome can handle it?\Huh? Why?\What an ominous barrier.\Hold on tight, old woman.\Naraku, I found her.\So you're here... Dark Priestess Tsubaki. response:	What do you want, calling me here?
context: They're back together.\I wonder if Kagome can handle it?\Huh? Why?\What an ominous barrier.\Hold on tight, old woman.\Naraku, I found her.\So you're here... Dark Priestess Tsubaki.\What do you want, calling me here? response:	Do you remember battling a priestess named Kikyo fifty years ago?
context: I wonder if Kagome can handle it?\Huh? Why?\What an ominous barrier.\Hold on tight, old woman.\Naraku, I found her.\So you're here... Dark Priestess Tsubaki.\What do you want, calling me here?\Do you remember battling a priestess named Kikyo fifty years ago? response:	You were trying to steal the Sacred Jewel.
context: Huh? Why?\What an ominous barrier.\Hold on tight, old woman.\Naraku, I found her.\So you're here... Dark Priestess Tsubaki.\What do you want, calling me here?\Do you remember battling a priestess named Kikyo fifty years ago?\You were trying to steal the Sacred Jewel. response:	Oh... I'm amazed that you know of such an old incident.
context: What an ominous barrier.\Hold on tight, old woman.\Naraku, I found her.\So you're here... Dark Priestess Tsubaki.\What do you want, calling me here?\Do you remember battling a priestess named Kikyo fifty years ago?\You were trying to steal the Sacred Jewel.\Oh... I'm amazed that you know of such an old incident. response:	Dark Priestess Tsubaki...
context: Hold on tight, old woman.\Naraku, I found her.\So you're here... Dark Priestess Tsubaki.\What do you want, calling me here?\Do you remember battling a priestess named Kikyo fifty years ago?\You were trying to steal the Sacred Jewel.\Oh... I'm amazed that you know of such an old incident.\Dark Priestess Tsubaki... response:	Would you like to use your evil powers for me?
context: Naraku, I found her.\So you're here... Dark Priestess Tsubaki.\What do you want, calling me here?\Do you remember battling a priestess named Kikyo fifty years ago?\You were trying to steal the Sacred Jewel.\Oh... I'm amazed that you know of such an old incident.\Dark Priestess Tsubaki...\Would you like to use your evil powers for me? response:	Naraku, you say?
context: So you're here... Dark Priestess Tsubaki.\What do you want, calling me here?\Do you remember battling a priestess named Kikyo fifty years ago?\You were trying to steal the Sacred Jewel.\Oh... I'm amazed that you know of such an old incident.\Dark Priestess Tsubaki...\Would you like to use your evil powers for me?\Naraku, you say? response:	How will helping you benefit me?
context: What do you want, calling me here?\Do you remember battling a priestess named Kikyo fifty years ago?\You were trying to steal the Sacred Jewel.\Oh... I'm amazed that you know of such an old incident.\Dark Priestess Tsubaki...\Would you like to use your evil powers for me?\Naraku, you say?\How will helping you benefit me? response:	You shall have the Sacred Jewel.
context: Do you remember battling a priestess named Kikyo fifty years ago?\You were trying to steal the Sacred Jewel.\Oh... I'm amazed that you know of such an old incident.\Dark Priestess Tsubaki...\Would you like to use your evil powers for me?\Naraku, you say?\How will helping you benefit me?\You shall have the Sacred Jewel. response:	What?!
context: You were trying to steal the Sacred Jewel.\Oh... I'm amazed that you know of such an old incident.\Dark Priestess Tsubaki...\Would you like to use your evil powers for me?\Naraku, you say?\How will helping you benefit me?\You shall have the Sacred Jewel.\What?! response:	The Sacred Jewel?
context: Oh... I'm amazed that you know of such an old incident.\Dark Priestess Tsubaki...\Would you like to use your evil powers for me?\Naraku, you say?\How will helping you benefit me?\You shall have the Sacred Jewel.\What?!\The Sacred Jewel? response:	You have it?
context: Dark Priestess Tsubaki...\Would you like to use your evil powers for me?\Naraku, you say?\How will helping you benefit me?\You shall have the Sacred Jewel.\What?!\The Sacred Jewel?\You have it? response:	The old hag transformed herself!
context: Would you like to use your evil powers for me?\Naraku, you say?\How will helping you benefit me?\You shall have the Sacred Jewel.\What?!\The Sacred Jewel?\You have it?\The old hag transformed herself! response:	Watch what you say!
context: Naraku, you say?\How will helping you benefit me?\You shall have the Sacred Jewel.\What?!\The Sacred Jewel?\You have it?\The old hag transformed herself!\Watch what you say! response:	This is my true form!
context: How will helping you benefit me?\You shall have the Sacred Jewel.\What?!\The Sacred Jewel?\You have it?\The old hag transformed herself!\Watch what you say!\This is my true form! response:	This old woman... sold her soul to a demon in order to preserve her youth.
context: You shall have the Sacred Jewel.\What?!\The Sacred Jewel?\You have it?\The old hag transformed herself!\Watch what you say!\This is my true form!\This old woman... sold her soul to a demon in order to preserve her youth. response:	However, the demon didn't have much standing.
context: What?!\The Sacred Jewel?\You have it?\The old hag transformed herself!\Watch what you say!\This is my true form!\This old woman... sold her soul to a demon in order to preserve her youth.\However, the demon didn't have much standing. response:	This woman seeks even more power.
context: The Sacred Jewel?\You have it?\The old hag transformed herself!\Watch what you say!\This is my true form!\This old woman... sold her soul to a demon in order to preserve her youth.\However, the demon didn't have much standing.\This woman seeks even more power. response:	If you really have the Sacred Jewel, let me see it.
context: You have it?\The old hag transformed herself!\Watch what you say!\This is my true form!\This old woman... sold her soul to a demon in order to preserve her youth.\However, the demon didn't have much standing.\This woman seeks even more power.\If you really have the Sacred Jewel, let me see it. response:	What do you desire from the Sacred Jewel?
context: The old hag transformed herself!\Watch what you say!\This is my true form!\This old woman... sold her soul to a demon in order to preserve her youth.\However, the demon didn't have much standing.\This woman seeks even more power.\If you really have the Sacred Jewel, let me see it.\What do you desire from the Sacred Jewel? response:	Eternal youth?
context: Watch what you say!\This is my true form!\This old woman... sold her soul to a demon in order to preserve her youth.\However, the demon didn't have much standing.\This woman seeks even more power.\If you really have the Sacred Jewel, let me see it.\What do you desire from the Sacred Jewel?\Eternal youth? response:	Naraku... Just what do you want with me?
context: This is my true form!\This old woman... sold her soul to a demon in order to preserve her youth.\However, the demon didn't have much standing.\This woman seeks even more power.\If you really have the Sacred Jewel, let me see it.\What do you desire from the Sacred Jewel?\Eternal youth?\Naraku... Just what do you want with me? response:	This one's for Shippo and this is Inuyasha's favorite.
context: This old woman... sold her soul to a demon in order to preserve her youth.\However, the demon didn't have much standing.\This woman seeks even more power.\If you really have the Sacred Jewel, let me see it.\What do you desire from the Sacred Jewel?\Eternal youth?\Naraku... Just what do you want with me?\This one's for Shippo and this is Inuyasha's favorite. response:	Don't only take sweets.
context: However, the demon didn't have much standing.\This woman seeks even more power.\If you really have the Sacred Jewel, let me see it.\What do you desire from the Sacred Jewel?\Eternal youth?\Naraku... Just what do you want with me?\This one's for Shippo and this is Inuyasha's favorite.\Don't only take sweets. response:	Here... How about this?
context: This woman seeks even more power.\If you really have the Sacred Jewel, let me see it.\What do you desire from the Sacred Jewel?\Eternal youth?\Naraku... Just what do you want with me?\This one's for Shippo and this is Inuyasha's favorite.\Don't only take sweets.\Here... How about this? response:	Thanks, Mom!
context: If you really have the Sacred Jewel, let me see it.\What do you desire from the Sacred Jewel?\Eternal youth?\Naraku... Just what do you want with me?\This one's for Shippo and this is Inuyasha's favorite.\Don't only take sweets.\Here... How about this?\Thanks, Mom! response:	I still have lots more.
context: What do you desire from the Sacred Jewel?\Eternal youth?\Naraku... Just what do you want with me?\This one's for Shippo and this is Inuyasha's favorite.\Don't only take sweets.\Here... How about this?\Thanks, Mom!\I still have lots more. response:	Oh, thank you.
context: Eternal youth?\Naraku... Just what do you want with me?\This one's for Shippo and this is Inuyasha's favorite.\Don't only take sweets.\Here... How about this?\Thanks, Mom!\I still have lots more.\Oh, thank you. response:	Kagome! Don't forget the charms and amulets!
context: Naraku... Just what do you want with me?\This one's for Shippo and this is Inuyasha's favorite.\Don't only take sweets.\Here... How about this?\Thanks, Mom!\I still have lots more.\Oh, thank you.\Kagome! Don't forget the charms and amulets! response:	Grandpa, that's okay.
context: This one's for Shippo and this is Inuyasha's favorite.\Don't only take sweets.\Here... How about this?\Thanks, Mom!\I still have lots more.\Oh, thank you.\Kagome! Don't forget the charms and amulets!\Grandpa, that's okay. response:	R-Really?
context: Don't only take sweets.\Here... How about this?\Thanks, Mom!\I still have lots more.\Oh, thank you.\Kagome! Don't forget the charms and amulets!\Grandpa, that's okay.\R-Really? response:	Sis, are you going already?
context: Here... How about this?\Thanks, Mom!\I still have lots more.\Oh, thank you.\Kagome! Don't forget the charms and amulets!\Grandpa, that's okay.\R-Really?\Sis, are you going already? response:	They're waiting.
context: Thanks, Mom!\I still have lots more.\Oh, thank you.\Kagome! Don't forget the charms and amulets!\Grandpa, that's okay.\R-Really?\Sis, are you going already?\They're waiting. response:	You mean, Inuyasha?
context: I still have lots more.\Oh, thank you.\Kagome! Don't forget the charms and amulets!\Grandpa, that's okay.\R-Really?\Sis, are you going already?\They're waiting.\You mean, Inuyasha? response:	No, everyone!
context: Oh, thank you.\Kagome! Don't forget the charms and amulets!\Grandpa, that's okay.\R-Really?\Sis, are you going already?\They're waiting.\You mean, Inuyasha?\No, everyone! response:	I wish I could go back in time, too.
context: Kagome! Don't forget the charms and amulets!\Grandpa, that's okay.\R-Really?\Sis, are you going already?\They're waiting.\You mean, Inuyasha?\No, everyone!\I wish I could go back in time, too. response:	Even if you came, you're such a scaredy cat.
context: Grandpa, that's okay.\R-Really?\Sis, are you going already?\They're waiting.\You mean, Inuyasha?\No, everyone!\I wish I could go back in time, too.\Even if you came, you're such a scaredy cat. response:	You'll want to go home right away.
context: R-Really?\Sis, are you going already?\They're waiting.\You mean, Inuyasha?\No, everyone!\I wish I could go back in time, too.\Even if you came, you're such a scaredy cat.\You'll want to go home right away. response:	She's right. Sota, you're still so young.
context: Sis, are you going already?\They're waiting.\You mean, Inuyasha?\No, everyone!\I wish I could go back in time, too.\Even if you came, you're such a scaredy cat.\You'll want to go home right away.\She's right. Sota, you're still so young. response:	Don't you get scared, Sis?
context: They're waiting.\You mean, Inuyasha?\No, everyone!\I wish I could go back in time, too.\Even if you came, you're such a scaredy cat.\You'll want to go home right away.\She's right. Sota, you're still so young.\Don't you get scared, Sis? response:	I'm sorta used to it now.
context: You mean, Inuyasha?\No, everyone!\I wish I could go back in time, too.\Even if you came, you're such a scaredy cat.\You'll want to go home right away.\She's right. Sota, you're still so young.\Don't you get scared, Sis?\I'm sorta used to it now. response:	So heavy!
context: No, everyone!\I wish I could go back in time, too.\Even if you came, you're such a scaredy cat.\You'll want to go home right away.\She's right. Sota, you're still so young.\Don't you get scared, Sis?\I'm sorta used to it now.\So heavy! response:	Can you carry it, Sis?
context: I wish I could go back in time, too.\Even if you came, you're such a scaredy cat.\You'll want to go home right away.\She's right. Sota, you're still so young.\Don't you get scared, Sis?\I'm sorta used to it now.\So heavy!\Can you carry it, Sis? response:	Can't be helped. I'll leave these.
context: Even if you came, you're such a scaredy cat.\You'll want to go home right away.\She's right. Sota, you're still so young.\Don't you get scared, Sis?\I'm sorta used to it now.\So heavy!\Can you carry it, Sis?\Can't be helped. I'll leave these. response:	Kagome is late! She said she'd be back by dusk!
context: You'll want to go home right away.\She's right. Sota, you're still so young.\Don't you get scared, Sis?\I'm sorta used to it now.\So heavy!\Can you carry it, Sis?\Can't be helped. I'll leave these.\Kagome is late! She said she'd be back by dusk! response:	Kagome is late!
context: She's right. Sota, you're still so young.\Don't you get scared, Sis?\I'm sorta used to it now.\So heavy!\Can you carry it, Sis?\Can't be helped. I'll leave these.\Kagome is late! She said she'd be back by dusk!\Kagome is late! response:	She said she'd be back by dusk.
context: Don't you get scared, Sis?\I'm sorta used to it now.\So heavy!\Can you carry it, Sis?\Can't be helped. I'll leave these.\Kagome is late! She said she'd be back by dusk!\Kagome is late!\She said she'd be back by dusk. response:	What're you doing?!
context: I'm sorta used to it now.\So heavy!\Can you carry it, Sis?\Can't be helped. I'll leave these.\Kagome is late! She said she'd be back by dusk!\Kagome is late!\She said she'd be back by dusk.\What're you doing?! response:	Shaddup!
context: So heavy!\Can you carry it, Sis?\Can't be helped. I'll leave these.\Kagome is late! She said she'd be back by dusk!\Kagome is late!\She said she'd be back by dusk.\What're you doing?!\Shaddup! response:	Hey!
context: Can you carry it, Sis?\Can't be helped. I'll leave these.\Kagome is late! She said she'd be back by dusk!\Kagome is late!\She said she'd be back by dusk.\What're you doing?!\Shaddup!\Hey! response:	What's that?
context: Can't be helped. I'll leave these.\Kagome is late! She said she'd be back by dusk!\Kagome is late!\She said she'd be back by dusk.\What're you doing?!\Shaddup!\Hey!\What's that? response:	You sense it, too, Shippo?
context: Kagome is late! She said she'd be back by dusk!\Kagome is late!\She said she'd be back by dusk.\What're you doing?!\Shaddup!\Hey!\What's that?\You sense it, too, Shippo? response:	I don't know what it is, but...
context: Kagome is late!\She said she'd be back by dusk.\What're you doing?!\Shaddup!\Hey!\What's that?\You sense it, too, Shippo?\I don't know what it is, but... response:	Something stinks!
context: She said she'd be back by dusk.\What're you doing?!\Shaddup!\Hey!\What's that?\You sense it, too, Shippo?\I don't know what it is, but...\Something stinks! response:	This aura...
context: What're you doing?!\Shaddup!\Hey!\What's that?\You sense it, too, Shippo?\I don't know what it is, but...\Something stinks!\This aura... response:	Kaede...
context: Shaddup!\Hey!\What's that?\You sense it, too, Shippo?\I don't know what it is, but...\Something stinks!\This aura...\Kaede... response:	Miroku!
context: Hey!\What's that?\You sense it, too, Shippo?\I don't know what it is, but...\Something stinks!\This aura...\Kaede...\Miroku! response:	You sensed it?
context: What's that?\You sense it, too, Shippo?\I don't know what it is, but...\Something stinks!\This aura...\Kaede...\Miroku!\You sensed it? response:	Yes.
context: You sense it, too, Shippo?\I don't know what it is, but...\Something stinks!\This aura...\Kaede...\Miroku!\You sensed it?\Yes. response:	Evil is lurking.
context: I don't know what it is, but...\Something stinks!\This aura...\Kaede...\Miroku!\You sensed it?\Yes.\Evil is lurking. response:	As though it's crawling over the ground.
context: Something stinks!\This aura...\Kaede...\Miroku!\You sensed it?\Yes.\Evil is lurking.\As though it's crawling over the ground. response:	What could it be?
context: This aura...\Kaede...\Miroku!\You sensed it?\Yes.\Evil is lurking.\As though it's crawling over the ground.\What could it be? response:	I don't know...
context: Kaede...\Miroku!\You sensed it?\Yes.\Evil is lurking.\As though it's crawling over the ground.\What could it be?\I don't know... response:	Here I am!
context: Miroku!\You sensed it?\Yes.\Evil is lurking.\As though it's crawling over the ground.\What could it be?\I don't know...\Here I am! response:	Boy, that was heavy!
context: You sensed it?\Yes.\Evil is lurking.\As though it's crawling over the ground.\What could it be?\I don't know...\Here I am!\Boy, that was heavy! response:	Oww! W-What's?
context: Yes.\Evil is lurking.\As though it's crawling over the ground.\What could it be?\I don't know...\Here I am!\Boy, that was heavy!\Oww! W-What's? response:	I was bitten?
context: Evil is lurking.\As though it's crawling over the ground.\What could it be?\I don't know...\Here I am!\Boy, that was heavy!\Oww! W-What's?\I was bitten? response:	But by what?
context: As though it's crawling over the ground.\What could it be?\I don't know...\Here I am!\Boy, that was heavy!\Oww! W-What's?\I was bitten?\But by what? response:	There's nothing.
context: What could it be?\I don't know...\Here I am!\Boy, that was heavy!\Oww! W-What's?\I was bitten?\But by what?\There's nothing. response:	You're late, Kagome!
context: I don't know...\Here I am!\Boy, that was heavy!\Oww! W-What's?\I was bitten?\But by what?\There's nothing.\You're late, Kagome! response:	Inuyasha!
context: Here I am!\Boy, that was heavy!\Oww! W-What's?\I was bitten?\But by what?\There's nothing.\You're late, Kagome!\Inuyasha! response:	I was bitten... by something.
context: Boy, that was heavy!\Oww! W-What's?\I was bitten?\But by what?\There's nothing.\You're late, Kagome!\Inuyasha!\I was bitten... by something. response:	What?!
context: Oww! W-What's?\I was bitten?\But by what?\There's nothing.\You're late, Kagome!\Inuyasha!\I was bitten... by something.\What?! response:	That's it!
context: I was bitten?\But by what?\There's nothing.\You're late, Kagome!\Inuyasha!\I was bitten... by something.\What?!\That's it! response:	Iron-reaver, Soul-stealer!
context: But by what?\There's nothing.\You're late, Kagome!\Inuyasha!\I was bitten... by something.\What?!\That's it!\Iron-reaver, Soul-stealer! response:	Paper?!
context: There's nothing.\You're late, Kagome!\Inuyasha!\I was bitten... by something.\What?!\That's it!\Iron-reaver, Soul-stealer!\Paper?! response:	Good work.
context: You're late, Kagome!\Inuyasha!\I was bitten... by something.\What?!\That's it!\Iron-reaver, Soul-stealer!\Paper?!\Good work. response:	You have the girl's blood?
context: Inuyasha!\I was bitten... by something.\What?!\That's it!\Iron-reaver, Soul-stealer!\Paper?!\Good work.\You have the girl's blood? response:	Are you done?
context: I was bitten... by something.\What?!\That's it!\Iron-reaver, Soul-stealer!\Paper?!\Good work.\You have the girl's blood?\Are you done? response:	Yes.
