context: Keep quiet! response:	Hands behind your back.
context: Masked men hijack bus headed for international airport\As you can see, everyone is safe.\We can't use the front door.\Everyone, let's head out the back!\I see. The mastermind shows himself.\I would have preferred to stay in my seat.\Hey, what do you think you're\Now, get on your knees and put your hands behind your head. response:	What are you going to do?
context: As you can see, everyone is safe.\We can't use the front door.\Everyone, let's head out the back!\I see. The mastermind shows himself.\I would have preferred to stay in my seat.\Hey, what do you think you're\Now, get on your knees and put your hands behind your head.\What are you going to do? response:	I'll get rid of anyone who interferes.
context: We can't use the front door.\Everyone, let's head out the back!\I see. The mastermind shows himself.\I would have preferred to stay in my seat.\Hey, what do you think you're\Now, get on your knees and put your hands behind your head.\What are you going to do?\I'll get rid of anyone who interferes. response:	Sorry, you're up first.
context: Everyone, let's head out the back!\I see. The mastermind shows himself.\I would have preferred to stay in my seat.\Hey, what do you think you're\Now, get on your knees and put your hands behind your head.\What are you going to do?\I'll get rid of anyone who interferes.\Sorry, you're up first. response:	First?
context: I see. The mastermind shows himself.\I would have preferred to stay in my seat.\Hey, what do you think you're\Now, get on your knees and put your hands behind your head.\What are you going to do?\I'll get rid of anyone who interferes.\Sorry, you're up first.\First? response:	What's wrong?
context: I would have preferred to stay in my seat.\Hey, what do you think you're\Now, get on your knees and put your hands behind your head.\What are you going to do?\I'll get rid of anyone who interferes.\Sorry, you're up first.\First?\What's wrong? response:	Why don't you shoot?
context: Hey, what do you think you're\Now, get on your knees and put your hands behind your head.\What are you going to do?\I'll get rid of anyone who interferes.\Sorry, you're up first.\First?\What's wrong?\Why don't you shoot? response:	Goodbye.
context: Now, get on your knees and put your hands behind your head.\What are you going to do?\I'll get rid of anyone who interferes.\Sorry, you're up first.\First?\What's wrong?\Why don't you shoot?\Goodbye. response:	Are you all right?
context: What are you going to do?\I'll get rid of anyone who interferes.\Sorry, you're up first.\First?\What's wrong?\Why don't you shoot?\Goodbye.\Are you all right? response:	You rescued me?
context: I'll get rid of anyone who interferes.\Sorry, you're up first.\First?\What's wrong?\Why don't you shoot?\Goodbye.\Are you all right?\You rescued me? response:	Huh?! Hey, what's wrong? Get a grip!
context: Sorry, you're up first.\First?\What's wrong?\Why don't you shoot?\Goodbye.\Are you all right?\You rescued me?\Huh?! Hey, what's wrong? Get a grip! response:	Hey!
context: First?\What's wrong?\Why don't you shoot?\Goodbye.\Are you all right?\You rescued me?\Huh?! Hey, what's wrong? Get a grip!\Hey! response:	What happened?!
context: What's wrong?\Why don't you shoot?\Goodbye.\Are you all right?\You rescued me?\Huh?! Hey, what's wrong? Get a grip!\Hey!\What happened?! response:	This is bad! Wake up!
context: Why don't you shoot?\Goodbye.\Are you all right?\You rescued me?\Huh?! Hey, what's wrong? Get a grip!\Hey!\What happened?!\This is bad! Wake up! response:	Punch Line
context: Goodbye.\Are you all right?\You rescued me?\Huh?! Hey, what's wrong? Get a grip!\Hey!\What happened?!\This is bad! Wake up!\Punch Line response:	So, Iridatsu Yu-tan, your soul has left your body.
context: Are you all right?\You rescued me?\Huh?! Hey, what's wrong? Get a grip!\Hey!\What happened?!\This is bad! Wake up!\Punch Line\So, Iridatsu Yu-tan, your soul has left your body. response:	My apartment building?!
context: You rescued me?\Huh?! Hey, what's wrong? Get a grip!\Hey!\What happened?!\This is bad! Wake up!\Punch Line\So, Iridatsu Yu-tan, your soul has left your body.\My apartment building?! response:	Indeed.
context: Huh?! Hey, what's wrong? Get a grip!\Hey!\What happened?!\This is bad! Wake up!\Punch Line\So, Iridatsu Yu-tan, your soul has left your body.\My apartment building?!\Indeed. response:	And why is a cat talking?
context: Hey!\What happened?!\This is bad! Wake up!\Punch Line\So, Iridatsu Yu-tan, your soul has left your body.\My apartment building?!\Indeed.\And why is a cat talking? response:	Now, calm down, Yu-tan.
context: What happened?!\This is bad! Wake up!\Punch Line\So, Iridatsu Yu-tan, your soul has left your body.\My apartment building?!\Indeed.\And why is a cat talking?\Now, calm down, Yu-tan. response:	How do you know me?
context: This is bad! Wake up!\Punch Line\So, Iridatsu Yu-tan, your soul has left your body.\My apartment building?!\Indeed.\And why is a cat talking?\Now, calm down, Yu-tan.\How do you know me? response:	How else?
context: Punch Line\So, Iridatsu Yu-tan, your soul has left your body.\My apartment building?!\Indeed.\And why is a cat talking?\Now, calm down, Yu-tan.\How do you know me?\How else? response:	I-I don't have legs!
context: So, Iridatsu Yu-tan, your soul has left your body.\My apartment building?!\Indeed.\And why is a cat talking?\Now, calm down, Yu-tan.\How do you know me?\How else?\I-I don't have legs! response:	Oh, never mind.
context: My apartment building?!\Indeed.\And why is a cat talking?\Now, calm down, Yu-tan.\How do you know me?\How else?\I-I don't have legs!\Oh, never mind. response:	My name is Chiranosuke.
context: Indeed.\And why is a cat talking?\Now, calm down, Yu-tan.\How do you know me?\How else?\I-I don't have legs!\Oh, never mind.\My name is Chiranosuke. response:	I'm a spirit entity, like you.
context: And why is a cat talking?\Now, calm down, Yu-tan.\How do you know me?\How else?\I-I don't have legs!\Oh, never mind.\My name is Chiranosuke.\I'm a spirit entity, like you. response:	Spirit? Then...
context: Now, calm down, Yu-tan.\How do you know me?\How else?\I-I don't have legs!\Oh, never mind.\My name is Chiranosuke.\I'm a spirit entity, like you.\Spirit? Then... response:	It's okay, don't worry.
context: How do you know me?\How else?\I-I don't have legs!\Oh, never mind.\My name is Chiranosuke.\I'm a spirit entity, like you.\Spirit? Then...\It's okay, don't worry. response:	You haven't died yet.
context: How else?\I-I don't have legs!\Oh, never mind.\My name is Chiranosuke.\I'm a spirit entity, like you.\Spirit? Then...\It's okay, don't worry.\You haven't died yet. response:	Just look at this.
context: I-I don't have legs!\Oh, never mind.\My name is Chiranosuke.\I'm a spirit entity, like you.\Spirit? Then...\It's okay, don't worry.\You haven't died yet.\Just look at this. response:	Hey!
context: Oh, never mind.\My name is Chiranosuke.\I'm a spirit entity, like you.\Spirit? Then...\It's okay, don't worry.\You haven't died yet.\Just look at this.\Hey! response:	That's my room.
context: My name is Chiranosuke.\I'm a spirit entity, like you.\Spirit? Then...\It's okay, don't worry.\You haven't died yet.\Just look at this.\Hey!\That's my room. response:	Room 103.
context: I'm a spirit entity, like you.\Spirit? Then...\It's okay, don't worry.\You haven't died yet.\Just look at this.\Hey!\That's my room.\Room 103. response:	Yeah.
context: Spirit? Then...\It's okay, don't worry.\You haven't died yet.\Just look at this.\Hey!\That's my room.\Room 103.\Yeah. response:	We're in room 203, so that's the room right beneath us.
context: It's okay, don't worry.\You haven't died yet.\Just look at this.\Hey!\That's my room.\Room 103.\Yeah.\We're in room 203, so that's the room right beneath us. response:	Wait, there's someone there.
context: You haven't died yet.\Just look at this.\Hey!\That's my room.\Room 103.\Yeah.\We're in room 203, so that's the room right beneath us.\Wait, there's someone there. response:	Let's change angles.
context: Just look at this.\Hey!\That's my room.\Room 103.\Yeah.\We're in room 203, so that's the room right beneath us.\Wait, there's someone there.\Let's change angles. response:	It's me.
context: Hey!\That's my room.\Room 103.\Yeah.\We're in room 203, so that's the room right beneath us.\Wait, there's someone there.\Let's change angles.\It's me. response:	I'm in the video.
context: That's my room.\Room 103.\Yeah.\We're in room 203, so that's the room right beneath us.\Wait, there's someone there.\Let's change angles.\It's me.\I'm in the video. response:	Oh, just so you know, this is Nico Live.
context: Room 103.\Yeah.\We're in room 203, so that's the room right beneath us.\Wait, there's someone there.\Let's change angles.\It's me.\I'm in the video.\Oh, just so you know, this is Nico Live. response:	A Laid-back, Leisurely Broadcast 1
context: Yeah.\We're in room 203, so that's the room right beneath us.\Wait, there's someone there.\Let's change angles.\It's me.\I'm in the video.\Oh, just so you know, this is Nico Live.\A Laid-back, Leisurely Broadcast 1 response:	Current Viewers
context: We're in room 203, so that's the room right beneath us.\Wait, there's someone there.\Let's change angles.\It's me.\I'm in the video.\Oh, just so you know, this is Nico Live.\A Laid-back, Leisurely Broadcast 1\Current Viewers response:	It's a Niconico Live video.
context: Wait, there's someone there.\Let's change angles.\It's me.\I'm in the video.\Oh, just so you know, this is Nico Live.\A Laid-back, Leisurely Broadcast 1\Current Viewers\It's a Niconico Live video. response:	It's live, so obviously, it's real-time.
context: Let's change angles.\It's me.\I'm in the video.\Oh, just so you know, this is Nico Live.\A Laid-back, Leisurely Broadcast 1\Current Viewers\It's a Niconico Live video.\It's live, so obviously, it's real-time. response:	What the hell is this?
context: It's me.\I'm in the video.\Oh, just so you know, this is Nico Live.\A Laid-back, Leisurely Broadcast 1\Current Viewers\It's a Niconico Live video.\It's live, so obviously, it's real-time.\What the hell is this? response:	How do I stop?!
context: I'm in the video.\Oh, just so you know, this is Nico Live.\A Laid-back, Leisurely Broadcast 1\Current Viewers\It's a Niconico Live video.\It's live, so obviously, it's real-time.\What the hell is this?\How do I stop?! response:	I stopped.
context: Oh, just so you know, this is Nico Live.\A Laid-back, Leisurely Broadcast 1\Current Viewers\It's a Niconico Live video.\It's live, so obviously, it's real-time.\What the hell is this?\How do I stop?!\I stopped. response:	All right...
context: A Laid-back, Leisurely Broadcast 1\Current Viewers\It's a Niconico Live video.\It's live, so obviously, it's real-time.\What the hell is this?\How do I stop?!\I stopped.\All right... response:	Here I go!
context: Current Viewers\It's a Niconico Live video.\It's live, so obviously, it's real-time.\What the hell is this?\How do I stop?!\I stopped.\All right...\Here I go! response:	What is this?
context: It's a Niconico Live video.\It's live, so obviously, it's real-time.\What the hell is this?\How do I stop?!\I stopped.\All right...\Here I go!\What is this? response:	It's a barrier.
context: It's live, so obviously, it's real-time.\What the hell is this?\How do I stop?!\I stopped.\All right...\Here I go!\What is this?\It's a barrier. response:	There are talismans all around the room to ward off evil.
context: What the hell is this?\How do I stop?!\I stopped.\All right...\Here I go!\What is this?\It's a barrier.\There are talismans all around the room to ward off evil. response:	Who put these here?!
context: How do I stop?!\I stopped.\All right...\Here I go!\What is this?\It's a barrier.\There are talismans all around the room to ward off evil.\Who put these here?! response:	Whoever is possessing your body.
context: I stopped.\All right...\Here I go!\What is this?\It's a barrier.\There are talismans all around the room to ward off evil.\Who put these here?!\Whoever is possessing your body. response:	You didn't just leave your body.
context: All right...\Here I go!\What is this?\It's a barrier.\There are talismans all around the room to ward off evil.\Who put these here?!\Whoever is possessing your body.\You didn't just leave your body. response:	A spirit entity took over your body.
context: Here I go!\What is this?\It's a barrier.\There are talismans all around the room to ward off evil.\Who put these here?!\Whoever is possessing your body.\You didn't just leave your body.\A spirit entity took over your body. response:	It possessed you.
context: What is this?\It's a barrier.\There are talismans all around the room to ward off evil.\Who put these here?!\Whoever is possessing your body.\You didn't just leave your body.\A spirit entity took over your body.\It possessed you. response:	As a result, your spirit got kicked out.
context: It's a barrier.\There are talismans all around the room to ward off evil.\Who put these here?!\Whoever is possessing your body.\You didn't just leave your body.\A spirit entity took over your body.\It possessed you.\As a result, your spirit got kicked out. response:	Who, exactly?
context: There are talismans all around the room to ward off evil.\Who put these here?!\Whoever is possessing your body.\You didn't just leave your body.\A spirit entity took over your body.\It possessed you.\As a result, your spirit got kicked out.\Who, exactly? response:	Sake?!
context: Who put these here?!\Whoever is possessing your body.\You didn't just leave your body.\A spirit entity took over your body.\It possessed you.\As a result, your spirit got kicked out.\Who, exactly?\Sake?! response:	I'm getting sick of explaining.
context: Whoever is possessing your body.\You didn't just leave your body.\A spirit entity took over your body.\It possessed you.\As a result, your spirit got kicked out.\Who, exactly?\Sake?!\I'm getting sick of explaining. response:	Just go find the Nandala Gandala.
context: You didn't just leave your body.\A spirit entity took over your body.\It possessed you.\As a result, your spirit got kicked out.\Who, exactly?\Sake?!\I'm getting sick of explaining.\Just go find the Nandala Gandala. response:	What the hell is that?
context: A spirit entity took over your body.\It possessed you.\As a result, your spirit got kicked out.\Who, exactly?\Sake?!\I'm getting sick of explaining.\Just go find the Nandala Gandala.\What the hell is that? response:	Huh? You really don't know?
context: It possessed you.\As a result, your spirit got kicked out.\Who, exactly?\Sake?!\I'm getting sick of explaining.\Just go find the Nandala Gandala.\What the hell is that?\Huh? You really don't know? response:	The Nandala Gandala is a sacred book of ancient India.
context: As a result, your spirit got kicked out.\Who, exactly?\Sake?!\I'm getting sick of explaining.\Just go find the Nandala Gandala.\What the hell is that?\Huh? You really don't know?\The Nandala Gandala is a sacred book of ancient India. response:	It's said that inside, there's a secret ritual to take back a possessed body.
context: Who, exactly?\Sake?!\I'm getting sick of explaining.\Just go find the Nandala Gandala.\What the hell is that?\Huh? You really don't know?\The Nandala Gandala is a sacred book of ancient India.\It's said that inside, there's a secret ritual to take back a possessed body. response:	A secret ritual?
context: Sake?!\I'm getting sick of explaining.\Just go find the Nandala Gandala.\What the hell is that?\Huh? You really don't know?\The Nandala Gandala is a sacred book of ancient India.\It's said that inside, there's a secret ritual to take back a possessed body.\A secret ritual? response:	Where the heck would I find such a thing?
context: I'm getting sick of explaining.\Just go find the Nandala Gandala.\What the hell is that?\Huh? You really don't know?\The Nandala Gandala is a sacred book of ancient India.\It's said that inside, there's a secret ritual to take back a possessed body.\A secret ritual?\Where the heck would I find such a thing? response:	Actually, it's here.
context: Just go find the Nandala Gandala.\What the hell is that?\Huh? You really don't know?\The Nandala Gandala is a sacred book of ancient India.\It's said that inside, there's a secret ritual to take back a possessed body.\A secret ritual?\Where the heck would I find such a thing?\Actually, it's here. response:	In someone's room here at Korai House.
context: What the hell is that?\Huh? You really don't know?\The Nandala Gandala is a sacred book of ancient India.\It's said that inside, there's a secret ritual to take back a possessed body.\A secret ritual?\Where the heck would I find such a thing?\Actually, it's here.\In someone's room here at Korai House. response:	What? Who's?
context: Huh? You really don't know?\The Nandala Gandala is a sacred book of ancient India.\It's said that inside, there's a secret ritual to take back a possessed body.\A secret ritual?\Where the heck would I find such a thing?\Actually, it's here.\In someone's room here at Korai House.\What? Who's? response:	I don't know.
context: The Nandala Gandala is a sacred book of ancient India.\It's said that inside, there's a secret ritual to take back a possessed body.\A secret ritual?\Where the heck would I find such a thing?\Actually, it's here.\In someone's room here at Korai House.\What? Who's?\I don't know. response:	Well, good luck!
context: It's said that inside, there's a secret ritual to take back a possessed body.\A secret ritual?\Where the heck would I find such a thing?\Actually, it's here.\In someone's room here at Korai House.\What? Who's?\I don't know.\Well, good luck! response:	Hey, wait!
context: A secret ritual?\Where the heck would I find such a thing?\Actually, it's here.\In someone's room here at Korai House.\What? Who's?\I don't know.\Well, good luck!\Hey, wait! response:	What's with him?
context: Where the heck would I find such a thing?\Actually, it's here.\In someone's room here at Korai House.\What? Who's?\I don't know.\Well, good luck!\Hey, wait!\What's with him? response:	Nandala Gandala?
context: Actually, it's here.\In someone's room here at Korai House.\What? Who's?\I don't know.\Well, good luck!\Hey, wait!\What's with him?\Nandala Gandala? response:	Well, it sounds sketchy, but I guess I have to go look for it.
context: In someone's room here at Korai House.\What? Who's?\I don't know.\Well, good luck!\Hey, wait!\What's with him?\Nandala Gandala?\Well, it sounds sketchy, but I guess I have to go look for it. response:	The most suspicious room would be...
context: What? Who's?\I don't know.\Well, good luck!\Hey, wait!\What's with him?\Nandala Gandala?\Well, it sounds sketchy, but I guess I have to go look for it.\The most suspicious room would be... response:	Sorry, Ito, I'm coming in.
context: I don't know.\Well, good luck!\Hey, wait!\What's with him?\Nandala Gandala?\Well, it sounds sketchy, but I guess I have to go look for it.\The most suspicious room would be...\Sorry, Ito, I'm coming in. response:	Ito's not here, huh?
context: Well, good luck!\Hey, wait!\What's with him?\Nandala Gandala?\Well, it sounds sketchy, but I guess I have to go look for it.\The most suspicious room would be...\Sorry, Ito, I'm coming in.\Ito's not here, huh? response:	Man, this room's always so messy.
context: Hey, wait!\What's with him?\Nandala Gandala?\Well, it sounds sketchy, but I guess I have to go look for it.\The most suspicious room would be...\Sorry, Ito, I'm coming in.\Ito's not here, huh?\Man, this room's always so messy. response:	I thought if it was anywhere, it'd be in Ito's room.
context: What's with him?\Nandala Gandala?\Well, it sounds sketchy, but I guess I have to go look for it.\The most suspicious room would be...\Sorry, Ito, I'm coming in.\Ito's not here, huh?\Man, this room's always so messy.\I thought if it was anywhere, it'd be in Ito's room. response:	You can easily imagine the damage that will be caused if we...
context: Nandala Gandala?\Well, it sounds sketchy, but I guess I have to go look for it.\The most suspicious room would be...\Sorry, Ito, I'm coming in.\Ito's not here, huh?\Man, this room's always so messy.\I thought if it was anywhere, it'd be in Ito's room.\You can easily imagine the damage that will be caused if we... response:	This is the hijacking.
context: Well, it sounds sketchy, but I guess I have to go look for it.\The most suspicious room would be...\Sorry, Ito, I'm coming in.\Ito's not here, huh?\Man, this room's always so messy.\I thought if it was anywhere, it'd be in Ito's room.\You can easily imagine the damage that will be caused if we...\This is the hijacking. response:	Ito...
context: The most suspicious room would be...\Sorry, Ito, I'm coming in.\Ito's not here, huh?\Man, this room's always so messy.\I thought if it was anywhere, it'd be in Ito's room.\You can easily imagine the damage that will be caused if we...\This is the hijacking.\Ito... response:	Oh, yeah, I have to grab some more shampoo.
context: Sorry, Ito, I'm coming in.\Ito's not here, huh?\Man, this room's always so messy.\I thought if it was anywhere, it'd be in Ito's room.\You can easily imagine the damage that will be caused if we...\This is the hijacking.\Ito...\Oh, yeah, I have to grab some more shampoo. response:	Room 102: Hikiotani Ito
context: Ito's not here, huh?\Man, this room's always so messy.\I thought if it was anywhere, it'd be in Ito's room.\You can easily imagine the damage that will be caused if we...\This is the hijacking.\Ito...\Oh, yeah, I have to grab some more shampoo.\Room 102: Hikiotani Ito response:	Ito, I didn't mean to!
context: Man, this room's always so messy.\I thought if it was anywhere, it'd be in Ito's room.\You can easily imagine the damage that will be caused if we...\This is the hijacking.\Ito...\Oh, yeah, I have to grab some more shampoo.\Room 102: Hikiotani Ito\Ito, I didn't mean to! response:	Sorry!
context: I thought if it was anywhere, it'd be in Ito's room.\You can easily imagine the damage that will be caused if we...\This is the hijacking.\Ito...\Oh, yeah, I have to grab some more shampoo.\Room 102: Hikiotani Ito\Ito, I didn't mean to!\Sorry! response:	What the hell just happened?
