context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: Horo...\I just wanted to hasten our plans,\so that you and I could return to traveling without cares.\That's why I didn't fight with those arrogant youngsters,\and settled it by mature means.\Don't tell me... right before them, you...\Don't say it!\That's fine, it was something that I decided on. response:	But this is my repayment?
context: I just wanted to hasten our plans,\so that you and I could return to traveling without cares.\That's why I didn't fight with those arrogant youngsters,\and settled it by mature means.\Don't tell me... right before them, you...\Don't say it!\That's fine, it was something that I decided on.\But this is my repayment? response:	With your pathetic state,
context: so that you and I could return to traveling without cares.\That's why I didn't fight with those arrogant youngsters,\and settled it by mature means.\Don't tell me... right before them, you...\Don't say it!\That's fine, it was something that I decided on.\But this is my repayment?\With your pathetic state, response:	I just can't stand it!
context: That's why I didn't fight with those arrogant youngsters,\and settled it by mature means.\Don't tell me... right before them, you...\Don't say it!\That's fine, it was something that I decided on.\But this is my repayment?\With your pathetic state,\I just can't stand it! response:	Let us go immediately to that Remerio man's place,
context: and settled it by mature means.\Don't tell me... right before them, you...\Don't say it!\That's fine, it was something that I decided on.\But this is my repayment?\With your pathetic state,\I just can't stand it!\Let us go immediately to that Remerio man's place, response:	and make him pay.
context: Don't tell me... right before them, you...\Don't say it!\That's fine, it was something that I decided on.\But this is my repayment?\With your pathetic state,\I just can't stand it!\Let us go immediately to that Remerio man's place,\and make him pay. response:	H-Hold on, first we have to deal with Liebert!
context: Don't say it!\That's fine, it was something that I decided on.\But this is my repayment?\With your pathetic state,\I just can't stand it!\Let us go immediately to that Remerio man's place,\and make him pay.\H-Hold on, first we have to deal with Liebert! response:	And as fast as possible!
context: That's fine, it was something that I decided on.\But this is my repayment?\With your pathetic state,\I just can't stand it!\Let us go immediately to that Remerio man's place,\and make him pay.\H-Hold on, first we have to deal with Liebert!\And as fast as possible! response:	If you have a satisfying reason, then tell me.
context: But this is my repayment?\With your pathetic state,\I just can't stand it!\Let us go immediately to that Remerio man's place,\and make him pay.\H-Hold on, first we have to deal with Liebert!\And as fast as possible!\If you have a satisfying reason, then tell me. response:	They're planning to kill Nora.
context: With your pathetic state,\I just can't stand it!\Let us go immediately to that Remerio man's place,\and make him pay.\H-Hold on, first we have to deal with Liebert!\And as fast as possible!\If you have a satisfying reason, then tell me.\They're planning to kill Nora. response:	She has her partner, I'm sure she'll be fine.
context: I just can't stand it!\Let us go immediately to that Remerio man's place,\and make him pay.\H-Hold on, first we have to deal with Liebert!\And as fast as possible!\If you have a satisfying reason, then tell me.\They're planning to kill Nora.\She has her partner, I'm sure she'll be fine. response:	She does, but there's a limit to how reckless they can be!
context: Let us go immediately to that Remerio man's place,\and make him pay.\H-Hold on, first we have to deal with Liebert!\And as fast as possible!\If you have a satisfying reason, then tell me.\They're planning to kill Nora.\She has her partner, I'm sure she'll be fine.\She does, but there's a limit to how reckless they can be! response:	If it were you...
context: and make him pay.\H-Hold on, first we have to deal with Liebert!\And as fast as possible!\If you have a satisfying reason, then tell me.\They're planning to kill Nora.\She has her partner, I'm sure she'll be fine.\She does, but there's a limit to how reckless they can be!\If it were you... response:	What if it were me?
context: H-Hold on, first we have to deal with Liebert!\And as fast as possible!\If you have a satisfying reason, then tell me.\They're planning to kill Nora.\She has her partner, I'm sure she'll be fine.\She does, but there's a limit to how reckless they can be!\If it were you...\What if it were me? response:	If it were you, you could take care of a hundred armed men with ease!
context: And as fast as possible!\If you have a satisfying reason, then tell me.\They're planning to kill Nora.\She has her partner, I'm sure she'll be fine.\She does, but there's a limit to how reckless they can be!\If it were you...\What if it were me?\If it were you, you could take care of a hundred armed men with ease! response:	But I'd be a wolf during that time!
context: If you have a satisfying reason, then tell me.\They're planning to kill Nora.\She has her partner, I'm sure she'll be fine.\She does, but there's a limit to how reckless they can be!\If it were you...\What if it were me?\If it were you, you could take care of a hundred armed men with ease!\But I'd be a wolf during that time! response:	And that girl is a shepherd!
context: They're planning to kill Nora.\She has her partner, I'm sure she'll be fine.\She does, but there's a limit to how reckless they can be!\If it were you...\What if it were me?\If it were you, you could take care of a hundred armed men with ease!\But I'd be a wolf during that time!\And that girl is a shepherd! response:	Even so, could you do it?
context: She has her partner, I'm sure she'll be fine.\She does, but there's a limit to how reckless they can be!\If it were you...\What if it were me?\If it were you, you could take care of a hundred armed men with ease!\But I'd be a wolf during that time!\And that girl is a shepherd!\Even so, could you do it? response:	I can't just abandon them, knowing that they'll be killed unjustly!
context: She does, but there's a limit to how reckless they can be!\If it were you...\What if it were me?\If it were you, you could take care of a hundred armed men with ease!\But I'd be a wolf during that time!\And that girl is a shepherd!\Even so, could you do it?\I can't just abandon them, knowing that they'll be killed unjustly! response:	Of course I'll pay you back.
context: If it were you...\What if it were me?\If it were you, you could take care of a hundred armed men with ease!\But I'd be a wolf during that time!\And that girl is a shepherd!\Even so, could you do it?\I can't just abandon them, knowing that they'll be killed unjustly!\Of course I'll pay you back. response:	How?
context: What if it were me?\If it were you, you could take care of a hundred armed men with ease!\But I'd be a wolf during that time!\And that girl is a shepherd!\Even so, could you do it?\I can't just abandon them, knowing that they'll be killed unjustly!\Of course I'll pay you back.\How? response:	If you can save Nora's life, I will pay you back to the best of your expectations.
context: If it were you, you could take care of a hundred armed men with ease!\But I'd be a wolf during that time!\And that girl is a shepherd!\Even so, could you do it?\I can't just abandon them, knowing that they'll be killed unjustly!\Of course I'll pay you back.\How?\If you can save Nora's life, I will pay you back to the best of your expectations. response:	Please.
context: But I'd be a wolf during that time!\And that girl is a shepherd!\Even so, could you do it?\I can't just abandon them, knowing that they'll be killed unjustly!\Of course I'll pay you back.\How?\If you can save Nora's life, I will pay you back to the best of your expectations.\Please. response:	I only have you!
context: And that girl is a shepherd!\Even so, could you do it?\I can't just abandon them, knowing that they'll be killed unjustly!\Of course I'll pay you back.\How?\If you can save Nora's life, I will pay you back to the best of your expectations.\Please.\I only have you! response:	Horo!
context: Even so, could you do it?\I can't just abandon them, knowing that they'll be killed unjustly!\Of course I'll pay you back.\How?\If you can save Nora's life, I will pay you back to the best of your expectations.\Please.\I only have you!\Horo! response:	Taking off my clothes would be better, right?
context: I can't just abandon them, knowing that they'll be killed unjustly!\Of course I'll pay you back.\How?\If you can save Nora's life, I will pay you back to the best of your expectations.\Please.\I only have you!\Horo!\Taking off my clothes would be better, right? response:	It'll be troublesome to prepare new ones for me.
context: Of course I'll pay you back.\How?\If you can save Nora's life, I will pay you back to the best of your expectations.\Please.\I only have you!\Horo!\Taking off my clothes would be better, right?\It'll be troublesome to prepare new ones for me. response:	So you'll do it?
context: How?\If you can save Nora's life, I will pay you back to the best of your expectations.\Please.\I only have you!\Horo!\Taking off my clothes would be better, right?\It'll be troublesome to prepare new ones for me.\So you'll do it? response:	Under one condition, though.
context: If you can save Nora's life, I will pay you back to the best of your expectations.\Please.\I only have you!\Horo!\Taking off my clothes would be better, right?\It'll be troublesome to prepare new ones for me.\So you'll do it?\Under one condition, though. response:	No matter who it may be,
context: Please.\I only have you!\Horo!\Taking off my clothes would be better, right?\It'll be troublesome to prepare new ones for me.\So you'll do it?\Under one condition, though.\No matter who it may be, response:	I cannot guarantee their lives if they test my temper.
context: I only have you!\Horo!\Taking off my clothes would be better, right?\It'll be troublesome to prepare new ones for me.\So you'll do it?\Under one condition, though.\No matter who it may be,\I cannot guarantee their lives if they test my temper. response:	Will you acknowledge that?
context: Horo!\Taking off my clothes would be better, right?\It'll be troublesome to prepare new ones for me.\So you'll do it?\Under one condition, though.\No matter who it may be,\I cannot guarantee their lives if they test my temper.\Will you acknowledge that? response:	That's fine.
context: Taking off my clothes would be better, right?\It'll be troublesome to prepare new ones for me.\So you'll do it?\Under one condition, though.\No matter who it may be,\I cannot guarantee their lives if they test my temper.\Will you acknowledge that?\That's fine. response:	But I believe you.
context: It'll be troublesome to prepare new ones for me.\So you'll do it?\Under one condition, though.\No matter who it may be,\I cannot guarantee their lives if they test my temper.\Will you acknowledge that?\That's fine.\But I believe you. response:	You've become a smooth talker.
context: So you'll do it?\Under one condition, though.\No matter who it may be,\I cannot guarantee their lives if they test my temper.\Will you acknowledge that?\That's fine.\But I believe you.\You've become a smooth talker. response:	Geez...
context: Under one condition, though.\No matter who it may be,\I cannot guarantee their lives if they test my temper.\Will you acknowledge that?\That's fine.\But I believe you.\You've become a smooth talker.\Geez... response:	What a troublesome traveling companion.
context: No matter who it may be,\I cannot guarantee their lives if they test my temper.\Will you acknowledge that?\That's fine.\But I believe you.\You've become a smooth talker.\Geez...\What a troublesome traveling companion. response:	Do you have anything to say?
context: I cannot guarantee their lives if they test my temper.\Will you acknowledge that?\That's fine.\But I believe you.\You've become a smooth talker.\Geez...\What a troublesome traveling companion.\Do you have anything to say? response:	Yeah.
context: Will you acknowledge that?\That's fine.\But I believe you.\You've become a smooth talker.\Geez...\What a troublesome traveling companion.\Do you have anything to say?\Yeah. response:	You have a magnificent tail!
context: That's fine.\But I believe you.\You've become a smooth talker.\Geez...\What a troublesome traveling companion.\Do you have anything to say?\Yeah.\You have a magnificent tail! response:	That was somewhat monotonous, but very well.
context: But I believe you.\You've become a smooth talker.\Geez...\What a troublesome traveling companion.\Do you have anything to say?\Yeah.\You have a magnificent tail!\That was somewhat monotonous, but very well. response:	Now, could you close your eyes for a bit?
context: You've become a smooth talker.\Geez...\What a troublesome traveling companion.\Do you have anything to say?\Yeah.\You have a magnificent tail!\That was somewhat monotonous, but very well.\Now, could you close your eyes for a bit? response:	Come, get on.
context: Geez...\What a troublesome traveling companion.\Do you have anything to say?\Yeah.\You have a magnificent tail!\That was somewhat monotonous, but very well.\Now, could you close your eyes for a bit?\Come, get on. response:	You don't need to mind me.
context: What a troublesome traveling companion.\Do you have anything to say?\Yeah.\You have a magnificent tail!\That was somewhat monotonous, but very well.\Now, could you close your eyes for a bit?\Come, get on.\You don't need to mind me. response:	If you fall, you'll be riding in my mouth!
context: Do you have anything to say?\Yeah.\You have a magnificent tail!\That was somewhat monotonous, but very well.\Now, could you close your eyes for a bit?\Come, get on.\You don't need to mind me.\If you fall, you'll be riding in my mouth! response:	I won't let go even if I die-
context: Yeah.\You have a magnificent tail!\That was somewhat monotonous, but very well.\Now, could you close your eyes for a bit?\Come, get on.\You don't need to mind me.\If you fall, you'll be riding in my mouth!\I won't let go even if I die- response:	Hey.
context: You have a magnificent tail!\That was somewhat monotonous, but very well.\Now, could you close your eyes for a bit?\Come, get on.\You don't need to mind me.\If you fall, you'll be riding in my mouth!\I won't let go even if I die-\Hey. response:	What is it?
context: That was somewhat monotonous, but very well.\Now, could you close your eyes for a bit?\Come, get on.\You don't need to mind me.\If you fall, you'll be riding in my mouth!\I won't let go even if I die-\Hey.\What is it? response:	I, um...
context: Now, could you close your eyes for a bit?\Come, get on.\You don't need to mind me.\If you fall, you'll be riding in my mouth!\I won't let go even if I die-\Hey.\What is it?\I, um... response:	I actually really hate shepherds!
context: Come, get on.\You don't need to mind me.\If you fall, you'll be riding in my mouth!\I won't let go even if I die-\Hey.\What is it?\I, um...\I actually really hate shepherds! response:	Hearing that relieves me.
context: You don't need to mind me.\If you fall, you'll be riding in my mouth!\I won't let go even if I die-\Hey.\What is it?\I, um...\I actually really hate shepherds!\Hearing that relieves me. response:	Whether this job fails or succeeds, Nora will stop being a shepherd.
context: If you fall, you'll be riding in my mouth!\I won't let go even if I die-\Hey.\What is it?\I, um...\I actually really hate shepherds!\Hearing that relieves me.\Whether this job fails or succeeds, Nora will stop being a shepherd. response:	I've decided on what I want!
context: I won't let go even if I die-\Hey.\What is it?\I, um...\I actually really hate shepherds!\Hearing that relieves me.\Whether this job fails or succeeds, Nora will stop being a shepherd.\I've decided on what I want! response:	What is it?
context: Hey.\What is it?\I, um...\I actually really hate shepherds!\Hearing that relieves me.\Whether this job fails or succeeds, Nora will stop being a shepherd.\I've decided on what I want!\What is it? response:	The best honey peaches there are!
context: What is it?\I, um...\I actually really hate shepherds!\Hearing that relieves me.\Whether this job fails or succeeds, Nora will stop being a shepherd.\I've decided on what I want!\What is it?\The best honey peaches there are! response:	Be gentle the-
context: I, um...\I actually really hate shepherds!\Hearing that relieves me.\Whether this job fails or succeeds, Nora will stop being a shepherd.\I've decided on what I want!\What is it?\The best honey peaches there are!\Be gentle the- response:	Eh? Lawrence and Horo have?
context: I actually really hate shepherds!\Hearing that relieves me.\Whether this job fails or succeeds, Nora will stop being a shepherd.\I've decided on what I want!\What is it?\The best honey peaches there are!\Be gentle the-\Eh? Lawrence and Horo have? response:	By the time we found them, we could barely tell it was them.
context: Hearing that relieves me.\Whether this job fails or succeeds, Nora will stop being a shepherd.\I've decided on what I want!\What is it?\The best honey peaches there are!\Be gentle the-\Eh? Lawrence and Horo have?\By the time we found them, we could barely tell it was them. response:	The two were piled together.
context: Whether this job fails or succeeds, Nora will stop being a shepherd.\I've decided on what I want!\What is it?\The best honey peaches there are!\Be gentle the-\Eh? Lawrence and Horo have?\By the time we found them, we could barely tell it was them.\The two were piled together. response:	Nora!
context: I've decided on what I want!\What is it?\The best honey peaches there are!\Be gentle the-\Eh? Lawrence and Horo have?\By the time we found them, we could barely tell it was them.\The two were piled together.\Nora! response:	S-Sorry.
context: What is it?\The best honey peaches there are!\Be gentle the-\Eh? Lawrence and Horo have?\By the time we found them, we could barely tell it was them.\The two were piled together.\Nora!\S-Sorry. response:	I'm fine.
context: The best honey peaches there are!\Be gentle the-\Eh? Lawrence and Horo have?\By the time we found them, we could barely tell it was them.\The two were piled together.\Nora!\S-Sorry.\I'm fine. response:	No, it's really unfortunate.
context: Be gentle the-\Eh? Lawrence and Horo have?\By the time we found them, we could barely tell it was them.\The two were piled together.\Nora!\S-Sorry.\I'm fine.\No, it's really unfortunate. response:	We survivors should continue and do our best.
context: Eh? Lawrence and Horo have?\By the time we found them, we could barely tell it was them.\The two were piled together.\Nora!\S-Sorry.\I'm fine.\No, it's really unfortunate.\We survivors should continue and do our best. response:	Are you ready?
context: By the time we found them, we could barely tell it was them.\The two were piled together.\Nora!\S-Sorry.\I'm fine.\No, it's really unfortunate.\We survivors should continue and do our best.\Are you ready? response:	Yeah.
context: The two were piled together.\Nora!\S-Sorry.\I'm fine.\No, it's really unfortunate.\We survivors should continue and do our best.\Are you ready?\Yeah. response:	They're right over there.
context: Nora!\S-Sorry.\I'm fine.\No, it's really unfortunate.\We survivors should continue and do our best.\Are you ready?\Yeah.\They're right over there. response:	We caught up to them already?
context: S-Sorry.\I'm fine.\No, it's really unfortunate.\We survivors should continue and do our best.\Are you ready?\Yeah.\They're right over there.\We caught up to them already? response:	Yes.
context: I'm fine.\No, it's really unfortunate.\We survivors should continue and do our best.\Are you ready?\Yeah.\They're right over there.\We caught up to them already?\Yes. response:	I don't see anyone, though.
context: No, it's really unfortunate.\We survivors should continue and do our best.\Are you ready?\Yeah.\They're right over there.\We caught up to them already?\Yes.\I don't see anyone, though. response:	They're quite well armed.
context: We survivors should continue and do our best.\Are you ready?\Yeah.\They're right over there.\We caught up to them already?\Yes.\I don't see anyone, though.\They're quite well armed. response:	There are about twenty of them.
context: Are you ready?\Yeah.\They're right over there.\We caught up to them already?\Yes.\I don't see anyone, though.\They're quite well armed.\There are about twenty of them. response:	That many?
context: Yeah.\They're right over there.\We caught up to them already?\Yes.\I don't see anyone, though.\They're quite well armed.\There are about twenty of them.\That many? response:	Anyway, just leave it to me!
context: They're right over there.\We caught up to them already?\Yes.\I don't see anyone, though.\They're quite well armed.\There are about twenty of them.\That many?\Anyway, just leave it to me! response:	Once I jump over them, I'll back away.
context: We caught up to them already?\Yes.\I don't see anyone, though.\They're quite well armed.\There are about twenty of them.\That many?\Anyway, just leave it to me!\Once I jump over them, I'll back away. response:	When I do, you jump off.
context: Yes.\I don't see anyone, though.\They're quite well armed.\There are about twenty of them.\That many?\Anyway, just leave it to me!\Once I jump over them, I'll back away.\When I do, you jump off. response:	Don't get close!
context: I don't see anyone, though.\They're quite well armed.\There are about twenty of them.\That many?\Anyway, just leave it to me!\Once I jump over them, I'll back away.\When I do, you jump off.\Don't get close! response:	Protect the shepherd and sheep!
context: They're quite well armed.\There are about twenty of them.\That many?\Anyway, just leave it to me!\Once I jump over them, I'll back away.\When I do, you jump off.\Don't get close!\Protect the shepherd and sheep! response:	Nora!
context: There are about twenty of them.\That many?\Anyway, just leave it to me!\Once I jump over them, I'll back away.\When I do, you jump off.\Don't get close!\Protect the shepherd and sheep!\Nora! response:	So you're safe!
context: That many?\Anyway, just leave it to me!\Once I jump over them, I'll back away.\When I do, you jump off.\Don't get close!\Protect the shepherd and sheep!\Nora!\So you're safe! response:	Take the shepherd and run away!
context: Anyway, just leave it to me!\Once I jump over them, I'll back away.\When I do, you jump off.\Don't get close!\Protect the shepherd and sheep!\Nora!\So you're safe!\Take the shepherd and run away! response:	Run!
context: Once I jump over them, I'll back away.\When I do, you jump off.\Don't get close!\Protect the shepherd and sheep!\Nora!\So you're safe!\Take the shepherd and run away!\Run! response:	Shepherd!
context: When I do, you jump off.\Don't get close!\Protect the shepherd and sheep!\Nora!\So you're safe!\Take the shepherd and run away!\Run!\Shepherd! response:	Protect me!
context: Don't get close!\Protect the shepherd and sheep!\Nora!\So you're safe!\Take the shepherd and run away!\Run!\Shepherd!\Protect me! response:	Enik.
context: Protect the shepherd and sheep!\Nora!\So you're safe!\Take the shepherd and run away!\Run!\Shepherd!\Protect me!\Enik. response:	Oh no...
context: Nora!\So you're safe!\Take the shepherd and run away!\Run!\Shepherd!\Protect me!\Enik.\Oh no... response:	Horo is serious!
context: So you're safe!\Take the shepherd and run away!\Run!\Shepherd!\Protect me!\Enik.\Oh no...\Horo is serious! response:	I promise you three hundred Rumione if you protect me!
context: Take the shepherd and run away!\Run!\Shepherd!\Protect me!\Enik.\Oh no...\Horo is serious!\I promise you three hundred Rumione if you protect me! response:	No!
context: Run!\Shepherd!\Protect me!\Enik.\Oh no...\Horo is serious!\I promise you three hundred Rumione if you protect me!\No! response:	Enik!
context: Shepherd!\Protect me!\Enik.\Oh no...\Horo is serious!\I promise you three hundred Rumione if you protect me!\No!\Enik! response:	Enik!
context: Protect me!\Enik.\Oh no...\Horo is serious!\I promise you three hundred Rumione if you protect me!\No!\Enik!\Enik! response:	Wait!
context: Enik.\Oh no...\Horo is serious!\I promise you three hundred Rumione if you protect me!\No!\Enik!\Enik!\Wait! response:	Nora!
context: Oh no...\Horo is serious!\I promise you three hundred Rumione if you protect me!\No!\Enik!\Enik!\Wait!\Nora! response:	Um...
context: Horo is serious!\I promise you three hundred Rumione if you protect me!\No!\Enik!\Enik!\Wait!\Nora!\Um... response:	Yes?
context: I promise you three hundred Rumione if you protect me!\No!\Enik!\Enik!\Wait!\Nora!\Um...\Yes? response:	You're not... a ghost, right?
context: No!\Enik!\Enik!\Wait!\Nora!\Um...\Yes?\You're not... a ghost, right? response:	I'll let you in on the secret.
context: Enik!\Enik!\Wait!\Nora!\Um...\Yes?\You're not... a ghost, right?\I'll let you in on the secret. response:	That wolf is Horo.
context: Enik!\Wait!\Nora!\Um...\Yes?\You're not... a ghost, right?\I'll let you in on the secret.\That wolf is Horo. response:	Horo?
context: Wait!\Nora!\Um...\Yes?\You're not... a ghost, right?\I'll let you in on the secret.\That wolf is Horo.\Horo? response:	You didn't kill him?
context: Nora!\Um...\Yes?\You're not... a ghost, right?\I'll let you in on the secret.\That wolf is Horo.\Horo?\You didn't kill him? response:	I did think of swallowing him, though.
context: Um...\Yes?\You're not... a ghost, right?\I'll let you in on the secret.\That wolf is Horo.\Horo?\You didn't kill him?\I did think of swallowing him, though. response:	It seems that my stomach likes gold.
context: Yes?\You're not... a ghost, right?\I'll let you in on the secret.\That wolf is Horo.\Horo?\You didn't kill him?\I did think of swallowing him, though.\It seems that my stomach likes gold. response:	I see.
context: You're not... a ghost, right?\I'll let you in on the secret.\That wolf is Horo.\Horo?\You didn't kill him?\I did think of swallowing him, though.\It seems that my stomach likes gold.\I see. response:	This is it.
context: I'll let you in on the secret.\That wolf is Horo.\Horo?\You didn't kill him?\I did think of swallowing him, though.\It seems that my stomach likes gold.\I see.\This is it. response:	You bastards! Don't think you'll get away after doing-
context: That wolf is Horo.\Horo?\You didn't kill him?\I did think of swallowing him, though.\It seems that my stomach likes gold.\I see.\This is it.\You bastards! Don't think you'll get away after doing- response:	Good day, Mr. Liebert.
context: Horo?\You didn't kill him?\I did think of swallowing him, though.\It seems that my stomach likes gold.\I see.\This is it.\You bastards! Don't think you'll get away after doing-\Good day, Mr. Liebert. response:	I wasn't the one who betrayed you!
context: You didn't kill him?\I did think of swallowing him, though.\It seems that my stomach likes gold.\I see.\This is it.\You bastards! Don't think you'll get away after doing-\Good day, Mr. Liebert.\I wasn't the one who betrayed you! response:	Please believe me! I... I...
