context: That was pretty good, Hinata. response:	You bastard!
context: Fly\Iron Wall of Date\Line up.\Let's play!\Haikyu!!\Episode 7: The Iron Wall\Go! Go! Let's go! Let's go, Dateko!\Iron Wall of Date response:	All right, listen up.
context: Iron Wall of Date\Line up.\Let's play!\Haikyu!!\Episode 7: The Iron Wall\Go! Go! Let's go! Let's go, Dateko!\Iron Wall of Date\All right, listen up. response:	I admit, Karasuno's quicks were amazing.
context: Line up.\Let's play!\Haikyu!!\Episode 7: The Iron Wall\Go! Go! Let's go! Let's go, Dateko!\Iron Wall of Date\All right, listen up.\I admit, Karasuno's quicks were amazing. response:	But they were amazing only because of that guy's height.
context: Let's play!\Haikyu!!\Episode 7: The Iron Wall\Go! Go! Let's go! Let's go, Dateko!\Iron Wall of Date\All right, listen up.\I admit, Karasuno's quicks were amazing.\But they were amazing only because of that guy's height. response:	He jumps high, but the quicks themselves are nothing extraordinary.
context: Haikyu!!\Episode 7: The Iron Wall\Go! Go! Let's go! Let's go, Dateko!\Iron Wall of Date\All right, listen up.\I admit, Karasuno's quicks were amazing.\But they were amazing only because of that guy's height.\He jumps high, but the quicks themselves are nothing extraordinary. response:	Don't get mesmerized by him.
context: Episode 7: The Iron Wall\Go! Go! Let's go! Let's go, Dateko!\Iron Wall of Date\All right, listen up.\I admit, Karasuno's quicks were amazing.\But they were amazing only because of that guy's height.\He jumps high, but the quicks themselves are nothing extraordinary.\Don't get mesmerized by him. response:	Shut him down completely, like you did their ace!
context: Go! Go! Let's go! Let's go, Dateko!\Iron Wall of Date\All right, listen up.\I admit, Karasuno's quicks were amazing.\But they were amazing only because of that guy's height.\He jumps high, but the quicks themselves are nothing extraordinary.\Don't get mesmerized by him.\Shut him down completely, like you did their ace! response:	Show them the iron wall again.
context: Iron Wall of Date\All right, listen up.\I admit, Karasuno's quicks were amazing.\But they were amazing only because of that guy's height.\He jumps high, but the quicks themselves are nothing extraordinary.\Don't get mesmerized by him.\Shut him down completely, like you did their ace!\Show them the iron wall again. response:	Yeah.
context: All right, listen up.\I admit, Karasuno's quicks were amazing.\But they were amazing only because of that guy's height.\He jumps high, but the quicks themselves are nothing extraordinary.\Don't get mesmerized by him.\Shut him down completely, like you did their ace!\Show them the iron wall again.\Yeah. response:	Karasuno
context: I admit, Karasuno's quicks were amazing.\But they were amazing only because of that guy's height.\He jumps high, but the quicks themselves are nothing extraordinary.\Don't get mesmerized by him.\Shut him down completely, like you did their ace!\Show them the iron wall again.\Yeah.\Karasuno response:	Gauging from their first match,
context: But they were amazing only because of that guy's height.\He jumps high, but the quicks themselves are nothing extraordinary.\Don't get mesmerized by him.\Shut him down completely, like you did their ace!\Show them the iron wall again.\Yeah.\Karasuno\Gauging from their first match, response:	they'll start off with a powerful serve.
context: He jumps high, but the quicks themselves are nothing extraordinary.\Don't get mesmerized by him.\Shut him down completely, like you did their ace!\Show them the iron wall again.\Yeah.\Karasuno\Gauging from their first match,\they'll start off with a powerful serve. response:	The serve breaks your formation,
context: Don't get mesmerized by him.\Shut him down completely, like you did their ace!\Show them the iron wall again.\Yeah.\Karasuno\Gauging from their first match,\they'll start off with a powerful serve.\The serve breaks your formation, response:	then they block your return.
context: Shut him down completely, like you did their ace!\Show them the iron wall again.\Yeah.\Karasuno\Gauging from their first match,\they'll start off with a powerful serve.\The serve breaks your formation,\then they block your return. response:	Dateko's strategy is to attack those who can't keep up.
context: Show them the iron wall again.\Yeah.\Karasuno\Gauging from their first match,\they'll start off with a powerful serve.\The serve breaks your formation,\then they block your return.\Dateko's strategy is to attack those who can't keep up. response:	So, for the first serve,
context: Yeah.\Karasuno\Gauging from their first match,\they'll start off with a powerful serve.\The serve breaks your formation,\then they block your return.\Dateko's strategy is to attack those who can't keep up.\So, for the first serve, response:	make sure your receive is solid.
context: Karasuno\Gauging from their first match,\they'll start off with a powerful serve.\The serve breaks your formation,\then they block your return.\Dateko's strategy is to attack those who can't keep up.\So, for the first serve,\make sure your receive is solid. response:	Yeah.
context: Gauging from their first match,\they'll start off with a powerful serve.\The serve breaks your formation,\then they block your return.\Dateko's strategy is to attack those who can't keep up.\So, for the first serve,\make sure your receive is solid.\Yeah. response:	You know what to do. Right, Kageyama?
context: they'll start off with a powerful serve.\The serve breaks your formation,\then they block your return.\Dateko's strategy is to attack those who can't keep up.\So, for the first serve,\make sure your receive is solid.\Yeah.\You know what to do. Right, Kageyama? response:	Yes.
context: The serve breaks your formation,\then they block your return.\Dateko's strategy is to attack those who can't keep up.\So, for the first serve,\make sure your receive is solid.\Yeah.\You know what to do. Right, Kageyama?\Yes. response:	All right.
context: then they block your return.\Dateko's strategy is to attack those who can't keep up.\So, for the first serve,\make sure your receive is solid.\Yeah.\You know what to do. Right, Kageyama?\Yes.\All right. response:	Now, go tear down the iron wall!
context: Dateko's strategy is to attack those who can't keep up.\So, for the first serve,\make sure your receive is solid.\Yeah.\You know what to do. Right, Kageyama?\Yes.\All right.\Now, go tear down the iron wall! response:	Yeah.
context: So, for the first serve,\make sure your receive is solid.\Yeah.\You know what to do. Right, Kageyama?\Yes.\All right.\Now, go tear down the iron wall!\Yeah. response:	Karasuno.
context: make sure your receive is solid.\Yeah.\You know what to do. Right, Kageyama?\Yes.\All right.\Now, go tear down the iron wall!\Yeah.\Karasuno. response:	Fight.
context: Yeah.\You know what to do. Right, Kageyama?\Yes.\All right.\Now, go tear down the iron wall!\Yeah.\Karasuno.\Fight. response:	Yeah.
context: You know what to do. Right, Kageyama?\Yes.\All right.\Now, go tear down the iron wall!\Yeah.\Karasuno.\Fight.\Yeah. response:	Karasuno's ace starts as rear guard.
context: Yes.\All right.\Now, go tear down the iron wall!\Yeah.\Karasuno.\Fight.\Yeah.\Karasuno's ace starts as rear guard. response:	Yeah. They're starting with their best receiving formation.
context: All right.\Now, go tear down the iron wall!\Yeah.\Karasuno.\Fight.\Yeah.\Karasuno's ace starts as rear guard.\Yeah. They're starting with their best receiving formation. response:	But Dateko's formation is the same as in the first match.
context: Now, go tear down the iron wall!\Yeah.\Karasuno.\Fight.\Yeah.\Karasuno's ace starts as rear guard.\Yeah. They're starting with their best receiving formation.\But Dateko's formation is the same as in the first match. response:	Do your best.
context: Yeah.\Karasuno.\Fight.\Yeah.\Karasuno's ace starts as rear guard.\Yeah. They're starting with their best receiving formation.\But Dateko's formation is the same as in the first match.\Do your best. response:	Bring it on.
context: Karasuno.\Fight.\Yeah.\Karasuno's ace starts as rear guard.\Yeah. They're starting with their best receiving formation.\But Dateko's formation is the same as in the first match.\Do your best.\Bring it on. response:	Let's do this.
context: Fight.\Yeah.\Karasuno's ace starts as rear guard.\Yeah. They're starting with their best receiving formation.\But Dateko's formation is the same as in the first match.\Do your best.\Bring it on.\Let's do this. response:	Kamasaki, nice serve.
context: Yeah.\Karasuno's ace starts as rear guard.\Yeah. They're starting with their best receiving formation.\But Dateko's formation is the same as in the first match.\Do your best.\Bring it on.\Let's do this.\Kamasaki, nice serve. response:	Nice serve.
context: Karasuno's ace starts as rear guard.\Yeah. They're starting with their best receiving formation.\But Dateko's formation is the same as in the first match.\Do your best.\Bring it on.\Let's do this.\Kamasaki, nice serve.\Nice serve. response:	Daichi-san.
context: Yeah. They're starting with their best receiving formation.\But Dateko's formation is the same as in the first match.\Do your best.\Bring it on.\Let's do this.\Kamasaki, nice serve.\Nice serve.\Daichi-san. response:	Nice receive.
context: But Dateko's formation is the same as in the first match.\Do your best.\Bring it on.\Let's do this.\Kamasaki, nice serve.\Nice serve.\Daichi-san.\Nice receive. response:	His form is clean.
context: Do your best.\Bring it on.\Let's do this.\Kamasaki, nice serve.\Nice serve.\Daichi-san.\Nice receive.\His form is clean. response:	I can't tell where he's going to toss.
context: Bring it on.\Let's do this.\Kamasaki, nice serve.\Nice serve.\Daichi-san.\Nice receive.\His form is clean.\I can't tell where he's going to toss. response:	All right. Nice spike, Hinata.
context: Let's do this.\Kamasaki, nice serve.\Nice serve.\Daichi-san.\Nice receive.\His form is clean.\I can't tell where he's going to toss.\All right. Nice spike, Hinata. response:	Too bad.
context: Kamasaki, nice serve.\Nice serve.\Daichi-san.\Nice receive.\His form is clean.\I can't tell where he's going to toss.\All right. Nice spike, Hinata.\Too bad. response:	I thought that blocker was one step behind.
context: Nice serve.\Daichi-san.\Nice receive.\His form is clean.\I can't tell where he's going to toss.\All right. Nice spike, Hinata.\Too bad.\I thought that blocker was one step behind. response:	Is that what you call read blocking?
context: Daichi-san.\Nice receive.\His form is clean.\I can't tell where he's going to toss.\All right. Nice spike, Hinata.\Too bad.\I thought that blocker was one step behind.\Is that what you call read blocking? response:	When they jump as soon as they see the toss?
context: Nice receive.\His form is clean.\I can't tell where he's going to toss.\All right. Nice spike, Hinata.\Too bad.\I thought that blocker was one step behind.\Is that what you call read blocking?\When they jump as soon as they see the toss? response:	Yeah.
context: His form is clean.\I can't tell where he's going to toss.\All right. Nice spike, Hinata.\Too bad.\I thought that blocker was one step behind.\Is that what you call read blocking?\When they jump as soon as they see the toss?\Yeah. response:	All of our opponents so far
context: I can't tell where he's going to toss.\All right. Nice spike, Hinata.\Too bad.\I thought that blocker was one step behind.\Is that what you call read blocking?\When they jump as soon as they see the toss?\Yeah.\All of our opponents so far response:	only used commit blocks. They jumped after they knew who would get the toss.
context: All right. Nice spike, Hinata.\Too bad.\I thought that blocker was one step behind.\Is that what you call read blocking?\When they jump as soon as they see the toss?\Yeah.\All of our opponents so far\only used commit blocks. They jumped after they knew who would get the toss. response:	But Dateko has perfected the read block.
context: Too bad.\I thought that blocker was one step behind.\Is that what you call read blocking?\When they jump as soon as they see the toss?\Yeah.\All of our opponents so far\only used commit blocks. They jumped after they knew who would get the toss.\But Dateko has perfected the read block. response:	They jump as soon as the toss goes up.
context: I thought that blocker was one step behind.\Is that what you call read blocking?\When they jump as soon as they see the toss?\Yeah.\All of our opponents so far\only used commit blocks. They jumped after they knew who would get the toss.\But Dateko has perfected the read block.\They jump as soon as the toss goes up. response:	In other words...
context: Is that what you call read blocking?\When they jump as soon as they see the toss?\Yeah.\All of our opponents so far\only used commit blocks. They jumped after they knew who would get the toss.\But Dateko has perfected the read block.\They jump as soon as the toss goes up.\In other words... response:	They're not easy to trick with decoys.
context: When they jump as soon as they see the toss?\Yeah.\All of our opponents so far\only used commit blocks. They jumped after they knew who would get the toss.\But Dateko has perfected the read block.\They jump as soon as the toss goes up.\In other words...\They're not easy to trick with decoys. response:	That would leave their blocks one step behind, if not for 7.
context: Yeah.\All of our opponents so far\only used commit blocks. They jumped after they knew who would get the toss.\But Dateko has perfected the read block.\They jump as soon as the toss goes up.\In other words...\They're not easy to trick with decoys.\That would leave their blocks one step behind, if not for 7. response:	He quickly makes up the difference.
context: All of our opponents so far\only used commit blocks. They jumped after they knew who would get the toss.\But Dateko has perfected the read block.\They jump as soon as the toss goes up.\In other words...\They're not easy to trick with decoys.\That would leave their blocks one step behind, if not for 7.\He quickly makes up the difference. response:	He's not only tall, but fast as well.
context: only used commit blocks. They jumped after they knew who would get the toss.\But Dateko has perfected the read block.\They jump as soon as the toss goes up.\In other words...\They're not easy to trick with decoys.\That would leave their blocks one step behind, if not for 7.\He quickly makes up the difference.\He's not only tall, but fast as well. response:	H-He's scary.
context: But Dateko has perfected the read block.\They jump as soon as the toss goes up.\In other words...\They're not easy to trick with decoys.\That would leave their blocks one step behind, if not for 7.\He quickly makes up the difference.\He's not only tall, but fast as well.\H-He's scary. response:	Those read blocks are going to be tricky.
context: They jump as soon as the toss goes up.\In other words...\They're not easy to trick with decoys.\That would leave their blocks one step behind, if not for 7.\He quickly makes up the difference.\He's not only tall, but fast as well.\H-He's scary.\Those read blocks are going to be tricky. response:	I wonder how Karasuno's going to deal with them.
context: In other words...\They're not easy to trick with decoys.\That would leave their blocks one step behind, if not for 7.\He quickly makes up the difference.\He's not only tall, but fast as well.\H-He's scary.\Those read blocks are going to be tricky.\I wonder how Karasuno's going to deal with them. response:	We'll see.
context: They're not easy to trick with decoys.\That would leave their blocks one step behind, if not for 7.\He quickly makes up the difference.\He's not only tall, but fast as well.\H-He's scary.\Those read blocks are going to be tricky.\I wonder how Karasuno's going to deal with them.\We'll see. response:	They haven't played their trump card yet.
context: That would leave their blocks one step behind, if not for 7.\He quickly makes up the difference.\He's not only tall, but fast as well.\H-He's scary.\Those read blocks are going to be tricky.\I wonder how Karasuno's going to deal with them.\We'll see.\They haven't played their trump card yet. response:	Karasuno Dateko
context: He quickly makes up the difference.\He's not only tall, but fast as well.\H-He's scary.\Those read blocks are going to be tricky.\I wonder how Karasuno's going to deal with them.\We'll see.\They haven't played their trump card yet.\Karasuno Dateko response:	Kageyama, nice serve.
context: He's not only tall, but fast as well.\H-He's scary.\Those read blocks are going to be tricky.\I wonder how Karasuno's going to deal with them.\We'll see.\They haven't played their trump card yet.\Karasuno Dateko\Kageyama, nice serve. response:	Nice serve. Let's score.
context: H-He's scary.\Those read blocks are going to be tricky.\I wonder how Karasuno's going to deal with them.\We'll see.\They haven't played their trump card yet.\Karasuno Dateko\Kageyama, nice serve.\Nice serve. Let's score. response:	I hit it to the libero.
context: Those read blocks are going to be tricky.\I wonder how Karasuno's going to deal with them.\We'll see.\They haven't played their trump card yet.\Karasuno Dateko\Kageyama, nice serve.\Nice serve. Let's score.\I hit it to the libero. response:	His serve is as powerful as ever.
context: I wonder how Karasuno's going to deal with them.\We'll see.\They haven't played their trump card yet.\Karasuno Dateko\Kageyama, nice serve.\Nice serve. Let's score.\I hit it to the libero.\His serve is as powerful as ever. response:	He'll be scary when he learns how to control it.
context: We'll see.\They haven't played their trump card yet.\Karasuno Dateko\Kageyama, nice serve.\Nice serve. Let's score.\I hit it to the libero.\His serve is as powerful as ever.\He'll be scary when he learns how to control it. response:	He saved it.
context: They haven't played their trump card yet.\Karasuno Dateko\Kageyama, nice serve.\Nice serve. Let's score.\I hit it to the libero.\His serve is as powerful as ever.\He'll be scary when he learns how to control it.\He saved it. response:	Amazing.
context: Karasuno Dateko\Kageyama, nice serve.\Nice serve. Let's score.\I hit it to the libero.\His serve is as powerful as ever.\He'll be scary when he learns how to control it.\He saved it.\Amazing. response:	Ryu, sorry. Cover.
context: Kageyama, nice serve.\Nice serve. Let's score.\I hit it to the libero.\His serve is as powerful as ever.\He'll be scary when he learns how to control it.\He saved it.\Amazing.\Ryu, sorry. Cover. response:	All right.
context: Nice serve. Let's score.\I hit it to the libero.\His serve is as powerful as ever.\He'll be scary when he learns how to control it.\He saved it.\Amazing.\Ryu, sorry. Cover.\All right. response:	Back!
context: I hit it to the libero.\His serve is as powerful as ever.\He'll be scary when he learns how to control it.\He saved it.\Amazing.\Ryu, sorry. Cover.\All right.\Back! response:	A back attack?
context: His serve is as powerful as ever.\He'll be scary when he learns how to control it.\He saved it.\Amazing.\Ryu, sorry. Cover.\All right.\Back!\A back attack? response:	They didn't use that in the last match.
context: He'll be scary when he learns how to control it.\He saved it.\Amazing.\Ryu, sorry. Cover.\All right.\Back!\A back attack?\They didn't use that in the last match. response:	Asahi-san.
context: He saved it.\Amazing.\Ryu, sorry. Cover.\All right.\Back!\A back attack?\They didn't use that in the last match.\Asahi-san. response:	Damn.
context: Amazing.\Ryu, sorry. Cover.\All right.\Back!\A back attack?\They didn't use that in the last match.\Asahi-san.\Damn. response:	Don't worry about it. Don't worry! Switch it up.
context: Ryu, sorry. Cover.\All right.\Back!\A back attack?\They didn't use that in the last match.\Asahi-san.\Damn.\Don't worry about it. Don't worry! Switch it up. response:	I'm sorry, Asahi-san! I'll save the next one.
context: All right.\Back!\A back attack?\They didn't use that in the last match.\Asahi-san.\Damn.\Don't worry about it. Don't worry! Switch it up.\I'm sorry, Asahi-san! I'll save the next one. response:	Yeah. I'm counting on you, but I'll score next time.
context: Back!\A back attack?\They didn't use that in the last match.\Asahi-san.\Damn.\Don't worry about it. Don't worry! Switch it up.\I'm sorry, Asahi-san! I'll save the next one.\Yeah. I'm counting on you, but I'll score next time. response:	Hey, what was that? He's supposed to get dejected.
context: A back attack?\They didn't use that in the last match.\Asahi-san.\Damn.\Don't worry about it. Don't worry! Switch it up.\I'm sorry, Asahi-san! I'll save the next one.\Yeah. I'm counting on you, but I'll score next time.\Hey, what was that? He's supposed to get dejected. response:	Quit being mean-spirited, Futakuchi.
context: They didn't use that in the last match.\Asahi-san.\Damn.\Don't worry about it. Don't worry! Switch it up.\I'm sorry, Asahi-san! I'll save the next one.\Yeah. I'm counting on you, but I'll score next time.\Hey, what was that? He's supposed to get dejected.\Quit being mean-spirited, Futakuchi. response:	Ouch.
context: Asahi-san.\Damn.\Don't worry about it. Don't worry! Switch it up.\I'm sorry, Asahi-san! I'll save the next one.\Yeah. I'm counting on you, but I'll score next time.\Hey, what was that? He's supposed to get dejected.\Quit being mean-spirited, Futakuchi.\Ouch. response:	Karasuno Dateko
context: Damn.\Don't worry about it. Don't worry! Switch it up.\I'm sorry, Asahi-san! I'll save the next one.\Yeah. I'm counting on you, but I'll score next time.\Hey, what was that? He's supposed to get dejected.\Quit being mean-spirited, Futakuchi.\Ouch.\Karasuno Dateko response:	Huh?
context: Don't worry about it. Don't worry! Switch it up.\I'm sorry, Asahi-san! I'll save the next one.\Yeah. I'm counting on you, but I'll score next time.\Hey, what was that? He's supposed to get dejected.\Quit being mean-spirited, Futakuchi.\Ouch.\Karasuno Dateko\Huh? response:	All right.
context: I'm sorry, Asahi-san! I'll save the next one.\Yeah. I'm counting on you, but I'll score next time.\Hey, what was that? He's supposed to get dejected.\Quit being mean-spirited, Futakuchi.\Ouch.\Karasuno Dateko\Huh?\All right. response:	Net violation...
context: Yeah. I'm counting on you, but I'll score next time.\Hey, what was that? He's supposed to get dejected.\Quit being mean-spirited, Futakuchi.\Ouch.\Karasuno Dateko\Huh?\All right.\Net violation... response:	Don't worry about it.
context: Hey, what was that? He's supposed to get dejected.\Quit being mean-spirited, Futakuchi.\Ouch.\Karasuno Dateko\Huh?\All right.\Net violation...\Don't worry about it. response:	Dateko touched the net.
context: Quit being mean-spirited, Futakuchi.\Ouch.\Karasuno Dateko\Huh?\All right.\Net violation...\Don't worry about it.\Dateko touched the net. response:	That was a close call for Karasuno.
context: Ouch.\Karasuno Dateko\Huh?\All right.\Net violation...\Don't worry about it.\Dateko touched the net.\That was a close call for Karasuno. response:	But they sure are fast.
context: Karasuno Dateko\Huh?\All right.\Net violation...\Don't worry about it.\Dateko touched the net.\That was a close call for Karasuno.\But they sure are fast. response:	Two blockers are immediately ready, no matter how fast the attack.
context: Huh?\All right.\Net violation...\Don't worry about it.\Dateko touched the net.\That was a close call for Karasuno.\But they sure are fast.\Two blockers are immediately ready, no matter how fast the attack. response:	This is going to be a tough one.
context: All right.\Net violation...\Don't worry about it.\Dateko touched the net.\That was a close call for Karasuno.\But they sure are fast.\Two blockers are immediately ready, no matter how fast the attack.\This is going to be a tough one. response:	Nice receive.
context: Net violation...\Don't worry about it.\Dateko touched the net.\That was a close call for Karasuno.\But they sure are fast.\Two blockers are immediately ready, no matter how fast the attack.\This is going to be a tough one.\Nice receive. response:	Futakuchi.
context: Don't worry about it.\Dateko touched the net.\That was a close call for Karasuno.\But they sure are fast.\Two blockers are immediately ready, no matter how fast the attack.\This is going to be a tough one.\Nice receive.\Futakuchi. response:	Open.
context: Dateko touched the net.\That was a close call for Karasuno.\But they sure are fast.\Two blockers are immediately ready, no matter how fast the attack.\This is going to be a tough one.\Nice receive.\Futakuchi.\Open. response:	Asahi.
context: That was a close call for Karasuno.\But they sure are fast.\Two blockers are immediately ready, no matter how fast the attack.\This is going to be a tough one.\Nice receive.\Futakuchi.\Open.\Asahi. response:	Was that out?
context: But they sure are fast.\Two blockers are immediately ready, no matter how fast the attack.\This is going to be a tough one.\Nice receive.\Futakuchi.\Open.\Asahi.\Was that out? response:	Was that our point?
context: Two blockers are immediately ready, no matter how fast the attack.\This is going to be a tough one.\Nice receive.\Futakuchi.\Open.\Asahi.\Was that out?\Was that our point? response:	Nice, Azumane.
context: This is going to be a tough one.\Nice receive.\Futakuchi.\Open.\Asahi.\Was that out?\Was that our point?\Nice, Azumane. response:	Karasuno Dateko
context: Nice receive.\Futakuchi.\Open.\Asahi.\Was that out?\Was that our point?\Nice, Azumane.\Karasuno Dateko response:	Karasuno is two points ahead,
context: Futakuchi.\Open.\Asahi.\Was that out?\Was that our point?\Nice, Azumane.\Karasuno Dateko\Karasuno is two points ahead, response:	but they're barely avoiding being shut down.
context: Open.\Asahi.\Was that out?\Was that our point?\Nice, Azumane.\Karasuno Dateko\Karasuno is two points ahead,\but they're barely avoiding being shut down. response:	They're not scoring with ease.
context: Asahi.\Was that out?\Was that our point?\Nice, Azumane.\Karasuno Dateko\Karasuno is two points ahead,\but they're barely avoiding being shut down.\They're not scoring with ease. response:	They're barely getting by the blockers. And if that blocking keeps up,
context: Was that out?\Was that our point?\Nice, Azumane.\Karasuno Dateko\Karasuno is two points ahead,\but they're barely avoiding being shut down.\They're not scoring with ease.\They're barely getting by the blockers. And if that blocking keeps up, response:	Nice receive.
context: Was that our point?\Nice, Azumane.\Karasuno Dateko\Karasuno is two points ahead,\but they're barely avoiding being shut down.\They're not scoring with ease.\They're barely getting by the blockers. And if that blocking keeps up,\Nice receive. response:	they'll lose momentum quickly.
context: Nice, Azumane.\Karasuno Dateko\Karasuno is two points ahead,\but they're barely avoiding being shut down.\They're not scoring with ease.\They're barely getting by the blockers. And if that blocking keeps up,\Nice receive.\they'll lose momentum quickly. response:	Futakuchi.
context: Karasuno Dateko\Karasuno is two points ahead,\but they're barely avoiding being shut down.\They're not scoring with ease.\They're barely getting by the blockers. And if that blocking keeps up,\Nice receive.\they'll lose momentum quickly.\Futakuchi. response:	Nice one touch, Hinata.
context: Karasuno is two points ahead,\but they're barely avoiding being shut down.\They're not scoring with ease.\They're barely getting by the blockers. And if that blocking keeps up,\Nice receive.\they'll lose momentum quickly.\Futakuchi.\Nice one touch, Hinata. response:	For real?
context: but they're barely avoiding being shut down.\They're not scoring with ease.\They're barely getting by the blockers. And if that blocking keeps up,\Nice receive.\they'll lose momentum quickly.\Futakuchi.\Nice one touch, Hinata.\For real? response:	Chance ball.
context: They're not scoring with ease.\They're barely getting by the blockers. And if that blocking keeps up,\Nice receive.\they'll lose momentum quickly.\Futakuchi.\Nice one touch, Hinata.\For real?\Chance ball. response:	When they think they're about to score,
context: They're barely getting by the blockers. And if that blocking keeps up,\Nice receive.\they'll lose momentum quickly.\Futakuchi.\Nice one touch, Hinata.\For real?\Chance ball.\When they think they're about to score, response:	we score instead.
context: Nice receive.\they'll lose momentum quickly.\Futakuchi.\Nice one touch, Hinata.\For real?\Chance ball.\When they think they're about to score,\we score instead. response:	That breaks their spirit, and boosts our morale.
context: they'll lose momentum quickly.\Futakuchi.\Nice one touch, Hinata.\For real?\Chance ball.\When they think they're about to score,\we score instead.\That breaks their spirit, and boosts our morale. response:	It's the ultimate defense, the fastest offense.
context: Futakuchi.\Nice one touch, Hinata.\For real?\Chance ball.\When they think they're about to score,\we score instead.\That breaks their spirit, and boosts our morale.\It's the ultimate defense, the fastest offense. response:	That's what you call...
context: Nice one touch, Hinata.\For real?\Chance ball.\When they think they're about to score,\we score instead.\That breaks their spirit, and boosts our morale.\It's the ultimate defense, the fastest offense.\That's what you call... response:	Iron Wall of Date
context: For real?\Chance ball.\When they think they're about to score,\we score instead.\That breaks their spirit, and boosts our morale.\It's the ultimate defense, the fastest offense.\That's what you call...\Iron Wall of Date response:	Nice block.
context: Chance ball.\When they think they're about to score,\we score instead.\That breaks their spirit, and boosts our morale.\It's the ultimate defense, the fastest offense.\That's what you call...\Iron Wall of Date\Nice block. response:	Nice, Aone.
context: When they think they're about to score,\we score instead.\That breaks their spirit, and boosts our morale.\It's the ultimate defense, the fastest offense.\That's what you call...\Iron Wall of Date\Nice block.\Nice, Aone. response:	A high, fast, and expansive wall...
