context: Final Episode response:	Spring Wind
context: The sound that Hiroko-san made me remember.\I'm so scared... I can't hear...\Somebody...\But you have me.\Yes.\It's just like you said. If I listen closely...\I'm overflowing with so many sounds.\I'm not alone. response:	From the moment that we meet someone else, none of us can ever be alone.
context: I'm so scared... I can't hear...\Somebody...\But you have me.\Yes.\It's just like you said. If I listen closely...\I'm overflowing with so many sounds.\I'm not alone.\From the moment that we meet someone else, none of us can ever be alone. response:	We're all connected.
context: Somebody...\But you have me.\Yes.\It's just like you said. If I listen closely...\I'm overflowing with so many sounds.\I'm not alone.\From the moment that we meet someone else, none of us can ever be alone.\We're all connected. response:	Don't leave me all alone!
context: But you have me.\Yes.\It's just like you said. If I listen closely...\I'm overflowing with so many sounds.\I'm not alone.\From the moment that we meet someone else, none of us can ever be alone.\We're all connected.\Don't leave me all alone! response:	Dummy. You have me.
context: Yes.\It's just like you said. If I listen closely...\I'm overflowing with so many sounds.\I'm not alone.\From the moment that we meet someone else, none of us can ever be alone.\We're all connected.\Don't leave me all alone!\Dummy. You have me. response:	Inside me...
context: It's just like you said. If I listen closely...\I'm overflowing with so many sounds.\I'm not alone.\From the moment that we meet someone else, none of us can ever be alone.\We're all connected.\Don't leave me all alone!\Dummy. You have me.\Inside me... response:	Inside me...
context: I'm overflowing with so many sounds.\I'm not alone.\From the moment that we meet someone else, none of us can ever be alone.\We're all connected.\Don't leave me all alone!\Dummy. You have me.\Inside me...\Inside me... response:	No way am I gonna leave you all alone.
context: I'm not alone.\From the moment that we meet someone else, none of us can ever be alone.\We're all connected.\Don't leave me all alone!\Dummy. You have me.\Inside me...\Inside me...\No way am I gonna leave you all alone. response:	Reach her... Reach her...
context: From the moment that we meet someone else, none of us can ever be alone.\We're all connected.\Don't leave me all alone!\Dummy. You have me.\Inside me...\Inside me...\No way am I gonna leave you all alone.\Reach her... Reach her... response:	I'm piling on everything I have...
context: We're all connected.\Don't leave me all alone!\Dummy. You have me.\Inside me...\Inside me...\No way am I gonna leave you all alone.\Reach her... Reach her...\I'm piling on everything I have... response:	Reach her... Reach her...
context: Don't leave me all alone!\Dummy. You have me.\Inside me...\Inside me...\No way am I gonna leave you all alone.\Reach her... Reach her...\I'm piling on everything I have...\Reach her... Reach her... response:	Reach her!
context: Dummy. You have me.\Inside me...\Inside me...\No way am I gonna leave you all alone.\Reach her... Reach her...\I'm piling on everything I have...\Reach her... Reach her...\Reach her! response:	Reach her!
context: Inside me...\Inside me...\No way am I gonna leave you all alone.\Reach her... Reach her...\I'm piling on everything I have...\Reach her... Reach her...\Reach her!\Reach her! response:	Reach her!
context: Inside me...\No way am I gonna leave you all alone.\Reach her... Reach her...\I'm piling on everything I have...\Reach her... Reach her...\Reach her!\Reach her!\Reach her! response:	Reach her!
context: No way am I gonna leave you all alone.\Reach her... Reach her...\I'm piling on everything I have...\Reach her... Reach her...\Reach her!\Reach her!\Reach her!\Reach her! response:	Just kick your illness to the curb!
context: Reach her... Reach her...\I'm piling on everything I have...\Reach her... Reach her...\Reach her!\Reach her!\Reach her!\Reach her!\Just kick your illness to the curb! response:	And then, one more time, we'll...
context: I'm piling on everything I have...\Reach her... Reach her...\Reach her!\Reach her!\Reach her!\Reach her!\Just kick your illness to the curb!\And then, one more time, we'll... response:	You and I...
context: Reach her... Reach her...\Reach her!\Reach her!\Reach her!\Reach her!\Just kick your illness to the curb!\And then, one more time, we'll...\You and I... response:	Thank you.
context: Reach her!\Reach her!\Reach her!\Reach her!\Just kick your illness to the curb!\And then, one more time, we'll...\You and I...\Thank you. response:	Wait...
context: Reach her!\Reach her!\Reach her!\Just kick your illness to the curb!\And then, one more time, we'll...\You and I...\Thank you.\Wait... response:	Please don't go...
context: Reach her!\Reach her!\Just kick your illness to the curb!\And then, one more time, we'll...\You and I...\Thank you.\Wait...\Please don't go... response:	Pester me for caneles again!
context: Reach her!\Just kick your illness to the curb!\And then, one more time, we'll...\You and I...\Thank you.\Wait...\Please don't go...\Pester me for caneles again! response:	Call me to kill time again!
context: Just kick your illness to the curb!\And then, one more time, we'll...\You and I...\Thank you.\Wait...\Please don't go...\Pester me for caneles again!\Call me to kill time again! response:	I don't care if I'm just Friend A...
context: And then, one more time, we'll...\You and I...\Thank you.\Wait...\Please don't go...\Pester me for caneles again!\Call me to kill time again!\I don't care if I'm just Friend A... response:	Don't go... Don't go...
context: You and I...\Thank you.\Wait...\Please don't go...\Pester me for caneles again!\Call me to kill time again!\I don't care if I'm just Friend A...\Don't go... Don't go... response:	Please don't go!
context: Thank you.\Wait...\Please don't go...\Pester me for caneles again!\Call me to kill time again!\I don't care if I'm just Friend A...\Don't go... Don't go...\Please don't go! response:	Please don't leave me behind!
context: Wait...\Please don't go...\Pester me for caneles again!\Call me to kill time again!\I don't care if I'm just Friend A...\Don't go... Don't go...\Please don't go!\Please don't leave me behind! response:	Goodbye...
context: Please don't go...\Pester me for caneles again!\Call me to kill time again!\I don't care if I'm just Friend A...\Don't go... Don't go...\Please don't go!\Please don't leave me behind!\Goodbye... response:	If you don't mind, please take this.
context: Pester me for caneles again!\Call me to kill time again!\I don't care if I'm just Friend A...\Don't go... Don't go...\Please don't go!\Please don't leave me behind!\Goodbye...\If you don't mind, please take this. response:	Thank you.
context: Call me to kill time again!\I don't care if I'm just Friend A...\Don't go... Don't go...\Please don't go!\Please don't leave me behind!\Goodbye...\If you don't mind, please take this.\Thank you. response:	For making Kaori's life such a full one.
context: I don't care if I'm just Friend A...\Don't go... Don't go...\Please don't go!\Please don't leave me behind!\Goodbye...\If you don't mind, please take this.\Thank you.\For making Kaori's life such a full one. response:	Kousei Arima
context: Don't go... Don't go...\Please don't go!\Please don't leave me behind!\Goodbye...\If you don't mind, please take this.\Thank you.\For making Kaori's life such a full one.\Kousei Arima response:	Kaori Miyazono
context: Please don't go!\Please don't leave me behind!\Goodbye...\If you don't mind, please take this.\Thank you.\For making Kaori's life such a full one.\Kousei Arima\Kaori Miyazono response:	Sumitani Junior High
context: Please don't leave me behind!\Goodbye...\If you don't mind, please take this.\Thank you.\For making Kaori's life such a full one.\Kousei Arima\Kaori Miyazono\Sumitani Junior High response:	Yo!
context: Goodbye...\If you don't mind, please take this.\Thank you.\For making Kaori's life such a full one.\Kousei Arima\Kaori Miyazono\Sumitani Junior High\Yo! response:	Dear Kousei Arima.
context: If you don't mind, please take this.\Thank you.\For making Kaori's life such a full one.\Kousei Arima\Kaori Miyazono\Sumitani Junior High\Yo!\Dear Kousei Arima. response:	It feels weird to be writing a letter to someone who was just with me a moment ago.
context: Thank you.\For making Kaori's life such a full one.\Kousei Arima\Kaori Miyazono\Sumitani Junior High\Yo!\Dear Kousei Arima.\It feels weird to be writing a letter to someone who was just with me a moment ago. response:	You're an awful person.
context: For making Kaori's life such a full one.\Kousei Arima\Kaori Miyazono\Sumitani Junior High\Yo!\Dear Kousei Arima.\It feels weird to be writing a letter to someone who was just with me a moment ago.\You're an awful person. response:	Laggard, slowpoke, dummy.
context: Kousei Arima\Kaori Miyazono\Sumitani Junior High\Yo!\Dear Kousei Arima.\It feels weird to be writing a letter to someone who was just with me a moment ago.\You're an awful person.\Laggard, slowpoke, dummy. response:	The first time I ever saw you was when I was five...
context: Kaori Miyazono\Sumitani Junior High\Yo!\Dear Kousei Arima.\It feels weird to be writing a letter to someone who was just with me a moment ago.\You're an awful person.\Laggard, slowpoke, dummy.\The first time I ever saw you was when I was five... response:	It was during the recital for the piano school I was going to back then.
context: Sumitani Junior High\Yo!\Dear Kousei Arima.\It feels weird to be writing a letter to someone who was just with me a moment ago.\You're an awful person.\Laggard, slowpoke, dummy.\The first time I ever saw you was when I was five...\It was during the recital for the piano school I was going to back then. response:	The boy who appeared so awkwardly drove the audience to laughter
context: Yo!\Dear Kousei Arima.\It feels weird to be writing a letter to someone who was just with me a moment ago.\You're an awful person.\Laggard, slowpoke, dummy.\The first time I ever saw you was when I was five...\It was during the recital for the piano school I was going to back then.\The boy who appeared so awkwardly drove the audience to laughter response:	when he bumped his behind on the stool...
context: Dear Kousei Arima.\It feels weird to be writing a letter to someone who was just with me a moment ago.\You're an awful person.\Laggard, slowpoke, dummy.\The first time I ever saw you was when I was five...\It was during the recital for the piano school I was going to back then.\The boy who appeared so awkwardly drove the audience to laughter\when he bumped his behind on the stool... response:	He sat before the piano that was too big for him,
context: It feels weird to be writing a letter to someone who was just with me a moment ago.\You're an awful person.\Laggard, slowpoke, dummy.\The first time I ever saw you was when I was five...\It was during the recital for the piano school I was going to back then.\The boy who appeared so awkwardly drove the audience to laughter\when he bumped his behind on the stool...\He sat before the piano that was too big for him, response:	and the moment he played that first note...
context: You're an awful person.\Laggard, slowpoke, dummy.\The first time I ever saw you was when I was five...\It was during the recital for the piano school I was going to back then.\The boy who appeared so awkwardly drove the audience to laughter\when he bumped his behind on the stool...\He sat before the piano that was too big for him,\and the moment he played that first note... response:	He became the object of my admiration.
context: Laggard, slowpoke, dummy.\The first time I ever saw you was when I was five...\It was during the recital for the piano school I was going to back then.\The boy who appeared so awkwardly drove the audience to laughter\when he bumped his behind on the stool...\He sat before the piano that was too big for him,\and the moment he played that first note...\He became the object of my admiration. response:	Playing notes as colorful as a 24-color palette, the melody began to dance.
context: The first time I ever saw you was when I was five...\It was during the recital for the piano school I was going to back then.\The boy who appeared so awkwardly drove the audience to laughter\when he bumped his behind on the stool...\He sat before the piano that was too big for him,\and the moment he played that first note...\He became the object of my admiration.\Playing notes as colorful as a 24-color palette, the melody began to dance. response:	I did it!
context: It was during the recital for the piano school I was going to back then.\The boy who appeared so awkwardly drove the audience to laughter\when he bumped his behind on the stool...\He sat before the piano that was too big for him,\and the moment he played that first note...\He became the object of my admiration.\Playing notes as colorful as a 24-color palette, the melody began to dance.\I did it! response:	Oops!
context: The boy who appeared so awkwardly drove the audience to laughter\when he bumped his behind on the stool...\He sat before the piano that was too big for him,\and the moment he played that first note...\He became the object of my admiration.\Playing notes as colorful as a 24-color palette, the melody began to dance.\I did it!\Oops! response:	I was totally surprised when the kid next to me burst out crying.
context: when he bumped his behind on the stool...\He sat before the piano that was too big for him,\and the moment he played that first note...\He became the object of my admiration.\Playing notes as colorful as a 24-color palette, the melody began to dance.\I did it!\Oops!\I was totally surprised when the kid next to me burst out crying. response:	And yet, you're going to quit playing the piano.
context: He sat before the piano that was too big for him,\and the moment he played that first note...\He became the object of my admiration.\Playing notes as colorful as a 24-color palette, the melody began to dance.\I did it!\Oops!\I was totally surprised when the kid next to me burst out crying.\And yet, you're going to quit playing the piano. response:	After influencing my life the way you did...
context: and the moment he played that first note...\He became the object of my admiration.\Playing notes as colorful as a 24-color palette, the melody began to dance.\I did it!\Oops!\I was totally surprised when the kid next to me burst out crying.\And yet, you're going to quit playing the piano.\After influencing my life the way you did... response:	Opening Soon!
context: He became the object of my admiration.\Playing notes as colorful as a 24-color palette, the melody began to dance.\I did it!\Oops!\I was totally surprised when the kid next to me burst out crying.\And yet, you're going to quit playing the piano.\After influencing my life the way you did...\Opening Soon! response:	How awful is that?
context: Playing notes as colorful as a 24-color palette, the melody began to dance.\I did it!\Oops!\I was totally surprised when the kid next to me burst out crying.\And yet, you're going to quit playing the piano.\After influencing my life the way you did...\Opening Soon!\How awful is that? response:	Daddy! Mommy!
context: I did it!\Oops!\I was totally surprised when the kid next to me burst out crying.\And yet, you're going to quit playing the piano.\After influencing my life the way you did...\Opening Soon!\How awful is that?\Daddy! Mommy! response:	Are you hungry?
context: Oops!\I was totally surprised when the kid next to me burst out crying.\And yet, you're going to quit playing the piano.\After influencing my life the way you did...\Opening Soon!\How awful is that?\Daddy! Mommy!\Are you hungry? response:	Buy me a violin!
context: I was totally surprised when the kid next to me burst out crying.\And yet, you're going to quit playing the piano.\After influencing my life the way you did...\Opening Soon!\How awful is that?\Daddy! Mommy!\Are you hungry?\Buy me a violin! response:	What?
context: And yet, you're going to quit playing the piano.\After influencing my life the way you did...\Opening Soon!\How awful is that?\Daddy! Mommy!\Are you hungry?\Buy me a violin!\What? response:	I'm gonna quit piano and play the violin!
context: After influencing my life the way you did...\Opening Soon!\How awful is that?\Daddy! Mommy!\Are you hungry?\Buy me a violin!\What?\I'm gonna quit piano and play the violin! response:	What's this all of a sudden?
context: Opening Soon!\How awful is that?\Daddy! Mommy!\Are you hungry?\Buy me a violin!\What?\I'm gonna quit piano and play the violin!\What's this all of a sudden? response:	I want Kousei to play the piano for me!
context: How awful is that?\Daddy! Mommy!\Are you hungry?\Buy me a violin!\What?\I'm gonna quit piano and play the violin!\What's this all of a sudden?\I want Kousei to play the piano for me! response:	Awful! Slowpoke! Dummy!
context: Daddy! Mommy!\Are you hungry?\Buy me a violin!\What?\I'm gonna quit piano and play the violin!\What's this all of a sudden?\I want Kousei to play the piano for me!\Awful! Slowpoke! Dummy! response:	When I found out that we were going to the same junior high, I was elated.
context: Are you hungry?\Buy me a violin!\What?\I'm gonna quit piano and play the violin!\What's this all of a sudden?\I want Kousei to play the piano for me!\Awful! Slowpoke! Dummy!\When I found out that we were going to the same junior high, I was elated. response:	How could I find a way to talk to you?
context: Buy me a violin!\What?\I'm gonna quit piano and play the violin!\What's this all of a sudden?\I want Kousei to play the piano for me!\Awful! Slowpoke! Dummy!\When I found out that we were going to the same junior high, I was elated.\How could I find a way to talk to you? response:	Maybe I'll go buy sandwiches everyday?
context: What?\I'm gonna quit piano and play the violin!\What's this all of a sudden?\I want Kousei to play the piano for me!\Awful! Slowpoke! Dummy!\When I found out that we were going to the same junior high, I was elated.\How could I find a way to talk to you?\Maybe I'll go buy sandwiches everyday? response:	But in the end, all I could do was watch you.
context: I'm gonna quit piano and play the violin!\What's this all of a sudden?\I want Kousei to play the piano for me!\Awful! Slowpoke! Dummy!\When I found out that we were going to the same junior high, I was elated.\How could I find a way to talk to you?\Maybe I'll go buy sandwiches everyday?\But in the end, all I could do was watch you. response:	After all, you guys were all too tight.
context: What's this all of a sudden?\I want Kousei to play the piano for me!\Awful! Slowpoke! Dummy!\When I found out that we were going to the same junior high, I was elated.\How could I find a way to talk to you?\Maybe I'll go buy sandwiches everyday?\But in the end, all I could do was watch you.\After all, you guys were all too tight. response:	There was no space for me to slip into.
context: I want Kousei to play the piano for me!\Awful! Slowpoke! Dummy!\When I found out that we were going to the same junior high, I was elated.\How could I find a way to talk to you?\Maybe I'll go buy sandwiches everyday?\But in the end, all I could do was watch you.\After all, you guys were all too tight.\There was no space for me to slip into. response:	Totsuhara University Hospital
context: Awful! Slowpoke! Dummy!\When I found out that we were going to the same junior high, I was elated.\How could I find a way to talk to you?\Maybe I'll go buy sandwiches everyday?\But in the end, all I could do was watch you.\After all, you guys were all too tight.\There was no space for me to slip into.\Totsuhara University Hospital response:	I had surgery as a child, and then got treated regularly as an outpatient.
context: When I found out that we were going to the same junior high, I was elated.\How could I find a way to talk to you?\Maybe I'll go buy sandwiches everyday?\But in the end, all I could do was watch you.\After all, you guys were all too tight.\There was no space for me to slip into.\Totsuhara University Hospital\I had surgery as a child, and then got treated regularly as an outpatient. response:	After I collapsed in seventh grade, I was in and out of the hospital, repeatedly.
context: How could I find a way to talk to you?\Maybe I'll go buy sandwiches everyday?\But in the end, all I could do was watch you.\After all, you guys were all too tight.\There was no space for me to slip into.\Totsuhara University Hospital\I had surgery as a child, and then got treated regularly as an outpatient.\After I collapsed in seventh grade, I was in and out of the hospital, repeatedly. response:	I started spending more time in than out.
context: Maybe I'll go buy sandwiches everyday?\But in the end, all I could do was watch you.\After all, you guys were all too tight.\There was no space for me to slip into.\Totsuhara University Hospital\I had surgery as a child, and then got treated regularly as an outpatient.\After I collapsed in seventh grade, I was in and out of the hospital, repeatedly.\I started spending more time in than out. response:	I was hardly ever in school by then.
context: But in the end, all I could do was watch you.\After all, you guys were all too tight.\There was no space for me to slip into.\Totsuhara University Hospital\I had surgery as a child, and then got treated regularly as an outpatient.\After I collapsed in seventh grade, I was in and out of the hospital, repeatedly.\I started spending more time in than out.\I was hardly ever in school by then. response:	I knew that I wasn't very well.
context: After all, you guys were all too tight.\There was no space for me to slip into.\Totsuhara University Hospital\I had surgery as a child, and then got treated regularly as an outpatient.\After I collapsed in seventh grade, I was in and out of the hospital, repeatedly.\I started spending more time in than out.\I was hardly ever in school by then.\I knew that I wasn't very well. response:	One night...
context: There was no space for me to slip into.\Totsuhara University Hospital\I had surgery as a child, and then got treated regularly as an outpatient.\After I collapsed in seventh grade, I was in and out of the hospital, repeatedly.\I started spending more time in than out.\I was hardly ever in school by then.\I knew that I wasn't very well.\One night... response:	When I saw my mother and father crying in the hospital waiting room,
context: Totsuhara University Hospital\I had surgery as a child, and then got treated regularly as an outpatient.\After I collapsed in seventh grade, I was in and out of the hospital, repeatedly.\I started spending more time in than out.\I was hardly ever in school by then.\I knew that I wasn't very well.\One night...\When I saw my mother and father crying in the hospital waiting room, response:	I realized that I didn't have much time.
context: I had surgery as a child, and then got treated regularly as an outpatient.\After I collapsed in seventh grade, I was in and out of the hospital, repeatedly.\I started spending more time in than out.\I was hardly ever in school by then.\I knew that I wasn't very well.\One night...\When I saw my mother and father crying in the hospital waiting room,\I realized that I didn't have much time. response:	That was the moment.
context: After I collapsed in seventh grade, I was in and out of the hospital, repeatedly.\I started spending more time in than out.\I was hardly ever in school by then.\I knew that I wasn't very well.\One night...\When I saw my mother and father crying in the hospital waiting room,\I realized that I didn't have much time.\That was the moment. response:	That I...
context: I started spending more time in than out.\I was hardly ever in school by then.\I knew that I wasn't very well.\One night...\When I saw my mother and father crying in the hospital waiting room,\I realized that I didn't have much time.\That was the moment.\That I... response:	Broke into a run.
context: I was hardly ever in school by then.\I knew that I wasn't very well.\One night...\When I saw my mother and father crying in the hospital waiting room,\I realized that I didn't have much time.\That was the moment.\That I...\Broke into a run. response:	I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven.
context: I knew that I wasn't very well.\One night...\When I saw my mother and father crying in the hospital waiting room,\I realized that I didn't have much time.\That was the moment.\That I...\Broke into a run.\I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven. response:	Those contact lenses that scared the heck out of me.
context: One night...\When I saw my mother and father crying in the hospital waiting room,\I realized that I didn't have much time.\That was the moment.\That I...\Broke into a run.\I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven.\Those contact lenses that scared the heck out of me. response:	Eating a whole cake, which I'd never done before because I worried about my weight.
context: When I saw my mother and father crying in the hospital waiting room,\I realized that I didn't have much time.\That was the moment.\That I...\Broke into a run.\I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven.\Those contact lenses that scared the heck out of me.\Eating a whole cake, which I'd never done before because I worried about my weight. response:	Even the music scores that bossed me around so haughtily...
context: I realized that I didn't have much time.\That was the moment.\That I...\Broke into a run.\I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven.\Those contact lenses that scared the heck out of me.\Eating a whole cake, which I'd never done before because I worried about my weight.\Even the music scores that bossed me around so haughtily... response:	I played them my way.
context: That was the moment.\That I...\Broke into a run.\I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven.\Those contact lenses that scared the heck out of me.\Eating a whole cake, which I'd never done before because I worried about my weight.\Even the music scores that bossed me around so haughtily...\I played them my way. response:	And then...
context: That I...\Broke into a run.\I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven.\Those contact lenses that scared the heck out of me.\Eating a whole cake, which I'd never done before because I worried about my weight.\Even the music scores that bossed me around so haughtily...\I played them my way.\And then... response:	I just told a single lie.
context: Broke into a run.\I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven.\Those contact lenses that scared the heck out of me.\Eating a whole cake, which I'd never done before because I worried about my weight.\Even the music scores that bossed me around so haughtily...\I played them my way.\And then...\I just told a single lie. response:	Kaori Miyazono likes Ryota Watari...
context: I started doing whatever I wanted, so I wouldn't bring my regrets with me to heaven.\Those contact lenses that scared the heck out of me.\Eating a whole cake, which I'd never done before because I worried about my weight.\Even the music scores that bossed me around so haughtily...\I played them my way.\And then...\I just told a single lie.\Kaori Miyazono likes Ryota Watari... response:	What?!
context: Those contact lenses that scared the heck out of me.\Eating a whole cake, which I'd never done before because I worried about my weight.\Even the music scores that bossed me around so haughtily...\I played them my way.\And then...\I just told a single lie.\Kaori Miyazono likes Ryota Watari...\What?! response:	That lie...
context: Eating a whole cake, which I'd never done before because I worried about my weight.\Even the music scores that bossed me around so haughtily...\I played them my way.\And then...\I just told a single lie.\Kaori Miyazono likes Ryota Watari...\What?!\That lie... response:	Would bring before me...
context: Even the music scores that bossed me around so haughtily...\I played them my way.\And then...\I just told a single lie.\Kaori Miyazono likes Ryota Watari...\What?!\That lie...\Would bring before me... response:	Kousei Arima...
context: I played them my way.\And then...\I just told a single lie.\Kaori Miyazono likes Ryota Watari...\What?!\That lie...\Would bring before me...\Kousei Arima... response:	It brought you to me.
context: And then...\I just told a single lie.\Kaori Miyazono likes Ryota Watari...\What?!\That lie...\Would bring before me...\Kousei Arima...\It brought you to me. response:	From: Keiko-chan What are you doing later? There's something I want to tell you.
context: I just told a single lie.\Kaori Miyazono likes Ryota Watari...\What?!\That lie...\Would bring before me...\Kousei Arima...\It brought you to me.\From: Keiko-chan What are you doing later? There's something I want to tell you. response:	Please tell Watari-kun that I'm sorry.
context: Kaori Miyazono likes Ryota Watari...\What?!\That lie...\Would bring before me...\Kousei Arima...\It brought you to me.\From: Keiko-chan What are you doing later? There's something I want to tell you.\Please tell Watari-kun that I'm sorry. response:	You two-timer!
context: What?!\That lie...\Would bring before me...\Kousei Arima...\It brought you to me.\From: Keiko-chan What are you doing later? There's something I want to tell you.\Please tell Watari-kun that I'm sorry.\You two-timer! response:	Go to hell, you miserable cheater!
context: That lie...\Would bring before me...\Kousei Arima...\It brought you to me.\From: Keiko-chan What are you doing later? There's something I want to tell you.\Please tell Watari-kun that I'm sorry.\You two-timer!\Go to hell, you miserable cheater! response:	What's the big deal!? All I did was go out with some girl!
context: Would bring before me...\Kousei Arima...\It brought you to me.\From: Keiko-chan What are you doing later? There's something I want to tell you.\Please tell Watari-kun that I'm sorry.\You two-timer!\Go to hell, you miserable cheater!\What's the big deal!? All I did was go out with some girl! response:	You should've gone with me the day before yesterday!
context: Kousei Arima...\It brought you to me.\From: Keiko-chan What are you doing later? There's something I want to tell you.\Please tell Watari-kun that I'm sorry.\You two-timer!\Go to hell, you miserable cheater!\What's the big deal!? All I did was go out with some girl!\You should've gone with me the day before yesterday! response:	Well, but still.
context: It brought you to me.\From: Keiko-chan What are you doing later? There's something I want to tell you.\Please tell Watari-kun that I'm sorry.\You two-timer!\Go to hell, you miserable cheater!\What's the big deal!? All I did was go out with some girl!\You should've gone with me the day before yesterday!\Well, but still. response:	I guess it won't take long for Watari-kun to forget all about me.
context: From: Keiko-chan What are you doing later? There's something I want to tell you.\Please tell Watari-kun that I'm sorry.\You two-timer!\Go to hell, you miserable cheater!\What's the big deal!? All I did was go out with some girl!\You should've gone with me the day before yesterday!\Well, but still.\I guess it won't take long for Watari-kun to forget all about me. response:	As a friend, he's a fun guy, but I'd rather have someone more intense.
context: Please tell Watari-kun that I'm sorry.\You two-timer!\Go to hell, you miserable cheater!\What's the big deal!? All I did was go out with some girl!\You should've gone with me the day before yesterday!\Well, but still.\I guess it won't take long for Watari-kun to forget all about me.\As a friend, he's a fun guy, but I'd rather have someone more intense. response:	Also...
