context: Bring it! response:	Ushiwaka's amazing...
context: I promise I'll get used to it.\Huh? I thought something was weird!\One more!\Their 1 is left-handed?\So that's why he approaches from the right.\Ryu always goes in from the left.\Yeah.\Man... talk about a chosen ace. response:	Opposite
context: Huh? I thought something was weird!\One more!\Their 1 is left-handed?\So that's why he approaches from the right.\Ryu always goes in from the left.\Yeah.\Man... talk about a chosen ace.\Opposite response:	Setter
context: One more!\Their 1 is left-handed?\So that's why he approaches from the right.\Ryu always goes in from the left.\Yeah.\Man... talk about a chosen ace.\Opposite\Setter response:	Ushiwaka's position is called opposite,”
context: Their 1 is left-handed?\So that's why he approaches from the right.\Ryu always goes in from the left.\Yeah.\Man... talk about a chosen ace.\Opposite\Setter\Ushiwaka's position is called opposite,” response:	and they're diagonal from the setter.
context: So that's why he approaches from the right.\Ryu always goes in from the left.\Yeah.\Man... talk about a chosen ace.\Opposite\Setter\Ushiwaka's position is called opposite,”\and they're diagonal from the setter. response:	On Karasuno's side, it's where Sawamura is.
context: Ryu always goes in from the left.\Yeah.\Man... talk about a chosen ace.\Opposite\Setter\Ushiwaka's position is called opposite,”\and they're diagonal from the setter.\On Karasuno's side, it's where Sawamura is. response:	Depending on how the player in that position plays,
context: Yeah.\Man... talk about a chosen ace.\Opposite\Setter\Ushiwaka's position is called opposite,”\and they're diagonal from the setter.\On Karasuno's side, it's where Sawamura is.\Depending on how the player in that position plays, response:	the way the whole team plays changes.
context: Man... talk about a chosen ace.\Opposite\Setter\Ushiwaka's position is called opposite,”\and they're diagonal from the setter.\On Karasuno's side, it's where Sawamura is.\Depending on how the player in that position plays,\the way the whole team plays changes. response:	One pattern is to have a player like Sawamura there,
context: Opposite\Setter\Ushiwaka's position is called opposite,”\and they're diagonal from the setter.\On Karasuno's side, it's where Sawamura is.\Depending on how the player in that position plays,\the way the whole team plays changes.\One pattern is to have a player like Sawamura there, response:	Got it!
context: Setter\Ushiwaka's position is called opposite,”\and they're diagonal from the setter.\On Karasuno's side, it's where Sawamura is.\Depending on how the player in that position plays,\the way the whole team plays changes.\One pattern is to have a player like Sawamura there,\Got it! response:	All right!
context: Ushiwaka's position is called opposite,”\and they're diagonal from the setter.\On Karasuno's side, it's where Sawamura is.\Depending on how the player in that position plays,\the way the whole team plays changes.\One pattern is to have a player like Sawamura there,\Got it!\All right! response:	Nice, Daichi-san!
context: and they're diagonal from the setter.\On Karasuno's side, it's where Sawamura is.\Depending on how the player in that position plays,\the way the whole team plays changes.\One pattern is to have a player like Sawamura there,\Got it!\All right!\Nice, Daichi-san! response:	who's a player that's skilled all-around, and good at defense.
context: On Karasuno's side, it's where Sawamura is.\Depending on how the player in that position plays,\the way the whole team plays changes.\One pattern is to have a player like Sawamura there,\Got it!\All right!\Nice, Daichi-san!\who's a player that's skilled all-around, and good at defense. response:	Left!
context: Depending on how the player in that position plays,\the way the whole team plays changes.\One pattern is to have a player like Sawamura there,\Got it!\All right!\Nice, Daichi-san!\who's a player that's skilled all-around, and good at defense.\Left! response:	That's pretty common on high school teams.
context: the way the whole team plays changes.\One pattern is to have a player like Sawamura there,\Got it!\All right!\Nice, Daichi-san!\who's a player that's skilled all-around, and good at defense.\Left!\That's pretty common on high school teams. response:	The other pattern is to have a cannon like Ushiwaka there.
context: One pattern is to have a player like Sawamura there,\Got it!\All right!\Nice, Daichi-san!\who's a player that's skilled all-around, and good at defense.\Left!\That's pretty common on high school teams.\The other pattern is to have a cannon like Ushiwaka there. response:	Nice receive!
context: Got it!\All right!\Nice, Daichi-san!\who's a player that's skilled all-around, and good at defense.\Left!\That's pretty common on high school teams.\The other pattern is to have a cannon like Ushiwaka there.\Nice receive! response:	They don't serve or receive,
context: All right!\Nice, Daichi-san!\who's a player that's skilled all-around, and good at defense.\Left!\That's pretty common on high school teams.\The other pattern is to have a cannon like Ushiwaka there.\Nice receive!\They don't serve or receive, response:	and are always prepared to attack,
context: Nice, Daichi-san!\who's a player that's skilled all-around, and good at defense.\Left!\That's pretty common on high school teams.\The other pattern is to have a cannon like Ushiwaka there.\Nice receive!\They don't serve or receive,\and are always prepared to attack, response:	from either the front or back line.
context: who's a player that's skilled all-around, and good at defense.\Left!\That's pretty common on high school teams.\The other pattern is to have a cannon like Ushiwaka there.\Nice receive!\They don't serve or receive,\and are always prepared to attack,\from either the front or back line. response:	A while back,
context: Left!\That's pretty common on high school teams.\The other pattern is to have a cannon like Ushiwaka there.\Nice receive!\They don't serve or receive,\and are always prepared to attack,\from either the front or back line.\A while back, response:	they were called super aces.
context: That's pretty common on high school teams.\The other pattern is to have a cannon like Ushiwaka there.\Nice receive!\They don't serve or receive,\and are always prepared to attack,\from either the front or back line.\A while back,\they were called super aces. response:	Nice kill, Ushijima!
context: The other pattern is to have a cannon like Ushiwaka there.\Nice receive!\They don't serve or receive,\and are always prepared to attack,\from either the front or back line.\A while back,\they were called super aces.\Nice kill, Ushijima! response:	Ushijima! Ushijima!
context: Nice receive!\They don't serve or receive,\and are always prepared to attack,\from either the front or back line.\A while back,\they were called super aces.\Nice kill, Ushijima!\Ushijima! Ushijima! response:	I get that Ushiwaka guy is super tall and super strong,
context: They don't serve or receive,\and are always prepared to attack,\from either the front or back line.\A while back,\they were called super aces.\Nice kill, Ushijima!\Ushijima! Ushijima!\I get that Ushiwaka guy is super tall and super strong, response:	but does the fact that he's left-handed make him that
context: and are always prepared to attack,\from either the front or back line.\A while back,\they were called super aces.\Nice kill, Ushijima!\Ushijima! Ushijima!\I get that Ushiwaka guy is super tall and super strong,\but does the fact that he's left-handed make him that response:	Bring it!
context: from either the front or back line.\A while back,\they were called super aces.\Nice kill, Ushijima!\Ushijima! Ushijima!\I get that Ushiwaka guy is super tall and super strong,\but does the fact that he's left-handed make him that\Bring it! response:	All right!
context: A while back,\they were called super aces.\Nice kill, Ushijima!\Ushijima! Ushijima!\I get that Ushiwaka guy is super tall and super strong,\but does the fact that he's left-handed make him that\Bring it!\All right! response:	All right!
context: they were called super aces.\Nice kill, Ushijima!\Ushijima! Ushijima!\I get that Ushiwaka guy is super tall and super strong,\but does the fact that he's left-handed make him that\Bring it!\All right!\All right! response:	All right!
context: Nice kill, Ushijima!\Ushijima! Ushijima!\I get that Ushiwaka guy is super tall and super strong,\but does the fact that he's left-handed make him that\Bring it!\All right!\All right!\All right! response:	Tanaka, nice kill!
context: Ushijima! Ushijima!\I get that Ushiwaka guy is super tall and super strong,\but does the fact that he's left-handed make him that\Bring it!\All right!\All right!\All right!\Tanaka, nice kill! response:	Go, go, Karasuno! Push it, push it, Karasuno!
context: I get that Ushiwaka guy is super tall and super strong,\but does the fact that he's left-handed make him that\Bring it!\All right!\All right!\All right!\Tanaka, nice kill!\Go, go, Karasuno! Push it, push it, Karasuno! response:	Shiratorizawa Karasuno
context: but does the fact that he's left-handed make him that\Bring it!\All right!\All right!\All right!\Tanaka, nice kill!\Go, go, Karasuno! Push it, push it, Karasuno!\Shiratorizawa Karasuno response:	Go, go, Karasuno! Push it, push it, Karasuno!
context: Bring it!\All right!\All right!\All right!\Tanaka, nice kill!\Go, go, Karasuno! Push it, push it, Karasuno!\Shiratorizawa Karasuno\Go, go, Karasuno! Push it, push it, Karasuno! response:	We finally got a point in...
context: All right!\All right!\All right!\Tanaka, nice kill!\Go, go, Karasuno! Push it, push it, Karasuno!\Shiratorizawa Karasuno\Go, go, Karasuno! Push it, push it, Karasuno!\We finally got a point in... response:	Way to go, Ryu!
context: All right!\All right!\Tanaka, nice kill!\Go, go, Karasuno! Push it, push it, Karasuno!\Shiratorizawa Karasuno\Go, go, Karasuno! Push it, push it, Karasuno!\We finally got a point in...\Way to go, Ryu! response:	So, what's so special about the lefty?
context: All right!\Tanaka, nice kill!\Go, go, Karasuno! Push it, push it, Karasuno!\Shiratorizawa Karasuno\Go, go, Karasuno! Push it, push it, Karasuno!\We finally got a point in...\Way to go, Ryu!\So, what's so special about the lefty? response:	Since they go up against people who are right-handed way more often,
context: Tanaka, nice kill!\Go, go, Karasuno! Push it, push it, Karasuno!\Shiratorizawa Karasuno\Go, go, Karasuno! Push it, push it, Karasuno!\We finally got a point in...\Way to go, Ryu!\So, what's so special about the lefty?\Since they go up against people who are right-handed way more often, response:	playing against someone who's left-handed is unbelievably difficult.
context: Go, go, Karasuno! Push it, push it, Karasuno!\Shiratorizawa Karasuno\Go, go, Karasuno! Push it, push it, Karasuno!\We finally got a point in...\Way to go, Ryu!\So, what's so special about the lefty?\Since they go up against people who are right-handed way more often,\playing against someone who's left-handed is unbelievably difficult. response:	For example, when a single blocker goes up,
context: Shiratorizawa Karasuno\Go, go, Karasuno! Push it, push it, Karasuno!\We finally got a point in...\Way to go, Ryu!\So, what's so special about the lefty?\Since they go up against people who are right-handed way more often,\playing against someone who's left-handed is unbelievably difficult.\For example, when a single blocker goes up, response:	they jump up facing their opponent's dominant hand.
context: Go, go, Karasuno! Push it, push it, Karasuno!\We finally got a point in...\Way to go, Ryu!\So, what's so special about the lefty?\Since they go up against people who are right-handed way more often,\playing against someone who's left-handed is unbelievably difficult.\For example, when a single blocker goes up,\they jump up facing their opponent's dominant hand. response:	Which means they're about a shoulder's width away.
context: We finally got a point in...\Way to go, Ryu!\So, what's so special about the lefty?\Since they go up against people who are right-handed way more often,\playing against someone who's left-handed is unbelievably difficult.\For example, when a single blocker goes up,\they jump up facing their opponent's dominant hand.\Which means they're about a shoulder's width away. response:	So unless the attack is a very simple one,
context: Way to go, Ryu!\So, what's so special about the lefty?\Since they go up against people who are right-handed way more often,\playing against someone who's left-handed is unbelievably difficult.\For example, when a single blocker goes up,\they jump up facing their opponent's dominant hand.\Which means they're about a shoulder's width away.\So unless the attack is a very simple one, response:	Asahi-san, nice serve!
context: So, what's so special about the lefty?\Since they go up against people who are right-handed way more often,\playing against someone who's left-handed is unbelievably difficult.\For example, when a single blocker goes up,\they jump up facing their opponent's dominant hand.\Which means they're about a shoulder's width away.\So unless the attack is a very simple one,\Asahi-san, nice serve! response:	the showdown is over in a moment.
context: Since they go up against people who are right-handed way more often,\playing against someone who's left-handed is unbelievably difficult.\For example, when a single blocker goes up,\they jump up facing their opponent's dominant hand.\Which means they're about a shoulder's width away.\So unless the attack is a very simple one,\Asahi-san, nice serve!\the showdown is over in a moment. response:	If they jump up in a way their body is used to...
context: playing against someone who's left-handed is unbelievably difficult.\For example, when a single blocker goes up,\they jump up facing their opponent's dominant hand.\Which means they're about a shoulder's width away.\So unless the attack is a very simple one,\Asahi-san, nice serve!\the showdown is over in a moment.\If they jump up in a way their body is used to... response:	Time difference...
context: For example, when a single blocker goes up,\they jump up facing their opponent's dominant hand.\Which means they're about a shoulder's width away.\So unless the attack is a very simple one,\Asahi-san, nice serve!\the showdown is over in a moment.\If they jump up in a way their body is used to...\Time difference... response:	Nice kill, Ushijima!
context: they jump up facing their opponent's dominant hand.\Which means they're about a shoulder's width away.\So unless the attack is a very simple one,\Asahi-san, nice serve!\the showdown is over in a moment.\If they jump up in a way their body is used to...\Time difference...\Nice kill, Ushijima! response:	What the hell are they doing?
context: Which means they're about a shoulder's width away.\So unless the attack is a very simple one,\Asahi-san, nice serve!\the showdown is over in a moment.\If they jump up in a way their body is used to...\Time difference...\Nice kill, Ushijima!\What the hell are they doing? response:	Karasuno's blocks are full of holes!
context: So unless the attack is a very simple one,\Asahi-san, nice serve!\the showdown is over in a moment.\If they jump up in a way their body is used to...\Time difference...\Nice kill, Ushijima!\What the hell are they doing?\Karasuno's blocks are full of holes! response:	Ushijima! Ushijima!
context: Asahi-san, nice serve!\the showdown is over in a moment.\If they jump up in a way their body is used to...\Time difference...\Nice kill, Ushijima!\What the hell are they doing?\Karasuno's blocks are full of holes!\Ushijima! Ushijima! response:	It's not just the fact that he's left-handed that makes him strong.
context: the showdown is over in a moment.\If they jump up in a way their body is used to...\Time difference...\Nice kill, Ushijima!\What the hell are they doing?\Karasuno's blocks are full of holes!\Ushijima! Ushijima!\It's not just the fact that he's left-handed that makes him strong. response:	Not only is he left-handed, but his strength is also top-tier.
context: If they jump up in a way their body is used to...\Time difference...\Nice kill, Ushijima!\What the hell are they doing?\Karasuno's blocks are full of holes!\Ushijima! Ushijima!\It's not just the fact that he's left-handed that makes him strong.\Not only is he left-handed, but his strength is also top-tier. response:	Wakatoshi-kun, nice kill! I see you're as sharp as ever.
context: Time difference...\Nice kill, Ushijima!\What the hell are they doing?\Karasuno's blocks are full of holes!\Ushijima! Ushijima!\It's not just the fact that he's left-handed that makes him strong.\Not only is he left-handed, but his strength is also top-tier.\Wakatoshi-kun, nice kill! I see you're as sharp as ever. response:	Yeah.
context: Nice kill, Ushijima!\What the hell are they doing?\Karasuno's blocks are full of holes!\Ushijima! Ushijima!\It's not just the fact that he's left-handed that makes him strong.\Not only is he left-handed, but his strength is also top-tier.\Wakatoshi-kun, nice kill! I see you're as sharp as ever.\Yeah. response:	That's what Ushiwaka is.
context: What the hell are they doing?\Karasuno's blocks are full of holes!\Ushijima! Ushijima!\It's not just the fact that he's left-handed that makes him strong.\Not only is he left-handed, but his strength is also top-tier.\Wakatoshi-kun, nice kill! I see you're as sharp as ever.\Yeah.\That's what Ushiwaka is. response:	So they already scored four straight points because of Ushijima-kun.
context: Karasuno's blocks are full of holes!\Ushijima! Ushijima!\It's not just the fact that he's left-handed that makes him strong.\Not only is he left-handed, but his strength is also top-tier.\Wakatoshi-kun, nice kill! I see you're as sharp as ever.\Yeah.\That's what Ushiwaka is.\So they already scored four straight points because of Ushijima-kun. response:	Yeah.
context: Ushijima! Ushijima!\It's not just the fact that he's left-handed that makes him strong.\Not only is he left-handed, but his strength is also top-tier.\Wakatoshi-kun, nice kill! I see you're as sharp as ever.\Yeah.\That's what Ushiwaka is.\So they already scored four straight points because of Ushijima-kun.\Yeah. response:	Their setter seems to have solid hands,
context: It's not just the fact that he's left-handed that makes him strong.\Not only is he left-handed, but his strength is also top-tier.\Wakatoshi-kun, nice kill! I see you're as sharp as ever.\Yeah.\That's what Ushiwaka is.\So they already scored four straight points because of Ushijima-kun.\Yeah.\Their setter seems to have solid hands, response:	Rotate! Rotate!
context: Not only is he left-handed, but his strength is also top-tier.\Wakatoshi-kun, nice kill! I see you're as sharp as ever.\Yeah.\That's what Ushiwaka is.\So they already scored four straight points because of Ushijima-kun.\Yeah.\Their setter seems to have solid hands,\Rotate! Rotate! response:	Right!
context: Wakatoshi-kun, nice kill! I see you're as sharp as ever.\Yeah.\That's what Ushiwaka is.\So they already scored four straight points because of Ushijima-kun.\Yeah.\Their setter seems to have solid hands,\Rotate! Rotate!\Right! response:	and I'm sure he'd like to get some in from the get-go.
context: Yeah.\That's what Ushiwaka is.\So they already scored four straight points because of Ushijima-kun.\Yeah.\Their setter seems to have solid hands,\Rotate! Rotate!\Right!\and I'm sure he'd like to get some in from the get-go. response:	Japanese National High School Volleyball Tournament
context: That's what Ushiwaka is.\So they already scored four straight points because of Ushijima-kun.\Yeah.\Their setter seems to have solid hands,\Rotate! Rotate!\Right!\and I'm sure he'd like to get some in from the get-go.\Japanese National High School Volleyball Tournament response:	Shiratorizawa Karasuno
context: So they already scored four straight points because of Ushijima-kun.\Yeah.\Their setter seems to have solid hands,\Rotate! Rotate!\Right!\and I'm sure he'd like to get some in from the get-go.\Japanese National High School Volleyball Tournament\Shiratorizawa Karasuno response:	Huh? What's that buzzer for?
context: Yeah.\Their setter seems to have solid hands,\Rotate! Rotate!\Right!\and I'm sure he'd like to get some in from the get-go.\Japanese National High School Volleyball Tournament\Shiratorizawa Karasuno\Huh? What's that buzzer for? response:	Oh, this is a technical time out.
context: Their setter seems to have solid hands,\Rotate! Rotate!\Right!\and I'm sure he'd like to get some in from the get-go.\Japanese National High School Volleyball Tournament\Shiratorizawa Karasuno\Huh? What's that buzzer for?\Oh, this is a technical time out. response:	Shiratorizawa!
context: Rotate! Rotate!\Right!\and I'm sure he'd like to get some in from the get-go.\Japanese National High School Volleyball Tournament\Shiratorizawa Karasuno\Huh? What's that buzzer for?\Oh, this is a technical time out.\Shiratorizawa! response:	What's that?
context: Right!\and I'm sure he'd like to get some in from the get-go.\Japanese National High School Volleyball Tournament\Shiratorizawa Karasuno\Huh? What's that buzzer for?\Oh, this is a technical time out.\Shiratorizawa!\What's that? response:	Shiratorizawa!
