context: Watanuki... response:	If you push too hard, you'll hurt yourself.
context: What is this?\My heart rate's been weird since this morning...\I can't seem to settle down.\You've received a message Soushi Miketsukami\I did nothing to deserve your thanks. Rather, I must thank you for continually sending me such kind e-mails. I am very grateful for your kind treatment.\Miketsukami replied...\And my heart is doing that thing again.\Could this be what they call... response:	an irregular heartbeat?
context: My heart rate's been weird since this morning...\I can't seem to settle down.\You've received a message Soushi Miketsukami\I did nothing to deserve your thanks. Rather, I must thank you for continually sending me such kind e-mails. I am very grateful for your kind treatment.\Miketsukami replied...\And my heart is doing that thing again.\Could this be what they call...\an irregular heartbeat? response:	With the move, it's been so hectic...
context: I can't seem to settle down.\You've received a message Soushi Miketsukami\I did nothing to deserve your thanks. Rather, I must thank you for continually sending me such kind e-mails. I am very grateful for your kind treatment.\Miketsukami replied...\And my heart is doing that thing again.\Could this be what they call...\an irregular heartbeat?\With the move, it's been so hectic... response:	I need to take care of my health.
context: You've received a message Soushi Miketsukami\I did nothing to deserve your thanks. Rather, I must thank you for continually sending me such kind e-mails. I am very grateful for your kind treatment.\Miketsukami replied...\And my heart is doing that thing again.\Could this be what they call...\an irregular heartbeat?\With the move, it's been so hectic...\I need to take care of my health. response:	I wonder if he lives here.
context: I did nothing to deserve your thanks. Rather, I must thank you for continually sending me such kind e-mails. I am very grateful for your kind treatment.\Miketsukami replied...\And my heart is doing that thing again.\Could this be what they call...\an irregular heartbeat?\With the move, it's been so hectic...\I need to take care of my health.\I wonder if he lives here. response:	I've never seen him before.
context: Miketsukami replied...\And my heart is doing that thing again.\Could this be what they call...\an irregular heartbeat?\With the move, it's been so hectic...\I need to take care of my health.\I wonder if he lives here.\I've never seen him before. response:	What are you looking at?
context: And my heart is doing that thing again.\Could this be what they call...\an irregular heartbeat?\With the move, it's been so hectic...\I need to take care of my health.\I wonder if he lives here.\I've never seen him before.\What are you looking at? response:	You started looking at me first.
context: Could this be what they call...\an irregular heartbeat?\With the move, it's been so hectic...\I need to take care of my health.\I wonder if he lives here.\I've never seen him before.\What are you looking at?\You started looking at me first. response:	Stop staring at me.
context: an irregular heartbeat?\With the move, it's been so hectic...\I need to take care of my health.\I wonder if he lives here.\I've never seen him before.\What are you looking at?\You started looking at me first.\Stop staring at me. response:	Look somewhere else.
context: With the move, it's been so hectic...\I need to take care of my health.\I wonder if he lives here.\I've never seen him before.\What are you looking at?\You started looking at me first.\Stop staring at me.\Look somewhere else. response:	You first.
context: I need to take care of my health.\I wonder if he lives here.\I've never seen him before.\What are you looking at?\You started looking at me first.\Stop staring at me.\Look somewhere else.\You first. response:	1 minute later...
context: I wonder if he lives here.\I've never seen him before.\What are you looking at?\You started looking at me first.\Stop staring at me.\Look somewhere else.\You first.\1 minute later... response:	My eyes...
context: I've never seen him before.\What are you looking at?\You started looking at me first.\Stop staring at me.\Look somewhere else.\You first.\1 minute later...\My eyes... response:	I knew you couldn't walk the walk.
context: What are you looking at?\You started looking at me first.\Stop staring at me.\Look somewhere else.\You first.\1 minute later...\My eyes...\I knew you couldn't walk the walk. response:	You're that fox spirit's partner, aren't you?
context: You started looking at me first.\Stop staring at me.\Look somewhere else.\You first.\1 minute later...\My eyes...\I knew you couldn't walk the walk.\You're that fox spirit's partner, aren't you? response:	Your attitude stinks!
context: Stop staring at me.\Look somewhere else.\You first.\1 minute later...\My eyes...\I knew you couldn't walk the walk.\You're that fox spirit's partner, aren't you?\Your attitude stinks! response:	Huh?
context: Look somewhere else.\You first.\1 minute later...\My eyes...\I knew you couldn't walk the walk.\You're that fox spirit's partner, aren't you?\Your attitude stinks!\Huh? response:	Bring it on! I love you. Frenetic dance.
context: You first.\1 minute later...\My eyes...\I knew you couldn't walk the walk.\You're that fox spirit's partner, aren't you?\Your attitude stinks!\Huh?\Bring it on! I love you. Frenetic dance. response:	Kamikaze Attack! Best regards. We only respect ourselves.
context: 1 minute later...\My eyes...\I knew you couldn't walk the walk.\You're that fox spirit's partner, aren't you?\Your attitude stinks!\Huh?\Bring it on! I love you. Frenetic dance.\Kamikaze Attack! Best regards. We only respect ourselves. response:	I'm Banri Watanuki, room one, and I'm a delinquent!
context: My eyes...\I knew you couldn't walk the walk.\You're that fox spirit's partner, aren't you?\Your attitude stinks!\Huh?\Bring it on! I love you. Frenetic dance.\Kamikaze Attack! Best regards. We only respect ourselves.\I'm Banri Watanuki, room one, and I'm a delinquent! response:	Top of the world. I'll choke you! I love you.
context: I knew you couldn't walk the walk.\You're that fox spirit's partner, aren't you?\Your attitude stinks!\Huh?\Bring it on! I love you. Frenetic dance.\Kamikaze Attack! Best regards. We only respect ourselves.\I'm Banri Watanuki, room one, and I'm a delinquent!\Top of the world. I'll choke you! I love you. response:	Wind, forest, fire, mountain Divine demon.
context: You're that fox spirit's partner, aren't you?\Your attitude stinks!\Huh?\Bring it on! I love you. Frenetic dance.\Kamikaze Attack! Best regards. We only respect ourselves.\I'm Banri Watanuki, room one, and I'm a delinquent!\Top of the world. I'll choke you! I love you.\Wind, forest, fire, mountain Divine demon. response:	Delinquent
context: Your attitude stinks!\Huh?\Bring it on! I love you. Frenetic dance.\Kamikaze Attack! Best regards. We only respect ourselves.\I'm Banri Watanuki, room one, and I'm a delinquent!\Top of the world. I'll choke you! I love you.\Wind, forest, fire, mountain Divine demon.\Delinquent response:	You say that like you're proud of it.
context: Huh?\Bring it on! I love you. Frenetic dance.\Kamikaze Attack! Best regards. We only respect ourselves.\I'm Banri Watanuki, room one, and I'm a delinquent!\Top of the world. I'll choke you! I love you.\Wind, forest, fire, mountain Divine demon.\Delinquent\You say that like you're proud of it. response:	How kind of you to warn me.
context: Bring it on! I love you. Frenetic dance.\Kamikaze Attack! Best regards. We only respect ourselves.\I'm Banri Watanuki, room one, and I'm a delinquent!\Top of the world. I'll choke you! I love you.\Wind, forest, fire, mountain Divine demon.\Delinquent\You say that like you're proud of it.\How kind of you to warn me. response:	I'm Ririchiyo Shirakiin, from room four.
context: Kamikaze Attack! Best regards. We only respect ourselves.\I'm Banri Watanuki, room one, and I'm a delinquent!\Top of the world. I'll choke you! I love you.\Wind, forest, fire, mountain Divine demon.\Delinquent\You say that like you're proud of it.\How kind of you to warn me.\I'm Ririchiyo Shirakiin, from room four. response:	Another person who won't take me seriously?
context: I'm Banri Watanuki, room one, and I'm a delinquent!\Top of the world. I'll choke you! I love you.\Wind, forest, fire, mountain Divine demon.\Delinquent\You say that like you're proud of it.\How kind of you to warn me.\I'm Ririchiyo Shirakiin, from room four.\Another person who won't take me seriously? response:	Because I'm a...
context: Top of the world. I'll choke you! I love you.\Wind, forest, fire, mountain Divine demon.\Delinquent\You say that like you're proud of it.\How kind of you to warn me.\I'm Ririchiyo Shirakiin, from room four.\Another person who won't take me seriously?\Because I'm a... response:	Because I'm a...
context: Wind, forest, fire, mountain Divine demon.\Delinquent\You say that like you're proud of it.\How kind of you to warn me.\I'm Ririchiyo Shirakiin, from room four.\Another person who won't take me seriously?\Because I'm a...\Because I'm a... response:	tiny tanuki?!
context: Delinquent\You say that like you're proud of it.\How kind of you to warn me.\I'm Ririchiyo Shirakiin, from room four.\Another person who won't take me seriously?\Because I'm a...\Because I'm a...\tiny tanuki?! response:	You transformed just for me?
context: You say that like you're proud of it.\How kind of you to warn me.\I'm Ririchiyo Shirakiin, from room four.\Another person who won't take me seriously?\Because I'm a...\Because I'm a...\tiny tanuki?!\You transformed just for me? response:	That really is kind of you.
context: How kind of you to warn me.\I'm Ririchiyo Shirakiin, from room four.\Another person who won't take me seriously?\Because I'm a...\Because I'm a...\tiny tanuki?!\You transformed just for me?\That really is kind of you. response:	Shut up!
context: I'm Ririchiyo Shirakiin, from room four.\Another person who won't take me seriously?\Because I'm a...\Because I'm a...\tiny tanuki?!\You transformed just for me?\That really is kind of you.\Shut up! response:	I transform easily because I'm unstable!
context: Another person who won't take me seriously?\Because I'm a...\Because I'm a...\tiny tanuki?!\You transformed just for me?\That really is kind of you.\Shut up!\I transform easily because I'm unstable! response:	What of it?!
context: Because I'm a...\Because I'm a...\tiny tanuki?!\You transformed just for me?\That really is kind of you.\Shut up!\I transform easily because I'm unstable!\What of it?! response:	Just because I look like this doesn't mean I can't hurt you!
context: Because I'm a...\tiny tanuki?!\You transformed just for me?\That really is kind of you.\Shut up!\I transform easily because I'm unstable!\What of it?!\Just because I look like this doesn't mean I can't hurt you! response:	I'm a...
context: tiny tanuki?!\You transformed just for me?\That really is kind of you.\Shut up!\I transform easily because I'm unstable!\What of it?!\Just because I look like this doesn't mean I can't hurt you!\I'm a... response:	What are you doing?!
context: You transformed just for me?\That really is kind of you.\Shut up!\I transform easily because I'm unstable!\What of it?!\Just because I look like this doesn't mean I can't hurt you!\I'm a...\What are you doing?! response:	I'll feed you a knuckle sand
context: That really is kind of you.\Shut up!\I transform easily because I'm unstable!\What of it?!\Just because I look like this doesn't mean I can't hurt you!\I'm a...\What are you doing?!\I'll feed you a knuckle sand response:	That's no way to speak to a lady.
context: Shut up!\I transform easily because I'm unstable!\What of it?!\Just because I look like this doesn't mean I can't hurt you!\I'm a...\What are you doing?!\I'll feed you a knuckle sand\That's no way to speak to a lady. response:	Hello!
context: I transform easily because I'm unstable!\What of it?!\Just because I look like this doesn't mean I can't hurt you!\I'm a...\What are you doing?!\I'll feed you a knuckle sand\That's no way to speak to a lady.\Hello! response:	It's so nice to meet you!
context: What of it?!\Just because I look like this doesn't mean I can't hurt you!\I'm a...\What are you doing?!\I'll feed you a knuckle sand\That's no way to speak to a lady.\Hello!\It's so nice to meet you! response:	Oh, who am I?
context: Just because I look like this doesn't mean I can't hurt you!\I'm a...\What are you doing?!\I'll feed you a knuckle sand\That's no way to speak to a lady.\Hello!\It's so nice to meet you!\Oh, who am I? response:	I'm Zange Natsume.
context: I'm a...\What are you doing?!\I'll feed you a knuckle sand\That's no way to speak to a lady.\Hello!\It's so nice to meet you!\Oh, who am I?\I'm Zange Natsume. response:	I'm Watanuki's Secret Service agent.
context: What are you doing?!\I'll feed you a knuckle sand\That's no way to speak to a lady.\Hello!\It's so nice to meet you!\Oh, who am I?\I'm Zange Natsume.\I'm Watanuki's Secret Service agent. response:	You're his agent...
context: I'll feed you a knuckle sand\That's no way to speak to a lady.\Hello!\It's so nice to meet you!\Oh, who am I?\I'm Zange Natsume.\I'm Watanuki's Secret Service agent.\You're his agent... response:	I was born twenty-three years ago, at St. Maria hospital,
context: That's no way to speak to a lady.\Hello!\It's so nice to meet you!\Oh, who am I?\I'm Zange Natsume.\I'm Watanuki's Secret Service agent.\You're his agent...\I was born twenty-three years ago, at St. Maria hospital, response:	with a weight of 3020 grams.
context: Hello!\It's so nice to meet you!\Oh, who am I?\I'm Zange Natsume.\I'm Watanuki's Secret Service agent.\You're his agent...\I was born twenty-three years ago, at St. Maria hospital,\with a weight of 3020 grams. response:	I quickly grew into a quirky boy.
context: It's so nice to meet you!\Oh, who am I?\I'm Zange Natsume.\I'm Watanuki's Secret Service agent.\You're his agent...\I was born twenty-three years ago, at St. Maria hospital,\with a weight of 3020 grams.\I quickly grew into a quirky boy. response:	Virgo, blood type B.
context: Oh, who am I?\I'm Zange Natsume.\I'm Watanuki's Secret Service agent.\You're his agent...\I was born twenty-three years ago, at St. Maria hospital,\with a weight of 3020 grams.\I quickly grew into a quirky boy.\Virgo, blood type B. response:	No girlfriend!
context: I'm Zange Natsume.\I'm Watanuki's Secret Service agent.\You're his agent...\I was born twenty-three years ago, at St. Maria hospital,\with a weight of 3020 grams.\I quickly grew into a quirky boy.\Virgo, blood type B.\No girlfriend! response:	However, as I am descended from a Hundred Eyes creature,
context: I'm Watanuki's Secret Service agent.\You're his agent...\I was born twenty-three years ago, at St. Maria hospital,\with a weight of 3020 grams.\I quickly grew into a quirky boy.\Virgo, blood type B.\No girlfriend!\However, as I am descended from a Hundred Eyes creature, response:	I see things I don't wish to.
context: You're his agent...\I was born twenty-three years ago, at St. Maria hospital,\with a weight of 3020 grams.\I quickly grew into a quirky boy.\Virgo, blood type B.\No girlfriend!\However, as I am descended from a Hundred Eyes creature,\I see things I don't wish to. response:	That is my sad story.
context: I was born twenty-three years ago, at St. Maria hospital,\with a weight of 3020 grams.\I quickly grew into a quirky boy.\Virgo, blood type B.\No girlfriend!\However, as I am descended from a Hundred Eyes creature,\I see things I don't wish to.\That is my sad story. response:	While fighting my distrust of humanity and my loneliness,
context: with a weight of 3020 grams.\I quickly grew into a quirky boy.\Virgo, blood type B.\No girlfriend!\However, as I am descended from a Hundred Eyes creature,\I see things I don't wish to.\That is my sad story.\While fighting my distrust of humanity and my loneliness, response:	I took to the east, the west...
context: I quickly grew into a quirky boy.\Virgo, blood type B.\No girlfriend!\However, as I am descended from a Hundred Eyes creature,\I see things I don't wish to.\That is my sad story.\While fighting my distrust of humanity and my loneliness,\I took to the east, the west... response:	Um...
context: Virgo, blood type B.\No girlfriend!\However, as I am descended from a Hundred Eyes creature,\I see things I don't wish to.\That is my sad story.\While fighting my distrust of humanity and my loneliness,\I took to the east, the west...\Um... response:	What's that?
context: No girlfriend!\However, as I am descended from a Hundred Eyes creature,\I see things I don't wish to.\That is my sad story.\While fighting my distrust of humanity and my loneliness,\I took to the east, the west...\Um...\What's that? response:	You want to know more about me?
context: However, as I am descended from a Hundred Eyes creature,\I see things I don't wish to.\That is my sad story.\While fighting my distrust of humanity and my loneliness,\I took to the east, the west...\Um...\What's that?\You want to know more about me? response:	Sorry, but I think a little mystery can be quite an enticement.
context: I see things I don't wish to.\That is my sad story.\While fighting my distrust of humanity and my loneliness,\I took to the east, the west...\Um...\What's that?\You want to know more about me?\Sorry, but I think a little mystery can be quite an enticement. response:	How-ev-er...
context: That is my sad story.\While fighting my distrust of humanity and my loneliness,\I took to the east, the west...\Um...\What's that?\You want to know more about me?\Sorry, but I think a little mystery can be quite an enticement.\How-ev-er... response:	I know everything about you, Ririchiyo Shirakiin.
context: While fighting my distrust of humanity and my loneliness,\I took to the east, the west...\Um...\What's that?\You want to know more about me?\Sorry, but I think a little mystery can be quite an enticement.\How-ev-er...\I know everything about you, Ririchiyo Shirakiin. response:	I also know what's causing your irregular heartbeat.
context: I took to the east, the west...\Um...\What's that?\You want to know more about me?\Sorry, but I think a little mystery can be quite an enticement.\How-ev-er...\I know everything about you, Ririchiyo Shirakiin.\I also know what's causing your irregular heartbeat. response:	I know your past and your future.
context: Um...\What's that?\You want to know more about me?\Sorry, but I think a little mystery can be quite an enticement.\How-ev-er...\I know everything about you, Ririchiyo Shirakiin.\I also know what's causing your irregular heartbeat.\I know your past and your future. response:	I know of your past life and your next one.
context: What's that?\You want to know more about me?\Sorry, but I think a little mystery can be quite an enticement.\How-ev-er...\I know everything about you, Ririchiyo Shirakiin.\I also know what's causing your irregular heartbeat.\I know your past and your future.\I know of your past life and your next one. response:	Even the color of your underwear.
context: You want to know more about me?\Sorry, but I think a little mystery can be quite an enticement.\How-ev-er...\I know everything about you, Ririchiyo Shirakiin.\I also know what's causing your irregular heartbeat.\I know your past and your future.\I know of your past life and your next one.\Even the color of your underwear. response:	All that can be seen, and all that cannot be...
context: Sorry, but I think a little mystery can be quite an enticement.\How-ev-er...\I know everything about you, Ririchiyo Shirakiin.\I also know what's causing your irregular heartbeat.\I know your past and your future.\I know of your past life and your next one.\Even the color of your underwear.\All that can be seen, and all that cannot be... response:	You're...
context: How-ev-er...\I know everything about you, Ririchiyo Shirakiin.\I also know what's causing your irregular heartbeat.\I know your past and your future.\I know of your past life and your next one.\Even the color of your underwear.\All that can be seen, and all that cannot be...\You're... response:	But if you win tomorrow's match,
context: I know everything about you, Ririchiyo Shirakiin.\I also know what's causing your irregular heartbeat.\I know your past and your future.\I know of your past life and your next one.\Even the color of your underwear.\All that can be seen, and all that cannot be...\You're...\But if you win tomorrow's match, response:	I'll tell you absolutely anything!
context: I also know what's causing your irregular heartbeat.\I know your past and your future.\I know of your past life and your next one.\Even the color of your underwear.\All that can be seen, and all that cannot be...\You're...\But if you win tomorrow's match,\I'll tell you absolutely anything! response:	Match?
context: I know your past and your future.\I know of your past life and your next one.\Even the color of your underwear.\All that can be seen, and all that cannot be...\You're...\But if you win tomorrow's match,\I'll tell you absolutely anything!\Match? response:	I've come back to challenge that
context: I know of your past life and your next one.\Even the color of your underwear.\All that can be seen, and all that cannot be...\You're...\But if you win tomorrow's match,\I'll tell you absolutely anything!\Match?\I've come back to challenge that response:	damned fox spirit to a death match.
context: Even the color of your underwear.\All that can be seen, and all that cannot be...\You're...\But if you win tomorrow's match,\I'll tell you absolutely anything!\Match?\I've come back to challenge that\damned fox spirit to a death match. response:	That's right!
context: All that can be seen, and all that cannot be...\You're...\But if you win tomorrow's match,\I'll tell you absolutely anything!\Match?\I've come back to challenge that\damned fox spirit to a death match.\That's right! response:	Hey! Let me go!
context: You're...\But if you win tomorrow's match,\I'll tell you absolutely anything!\Match?\I've come back to challenge that\damned fox spirit to a death match.\That's right!\Hey! Let me go! response:	Okay.
context: But if you win tomorrow's match,\I'll tell you absolutely anything!\Match?\I've come back to challenge that\damned fox spirit to a death match.\That's right!\Hey! Let me go!\Okay. response:	I look forward to tomorrow.
context: I'll tell you absolutely anything!\Match?\I've come back to challenge that\damned fox spirit to a death match.\That's right!\Hey! Let me go!\Okay.\I look forward to tomorrow. response:	Let's go, Rascal.
context: Match?\I've come back to challenge that\damned fox spirit to a death match.\That's right!\Hey! Let me go!\Okay.\I look forward to tomorrow.\Let's go, Rascal. response:	My name's not Rascal!
context: I've come back to challenge that\damned fox spirit to a death match.\That's right!\Hey! Let me go!\Okay.\I look forward to tomorrow.\Let's go, Rascal.\My name's not Rascal! response:	Fox spirit...
context: damned fox spirit to a death match.\That's right!\Hey! Let me go!\Okay.\I look forward to tomorrow.\Let's go, Rascal.\My name's not Rascal!\Fox spirit... response:	Does he mean Miketsukami?
context: That's right!\Hey! Let me go!\Okay.\I look forward to tomorrow.\Let's go, Rascal.\My name's not Rascal!\Fox spirit...\Does he mean Miketsukami? response:	And what match?
context: Hey! Let me go!\Okay.\I look forward to tomorrow.\Let's go, Rascal.\My name's not Rascal!\Fox spirit...\Does he mean Miketsukami?\And what match? response:	Good morning, Miss Ririchiyo.
context: Okay.\I look forward to tomorrow.\Let's go, Rascal.\My name's not Rascal!\Fox spirit...\Does he mean Miketsukami?\And what match?\Good morning, Miss Ririchiyo. response:	Are Sundays not lovely?
context: I look forward to tomorrow.\Let's go, Rascal.\My name's not Rascal!\Fox spirit...\Does he mean Miketsukami?\And what match?\Good morning, Miss Ririchiyo.\Are Sundays not lovely? response:	To think that I can behold your supreme beauty all day, and...
