context: Too slow! response:	Onii-chan!
context: Hey...\You canned yourself into your room all morning during the weekend playing eroge.\You're the one who forced me to play it!\Don't look down on me! You should be praising me!\You're the spitting image of an erogamer.\That's not a compliment!!\So? Have you cleared it once at least?\No, I haven't yet... response:	This game's special feature is the ability to use the character from your cleared saved game in a fighter!
context: You canned yourself into your room all morning during the weekend playing eroge.\You're the one who forced me to play it!\Don't look down on me! You should be praising me!\You're the spitting image of an erogamer.\That's not a compliment!!\So? Have you cleared it once at least?\No, I haven't yet...\This game's special feature is the ability to use the character from your cleared saved game in a fighter! response:	If you still haven't completed it, you can't play against me!
context: You're the one who forced me to play it!\Don't look down on me! You should be praising me!\You're the spitting image of an erogamer.\That's not a compliment!!\So? Have you cleared it once at least?\No, I haven't yet...\This game's special feature is the ability to use the character from your cleared saved game in a fighter!\If you still haven't completed it, you can't play against me! response:	Go fight with someone else...
context: Don't look down on me! You should be praising me!\You're the spitting image of an erogamer.\That's not a compliment!!\So? Have you cleared it once at least?\No, I haven't yet...\This game's special feature is the ability to use the character from your cleared saved game in a fighter!\If you still haven't completed it, you can't play against me!\Go fight with someone else... response:	Can't you do it online?
context: You're the spitting image of an erogamer.\That's not a compliment!!\So? Have you cleared it once at least?\No, I haven't yet...\This game's special feature is the ability to use the character from your cleared saved game in a fighter!\If you still haven't completed it, you can't play against me!\Go fight with someone else...\Can't you do it online? response:	I can't win online.
context: That's not a compliment!!\So? Have you cleared it once at least?\No, I haven't yet...\This game's special feature is the ability to use the character from your cleared saved game in a fighter!\If you still haven't completed it, you can't play against me!\Go fight with someone else...\Can't you do it online?\I can't win online. response:	Just go find a walkthrough site.
context: So? Have you cleared it once at least?\No, I haven't yet...\This game's special feature is the ability to use the character from your cleared saved game in a fighter!\If you still haven't completed it, you can't play against me!\Go fight with someone else...\Can't you do it online?\I can't win online.\Just go find a walkthrough site. response:	Why do you think I set it up so you can use the internet?
context: No, I haven't yet...\This game's special feature is the ability to use the character from your cleared saved game in a fighter!\If you still haven't completed it, you can't play against me!\Go fight with someone else...\Can't you do it online?\I can't win online.\Just go find a walkthrough site.\Why do you think I set it up so you can use the internet? response:	The SisCaly ATWiki is really detailed.
context: This game's special feature is the ability to use the character from your cleared saved game in a fighter!\If you still haven't completed it, you can't play against me!\Go fight with someone else...\Can't you do it online?\I can't win online.\Just go find a walkthrough site.\Why do you think I set it up so you can use the internet?\The SisCaly ATWiki is really detailed. response:	Read it and spend all tomorrow clearing the game.
context: If you still haven't completed it, you can't play against me!\Go fight with someone else...\Can't you do it online?\I can't win online.\Just go find a walkthrough site.\Why do you think I set it up so you can use the internet?\The SisCaly ATWiki is really detailed.\Read it and spend all tomorrow clearing the game. response:	It's even a Sunday.
context: Go fight with someone else...\Can't you do it online?\I can't win online.\Just go find a walkthrough site.\Why do you think I set it up so you can use the internet?\The SisCaly ATWiki is really detailed.\Read it and spend all tomorrow clearing the game.\It's even a Sunday. response:	Yeah, fine fine.
context: Can't you do it online?\I can't win online.\Just go find a walkthrough site.\Why do you think I set it up so you can use the internet?\The SisCaly ATWiki is really detailed.\Read it and spend all tomorrow clearing the game.\It's even a Sunday.\Yeah, fine fine. response:	I just need to clear it, right?
context: I can't win online.\Just go find a walkthrough site.\Why do you think I set it up so you can use the internet?\The SisCaly ATWiki is really detailed.\Read it and spend all tomorrow clearing the game.\It's even a Sunday.\Yeah, fine fine.\I just need to clear it, right? response:	Tomorrow then.
context: Just go find a walkthrough site.\Why do you think I set it up so you can use the internet?\The SisCaly ATWiki is really detailed.\Read it and spend all tomorrow clearing the game.\It's even a Sunday.\Yeah, fine fine.\I just need to clear it, right?\Tomorrow then. response:	Oh, I forgot to mention...
context: Why do you think I set it up so you can use the internet?\The SisCaly ATWiki is really detailed.\Read it and spend all tomorrow clearing the game.\It's even a Sunday.\Yeah, fine fine.\I just need to clear it, right?\Tomorrow then.\Oh, I forgot to mention... response:	I have friends coming over tomorrow.
context: The SisCaly ATWiki is really detailed.\Read it and spend all tomorrow clearing the game.\It's even a Sunday.\Yeah, fine fine.\I just need to clear it, right?\Tomorrow then.\Oh, I forgot to mention...\I have friends coming over tomorrow. response:	Make sure you don't come out of your room.
context: Read it and spend all tomorrow clearing the game.\It's even a Sunday.\Yeah, fine fine.\I just need to clear it, right?\Tomorrow then.\Oh, I forgot to mention...\I have friends coming over tomorrow.\Make sure you don't come out of your room. response:	They're cute, but if you try to talk to them, I'll kill you.
context: It's even a Sunday.\Yeah, fine fine.\I just need to clear it, right?\Tomorrow then.\Oh, I forgot to mention...\I have friends coming over tomorrow.\Make sure you don't come out of your room.\They're cute, but if you try to talk to them, I'll kill you. response:	Don't even look at them.
context: Yeah, fine fine.\I just need to clear it, right?\Tomorrow then.\Oh, I forgot to mention...\I have friends coming over tomorrow.\Make sure you don't come out of your room.\They're cute, but if you try to talk to them, I'll kill you.\Don't even look at them. response:	You'll contaminate them.
context: I just need to clear it, right?\Tomorrow then.\Oh, I forgot to mention...\I have friends coming over tomorrow.\Make sure you don't come out of your room.\They're cute, but if you try to talk to them, I'll kill you.\Don't even look at them.\You'll contaminate them. response:	It's not like I give a damn about your friends in the first place.
context: Tomorrow then.\Oh, I forgot to mention...\I have friends coming over tomorrow.\Make sure you don't come out of your room.\They're cute, but if you try to talk to them, I'll kill you.\Don't even look at them.\You'll contaminate them.\It's not like I give a damn about your friends in the first place. response:	Right...
context: Oh, I forgot to mention...\I have friends coming over tomorrow.\Make sure you don't come out of your room.\They're cute, but if you try to talk to them, I'll kill you.\Don't even look at them.\You'll contaminate them.\It's not like I give a damn about your friends in the first place.\Right... response:	I don't get it at all.
context: I have friends coming over tomorrow.\Make sure you don't come out of your room.\They're cute, but if you try to talk to them, I'll kill you.\Don't even look at them.\You'll contaminate them.\It's not like I give a damn about your friends in the first place.\Right...\I don't get it at all. response:	Huh? I can login?
context: Make sure you don't come out of your room.\They're cute, but if you try to talk to them, I'll kill you.\Don't even look at them.\You'll contaminate them.\It's not like I give a damn about your friends in the first place.\Right...\I don't get it at all.\Huh? I can login? response:	Isn't this her character?
context: They're cute, but if you try to talk to them, I'll kill you.\Don't even look at them.\You'll contaminate them.\It's not like I give a damn about your friends in the first place.\Right...\I don't get it at all.\Huh? I can login?\Isn't this her character? response:	Alright!
context: Don't even look at them.\You'll contaminate them.\It's not like I give a damn about your friends in the first place.\Right...\I don't get it at all.\Huh? I can login?\Isn't this her character?\Alright! response:	Time to give up!
context: You'll contaminate them.\It's not like I give a damn about your friends in the first place.\Right...\I don't get it at all.\Huh? I can login?\Isn't this her character?\Alright!\Time to give up! response:	Good day, Kiririn-san.
context: It's not like I give a damn about your friends in the first place.\Right...\I don't get it at all.\Huh? I can login?\Isn't this her character?\Alright!\Time to give up!\Good day, Kiririn-san. response:	If you have a moment, would you like to chat?
context: Right...\I don't get it at all.\Huh? I can login?\Isn't this her character?\Alright!\Time to give up!\Good day, Kiririn-san.\If you have a moment, would you like to chat? response:	You really are a totally different person online.
context: I don't get it at all.\Huh? I can login?\Isn't this her character?\Alright!\Time to give up!\Good day, Kiririn-san.\If you have a moment, would you like to chat?\You really are a totally different person online. response:	Kyousuke-onii-sama?
context: Huh? I can login?\Isn't this her character?\Alright!\Time to give up!\Good day, Kiririn-san.\If you have a moment, would you like to chat?\You really are a totally different person online.\Kyousuke-onii-sama? response:	It has been some time.
context: Isn't this her character?\Alright!\Time to give up!\Good day, Kiririn-san.\If you have a moment, would you like to chat?\You really are a totally different person online.\Kyousuke-onii-sama?\It has been some time. response:	Have you been doing well?
context: Alright!\Time to give up!\Good day, Kiririn-san.\If you have a moment, would you like to chat?\You really are a totally different person online.\Kyousuke-onii-sama?\It has been some time.\Have you been doing well? response:	Normal.
context: Time to give up!\Good day, Kiririn-san.\If you have a moment, would you like to chat?\You really are a totally different person online.\Kyousuke-onii-sama?\It has been some time.\Have you been doing well?\Normal. response:	She's doing too well.
context: Good day, Kiririn-san.\If you have a moment, would you like to chat?\You really are a totally different person online.\Kyousuke-onii-sama?\It has been some time.\Have you been doing well?\Normal.\She's doing too well. response:	Thanks for looking out for her.
context: If you have a moment, would you like to chat?\You really are a totally different person online.\Kyousuke-onii-sama?\It has been some time.\Have you been doing well?\Normal.\She's doing too well.\Thanks for looking out for her. response:	Not at all...
context: You really are a totally different person online.\Kyousuke-onii-sama?\It has been some time.\Have you been doing well?\Normal.\She's doing too well.\Thanks for looking out for her.\Not at all... response:	I'm able to put Kiririn-san to good use in this game.
context: Kyousuke-onii-sama?\It has been some time.\Have you been doing well?\Normal.\She's doing too well.\Thanks for looking out for her.\Not at all...\I'm able to put Kiririn-san to good use in this game. response:	Thanks to her,
context: It has been some time.\Have you been doing well?\Normal.\She's doing too well.\Thanks for looking out for her.\Not at all...\I'm able to put Kiririn-san to good use in this game.\Thanks to her, response:	I've managed to maintain an 8:1 win ratio.
context: Have you been doing well?\Normal.\She's doing too well.\Thanks for looking out for her.\Not at all...\I'm able to put Kiririn-san to good use in this game.\Thanks to her,\I've managed to maintain an 8:1 win ratio. response:	So you're the reason she's so moody...
context: Normal.\She's doing too well.\Thanks for looking out for her.\Not at all...\I'm able to put Kiririn-san to good use in this game.\Thanks to her,\I've managed to maintain an 8:1 win ratio.\So you're the reason she's so moody... response:	Can you show me the ropes for this game then?
context: She's doing too well.\Thanks for looking out for her.\Not at all...\I'm able to put Kiririn-san to good use in this game.\Thanks to her,\I've managed to maintain an 8:1 win ratio.\So you're the reason she's so moody...\Can you show me the ropes for this game then? response:	She's forcing me to play this,
context: Thanks for looking out for her.\Not at all...\I'm able to put Kiririn-san to good use in this game.\Thanks to her,\I've managed to maintain an 8:1 win ratio.\So you're the reason she's so moody...\Can you show me the ropes for this game then?\She's forcing me to play this, response:	so I figure if I can get good at it, I can beat her as revenge.
context: Not at all...\I'm able to put Kiririn-san to good use in this game.\Thanks to her,\I've managed to maintain an 8:1 win ratio.\So you're the reason she's so moody...\Can you show me the ropes for this game then?\She's forcing me to play this,\so I figure if I can get good at it, I can beat her as revenge. response:	It's lovely to see you two getting along so well.
context: I'm able to put Kiririn-san to good use in this game.\Thanks to her,\I've managed to maintain an 8:1 win ratio.\So you're the reason she's so moody...\Can you show me the ropes for this game then?\She's forcing me to play this,\so I figure if I can get good at it, I can beat her as revenge.\It's lovely to see you two getting along so well. response:	Like hell!
context: Thanks to her,\I've managed to maintain an 8:1 win ratio.\So you're the reason she's so moody...\Can you show me the ropes for this game then?\She's forcing me to play this,\so I figure if I can get good at it, I can beat her as revenge.\It's lovely to see you two getting along so well.\Like hell! response:	Hello?
context: I've managed to maintain an 8:1 win ratio.\So you're the reason she's so moody...\Can you show me the ropes for this game then?\She's forcing me to play this,\so I figure if I can get good at it, I can beat her as revenge.\It's lovely to see you two getting along so well.\Like hell!\Hello? response:	If that's the case then I'll walk you through it over the phone!
context: So you're the reason she's so moody...\Can you show me the ropes for this game then?\She's forcing me to play this,\so I figure if I can get good at it, I can beat her as revenge.\It's lovely to see you two getting along so well.\Like hell!\Hello?\If that's the case then I'll walk you through it over the phone! response:	Totally different person!
context: Can you show me the ropes for this game then?\She's forcing me to play this,\so I figure if I can get good at it, I can beat her as revenge.\It's lovely to see you two getting along so well.\Like hell!\Hello?\If that's the case then I'll walk you through it over the phone!\Totally different person! response:	I'll be right there!
context: She's forcing me to play this,\so I figure if I can get good at it, I can beat her as revenge.\It's lovely to see you two getting along so well.\Like hell!\Hello?\If that's the case then I'll walk you through it over the phone!\Totally different person!\I'll be right there! response:	I've been waiting for you!
context: so I figure if I can get good at it, I can beat her as revenge.\It's lovely to see you two getting along so well.\Like hell!\Hello?\If that's the case then I'll walk you through it over the phone!\Totally different person!\I'll be right there!\I've been waiting for you! response:	Pardon the intrusion.
context: It's lovely to see you two getting along so well.\Like hell!\Hello?\If that's the case then I'll walk you through it over the phone!\Totally different person!\I'll be right there!\I've been waiting for you!\Pardon the intrusion. response:	Heya!
context: Like hell!\Hello?\If that's the case then I'll walk you through it over the phone!\Totally different person!\I'll be right there!\I've been waiting for you!\Pardon the intrusion.\Heya! response:	You can just head upstairs.
context: Hello?\If that's the case then I'll walk you through it over the phone!\Totally different person!\I'll be right there!\I've been waiting for you!\Pardon the intrusion.\Heya!\You can just head upstairs. response:	I'll bring some drinks up.
context: If that's the case then I'll walk you through it over the phone!\Totally different person!\I'll be right there!\I've been waiting for you!\Pardon the intrusion.\Heya!\You can just head upstairs.\I'll bring some drinks up. response:	Sorry to intrude.
context: Totally different person!\I'll be right there!\I've been waiting for you!\Pardon the intrusion.\Heya!\You can just head upstairs.\I'll bring some drinks up.\Sorry to intrude. response:	Gross.
context: I'll be right there!\I've been waiting for you!\Pardon the intrusion.\Heya!\You can just head upstairs.\I'll bring some drinks up.\Sorry to intrude.\Gross. response:	I told you not to look!
context: I've been waiting for you!\Pardon the intrusion.\Heya!\You can just head upstairs.\I'll bring some drinks up.\Sorry to intrude.\Gross.\I told you not to look! response:	Why are you here?
context: Pardon the intrusion.\Heya!\You can just head upstairs.\I'll bring some drinks up.\Sorry to intrude.\Gross.\I told you not to look!\Why are you here? response:	I told you to stay in your room.
context: Heya!\You can just head upstairs.\I'll bring some drinks up.\Sorry to intrude.\Gross.\I told you not to look!\Why are you here?\I told you to stay in your room. response:	I seriously don't want you running into them, so hurry up and go to your room!
context: You can just head upstairs.\I'll bring some drinks up.\Sorry to intrude.\Gross.\I told you not to look!\Why are you here?\I told you to stay in your room.\I seriously don't want you running into them, so hurry up and go to your room! response:	Yeah, yeah.
context: I'll bring some drinks up.\Sorry to intrude.\Gross.\I told you not to look!\Why are you here?\I told you to stay in your room.\I seriously don't want you running into them, so hurry up and go to your room!\Yeah, yeah. response:	You idiot, if you go up now, they might see you!
context: Sorry to intrude.\Gross.\I told you not to look!\Why are you here?\I told you to stay in your room.\I seriously don't want you running into them, so hurry up and go to your room!\Yeah, yeah.\You idiot, if you go up now, they might see you! response:	What's wrong with your brain?
context: Gross.\I told you not to look!\Why are you here?\I told you to stay in your room.\I seriously don't want you running into them, so hurry up and go to your room!\Yeah, yeah.\You idiot, if you go up now, they might see you!\What's wrong with your brain? response:	Why am I doing this?!
context: I told you not to look!\Why are you here?\I told you to stay in your room.\I seriously don't want you running into them, so hurry up and go to your room!\Yeah, yeah.\You idiot, if you go up now, they might see you!\What's wrong with your brain?\Why am I doing this?! response:	Yeah, right!
context: Why are you here?\I told you to stay in your room.\I seriously don't want you running into them, so hurry up and go to your room!\Yeah, yeah.\You idiot, if you go up now, they might see you!\What's wrong with your brain?\Why am I doing this?!\Yeah, right! response:	Let's see your phone then!
context: I told you to stay in your room.\I seriously don't want you running into them, so hurry up and go to your room!\Yeah, yeah.\You idiot, if you go up now, they might see you!\What's wrong with your brain?\Why am I doing this?!\Yeah, right!\Let's see your phone then! response:	You can't!
context: I seriously don't want you running into them, so hurry up and go to your room!\Yeah, yeah.\You idiot, if you go up now, they might see you!\What's wrong with your brain?\Why am I doing this?!\Yeah, right!\Let's see your phone then!\You can't! response:	That's an invasion of privacy.
context: Yeah, yeah.\You idiot, if you go up now, they might see you!\What's wrong with your brain?\Why am I doing this?!\Yeah, right!\Let's see your phone then!\You can't!\That's an invasion of privacy. response:	That's so suspicious.
context: You idiot, if you go up now, they might see you!\What's wrong with your brain?\Why am I doing this?!\Yeah, right!\Let's see your phone then!\You can't!\That's an invasion of privacy.\That's so suspicious. response:	Why don't you just admit it?
context: What's wrong with your brain?\Why am I doing this?!\Yeah, right!\Let's see your phone then!\You can't!\That's an invasion of privacy.\That's so suspicious.\Why don't you just admit it? response:	I told you, I don't have a boyfriend!
context: Why am I doing this?!\Yeah, right!\Let's see your phone then!\You can't!\That's an invasion of privacy.\That's so suspicious.\Why don't you just admit it?\I told you, I don't have a boyfriend! response:	But you've been acting weird recently.
context: Yeah, right!\Let's see your phone then!\You can't!\That's an invasion of privacy.\That's so suspicious.\Why don't you just admit it?\I told you, I don't have a boyfriend!\But you've been acting weird recently. response:	Huh? Wh-What do mean by that?
context: Let's see your phone then!\You can't!\That's an invasion of privacy.\That's so suspicious.\Why don't you just admit it?\I told you, I don't have a boyfriend!\But you've been acting weird recently.\Huh? Wh-What do mean by that? response:	No way
context: You can't!\That's an invasion of privacy.\That's so suspicious.\Why don't you just admit it?\I told you, I don't have a boyfriend!\But you've been acting weird recently.\Huh? Wh-What do mean by that?\No way response:	That character you're putting on is so gross!
context: That's an invasion of privacy.\That's so suspicious.\Why don't you just admit it?\I told you, I don't have a boyfriend!\But you've been acting weird recently.\Huh? Wh-What do mean by that?\No way\That character you're putting on is so gross! response:	I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy.
context: That's so suspicious.\Why don't you just admit it?\I told you, I don't have a boyfriend!\But you've been acting weird recently.\Huh? Wh-What do mean by that?\No way\That character you're putting on is so gross!\I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy. response:	And after hanging up you had this huge smile.
context: Why don't you just admit it?\I told you, I don't have a boyfriend!\But you've been acting weird recently.\Huh? Wh-What do mean by that?\No way\That character you're putting on is so gross!\I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy.\And after hanging up you had this huge smile. response:	It's definitely a boyfriend!
context: I told you, I don't have a boyfriend!\But you've been acting weird recently.\Huh? Wh-What do mean by that?\No way\That character you're putting on is so gross!\I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy.\And after hanging up you had this huge smile.\It's definitely a boyfriend! response:	That's not really...
context: But you've been acting weird recently.\Huh? Wh-What do mean by that?\No way\That character you're putting on is so gross!\I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy.\And after hanging up you had this huge smile.\It's definitely a boyfriend!\That's not really... response:	Come on, stop already!
context: Huh? Wh-What do mean by that?\No way\That character you're putting on is so gross!\I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy.\And after hanging up you had this huge smile.\It's definitely a boyfriend!\That's not really...\Come on, stop already! response:	I don't have a boyfriend or anything!
context: No way\That character you're putting on is so gross!\I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy.\And after hanging up you had this huge smile.\It's definitely a boyfriend!\That's not really...\Come on, stop already!\I don't have a boyfriend or anything! response:	The goosebumps!! She's making me sick!!
context: That character you're putting on is so gross!\I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy.\And after hanging up you had this huge smile.\It's definitely a boyfriend!\That's not really...\Come on, stop already!\I don't have a boyfriend or anything!\The goosebumps!! She's making me sick!! response:	That's enough, you two.
context: I saw you talking on your phone one time, and you sounded really angry, but you looked kind of happy.\And after hanging up you had this huge smile.\It's definitely a boyfriend!\That's not really...\Come on, stop already!\I don't have a boyfriend or anything!\The goosebumps!! She's making me sick!!\That's enough, you two. response:	By the way, the person downstairs was your brother, right?
context: And after hanging up you had this huge smile.\It's definitely a boyfriend!\That's not really...\Come on, stop already!\I don't have a boyfriend or anything!\The goosebumps!! She's making me sick!!\That's enough, you two.\By the way, the person downstairs was your brother, right? response:	Wh-What about him?
context: It's definitely a boyfriend!\That's not really...\Come on, stop already!\I don't have a boyfriend or anything!\The goosebumps!! She's making me sick!!\That's enough, you two.\By the way, the person downstairs was your brother, right?\Wh-What about him? response:	Why do you look so annoyed all of a sudden?
context: That's not really...\Come on, stop already!\I don't have a boyfriend or anything!\The goosebumps!! She's making me sick!!\That's enough, you two.\By the way, the person downstairs was your brother, right?\Wh-What about him?\Why do you look so annoyed all of a sudden? response:	He looks like a kind brother.
context: Come on, stop already!\I don't have a boyfriend or anything!\The goosebumps!! She's making me sick!!\That's enough, you two.\By the way, the person downstairs was your brother, right?\Wh-What about him?\Why do you look so annoyed all of a sudden?\He looks like a kind brother. response:	You need to see an optometrist.
context: I don't have a boyfriend or anything!\The goosebumps!! She's making me sick!!\That's enough, you two.\By the way, the person downstairs was your brother, right?\Wh-What about him?\Why do you look so annoyed all of a sudden?\He looks like a kind brother.\You need to see an optometrist. response:	You definitely have some eye disease.
context: The goosebumps!! She's making me sick!!\That's enough, you two.\By the way, the person downstairs was your brother, right?\Wh-What about him?\Why do you look so annoyed all of a sudden?\He looks like a kind brother.\You need to see an optometrist.\You definitely have some eye disease. response:	So cruel!
context: That's enough, you two.\By the way, the person downstairs was your brother, right?\Wh-What about him?\Why do you look so annoyed all of a sudden?\He looks like a kind brother.\You need to see an optometrist.\You definitely have some eye disease.\So cruel! response:	I saw him too!
context: By the way, the person downstairs was your brother, right?\Wh-What about him?\Why do you look so annoyed all of a sudden?\He looks like a kind brother.\You need to see an optometrist.\You definitely have some eye disease.\So cruel!\I saw him too! response:	It was only for a moment, but he didn't look like you at all.
context: Wh-What about him?\Why do you look so annoyed all of a sudden?\He looks like a kind brother.\You need to see an optometrist.\You definitely have some eye disease.\So cruel!\I saw him too!\It was only for a moment, but he didn't look like you at all. response:	Shut up, dumb kid.
context: Why do you look so annoyed all of a sudden?\He looks like a kind brother.\You need to see an optometrist.\You definitely have some eye disease.\So cruel!\I saw him too!\It was only for a moment, but he didn't look like you at all.\Shut up, dumb kid. response:	Leave me alone!
context: He looks like a kind brother.\You need to see an optometrist.\You definitely have some eye disease.\So cruel!\I saw him too!\It was only for a moment, but he didn't look like you at all.\Shut up, dumb kid.\Leave me alone! response:	How to describe him...
context: You need to see an optometrist.\You definitely have some eye disease.\So cruel!\I saw him too!\It was only for a moment, but he didn't look like you at all.\Shut up, dumb kid.\Leave me alone!\How to describe him... response:	He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years.
context: You definitely have some eye disease.\So cruel!\I saw him too!\It was only for a moment, but he didn't look like you at all.\Shut up, dumb kid.\Leave me alone!\How to describe him...\He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years. response:	Like, totally plain?
context: So cruel!\I saw him too!\It was only for a moment, but he didn't look like you at all.\Shut up, dumb kid.\Leave me alone!\How to describe him...\He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years.\Like, totally plain? response:	Middle school girls can sure run their mouths.
context: I saw him too!\It was only for a moment, but he didn't look like you at all.\Shut up, dumb kid.\Leave me alone!\How to describe him...\He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years.\Like, totally plain?\Middle school girls can sure run their mouths. response:	Why did you get all quiet, Kirino?
context: It was only for a moment, but he didn't look like you at all.\Shut up, dumb kid.\Leave me alone!\How to describe him...\He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years.\Like, totally plain?\Middle school girls can sure run their mouths.\Why did you get all quiet, Kirino? response:	No reason...
context: Shut up, dumb kid.\Leave me alone!\How to describe him...\He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years.\Like, totally plain?\Middle school girls can sure run their mouths.\Why did you get all quiet, Kirino?\No reason... response:	Thank you!
context: Leave me alone!\How to describe him...\He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years.\Like, totally plain?\Middle school girls can sure run their mouths.\Why did you get all quiet, Kirino?\No reason...\Thank you! response:	To: Kousaka Kyousuke From: Makashima Saori
context: How to describe him...\He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years.\Like, totally plain?\Middle school girls can sure run their mouths.\Why did you get all quiet, Kirino?\No reason...\Thank you!\To: Kousaka Kyousuke From: Makashima Saori response:	Who's this?
context: He seems like the kind of guy who'll end up as your average manager at some office branch in 10 years.\Like, totally plain?\Middle school girls can sure run their mouths.\Why did you get all quiet, Kirino?\No reason...\Thank you!\To: Kousaka Kyousuke From: Makashima Saori\Who's this? response:	What's that?
context: Like, totally plain?\Middle school girls can sure run their mouths.\Why did you get all quiet, Kirino?\No reason...\Thank you!\To: Kousaka Kyousuke From: Makashima Saori\Who's this?\What's that? response:	No idea.
context: Middle school girls can sure run their mouths.\Why did you get all quiet, Kirino?\No reason...\Thank you!\To: Kousaka Kyousuke From: Makashima Saori\Who's this?\What's that?\No idea. response:	That box!
context: Why did you get all quiet, Kirino?\No reason...\Thank you!\To: Kousaka Kyousuke From: Makashima Saori\Who's this?\What's that?\No idea.\That box! response:	It's yours?
context: No reason...\Thank you!\To: Kousaka Kyousuke From: Makashima Saori\Who's this?\What's that?\No idea.\That box!\It's yours? response:	Why does it have my name
context: Thank you!\To: Kousaka Kyousuke From: Makashima Saori\Who's this?\What's that?\No idea.\That box!\It's yours?\Why does it have my name response:	It's an Eternal box!
context: To: Kousaka Kyousuke From: Makashima Saori\Who's this?\What's that?\No idea.\That box!\It's yours?\Why does it have my name\It's an Eternal box! response:	No way!
context: Who's this?\What's that?\No idea.\That box!\It's yours?\Why does it have my name\It's an Eternal box!\No way! response:	Why? How?
context: What's that?\No idea.\That box!\It's yours?\Why does it have my name\It's an Eternal box!\No way!\Why? How? response:	Is this for me?
context: No idea.\That box!\It's yours?\Why does it have my name\It's an Eternal box!\No way!\Why? How?\Is this for me? response:	Wait...
context: That box!\It's yours?\Why does it have my name\It's an Eternal box!\No way!\Why? How?\Is this for me?\Wait... response:	Wow!
context: It's yours?\Why does it have my name\It's an Eternal box!\No way!\Why? How?\Is this for me?\Wait...\Wow! response:	Even I can't buy any of their stuff!
context: Why does it have my name\It's an Eternal box!\No way!\Why? How?\Is this for me?\Wait...\Wow!\Even I can't buy any of their stuff! response:	Wait, that's
context: It's an Eternal box!\No way!\Why? How?\Is this for me?\Wait...\Wow!\Even I can't buy any of their stuff!\Wait, that's response:	No choice then.
context: No way!\Why? How?\Is this for me?\Wait...\Wow!\Even I can't buy any of their stuff!\Wait, that's\No choice then. response:	I'll take care of it for you.
context: Why? How?\Is this for me?\Wait...\Wow!\Even I can't buy any of their stuff!\Wait, that's\No choice then.\I'll take care of it for you. response:	Now we're even for that unnecessary stress you caused me with your screwup earlier.
context: Is this for me?\Wait...\Wow!\Even I can't buy any of their stuff!\Wait, that's\No choice then.\I'll take care of it for you.\Now we're even for that unnecessary stress you caused me with your screwup earlier. response:	That's not what I mea
