context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: It's not like anything will change, even if I gathered the three Rumione towards my debt.\Fool!\Hurry up and come back!\So, what are you going to do?\Sorry, I dropped this from the window.\Give me a break.\Damn fool.\Sorry. response:	What do you mean, Sorry?
context: Fool!\Hurry up and come back!\So, what are you going to do?\Sorry, I dropped this from the window.\Give me a break.\Damn fool.\Sorry.\What do you mean, Sorry? response:	What are you sorry about?
context: Hurry up and come back!\So, what are you going to do?\Sorry, I dropped this from the window.\Give me a break.\Damn fool.\Sorry.\What do you mean, Sorry?\What are you sorry about? response:	What would you do if I took that money and ran away?
context: So, what are you going to do?\Sorry, I dropped this from the window.\Give me a break.\Damn fool.\Sorry.\What do you mean, Sorry?\What are you sorry about?\What would you do if I took that money and ran away? response:	I would've been fine with that.
context: Sorry, I dropped this from the window.\Give me a break.\Damn fool.\Sorry.\What do you mean, Sorry?\What are you sorry about?\What would you do if I took that money and ran away?\I would've been fine with that. response:	Because of my mistake, I can't carry out the contract we made.
context: Give me a break.\Damn fool.\Sorry.\What do you mean, Sorry?\What are you sorry about?\What would you do if I took that money and ran away?\I would've been fine with that.\Because of my mistake, I can't carry out the contract we made. response:	So, at the least, it should be enough for traveling expenses.
context: Damn fool.\Sorry.\What do you mean, Sorry?\What are you sorry about?\What would you do if I took that money and ran away?\I would've been fine with that.\Because of my mistake, I can't carry out the contract we made.\So, at the least, it should be enough for traveling expenses. response:	You're...
context: Sorry.\What do you mean, Sorry?\What are you sorry about?\What would you do if I took that money and ran away?\I would've been fine with that.\Because of my mistake, I can't carry out the contract we made.\So, at the least, it should be enough for traveling expenses.\You're... response:	You're leaving me traveling expenses, you say?
context: What do you mean, Sorry?\What are you sorry about?\What would you do if I took that money and ran away?\I would've been fine with that.\Because of my mistake, I can't carry out the contract we made.\So, at the least, it should be enough for traveling expenses.\You're...\You're leaving me traveling expenses, you say? response:	Y-Yeah.
context: What are you sorry about?\What would you do if I took that money and ran away?\I would've been fine with that.\Because of my mistake, I can't carry out the contract we made.\So, at the least, it should be enough for traveling expenses.\You're...\You're leaving me traveling expenses, you say?\Y-Yeah. response:	I'm the one at fault, aren't I?
context: What would you do if I took that money and ran away?\I would've been fine with that.\Because of my mistake, I can't carry out the contract we made.\So, at the least, it should be enough for traveling expenses.\You're...\You're leaving me traveling expenses, you say?\Y-Yeah.\I'm the one at fault, aren't I? response:	If I weren't with you, you could've borrowed money!
context: I would've been fine with that.\Because of my mistake, I can't carry out the contract we made.\So, at the least, it should be enough for traveling expenses.\You're...\You're leaving me traveling expenses, you say?\Y-Yeah.\I'm the one at fault, aren't I?\If I weren't with you, you could've borrowed money! response:	Why aren't you angry because of that?
context: Because of my mistake, I can't carry out the contract we made.\So, at the least, it should be enough for traveling expenses.\You're...\You're leaving me traveling expenses, you say?\Y-Yeah.\I'm the one at fault, aren't I?\If I weren't with you, you could've borrowed money!\Why aren't you angry because of that? response:	Why don't you blame me?
context: So, at the least, it should be enough for traveling expenses.\You're...\You're leaving me traveling expenses, you say?\Y-Yeah.\I'm the one at fault, aren't I?\If I weren't with you, you could've borrowed money!\Why aren't you angry because of that?\Why don't you blame me? response:	You came with me because you were worried.
context: You're...\You're leaving me traveling expenses, you say?\Y-Yeah.\I'm the one at fault, aren't I?\If I weren't with you, you could've borrowed money!\Why aren't you angry because of that?\Why don't you blame me?\You came with me because you were worried. response:	I can't possibly do-
context: You're leaving me traveling expenses, you say?\Y-Yeah.\I'm the one at fault, aren't I?\If I weren't with you, you could've borrowed money!\Why aren't you angry because of that?\Why don't you blame me?\You came with me because you were worried.\I can't possibly do- response:	You damn fool!
context: Y-Yeah.\I'm the one at fault, aren't I?\If I weren't with you, you could've borrowed money!\Why aren't you angry because of that?\Why don't you blame me?\You came with me because you were worried.\I can't possibly do-\You damn fool! response:	You...!
context: I'm the one at fault, aren't I?\If I weren't with you, you could've borrowed money!\Why aren't you angry because of that?\Why don't you blame me?\You came with me because you were worried.\I can't possibly do-\You damn fool!\You...! response:	Watch out!
context: If I weren't with you, you could've borrowed money!\Why aren't you angry because of that?\Why don't you blame me?\You came with me because you were worried.\I can't possibly do-\You damn fool!\You...!\Watch out! response:	You damn softy!
context: Why aren't you angry because of that?\Why don't you blame me?\You came with me because you were worried.\I can't possibly do-\You damn fool!\You...!\Watch out!\You damn softy! response:	Softy?
context: Why don't you blame me?\You came with me because you were worried.\I can't possibly do-\You damn fool!\You...!\Watch out!\You damn softy!\Softy? response:	Aren't you?
context: You came with me because you were worried.\I can't possibly do-\You damn fool!\You...!\Watch out!\You damn softy!\Softy?\Aren't you? response:	I was selfish and followed you.
context: I can't possibly do-\You damn fool!\You...!\Watch out!\You damn softy!\Softy?\Aren't you?\I was selfish and followed you. response:	But that didn't work out, so you should be angry!
context: You damn fool!\You...!\Watch out!\You damn softy!\Softy?\Aren't you?\I was selfish and followed you.\But that didn't work out, so you should be angry! response:	But you just brush away my hand and immediately apologize.
context: You...!\Watch out!\You damn softy!\Softy?\Aren't you?\I was selfish and followed you.\But that didn't work out, so you should be angry!\But you just brush away my hand and immediately apologize. response:	That's how I am.
context: Watch out!\You damn softy!\Softy?\Aren't you?\I was selfish and followed you.\But that didn't work out, so you should be angry!\But you just brush away my hand and immediately apologize.\That's how I am. response:	I did something I can't take back.
context: You damn softy!\Softy?\Aren't you?\I was selfish and followed you.\But that didn't work out, so you should be angry!\But you just brush away my hand and immediately apologize.\That's how I am.\I did something I can't take back. response:	Something that I can't apologize enough for.
context: Softy?\Aren't you?\I was selfish and followed you.\But that didn't work out, so you should be angry!\But you just brush away my hand and immediately apologize.\That's how I am.\I did something I can't take back.\Something that I can't apologize enough for. response:	That's why I wanted to do what I could.
context: Aren't you?\I was selfish and followed you.\But that didn't work out, so you should be angry!\But you just brush away my hand and immediately apologize.\That's how I am.\I did something I can't take back.\Something that I can't apologize enough for.\That's why I wanted to do what I could. response:	But if that backfired, I'm sorry.
context: I was selfish and followed you.\But that didn't work out, so you should be angry!\But you just brush away my hand and immediately apologize.\That's how I am.\I did something I can't take back.\Something that I can't apologize enough for.\That's why I wanted to do what I could.\But if that backfired, I'm sorry. response:	Hey.
context: But that didn't work out, so you should be angry!\But you just brush away my hand and immediately apologize.\That's how I am.\I did something I can't take back.\Something that I can't apologize enough for.\That's why I wanted to do what I could.\But if that backfired, I'm sorry.\Hey. response:	Tell me one thing.
context: But you just brush away my hand and immediately apologize.\That's how I am.\I did something I can't take back.\Something that I can't apologize enough for.\That's why I wanted to do what I could.\But if that backfired, I'm sorry.\Hey.\Tell me one thing. response:	W-Why are you such a...
context: That's how I am.\I did something I can't take back.\Something that I can't apologize enough for.\That's why I wanted to do what I could.\But if that backfired, I'm sorry.\Hey.\Tell me one thing.\W-Why are you such a... response:	S-Softy?
context: I did something I can't take back.\Something that I can't apologize enough for.\That's why I wanted to do what I could.\But if that backfired, I'm sorry.\Hey.\Tell me one thing.\W-Why are you such a...\S-Softy? response:	It's my personality... I guess?
context: Something that I can't apologize enough for.\That's why I wanted to do what I could.\But if that backfired, I'm sorry.\Hey.\Tell me one thing.\W-Why are you such a...\S-Softy?\It's my personality... I guess? response:	Y-You fool!
context: That's why I wanted to do what I could.\But if that backfired, I'm sorry.\Hey.\Tell me one thing.\W-Why are you such a...\S-Softy?\It's my personality... I guess?\Y-You fool! response:	Your personality? Your personality, you say?!
context: But if that backfired, I'm sorry.\Hey.\Tell me one thing.\W-Why are you such a...\S-Softy?\It's my personality... I guess?\Y-You fool!\Your personality? Your personality, you say?! response:	Isn't it a male's ability to know when to lie and charm?!
context: Hey.\Tell me one thing.\W-Why are you such a...\S-Softy?\It's my personality... I guess?\Y-You fool!\Your personality? Your personality, you say?!\Isn't it a male's ability to know when to lie and charm?! response:	You damn fool!
context: Tell me one thing.\W-Why are you such a...\S-Softy?\It's my personality... I guess?\Y-You fool!\Your personality? Your personality, you say?!\Isn't it a male's ability to know when to lie and charm?!\You damn fool! response:	S-Sorry!
context: W-Why are you such a...\S-Softy?\It's my personality... I guess?\Y-You fool!\Your personality? Your personality, you say?!\Isn't it a male's ability to know when to lie and charm?!\You damn fool!\S-Sorry! response:	The truth is...
context: S-Softy?\It's my personality... I guess?\Y-You fool!\Your personality? Your personality, you say?!\Isn't it a male's ability to know when to lie and charm?!\You damn fool!\S-Sorry!\The truth is... response:	There are times where someone wants you to lie,
context: It's my personality... I guess?\Y-You fool!\Your personality? Your personality, you say?!\Isn't it a male's ability to know when to lie and charm?!\You damn fool!\S-Sorry!\The truth is...\There are times where someone wants you to lie, response:	and times when you say it, they just want to jump onto your face and pulverize it.
context: Y-You fool!\Your personality? Your personality, you say?!\Isn't it a male's ability to know when to lie and charm?!\You damn fool!\S-Sorry!\The truth is...\There are times where someone wants you to lie,\and times when you say it, they just want to jump onto your face and pulverize it. response:	What time do you think it is now?
context: Your personality? Your personality, you say?!\Isn't it a male's ability to know when to lie and charm?!\You damn fool!\S-Sorry!\The truth is...\There are times where someone wants you to lie,\and times when you say it, they just want to jump onto your face and pulverize it.\What time do you think it is now? response:	The... The latter.
context: Isn't it a male's ability to know when to lie and charm?!\You damn fool!\S-Sorry!\The truth is...\There are times where someone wants you to lie,\and times when you say it, they just want to jump onto your face and pulverize it.\What time do you think it is now?\The... The latter. response:	I just can't believe it anymore.
context: You damn fool!\S-Sorry!\The truth is...\There are times where someone wants you to lie,\and times when you say it, they just want to jump onto your face and pulverize it.\What time do you think it is now?\The... The latter.\I just can't believe it anymore. response:	You're an unbelievable softy.
context: S-Sorry!\The truth is...\There are times where someone wants you to lie,\and times when you say it, they just want to jump onto your face and pulverize it.\What time do you think it is now?\The... The latter.\I just can't believe it anymore.\You're an unbelievable softy. response:	Don't you think it'd be unfair to charm me in this situation?
context: The truth is...\There are times where someone wants you to lie,\and times when you say it, they just want to jump onto your face and pulverize it.\What time do you think it is now?\The... The latter.\I just can't believe it anymore.\You're an unbelievable softy.\Don't you think it'd be unfair to charm me in this situation? response:	I'm shocked, if I say so myself.
context: There are times where someone wants you to lie,\and times when you say it, they just want to jump onto your face and pulverize it.\What time do you think it is now?\The... The latter.\I just can't believe it anymore.\You're an unbelievable softy.\Don't you think it'd be unfair to charm me in this situation?\I'm shocked, if I say so myself. response:	Even so, I wanted you to say it.
context: and times when you say it, they just want to jump onto your face and pulverize it.\What time do you think it is now?\The... The latter.\I just can't believe it anymore.\You're an unbelievable softy.\Don't you think it'd be unfair to charm me in this situation?\I'm shocked, if I say so myself.\Even so, I wanted you to say it. response:	That's why, once more!
context: What time do you think it is now?\The... The latter.\I just can't believe it anymore.\You're an unbelievable softy.\Don't you think it'd be unfair to charm me in this situation?\I'm shocked, if I say so myself.\Even so, I wanted you to say it.\That's why, once more! response:	Why...
context: The... The latter.\I just can't believe it anymore.\You're an unbelievable softy.\Don't you think it'd be unfair to charm me in this situation?\I'm shocked, if I say so myself.\Even so, I wanted you to say it.\That's why, once more!\Why... response:	Are you such a softy?
context: I just can't believe it anymore.\You're an unbelievable softy.\Don't you think it'd be unfair to charm me in this situation?\I'm shocked, if I say so myself.\Even so, I wanted you to say it.\That's why, once more!\Why...\Are you such a softy? response:	Because you're special.
context: You're an unbelievable softy.\Don't you think it'd be unfair to charm me in this situation?\I'm shocked, if I say so myself.\Even so, I wanted you to say it.\That's why, once more!\Why...\Are you such a softy?\Because you're special. response:	Geez, what the heck are we doing?
context: Don't you think it'd be unfair to charm me in this situation?\I'm shocked, if I say so myself.\Even so, I wanted you to say it.\That's why, once more!\Why...\Are you such a softy?\Because you're special.\Geez, what the heck are we doing? response:	You're the one that made me do it!
context: I'm shocked, if I say so myself.\Even so, I wanted you to say it.\That's why, once more!\Why...\Are you such a softy?\Because you're special.\Geez, what the heck are we doing?\You're the one that made me do it! response:	Well, it was a good rehearsal for you, right?
context: Even so, I wanted you to say it.\That's why, once more!\Why...\Are you such a softy?\Because you're special.\Geez, what the heck are we doing?\You're the one that made me do it!\Well, it was a good rehearsal for you, right? response:	But, you know...
context: That's why, once more!\Why...\Are you such a softy?\Because you're special.\Geez, what the heck are we doing?\You're the one that made me do it!\Well, it was a good rehearsal for you, right?\But, you know... response:	Could you let me be angry next time?
context: Why...\Are you such a softy?\Because you're special.\Geez, what the heck are we doing?\You're the one that made me do it!\Well, it was a good rehearsal for you, right?\But, you know...\Could you let me be angry next time? response:	I'm happy that you care for me and all,
context: Are you such a softy?\Because you're special.\Geez, what the heck are we doing?\You're the one that made me do it!\Well, it was a good rehearsal for you, right?\But, you know...\Could you let me be angry next time?\I'm happy that you care for me and all, response:	but there are times when problems are solved more quickly
context: Because you're special.\Geez, what the heck are we doing?\You're the one that made me do it!\Well, it was a good rehearsal for you, right?\But, you know...\Could you let me be angry next time?\I'm happy that you care for me and all,\but there are times when problems are solved more quickly response:	when we yell and get angry at each other.
context: Geez, what the heck are we doing?\You're the one that made me do it!\Well, it was a good rehearsal for you, right?\But, you know...\Could you let me be angry next time?\I'm happy that you care for me and all,\but there are times when problems are solved more quickly\when we yell and get angry at each other. response:	I got it.
context: You're the one that made me do it!\Well, it was a good rehearsal for you, right?\But, you know...\Could you let me be angry next time?\I'm happy that you care for me and all,\but there are times when problems are solved more quickly\when we yell and get angry at each other.\I got it. response:	So, exactly how much money is in that leather pouch?
context: Well, it was a good rehearsal for you, right?\But, you know...\Could you let me be angry next time?\I'm happy that you care for me and all,\but there are times when problems are solved more quickly\when we yell and get angry at each other.\I got it.\So, exactly how much money is in that leather pouch? response:	Three and two-sevenths Rumione.
context: But, you know...\Could you let me be angry next time?\I'm happy that you care for me and all,\but there are times when problems are solved more quickly\when we yell and get angry at each other.\I got it.\So, exactly how much money is in that leather pouch?\Three and two-sevenths Rumione. response:	So, there's forty-three and five-sevenths left of your debt.
context: Could you let me be angry next time?\I'm happy that you care for me and all,\but there are times when problems are solved more quickly\when we yell and get angry at each other.\I got it.\So, exactly how much money is in that leather pouch?\Three and two-sevenths Rumione.\So, there's forty-three and five-sevenths left of your debt. response:	I have a good plan.
context: I'm happy that you care for me and all,\but there are times when problems are solved more quickly\when we yell and get angry at each other.\I got it.\So, exactly how much money is in that leather pouch?\Three and two-sevenths Rumione.\So, there's forty-three and five-sevenths left of your debt.\I have a good plan. response:	What kind?!
context: but there are times when problems are solved more quickly\when we yell and get angry at each other.\I got it.\So, exactly how much money is in that leather pouch?\Three and two-sevenths Rumione.\So, there's forty-three and five-sevenths left of your debt.\I have a good plan.\What kind?! response:	It'd be troublesome if you expected too much out of it.
context: when we yell and get angry at each other.\I got it.\So, exactly how much money is in that leather pouch?\Three and two-sevenths Rumione.\So, there's forty-three and five-sevenths left of your debt.\I have a good plan.\What kind?!\It'd be troublesome if you expected too much out of it. response:	Are you serious?
context: I got it.\So, exactly how much money is in that leather pouch?\Three and two-sevenths Rumione.\So, there's forty-three and five-sevenths left of your debt.\I have a good plan.\What kind?!\It'd be troublesome if you expected too much out of it.\Are you serious? response:	Yes.
context: So, exactly how much money is in that leather pouch?\Three and two-sevenths Rumione.\So, there's forty-three and five-sevenths left of your debt.\I have a good plan.\What kind?!\It'd be troublesome if you expected too much out of it.\Are you serious?\Yes. response:	Normally, we'd be captured right away.
context: Three and two-sevenths Rumione.\So, there's forty-three and five-sevenths left of your debt.\I have a good plan.\What kind?!\It'd be troublesome if you expected too much out of it.\Are you serious?\Yes.\Normally, we'd be captured right away. response:	But there's one thing that can be made possible.
context: So, there's forty-three and five-sevenths left of your debt.\I have a good plan.\What kind?!\It'd be troublesome if you expected too much out of it.\Are you serious?\Yes.\Normally, we'd be captured right away.\But there's one thing that can be made possible. response:	R-Really?
context: I have a good plan.\What kind?!\It'd be troublesome if you expected too much out of it.\Are you serious?\Yes.\Normally, we'd be captured right away.\But there's one thing that can be made possible.\R-Really? response:	I'm with you.
context: What kind?!\It'd be troublesome if you expected too much out of it.\Are you serious?\Yes.\Normally, we'd be captured right away.\But there's one thing that can be made possible.\R-Really?\I'm with you. response:	Yeah.
context: It'd be troublesome if you expected too much out of it.\Are you serious?\Yes.\Normally, we'd be captured right away.\But there's one thing that can be made possible.\R-Really?\I'm with you.\Yeah. response:	Do you have something important to say?
context: Are you serious?\Yes.\Normally, we'd be captured right away.\But there's one thing that can be made possible.\R-Really?\I'm with you.\Yeah.\Do you have something important to say? response:	I have to take that road this time?
context: Yes.\Normally, we'd be captured right away.\But there's one thing that can be made possible.\R-Really?\I'm with you.\Yeah.\Do you have something important to say?\I have to take that road this time? response:	It's a bit out of place, but it should be fine if it's you.
context: Normally, we'd be captured right away.\But there's one thing that can be made possible.\R-Really?\I'm with you.\Yeah.\Do you have something important to say?\I have to take that road this time?\It's a bit out of place, but it should be fine if it's you. response:	With God's protection, haven't you been able to pass through them all?
context: But there's one thing that can be made possible.\R-Really?\I'm with you.\Yeah.\Do you have something important to say?\I have to take that road this time?\It's a bit out of place, but it should be fine if it's you.\With God's protection, haven't you been able to pass through them all? response:	Yes.
context: R-Really?\I'm with you.\Yeah.\Do you have something important to say?\I have to take that road this time?\It's a bit out of place, but it should be fine if it's you.\With God's protection, haven't you been able to pass through them all?\Yes. response:	But I've heard that mercenaries have been appearing in that area recently.
context: I'm with you.\Yeah.\Do you have something important to say?\I have to take that road this time?\It's a bit out of place, but it should be fine if it's you.\With God's protection, haven't you been able to pass through them all?\Yes.\But I've heard that mercenaries have been appearing in that area recently. response:	God will surely protect you.
context: Yeah.\Do you have something important to say?\I have to take that road this time?\It's a bit out of place, but it should be fine if it's you.\With God's protection, haven't you been able to pass through them all?\Yes.\But I've heard that mercenaries have been appearing in that area recently.\God will surely protect you. response:	There is nothing to be concerned about.
context: Do you have something important to say?\I have to take that road this time?\It's a bit out of place, but it should be fine if it's you.\With God's protection, haven't you been able to pass through them all?\Yes.\But I've heard that mercenaries have been appearing in that area recently.\God will surely protect you.\There is nothing to be concerned about. response:	Yes...
context: I have to take that road this time?\It's a bit out of place, but it should be fine if it's you.\With God's protection, haven't you been able to pass through them all?\Yes.\But I've heard that mercenaries have been appearing in that area recently.\God will surely protect you.\There is nothing to be concerned about.\Yes... response:	You really are a wonderful shepherd.
context: It's a bit out of place, but it should be fine if it's you.\With God's protection, haven't you been able to pass through them all?\Yes.\But I've heard that mercenaries have been appearing in that area recently.\God will surely protect you.\There is nothing to be concerned about.\Yes...\You really are a wonderful shepherd. response:	We're very proud of you, too.
context: With God's protection, haven't you been able to pass through them all?\Yes.\But I've heard that mercenaries have been appearing in that area recently.\God will surely protect you.\There is nothing to be concerned about.\Yes...\You really are a wonderful shepherd.\We're very proud of you, too. response:	Smuggle?
context: Yes.\But I've heard that mercenaries have been appearing in that area recently.\God will surely protect you.\There is nothing to be concerned about.\Yes...\You really are a wonderful shepherd.\We're very proud of you, too.\Smuggle? response:	Don't tell me...
context: But I've heard that mercenaries have been appearing in that area recently.\God will surely protect you.\There is nothing to be concerned about.\Yes...\You really are a wonderful shepherd.\We're very proud of you, too.\Smuggle?\Don't tell me... response:	It's just what you're thinking.
context: God will surely protect you.\There is nothing to be concerned about.\Yes...\You really are a wonderful shepherd.\We're very proud of you, too.\Smuggle?\Don't tell me...\It's just what you're thinking. response:	You're being a fool, leave now.
context: There is nothing to be concerned about.\Yes...\You really are a wonderful shepherd.\We're very proud of you, too.\Smuggle?\Don't tell me...\It's just what you're thinking.\You're being a fool, leave now. response:	There have been people in the past who have tried to smuggle using the same method.
context: Yes...\You really are a wonderful shepherd.\We're very proud of you, too.\Smuggle?\Don't tell me...\It's just what you're thinking.\You're being a fool, leave now.\There have been people in the past who have tried to smuggle using the same method. response:	They were all captured.
context: You really are a wonderful shepherd.\We're very proud of you, too.\Smuggle?\Don't tell me...\It's just what you're thinking.\You're being a fool, leave now.\There have been people in the past who have tried to smuggle using the same method.\They were all captured. response:	If you know, then there's nothing left to say.
context: We're very proud of you, too.\Smuggle?\Don't tell me...\It's just what you're thinking.\You're being a fool, leave now.\There have been people in the past who have tried to smuggle using the same method.\They were all captured.\If you know, then there's nothing left to say. response:	People on the verge of bankruptcy often mistake reckless plans for perfect ones.
context: Smuggle?\Don't tell me...\It's just what you're thinking.\You're being a fool, leave now.\There have been people in the past who have tried to smuggle using the same method.\They were all captured.\If you know, then there's nothing left to say.\People on the verge of bankruptcy often mistake reckless plans for perfect ones. response:	And that's what you're doing right now.
