context: Kimi ni Todoke response:	Episode 12 TL
context: Kokoro\masshiro PAGE mekuru\I walk through the white pages of my storybook\Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei response:	with a kaleidoscope of my experiences.
context: masshiro PAGE mekuru\I walk through the white pages of my storybook\Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences. response:	From
context: I walk through the white pages of my storybook\Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From response:	Me
context: Incoming Text\Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me response:	To
context: Incoming Text\tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me\To response:	You
context: tobidasu irodoru hajikeru\just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me\To\You response:	kizukeba STORY wa mada
context: just waiting to be painted\mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me\To\You\kizukeba STORY wa mada response:	This story has only
context: mangekyou no fuukei\with a kaleidoscope of my experiences.\From\Me\To\You\kizukeba STORY wa mada\This story has only response:	kizukeba STORY wa mada
context: with a kaleidoscope of my experiences.\From\Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada response:	This story has only
context: From\Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only response:	gikochinaku hajimatta bakkari
context: Me\To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari response:	just barely begun
context: To\You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun response:	gikochinaku hajimatta bakkari
context: You\kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari response:	just barely begun
context: kizukeba STORY wa mada\This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun response:	gikochinaku hajimatta bakkari
context: This story has only\kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari response:	just barely begun
context: kizukeba STORY wa mada\This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun response:	shinkokyuu wo mou ikkai
context: This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath response:	shinkokyuu wo mou ikkai
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath response:	aa yawarakakute atatakai kimi no te
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te response:	Your hand is so warm held within mine;
context: gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine; response:	nigiri shimete sono kokoro no oku made todoku you ni
context: just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni response:	it reaches all the way to my heart.
context: shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart. response:	hohoenmi de kureta nara nigirikaeshite kuretara
context: I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara response:	I can't see a brighter future
context: shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future response:	boku wa tada mae wo miteru
context: I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru response:	than you smiling and taking my hand as well
context: aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well response:	An Important Person
context: Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\An Important Person response:	School Festival Clean Up
context: nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\An Important Person\School Festival Clean Up response:	Are you okay?
context: it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\An Important Person\School Festival Clean Up\Are you okay? response:	They were all saying such weird things...
context: hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\An Important Person\School Festival Clean Up\Are you okay?\They were all saying such weird things... response:	Let me take it.
context: I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\An Important Person\School Festival Clean Up\Are you okay?\They were all saying such weird things...\Let me take it. response:	It's my right as your boyfriend!
context: boku wa tada mae wo miteru\than you smiling and taking my hand as well\An Important Person\School Festival Clean Up\Are you okay?\They were all saying such weird things...\Let me take it.\It's my right as your boyfriend! response:	Boyfriend!
context: than you smiling and taking my hand as well\An Important Person\School Festival Clean Up\Are you okay?\They were all saying such weird things...\Let me take it.\It's my right as your boyfriend!\Boyfriend! response:	Got it!
context: An Important Person\School Festival Clean Up\Are you okay?\They were all saying such weird things...\Let me take it.\It's my right as your boyfriend!\Boyfriend!\Got it! response:	No! It should be the other way around! You've always been helping me
context: School Festival Clean Up\Are you okay?\They were all saying such weird things...\Let me take it.\It's my right as your boyfriend!\Boyfriend!\Got it!\No! It should be the other way around! You've always been helping me response:	It's a privilege.
context: Are you okay?\They were all saying such weird things...\Let me take it.\It's my right as your boyfriend!\Boyfriend!\Got it!\No! It should be the other way around! You've always been helping me\It's a privilege. response:	It's my special privilege to be the one to help you.
context: They were all saying such weird things...\Let me take it.\It's my right as your boyfriend!\Boyfriend!\Got it!\No! It should be the other way around! You've always been helping me\It's a privilege.\It's my special privilege to be the one to help you. response:	So, hand it over.
context: Let me take it.\It's my right as your boyfriend!\Boyfriend!\Got it!\No! It should be the other way around! You've always been helping me\It's a privilege.\It's my special privilege to be the one to help you.\So, hand it over. response:	I-I can carry this one.
context: It's my right as your boyfriend!\Boyfriend!\Got it!\No! It should be the other way around! You've always been helping me\It's a privilege.\It's my special privilege to be the one to help you.\So, hand it over.\I-I can carry this one. response:	That way, we can go throw them away together.
context: Boyfriend!\Got it!\No! It should be the other way around! You've always been helping me\It's a privilege.\It's my special privilege to be the one to help you.\So, hand it over.\I-I can carry this one.\That way, we can go throw them away together. response:	I'm sorry that had to happen in front of everyone.
context: Got it!\No! It should be the other way around! You've always been helping me\It's a privilege.\It's my special privilege to be the one to help you.\So, hand it over.\I-I can carry this one.\That way, we can go throw them away together.\I'm sorry that had to happen in front of everyone. response:	I didn't want to hide it, and I wanted to make it clear before any sort of rumors started.
context: No! It should be the other way around! You've always been helping me\It's a privilege.\It's my special privilege to be the one to help you.\So, hand it over.\I-I can carry this one.\That way, we can go throw them away together.\I'm sorry that had to happen in front of everyone.\I didn't want to hide it, and I wanted to make it clear before any sort of rumors started. response:	That I like you, and that I'm dating you.
context: It's a privilege.\It's my special privilege to be the one to help you.\So, hand it over.\I-I can carry this one.\That way, we can go throw them away together.\I'm sorry that had to happen in front of everyone.\I didn't want to hide it, and I wanted to make it clear before any sort of rumors started.\That I like you, and that I'm dating you. response:	I don't want any more misunderstandings or confusion about it.
context: It's my special privilege to be the one to help you.\So, hand it over.\I-I can carry this one.\That way, we can go throw them away together.\I'm sorry that had to happen in front of everyone.\I didn't want to hide it, and I wanted to make it clear before any sort of rumors started.\That I like you, and that I'm dating you.\I don't want any more misunderstandings or confusion about it. response:	Oh man, and I confessed in front of everyone too, didn't I?
context: So, hand it over.\I-I can carry this one.\That way, we can go throw them away together.\I'm sorry that had to happen in front of everyone.\I didn't want to hide it, and I wanted to make it clear before any sort of rumors started.\That I like you, and that I'm dating you.\I don't want any more misunderstandings or confusion about it.\Oh man, and I confessed in front of everyone too, didn't I? response:	I didn't mean to do that one...
context: I-I can carry this one.\That way, we can go throw them away together.\I'm sorry that had to happen in front of everyone.\I didn't want to hide it, and I wanted to make it clear before any sort of rumors started.\That I like you, and that I'm dating you.\I don't want any more misunderstandings or confusion about it.\Oh man, and I confessed in front of everyone too, didn't I?\I didn't mean to do that one... response:	I'm sorry. That was embarrassing, wasn't it?
context: That way, we can go throw them away together.\I'm sorry that had to happen in front of everyone.\I didn't want to hide it, and I wanted to make it clear before any sort of rumors started.\That I like you, and that I'm dating you.\I don't want any more misunderstandings or confusion about it.\Oh man, and I confessed in front of everyone too, didn't I?\I didn't mean to do that one...\I'm sorry. That was embarrassing, wasn't it? response:	No, it's okay. Thank you.
context: I'm sorry that had to happen in front of everyone.\I didn't want to hide it, and I wanted to make it clear before any sort of rumors started.\That I like you, and that I'm dating you.\I don't want any more misunderstandings or confusion about it.\Oh man, and I confessed in front of everyone too, didn't I?\I didn't mean to do that one...\I'm sorry. That was embarrassing, wasn't it?\No, it's okay. Thank you. response:	I'm really happy.
context: I didn't want to hide it, and I wanted to make it clear before any sort of rumors started.\That I like you, and that I'm dating you.\I don't want any more misunderstandings or confusion about it.\Oh man, and I confessed in front of everyone too, didn't I?\I didn't mean to do that one...\I'm sorry. That was embarrassing, wasn't it?\No, it's okay. Thank you.\I'm really happy. response:	You were trying to tell me how you felt.
context: That I like you, and that I'm dating you.\I don't want any more misunderstandings or confusion about it.\Oh man, and I confessed in front of everyone too, didn't I?\I didn't mean to do that one...\I'm sorry. That was embarrassing, wasn't it?\No, it's okay. Thank you.\I'm really happy.\You were trying to tell me how you felt. response:	You wanted to tell me, and everyone around me.
context: I don't want any more misunderstandings or confusion about it.\Oh man, and I confessed in front of everyone too, didn't I?\I didn't mean to do that one...\I'm sorry. That was embarrassing, wasn't it?\No, it's okay. Thank you.\I'm really happy.\You were trying to tell me how you felt.\You wanted to tell me, and everyone around me. response:	Thank goodness.
context: Oh man, and I confessed in front of everyone too, didn't I?\I didn't mean to do that one...\I'm sorry. That was embarrassing, wasn't it?\No, it's okay. Thank you.\I'm really happy.\You were trying to tell me how you felt.\You wanted to tell me, and everyone around me.\Thank goodness. response:	I can't believe you two! All lovey-dovey on your way to the trash?
context: I didn't mean to do that one...\I'm sorry. That was embarrassing, wasn't it?\No, it's okay. Thank you.\I'm really happy.\You were trying to tell me how you felt.\You wanted to tell me, and everyone around me.\Thank goodness.\I can't believe you two! All lovey-dovey on your way to the trash? response:	What is this sparkly aura? Go, disappear!
context: I'm sorry. That was embarrassing, wasn't it?\No, it's okay. Thank you.\I'm really happy.\You were trying to tell me how you felt.\You wanted to tell me, and everyone around me.\Thank goodness.\I can't believe you two! All lovey-dovey on your way to the trash?\What is this sparkly aura? Go, disappear! response:	You! Come with me!
context: No, it's okay. Thank you.\I'm really happy.\You were trying to tell me how you felt.\You wanted to tell me, and everyone around me.\Thank goodness.\I can't believe you two! All lovey-dovey on your way to the trash?\What is this sparkly aura? Go, disappear!\You! Come with me! response:	You're gonna clean instead of Miura!
context: I'm really happy.\You were trying to tell me how you felt.\You wanted to tell me, and everyone around me.\Thank goodness.\I can't believe you two! All lovey-dovey on your way to the trash?\What is this sparkly aura? Go, disappear!\You! Come with me!\You're gonna clean instead of Miura! response:	Kazehaya!
context: You were trying to tell me how you felt.\You wanted to tell me, and everyone around me.\Thank goodness.\I can't believe you two! All lovey-dovey on your way to the trash?\What is this sparkly aura? Go, disappear!\You! Come with me!\You're gonna clean instead of Miura!\Kazehaya! response:	You stay away! It's pointless if you come.
context: You wanted to tell me, and everyone around me.\Thank goodness.\I can't believe you two! All lovey-dovey on your way to the trash?\What is this sparkly aura? Go, disappear!\You! Come with me!\You're gonna clean instead of Miura!\Kazehaya!\You stay away! It's pointless if you come. response:	Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune!
context: Thank goodness.\I can't believe you two! All lovey-dovey on your way to the trash?\What is this sparkly aura? Go, disappear!\You! Come with me!\You're gonna clean instead of Miura!\Kazehaya!\You stay away! It's pointless if you come.\Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune! response:	I'm sorry, Kuronuma!
context: I can't believe you two! All lovey-dovey on your way to the trash?\What is this sparkly aura? Go, disappear!\You! Come with me!\You're gonna clean instead of Miura!\Kazehaya!\You stay away! It's pointless if you come.\Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune!\I'm sorry, Kuronuma! response:	No way. Were they just together?
context: What is this sparkly aura? Go, disappear!\You! Come with me!\You're gonna clean instead of Miura!\Kazehaya!\You stay away! It's pointless if you come.\Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune!\I'm sorry, Kuronuma!\No way. Were they just together? response:	I guess it is true.
context: You! Come with me!\You're gonna clean instead of Miura!\Kazehaya!\You stay away! It's pointless if you come.\Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune!\I'm sorry, Kuronuma!\No way. Were they just together?\I guess it is true. response:	What a surprise.
context: You're gonna clean instead of Miura!\Kazehaya!\You stay away! It's pointless if you come.\Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune!\I'm sorry, Kuronuma!\No way. Were they just together?\I guess it is true.\What a surprise. response:	I can't believe it.
context: Kazehaya!\You stay away! It's pointless if you come.\Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune!\I'm sorry, Kuronuma!\No way. Were they just together?\I guess it is true.\What a surprise.\I can't believe it. response:	Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon.
context: You stay away! It's pointless if you come.\Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune!\I'm sorry, Kuronuma!\No way. Were they just together?\I guess it is true.\What a surprise.\I can't believe it.\Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon. response:	How things are now...
context: Listen, you. If good fortune exists in the world, there has to be the same amount of misfortune!\I'm sorry, Kuronuma!\No way. Were they just together?\I guess it is true.\What a surprise.\I can't believe it.\Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon.\How things are now... response:	And my feelings...
context: I'm sorry, Kuronuma!\No way. Were they just together?\I guess it is true.\What a surprise.\I can't believe it.\Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon.\How things are now...\And my feelings... response:	They're officially recognized now.
context: No way. Were they just together?\I guess it is true.\What a surprise.\I can't believe it.\Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon.\How things are now...\And my feelings...\They're officially recognized now. response:	I feel kind of lonely now.
context: I guess it is true.\What a surprise.\I can't believe it.\Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon.\How things are now...\And my feelings...\They're officially recognized now.\I feel kind of lonely now. response:	I'm really glad no one's attacked Sawako about it.
context: What a surprise.\I can't believe it.\Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon.\How things are now...\And my feelings...\They're officially recognized now.\I feel kind of lonely now.\I'm really glad no one's attacked Sawako about it. response:	Yeah, like those girls from last time. There was none of that.
context: I can't believe it.\Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon.\How things are now...\And my feelings...\They're officially recognized now.\I feel kind of lonely now.\I'm really glad no one's attacked Sawako about it.\Yeah, like those girls from last time. There was none of that. response:	Yeah.
context: Kazehaya just wanted a girlfriend, that's all. I'm sure they'll break up soon.\How things are now...\And my feelings...\They're officially recognized now.\I feel kind of lonely now.\I'm really glad no one's attacked Sawako about it.\Yeah, like those girls from last time. There was none of that.\Yeah. response:	There might be one girl crying in secret.
context: How things are now...\And my feelings...\They're officially recognized now.\I feel kind of lonely now.\I'm really glad no one's attacked Sawako about it.\Yeah, like those girls from last time. There was none of that.\Yeah.\There might be one girl crying in secret. response:	Yeah. I understand how she feels.
context: And my feelings...\They're officially recognized now.\I feel kind of lonely now.\I'm really glad no one's attacked Sawako about it.\Yeah, like those girls from last time. There was none of that.\Yeah.\There might be one girl crying in secret.\Yeah. I understand how she feels. response:	Ah, no, don't worry!
context: They're officially recognized now.\I feel kind of lonely now.\I'm really glad no one's attacked Sawako about it.\Yeah, like those girls from last time. There was none of that.\Yeah.\There might be one girl crying in secret.\Yeah. I understand how she feels.\Ah, no, don't worry! response:	We're not saying you should do anything or anything like that!
context: I feel kind of lonely now.\I'm really glad no one's attacked Sawako about it.\Yeah, like those girls from last time. There was none of that.\Yeah.\There might be one girl crying in secret.\Yeah. I understand how she feels.\Ah, no, don't worry!\We're not saying you should do anything or anything like that! response:	No, I should.
context: I'm really glad no one's attacked Sawako about it.\Yeah, like those girls from last time. There was none of that.\Yeah.\There might be one girl crying in secret.\Yeah. I understand how she feels.\Ah, no, don't worry!\We're not saying you should do anything or anything like that!\No, I should. response:	It's been like a dream come true.
context: Yeah, like those girls from last time. There was none of that.\Yeah.\There might be one girl crying in secret.\Yeah. I understand how she feels.\Ah, no, don't worry!\We're not saying you should do anything or anything like that!\No, I should.\It's been like a dream come true. response:	I can't stop smiling,
context: Yeah.\There might be one girl crying in secret.\Yeah. I understand how she feels.\Ah, no, don't worry!\We're not saying you should do anything or anything like that!\No, I should.\It's been like a dream come true.\I can't stop smiling, response:	or thinking about him.
context: There might be one girl crying in secret.\Yeah. I understand how she feels.\Ah, no, don't worry!\We're not saying you should do anything or anything like that!\No, I should.\It's been like a dream come true.\I can't stop smiling,\or thinking about him. response:	But when I do, I can't help but think of Kurumi as well.
context: Yeah. I understand how she feels.\Ah, no, don't worry!\We're not saying you should do anything or anything like that!\No, I should.\It's been like a dream come true.\I can't stop smiling,\or thinking about him.\But when I do, I can't help but think of Kurumi as well. response:	Not just Kurumi, but everyone who was shocked by this.
context: Ah, no, don't worry!\We're not saying you should do anything or anything like that!\No, I should.\It's been like a dream come true.\I can't stop smiling,\or thinking about him.\But when I do, I can't help but think of Kurumi as well.\Not just Kurumi, but everyone who was shocked by this. response:	Because until just a little while ago, they could still dream.
context: We're not saying you should do anything or anything like that!\No, I should.\It's been like a dream come true.\I can't stop smiling,\or thinking about him.\But when I do, I can't help but think of Kurumi as well.\Not just Kurumi, but everyone who was shocked by this.\Because until just a little while ago, they could still dream. response:	But now, I'm standing on those dreams.
context: No, I should.\It's been like a dream come true.\I can't stop smiling,\or thinking about him.\But when I do, I can't help but think of Kurumi as well.\Not just Kurumi, but everyone who was shocked by this.\Because until just a little while ago, they could still dream.\But now, I'm standing on those dreams. response:	I might've been rejected, but I clearly told him how I felt!
context: It's been like a dream come true.\I can't stop smiling,\or thinking about him.\But when I do, I can't help but think of Kurumi as well.\Not just Kurumi, but everyone who was shocked by this.\Because until just a little while ago, they could still dream.\But now, I'm standing on those dreams.\I might've been rejected, but I clearly told him how I felt! response:	If it weren't for those words,
context: I can't stop smiling,\or thinking about him.\But when I do, I can't help but think of Kurumi as well.\Not just Kurumi, but everyone who was shocked by this.\Because until just a little while ago, they could still dream.\But now, I'm standing on those dreams.\I might've been rejected, but I clearly told him how I felt!\If it weren't for those words, response:	if it weren't for Kurumi...
context: or thinking about him.\But when I do, I can't help but think of Kurumi as well.\Not just Kurumi, but everyone who was shocked by this.\Because until just a little while ago, they could still dream.\But now, I'm standing on those dreams.\I might've been rejected, but I clearly told him how I felt!\If it weren't for those words,\if it weren't for Kurumi... response:	We're rivals.
context: But when I do, I can't help but think of Kurumi as well.\Not just Kurumi, but everyone who was shocked by this.\Because until just a little while ago, they could still dream.\But now, I'm standing on those dreams.\I might've been rejected, but I clearly told him how I felt!\If it weren't for those words,\if it weren't for Kurumi...\We're rivals. response:	Sawa...
context: Not just Kurumi, but everyone who was shocked by this.\Because until just a little while ago, they could still dream.\But now, I'm standing on those dreams.\I might've been rejected, but I clearly told him how I felt!\If it weren't for those words,\if it weren't for Kurumi...\We're rivals.\Sawa... response:	I'll be right back.
context: Because until just a little while ago, they could still dream.\But now, I'm standing on those dreams.\I might've been rejected, but I clearly told him how I felt!\If it weren't for those words,\if it weren't for Kurumi...\We're rivals.\Sawa...\I'll be right back. response:	Where are you going?
context: But now, I'm standing on those dreams.\I might've been rejected, but I clearly told him how I felt!\If it weren't for those words,\if it weren't for Kurumi...\We're rivals.\Sawa...\I'll be right back.\Where are you going? response:	Let her go.
context: I might've been rejected, but I clearly told him how I felt!\If it weren't for those words,\if it weren't for Kurumi...\We're rivals.\Sawa...\I'll be right back.\Where are you going?\Let her go. response:	I'm sure she's going to find Kurumi.
context: If it weren't for those words,\if it weren't for Kurumi...\We're rivals.\Sawa...\I'll be right back.\Where are you going?\Let her go.\I'm sure she's going to find Kurumi. response:	Sawako! I'm only saying this because I understand how she feels.
context: if it weren't for Kurumi...\We're rivals.\Sawa...\I'll be right back.\Where are you going?\Let her go.\I'm sure she's going to find Kurumi.\Sawako! I'm only saying this because I understand how she feels. response:	There's really nothing you can do about this.
context: We're rivals.\Sawa...\I'll be right back.\Where are you going?\Let her go.\I'm sure she's going to find Kurumi.\Sawako! I'm only saying this because I understand how she feels.\There's really nothing you can do about this. response:	It's not your fault.
context: Sawa...\I'll be right back.\Where are you going?\Let her go.\I'm sure she's going to find Kurumi.\Sawako! I'm only saying this because I understand how she feels.\There's really nothing you can do about this.\It's not your fault. response:	Don't forget that!
context: I'll be right back.\Where are you going?\Let her go.\I'm sure she's going to find Kurumi.\Sawako! I'm only saying this because I understand how she feels.\There's really nothing you can do about this.\It's not your fault.\Don't forget that! response:	It's important that she knows that, isn't it?
context: Where are you going?\Let her go.\I'm sure she's going to find Kurumi.\Sawako! I'm only saying this because I understand how she feels.\There's really nothing you can do about this.\It's not your fault.\Don't forget that!\It's important that she knows that, isn't it? response:	Chizu's favorite point.
context: Let her go.\I'm sure she's going to find Kurumi.\Sawako! I'm only saying this because I understand how she feels.\There's really nothing you can do about this.\It's not your fault.\Don't forget that!\It's important that she knows that, isn't it?\Chizu's favorite point. response:	Does he really have a girlfriend?
context: I'm sure she's going to find Kurumi.\Sawako! I'm only saying this because I understand how she feels.\There's really nothing you can do about this.\It's not your fault.\Don't forget that!\It's important that she knows that, isn't it?\Chizu's favorite point.\Does he really have a girlfriend? response:	Yeah.
context: Sawako! I'm only saying this because I understand how she feels.\There's really nothing you can do about this.\It's not your fault.\Don't forget that!\It's important that she knows that, isn't it?\Chizu's favorite point.\Does he really have a girlfriend?\Yeah. response:	You heard the rumors, didn't you?
context: There's really nothing you can do about this.\It's not your fault.\Don't forget that!\It's important that she knows that, isn't it?\Chizu's favorite point.\Does he really have a girlfriend?\Yeah.\You heard the rumors, didn't you? response:	If I knew this was going to happen, I would've hurt her worse earlier!
