context: Caviar and foie gras, truffles, lobster and shark fin spring rolls, response:	fried sea urchin and filet mignon...
context: Oh, you can just call me Ruri, Kirisaki-san.\Really? Then can you use my first name too.\Then, you can call me Kosaki!\Ruri-chan and Kosaki-chan? Gotcha!\How lovely...\Sorry about yesterday.\I was supposed to help your team at the swim meet, but I ended up getting disqualified.\Oh, that? It's no big deal. response:	Don't worry about it. I can't fault you for doing me a favor.
context: Really? Then can you use my first name too.\Then, you can call me Kosaki!\Ruri-chan and Kosaki-chan? Gotcha!\How lovely...\Sorry about yesterday.\I was supposed to help your team at the swim meet, but I ended up getting disqualified.\Oh, that? It's no big deal.\Don't worry about it. I can't fault you for doing me a favor. response:	I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides...
context: Then, you can call me Kosaki!\Ruri-chan and Kosaki-chan? Gotcha!\How lovely...\Sorry about yesterday.\I was supposed to help your team at the swim meet, but I ended up getting disqualified.\Oh, that? It's no big deal.\Don't worry about it. I can't fault you for doing me a favor.\I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides... response:	Even though it was for Kosaki's sake,
context: Ruri-chan and Kosaki-chan? Gotcha!\How lovely...\Sorry about yesterday.\I was supposed to help your team at the swim meet, but I ended up getting disqualified.\Oh, that? It's no big deal.\Don't worry about it. I can't fault you for doing me a favor.\I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides...\Even though it was for Kosaki's sake, response:	I'm feeling more than a little bit guilty about what happened to you.
context: How lovely...\Sorry about yesterday.\I was supposed to help your team at the swim meet, but I ended up getting disqualified.\Oh, that? It's no big deal.\Don't worry about it. I can't fault you for doing me a favor.\I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides...\Even though it was for Kosaki's sake,\I'm feeling more than a little bit guilty about what happened to you. response:	Did you say something?
context: Sorry about yesterday.\I was supposed to help your team at the swim meet, but I ended up getting disqualified.\Oh, that? It's no big deal.\Don't worry about it. I can't fault you for doing me a favor.\I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides...\Even though it was for Kosaki's sake,\I'm feeling more than a little bit guilty about what happened to you.\Did you say something? response:	Well, there's no reason for you to feel bad, Ruri-chan.
context: I was supposed to help your team at the swim meet, but I ended up getting disqualified.\Oh, that? It's no big deal.\Don't worry about it. I can't fault you for doing me a favor.\I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides...\Even though it was for Kosaki's sake,\I'm feeling more than a little bit guilty about what happened to you.\Did you say something?\Well, there's no reason for you to feel bad, Ruri-chan. response:	After all, it's all that bean sprout's fault anyway.
context: Oh, that? It's no big deal.\Don't worry about it. I can't fault you for doing me a favor.\I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides...\Even though it was for Kosaki's sake,\I'm feeling more than a little bit guilty about what happened to you.\Did you say something?\Well, there's no reason for you to feel bad, Ruri-chan.\After all, it's all that bean sprout's fault anyway. response:	You mean Ichijou-kun?
context: Don't worry about it. I can't fault you for doing me a favor.\I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides...\Even though it was for Kosaki's sake,\I'm feeling more than a little bit guilty about what happened to you.\Did you say something?\Well, there's no reason for you to feel bad, Ruri-chan.\After all, it's all that bean sprout's fault anyway.\You mean Ichijou-kun? response:	Right! Get this: even before the meet began,
context: I'm just relieved that you weren't seriously hurt, Chitoge-chan. And besides...\Even though it was for Kosaki's sake,\I'm feeling more than a little bit guilty about what happened to you.\Did you say something?\Well, there's no reason for you to feel bad, Ruri-chan.\After all, it's all that bean sprout's fault anyway.\You mean Ichijou-kun?\Right! Get this: even before the meet began, response:	he was already pissing me off with every little thing he said!
context: Even though it was for Kosaki's sake,\I'm feeling more than a little bit guilty about what happened to you.\Did you say something?\Well, there's no reason for you to feel bad, Ruri-chan.\After all, it's all that bean sprout's fault anyway.\You mean Ichijou-kun?\Right! Get this: even before the meet began,\he was already pissing me off with every little thing he said! response:	When I was about to drown, he even tried to surprise me in my sleep.
context: I'm feeling more than a little bit guilty about what happened to you.\Did you say something?\Well, there's no reason for you to feel bad, Ruri-chan.\After all, it's all that bean sprout's fault anyway.\You mean Ichijou-kun?\Right! Get this: even before the meet began,\he was already pissing me off with every little thing he said!\When I was about to drown, he even tried to surprise me in my sleep. response:	Seriously, he's the lowest of the low!
context: Did you say something?\Well, there's no reason for you to feel bad, Ruri-chan.\After all, it's all that bean sprout's fault anyway.\You mean Ichijou-kun?\Right! Get this: even before the meet began,\he was already pissing me off with every little thing he said!\When I was about to drown, he even tried to surprise me in my sleep.\Seriously, he's the lowest of the low! response:	Kirisaki-saChitoge-chan, you mean nobody told you?
context: Well, there's no reason for you to feel bad, Ruri-chan.\After all, it's all that bean sprout's fault anyway.\You mean Ichijou-kun?\Right! Get this: even before the meet began,\he was already pissing me off with every little thing he said!\When I was about to drown, he even tried to surprise me in my sleep.\Seriously, he's the lowest of the low!\Kirisaki-saChitoge-chan, you mean nobody told you? response:	Told me what?
context: After all, it's all that bean sprout's fault anyway.\You mean Ichijou-kun?\Right! Get this: even before the meet began,\he was already pissing me off with every little thing he said!\When I was about to drown, he even tried to surprise me in my sleep.\Seriously, he's the lowest of the low!\Kirisaki-saChitoge-chan, you mean nobody told you?\Told me what? response:	Ichijou-kun was the one who saved you in the pool.
context: You mean Ichijou-kun?\Right! Get this: even before the meet began,\he was already pissing me off with every little thing he said!\When I was about to drown, he even tried to surprise me in my sleep.\Seriously, he's the lowest of the low!\Kirisaki-saChitoge-chan, you mean nobody told you?\Told me what?\Ichijou-kun was the one who saved you in the pool. response:	Huh?
context: Right! Get this: even before the meet began,\he was already pissing me off with every little thing he said!\When I was about to drown, he even tried to surprise me in my sleep.\Seriously, he's the lowest of the low!\Kirisaki-saChitoge-chan, you mean nobody told you?\Told me what?\Ichijou-kun was the one who saved you in the pool.\Huh? response:	N-No way, no way, no way, no way!
context: he was already pissing me off with every little thing he said!\When I was about to drown, he even tried to surprise me in my sleep.\Seriously, he's the lowest of the low!\Kirisaki-saChitoge-chan, you mean nobody told you?\Told me what?\Ichijou-kun was the one who saved you in the pool.\Huh?\N-No way, no way, no way, no way! response:	As if that wimp would have the guts!
context: When I was about to drown, he even tried to surprise me in my sleep.\Seriously, he's the lowest of the low!\Kirisaki-saChitoge-chan, you mean nobody told you?\Told me what?\Ichijou-kun was the one who saved you in the pool.\Huh?\N-No way, no way, no way, no way!\As if that wimp would have the guts! response:	But it's true!
context: Seriously, he's the lowest of the low!\Kirisaki-saChitoge-chan, you mean nobody told you?\Told me what?\Ichijou-kun was the one who saved you in the pool.\Huh?\N-No way, no way, no way, no way!\As if that wimp would have the guts!\But it's true! response:	You should've seen him. He was pretty amazing back there.
context: Kirisaki-saChitoge-chan, you mean nobody told you?\Told me what?\Ichijou-kun was the one who saved you in the pool.\Huh?\N-No way, no way, no way, no way!\As if that wimp would have the guts!\But it's true!\You should've seen him. He was pretty amazing back there. response:	He just dove right in to rescue you, Chitoge-chan!
context: Told me what?\Ichijou-kun was the one who saved you in the pool.\Huh?\N-No way, no way, no way, no way!\As if that wimp would have the guts!\But it's true!\You should've seen him. He was pretty amazing back there.\He just dove right in to rescue you, Chitoge-chan! response:	So I feel bad for him when you talk about him like that.
context: Ichijou-kun was the one who saved you in the pool.\Huh?\N-No way, no way, no way, no way!\As if that wimp would have the guts!\But it's true!\You should've seen him. He was pretty amazing back there.\He just dove right in to rescue you, Chitoge-chan!\So I feel bad for him when you talk about him like that. response:	I-Is that what happened?
context: Huh?\N-No way, no way, no way, no way!\As if that wimp would have the guts!\But it's true!\You should've seen him. He was pretty amazing back there.\He just dove right in to rescue you, Chitoge-chan!\So I feel bad for him when you talk about him like that.\I-Is that what happened? response:	What do I do now?
context: N-No way, no way, no way, no way!\As if that wimp would have the guts!\But it's true!\You should've seen him. He was pretty amazing back there.\He just dove right in to rescue you, Chitoge-chan!\So I feel bad for him when you talk about him like that.\I-Is that what happened?\What do I do now? response:	I clobbered him twice because I had no idea.
context: As if that wimp would have the guts!\But it's true!\You should've seen him. He was pretty amazing back there.\He just dove right in to rescue you, Chitoge-chan!\So I feel bad for him when you talk about him like that.\I-Is that what happened?\What do I do now?\I clobbered him twice because I had no idea. response:	It's not too late to apologize, and perhaps even thank him.
context: But it's true!\You should've seen him. He was pretty amazing back there.\He just dove right in to rescue you, Chitoge-chan!\So I feel bad for him when you talk about him like that.\I-Is that what happened?\What do I do now?\I clobbered him twice because I had no idea.\It's not too late to apologize, and perhaps even thank him. response:	A-After it's been this long? That's impossible!
context: You should've seen him. He was pretty amazing back there.\He just dove right in to rescue you, Chitoge-chan!\So I feel bad for him when you talk about him like that.\I-Is that what happened?\What do I do now?\I clobbered him twice because I had no idea.\It's not too late to apologize, and perhaps even thank him.\A-After it's been this long? That's impossible! response:	And why should I have to thank him of all people?
context: He just dove right in to rescue you, Chitoge-chan!\So I feel bad for him when you talk about him like that.\I-Is that what happened?\What do I do now?\I clobbered him twice because I had no idea.\It's not too late to apologize, and perhaps even thank him.\A-After it's been this long? That's impossible!\And why should I have to thank him of all people? response:	Thanking him is still the right thing to do.
context: So I feel bad for him when you talk about him like that.\I-Is that what happened?\What do I do now?\I clobbered him twice because I had no idea.\It's not too late to apologize, and perhaps even thank him.\A-After it's been this long? That's impossible!\And why should I have to thank him of all people?\Thanking him is still the right thing to do. response:	If there's anything I can do to help, I will.
context: I-Is that what happened?\What do I do now?\I clobbered him twice because I had no idea.\It's not too late to apologize, and perhaps even thank him.\A-After it's been this long? That's impossible!\And why should I have to thank him of all people?\Thanking him is still the right thing to do.\If there's anything I can do to help, I will. response:	Me too.
context: What do I do now?\I clobbered him twice because I had no idea.\It's not too late to apologize, and perhaps even thank him.\A-After it's been this long? That's impossible!\And why should I have to thank him of all people?\Thanking him is still the right thing to do.\If there's anything I can do to help, I will.\Me too. response:	and Lending
context: I clobbered him twice because I had no idea.\It's not too late to apologize, and perhaps even thank him.\A-After it's been this long? That's impossible!\And why should I have to thank him of all people?\Thanking him is still the right thing to do.\If there's anything I can do to help, I will.\Me too.\and Lending response:	and Lending
context: It's not too late to apologize, and perhaps even thank him.\A-After it's been this long? That's impossible!\And why should I have to thank him of all people?\Thanking him is still the right thing to do.\If there's anything I can do to help, I will.\Me too.\and Lending\and Lending response:	Episode 6: Borrowing
context: A-After it's been this long? That's impossible!\And why should I have to thank him of all people?\Thanking him is still the right thing to do.\If there's anything I can do to help, I will.\Me too.\and Lending\and Lending\Episode 6: Borrowing response:	Episode 6: Borrowing
context: And why should I have to thank him of all people?\Thanking him is still the right thing to do.\If there's anything I can do to help, I will.\Me too.\and Lending\and Lending\Episode 6: Borrowing\Episode 6: Borrowing response:	Episode 6: Borrowing
context: Thanking him is still the right thing to do.\If there's anything I can do to help, I will.\Me too.\and Lending\and Lending\Episode 6: Borrowing\Episode 6: Borrowing\Episode 6: Borrowing response:	Hey, bean sprout over there.
context: If there's anything I can do to help, I will.\Me too.\and Lending\and Lending\Episode 6: Borrowing\Episode 6: Borrowing\Episode 6: Borrowing\Hey, bean sprout over there. response:	Huh?
context: Me too.\and Lending\and Lending\Episode 6: Borrowing\Episode 6: Borrowing\Episode 6: Borrowing\Hey, bean sprout over there.\Huh? response:	Oh, it's just you.
context: and Lending\and Lending\Episode 6: Borrowing\Episode 6: Borrowing\Episode 6: Borrowing\Hey, bean sprout over there.\Huh?\Oh, it's just you. response:	L-Listen. Um... About yesterday...
context: and Lending\Episode 6: Borrowing\Episode 6: Borrowing\Episode 6: Borrowing\Hey, bean sprout over there.\Huh?\Oh, it's just you.\L-Listen. Um... About yesterday... response:	Hm? Yesterday?
context: Episode 6: Borrowing\Episode 6: Borrowing\Episode 6: Borrowing\Hey, bean sprout over there.\Huh?\Oh, it's just you.\L-Listen. Um... About yesterday...\Hm? Yesterday? response:	You know, what happened yesterday. When I, um...
context: Episode 6: Borrowing\Episode 6: Borrowing\Hey, bean sprout over there.\Huh?\Oh, it's just you.\L-Listen. Um... About yesterday...\Hm? Yesterday?\You know, what happened yesterday. When I, um... response:	What are you talking about?
context: Episode 6: Borrowing\Hey, bean sprout over there.\Huh?\Oh, it's just you.\L-Listen. Um... About yesterday...\Hm? Yesterday?\You know, what happened yesterday. When I, um...\What are you talking about? response:	I just said...
context: Hey, bean sprout over there.\Huh?\Oh, it's just you.\L-Listen. Um... About yesterday...\Hm? Yesterday?\You know, what happened yesterday. When I, um...\What are you talking about?\I just said... response:	Yesterday?
context: Huh?\Oh, it's just you.\L-Listen. Um... About yesterday...\Hm? Yesterday?\You know, what happened yesterday. When I, um...\What are you talking about?\I just said...\Yesterday? response:	Oh, I know what you mean.
context: Oh, it's just you.\L-Listen. Um... About yesterday...\Hm? Yesterday?\You know, what happened yesterday. When I, um...\What are you talking about?\I just said...\Yesterday?\Oh, I know what you mean. response:	Wow, are you still worried about that?
context: L-Listen. Um... About yesterday...\Hm? Yesterday?\You know, what happened yesterday. When I, um...\What are you talking about?\I just said...\Yesterday?\Oh, I know what you mean.\Wow, are you still worried about that? response:	Y-You shut up! What do you expect?
context: Hm? Yesterday?\You know, what happened yesterday. When I, um...\What are you talking about?\I just said...\Yesterday?\Oh, I know what you mean.\Wow, are you still worried about that?\Y-You shut up! What do you expect? response:	I just thought that I should at least say something to you about it.
context: You know, what happened yesterday. When I, um...\What are you talking about?\I just said...\Yesterday?\Oh, I know what you mean.\Wow, are you still worried about that?\Y-You shut up! What do you expect?\I just thought that I should at least say something to you about it. response:	Don't give it another thought. I swear I won't tell anyone.
context: What are you talking about?\I just said...\Yesterday?\Oh, I know what you mean.\Wow, are you still worried about that?\Y-You shut up! What do you expect?\I just thought that I should at least say something to you about it.\Don't give it another thought. I swear I won't tell anyone. response:	Yup, you won't tell anyoneWait, what?
context: I just said...\Yesterday?\Oh, I know what you mean.\Wow, are you still worried about that?\Y-You shut up! What do you expect?\I just thought that I should at least say something to you about it.\Don't give it another thought. I swear I won't tell anyone.\Yup, you won't tell anyoneWait, what? response:	You're bothered by the fat on your stomach, right? Shuu told me.
context: Yesterday?\Oh, I know what you mean.\Wow, are you still worried about that?\Y-You shut up! What do you expect?\I just thought that I should at least say something to you about it.\Don't give it another thought. I swear I won't tell anyone.\Yup, you won't tell anyoneWait, what?\You're bothered by the fat on your stomach, right? Shuu told me. response:	Huh?!
context: Oh, I know what you mean.\Wow, are you still worried about that?\Y-You shut up! What do you expect?\I just thought that I should at least say something to you about it.\Don't give it another thought. I swear I won't tell anyone.\Yup, you won't tell anyoneWait, what?\You're bothered by the fat on your stomach, right? Shuu told me.\Huh?! response:	You didn't have to personally make sure I kept my mouth shut.
context: Wow, are you still worried about that?\Y-You shut up! What do you expect?\I just thought that I should at least say something to you about it.\Don't give it another thought. I swear I won't tell anyone.\Yup, you won't tell anyoneWait, what?\You're bothered by the fat on your stomach, right? Shuu told me.\Huh?!\You didn't have to personally make sure I kept my mouth shut. response:	I don't gossip about that sort of stuff anyway.
context: Y-You shut up! What do you expect?\I just thought that I should at least say something to you about it.\Don't give it another thought. I swear I won't tell anyone.\Yup, you won't tell anyoneWait, what?\You're bothered by the fat on your stomach, right? Shuu told me.\Huh?!\You didn't have to personally make sure I kept my mouth shut.\I don't gossip about that sort of stuff anyway. response:	That's not... That's not what I'm talking about!
context: I just thought that I should at least say something to you about it.\Don't give it another thought. I swear I won't tell anyone.\Yup, you won't tell anyoneWait, what?\You're bothered by the fat on your stomach, right? Shuu told me.\Huh?!\You didn't have to personally make sure I kept my mouth shut.\I don't gossip about that sort of stuff anyway.\That's not... That's not what I'm talking about! response:	Besides, I hadn't even told anyone yet, so why did you have to punch me?
context: Don't give it another thought. I swear I won't tell anyone.\Yup, you won't tell anyoneWait, what?\You're bothered by the fat on your stomach, right? Shuu told me.\Huh?!\You didn't have to personally make sure I kept my mouth shut.\I don't gossip about that sort of stuff anyway.\That's not... That's not what I'm talking about!\Besides, I hadn't even told anyone yet, so why did you have to punch me? response:	That said, you probably do need to watch your waist.
context: Yup, you won't tell anyoneWait, what?\You're bothered by the fat on your stomach, right? Shuu told me.\Huh?!\You didn't have to personally make sure I kept my mouth shut.\I don't gossip about that sort of stuff anyway.\That's not... That's not what I'm talking about!\Besides, I hadn't even told anyone yet, so why did you have to punch me?\That said, you probably do need to watch your waist. response:	You eat way too much meat, like all the time!
context: You're bothered by the fat on your stomach, right? Shuu told me.\Huh?!\You didn't have to personally make sure I kept my mouth shut.\I don't gossip about that sort of stuff anyway.\That's not... That's not what I'm talking about!\Besides, I hadn't even told anyone yet, so why did you have to punch me?\That said, you probably do need to watch your waist.\You eat way too much meat, like all the time! response:	You need to show a little more concern for your health and eat more veg
context: Huh?!\You didn't have to personally make sure I kept my mouth shut.\I don't gossip about that sort of stuff anyway.\That's not... That's not what I'm talking about!\Besides, I hadn't even told anyone yet, so why did you have to punch me?\That said, you probably do need to watch your waist.\You eat way too much meat, like all the time!\You need to show a little more concern for your health and eat more veg response:	Mind your own damn business!
context: You didn't have to personally make sure I kept my mouth shut.\I don't gossip about that sort of stuff anyway.\That's not... That's not what I'm talking about!\Besides, I hadn't even told anyone yet, so why did you have to punch me?\That said, you probably do need to watch your waist.\You eat way too much meat, like all the time!\You need to show a little more concern for your health and eat more veg\Mind your own damn business! response:	Hey, bean sprout!
context: I don't gossip about that sort of stuff anyway.\That's not... That's not what I'm talking about!\Besides, I hadn't even told anyone yet, so why did you have to punch me?\That said, you probably do need to watch your waist.\You eat way too much meat, like all the time!\You need to show a little more concern for your health and eat more veg\Mind your own damn business!\Hey, bean sprout! response:	What? Still not done?
context: That's not... That's not what I'm talking about!\Besides, I hadn't even told anyone yet, so why did you have to punch me?\That said, you probably do need to watch your waist.\You eat way too much meat, like all the time!\You need to show a little more concern for your health and eat more veg\Mind your own damn business!\Hey, bean sprout!\What? Still not done? response:	I'm going to ask you straight up!
context: Besides, I hadn't even told anyone yet, so why did you have to punch me?\That said, you probably do need to watch your waist.\You eat way too much meat, like all the time!\You need to show a little more concern for your health and eat more veg\Mind your own damn business!\Hey, bean sprout!\What? Still not done?\I'm going to ask you straight up! response:	What are your favorite foods?
context: That said, you probably do need to watch your waist.\You eat way too much meat, like all the time!\You need to show a little more concern for your health and eat more veg\Mind your own damn business!\Hey, bean sprout!\What? Still not done?\I'm going to ask you straight up!\What are your favorite foods? response:	What are you plotting now? Planning to poison me?
context: You eat way too much meat, like all the time!\You need to show a little more concern for your health and eat more veg\Mind your own damn business!\Hey, bean sprout!\What? Still not done?\I'm going to ask you straight up!\What are your favorite foods?\What are you plotting now? Planning to poison me? response:	Sh-Shut up! Just answer the question!
context: You need to show a little more concern for your health and eat more veg\Mind your own damn business!\Hey, bean sprout!\What? Still not done?\I'm going to ask you straight up!\What are your favorite foods?\What are you plotting now? Planning to poison me?\Sh-Shut up! Just answer the question! response:	And what are you gonna do if I tell you?
context: Mind your own damn business!\Hey, bean sprout!\What? Still not done?\I'm going to ask you straight up!\What are your favorite foods?\What are you plotting now? Planning to poison me?\Sh-Shut up! Just answer the question!\And what are you gonna do if I tell you? response:	What? Well...
context: Hey, bean sprout!\What? Still not done?\I'm going to ask you straight up!\What are your favorite foods?\What are you plotting now? Planning to poison me?\Sh-Shut up! Just answer the question!\And what are you gonna do if I tell you?\What? Well... response:	Hm... How about giving him a token of apology?
context: What? Still not done?\I'm going to ask you straight up!\What are your favorite foods?\What are you plotting now? Planning to poison me?\Sh-Shut up! Just answer the question!\And what are you gonna do if I tell you?\What? Well...\Hm... How about giving him a token of apology? response:	Something that Ichijou-kun likes.
context: I'm going to ask you straight up!\What are your favorite foods?\What are you plotting now? Planning to poison me?\Sh-Shut up! Just answer the question!\And what are you gonna do if I tell you?\What? Well...\Hm... How about giving him a token of apology?\Something that Ichijou-kun likes. response:	Makes sense.
context: What are your favorite foods?\What are you plotting now? Planning to poison me?\Sh-Shut up! Just answer the question!\And what are you gonna do if I tell you?\What? Well...\Hm... How about giving him a token of apology?\Something that Ichijou-kun likes.\Makes sense. response:	Fine, it doesn't matter. Just take this.
context: What are you plotting now? Planning to poison me?\Sh-Shut up! Just answer the question!\And what are you gonna do if I tell you?\What? Well...\Hm... How about giving him a token of apology?\Something that Ichijou-kun likes.\Makes sense.\Fine, it doesn't matter. Just take this. response:	You like these, don't you?
context: Sh-Shut up! Just answer the question!\And what are you gonna do if I tell you?\What? Well...\Hm... How about giving him a token of apology?\Something that Ichijou-kun likes.\Makes sense.\Fine, it doesn't matter. Just take this.\You like these, don't you? response:	I'm kind of scared now.
context: And what are you gonna do if I tell you?\What? Well...\Hm... How about giving him a token of apology?\Something that Ichijou-kun likes.\Makes sense.\Fine, it doesn't matter. Just take this.\You like these, don't you?\I'm kind of scared now. response:	Well, how should I put it... Take it as a token of gratitude for yesterday.
context: What? Well...\Hm... How about giving him a token of apology?\Something that Ichijou-kun likes.\Makes sense.\Fine, it doesn't matter. Just take this.\You like these, don't you?\I'm kind of scared now.\Well, how should I put it... Take it as a token of gratitude for yesterday. response:	I prefer the coarse bean paste.
context: Hm... How about giving him a token of apology?\Something that Ichijou-kun likes.\Makes sense.\Fine, it doesn't matter. Just take this.\You like these, don't you?\I'm kind of scared now.\Well, how should I put it... Take it as a token of gratitude for yesterday.\I prefer the coarse bean paste. response:	If you're just gonna complain, then give it back!
context: Something that Ichijou-kun likes.\Makes sense.\Fine, it doesn't matter. Just take this.\You like these, don't you?\I'm kind of scared now.\Well, how should I put it... Take it as a token of gratitude for yesterday.\I prefer the coarse bean paste.\If you're just gonna complain, then give it back! response:	Hey, you bean sprout!
context: Makes sense.\Fine, it doesn't matter. Just take this.\You like these, don't you?\I'm kind of scared now.\Well, how should I put it... Take it as a token of gratitude for yesterday.\I prefer the coarse bean paste.\If you're just gonna complain, then give it back!\Hey, you bean sprout! response:	What's with you today?!
context: Fine, it doesn't matter. Just take this.\You like these, don't you?\I'm kind of scared now.\Well, how should I put it... Take it as a token of gratitude for yesterday.\I prefer the coarse bean paste.\If you're just gonna complain, then give it back!\Hey, you bean sprout!\What's with you today?! response:	What's got you so worked up?
context: You like these, don't you?\I'm kind of scared now.\Well, how should I put it... Take it as a token of gratitude for yesterday.\I prefer the coarse bean paste.\If you're just gonna complain, then give it back!\Hey, you bean sprout!\What's with you today?!\What's got you so worked up? response:	I told you! There's something I want to say to you about yesterday!
context: I'm kind of scared now.\Well, how should I put it... Take it as a token of gratitude for yesterday.\I prefer the coarse bean paste.\If you're just gonna complain, then give it back!\Hey, you bean sprout!\What's with you today?!\What's got you so worked up?\I told you! There's something I want to say to you about yesterday! response:	Remember? I almost drowned in the pool, and...
context: Well, how should I put it... Take it as a token of gratitude for yesterday.\I prefer the coarse bean paste.\If you're just gonna complain, then give it back!\Hey, you bean sprout!\What's with you today?!\What's got you so worked up?\I told you! There's something I want to say to you about yesterday!\Remember? I almost drowned in the pool, and... response:	And then you... um...
context: I prefer the coarse bean paste.\If you're just gonna complain, then give it back!\Hey, you bean sprout!\What's with you today?!\What's got you so worked up?\I told you! There's something I want to say to you about yesterday!\Remember? I almost drowned in the pool, and...\And then you... um... response:	Yesterday? When you drowned?
context: If you're just gonna complain, then give it back!\Hey, you bean sprout!\What's with you today?!\What's got you so worked up?\I told you! There's something I want to say to you about yesterday!\Remember? I almost drowned in the pool, and...\And then you... um...\Yesterday? When you drowned? response:	When she drowned...
context: Hey, you bean sprout!\What's with you today?!\What's got you so worked up?\I told you! There's something I want to say to you about yesterday!\Remember? I almost drowned in the pool, and...\And then you... um...\Yesterday? When you drowned?\When she drowned... response:	Oh, right. Is that what you meant?
