context: Late Night Show response:	Late Night Show
context: We got scolded so we'll take this seriously this week.\Medusa the Witch arrives, and then...\Medusa the Witch arrives, and then...\Excalibur\appears in...\Soul?\Soul!\Now, Chrona... Finish them off. response:	The one with
context: Medusa the Witch arrives, and then...\Medusa the Witch arrives, and then...\Excalibur\appears in...\Soul?\Soul!\Now, Chrona... Finish them off.\The one with response:	an overwhelming evil soul?
context: Medusa the Witch arrives, and then...\Excalibur\appears in...\Soul?\Soul!\Now, Chrona... Finish them off.\The one with\an overwhelming evil soul? response:	The One With An Overwhelming Evil Soul?
context: Excalibur\appears in...\Soul?\Soul!\Now, Chrona... Finish them off.\The one with\an overwhelming evil soul?\The One With An Overwhelming Evil Soul? response:	Kill them and eat their souls.
context: appears in...\Soul?\Soul!\Now, Chrona... Finish them off.\The one with\an overwhelming evil soul?\The One With An Overwhelming Evil Soul?\Kill them and eat their souls. response:	Clearly understood.
context: Soul?\Soul!\Now, Chrona... Finish them off.\The one with\an overwhelming evil soul?\The One With An Overwhelming Evil Soul?\Kill them and eat their souls.\Clearly understood. response:	No way... Soul?
context: Soul!\Now, Chrona... Finish them off.\The one with\an overwhelming evil soul?\The One With An Overwhelming Evil Soul?\Kill them and eat their souls.\Clearly understood.\No way... Soul? response:	No way... Soul?
context: Now, Chrona... Finish them off.\The one with\an overwhelming evil soul?\The One With An Overwhelming Evil Soul?\Kill them and eat their souls.\Clearly understood.\No way... Soul?\No way... Soul? response:	Idiot!
context: The one with\an overwhelming evil soul?\The One With An Overwhelming Evil Soul?\Kill them and eat their souls.\Clearly understood.\No way... Soul?\No way... Soul?\Idiot! response:	Hurry up... run!
context: an overwhelming evil soul?\The One With An Overwhelming Evil Soul?\Kill them and eat their souls.\Clearly understood.\No way... Soul?\No way... Soul?\Idiot!\Hurry up... run! response:	Well then...
context: The One With An Overwhelming Evil Soul?\Kill them and eat their souls.\Clearly understood.\No way... Soul?\No way... Soul?\Idiot!\Hurry up... run!\Well then... response:	Soul,
context: Kill them and eat their souls.\Clearly understood.\No way... Soul?\No way... Soul?\Idiot!\Hurry up... run!\Well then...\Soul, response:	What is this?
context: Clearly understood.\No way... Soul?\No way... Soul?\Idiot!\Hurry up... run!\Well then...\Soul,\What is this? response:	My body is...
context: No way... Soul?\No way... Soul?\Idiot!\Hurry up... run!\Well then...\Soul,\What is this?\My body is... response:	Dr. Stein!
context: No way... Soul?\Idiot!\Hurry up... run!\Well then...\Soul,\What is this?\My body is...\Dr. Stein! response:	Then, that blade is...
context: Idiot!\Hurry up... run!\Well then...\Soul,\What is this?\My body is...\Dr. Stein!\Then, that blade is... response:	Papa at the scene!
context: Hurry up... run!\Well then...\Soul,\What is this?\My body is...\Dr. Stein!\Then, that blade is...\Papa at the scene! response:	How was that, Maka?
context: Well then...\Soul,\What is this?\My body is...\Dr. Stein!\Then, that blade is...\Papa at the scene!\How was that, Maka? response:	Burn this bright figure of papa into your eyes.
context: Soul,\What is this?\My body is...\Dr. Stein!\Then, that blade is...\Papa at the scene!\How was that, Maka?\Burn this bright figure of papa into your eyes. response:	Dr. Stein, is Soul...
context: What is this?\My body is...\Dr. Stein!\Then, that blade is...\Papa at the scene!\How was that, Maka?\Burn this bright figure of papa into your eyes.\Dr. Stein, is Soul... response:	This looks very serious. He'll be in danger if we don't provide him with proper treatment.
context: My body is...\Dr. Stein!\Then, that blade is...\Papa at the scene!\How was that, Maka?\Burn this bright figure of papa into your eyes.\Dr. Stein, is Soul...\This looks very serious. He'll be in danger if we don't provide him with proper treatment. response:	You didn't see me?
context: Dr. Stein!\Then, that blade is...\Papa at the scene!\How was that, Maka?\Burn this bright figure of papa into your eyes.\Dr. Stein, is Soul...\This looks very serious. He'll be in danger if we don't provide him with proper treatment.\You didn't see me? response:	Still... That was over faster than I thought it would be.
context: Then, that blade is...\Papa at the scene!\How was that, Maka?\Burn this bright figure of papa into your eyes.\Dr. Stein, is Soul...\This looks very serious. He'll be in danger if we don't provide him with proper treatment.\You didn't see me?\Still... That was over faster than I thought it would be. response:	I hardened the blood at the wound to stop the bleeding.
context: Papa at the scene!\How was that, Maka?\Burn this bright figure of papa into your eyes.\Dr. Stein, is Soul...\This looks very serious. He'll be in danger if we don't provide him with proper treatment.\You didn't see me?\Still... That was over faster than I thought it would be.\I hardened the blood at the wound to stop the bleeding. response:	Oi, don't I get thanked?
context: How was that, Maka?\Burn this bright figure of papa into your eyes.\Dr. Stein, is Soul...\This looks very serious. He'll be in danger if we don't provide him with proper treatment.\You didn't see me?\Still... That was over faster than I thought it would be.\I hardened the blood at the wound to stop the bleeding.\Oi, don't I get thanked? response:	Thank you...
context: Burn this bright figure of papa into your eyes.\Dr. Stein, is Soul...\This looks very serious. He'll be in danger if we don't provide him with proper treatment.\You didn't see me?\Still... That was over faster than I thought it would be.\I hardened the blood at the wound to stop the bleeding.\Oi, don't I get thanked?\Thank you... response:	You little...
context: Dr. Stein, is Soul...\This looks very serious. He'll be in danger if we don't provide him with proper treatment.\You didn't see me?\Still... That was over faster than I thought it would be.\I hardened the blood at the wound to stop the bleeding.\Oi, don't I get thanked?\Thank you...\You little... response:	V-Very much.
context: This looks very serious. He'll be in danger if we don't provide him with proper treatment.\You didn't see me?\Still... That was over faster than I thought it would be.\I hardened the blood at the wound to stop the bleeding.\Oi, don't I get thanked?\Thank you...\You little...\V-Very much. response:	Eh?
context: You didn't see me?\Still... That was over faster than I thought it would be.\I hardened the blood at the wound to stop the bleeding.\Oi, don't I get thanked?\Thank you...\You little...\V-Very much.\Eh? response:	Ouch! Ouch!
context: Still... That was over faster than I thought it would be.\I hardened the blood at the wound to stop the bleeding.\Oi, don't I get thanked?\Thank you...\You little...\V-Very much.\Eh?\Ouch! Ouch! response:	Dr. Stein.
context: I hardened the blood at the wound to stop the bleeding.\Oi, don't I get thanked?\Thank you...\You little...\V-Very much.\Eh?\Ouch! Ouch!\Dr. Stein. response:	What is that... what are they...
context: Oi, don't I get thanked?\Thank you...\You little...\V-Very much.\Eh?\Ouch! Ouch!\Dr. Stein.\What is that... what are they... response:	What is that... what are they...
context: Thank you...\You little...\V-Very much.\Eh?\Ouch! Ouch!\Dr. Stein.\What is that... what are they...\What is that... what are they... response:	I've never seen something like that.
context: You little...\V-Very much.\Eh?\Ouch! Ouch!\Dr. Stein.\What is that... what are they...\What is that... what are they...\I've never seen something like that. response:	They're the reason why Shibusen was founded.
context: V-Very much.\Eh?\Ouch! Ouch!\Dr. Stein.\What is that... what are they...\What is that... what are they...\I've never seen something like that.\They're the reason why Shibusen was founded. response:	The reason Shibusen was founded?
context: Eh?\Ouch! Ouch!\Dr. Stein.\What is that... what are they...\What is that... what are they...\I've never seen something like that.\They're the reason why Shibusen was founded.\The reason Shibusen was founded? response:	Then, he's... a Kishin?
context: Ouch! Ouch!\Dr. Stein.\What is that... what are they...\What is that... what are they...\I've never seen something like that.\They're the reason why Shibusen was founded.\The reason Shibusen was founded?\Then, he's... a Kishin? response:	Then, he's... a Kishin?
context: Dr. Stein.\What is that... what are they...\What is that... what are they...\I've never seen something like that.\They're the reason why Shibusen was founded.\The reason Shibusen was founded?\Then, he's... a Kishin?\Then, he's... a Kishin? response:	To be precise, it's the stage before that.
context: What is that... what are they...\What is that... what are they...\I've never seen something like that.\They're the reason why Shibusen was founded.\The reason Shibusen was founded?\Then, he's... a Kishin?\Then, he's... a Kishin?\To be precise, it's the stage before that. response:	With Death Scythe-kun, stop the Kishin before the Devil Sword awakens.
context: What is that... what are they...\I've never seen something like that.\They're the reason why Shibusen was founded.\The reason Shibusen was founded?\Then, he's... a Kishin?\Then, he's... a Kishin?\To be precise, it's the stage before that.\With Death Scythe-kun, stop the Kishin before the Devil Sword awakens. response:	Of course.
context: I've never seen something like that.\They're the reason why Shibusen was founded.\The reason Shibusen was founded?\Then, he's... a Kishin?\Then, he's... a Kishin?\To be precise, it's the stage before that.\With Death Scythe-kun, stop the Kishin before the Devil Sword awakens.\Of course. response:	That's why I was pulled back into Shibusen.
context: They're the reason why Shibusen was founded.\The reason Shibusen was founded?\Then, he's... a Kishin?\Then, he's... a Kishin?\To be precise, it's the stage before that.\With Death Scythe-kun, stop the Kishin before the Devil Sword awakens.\Of course.\That's why I was pulled back into Shibusen. response:	Please, leave it to me.
context: The reason Shibusen was founded?\Then, he's... a Kishin?\Then, he's... a Kishin?\To be precise, it's the stage before that.\With Death Scythe-kun, stop the Kishin before the Devil Sword awakens.\Of course.\That's why I was pulled back into Shibusen.\Please, leave it to me. response:	We can't ever allow another Kishin to be born.
context: Then, he's... a Kishin?\Then, he's... a Kishin?\To be precise, it's the stage before that.\With Death Scythe-kun, stop the Kishin before the Devil Sword awakens.\Of course.\That's why I was pulled back into Shibusen.\Please, leave it to me.\We can't ever allow another Kishin to be born. response:	Please do it, Stein-kun.
context: Then, he's... a Kishin?\To be precise, it's the stage before that.\With Death Scythe-kun, stop the Kishin before the Devil Sword awakens.\Of course.\That's why I was pulled back into Shibusen.\Please, leave it to me.\We can't ever allow another Kishin to be born.\Please do it, Stein-kun. response:	Now then.
context: To be precise, it's the stage before that.\With Death Scythe-kun, stop the Kishin before the Devil Sword awakens.\Of course.\That's why I was pulled back into Shibusen.\Please, leave it to me.\We can't ever allow another Kishin to be born.\Please do it, Stein-kun.\Now then. response:	Shall we get on with it?
context: With Death Scythe-kun, stop the Kishin before the Devil Sword awakens.\Of course.\That's why I was pulled back into Shibusen.\Please, leave it to me.\We can't ever allow another Kishin to be born.\Please do it, Stein-kun.\Now then.\Shall we get on with it? response:	Right.
context: Of course.\That's why I was pulled back into Shibusen.\Please, leave it to me.\We can't ever allow another Kishin to be born.\Please do it, Stein-kun.\Now then.\Shall we get on with it?\Right. response:	Chrona!
context: That's why I was pulled back into Shibusen.\Please, leave it to me.\We can't ever allow another Kishin to be born.\Please do it, Stein-kun.\Now then.\Shall we get on with it?\Right.\Chrona! response:	What do you think you're doing?
context: Please, leave it to me.\We can't ever allow another Kishin to be born.\Please do it, Stein-kun.\Now then.\Shall we get on with it?\Right.\Chrona!\What do you think you're doing? response:	If you don't wrap this up, I'll wake you up in one hour intervals tonight.
context: We can't ever allow another Kishin to be born.\Please do it, Stein-kun.\Now then.\Shall we get on with it?\Right.\Chrona!\What do you think you're doing?\If you don't wrap this up, I'll wake you up in one hour intervals tonight. response:	No way! Stop it!
context: Please do it, Stein-kun.\Now then.\Shall we get on with it?\Right.\Chrona!\What do you think you're doing?\If you don't wrap this up, I'll wake you up in one hour intervals tonight.\No way! Stop it! response:	I'll have shadows under my eyes again!
context: Now then.\Shall we get on with it?\Right.\Chrona!\What do you think you're doing?\If you don't wrap this up, I'll wake you up in one hour intervals tonight.\No way! Stop it!\I'll have shadows under my eyes again! response:	I don't know how to deal with the shadows.
context: Shall we get on with it?\Right.\Chrona!\What do you think you're doing?\If you don't wrap this up, I'll wake you up in one hour intervals tonight.\No way! Stop it!\I'll have shadows under my eyes again!\I don't know how to deal with the shadows. response:	Shibusen's strongest Technician and Death Scythe...
context: Right.\Chrona!\What do you think you're doing?\If you don't wrap this up, I'll wake you up in one hour intervals tonight.\No way! Stop it!\I'll have shadows under my eyes again!\I don't know how to deal with the shadows.\Shibusen's strongest Technician and Death Scythe... response:	How far can Chrona go?
context: Chrona!\What do you think you're doing?\If you don't wrap this up, I'll wake you up in one hour intervals tonight.\No way! Stop it!\I'll have shadows under my eyes again!\I don't know how to deal with the shadows.\Shibusen's strongest Technician and Death Scythe...\How far can Chrona go? response:	This will be a good experiment.
context: What do you think you're doing?\If you don't wrap this up, I'll wake you up in one hour intervals tonight.\No way! Stop it!\I'll have shadows under my eyes again!\I don't know how to deal with the shadows.\Shibusen's strongest Technician and Death Scythe...\How far can Chrona go?\This will be a good experiment. response:	Do it, Chrona.
context: If you don't wrap this up, I'll wake you up in one hour intervals tonight.\No way! Stop it!\I'll have shadows under my eyes again!\I don't know how to deal with the shadows.\Shibusen's strongest Technician and Death Scythe...\How far can Chrona go?\This will be a good experiment.\Do it, Chrona. response:	Senpai, can you block that Devil Sword?
context: No way! Stop it!\I'll have shadows under my eyes again!\I don't know how to deal with the shadows.\Shibusen's strongest Technician and Death Scythe...\How far can Chrona go?\This will be a good experiment.\Do it, Chrona.\Senpai, can you block that Devil Sword? response:	Who do you think I am?
context: I'll have shadows under my eyes again!\I don't know how to deal with the shadows.\Shibusen's strongest Technician and Death Scythe...\How far can Chrona go?\This will be a good experiment.\Do it, Chrona.\Senpai, can you block that Devil Sword?\Who do you think I am? response:	I'm a papa for God's sake.
context: I don't know how to deal with the shadows.\Shibusen's strongest Technician and Death Scythe...\How far can Chrona go?\This will be a good experiment.\Do it, Chrona.\Senpai, can you block that Devil Sword?\Who do you think I am?\I'm a papa for God's sake. response:	How many years has it been since we've been a team?
context: Shibusen's strongest Technician and Death Scythe...\How far can Chrona go?\This will be a good experiment.\Do it, Chrona.\Senpai, can you block that Devil Sword?\Who do you think I am?\I'm a papa for God's sake.\How many years has it been since we've been a team? response:	We're not as young as we used to be, are we?
context: How far can Chrona go?\This will be a good experiment.\Do it, Chrona.\Senpai, can you block that Devil Sword?\Who do you think I am?\I'm a papa for God's sake.\How many years has it been since we've been a team?\We're not as young as we used to be, are we? response:	Don't say that!
context: This will be a good experiment.\Do it, Chrona.\Senpai, can you block that Devil Sword?\Who do you think I am?\I'm a papa for God's sake.\How many years has it been since we've been a team?\We're not as young as we used to be, are we?\Don't say that! response:	Hey, hurry up and do it!
context: Do it, Chrona.\Senpai, can you block that Devil Sword?\Who do you think I am?\I'm a papa for God's sake.\How many years has it been since we've been a team?\We're not as young as we used to be, are we?\Don't say that!\Hey, hurry up and do it! response:	It's the first time I've seen a person with a screw in his head.
context: Senpai, can you block that Devil Sword?\Who do you think I am?\I'm a papa for God's sake.\How many years has it been since we've been a team?\We're not as young as we used to be, are we?\Don't say that!\Hey, hurry up and do it!\It's the first time I've seen a person with a screw in his head. response:	How am I supposed to go about it with him?
context: Who do you think I am?\I'm a papa for God's sake.\How many years has it been since we've been a team?\We're not as young as we used to be, are we?\Don't say that!\Hey, hurry up and do it!\It's the first time I've seen a person with a screw in his head.\How am I supposed to go about it with him? response:	Eat him! Eat him to the core!
context: I'm a papa for God's sake.\How many years has it been since we've been a team?\We're not as young as we used to be, are we?\Don't say that!\Hey, hurry up and do it!\It's the first time I've seen a person with a screw in his head.\How am I supposed to go about it with him?\Eat him! Eat him to the core! response:	Eat him! Eat him to the core!
context: How many years has it been since we've been a team?\We're not as young as we used to be, are we?\Don't say that!\Hey, hurry up and do it!\It's the first time I've seen a person with a screw in his head.\How am I supposed to go about it with him?\Eat him! Eat him to the core!\Eat him! Eat him to the core! response:	Purge him!
context: We're not as young as we used to be, are we?\Don't say that!\Hey, hurry up and do it!\It's the first time I've seen a person with a screw in his head.\How am I supposed to go about it with him?\Eat him! Eat him to the core!\Eat him! Eat him to the core!\Purge him! response:	He's inserted his soul wavelength!
context: Don't say that!\Hey, hurry up and do it!\It's the first time I've seen a person with a screw in his head.\How am I supposed to go about it with him?\Eat him! Eat him to the core!\Eat him! Eat him to the core!\Purge him!\He's inserted his soul wavelength! response:	It's damaging the inside of the body directly.
context: Hey, hurry up and do it!\It's the first time I've seen a person with a screw in his head.\How am I supposed to go about it with him?\Eat him! Eat him to the core!\Eat him! Eat him to the core!\Purge him!\He's inserted his soul wavelength!\It's damaging the inside of the body directly. response:	One more...
context: It's the first time I've seen a person with a screw in his head.\How am I supposed to go about it with him?\Eat him! Eat him to the core!\Eat him! Eat him to the core!\Purge him!\He's inserted his soul wavelength!\It's damaging the inside of the body directly.\One more... response:	What?
context: How am I supposed to go about it with him?\Eat him! Eat him to the core!\Eat him! Eat him to the core!\Purge him!\He's inserted his soul wavelength!\It's damaging the inside of the body directly.\One more...\What? response:	The blood from back then...
context: Eat him! Eat him to the core!\Eat him! Eat him to the core!\Purge him!\He's inserted his soul wavelength!\It's damaging the inside of the body directly.\One more...\What?\The blood from back then... response:	Bloody Needle!
context: Eat him! Eat him to the core!\Purge him!\He's inserted his soul wavelength!\It's damaging the inside of the body directly.\One more...\What?\The blood from back then...\Bloody Needle! response:	Doctor!
context: Purge him!\He's inserted his soul wavelength!\It's damaging the inside of the body directly.\One more...\What?\The blood from back then...\Bloody Needle!\Doctor! response:	Every drop of blood becomes a weapon, huh?
context: He's inserted his soul wavelength!\It's damaging the inside of the body directly.\One more...\What?\The blood from back then...\Bloody Needle!\Doctor!\Every drop of blood becomes a weapon, huh? response:	What the hell is that ability?
context: It's damaging the inside of the body directly.\One more...\What?\The blood from back then...\Bloody Needle!\Doctor!\Every drop of blood becomes a weapon, huh?\What the hell is that ability? response:	The Devil Sword's made from destroying souls.
context: One more...\What?\The blood from back then...\Bloody Needle!\Doctor!\Every drop of blood becomes a weapon, huh?\What the hell is that ability?\The Devil Sword's made from destroying souls. response:	If I don't stop him here, he's sure to become a Kishin.
context: What?\The blood from back then...\Bloody Needle!\Doctor!\Every drop of blood becomes a weapon, huh?\What the hell is that ability?\The Devil Sword's made from destroying souls.\If I don't stop him here, he's sure to become a Kishin. response:	And the souls of the Technician and the weapon...
context: The blood from back then...\Bloody Needle!\Doctor!\Every drop of blood becomes a weapon, huh?\What the hell is that ability?\The Devil Sword's made from destroying souls.\If I don't stop him here, he's sure to become a Kishin.\And the souls of the Technician and the weapon... response:	It's as if the kid's passive personality is being suppressed by the bullying weapon's.
context: Bloody Needle!\Doctor!\Every drop of blood becomes a weapon, huh?\What the hell is that ability?\The Devil Sword's made from destroying souls.\If I don't stop him here, he's sure to become a Kishin.\And the souls of the Technician and the weapon...\It's as if the kid's passive personality is being suppressed by the bullying weapon's. response:	It's only fine now because the bullied one is revolting against the bully.
context: Doctor!\Every drop of blood becomes a weapon, huh?\What the hell is that ability?\The Devil Sword's made from destroying souls.\If I don't stop him here, he's sure to become a Kishin.\And the souls of the Technician and the weapon...\It's as if the kid's passive personality is being suppressed by the bullying weapon's.\It's only fine now because the bullied one is revolting against the bully. response:	But it'll be bad once he gets completely swallowed up.
context: Every drop of blood becomes a weapon, huh?\What the hell is that ability?\The Devil Sword's made from destroying souls.\If I don't stop him here, he's sure to become a Kishin.\And the souls of the Technician and the weapon...\It's as if the kid's passive personality is being suppressed by the bullying weapon's.\It's only fine now because the bullied one is revolting against the bully.\But it'll be bad once he gets completely swallowed up. response:	Plus...
context: What the hell is that ability?\The Devil Sword's made from destroying souls.\If I don't stop him here, he's sure to become a Kishin.\And the souls of the Technician and the weapon...\It's as if the kid's passive personality is being suppressed by the bullying weapon's.\It's only fine now because the bullied one is revolting against the bully.\But it'll be bad once he gets completely swallowed up.\Plus... response:	Hey there, if you get hit with that again, I'll put thumbtacks in your shoes.
context: The Devil Sword's made from destroying souls.\If I don't stop him here, he's sure to become a Kishin.\And the souls of the Technician and the weapon...\It's as if the kid's passive personality is being suppressed by the bullying weapon's.\It's only fine now because the bullied one is revolting against the bully.\But it'll be bad once he gets completely swallowed up.\Plus...\Hey there, if you get hit with that again, I'll put thumbtacks in your shoes. response:	No way...
context: If I don't stop him here, he's sure to become a Kishin.\And the souls of the Technician and the weapon...\It's as if the kid's passive personality is being suppressed by the bullying weapon's.\It's only fine now because the bullied one is revolting against the bully.\But it'll be bad once he gets completely swallowed up.\Plus...\Hey there, if you get hit with that again, I'll put thumbtacks in your shoes.\No way... response:	If I don't know how to deal with shoes with thumbtacks,
context: And the souls of the Technician and the weapon...\It's as if the kid's passive personality is being suppressed by the bullying weapon's.\It's only fine now because the bullied one is revolting against the bully.\But it'll be bad once he gets completely swallowed up.\Plus...\Hey there, if you get hit with that again, I'll put thumbtacks in your shoes.\No way...\If I don't know how to deal with shoes with thumbtacks, response:	This is Dr. Stein's hand-to-hand combat style.
context: It's as if the kid's passive personality is being suppressed by the bullying weapon's.\It's only fine now because the bullied one is revolting against the bully.\But it'll be bad once he gets completely swallowed up.\Plus...\Hey there, if you get hit with that again, I'll put thumbtacks in your shoes.\No way...\If I don't know how to deal with shoes with thumbtacks,\This is Dr. Stein's hand-to-hand combat style. response:	He guards with papa and after that...
context: It's only fine now because the bullied one is revolting against the bully.\But it'll be bad once he gets completely swallowed up.\Plus...\Hey there, if you get hit with that again, I'll put thumbtacks in your shoes.\No way...\If I don't know how to deal with shoes with thumbtacks,\This is Dr. Stein's hand-to-hand combat style.\He guards with papa and after that... response:	Purge!
context: But it'll be bad once he gets completely swallowed up.\Plus...\Hey there, if you get hit with that again, I'll put thumbtacks in your shoes.\No way...\If I don't know how to deal with shoes with thumbtacks,\This is Dr. Stein's hand-to-hand combat style.\He guards with papa and after that...\Purge! response:	Wow.
context: Plus...\Hey there, if you get hit with that again, I'll put thumbtacks in your shoes.\No way...\If I don't know how to deal with shoes with thumbtacks,\This is Dr. Stein's hand-to-hand combat style.\He guards with papa and after that...\Purge!\Wow. response:	Dammit. I can't dodge this.
context: Hey there, if you get hit with that again, I'll put thumbtacks in your shoes.\No way...\If I don't know how to deal with shoes with thumbtacks,\This is Dr. Stein's hand-to-hand combat style.\He guards with papa and after that...\Purge!\Wow.\Dammit. I can't dodge this. response:	Go to hell, you screw-headed four-eyes!
context: No way...\If I don't know how to deal with shoes with thumbtacks,\This is Dr. Stein's hand-to-hand combat style.\He guards with papa and after that...\Purge!\Wow.\Dammit. I can't dodge this.\Go to hell, you screw-headed four-eyes! response:	Doctor!
context: If I don't know how to deal with shoes with thumbtacks,\This is Dr. Stein's hand-to-hand combat style.\He guards with papa and after that...\Purge!\Wow.\Dammit. I can't dodge this.\Go to hell, you screw-headed four-eyes!\Doctor! response:	I'm gonna dissect you!
context: This is Dr. Stein's hand-to-hand combat style.\He guards with papa and after that...\Purge!\Wow.\Dammit. I can't dodge this.\Go to hell, you screw-headed four-eyes!\Doctor!\I'm gonna dissect you! response:	This is it for you! Damn screw-head!
context: He guards with papa and after that...\Purge!\Wow.\Dammit. I can't dodge this.\Go to hell, you screw-headed four-eyes!\Doctor!\I'm gonna dissect you!\This is it for you! Damn screw-head! response:	Senpai!
context: Purge!\Wow.\Dammit. I can't dodge this.\Go to hell, you screw-headed four-eyes!\Doctor!\I'm gonna dissect you!\This is it for you! Damn screw-head!\Senpai! response:	Yeah!
context: Wow.\Dammit. I can't dodge this.\Go to hell, you screw-headed four-eyes!\Doctor!\I'm gonna dissect you!\This is it for you! Damn screw-head!\Senpai!\Yeah! response:	Experimental Body!
context: Dammit. I can't dodge this.\Go to hell, you screw-headed four-eyes!\Doctor!\I'm gonna dissect you!\This is it for you! Damn screw-head!\Senpai!\Yeah!\Experimental Body! response:	Crap! I can't get him like this!
context: Go to hell, you screw-headed four-eyes!\Doctor!\I'm gonna dissect you!\This is it for you! Damn screw-head!\Senpai!\Yeah!\Experimental Body!\Crap! I can't get him like this! response:	Huh?
context: Doctor!\I'm gonna dissect you!\This is it for you! Damn screw-head!\Senpai!\Yeah!\Experimental Body!\Crap! I can't get him like this!\Huh? response:	That damn screw-head's gone!
context: I'm gonna dissect you!\This is it for you! Damn screw-head!\Senpai!\Yeah!\Experimental Body!\Crap! I can't get him like this!\Huh?\That damn screw-head's gone! response:	Where'd he go?
context: This is it for you! Damn screw-head!\Senpai!\Yeah!\Experimental Body!\Crap! I can't get him like this!\Huh?\That damn screw-head's gone!\Where'd he go? response:	Where'd he... crap!
context: Senpai!\Yeah!\Experimental Body!\Crap! I can't get him like this!\Huh?\That damn screw-head's gone!\Where'd he go?\Where'd he... crap! response:	Where'd he... crap!
context: Yeah!\Experimental Body!\Crap! I can't get him like this!\Huh?\That damn screw-head's gone!\Where'd he go?\Where'd he... crap!\Where'd he... crap! response:	Dammit! I will never forgive you for this!
