context: The Fallen Giant response:	Next Time
context: boku ni wa kimi ga wakaru yo wakaru yo\sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto response:	futari hikari no fune ni noru
context: sen'oku no toki wo koe futari hiraku densetsu no tobira\naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru response:	kaze no hajimari no oto kanadeyou
context: naraku no ao tobikoete\kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou response:	Even if you're scared
context: kimi to hai ni naru tame\nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared response:	Just live your life, don't give up now, keep moving on
context: nagaki rinne wo kanashimi tsurete tabi shitekitanda\zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on response:	And I'll come for you over and over and over again
context: zenryoku de mikansei kimi no tonari de\kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again response:	We'll find each other soon enough
context: kawaita kokoro hodoke chi wo nagasu kedo\soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough response:	By the faintest glimmer of starlight
context: soba ni iru yo zutto yorisotte zutto\futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight response:	I know you, I know you
context: futari hikari no fune ni noru\kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you response:	It's been billions of years, but now we can open the door to our legend
context: kaze no hajimari no oto kanadeyou\Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend response:	I crossed over the deep blue void
context: Even if you're scared\Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void response:	so I could burn to ash along with you
context: Just live your life, don't give up now, keep moving on\And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you response:	I've had a long journey on the vast wheel of fate, gathering sorrows along the way
context: And I'll come for you over and over and over again\We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way response:	I'm not perfect, but I'm giving all I have
context: We'll find each other soon enough\By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have response:	If I open my fragile heart to you, I know I'll bleed...
context: By the faintest glimmer of starlight\I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed... response:	But I'll always be with you, always be in your arms
context: I know you, I know you\It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms response:	We'll get on a shining ship of light
context: It's been billions of years, but now we can open the door to our legend\I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light response:	And call forth the wind with our voices
context: I crossed over the deep blue void\so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices response:	kaze ni ubawareta wake janai
context: so I could burn to ash along with you\I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai response:	We weren't spirited away on the wind
context: I've had a long journey on the vast wheel of fate, gathering sorrows along the way\I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind response:	katamichi bun no yuuki de bokura
context: I'm not perfect, but I'm giving all I have\If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura response:	We knew we could never return, and found the courage
context: If I open my fragile heart to you, I know I'll bleed...\But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage response:	higeki wo ukeireru
context: But I'll always be with you, always be in your arms\We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru response:	to accept the hardship
context: We'll get on a shining ship of light\And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship response:	kokoro ga koko ni atta hazu no kuudou
context: And call forth the wind with our voices\kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou response:	There's an emptiness where my heart used to be
context: kaze ni ubawareta wake janai\We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be response:	motto boku ga ookikereba
context: We weren't spirited away on the wind\katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba response:	If only I was stronger
context: katamichi bun no yuuki de bokura\We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger response:	kimi wo mirai wo sukueta darou ka
context: We knew we could never return, and found the courage\higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka response:	I could have saved you, and our future...
context: higeki wo ukeireru\to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future... response:	taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai
context: to accept the hardship\kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai response:	I only know of one way to keep the people I love
context: kokoro ga koko ni atta hazu no kuudou\There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love response:	sonna anata ga haguretadayou sora
context: There's an emptiness where my heart used to be\motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora response:	And you left me and disappeared into the sky
context: motto boku ga ookikereba\If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky response:	anata ijou no hito ni deaenai
context: If only I was stronger\kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai response:	I'll never find anyone like you again
context: kimi wo mirai wo sukueta darou ka\I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again response:	tsuki ni aragau nagai furea
context: I could have saved you, and our future...\taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea response:	A long flare reaches out against the moon
context: taisetsu na hito wo mamoru sube ga tatta hitotsu shika motanai\I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon response:	hajimaru mo sezu owaru monogatari
context: I only know of one way to keep the people I love\sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari response:	The story ends before it could even begin
context: sonna anata ga haguretadayou sora\And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin response:	kizutsukiuru yawarakasa
context: And you left me and disappeared into the sky\anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa response:	So soft, so fragile
context: anata ijou no hito ni deaenai\I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile response:	tojikometa senritsu kanaderu hodo
context: I'll never find anyone like you again\tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo response:	I will call up the melody locked away
context: tsuki ni aragau nagai furea\A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away response:	utau hodo kowareru hodo ni
context: A long flare reaches out against the moon\hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni response:	And sing it until I destroy myself
context: hajimaru mo sezu owaru monogatari\The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself response:	anata ga koishii
context: The story ends before it could even begin\kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii response:	That's how much I love you
context: kizutsukiuru yawarakasa\So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you response:	Phantom pains.
context: So soft, so fragile\tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\Phantom pains. response:	My arm may be gone, but I can still feel it hurting.
context: tojikometa senritsu kanaderu hodo\I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\Phantom pains.\My arm may be gone, but I can still feel it hurting. response:	That's a sign that something bad's going to happen today.
context: I will call up the melody locked away\utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\Phantom pains.\My arm may be gone, but I can still feel it hurting.\That's a sign that something bad's going to happen today. response:	It's never wrong.
context: utau hodo kowareru hodo ni\And sing it until I destroy myself\anata ga koishii\That's how much I love you\Phantom pains.\My arm may be gone, but I can still feel it hurting.\That's a sign that something bad's going to happen today.\It's never wrong. response:	Suomi! We have to evacuate the students and prepare to counterattack!
context: And sing it until I destroy myself\anata ga koishii\That's how much I love you\Phantom pains.\My arm may be gone, but I can still feel it hurting.\That's a sign that something bad's going to happen today.\It's never wrong.\Suomi! We have to evacuate the students and prepare to counterattack! response:	Right!
context: anata ga koishii\That's how much I love you\Phantom pains.\My arm may be gone, but I can still feel it hurting.\That's a sign that something bad's going to happen today.\It's never wrong.\Suomi! We have to evacuate the students and prepare to counterattack!\Right! response:	Nothing but boring smells!
context: That's how much I love you\Phantom pains.\My arm may be gone, but I can still feel it hurting.\That's a sign that something bad's going to happen today.\It's never wrong.\Suomi! We have to evacuate the students and prepare to counterattack!\Right!\Nothing but boring smells! response:	None of you are the smell I want to destroy!
context: Phantom pains.\My arm may be gone, but I can still feel it hurting.\That's a sign that something bad's going to happen today.\It's never wrong.\Suomi! We have to evacuate the students and prepare to counterattack!\Right!\Nothing but boring smells!\None of you are the smell I want to destroy! response:	It's him!
context: My arm may be gone, but I can still feel it hurting.\That's a sign that something bad's going to happen today.\It's never wrong.\Suomi! We have to evacuate the students and prepare to counterattack!\Right!\Nothing but boring smells!\None of you are the smell I want to destroy!\It's him! response:	Watch out!
context: That's a sign that something bad's going to happen today.\It's never wrong.\Suomi! We have to evacuate the students and prepare to counterattack!\Right!\Nothing but boring smells!\None of you are the smell I want to destroy!\It's him!\Watch out! response:	I didn't want to believe it...
context: It's never wrong.\Suomi! We have to evacuate the students and prepare to counterattack!\Right!\Nothing but boring smells!\None of you are the smell I want to destroy!\It's him!\Watch out!\I didn't want to believe it... response:	Jin, you're one of them...
context: Suomi! We have to evacuate the students and prepare to counterattack!\Right!\Nothing but boring smells!\None of you are the smell I want to destroy!\It's him!\Watch out!\I didn't want to believe it...\Jin, you're one of them... response:	What?
context: Right!\Nothing but boring smells!\None of you are the smell I want to destroy!\It's him!\Watch out!\I didn't want to believe it...\Jin, you're one of them...\What? response:	I'm sorry. I overheard...
context: Nothing but boring smells!\None of you are the smell I want to destroy!\It's him!\Watch out!\I didn't want to believe it...\Jin, you're one of them...\What?\I'm sorry. I overheard... response:	a message for you.
context: None of you are the smell I want to destroy!\It's him!\Watch out!\I didn't want to believe it...\Jin, you're one of them...\What?\I'm sorry. I overheard...\a message for you. response:	What are you two doing?
context: It's him!\Watch out!\I didn't want to believe it...\Jin, you're one of them...\What?\I'm sorry. I overheard...\a message for you.\What are you two doing? response:	Hurry and get to the shelter!
context: Watch out!\I didn't want to believe it...\Jin, you're one of them...\What?\I'm sorry. I overheard...\a message for you.\What are you two doing?\Hurry and get to the shelter! response:	Mix! Are you okay?
context: I didn't want to believe it...\Jin, you're one of them...\What?\I'm sorry. I overheard...\a message for you.\What are you two doing?\Hurry and get to the shelter!\Mix! Are you okay? response:	Andy!
context: Jin, you're one of them...\What?\I'm sorry. I overheard...\a message for you.\What are you two doing?\Hurry and get to the shelter!\Mix! Are you okay?\Andy! response:	Mix!
context: What?\I'm sorry. I overheard...\a message for you.\What are you two doing?\Hurry and get to the shelter!\Mix! Are you okay?\Andy!\Mix! response:	Nooo!
context: I'm sorry. I overheard...\a message for you.\What are you two doing?\Hurry and get to the shelter!\Mix! Are you okay?\Andy!\Mix!\Nooo! response:	Yunoha!
context: a message for you.\What are you two doing?\Hurry and get to the shelter!\Mix! Are you okay?\Andy!\Mix!\Nooo!\Yunoha! response:	The Mithra Gnis is destroying our autocannons!
context: What are you two doing?\Hurry and get to the shelter!\Mix! Are you okay?\Andy!\Mix!\Nooo!\Yunoha!\The Mithra Gnis is destroying our autocannons! response:	72 of them have been destroyed!
context: Hurry and get to the shelter!\Mix! Are you okay?\Andy!\Mix!\Nooo!\Yunoha!\The Mithra Gnis is destroying our autocannons!\72 of them have been destroyed! response:	Most of the students have been safely evacuated,
context: Mix! Are you okay?\Andy!\Mix!\Nooo!\Yunoha!\The Mithra Gnis is destroying our autocannons!\72 of them have been destroyed!\Most of the students have been safely evacuated, response:	but there are still over 20 unaccounted for.
context: Andy!\Mix!\Nooo!\Yunoha!\The Mithra Gnis is destroying our autocannons!\72 of them have been destroyed!\Most of the students have been safely evacuated,\but there are still over 20 unaccounted for. response:	Damn!
context: Mix!\Nooo!\Yunoha!\The Mithra Gnis is destroying our autocannons!\72 of them have been destroyed!\Most of the students have been safely evacuated,\but there are still over 20 unaccounted for.\Damn! response:	Launch gate standing by! Launch gate standing by!
context: Nooo!\Yunoha!\The Mithra Gnis is destroying our autocannons!\72 of them have been destroyed!\Most of the students have been safely evacuated,\but there are still over 20 unaccounted for.\Damn!\Launch gate standing by! Launch gate standing by! response:	There's no mistaking that Abductor.
context: Yunoha!\The Mithra Gnis is destroying our autocannons!\72 of them have been destroyed!\Most of the students have been safely evacuated,\but there are still over 20 unaccounted for.\Damn!\Launch gate standing by! Launch gate standing by!\There's no mistaking that Abductor. response:	The pilot...
context: The Mithra Gnis is destroying our autocannons!\72 of them have been destroyed!\Most of the students have been safely evacuated,\but there are still over 20 unaccounted for.\Damn!\Launch gate standing by! Launch gate standing by!\There's no mistaking that Abductor.\The pilot... response:	Mikono!
context: 72 of them have been destroyed!\Most of the students have been safely evacuated,\but there are still over 20 unaccounted for.\Damn!\Launch gate standing by! Launch gate standing by!\There's no mistaking that Abductor.\The pilot...\Mikono! response:	I swear I'll protect you, no matter what happens out there.
context: Most of the students have been safely evacuated,\but there are still over 20 unaccounted for.\Damn!\Launch gate standing by! Launch gate standing by!\There's no mistaking that Abductor.\The pilot...\Mikono!\I swear I'll protect you, no matter what happens out there. response:	Amata!
context: but there are still over 20 unaccounted for.\Damn!\Launch gate standing by! Launch gate standing by!\There's no mistaking that Abductor.\The pilot...\Mikono!\I swear I'll protect you, no matter what happens out there.\Amata! response:	Thank you. I believe in you.
context: Damn!\Launch gate standing by! Launch gate standing by!\There's no mistaking that Abductor.\The pilot...\Mikono!\I swear I'll protect you, no matter what happens out there.\Amata!\Thank you. I believe in you. response:	Mikono...
context: Launch gate standing by! Launch gate standing by!\There's no mistaking that Abductor.\The pilot...\Mikono!\I swear I'll protect you, no matter what happens out there.\Amata!\Thank you. I believe in you.\Mikono... response:	You guys remember love is forbidden, right?
context: There's no mistaking that Abductor.\The pilot...\Mikono!\I swear I'll protect you, no matter what happens out there.\Amata!\Thank you. I believe in you.\Mikono...\You guys remember love is forbidden, right? response:	Here we go!
context: The pilot...\Mikono!\I swear I'll protect you, no matter what happens out there.\Amata!\Thank you. I believe in you.\Mikono...\You guys remember love is forbidden, right?\Here we go! response:	Roger!
context: Mikono!\I swear I'll protect you, no matter what happens out there.\Amata!\Thank you. I believe in you.\Mikono...\You guys remember love is forbidden, right?\Here we go!\Roger! response:	We're going to stop him from destroying our base!
context: I swear I'll protect you, no matter what happens out there.\Amata!\Thank you. I believe in you.\Mikono...\You guys remember love is forbidden, right?\Here we go!\Roger!\We're going to stop him from destroying our base! response:	Counterattack Union!
context: Amata!\Thank you. I believe in you.\Mikono...\You guys remember love is forbidden, right?\Here we go!\Roger!\We're going to stop him from destroying our base!\Counterattack Union! response:	Go!
context: Thank you. I believe in you.\Mikono...\You guys remember love is forbidden, right?\Here we go!\Roger!\We're going to stop him from destroying our base!\Counterattack Union!\Go! response:	Aquarion!
context: Mikono...\You guys remember love is forbidden, right?\Here we go!\Roger!\We're going to stop him from destroying our base!\Counterattack Union!\Go!\Aquarion! response:	Aquarion Evol!
context: You guys remember love is forbidden, right?\Here we go!\Roger!\We're going to stop him from destroying our base!\Counterattack Union!\Go!\Aquarion!\Aquarion Evol! response:	There's the smell.
context: Here we go!\Roger!\We're going to stop him from destroying our base!\Counterattack Union!\Go!\Aquarion!\Aquarion Evol!\There's the smell. response:	Finally, you've come... my...
context: Roger!\We're going to stop him from destroying our base!\Counterattack Union!\Go!\Aquarion!\Aquarion Evol!\There's the smell.\Finally, you've come... my... response:	My...
context: We're going to stop him from destroying our base!\Counterattack Union!\Go!\Aquarion!\Aquarion Evol!\There's the smell.\Finally, you've come... my...\My... response:	Silvie!
context: Counterattack Union!\Go!\Aquarion!\Aquarion Evol!\There's the smell.\Finally, you've come... my...\My...\Silvie! response:	He's in our communication line!
context: Go!\Aquarion!\Aquarion Evol!\There's the smell.\Finally, you've come... my...\My...\Silvie!\He's in our communication line! response:	Did he say Silvie?
context: Aquarion!\Aquarion Evol!\There's the smell.\Finally, you've come... my...\My...\Silvie!\He's in our communication line!\Did he say Silvie? response:	Why does my chest hurt?
context: Aquarion Evol!\There's the smell.\Finally, you've come... my...\My...\Silvie!\He's in our communication line!\Did he say Silvie?\Why does my chest hurt? response:	Infinity Punch!
context: There's the smell.\Finally, you've come... my...\My...\Silvie!\He's in our communication line!\Did he say Silvie?\Why does my chest hurt?\Infinity Punch! response:	Nice try!
context: Finally, you've come... my...\My...\Silvie!\He's in our communication line!\Did he say Silvie?\Why does my chest hurt?\Infinity Punch!\Nice try! response:	The Infinity Punch!
context: My...\Silvie!\He's in our communication line!\Did he say Silvie?\Why does my chest hurt?\Infinity Punch!\Nice try!\The Infinity Punch! response:	He turned it back on them!
context: Silvie!\He's in our communication line!\Did he say Silvie?\Why does my chest hurt?\Infinity Punch!\Nice try!\The Infinity Punch!\He turned it back on them! response:	What the...
context: He's in our communication line!\Did he say Silvie?\Why does my chest hurt?\Infinity Punch!\Nice try!\The Infinity Punch!\He turned it back on them!\What the... response:	Detecting high aura levels from the Mithra Gnis!
context: Did he say Silvie?\Why does my chest hurt?\Infinity Punch!\Nice try!\The Infinity Punch!\He turned it back on them!\What the...\Detecting high aura levels from the Mithra Gnis! response:	Are those Element signs?
context: Why does my chest hurt?\Infinity Punch!\Nice try!\The Infinity Punch!\He turned it back on them!\What the...\Detecting high aura levels from the Mithra Gnis!\Are those Element signs? response:	Are you saying the Abductor is an Element?
context: Infinity Punch!\Nice try!\The Infinity Punch!\He turned it back on them!\What the...\Detecting high aura levels from the Mithra Gnis!\Are those Element signs?\Are you saying the Abductor is an Element? response:	Impossible!
