context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	The fiction has become the reality.
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The fiction has become the reality. response:	How ironic, that the experiment's advocate became its victim.
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The fiction has become the reality.\How ironic, that the experiment's advocate became its victim. response:	So, you believe that the Contact Experiment was the direct cause?
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The fiction has become the reality.\How ironic, that the experiment's advocate became its victim.\So, you believe that the Contact Experiment was the direct cause? response:	Her mental breakdown was a result of the contact.
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The fiction has become the reality.\How ironic, that the experiment's advocate became its victim.\So, you believe that the Contact Experiment was the direct cause?\Her mental breakdown was a result of the contact. response:	Even so, this is too cruel,
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The fiction has become the reality.\How ironic, that the experiment's advocate became its victim.\So, you believe that the Contact Experiment was the direct cause?\Her mental breakdown was a result of the contact.\Even so, this is too cruel, response:	committing suicide and leaving such a young girl behind.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The fiction has become the reality.\How ironic, that the experiment's advocate became its victim.\So, you believe that the Contact Experiment was the direct cause?\Her mental breakdown was a result of the contact.\Even so, this is too cruel,\committing suicide and leaving such a young girl behind. response:	Perhaps, but I believe there may have been additional causes.
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\The fiction has become the reality.\How ironic, that the experiment's advocate became its victim.\So, you believe that the Contact Experiment was the direct cause?\Her mental breakdown was a result of the contact.\Even so, this is too cruel,\committing suicide and leaving such a young girl behind.\Perhaps, but I believe there may have been additional causes. response:	Asuka darling, Mama cooked your favorite for you.
context: The fiction has become the reality.\How ironic, that the experiment's advocate became its victim.\So, you believe that the Contact Experiment was the direct cause?\Her mental breakdown was a result of the contact.\Even so, this is too cruel,\committing suicide and leaving such a young girl behind.\Perhaps, but I believe there may have been additional causes.\Asuka darling, Mama cooked your favorite for you. response:	Oh, no, you have to eat this, or that girl will laugh at you.
context: How ironic, that the experiment's advocate became its victim.\So, you believe that the Contact Experiment was the direct cause?\Her mental breakdown was a result of the contact.\Even so, this is too cruel,\committing suicide and leaving such a young girl behind.\Perhaps, but I believe there may have been additional causes.\Asuka darling, Mama cooked your favorite for you.\Oh, no, you have to eat this, or that girl will laugh at you. response:	She's like that every day.
context: So, you believe that the Contact Experiment was the direct cause?\Her mental breakdown was a result of the contact.\Even so, this is too cruel,\committing suicide and leaving such a young girl behind.\Perhaps, but I believe there may have been additional causes.\Asuka darling, Mama cooked your favorite for you.\Oh, no, you have to eat this, or that girl will laugh at you.\She's like that every day. response:	She sits there talking to that doll as if it were her real daughter.
context: Her mental breakdown was a result of the contact.\Even so, this is too cruel,\committing suicide and leaving such a young girl behind.\Perhaps, but I believe there may have been additional causes.\Asuka darling, Mama cooked your favorite for you.\Oh, no, you have to eat this, or that girl will laugh at you.\She's like that every day.\She sits there talking to that doll as if it were her real daughter. response:	I think it's because of the guilt she must feel.
context: Even so, this is too cruel,\committing suicide and leaving such a young girl behind.\Perhaps, but I believe there may have been additional causes.\Asuka darling, Mama cooked your favorite for you.\Oh, no, you have to eat this, or that girl will laugh at you.\She's like that every day.\She sits there talking to that doll as if it were her real daughter.\I think it's because of the guilt she must feel. response:	She devoted her life to research, not to taking care of her daughter.
context: committing suicide and leaving such a young girl behind.\Perhaps, but I believe there may have been additional causes.\Asuka darling, Mama cooked your favorite for you.\Oh, no, you have to eat this, or that girl will laugh at you.\She's like that every day.\She sits there talking to that doll as if it were her real daughter.\I think it's because of the guilt she must feel.\She devoted her life to research, not to taking care of her daughter. response:	I sympathize with your grief.
context: Perhaps, but I believe there may have been additional causes.\Asuka darling, Mama cooked your favorite for you.\Oh, no, you have to eat this, or that girl will laugh at you.\She's like that every day.\She sits there talking to that doll as if it were her real daughter.\I think it's because of the guilt she must feel.\She devoted her life to research, not to taking care of her daughter.\I sympathize with your grief. response:	But it's like looking at porcelain figures of a mother and her child.
context: Asuka darling, Mama cooked your favorite for you.\Oh, no, you have to eat this, or that girl will laugh at you.\She's like that every day.\She sits there talking to that doll as if it were her real daughter.\I think it's because of the guilt she must feel.\She devoted her life to research, not to taking care of her daughter.\I sympathize with your grief.\But it's like looking at porcelain figures of a mother and her child. response:	Perhaps not much is different between humans and dolls.
context: Oh, no, you have to eat this, or that girl will laugh at you.\She's like that every day.\She sits there talking to that doll as if it were her real daughter.\I think it's because of the guilt she must feel.\She devoted her life to research, not to taking care of her daughter.\I sympathize with your grief.\But it's like looking at porcelain figures of a mother and her child.\Perhaps not much is different between humans and dolls. response:	Man creates dolls in his own image.
context: She's like that every day.\She sits there talking to that doll as if it were her real daughter.\I think it's because of the guilt she must feel.\She devoted her life to research, not to taking care of her daughter.\I sympathize with your grief.\But it's like looking at porcelain figures of a mother and her child.\Perhaps not much is different between humans and dolls.\Man creates dolls in his own image. response:	If God exists, it's possible that we're all just dolls to him.
context: She sits there talking to that doll as if it were her real daughter.\I think it's because of the guilt she must feel.\She devoted her life to research, not to taking care of her daughter.\I sympathize with your grief.\But it's like looking at porcelain figures of a mother and her child.\Perhaps not much is different between humans and dolls.\Man creates dolls in his own image.\If God exists, it's possible that we're all just dolls to him. response:	That doesn't make you sound like much of a modern physician.
context: I think it's because of the guilt she must feel.\She devoted her life to research, not to taking care of her daughter.\I sympathize with your grief.\But it's like looking at porcelain figures of a mother and her child.\Perhaps not much is different between humans and dolls.\Man creates dolls in his own image.\If God exists, it's possible that we're all just dolls to him.\That doesn't make you sound like much of a modern physician. response:	I may be a doctor, but I'm a human being and a woman first.
context: She devoted her life to research, not to taking care of her daughter.\I sympathize with your grief.\But it's like looking at porcelain figures of a mother and her child.\Perhaps not much is different between humans and dolls.\Man creates dolls in his own image.\If God exists, it's possible that we're all just dolls to him.\That doesn't make you sound like much of a modern physician.\I may be a doctor, but I'm a human being and a woman first. response:	You're a strong girl, Asuka, but it's all right if you want to cry.
context: I sympathize with your grief.\But it's like looking at porcelain figures of a mother and her child.\Perhaps not much is different between humans and dolls.\Man creates dolls in his own image.\If God exists, it's possible that we're all just dolls to him.\That doesn't make you sound like much of a modern physician.\I may be a doctor, but I'm a human being and a woman first.\You're a strong girl, Asuka, but it's all right if you want to cry. response:	I'm okay. I won't cry.
context: But it's like looking at porcelain figures of a mother and her child.\Perhaps not much is different between humans and dolls.\Man creates dolls in his own image.\If God exists, it's possible that we're all just dolls to him.\That doesn't make you sound like much of a modern physician.\I may be a doctor, but I'm a human being and a woman first.\You're a strong girl, Asuka, but it's all right if you want to cry.\I'm okay. I won't cry. response:	I can think for myself.
context: Perhaps not much is different between humans and dolls.\Man creates dolls in his own image.\If God exists, it's possible that we're all just dolls to him.\That doesn't make you sound like much of a modern physician.\I may be a doctor, but I'm a human being and a woman first.\You're a strong girl, Asuka, but it's all right if you want to cry.\I'm okay. I won't cry.\I can think for myself. response:	Can you hear me, Asuka?
context: Man creates dolls in his own image.\If God exists, it's possible that we're all just dolls to him.\That doesn't make you sound like much of a modern physician.\I may be a doctor, but I'm a human being and a woman first.\You're a strong girl, Asuka, but it's all right if you want to cry.\I'm okay. I won't cry.\I can think for myself.\Can you hear me, Asuka? response:	Your synch ratio has dropped an entire eight points.
context: If God exists, it's possible that we're all just dolls to him.\That doesn't make you sound like much of a modern physician.\I may be a doctor, but I'm a human being and a woman first.\You're a strong girl, Asuka, but it's all right if you want to cry.\I'm okay. I won't cry.\I can think for myself.\Can you hear me, Asuka?\Your synch ratio has dropped an entire eight points. response:	Don't think of anything else, just concentrate the way you used to.
context: That doesn't make you sound like much of a modern physician.\I may be a doctor, but I'm a human being and a woman first.\You're a strong girl, Asuka, but it's all right if you want to cry.\I'm okay. I won't cry.\I can think for myself.\Can you hear me, Asuka?\Your synch ratio has dropped an entire eight points.\Don't think of anything else, just concentrate the way you used to. response:	I'm trying!
context: I may be a doctor, but I'm a human being and a woman first.\You're a strong girl, Asuka, but it's all right if you want to cry.\I'm okay. I won't cry.\I can think for myself.\Can you hear me, Asuka?\Your synch ratio has dropped an entire eight points.\Don't think of anything else, just concentrate the way you used to.\I'm trying! response:	Asuka's synch ratio is getting lower and lower.
context: You're a strong girl, Asuka, but it's all right if you want to cry.\I'm okay. I won't cry.\I can think for myself.\Can you hear me, Asuka?\Your synch ratio has dropped an entire eight points.\Don't think of anything else, just concentrate the way you used to.\I'm trying!\Asuka's synch ratio is getting lower and lower. response:	This is extremely troublesome. We don't have a spare now.
context: I'm okay. I won't cry.\I can think for myself.\Can you hear me, Asuka?\Your synch ratio has dropped an entire eight points.\Don't think of anything else, just concentrate the way you used to.\I'm trying!\Asuka's synch ratio is getting lower and lower.\This is extremely troublesome. We don't have a spare now. response:	Maybe we'd better make repairing Rei's Unit 00 top priority.
context: I can think for myself.\Can you hear me, Asuka?\Your synch ratio has dropped an entire eight points.\Don't think of anything else, just concentrate the way you used to.\I'm trying!\Asuka's synch ratio is getting lower and lower.\This is extremely troublesome. We don't have a spare now.\Maybe we'd better make repairing Rei's Unit 00 top priority. response:	We can't afford to repair them both at the same time.
context: Can you hear me, Asuka?\Your synch ratio has dropped an entire eight points.\Don't think of anything else, just concentrate the way you used to.\I'm trying!\Asuka's synch ratio is getting lower and lower.\This is extremely troublesome. We don't have a spare now.\Maybe we'd better make repairing Rei's Unit 00 top priority.\We can't afford to repair them both at the same time. response:	Mitosis in Unit 02's left arm has cleared the numerical requirement.
context: Your synch ratio has dropped an entire eight points.\Don't think of anything else, just concentrate the way you used to.\I'm trying!\Asuka's synch ratio is getting lower and lower.\This is extremely troublesome. We don't have a spare now.\Maybe we'd better make repairing Rei's Unit 00 top priority.\We can't afford to repair them both at the same time.\Mitosis in Unit 02's left arm has cleared the numerical requirement. response:	Necrosis development is currently under point zero five percent.
context: Don't think of anything else, just concentrate the way you used to.\I'm trying!\Asuka's synch ratio is getting lower and lower.\This is extremely troublesome. We don't have a spare now.\Maybe we'd better make repairing Rei's Unit 00 top priority.\We can't afford to repair them both at the same time.\Mitosis in Unit 02's left arm has cleared the numerical requirement.\Necrosis development is currently under point zero five percent. response:	Apotheosis process is in nominal status.
context: I'm trying!\Asuka's synch ratio is getting lower and lower.\This is extremely troublesome. We don't have a spare now.\Maybe we'd better make repairing Rei's Unit 00 top priority.\We can't afford to repair them both at the same time.\Mitosis in Unit 02's left arm has cleared the numerical requirement.\Necrosis development is currently under point zero five percent.\Apotheosis process is in nominal status. response:	Unit 00's regeneration process is currently stable.
context: Asuka's synch ratio is getting lower and lower.\This is extremely troublesome. We don't have a spare now.\Maybe we'd better make repairing Rei's Unit 00 top priority.\We can't afford to repair them both at the same time.\Mitosis in Unit 02's left arm has cleared the numerical requirement.\Necrosis development is currently under point zero five percent.\Apotheosis process is in nominal status.\Unit 00's regeneration process is currently stable. response:	Connecting receptors to the secondary terminals.
context: This is extremely troublesome. We don't have a spare now.\Maybe we'd better make repairing Rei's Unit 00 top priority.\We can't afford to repair them both at the same time.\Mitosis in Unit 02's left arm has cleared the numerical requirement.\Necrosis development is currently under point zero five percent.\Apotheosis process is in nominal status.\Unit 00's regeneration process is currently stable.\Connecting receptors to the secondary terminals. response:	The Eva series was born from Adam.
context: Maybe we'd better make repairing Rei's Unit 00 top priority.\We can't afford to repair them both at the same time.\Mitosis in Unit 02's left arm has cleared the numerical requirement.\Necrosis development is currently under point zero five percent.\Apotheosis process is in nominal status.\Unit 00's regeneration process is currently stable.\Connecting receptors to the secondary terminals.\The Eva series was born from Adam. response:	Now we're using the force which caused the Second Impact
context: We can't afford to repair them both at the same time.\Mitosis in Unit 02's left arm has cleared the numerical requirement.\Necrosis development is currently under point zero five percent.\Apotheosis process is in nominal status.\Unit 00's regeneration process is currently stable.\Connecting receptors to the secondary terminals.\The Eva series was born from Adam.\Now we're using the force which caused the Second Impact response:	to defeat the Angels.
context: Mitosis in Unit 02's left arm has cleared the numerical requirement.\Necrosis development is currently under point zero five percent.\Apotheosis process is in nominal status.\Unit 00's regeneration process is currently stable.\Connecting receptors to the secondary terminals.\The Eva series was born from Adam.\Now we're using the force which caused the Second Impact\to defeat the Angels. response:	Attempting to harness the engine of our own destruction.
context: Necrosis development is currently under point zero five percent.\Apotheosis process is in nominal status.\Unit 00's regeneration process is currently stable.\Connecting receptors to the secondary terminals.\The Eva series was born from Adam.\Now we're using the force which caused the Second Impact\to defeat the Angels.\Attempting to harness the engine of our own destruction. response:	Only humans are so foolish.
context: Apotheosis process is in nominal status.\Unit 00's regeneration process is currently stable.\Connecting receptors to the secondary terminals.\The Eva series was born from Adam.\Now we're using the force which caused the Second Impact\to defeat the Angels.\Attempting to harness the engine of our own destruction.\Only humans are so foolish. response:	After all, I myself hate the Evas.
context: Unit 00's regeneration process is currently stable.\Connecting receptors to the secondary terminals.\The Eva series was born from Adam.\Now we're using the force which caused the Second Impact\to defeat the Angels.\Attempting to harness the engine of our own destruction.\Only humans are so foolish.\After all, I myself hate the Evas. response:	Revenge for my father?
context: Connecting receptors to the secondary terminals.\The Eva series was born from Adam.\Now we're using the force which caused the Second Impact\to defeat the Angels.\Attempting to harness the engine of our own destruction.\Only humans are so foolish.\After all, I myself hate the Evas.\Revenge for my father? response:	Major Katsuragi!
context: The Eva series was born from Adam.\Now we're using the force which caused the Second Impact\to defeat the Angels.\Attempting to harness the engine of our own destruction.\Only humans are so foolish.\After all, I myself hate the Evas.\Revenge for my father?\Major Katsuragi! response:	They've started construction on Evas up through Unit 13?
context: Now we're using the force which caused the Second Impact\to defeat the Angels.\Attempting to harness the engine of our own destruction.\Only humans are so foolish.\After all, I myself hate the Evas.\Revenge for my father?\Major Katsuragi!\They've started construction on Evas up through Unit 13? response:	At seven different locations around the world?
context: to defeat the Angels.\Attempting to harness the engine of our own destruction.\Only humans are so foolish.\After all, I myself hate the Evas.\Revenge for my father?\Major Katsuragi!\They've started construction on Evas up through Unit 13?\At seven different locations around the world? response:	This is information that came via Shanghai. The source is reliable.
context: Attempting to harness the engine of our own destruction.\Only humans are so foolish.\After all, I myself hate the Evas.\Revenge for my father?\Major Katsuragi!\They've started construction on Evas up through Unit 13?\At seven different locations around the world?\This is information that came via Shanghai. The source is reliable. response:	Why are they speeding up the construction process now?
context: Only humans are so foolish.\After all, I myself hate the Evas.\Revenge for my father?\Major Katsuragi!\They've started construction on Evas up through Unit 13?\At seven different locations around the world?\This is information that came via Shanghai. The source is reliable.\Why are they speeding up the construction process now? response:	Well, we've lost two Evas recently,
context: After all, I myself hate the Evas.\Revenge for my father?\Major Katsuragi!\They've started construction on Evas up through Unit 13?\At seven different locations around the world?\This is information that came via Shanghai. The source is reliable.\Why are they speeding up the construction process now?\Well, we've lost two Evas recently, response:	and two more Evas are currently severely damaged.
context: Revenge for my father?\Major Katsuragi!\They've started construction on Evas up through Unit 13?\At seven different locations around the world?\This is information that came via Shanghai. The source is reliable.\Why are they speeding up the construction process now?\Well, we've lost two Evas recently,\and two more Evas are currently severely damaged. response:	So I'd assume that they're accelerating
context: Major Katsuragi!\They've started construction on Evas up through Unit 13?\At seven different locations around the world?\This is information that came via Shanghai. The source is reliable.\Why are they speeding up the construction process now?\Well, we've lost two Evas recently,\and two more Evas are currently severely damaged.\So I'd assume that they're accelerating response:	to create a reserve force for their contingency plans.
context: They've started construction on Evas up through Unit 13?\At seven different locations around the world?\This is information that came via Shanghai. The source is reliable.\Why are they speeding up the construction process now?\Well, we've lost two Evas recently,\and two more Evas are currently severely damaged.\So I'd assume that they're accelerating\to create a reserve force for their contingency plans. response:	Perhaps...
context: At seven different locations around the world?\This is information that came via Shanghai. The source is reliable.\Why are they speeding up the construction process now?\Well, we've lost two Evas recently,\and two more Evas are currently severely damaged.\So I'd assume that they're accelerating\to create a reserve force for their contingency plans.\Perhaps... response:	But we've been receiving spare parts from Germany
context: This is information that came via Shanghai. The source is reliable.\Why are they speeding up the construction process now?\Well, we've lost two Evas recently,\and two more Evas are currently severely damaged.\So I'd assume that they're accelerating\to create a reserve force for their contingency plans.\Perhaps...\But we've been receiving spare parts from Germany response:	that were originally intended for Eva Units 05 and 06.
context: Why are they speeding up the construction process now?\Well, we've lost two Evas recently,\and two more Evas are currently severely damaged.\So I'd assume that they're accelerating\to create a reserve force for their contingency plans.\Perhaps...\But we've been receiving spare parts from Germany\that were originally intended for Eva Units 05 and 06. response:	They've been spending a lot of cash lately.
context: Well, we've lost two Evas recently,\and two more Evas are currently severely damaged.\So I'd assume that they're accelerating\to create a reserve force for their contingency plans.\Perhaps...\But we've been receiving spare parts from Germany\that were originally intended for Eva Units 05 and 06.\They've been spending a lot of cash lately. response:	They just doubled the budget.
context: and two more Evas are currently severely damaged.\So I'd assume that they're accelerating\to create a reserve force for their contingency plans.\Perhaps...\But we've been receiving spare parts from Germany\that were originally intended for Eva Units 05 and 06.\They've been spending a lot of cash lately.\They just doubled the budget. response:	I think the brass are being driven by something.
context: So I'd assume that they're accelerating\to create a reserve force for their contingency plans.\Perhaps...\But we've been receiving spare parts from Germany\that were originally intended for Eva Units 05 and 06.\They've been spending a lot of cash lately.\They just doubled the budget.\I think the brass are being driven by something. response:	Yeah, I can feel the Committee's impatience.
context: to create a reserve force for their contingency plans.\Perhaps...\But we've been receiving spare parts from Germany\that were originally intended for Eva Units 05 and 06.\They've been spending a lot of cash lately.\They just doubled the budget.\I think the brass are being driven by something.\Yeah, I can feel the Committee's impatience. response:	Well, could they be doing this in anticipation
context: Perhaps...\But we've been receiving spare parts from Germany\that were originally intended for Eva Units 05 and 06.\They've been spending a lot of cash lately.\They just doubled the budget.\I think the brass are being driven by something.\Yeah, I can feel the Committee's impatience.\Well, could they be doing this in anticipation response:	of intercepting multiple Angels at once?
context: But we've been receiving spare parts from Germany\that were originally intended for Eva Units 05 and 06.\They've been spending a lot of cash lately.\They just doubled the budget.\I think the brass are being driven by something.\Yeah, I can feel the Committee's impatience.\Well, could they be doing this in anticipation\of intercepting multiple Angels at once? response:	Could be.
