context: = LOGO START = response:	= LOGO END =
context: after being used for a long time it becomes unrivaled.\Like how the shape of a river changes with time?\Unfortunately, I don't really understand your analogy.\Then how about a person's heart?\You call it soul or something, right?\Soul, huh?\If you could pull it out and look at it, that might be a good analogy.\Slowly being chipped away at, injured, and repaired, response:	to the point where one could look at it and say, This is mine.
context: Like how the shape of a river changes with time?\Unfortunately, I don't really understand your analogy.\Then how about a person's heart?\You call it soul or something, right?\Soul, huh?\If you could pull it out and look at it, that might be a good analogy.\Slowly being chipped away at, injured, and repaired,\to the point where one could look at it and say, This is mine. response:	Whoop!
context: Unfortunately, I don't really understand your analogy.\Then how about a person's heart?\You call it soul or something, right?\Soul, huh?\If you could pull it out and look at it, that might be a good analogy.\Slowly being chipped away at, injured, and repaired,\to the point where one could look at it and say, This is mine.\Whoop! response:	Please give me your hand, princess.
context: Then how about a person's heart?\You call it soul or something, right?\Soul, huh?\If you could pull it out and look at it, that might be a good analogy.\Slowly being chipped away at, injured, and repaired,\to the point where one could look at it and say, This is mine.\Whoop!\Please give me your hand, princess. response:	Very well.
context: You call it soul or something, right?\Soul, huh?\If you could pull it out and look at it, that might be a good analogy.\Slowly being chipped away at, injured, and repaired,\to the point where one could look at it and say, This is mine.\Whoop!\Please give me your hand, princess.\Very well. response:	If your soul could be pulled out and looked at...
context: Soul, huh?\If you could pull it out and look at it, that might be a good analogy.\Slowly being chipped away at, injured, and repaired,\to the point where one could look at it and say, This is mine.\Whoop!\Please give me your hand, princess.\Very well.\If your soul could be pulled out and looked at... response:	I bet it would be dyed in my color.
context: If you could pull it out and look at it, that might be a good analogy.\Slowly being chipped away at, injured, and repaired,\to the point where one could look at it and say, This is mine.\Whoop!\Please give me your hand, princess.\Very well.\If your soul could be pulled out and looked at...\I bet it would be dyed in my color. response:	I think it would be more appropriate to say poisoned.
context: Slowly being chipped away at, injured, and repaired,\to the point where one could look at it and say, This is mine.\Whoop!\Please give me your hand, princess.\Very well.\If your soul could be pulled out and looked at...\I bet it would be dyed in my color.\I think it would be more appropriate to say poisoned. response:	If you say that,
context: to the point where one could look at it and say, This is mine.\Whoop!\Please give me your hand, princess.\Very well.\If your soul could be pulled out and looked at...\I bet it would be dyed in my color.\I think it would be more appropriate to say poisoned.\If you say that, response:	I must be a deadly poison.
context: Whoop!\Please give me your hand, princess.\Very well.\If your soul could be pulled out and looked at...\I bet it would be dyed in my color.\I think it would be more appropriate to say poisoned.\If you say that,\I must be a deadly poison. response:	You've completely fallen for this smile, after all.
context: Please give me your hand, princess.\Very well.\If your soul could be pulled out and looked at...\I bet it would be dyed in my color.\I think it would be more appropriate to say poisoned.\If you say that,\I must be a deadly poison.\You've completely fallen for this smile, after all. response:	Then what color is your soul?
context: Very well.\If your soul could be pulled out and looked at...\I bet it would be dyed in my color.\I think it would be more appropriate to say poisoned.\If you say that,\I must be a deadly poison.\You've completely fallen for this smile, after all.\Then what color is your soul? response:	What color?
context: If your soul could be pulled out and looked at...\I bet it would be dyed in my color.\I think it would be more appropriate to say poisoned.\If you say that,\I must be a deadly poison.\You've completely fallen for this smile, after all.\Then what color is your soul?\What color? response:	Various colors, I guess.
context: I bet it would be dyed in my color.\I think it would be more appropriate to say poisoned.\If you say that,\I must be a deadly poison.\You've completely fallen for this smile, after all.\Then what color is your soul?\What color?\Various colors, I guess. response:	You can sense a selfish, possessive desire from me, right?
context: I think it would be more appropriate to say poisoned.\If you say that,\I must be a deadly poison.\You've completely fallen for this smile, after all.\Then what color is your soul?\What color?\Various colors, I guess.\You can sense a selfish, possessive desire from me, right? response:	That's good,
context: If you say that,\I must be a deadly poison.\You've completely fallen for this smile, after all.\Then what color is your soul?\What color?\Various colors, I guess.\You can sense a selfish, possessive desire from me, right?\That's good, response:	I'm the same after all.
context: I must be a deadly poison.\You've completely fallen for this smile, after all.\Then what color is your soul?\What color?\Various colors, I guess.\You can sense a selfish, possessive desire from me, right?\That's good,\I'm the same after all. response:	Right.
context: You've completely fallen for this smile, after all.\Then what color is your soul?\What color?\Various colors, I guess.\You can sense a selfish, possessive desire from me, right?\That's good,\I'm the same after all.\Right. response:	Here we see a fork in the road.
context: Then what color is your soul?\What color?\Various colors, I guess.\You can sense a selfish, possessive desire from me, right?\That's good,\I'm the same after all.\Right.\Here we see a fork in the road. response:	How do you deal with such a selfish possessive desire?
context: What color?\Various colors, I guess.\You can sense a selfish, possessive desire from me, right?\That's good,\I'm the same after all.\Right.\Here we see a fork in the road.\How do you deal with such a selfish possessive desire? response:	Even for such difficult problems I could never solve...
context: Various colors, I guess.\You can sense a selfish, possessive desire from me, right?\That's good,\I'm the same after all.\Right.\Here we see a fork in the road.\How do you deal with such a selfish possessive desire?\Even for such difficult problems I could never solve... response:	It's not rare for there to be others who easily understand them.
context: You can sense a selfish, possessive desire from me, right?\That's good,\I'm the same after all.\Right.\Here we see a fork in the road.\How do you deal with such a selfish possessive desire?\Even for such difficult problems I could never solve...\It's not rare for there to be others who easily understand them. response:	Could it be that you're suffering from jealousy that arises from such possessive desires?
context: That's good,\I'm the same after all.\Right.\Here we see a fork in the road.\How do you deal with such a selfish possessive desire?\Even for such difficult problems I could never solve...\It's not rare for there to be others who easily understand them.\Could it be that you're suffering from jealousy that arises from such possessive desires? response:	And so you're seeking a means to deal with it?
context: I'm the same after all.\Right.\Here we see a fork in the road.\How do you deal with such a selfish possessive desire?\Even for such difficult problems I could never solve...\It's not rare for there to be others who easily understand them.\Could it be that you're suffering from jealousy that arises from such possessive desires?\And so you're seeking a means to deal with it? response:	What if I said yes?
context: Right.\Here we see a fork in the road.\How do you deal with such a selfish possessive desire?\Even for such difficult problems I could never solve...\It's not rare for there to be others who easily understand them.\Could it be that you're suffering from jealousy that arises from such possessive desires?\And so you're seeking a means to deal with it?\What if I said yes? response:	Thinking about it from your perspective,
context: Here we see a fork in the road.\How do you deal with such a selfish possessive desire?\Even for such difficult problems I could never solve...\It's not rare for there to be others who easily understand them.\Could it be that you're suffering from jealousy that arises from such possessive desires?\And so you're seeking a means to deal with it?\What if I said yes?\Thinking about it from your perspective, response:	I can come up with the best answer immediately.
context: How do you deal with such a selfish possessive desire?\Even for such difficult problems I could never solve...\It's not rare for there to be others who easily understand them.\Could it be that you're suffering from jealousy that arises from such possessive desires?\And so you're seeking a means to deal with it?\What if I said yes?\Thinking about it from your perspective,\I can come up with the best answer immediately. response:	The answer is that such feelings are impossible to deal with.
context: Even for such difficult problems I could never solve...\It's not rare for there to be others who easily understand them.\Could it be that you're suffering from jealousy that arises from such possessive desires?\And so you're seeking a means to deal with it?\What if I said yes?\Thinking about it from your perspective,\I can come up with the best answer immediately.\The answer is that such feelings are impossible to deal with. response:	But self-hatred will follow.
context: It's not rare for there to be others who easily understand them.\Could it be that you're suffering from jealousy that arises from such possessive desires?\And so you're seeking a means to deal with it?\What if I said yes?\Thinking about it from your perspective,\I can come up with the best answer immediately.\The answer is that such feelings are impossible to deal with.\But self-hatred will follow. response:	So, right, you said?
context: Could it be that you're suffering from jealousy that arises from such possessive desires?\And so you're seeking a means to deal with it?\What if I said yes?\Thinking about it from your perspective,\I can come up with the best answer immediately.\The answer is that such feelings are impossible to deal with.\But self-hatred will follow.\So, right, you said? response:	Yes.
context: And so you're seeking a means to deal with it?\What if I said yes?\Thinking about it from your perspective,\I can come up with the best answer immediately.\The answer is that such feelings are impossible to deal with.\But self-hatred will follow.\So, right, you said?\Yes. response:	But...
context: What if I said yes?\Thinking about it from your perspective,\I can come up with the best answer immediately.\The answer is that such feelings are impossible to deal with.\But self-hatred will follow.\So, right, you said?\Yes.\But... response:	Possessiveness and self-hatred...
context: Thinking about it from your perspective,\I can come up with the best answer immediately.\The answer is that such feelings are impossible to deal with.\But self-hatred will follow.\So, right, you said?\Yes.\But...\Possessiveness and self-hatred... response:	I see.
context: I can come up with the best answer immediately.\The answer is that such feelings are impossible to deal with.\But self-hatred will follow.\So, right, you said?\Yes.\But...\Possessiveness and self-hatred...\I see. response:	I expect you just tried to step into my shoes and figure out my inner desires,
context: The answer is that such feelings are impossible to deal with.\But self-hatred will follow.\So, right, you said?\Yes.\But...\Possessiveness and self-hatred...\I see.\I expect you just tried to step into my shoes and figure out my inner desires, response:	but in reality,
context: But self-hatred will follow.\So, right, you said?\Yes.\But...\Possessiveness and self-hatred...\I see.\I expect you just tried to step into my shoes and figure out my inner desires,\but in reality, response:	you just thought up how you want me to be.
context: So, right, you said?\Yes.\But...\Possessiveness and self-hatred...\I see.\I expect you just tried to step into my shoes and figure out my inner desires,\but in reality,\you just thought up how you want me to be. response:	Males really are idiotic creatures.
context: Yes.\But...\Possessiveness and self-hatred...\I see.\I expect you just tried to step into my shoes and figure out my inner desires,\but in reality,\you just thought up how you want me to be.\Males really are idiotic creatures. response:	You're attracted by females being jealous,
context: But...\Possessiveness and self-hatred...\I see.\I expect you just tried to step into my shoes and figure out my inner desires,\but in reality,\you just thought up how you want me to be.\Males really are idiotic creatures.\You're attracted by females being jealous, response:	acting all distressed and meek while wanting you and hating themselves, right?
context: Possessiveness and self-hatred...\I see.\I expect you just tried to step into my shoes and figure out my inner desires,\but in reality,\you just thought up how you want me to be.\Males really are idiotic creatures.\You're attracted by females being jealous,\acting all distressed and meek while wanting you and hating themselves, right? response:	And you want them to cling to the hand you kindly offer them.
context: I see.\I expect you just tried to step into my shoes and figure out my inner desires,\but in reality,\you just thought up how you want me to be.\Males really are idiotic creatures.\You're attracted by females being jealous,\acting all distressed and meek while wanting you and hating themselves, right?\And you want them to cling to the hand you kindly offer them. response:	Come now, let's go.
context: I expect you just tried to step into my shoes and figure out my inner desires,\but in reality,\you just thought up how you want me to be.\Males really are idiotic creatures.\You're attracted by females being jealous,\acting all distressed and meek while wanting you and hating themselves, right?\And you want them to cling to the hand you kindly offer them.\Come now, let's go. response:	O-Okay.
context: but in reality,\you just thought up how you want me to be.\Males really are idiotic creatures.\You're attracted by females being jealous,\acting all distressed and meek while wanting you and hating themselves, right?\And you want them to cling to the hand you kindly offer them.\Come now, let's go.\O-Okay. response:	So...
context: you just thought up how you want me to be.\Males really are idiotic creatures.\You're attracted by females being jealous,\acting all distressed and meek while wanting you and hating themselves, right?\And you want them to cling to the hand you kindly offer them.\Come now, let's go.\O-Okay.\So... response:	I'm asking just to tease you, but...
context: Males really are idiotic creatures.\You're attracted by females being jealous,\acting all distressed and meek while wanting you and hating themselves, right?\And you want them to cling to the hand you kindly offer them.\Come now, let's go.\O-Okay.\So...\I'm asking just to tease you, but... response:	Do you want to know how many I've had?
context: You're attracted by females being jealous,\acting all distressed and meek while wanting you and hating themselves, right?\And you want them to cling to the hand you kindly offer them.\Come now, let's go.\O-Okay.\So...\I'm asking just to tease you, but...\Do you want to know how many I've had? response:	I just realized again just how delicate my heart is.
context: acting all distressed and meek while wanting you and hating themselves, right?\And you want them to cling to the hand you kindly offer them.\Come now, let's go.\O-Okay.\So...\I'm asking just to tease you, but...\Do you want to know how many I've had?\I just realized again just how delicate my heart is. response:	Now then...
context: And you want them to cling to the hand you kindly offer them.\Come now, let's go.\O-Okay.\So...\I'm asking just to tease you, but...\Do you want to know how many I've had?\I just realized again just how delicate my heart is.\Now then... response:	I heard he's a difficult person, so let's do this carefully.
context: Come now, let's go.\O-Okay.\So...\I'm asking just to tease you, but...\Do you want to know how many I've had?\I just realized again just how delicate my heart is.\Now then...\I heard he's a difficult person, so let's do this carefully. response:	The pleasant, whimsical banter with you ends,
context: O-Okay.\So...\I'm asking just to tease you, but...\Do you want to know how many I've had?\I just realized again just how delicate my heart is.\Now then...\I heard he's a difficult person, so let's do this carefully.\The pleasant, whimsical banter with you ends, response:	and I guess I'm back to boring reality.
context: So...\I'm asking just to tease you, but...\Do you want to know how many I've had?\I just realized again just how delicate my heart is.\Now then...\I heard he's a difficult person, so let's do this carefully.\The pleasant, whimsical banter with you ends,\and I guess I'm back to boring reality. response:	How about going back to the inn to sleep?
context: I'm asking just to tease you, but...\Do you want to know how many I've had?\I just realized again just how delicate my heart is.\Now then...\I heard he's a difficult person, so let's do this carefully.\The pleasant, whimsical banter with you ends,\and I guess I'm back to boring reality.\How about going back to the inn to sleep? response:	That wouldn't be so bad.
context: Do you want to know how many I've had?\I just realized again just how delicate my heart is.\Now then...\I heard he's a difficult person, so let's do this carefully.\The pleasant, whimsical banter with you ends,\and I guess I'm back to boring reality.\How about going back to the inn to sleep?\That wouldn't be so bad. response:	Of course,
context: I just realized again just how delicate my heart is.\Now then...\I heard he's a difficult person, so let's do this carefully.\The pleasant, whimsical banter with you ends,\and I guess I'm back to boring reality.\How about going back to the inn to sleep?\That wouldn't be so bad.\Of course, response:	it wouldn't be sheep I'd be counting on top of the bed.
context: Now then...\I heard he's a difficult person, so let's do this carefully.\The pleasant, whimsical banter with you ends,\and I guess I'm back to boring reality.\How about going back to the inn to sleep?\That wouldn't be so bad.\Of course,\it wouldn't be sheep I'd be counting on top of the bed. response:	So?
context: I heard he's a difficult person, so let's do this carefully.\The pleasant, whimsical banter with you ends,\and I guess I'm back to boring reality.\How about going back to the inn to sleep?\That wouldn't be so bad.\Of course,\it wouldn't be sheep I'd be counting on top of the bed.\So? response:	How many?
context: The pleasant, whimsical banter with you ends,\and I guess I'm back to boring reality.\How about going back to the inn to sleep?\That wouldn't be so bad.\Of course,\it wouldn't be sheep I'd be counting on top of the bed.\So?\How many? response:	It seems I really am a fool, even amongst men.
context: and I guess I'm back to boring reality.\How about going back to the inn to sleep?\That wouldn't be so bad.\Of course,\it wouldn't be sheep I'd be counting on top of the bed.\So?\How many?\It seems I really am a fool, even amongst men. response:	Who might you be?
context: How about going back to the inn to sleep?\That wouldn't be so bad.\Of course,\it wouldn't be sheep I'd be counting on top of the bed.\So?\How many?\It seems I really am a fool, even amongst men.\Who might you be? response:	I was introduced by Abe Boland.
context: That wouldn't be so bad.\Of course,\it wouldn't be sheep I'd be counting on top of the bed.\So?\How many?\It seems I really am a fool, even amongst men.\Who might you be?\I was introduced by Abe Boland. response:	He's been expecting you.
context: Of course,\it wouldn't be sheep I'd be counting on top of the bed.\So?\How many?\It seems I really am a fool, even amongst men.\Who might you be?\I was introduced by Abe Boland.\He's been expecting you. response:	Please come in.
context: it wouldn't be sheep I'd be counting on top of the bed.\So?\How many?\It seems I really am a fool, even amongst men.\Who might you be?\I was introduced by Abe Boland.\He's been expecting you.\Please come in. response:	Sorry to have kept you waiting.
context: So?\How many?\It seems I really am a fool, even amongst men.\Who might you be?\I was introduced by Abe Boland.\He's been expecting you.\Please come in.\Sorry to have kept you waiting. response:	Well that's certainly a pleasing reaction to see.
context: How many?\It seems I really am a fool, even amongst men.\Who might you be?\I was introduced by Abe Boland.\He's been expecting you.\Please come in.\Sorry to have kept you waiting.\Well that's certainly a pleasing reaction to see. response:	Isn't that great, Rigolo?
context: It seems I really am a fool, even amongst men.\Who might you be?\I was introduced by Abe Boland.\He's been expecting you.\Please come in.\Sorry to have kept you waiting.\Well that's certainly a pleasing reaction to see.\Isn't that great, Rigolo? response:	It's amazing, right?
context: Who might you be?\I was introduced by Abe Boland.\He's been expecting you.\Please come in.\Sorry to have kept you waiting.\Well that's certainly a pleasing reaction to see.\Isn't that great, Rigolo?\It's amazing, right? response:	If you put all your effort into it, it's possible to keep them green all year.
context: I was introduced by Abe Boland.\He's been expecting you.\Please come in.\Sorry to have kept you waiting.\Well that's certainly a pleasing reaction to see.\Isn't that great, Rigolo?\It's amazing, right?\If you put all your effort into it, it's possible to keep them green all year. response:	I see...
context: He's been expecting you.\Please come in.\Sorry to have kept you waiting.\Well that's certainly a pleasing reaction to see.\Isn't that great, Rigolo?\It's amazing, right?\If you put all your effort into it, it's possible to keep them green all year.\I see... response:	I heard about you from Fruhl.
context: Please come in.\Sorry to have kept you waiting.\Well that's certainly a pleasing reaction to see.\Isn't that great, Rigolo?\It's amazing, right?\If you put all your effort into it, it's possible to keep them green all year.\I see...\I heard about you from Fruhl. response:	She said there was someone with a strange request for me.
context: Sorry to have kept you waiting.\Well that's certainly a pleasing reaction to see.\Isn't that great, Rigolo?\It's amazing, right?\If you put all your effort into it, it's possible to keep them green all year.\I see...\I heard about you from Fruhl.\She said there was someone with a strange request for me. response:	Ah, nice to meet you.
context: Well that's certainly a pleasing reaction to see.\Isn't that great, Rigolo?\It's amazing, right?\If you put all your effort into it, it's possible to keep them green all year.\I see...\I heard about you from Fruhl.\She said there was someone with a strange request for me.\Ah, nice to meet you. response:	It's Lawrence. Ah, I mean...
context: Isn't that great, Rigolo?\It's amazing, right?\If you put all your effort into it, it's possible to keep them green all year.\I see...\I heard about you from Fruhl.\She said there was someone with a strange request for me.\Ah, nice to meet you.\It's Lawrence. Ah, I mean... response:	Craft Lawrence.
context: It's amazing, right?\If you put all your effort into it, it's possible to keep them green all year.\I see...\I heard about you from Fruhl.\She said there was someone with a strange request for me.\Ah, nice to meet you.\It's Lawrence. Ah, I mean...\Craft Lawrence. response:	My name is Rigolo Deidre. Nice to meet you.
context: If you put all your effort into it, it's possible to keep them green all year.\I see...\I heard about you from Fruhl.\She said there was someone with a strange request for me.\Ah, nice to meet you.\It's Lawrence. Ah, I mean...\Craft Lawrence.\My name is Rigolo Deidre. Nice to meet you. response:	And this is my traveling companion
context: I see...\I heard about you from Fruhl.\She said there was someone with a strange request for me.\Ah, nice to meet you.\It's Lawrence. Ah, I mean...\Craft Lawrence.\My name is Rigolo Deidre. Nice to meet you.\And this is my traveling companion response:	Horo.
