context: Kochi kite hayaku! Kochi kite suguni! response:	Hurry over here! Come over here now!
context: Ah! Kore de wasurede genki dashite\And forget all about it!\Sen Nou!\One, Two!\Anosaa, ochiro sono ato mawaru!\OO\Drop down low and round you go!\Koutei Dai-shugo! response:	Schoolground big parade!
context: And forget all about it!\Sen Nou!\One, Two!\Anosaa, ochiro sono ato mawaru!\OO\Drop down low and round you go!\Koutei Dai-shugo!\Schoolground big parade! response:	Watashi wa dare deshou?
context: Sen Nou!\One, Two!\Anosaa, ochiro sono ato mawaru!\OO\Drop down low and round you go!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou? response:	Who the hell am I?
context: One, Two!\Anosaa, ochiro sono ato mawaru!\OO\Drop down low and round you go!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I? response:	Tanoshii de mainichi ookiku nare ba
context: Anosaa, ochiro sono ato mawaru!\OO\Drop down low and round you go!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba response:	If you have fun and grow up everyday.
context: OO\Drop down low and round you go!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday. response:	asobetaino, shiritai, shiranai, shiritai!
context: Drop down low and round you go!\Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobetaino, shiritai, shiranai, shiritai! response:	ODSD
context: Koutei Dai-shugo!\Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobetaino, shiritai, shiranai, shiritai!\ODSD response:	Do you wanna play? I wanna know, I dunno, I wanna know!
context: Schoolground big parade!\Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobetaino, shiritai, shiranai, shiritai!\ODSD\Do you wanna play? I wanna know, I dunno, I wanna know! response:	Tanoshii de mainichi chiisai na koto de!
context: Watashi wa dare deshou?\Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobetaino, shiritai, shiranai, shiritai!\ODSD\Do you wanna play? I wanna know, I dunno, I wanna know!\Tanoshii de mainichi chiisai na koto de! response:	Enjoy all the little things everyday.
context: Who the hell am I?\Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobetaino, shiritai, shiranai, shiritai!\ODSD\Do you wanna play? I wanna know, I dunno, I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday. response:	warai aidara sore wa sore de ureshii
context: Tanoshii de mainichi ookiku nare ba\If you have fun and grow up everyday.\asobetaino, shiritai, shiranai, shiritai!\ODSD\Do you wanna play? I wanna know, I dunno, I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii response:	Just seeing a smile makes me happy!
context: If you have fun and grow up everyday.\asobetaino, shiritai, shiranai, shiritai!\ODSD\Do you wanna play? I wanna know, I dunno, I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy! response:	sore mou kore mou dore mou
context: asobetaino, shiritai, shiranai, shiritai!\ODSD\Do you wanna play? I wanna know, I dunno, I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou response:	Like this one, that one, and that one too!
context: ODSD\Do you wanna play? I wanna know, I dunno, I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too! response:	sanningoko setsuwase wow!
context: Do you wanna play? I wanna know, I dunno, I wanna know!\Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow! response:	WOW
context: Tanoshii de mainichi chiisai na koto de!\Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW response:	Then it's the same whether it's three or five!
context: Enjoy all the little things everyday.\warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then it's the same whether it's three or five! response:	Come visit us at !!!
context: warai aidara sore wa sore de ureshii\Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then it's the same whether it's three or five!\Come visit us at !!! response:	Hi, everyone.
context: Just seeing a smile makes me happy!\sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then it's the same whether it's three or five!\Come visit us at !!!\Hi, everyone. response:	I've finally become a teacher at a Primary School.
context: sore mou kore mou dore mou\Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then it's the same whether it's three or five!\Come visit us at !!!\Hi, everyone.\I've finally become a teacher at a Primary School. response:	I'm Yabe Satoshi and I'm new here.
context: Like this one, that one, and that one too!\sanningoko setsuwase wow!\WOW\Then it's the same whether it's three or five!\Come visit us at !!!\Hi, everyone.\I've finally become a teacher at a Primary School.\I'm Yabe Satoshi and I'm new here. response:	I look forward to working with everyone.
context: sanningoko setsuwase wow!\WOW\Then it's the same whether it's three or five!\Come visit us at !!!\Hi, everyone.\I've finally become a teacher at a Primary School.\I'm Yabe Satoshi and I'm new here.\I look forward to working with everyone. response:	I'm the Infirmary nurse, Kuriyama Aiko.
context: WOW\Then it's the same whether it's three or five!\Come visit us at !!!\Hi, everyone.\I've finally become a teacher at a Primary School.\I'm Yabe Satoshi and I'm new here.\I look forward to working with everyone.\I'm the Infirmary nurse, Kuriyama Aiko. response:	I hope we get along.
context: Then it's the same whether it's three or five!\Come visit us at !!!\Hi, everyone.\I've finally become a teacher at a Primary School.\I'm Yabe Satoshi and I'm new here.\I look forward to working with everyone.\I'm the Infirmary nurse, Kuriyama Aiko.\I hope we get along. response:	Ah!
context: Come visit us at !!!\Hi, everyone.\I've finally become a teacher at a Primary School.\I'm Yabe Satoshi and I'm new here.\I look forward to working with everyone.\I'm the Infirmary nurse, Kuriyama Aiko.\I hope we get along.\Ah! response:	My glasses...my glasses..
context: Hi, everyone.\I've finally become a teacher at a Primary School.\I'm Yabe Satoshi and I'm new here.\I look forward to working with everyone.\I'm the Infirmary nurse, Kuriyama Aiko.\I hope we get along.\Ah!\My glasses...my glasses.. response:	They're here, Kuriyama-sensei.
context: I've finally become a teacher at a Primary School.\I'm Yabe Satoshi and I'm new here.\I look forward to working with everyone.\I'm the Infirmary nurse, Kuriyama Aiko.\I hope we get along.\Ah!\My glasses...my glasses..\They're here, Kuriyama-sensei. response:	Ah..Thank you very much...
context: I'm Yabe Satoshi and I'm new here.\I look forward to working with everyone.\I'm the Infirmary nurse, Kuriyama Aiko.\I hope we get along.\Ah!\My glasses...my glasses..\They're here, Kuriyama-sensei.\Ah..Thank you very much... response:	The Class I'm in charge of is Year 6-3
context: I look forward to working with everyone.\I'm the Infirmary nurse, Kuriyama Aiko.\I hope we get along.\Ah!\My glasses...my glasses..\They're here, Kuriyama-sensei.\Ah..Thank you very much...\The Class I'm in charge of is Year 6-3 response:	I can't wait to see what kind of children are in my class!
context: I'm the Infirmary nurse, Kuriyama Aiko.\I hope we get along.\Ah!\My glasses...my glasses..\They're here, Kuriyama-sensei.\Ah..Thank you very much...\The Class I'm in charge of is Year 6-3\I can't wait to see what kind of children are in my class! response:	Marui Family! Good Girl, Bad Girl, Scary Girl!!
context: I hope we get along.\Ah!\My glasses...my glasses..\They're here, Kuriyama-sensei.\Ah..Thank you very much...\The Class I'm in charge of is Year 6-3\I can't wait to see what kind of children are in my class!\Marui Family! Good Girl, Bad Girl, Scary Girl!! response:	We're still doing this?
context: Ah!\My glasses...my glasses..\They're here, Kuriyama-sensei.\Ah..Thank you very much...\The Class I'm in charge of is Year 6-3\I can't wait to see what kind of children are in my class!\Marui Family! Good Girl, Bad Girl, Scary Girl!!\We're still doing this? response:	Yeah! It's do or die...
context: My glasses...my glasses..\They're here, Kuriyama-sensei.\Ah..Thank you very much...\The Class I'm in charge of is Year 6-3\I can't wait to see what kind of children are in my class!\Marui Family! Good Girl, Bad Girl, Scary Girl!!\We're still doing this?\Yeah! It's do or die... response:	That's right, we just have to kill before we get killed..
context: They're here, Kuriyama-sensei.\Ah..Thank you very much...\The Class I'm in charge of is Year 6-3\I can't wait to see what kind of children are in my class!\Marui Family! Good Girl, Bad Girl, Scary Girl!!\We're still doing this?\Yeah! It's do or die...\That's right, we just have to kill before we get killed.. response:	Take this!!
context: Ah..Thank you very much...\The Class I'm in charge of is Year 6-3\I can't wait to see what kind of children are in my class!\Marui Family! Good Girl, Bad Girl, Scary Girl!!\We're still doing this?\Yeah! It's do or die...\That's right, we just have to kill before we get killed..\Take this!! response:	There's no end to them...
context: The Class I'm in charge of is Year 6-3\I can't wait to see what kind of children are in my class!\Marui Family! Good Girl, Bad Girl, Scary Girl!!\We're still doing this?\Yeah! It's do or die...\That's right, we just have to kill before we get killed..\Take this!!\There's no end to them... response:	This is...this is...
context: I can't wait to see what kind of children are in my class!\Marui Family! Good Girl, Bad Girl, Scary Girl!!\We're still doing this?\Yeah! It's do or die...\That's right, we just have to kill before we get killed..\Take this!!\There's no end to them...\This is...this is... response:	This is war!!!
context: Marui Family! Good Girl, Bad Girl, Scary Girl!!\We're still doing this?\Yeah! It's do or die...\That's right, we just have to kill before we get killed..\Take this!!\There's no end to them...\This is...this is...\This is war!!! response:	Well?! Who's next?
context: We're still doing this?\Yeah! It's do or die...\That's right, we just have to kill before we get killed..\Take this!!\There's no end to them...\This is...this is...\This is war!!!\Well?! Who's next? response:	Eh?
context: Yeah! It's do or die...\That's right, we just have to kill before we get killed..\Take this!!\There's no end to them...\This is...this is...\This is war!!!\Well?! Who's next?\Eh? response:	This..isn't supposed to be a war..
context: That's right, we just have to kill before we get killed..\Take this!!\There's no end to them...\This is...this is...\This is war!!!\Well?! Who's next?\Eh?\This..isn't supposed to be a war.. response:	It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair)
context: Take this!!\There's no end to them...\This is...this is...\This is war!!!\Well?! Who's next?\Eh?\This..isn't supposed to be a war..\It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair) response:	Oh..so it's not this kind of game!?
context: There's no end to them...\This is...this is...\This is war!!!\Well?! Who's next?\Eh?\This..isn't supposed to be a war..\It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair)\Oh..so it's not this kind of game!? response:	Of course it isn't!!
context: This is...this is...\This is war!!!\Well?! Who's next?\Eh?\This..isn't supposed to be a war..\It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair)\Oh..so it's not this kind of game!?\Of course it isn't!! response:	Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one.
context: This is war!!!\Well?! Who's next?\Eh?\This..isn't supposed to be a war..\It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair)\Oh..so it's not this kind of game!?\Of course it isn't!!\Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one. response:	The person without a chair is it, he or she stands in the middle of the circle..
context: Well?! Who's next?\Eh?\This..isn't supposed to be a war..\It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair)\Oh..so it's not this kind of game!?\Of course it isn't!!\Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one.\The person without a chair is it, he or she stands in the middle of the circle.. response:	And...
context: Eh?\This..isn't supposed to be a war..\It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair)\Oh..so it's not this kind of game!?\Of course it isn't!!\Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one.\The person without a chair is it, he or she stands in the middle of the circle..\And... response:	People with glasses!
context: This..isn't supposed to be a war..\It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair)\Oh..so it's not this kind of game!?\Of course it isn't!!\Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one.\The person without a chair is it, he or she stands in the middle of the circle..\And...\People with glasses! response:	picks a theme, then everyone with that theme gets up and change chairs.
context: It's Nandemo Basuketto right?! (Nandemo Basuketto = Anything-goes Chair)\Oh..so it's not this kind of game!?\Of course it isn't!!\Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one.\The person without a chair is it, he or she stands in the middle of the circle..\And...\People with glasses!\picks a theme, then everyone with that theme gets up and change chairs. response:	The next person that gets left without a chair is the next it.
context: Oh..so it's not this kind of game!?\Of course it isn't!!\Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one.\The person without a chair is it, he or she stands in the middle of the circle..\And...\People with glasses!\picks a theme, then everyone with that theme gets up and change chairs.\The next person that gets left without a chair is the next it. response:	Nandemo Basuketto (Anything goes)
context: Of course it isn't!!\Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one.\The person without a chair is it, he or she stands in the middle of the circle..\And...\People with glasses!\picks a theme, then everyone with that theme gets up and change chairs.\The next person that gets left without a chair is the next it.\Nandemo Basuketto (Anything goes) response:	When someone says Nandemo Basuketto, everyone has to change chairs.
context: Nandemo Basuketto is a game where you form a circle using enough chairs for all players, except for one.\The person without a chair is it, he or she stands in the middle of the circle..\And...\People with glasses!\picks a theme, then everyone with that theme gets up and change chairs.\The next person that gets left without a chair is the next it.\Nandemo Basuketto (Anything goes)\When someone says Nandemo Basuketto, everyone has to change chairs. response:	Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it?
context: The person without a chair is it, he or she stands in the middle of the circle..\And...\People with glasses!\picks a theme, then everyone with that theme gets up and change chairs.\The next person that gets left without a chair is the next it.\Nandemo Basuketto (Anything goes)\When someone says Nandemo Basuketto, everyone has to change chairs.\Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it? response:	By the way..the punishment this time is three times the homework!
context: And...\People with glasses!\picks a theme, then everyone with that theme gets up and change chairs.\The next person that gets left without a chair is the next it.\Nandemo Basuketto (Anything goes)\When someone says Nandemo Basuketto, everyone has to change chairs.\Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it?\By the way..the punishment this time is three times the homework! response:	It was just a game to start off the class with and it ended up like this..
context: People with glasses!\picks a theme, then everyone with that theme gets up and change chairs.\The next person that gets left without a chair is the next it.\Nandemo Basuketto (Anything goes)\When someone says Nandemo Basuketto, everyone has to change chairs.\Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it?\By the way..the punishment this time is three times the homework!\It was just a game to start off the class with and it ended up like this.. response:	But it's still too early to be surprised..
context: picks a theme, then everyone with that theme gets up and change chairs.\The next person that gets left without a chair is the next it.\Nandemo Basuketto (Anything goes)\When someone says Nandemo Basuketto, everyone has to change chairs.\Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it?\By the way..the punishment this time is three times the homework!\It was just a game to start off the class with and it ended up like this..\But it's still too early to be surprised.. response:	Why? Well that's because..
context: The next person that gets left without a chair is the next it.\Nandemo Basuketto (Anything goes)\When someone says Nandemo Basuketto, everyone has to change chairs.\Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it?\By the way..the punishment this time is three times the homework!\It was just a game to start off the class with and it ended up like this..\But it's still too early to be surprised..\Why? Well that's because.. response:	I tried to show my good side to you, but I got carried away!
context: Nandemo Basuketto (Anything goes)\When someone says Nandemo Basuketto, everyone has to change chairs.\Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it?\By the way..the punishment this time is three times the homework!\It was just a game to start off the class with and it ended up like this..\But it's still too early to be surprised..\Why? Well that's because..\I tried to show my good side to you, but I got carried away! response:	I'm always living life to the fullest!!
context: When someone says Nandemo Basuketto, everyone has to change chairs.\Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it?\By the way..the punishment this time is three times the homework!\It was just a game to start off the class with and it ended up like this..\But it's still too early to be surprised..\Why? Well that's because..\I tried to show my good side to you, but I got carried away!\I'm always living life to the fullest!! response:	I will reflect upon this!!
context: Anyone that becomes it for three times gets a punishment! Sounds fun doesn't it?\By the way..the punishment this time is three times the homework!\It was just a game to start off the class with and it ended up like this..\But it's still too early to be surprised..\Why? Well that's because..\I tried to show my good side to you, but I got carried away!\I'm always living life to the fullest!!\I will reflect upon this!! response:	There's no need to kneel on the ground...but she sure is an honest kid..
context: By the way..the punishment this time is three times the homework!\It was just a game to start off the class with and it ended up like this..\But it's still too early to be surprised..\Why? Well that's because..\I tried to show my good side to you, but I got carried away!\I'm always living life to the fullest!!\I will reflect upon this!!\There's no need to kneel on the ground...but she sure is an honest kid.. response:	Ha?!
context: It was just a game to start off the class with and it ended up like this..\But it's still too early to be surprised..\Why? Well that's because..\I tried to show my good side to you, but I got carried away!\I'm always living life to the fullest!!\I will reflect upon this!!\There's no need to kneel on the ground...but she sure is an honest kid..\Ha?! response:	You're supposed to kneel like..THIS!! Right?!
context: But it's still too early to be surprised..\Why? Well that's because..\I tried to show my good side to you, but I got carried away!\I'm always living life to the fullest!!\I will reflect upon this!!\There's no need to kneel on the ground...but she sure is an honest kid..\Ha?!\You're supposed to kneel like..THIS!! Right?! response:	Wait!! What the hell are you doing?!
context: Why? Well that's because..\I tried to show my good side to you, but I got carried away!\I'm always living life to the fullest!!\I will reflect upon this!!\There's no need to kneel on the ground...but she sure is an honest kid..\Ha?!\You're supposed to kneel like..THIS!! Right?!\Wait!! What the hell are you doing?! response:	Oh that's right.. there's supposed to be another one..
context: I tried to show my good side to you, but I got carried away!\I'm always living life to the fullest!!\I will reflect upon this!!\There's no need to kneel on the ground...but she sure is an honest kid..\Ha?!\You're supposed to kneel like..THIS!! Right?!\Wait!! What the hell are you doing?!\Oh that's right.. there's supposed to be another one.. response:	Hey you..don't just sit out!!
context: I'm always living life to the fullest!!\I will reflect upon this!!\There's no need to kneel on the ground...but she sure is an honest kid..\Ha?!\You're supposed to kneel like..THIS!! Right?!\Wait!! What the hell are you doing?!\Oh that's right.. there's supposed to be another one..\Hey you..don't just sit out!! response:	In this class, there's three super-problem-childs..
context: I will reflect upon this!!\There's no need to kneel on the ground...but she sure is an honest kid..\Ha?!\You're supposed to kneel like..THIS!! Right?!\Wait!! What the hell are you doing?!\Oh that's right.. there's supposed to be another one..\Hey you..don't just sit out!!\In this class, there's three super-problem-childs.. response:	Japan's Most Dissimilar Triplets..
context: There's no need to kneel on the ground...but she sure is an honest kid..\Ha?!\You're supposed to kneel like..THIS!! Right?!\Wait!! What the hell are you doing?!\Oh that's right.. there's supposed to be another one..\Hey you..don't just sit out!!\In this class, there's three super-problem-childs..\Japan's Most Dissimilar Triplets.. response:	The Marui Three Sisters!
context: Ha?!\You're supposed to kneel like..THIS!! Right?!\Wait!! What the hell are you doing?!\Oh that's right.. there's supposed to be another one..\Hey you..don't just sit out!!\In this class, there's three super-problem-childs..\Japan's Most Dissimilar Triplets..\The Marui Three Sisters! response:	Uwaah! I can see your panties!
context: You're supposed to kneel like..THIS!! Right?!\Wait!! What the hell are you doing?!\Oh that's right.. there's supposed to be another one..\Hey you..don't just sit out!!\In this class, there's three super-problem-childs..\Japan's Most Dissimilar Triplets..\The Marui Three Sisters!\Uwaah! I can see your panties! response:	Don't get up so suddenly!!
context: Wait!! What the hell are you doing?!\Oh that's right.. there's supposed to be another one..\Hey you..don't just sit out!!\In this class, there's three super-problem-childs..\Japan's Most Dissimilar Triplets..\The Marui Three Sisters!\Uwaah! I can see your panties!\Don't get up so suddenly!! response:	Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl)
context: Oh that's right.. there's supposed to be another one..\Hey you..don't just sit out!!\In this class, there's three super-problem-childs..\Japan's Most Dissimilar Triplets..\The Marui Three Sisters!\Uwaah! I can see your panties!\Don't get up so suddenly!!\Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl) response:	Aren't you guys supposed to be in reflection?!
context: Hey you..don't just sit out!!\In this class, there's three super-problem-childs..\Japan's Most Dissimilar Triplets..\The Marui Three Sisters!\Uwaah! I can see your panties!\Don't get up so suddenly!!\Marui Futaba (Second Daughter) Kinda-Perverted Muscle-Girl)\Aren't you guys supposed to be in reflection?! response:	I'm now reflecting on the color of her panties!
