context: = LOGO START = response:	= LOGO END =
context: how to get Deanna to help me.\Are you after the alchemists' stockpile?\That's right.\Because it's so profitable?\No, that's not it.\Then you want to know your future, or heal some illness?\It's for my own personal gain.\I don't deny it. response:	However, my gain isn't anything related to the soaring value of pyrite.
context: Are you after the alchemists' stockpile?\That's right.\Because it's so profitable?\No, that's not it.\Then you want to know your future, or heal some illness?\It's for my own personal gain.\I don't deny it.\However, my gain isn't anything related to the soaring value of pyrite. response:	It's a more...
context: That's right.\Because it's so profitable?\No, that's not it.\Then you want to know your future, or heal some illness?\It's for my own personal gain.\I don't deny it.\However, my gain isn't anything related to the soaring value of pyrite.\It's a more... response:	When our cart sinks into mud and won't budge,
context: Because it's so profitable?\No, that's not it.\Then you want to know your future, or heal some illness?\It's for my own personal gain.\I don't deny it.\However, my gain isn't anything related to the soaring value of pyrite.\It's a more...\When our cart sinks into mud and won't budge, response:	we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale.
context: No, that's not it.\Then you want to know your future, or heal some illness?\It's for my own personal gain.\I don't deny it.\However, my gain isn't anything related to the soaring value of pyrite.\It's a more...\When our cart sinks into mud and won't budge,\we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale. response:	The value of the goods, the profit, the amount of cash on hand, the travel route,
context: Then you want to know your future, or heal some illness?\It's for my own personal gain.\I don't deny it.\However, my gain isn't anything related to the soaring value of pyrite.\It's a more...\When our cart sinks into mud and won't budge,\we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale.\The value of the goods, the profit, the amount of cash on hand, the travel route, response:	as well as the cost of paying for someones help.
context: It's for my own personal gain.\I don't deny it.\However, my gain isn't anything related to the soaring value of pyrite.\It's a more...\When our cart sinks into mud and won't budge,\we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale.\The value of the goods, the profit, the amount of cash on hand, the travel route,\as well as the cost of paying for someones help. response:	On top of that, the danger of running into bandits while we're floundering around in a panic.
context: I don't deny it.\However, my gain isn't anything related to the soaring value of pyrite.\It's a more...\When our cart sinks into mud and won't budge,\we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale.\The value of the goods, the profit, the amount of cash on hand, the travel route,\as well as the cost of paying for someones help.\On top of that, the danger of running into bandits while we're floundering around in a panic. response:	We take all those kinds of things into account when we're deciding whether to abandon our cargo or not.
context: However, my gain isn't anything related to the soaring value of pyrite.\It's a more...\When our cart sinks into mud and won't budge,\we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale.\The value of the goods, the profit, the amount of cash on hand, the travel route,\as well as the cost of paying for someones help.\On top of that, the danger of running into bandits while we're floundering around in a panic.\We take all those kinds of things into account when we're deciding whether to abandon our cargo or not. response:	And you're in that kind of situation right now?
context: It's a more...\When our cart sinks into mud and won't budge,\we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale.\The value of the goods, the profit, the amount of cash on hand, the travel route,\as well as the cost of paying for someones help.\On top of that, the danger of running into bandits while we're floundering around in a panic.\We take all those kinds of things into account when we're deciding whether to abandon our cargo or not.\And you're in that kind of situation right now? response:	Yes.
context: When our cart sinks into mud and won't budge,\we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale.\The value of the goods, the profit, the amount of cash on hand, the travel route,\as well as the cost of paying for someones help.\On top of that, the danger of running into bandits while we're floundering around in a panic.\We take all those kinds of things into account when we're deciding whether to abandon our cargo or not.\And you're in that kind of situation right now?\Yes. response:	I don't want to abandon my cargo.
context: we weigh the choices of abandoning it or doing whatever it takes to pull it out on a scale.\The value of the goods, the profit, the amount of cash on hand, the travel route,\as well as the cost of paying for someones help.\On top of that, the danger of running into bandits while we're floundering around in a panic.\We take all those kinds of things into account when we're deciding whether to abandon our cargo or not.\And you're in that kind of situation right now?\Yes.\I don't want to abandon my cargo. response:	As long as I can load it back onto my cart,
context: The value of the goods, the profit, the amount of cash on hand, the travel route,\as well as the cost of paying for someones help.\On top of that, the danger of running into bandits while we're floundering around in a panic.\We take all those kinds of things into account when we're deciding whether to abandon our cargo or not.\And you're in that kind of situation right now?\Yes.\I don't want to abandon my cargo.\As long as I can load it back onto my cart, response:	I don't care how much trouble it causes me.
context: as well as the cost of paying for someones help.\On top of that, the danger of running into bandits while we're floundering around in a panic.\We take all those kinds of things into account when we're deciding whether to abandon our cargo or not.\And you're in that kind of situation right now?\Yes.\I don't want to abandon my cargo.\As long as I can load it back onto my cart,\I don't care how much trouble it causes me. response:	That's what I was waiting for.
context: On top of that, the danger of running into bandits while we're floundering around in a panic.\We take all those kinds of things into account when we're deciding whether to abandon our cargo or not.\And you're in that kind of situation right now?\Yes.\I don't want to abandon my cargo.\As long as I can load it back onto my cart,\I don't care how much trouble it causes me.\That's what I was waiting for. response:	Even with no time and no other way out, a good merchant will wait patiently.
context: We take all those kinds of things into account when we're deciding whether to abandon our cargo or not.\And you're in that kind of situation right now?\Yes.\I don't want to abandon my cargo.\As long as I can load it back onto my cart,\I don't care how much trouble it causes me.\That's what I was waiting for.\Even with no time and no other way out, a good merchant will wait patiently. response:	Then...
context: And you're in that kind of situation right now?\Yes.\I don't want to abandon my cargo.\As long as I can load it back onto my cart,\I don't care how much trouble it causes me.\That's what I was waiting for.\Even with no time and no other way out, a good merchant will wait patiently.\Then... response:	I've come to buy a crate of white feathers.
context: Yes.\I don't want to abandon my cargo.\As long as I can load it back onto my cart,\I don't care how much trouble it causes me.\That's what I was waiting for.\Even with no time and no other way out, a good merchant will wait patiently.\Then...\I've come to buy a crate of white feathers. response:	Thank you!
context: I don't want to abandon my cargo.\As long as I can load it back onto my cart,\I don't care how much trouble it causes me.\That's what I was waiting for.\Even with no time and no other way out, a good merchant will wait patiently.\Then...\I've come to buy a crate of white feathers.\Thank you! response:	I'll definitely repay
context: As long as I can load it back onto my cart,\I don't care how much trouble it causes me.\That's what I was waiting for.\Even with no time and no other way out, a good merchant will wait patiently.\Then...\I've come to buy a crate of white feathers.\Thank you!\I'll definitely repay response:	It'll be enough if you just share another ancient legend with me.
context: I don't care how much trouble it causes me.\That's what I was waiting for.\Even with no time and no other way out, a good merchant will wait patiently.\Then...\I've come to buy a crate of white feathers.\Thank you!\I'll definitely repay\It'll be enough if you just share another ancient legend with me. response:	What do you think?
context: That's what I was waiting for.\Even with no time and no other way out, a good merchant will wait patiently.\Then...\I've come to buy a crate of white feathers.\Thank you!\I'll definitely repay\It'll be enough if you just share another ancient legend with me.\What do you think? response:	Did I sound as dignified as big sis just now?
context: Even with no time and no other way out, a good merchant will wait patiently.\Then...\I've come to buy a crate of white feathers.\Thank you!\I'll definitely repay\It'll be enough if you just share another ancient legend with me.\What do you think?\Did I sound as dignified as big sis just now? response:	Is anyone in?
context: Then...\I've come to buy a crate of white feathers.\Thank you!\I'll definitely repay\It'll be enough if you just share another ancient legend with me.\What do you think?\Did I sound as dignified as big sis just now?\Is anyone in? response:	Who is it?
context: I've come to buy a crate of white feathers.\Thank you!\I'll definitely repay\It'll be enough if you just share another ancient legend with me.\What do you think?\Did I sound as dignified as big sis just now?\Is anyone in?\Who is it? response:	Please excuse me for disturbing you so late.
context: Thank you!\I'll definitely repay\It'll be enough if you just share another ancient legend with me.\What do you think?\Did I sound as dignified as big sis just now?\Is anyone in?\Who is it?\Please excuse me for disturbing you so late. response:	It's Lawrence. I visited you the other day.
context: I'll definitely repay\It'll be enough if you just share another ancient legend with me.\What do you think?\Did I sound as dignified as big sis just now?\Is anyone in?\Who is it?\Please excuse me for disturbing you so late.\It's Lawrence. I visited you the other day. response:	I realize how rude this is, but...
context: It'll be enough if you just share another ancient legend with me.\What do you think?\Did I sound as dignified as big sis just now?\Is anyone in?\Who is it?\Please excuse me for disturbing you so late.\It's Lawrence. I visited you the other day.\I realize how rude this is, but... response:	I've come to buy a crate of white feathers.
context: What do you think?\Did I sound as dignified as big sis just now?\Is anyone in?\Who is it?\Please excuse me for disturbing you so late.\It's Lawrence. I visited you the other day.\I realize how rude this is, but...\I've come to buy a crate of white feathers. response:	I guess festivals really do attract people.
context: Did I sound as dignified as big sis just now?\Is anyone in?\Who is it?\Please excuse me for disturbing you so late.\It's Lawrence. I visited you the other day.\I realize how rude this is, but...\I've come to buy a crate of white feathers.\I guess festivals really do attract people. response:	It's quite rare for me to have several visitors in one day.
context: Is anyone in?\Who is it?\Please excuse me for disturbing you so late.\It's Lawrence. I visited you the other day.\I realize how rude this is, but...\I've come to buy a crate of white feathers.\I guess festivals really do attract people.\It's quite rare for me to have several visitors in one day. response:	You said you came to buy a crate of white feathers.
context: Who is it?\Please excuse me for disturbing you so late.\It's Lawrence. I visited you the other day.\I realize how rude this is, but...\I've come to buy a crate of white feathers.\I guess festivals really do attract people.\It's quite rare for me to have several visitors in one day.\You said you came to buy a crate of white feathers. response:	Did you hear that from Bartose?
context: Please excuse me for disturbing you so late.\It's Lawrence. I visited you the other day.\I realize how rude this is, but...\I've come to buy a crate of white feathers.\I guess festivals really do attract people.\It's quite rare for me to have several visitors in one day.\You said you came to buy a crate of white feathers.\Did you hear that from Bartose? response:	Yes.
context: It's Lawrence. I visited you the other day.\I realize how rude this is, but...\I've come to buy a crate of white feathers.\I guess festivals really do attract people.\It's quite rare for me to have several visitors in one day.\You said you came to buy a crate of white feathers.\Did you hear that from Bartose?\Yes. response:	I was quite stubborn.
context: I realize how rude this is, but...\I've come to buy a crate of white feathers.\I guess festivals really do attract people.\It's quite rare for me to have several visitors in one day.\You said you came to buy a crate of white feathers.\Did you hear that from Bartose?\Yes.\I was quite stubborn. response:	Is that so?
context: I've come to buy a crate of white feathers.\I guess festivals really do attract people.\It's quite rare for me to have several visitors in one day.\You said you came to buy a crate of white feathers.\Did you hear that from Bartose?\Yes.\I was quite stubborn.\Is that so? response:	I don't think he's the type to give in to mere persistence, though.
context: I guess festivals really do attract people.\It's quite rare for me to have several visitors in one day.\You said you came to buy a crate of white feathers.\Did you hear that from Bartose?\Yes.\I was quite stubborn.\Is that so?\I don't think he's the type to give in to mere persistence, though. response:	What kind of business proposal was enough to persuade even that stubborn old mule?
context: It's quite rare for me to have several visitors in one day.\You said you came to buy a crate of white feathers.\Did you hear that from Bartose?\Yes.\I was quite stubborn.\Is that so?\I don't think he's the type to give in to mere persistence, though.\What kind of business proposal was enough to persuade even that stubborn old mule? response:	I'd like to ask your permission to buy pyrite.
context: You said you came to buy a crate of white feathers.\Did you hear that from Bartose?\Yes.\I was quite stubborn.\Is that so?\I don't think he's the type to give in to mere persistence, though.\What kind of business proposal was enough to persuade even that stubborn old mule?\I'd like to ask your permission to buy pyrite. response:	The skyrocketing pyrite that everyone's talking about?
context: Did you hear that from Bartose?\Yes.\I was quite stubborn.\Is that so?\I don't think he's the type to give in to mere persistence, though.\What kind of business proposal was enough to persuade even that stubborn old mule?\I'd like to ask your permission to buy pyrite.\The skyrocketing pyrite that everyone's talking about? response:	Yes, but
context: Yes.\I was quite stubborn.\Is that so?\I don't think he's the type to give in to mere persistence, though.\What kind of business proposal was enough to persuade even that stubborn old mule?\I'd like to ask your permission to buy pyrite.\The skyrocketing pyrite that everyone's talking about?\Yes, but response:	You have some special reason, correct?
context: I was quite stubborn.\Is that so?\I don't think he's the type to give in to mere persistence, though.\What kind of business proposal was enough to persuade even that stubborn old mule?\I'd like to ask your permission to buy pyrite.\The skyrocketing pyrite that everyone's talking about?\Yes, but\You have some special reason, correct? response:	That man wouldn't have helped someone who was simply looking to profit.
context: Is that so?\I don't think he's the type to give in to mere persistence, though.\What kind of business proposal was enough to persuade even that stubborn old mule?\I'd like to ask your permission to buy pyrite.\The skyrocketing pyrite that everyone's talking about?\Yes, but\You have some special reason, correct?\That man wouldn't have helped someone who was simply looking to profit. response:	I need the pyrite not for business, but to settle a duel.
context: I don't think he's the type to give in to mere persistence, though.\What kind of business proposal was enough to persuade even that stubborn old mule?\I'd like to ask your permission to buy pyrite.\The skyrocketing pyrite that everyone's talking about?\Yes, but\You have some special reason, correct?\That man wouldn't have helped someone who was simply looking to profit.\I need the pyrite not for business, but to settle a duel. response:	With whom?
context: What kind of business proposal was enough to persuade even that stubborn old mule?\I'd like to ask your permission to buy pyrite.\The skyrocketing pyrite that everyone's talking about?\Yes, but\You have some special reason, correct?\That man wouldn't have helped someone who was simply looking to profit.\I need the pyrite not for business, but to settle a duel.\With whom? response:	With...
context: I'd like to ask your permission to buy pyrite.\The skyrocketing pyrite that everyone's talking about?\Yes, but\You have some special reason, correct?\That man wouldn't have helped someone who was simply looking to profit.\I need the pyrite not for business, but to settle a duel.\With whom?\With... response:	No.
context: The skyrocketing pyrite that everyone's talking about?\Yes, but\You have some special reason, correct?\That man wouldn't have helped someone who was simply looking to profit.\I need the pyrite not for business, but to settle a duel.\With whom?\With...\No. response:	With my cargo.
context: Yes, but\You have some special reason, correct?\That man wouldn't have helped someone who was simply looking to profit.\I need the pyrite not for business, but to settle a duel.\With whom?\With...\No.\With my cargo. response:	Your cargo?
context: You have some special reason, correct?\That man wouldn't have helped someone who was simply looking to profit.\I need the pyrite not for business, but to settle a duel.\With whom?\With...\No.\With my cargo.\Your cargo? response:	A traveling merchant's enemy is always his cargo.
context: That man wouldn't have helped someone who was simply looking to profit.\I need the pyrite not for business, but to settle a duel.\With whom?\With...\No.\With my cargo.\Your cargo?\A traveling merchant's enemy is always his cargo. response:	Weighing its value, planning its handling,
context: I need the pyrite not for business, but to settle a duel.\With whom?\With...\No.\With my cargo.\Your cargo?\A traveling merchant's enemy is always his cargo.\Weighing its value, planning its handling, response:	and researching where it should go.
context: With whom?\With...\No.\With my cargo.\Your cargo?\A traveling merchant's enemy is always his cargo.\Weighing its value, planning its handling,\and researching where it should go. response:	If he misjudges on any one of these points, a traveling merchant will lose out.
context: With...\No.\With my cargo.\Your cargo?\A traveling merchant's enemy is always his cargo.\Weighing its value, planning its handling,\and researching where it should go.\If he misjudges on any one of these points, a traveling merchant will lose out. response:	Right now I'm trying to steady a piece of cargo that's about to fall off my cart.
context: No.\With my cargo.\Your cargo?\A traveling merchant's enemy is always his cargo.\Weighing its value, planning its handling,\and researching where it should go.\If he misjudges on any one of these points, a traveling merchant will lose out.\Right now I'm trying to steady a piece of cargo that's about to fall off my cart. response:	Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it.
context: With my cargo.\Your cargo?\A traveling merchant's enemy is always his cargo.\Weighing its value, planning its handling,\and researching where it should go.\If he misjudges on any one of these points, a traveling merchant will lose out.\Right now I'm trying to steady a piece of cargo that's about to fall off my cart.\Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it. response:	Buy a crate of white feathers.
context: Your cargo?\A traveling merchant's enemy is always his cargo.\Weighing its value, planning its handling,\and researching where it should go.\If he misjudges on any one of these points, a traveling merchant will lose out.\Right now I'm trying to steady a piece of cargo that's about to fall off my cart.\Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it.\Buy a crate of white feathers. response:	It's such an overblown passphrase.
context: A traveling merchant's enemy is always his cargo.\Weighing its value, planning its handling,\and researching where it should go.\If he misjudges on any one of these points, a traveling merchant will lose out.\Right now I'm trying to steady a piece of cargo that's about to fall off my cart.\Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it.\Buy a crate of white feathers.\It's such an overblown passphrase. response:	It really just means that you have to entertain me a little.
context: Weighing its value, planning its handling,\and researching where it should go.\If he misjudges on any one of these points, a traveling merchant will lose out.\Right now I'm trying to steady a piece of cargo that's about to fall off my cart.\Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it.\Buy a crate of white feathers.\It's such an overblown passphrase.\It really just means that you have to entertain me a little. response:	A happy bird will drop feathers when it flaps its wings, right?
context: and researching where it should go.\If he misjudges on any one of these points, a traveling merchant will lose out.\Right now I'm trying to steady a piece of cargo that's about to fall off my cart.\Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it.\Buy a crate of white feathers.\It's such an overblown passphrase.\It really just means that you have to entertain me a little.\A happy bird will drop feathers when it flaps its wings, right? response:	The people who have the passphrase pick and choose who gets to see me.
context: If he misjudges on any one of these points, a traveling merchant will lose out.\Right now I'm trying to steady a piece of cargo that's about to fall off my cart.\Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it.\Buy a crate of white feathers.\It's such an overblown passphrase.\It really just means that you have to entertain me a little.\A happy bird will drop feathers when it flaps its wings, right?\The people who have the passphrase pick and choose who gets to see me. response:	I just pick out the little details of my guests.
context: Right now I'm trying to steady a piece of cargo that's about to fall off my cart.\Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it.\Buy a crate of white feathers.\It's such an overblown passphrase.\It really just means that you have to entertain me a little.\A happy bird will drop feathers when it flaps its wings, right?\The people who have the passphrase pick and choose who gets to see me.\I just pick out the little details of my guests. response:	I don't mind.
context: Because after rethinking its value, delivery, and destination, I realized I absolutely cannot lose it.\Buy a crate of white feathers.\It's such an overblown passphrase.\It really just means that you have to entertain me a little.\A happy bird will drop feathers when it flaps its wings, right?\The people who have the passphrase pick and choose who gets to see me.\I just pick out the little details of my guests.\I don't mind. response:	If it's only pyrite you're after, I'll allow you to purchase it.
context: Buy a crate of white feathers.\It's such an overblown passphrase.\It really just means that you have to entertain me a little.\A happy bird will drop feathers when it flaps its wings, right?\The people who have the passphrase pick and choose who gets to see me.\I just pick out the little details of my guests.\I don't mind.\If it's only pyrite you're after, I'll allow you to purchase it. response:	Thank you very much!
context: It's such an overblown passphrase.\It really just means that you have to entertain me a little.\A happy bird will drop feathers when it flaps its wings, right?\The people who have the passphrase pick and choose who gets to see me.\I just pick out the little details of my guests.\I don't mind.\If it's only pyrite you're after, I'll allow you to purchase it.\Thank you very much! response:	However...
