context: Late Night Show response:	Late Night Show
context: Fool! Fool! Fool! Fool! Fool! Fool! Fool!\Fool! Fool! Fool! Fool! Fool! Fool! Fool!\The northern lands.\In the peace of that shrine...\Wandering through eternity, that Holy Blade...\Along History the one who pulls out the Holy Blade...\One strike from it will bring silence to all on its way.\And a swing of that sword will split the Heavens. response:	The shadow of a figure, soaring with golden wings.
context: Fool! Fool! Fool! Fool! Fool! Fool! Fool!\The northern lands.\In the peace of that shrine...\Wandering through eternity, that Holy Blade...\Along History the one who pulls out the Holy Blade...\One strike from it will bring silence to all on its way.\And a swing of that sword will split the Heavens.\The shadow of a figure, soaring with golden wings. response:	Truly the shape of a hero.
context: The northern lands.\In the peace of that shrine...\Wandering through eternity, that Holy Blade...\Along History the one who pulls out the Holy Blade...\One strike from it will bring silence to all on its way.\And a swing of that sword will split the Heavens.\The shadow of a figure, soaring with golden wings.\Truly the shape of a hero. response:	What must not be forgotten are all the techniques of the Holy Blade.
context: In the peace of that shrine...\Wandering through eternity, that Holy Blade...\Along History the one who pulls out the Holy Blade...\One strike from it will bring silence to all on its way.\And a swing of that sword will split the Heavens.\The shadow of a figure, soaring with golden wings.\Truly the shape of a hero.\What must not be forgotten are all the techniques of the Holy Blade. response:	We shall forever speak.
context: Wandering through eternity, that Holy Blade...\Along History the one who pulls out the Holy Blade...\One strike from it will bring silence to all on its way.\And a swing of that sword will split the Heavens.\The shadow of a figure, soaring with golden wings.\Truly the shape of a hero.\What must not be forgotten are all the techniques of the Holy Blade.\We shall forever speak. response:	Speak of the Holy Blade's dignity.
context: Along History the one who pulls out the Holy Blade...\One strike from it will bring silence to all on its way.\And a swing of that sword will split the Heavens.\The shadow of a figure, soaring with golden wings.\Truly the shape of a hero.\What must not be forgotten are all the techniques of the Holy Blade.\We shall forever speak.\Speak of the Holy Blade's dignity. response:	Eternally speak and pass it on.
context: One strike from it will bring silence to all on its way.\And a swing of that sword will split the Heavens.\The shadow of a figure, soaring with golden wings.\Truly the shape of a hero.\What must not be forgotten are all the techniques of the Holy Blade.\We shall forever speak.\Speak of the Holy Blade's dignity.\Eternally speak and pass it on. response:	Pass on the name of the Holy Blade.
context: And a swing of that sword will split the Heavens.\The shadow of a figure, soaring with golden wings.\Truly the shape of a hero.\What must not be forgotten are all the techniques of the Holy Blade.\We shall forever speak.\Speak of the Holy Blade's dignity.\Eternally speak and pass it on.\Pass on the name of the Holy Blade. response:	The name of the sword,
context: The shadow of a figure, soaring with golden wings.\Truly the shape of a hero.\What must not be forgotten are all the techniques of the Holy Blade.\We shall forever speak.\Speak of the Holy Blade's dignity.\Eternally speak and pass it on.\Pass on the name of the Holy Blade.\The name of the sword, response:	And in the present...
context: Truly the shape of a hero.\What must not be forgotten are all the techniques of the Holy Blade.\We shall forever speak.\Speak of the Holy Blade's dignity.\Eternally speak and pass it on.\Pass on the name of the Holy Blade.\The name of the sword,\And in the present... response:	Yet another man stands, challenging to create History.
context: What must not be forgotten are all the techniques of the Holy Blade.\We shall forever speak.\Speak of the Holy Blade's dignity.\Eternally speak and pass it on.\Pass on the name of the Holy Blade.\The name of the sword,\And in the present...\Yet another man stands, challenging to create History. response:	His name being...
context: We shall forever speak.\Speak of the Holy Blade's dignity.\Eternally speak and pass it on.\Pass on the name of the Holy Blade.\The name of the sword,\And in the present...\Yet another man stands, challenging to create History.\His name being... response:	Ox Ford!
context: Speak of the Holy Blade's dignity.\Eternally speak and pass it on.\Pass on the name of the Holy Blade.\The name of the sword,\And in the present...\Yet another man stands, challenging to create History.\His name being...\Ox Ford! response:	The Legend of the Holy Sword 2
context: Eternally speak and pass it on.\Pass on the name of the Holy Blade.\The name of the sword,\And in the present...\Yet another man stands, challenging to create History.\His name being...\Ox Ford!\The Legend of the Holy Sword 2 response:	Drunk, Defeated, Bought, A Virtue?
context: Pass on the name of the Holy Blade.\The name of the sword,\And in the present...\Yet another man stands, challenging to create History.\His name being...\Ox Ford!\The Legend of the Holy Sword 2\Drunk, Defeated, Bought, A Virtue? response:	The Legend of the Holy Sword 2.
context: The name of the sword,\And in the present...\Yet another man stands, challenging to create History.\His name being...\Ox Ford!\The Legend of the Holy Sword 2\Drunk, Defeated, Bought, A Virtue?\The Legend of the Holy Sword 2. response:	Drunk, Defeated, Bought, A Virtue?
context: And in the present...\Yet another man stands, challenging to create History.\His name being...\Ox Ford!\The Legend of the Holy Sword 2\Drunk, Defeated, Bought, A Virtue?\The Legend of the Holy Sword 2.\Drunk, Defeated, Bought, A Virtue? response:	So this is the Holy Blade.
context: Yet another man stands, challenging to create History.\His name being...\Ox Ford!\The Legend of the Holy Sword 2\Drunk, Defeated, Bought, A Virtue?\The Legend of the Holy Sword 2.\Drunk, Defeated, Bought, A Virtue?\So this is the Holy Blade. response:	This is...
context: His name being...\Ox Ford!\The Legend of the Holy Sword 2\Drunk, Defeated, Bought, A Virtue?\The Legend of the Holy Sword 2.\Drunk, Defeated, Bought, A Virtue?\So this is the Holy Blade.\This is... response:	Lame.
context: Ox Ford!\The Legend of the Holy Sword 2\Drunk, Defeated, Bought, A Virtue?\The Legend of the Holy Sword 2.\Drunk, Defeated, Bought, A Virtue?\So this is the Holy Blade.\This is...\Lame. response:	Youngster!
context: The Legend of the Holy Sword 2\Drunk, Defeated, Bought, A Virtue?\The Legend of the Holy Sword 2.\Drunk, Defeated, Bought, A Virtue?\So this is the Holy Blade.\This is...\Lame.\Youngster! response:	By what name do you go?
context: Drunk, Defeated, Bought, A Virtue?\The Legend of the Holy Sword 2.\Drunk, Defeated, Bought, A Virtue?\So this is the Holy Blade.\This is...\Lame.\Youngster!\By what name do you go? response:	Me?
context: The Legend of the Holy Sword 2.\Drunk, Defeated, Bought, A Virtue?\So this is the Holy Blade.\This is...\Lame.\Youngster!\By what name do you go?\Me? response:	My name is Ox...
context: Drunk, Defeated, Bought, A Virtue?\So this is the Holy Blade.\This is...\Lame.\Youngster!\By what name do you go?\Me?\My name is Ox... response:	Fool!
context: So this is the Holy Blade.\This is...\Lame.\Youngster!\By what name do you go?\Me?\My name is Ox...\Fool! response:	No, I'm not a fool.
context: This is...\Lame.\Youngster!\By what name do you go?\Me?\My name is Ox...\Fool!\No, I'm not a fool. response:	Despite my looks, I'm one of the top nerds in Shibusen -
context: Lame.\Youngster!\By what name do you go?\Me?\My name is Ox...\Fool!\No, I'm not a fool.\Despite my looks, I'm one of the top nerds in Shibusen - response:	Fool!
context: Youngster!\By what name do you go?\Me?\My name is Ox...\Fool!\No, I'm not a fool.\Despite my looks, I'm one of the top nerds in Shibusen -\Fool! response:	Like I said, I'm not a...
context: By what name do you go?\Me?\My name is Ox...\Fool!\No, I'm not a fool.\Despite my looks, I'm one of the top nerds in Shibusen -\Fool!\Like I said, I'm not a... response:	My legend started in the 12th century.
context: Me?\My name is Ox...\Fool!\No, I'm not a fool.\Despite my looks, I'm one of the top nerds in Shibusen -\Fool!\Like I said, I'm not a...\My legend started in the 12th century. response:	My legend started in the 12th century.
context: My name is Ox...\Fool!\No, I'm not a fool.\Despite my looks, I'm one of the top nerds in Shibusen -\Fool!\Like I said, I'm not a...\My legend started in the 12th century.\My legend started in the 12th century. response:	Do you want to hear my heroic tales?
context: Fool!\No, I'm not a fool.\Despite my looks, I'm one of the top nerds in Shibusen -\Fool!\Like I said, I'm not a...\My legend started in the 12th century.\My legend started in the 12th century.\Do you want to hear my heroic tales? response:	Of course!
context: No, I'm not a fool.\Despite my looks, I'm one of the top nerds in Shibusen -\Fool!\Like I said, I'm not a...\My legend started in the 12th century.\My legend started in the 12th century.\Do you want to hear my heroic tales?\Of course! response:	I came for that purpose and...
context: Despite my looks, I'm one of the top nerds in Shibusen -\Fool!\Like I said, I'm not a...\My legend started in the 12th century.\My legend started in the 12th century.\Do you want to hear my heroic tales?\Of course!\I came for that purpose and... response:	Fool!
context: Fool!\Like I said, I'm not a...\My legend started in the 12th century.\My legend started in the 12th century.\Do you want to hear my heroic tales?\Of course!\I came for that purpose and...\Fool! response:	By the way...
context: Like I said, I'm not a...\My legend started in the 12th century.\My legend started in the 12th century.\Do you want to hear my heroic tales?\Of course!\I came for that purpose and...\Fool!\By the way... response:	If you want to be with me, there are one thousand tasks you must complete.
context: My legend started in the 12th century.\My legend started in the 12th century.\Do you want to hear my heroic tales?\Of course!\I came for that purpose and...\Fool!\By the way...\If you want to be with me, there are one thousand tasks you must complete. response:	I need you to understand them completely.
context: My legend started in the 12th century.\Do you want to hear my heroic tales?\Of course!\I came for that purpose and...\Fool!\By the way...\If you want to be with me, there are one thousand tasks you must complete.\I need you to understand them completely. response:	Excuse me, but where am I being a fool?
context: Do you want to hear my heroic tales?\Of course!\I came for that purpose and...\Fool!\By the way...\If you want to be with me, there are one thousand tasks you must complete.\I need you to understand them completely.\Excuse me, but where am I being a fool? response:	Fool!
context: Of course!\I came for that purpose and...\Fool!\By the way...\If you want to be with me, there are one thousand tasks you must complete.\I need you to understand them completely.\Excuse me, but where am I being a fool?\Fool! response:	There's no need for you to know that.
context: I came for that purpose and...\Fool!\By the way...\If you want to be with me, there are one thousand tasks you must complete.\I need you to understand them completely.\Excuse me, but where am I being a fool?\Fool!\There's no need for you to know that. response:	Again with the fool?
context: Fool!\By the way...\If you want to be with me, there are one thousand tasks you must complete.\I need you to understand them completely.\Excuse me, but where am I being a fool?\Fool!\There's no need for you to know that.\Again with the fool? response:	My morning starts with a cup of coffee.
context: By the way...\If you want to be with me, there are one thousand tasks you must complete.\I need you to understand them completely.\Excuse me, but where am I being a fool?\Fool!\There's no need for you to know that.\Again with the fool?\My morning starts with a cup of coffee. response:	Do you know why?
context: If you want to be with me, there are one thousand tasks you must complete.\I need you to understand them completely.\Excuse me, but where am I being a fool?\Fool!\There's no need for you to know that.\Again with the fool?\My morning starts with a cup of coffee.\Do you know why? response:	Why is that?
context: I need you to understand them completely.\Excuse me, but where am I being a fool?\Fool!\There's no need for you to know that.\Again with the fool?\My morning starts with a cup of coffee.\Do you know why?\Why is that? response:	Fool!
context: Excuse me, but where am I being a fool?\Fool!\There's no need for you to know that.\Again with the fool?\My morning starts with a cup of coffee.\Do you know why?\Why is that?\Fool! response:	Heed my words!
context: Fool!\There's no need for you to know that.\Again with the fool?\My morning starts with a cup of coffee.\Do you know why?\Why is that?\Fool!\Heed my words! response:	My morning starts with a cup of coffee.
context: There's no need for you to know that.\Again with the fool?\My morning starts with a cup of coffee.\Do you know why?\Why is that?\Fool!\Heed my words!\My morning starts with a cup of coffee. response:	It's as I thought, there can be no morning without roasted green tea.
context: Again with the fool?\My morning starts with a cup of coffee.\Do you know why?\Why is that?\Fool!\Heed my words!\My morning starts with a cup of coffee.\It's as I thought, there can be no morning without roasted green tea. response:	Just like that!
context: My morning starts with a cup of coffee.\Do you know why?\Why is that?\Fool!\Heed my words!\My morning starts with a cup of coffee.\It's as I thought, there can be no morning without roasted green tea.\Just like that! response:	My morning starts with a cup of coffee.
context: Do you know why?\Why is that?\Fool!\Heed my words!\My morning starts with a cup of coffee.\It's as I thought, there can be no morning without roasted green tea.\Just like that!\My morning starts with a cup of coffee. response:	You weren't drinking coffee...
context: Why is that?\Fool!\Heed my words!\My morning starts with a cup of coffee.\It's as I thought, there can be no morning without roasted green tea.\Just like that!\My morning starts with a cup of coffee.\You weren't drinking coffee... response:	My morning starts with a cup of coffee.
context: Fool!\Heed my words!\My morning starts with a cup of coffee.\It's as I thought, there can be no morning without roasted green tea.\Just like that!\My morning starts with a cup of coffee.\You weren't drinking coffee...\My morning starts with a cup of coffee. response:	Don't ever forget it!
context: Heed my words!\My morning starts with a cup of coffee.\It's as I thought, there can be no morning without roasted green tea.\Just like that!\My morning starts with a cup of coffee.\You weren't drinking coffee...\My morning starts with a cup of coffee.\Don't ever forget it! response:	Wait, I'm saying that wasn't coffee.
context: My morning starts with a cup of coffee.\It's as I thought, there can be no morning without roasted green tea.\Just like that!\My morning starts with a cup of coffee.\You weren't drinking coffee...\My morning starts with a cup of coffee.\Don't ever forget it!\Wait, I'm saying that wasn't coffee. response:	I know. I'll show you something good.
context: It's as I thought, there can be no morning without roasted green tea.\Just like that!\My morning starts with a cup of coffee.\You weren't drinking coffee...\My morning starts with a cup of coffee.\Don't ever forget it!\Wait, I'm saying that wasn't coffee.\I know. I'll show you something good. response:	This...
context: Just like that!\My morning starts with a cup of coffee.\You weren't drinking coffee...\My morning starts with a cup of coffee.\Don't ever forget it!\Wait, I'm saying that wasn't coffee.\I know. I'll show you something good.\This... response:	Is it your family?
context: My morning starts with a cup of coffee.\You weren't drinking coffee...\My morning starts with a cup of coffee.\Don't ever forget it!\Wait, I'm saying that wasn't coffee.\I know. I'll show you something good.\This...\Is it your family? response:	This lady next to you...
context: You weren't drinking coffee...\My morning starts with a cup of coffee.\Don't ever forget it!\Wait, I'm saying that wasn't coffee.\I know. I'll show you something good.\This...\Is it your family?\This lady next to you... response:	Could she be...
context: My morning starts with a cup of coffee.\Don't ever forget it!\Wait, I'm saying that wasn't coffee.\I know. I'll show you something good.\This...\Is it your family?\This lady next to you...\Could she be... response:	Yes!
context: Don't ever forget it!\Wait, I'm saying that wasn't coffee.\I know. I'll show you something good.\This...\Is it your family?\This lady next to you...\Could she be...\Yes! response:	It's, without any doubt, my family.
context: Wait, I'm saying that wasn't coffee.\I know. I'll show you something good.\This...\Is it your family?\This lady next to you...\Could she be...\Yes!\It's, without any doubt, my family. response:	It was a good family.
context: I know. I'll show you something good.\This...\Is it your family?\This lady next to you...\Could she be...\Yes!\It's, without any doubt, my family.\It was a good family. response:	It was?
context: This...\Is it your family?\This lady next to you...\Could she be...\Yes!\It's, without any doubt, my family.\It was a good family.\It was? response:	That was when I was still young.
context: Is it your family?\This lady next to you...\Could she be...\Yes!\It's, without any doubt, my family.\It was a good family.\It was?\That was when I was still young. response:	The city was quiet.
context: This lady next to you...\Could she be...\Yes!\It's, without any doubt, my family.\It was a good family.\It was?\That was when I was still young.\The city was quiet. response:	The people had lost their hopes.
context: Could she be...\Yes!\It's, without any doubt, my family.\It was a good family.\It was?\That was when I was still young.\The city was quiet.\The people had lost their hopes. response:	They were just living with no purpose.
context: Yes!\It's, without any doubt, my family.\It was a good family.\It was?\That was when I was still young.\The city was quiet.\The people had lost their hopes.\They were just living with no purpose. response:	Even I was no exception.
context: It's, without any doubt, my family.\It was a good family.\It was?\That was when I was still young.\The city was quiet.\The people had lost their hopes.\They were just living with no purpose.\Even I was no exception. response:	Someday, I'll save up money and leave this city.
context: It was a good family.\It was?\That was when I was still young.\The city was quiet.\The people had lost their hopes.\They were just living with no purpose.\Even I was no exception.\Someday, I'll save up money and leave this city. response:	Just like that!
context: It was?\That was when I was still young.\The city was quiet.\The people had lost their hopes.\They were just living with no purpose.\Even I was no exception.\Someday, I'll save up money and leave this city.\Just like that! response:	I started to watch the seven o' clock news everyday.
context: That was when I was still young.\The city was quiet.\The people had lost their hopes.\They were just living with no purpose.\Even I was no exception.\Someday, I'll save up money and leave this city.\Just like that!\I started to watch the seven o' clock news everyday. response:	I see... In other words, that beautiful girl was...
context: The city was quiet.\The people had lost their hopes.\They were just living with no purpose.\Even I was no exception.\Someday, I'll save up money and leave this city.\Just like that!\I started to watch the seven o' clock news everyday.\I see... In other words, that beautiful girl was... response:	Fool!
context: The people had lost their hopes.\They were just living with no purpose.\Even I was no exception.\Someday, I'll save up money and leave this city.\Just like that!\I started to watch the seven o' clock news everyday.\I see... In other words, that beautiful girl was...\Fool! response:	That's not important!
context: They were just living with no purpose.\Even I was no exception.\Someday, I'll save up money and leave this city.\Just like that!\I started to watch the seven o' clock news everyday.\I see... In other words, that beautiful girl was...\Fool!\That's not important! response:	What? That's not?
context: Even I was no exception.\Someday, I'll save up money and leave this city.\Just like that!\I started to watch the seven o' clock news everyday.\I see... In other words, that beautiful girl was...\Fool!\That's not important!\What? That's not? response:	Geez, you can't seem to get it do you?
context: Someday, I'll save up money and leave this city.\Just like that!\I started to watch the seven o' clock news everyday.\I see... In other words, that beautiful girl was...\Fool!\That's not important!\What? That's not?\Geez, you can't seem to get it do you? response:	So you say...
context: Just like that!\I started to watch the seven o' clock news everyday.\I see... In other words, that beautiful girl was...\Fool!\That's not important!\What? That's not?\Geez, you can't seem to get it do you?\So you say... response:	Item 58 from the thousand tasks you're to do.
context: I started to watch the seven o' clock news everyday.\I see... In other words, that beautiful girl was...\Fool!\That's not important!\What? That's not?\Geez, you can't seem to get it do you?\So you say...\Item 58 from the thousand tasks you're to do. response:	You are not to speak while I am humming!
context: I see... In other words, that beautiful girl was...\Fool!\That's not important!\What? That's not?\Geez, you can't seem to get it do you?\So you say...\Item 58 from the thousand tasks you're to do.\You are not to speak while I am humming! response:	This is a very important task.
context: Fool!\That's not important!\What? That's not?\Geez, you can't seem to get it do you?\So you say...\Item 58 from the thousand tasks you're to do.\You are not to speak while I am humming!\This is a very important task. response:	Got it?!
context: That's not important!\What? That's not?\Geez, you can't seem to get it do you?\So you say...\Item 58 from the thousand tasks you're to do.\You are not to speak while I am humming!\This is a very important task.\Got it?! response:	Um, I don't believe your demands and flashbacks relate to one another.
context: What? That's not?\Geez, you can't seem to get it do you?\So you say...\Item 58 from the thousand tasks you're to do.\You are not to speak while I am humming!\This is a very important task.\Got it?!\Um, I don't believe your demands and flashbacks relate to one another. response:	Fool!
context: Geez, you can't seem to get it do you?\So you say...\Item 58 from the thousand tasks you're to do.\You are not to speak while I am humming!\This is a very important task.\Got it?!\Um, I don't believe your demands and flashbacks relate to one another.\Fool! response:	There's an intimate relationship between the humming and the news.
context: So you say...\Item 58 from the thousand tasks you're to do.\You are not to speak while I am humming!\This is a very important task.\Got it?!\Um, I don't believe your demands and flashbacks relate to one another.\Fool!\There's an intimate relationship between the humming and the news. response:	What about your memories of delinquency...
context: Item 58 from the thousand tasks you're to do.\You are not to speak while I am humming!\This is a very important task.\Got it?!\Um, I don't believe your demands and flashbacks relate to one another.\Fool!\There's an intimate relationship between the humming and the news.\What about your memories of delinquency... response:	That is what's called a fragile ensemble that cannot be comprehended through logic and statistics.
context: You are not to speak while I am humming!\This is a very important task.\Got it?!\Um, I don't believe your demands and flashbacks relate to one another.\Fool!\There's an intimate relationship between the humming and the news.\What about your memories of delinquency...\That is what's called a fragile ensemble that cannot be comprehended through logic and statistics. response:	Certainly worthy of being called destiny.
context: This is a very important task.\Got it?!\Um, I don't believe your demands and flashbacks relate to one another.\Fool!\There's an intimate relationship between the humming and the news.\What about your memories of delinquency...\That is what's called a fragile ensemble that cannot be comprehended through logic and statistics.\Certainly worthy of being called destiny. response:	Got it?
context: Got it?!\Um, I don't believe your demands and flashbacks relate to one another.\Fool!\There's an intimate relationship between the humming and the news.\What about your memories of delinquency...\That is what's called a fragile ensemble that cannot be comprehended through logic and statistics.\Certainly worthy of being called destiny.\Got it? response:	Perhaps it was the result of fate that was polished,
context: Um, I don't believe your demands and flashbacks relate to one another.\Fool!\There's an intimate relationship between the humming and the news.\What about your memories of delinquency...\That is what's called a fragile ensemble that cannot be comprehended through logic and statistics.\Certainly worthy of being called destiny.\Got it?\Perhaps it was the result of fate that was polished, response:	You're gonna ignore me?
context: Fool!\There's an intimate relationship between the humming and the news.\What about your memories of delinquency...\That is what's called a fragile ensemble that cannot be comprehended through logic and statistics.\Certainly worthy of being called destiny.\Got it?\Perhaps it was the result of fate that was polished,\You're gonna ignore me? response:	Just like that!
context: There's an intimate relationship between the humming and the news.\What about your memories of delinquency...\That is what's called a fragile ensemble that cannot be comprehended through logic and statistics.\Certainly worthy of being called destiny.\Got it?\Perhaps it was the result of fate that was polished,\You're gonna ignore me?\Just like that! response:	I was to dance in a packed opera house,
context: What about your memories of delinquency...\That is what's called a fragile ensemble that cannot be comprehended through logic and statistics.\Certainly worthy of being called destiny.\Got it?\Perhaps it was the result of fate that was polished,\You're gonna ignore me?\Just like that!\I was to dance in a packed opera house, response:	Why?
context: That is what's called a fragile ensemble that cannot be comprehended through logic and statistics.\Certainly worthy of being called destiny.\Got it?\Perhaps it was the result of fate that was polished,\You're gonna ignore me?\Just like that!\I was to dance in a packed opera house,\Why? response:	Man... I'm stuffed!
context: Certainly worthy of being called destiny.\Got it?\Perhaps it was the result of fate that was polished,\You're gonna ignore me?\Just like that!\I was to dance in a packed opera house,\Why?\Man... I'm stuffed! response:	It is nice to do these kind of things.
context: Got it?\Perhaps it was the result of fate that was polished,\You're gonna ignore me?\Just like that!\I was to dance in a packed opera house,\Why?\Man... I'm stuffed!\It is nice to do these kind of things. response:	Doing nothing in particular, just hanging around with everyone...
context: Perhaps it was the result of fate that was polished,\You're gonna ignore me?\Just like that!\I was to dance in a packed opera house,\Why?\Man... I'm stuffed!\It is nice to do these kind of things.\Doing nothing in particular, just hanging around with everyone... response:	It feels very peaceful.
context: You're gonna ignore me?\Just like that!\I was to dance in a packed opera house,\Why?\Man... I'm stuffed!\It is nice to do these kind of things.\Doing nothing in particular, just hanging around with everyone...\It feels very peaceful. response:	If it's always peaceful, I don't stand out, right?
context: Just like that!\I was to dance in a packed opera house,\Why?\Man... I'm stuffed!\It is nice to do these kind of things.\Doing nothing in particular, just hanging around with everyone...\It feels very peaceful.\If it's always peaceful, I don't stand out, right? response:	If I'm to stand out, I definitely must...
context: I was to dance in a packed opera house,\Why?\Man... I'm stuffed!\It is nice to do these kind of things.\Doing nothing in particular, just hanging around with everyone...\It feels very peaceful.\If it's always peaceful, I don't stand out, right?\If I'm to stand out, I definitely must... response:	Hey, Tsubaki...
context: Why?\Man... I'm stuffed!\It is nice to do these kind of things.\Doing nothing in particular, just hanging around with everyone...\It feels very peaceful.\If it's always peaceful, I don't stand out, right?\If I'm to stand out, I definitely must...\Hey, Tsubaki... response:	Yes, what is it?
context: Man... I'm stuffed!\It is nice to do these kind of things.\Doing nothing in particular, just hanging around with everyone...\It feels very peaceful.\If it's always peaceful, I don't stand out, right?\If I'm to stand out, I definitely must...\Hey, Tsubaki...\Yes, what is it? response:	Have you already written the report we were assigned last week?
context: It is nice to do these kind of things.\Doing nothing in particular, just hanging around with everyone...\It feels very peaceful.\If it's always peaceful, I don't stand out, right?\If I'm to stand out, I definitely must...\Hey, Tsubaki...\Yes, what is it?\Have you already written the report we were assigned last week? response:	You haven't finished it yet?
context: Doing nothing in particular, just hanging around with everyone...\It feels very peaceful.\If it's always peaceful, I don't stand out, right?\If I'm to stand out, I definitely must...\Hey, Tsubaki...\Yes, what is it?\Have you already written the report we were assigned last week?\You haven't finished it yet? response:	Isn't the report due tomorrow?
context: It feels very peaceful.\If it's always peaceful, I don't stand out, right?\If I'm to stand out, I definitely must...\Hey, Tsubaki...\Yes, what is it?\Have you already written the report we were assigned last week?\You haven't finished it yet?\Isn't the report due tomorrow? response:	That's right...
context: If it's always peaceful, I don't stand out, right?\If I'm to stand out, I definitely must...\Hey, Tsubaki...\Yes, what is it?\Have you already written the report we were assigned last week?\You haven't finished it yet?\Isn't the report due tomorrow?\That's right... response:	That kind of report...
context: If I'm to stand out, I definitely must...\Hey, Tsubaki...\Yes, what is it?\Have you already written the report we were assigned last week?\You haven't finished it yet?\Isn't the report due tomorrow?\That's right...\That kind of report... response:	That report?
context: Hey, Tsubaki...\Yes, what is it?\Have you already written the report we were assigned last week?\You haven't finished it yet?\Isn't the report due tomorrow?\That's right...\That kind of report...\That report? response:	I'm sorry, but could you give us a hand?
context: Yes, what is it?\Have you already written the report we were assigned last week?\You haven't finished it yet?\Isn't the report due tomorrow?\That's right...\That kind of report...\That report?\I'm sorry, but could you give us a hand? response:	Fool!
context: Have you already written the report we were assigned last week?\You haven't finished it yet?\Isn't the report due tomorrow?\That's right...\That kind of report...\That report?\I'm sorry, but could you give us a hand?\Fool! response:	I didn't say anything, though...
context: You haven't finished it yet?\Isn't the report due tomorrow?\That's right...\That kind of report...\That report?\I'm sorry, but could you give us a hand?\Fool!\I didn't say anything, though... response:	Err...
